,Acanthonotozoma.inflatum,Acanthonotozoma.rusanovae,Acanthostepheia.behringiensis,Acanthostepheia.malmgreni,Actinaria,Adalaria.sp.,Admete.solida,Admete.sp..,Admete.viridula,Alcyonidium.disciforme,Alcyonidium.gelatinosum,Allantactis.parasitica,Amicula.vestita,Amphipoda,Amphiura.sundevalli,Anomalisipho.martensi,Anomalisipho.verkruezeni,Anonyx.sp.,Anthosactis.janmayeni,Arcteobia.anticostiensis,Arctolembos.arcticus,Arctonoe.vittata,Argis.sp.,Ariadnaria.borealis,Arrhis.luthkei,Arrhis.phyllonyx,Ascidia.callosa,Ascidiacea,Asterias.amurensis,Atylus.bruggeni,Atylus.carinatus,Atylus.smitti,Aulacofusus.brevicauda,Balanus.sp.,Bathypolypus.sp..,Beringius.stimpsoni,Boltenia.echinata,Boltenia.ovifera,Boreoscala.greenlandica,Boreotrophon.clathratus,Boreotrophon.cymatus,Boreotrophon.sp..,Boreotrophon.truncatus,Brachiopoda,Bryozoa,Buccinum.angulosum,Buccinum.ciliatum,Buccinum.glaciale,Buccinum.plectrum,Buccinum.polare,Buccinum.scalariforme,Buccinum.solenum,Buccinum.sp..,Buccinum.tenellum,Bylgides.promamme,Bylgides.sarsii,Bylgides.sp.,Calycidoris.guentheri,Caprella,Ceradocus.torelli,Cerianthus.lloydi,Chelyosoma.macleayanum,Chionoecetes.opilio,Chlamys.behringiana,Clinocardium.ciliatum,Colus.sabini,Colus.sp..,Corella.willmeriana,Coryphella.sp..,Crangon.dalli,Crepidula.sp..,Crossaster.papposus,Cryptonatica.affinis,Ctenodiscus.crispatus,Curtitoma.decussata,Curtitoma.incisula,Curtitoma.novajasemljensis,Curtitoma.sp..,Curtitoma.violacea,Cylichna.alba,Cylinchnoides.occultus,Dendrobeania.sp..,Dendrodoa.sp..,Dendronotus.sp.,Diaphana.hiemalis,Diastylis.alaskensis,Diastylis.goodsiri.scorpioides,Diastylis.sp.,Diastylis.spinulosa,Didemnum.albidum,Distaplia.alaskensis,Distaplia.occidentalis,Dulichia.spinosissima,Echinarachnius.parma,Edwardsia.sp..,Ericthonius.sp.,Eteone.spetsbergensis,Eualus.sp..,Eucratea.loricata,Eudistoma.parvum,Eugyra.sp..,Eunicidae,Eunoe.depressa,Eunoe.nodosa,Eunoe.oerstedi,Eunoe.sp.,Euphrosinidae,Eupyrgus.scaber,Eusirus.cuspidatus,Euspira.pallida,Evasterias.echinosoma,Flabelligera.mastigophora,Flabellina.sp..,Florometra,Gammaridae,Gastropoda,Gattyana.amondseni,Gattyana.ciliata,Gattyana.cirrhosa,Gattyana.sp.,Gaudichaudius.iphionelloides,Gersemia.rubiformis,Gorgonocephalus.sp.,Granotoma.albrechti,Halichondria.sp.,Haliclona.sp.,Halirages.nilssoni,Haliclystus.,Halocynthia.aurantium,Harmothoe.extenuata,Harmothoe.imbricata,Harmothoe.sp.,Henricia.sanguinolenta,Henricia.sp.,Henricia.tumida,Heteropora.sp.,Hexactinellida,Hiatella.arctica,Hippomedon.rylovi,Hippomedon.sp.,Holothuroidea,Hormathia.nodosa,Hyas.coarctatus,Hydrozoa,Ischyrocerus.latipes,Ischyrocerus.sp..,Isopoda,Labidochirus.splendescens,Lacuna.crassior,Lafoeina.maxima,Latisipho.hypolispus,Lebbeus.groenlandicus,Lebbeus.polaris,Lepeta.caeca,Lepeta.sp.,Leptasterias.arctica,Leptasterias.groenlandica,Leptasterias.polaris,Leptasterias.sp..,Lethasterias.nanimensis,Limneria.undata,Lumbrineridae,Maera.danae,Maera.prionochira,Margarites.costalis,Margarites.groenlandicus,Margarites.helicinus,Margarites.sp.,Melaenis.loveni,Melita.dentata,Melita.sp..,Melphidippa.sp.,Metopa.spitzbergensis,Metridium.sp..,Mohnia.sp..,Molgula.griffithsii,Molgula.retortiformis.,Molgula.sp..,Monoculodes.diamesus,Munnopsidae,Munnopsis.typica,Musculus.glacialis,Musculus.niger,Musculus.sp..,Myriotrochus.rinkii,Naticidae,Nemertea,Nemidia.microlepida,Neocrangon.communis,Neohela.monstrosa,Neoiphinoe.coronata,Neoiphinoe.kroyeri,Neopleustes.pulchellus.var..euacanthus,Nephtys.longosetosa,Nepthys.ciliata,Nepthys.sp.,Neptunea.communis,Neptunea.heros,Neptunea.sp.,Nereis.sp.,Nodulotrophon.coronatus,Nothria.conchylega,Obesotoma.japonica,Obesotoma.sp..,Obesotoma.tenuilirata,Ocnus.glacialis,Oenopota.bicarinata,Oenopota.declivis.,Oenopota.elegans,Oenopota.harpa,Oenopota.impressa,Oenopota.pyramidalis,Oenopota.sp..,Onchidiopsis.sp.,Ophiacantha.bidentata,Ophiocten.sericeum,Ophiopholis.aculeata,Ophiopleura.borealis,Ophiura.robusta,Ophiura.sarsii,Ophiuroidea,Opisthobranchia,Orchomene.pinguis,Orchomene.sp..,Orchomenella.minuta,Pagurus.capillatus,Pagurus.rathbuni,Pagurus.sp.,Pagurus.trigonocheirus,Pandalina.sp..,Pandalus.borealis,Pandalus.goniurus,Pandora.glacialis,Pannychia.moseleyi,Paramphithoe.cuspidata,Paramphithoe.polyacantha,Paroediceros.lynceus,Paroediceros.propinquus,Pelonaia.corrugata,Philine.sp..,Photis.sp..,Phyllodoce.groenlandica,Phyllodocidae,Platyhelminthes,Pleustes.cataphractus,Pleustes.panopla,Plicifusus.kroeyeri,Plicifusus.sp..,Polymastia.sp.,Polynoidae,Pontoporeia.femorata,Porifera,Propebela.arctica,Propebela.nobilis,Propebela.sp..,Protomedeia.grandimana,Protomedia.sp.,Pseudoliomesus.ooides,Psolus.peronii,Psolus.phantapus,Pteraster.jordani,Pteraster.militaris,Pteraster.obscurus,Pteraster.sp..,Pycnogonidae,Pyrulofusus.deformis,Quasimelita.formosa,Quasimelita.quadrispinosa,Retifusus.sp..,Rhachotropis.aculeata,Rhachotropis.oculata,Rhegaster.tumidus,Rozinante.fragilis,Sabinea.septemcarinata,Saduria.entomon,Saduria.sabini,Saduria.sibirica,Sclerocrangon.boreas,Scoletoma.fragilis,Scoletoma.sp..,Semisuberites.cribrosa,Serripes.groenlandicus,Serripes.sp..,Sertularia.sp...Thuiaria.sp.,Similipecten.greenlandicus,Socarnes.bidenticulatus,Solariella.obscura,Solaster.sp.,Spinther.sp..,Spirontocaris.sp.,Stegocephalus.ampulla,Stegocephalus.inflatus,Stegocephalus.sp.,Stegophiura.nodosa,Stenosemus.albus,Stomphia.sp.,Strongylocentrotus.pallidus,Styela.rustica,Styela.sp.,Suberites.sp..,Syllis.armillaris,Synidotea.bicuspida,Synidotea.sp.,Syrrhoe.crenulata,Tachyrhynchus.erosus,Tachyrhynchus.sp..,Tanaidacea,Tecticeps.sp..,Telmessus.cheiragonus,Tmetonyx.cicada,Trichotropis.sp..,Triopha,Tritonia.sp.,Tubularia.sp.,Unciola.leucopsis,Urasterias.lincki,Urticina.sp.,Velutina.coriacea,Velutina.laevigata,Velutina.sp.,Velutina.velutina,Volutopsius.sp..,Vulcanella.sp...,Weyprechtia.heuglini,Weyprechtia.pinguis,Zoanthidea
ML5-4,0,0,0,0,474.77,0,49.01,0,0,0,3.06,0,119.46,0,0,0,0,24.5,0,0,0,0,278.74,0,0,0,0,0,0,0,0,0,0,0,0,0,45.95,18.38,0,0,0,0,0,0,15.32,0,0,45.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317.11,48.36,0,0,0,0,0,3.06,0,0,6.13,0,0,0,0,0,0,0,0,6.13,0,0,0,36.76,0,0,0,0,0,0,0,0,0,0,0,18.38,24.5,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0,0,0,0,0,0,0,0,0,116.4,0,0,0,0,0,0,0,0,0,0,0,0,27.57,0,0,0,0,0,0,0,796.39,22.97,0,0,0,94.95,0,0,0,0,0,0,0,474.77,6.13,1378.37,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,9.19,0,0,0,0,3.06,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,18.38,0,0,0,0,0,3.06,0,0,70.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4291.32,0,0,0,0,0,4.59,0,0,0,0,0,0,0,0,0,0,0,0,569.73,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,3.06,4992.76,4272.94,226.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML5-5,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0.73,0,0,49.91,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.39,0,0,1.47,0,0,0,0,0,0,0,0,0,1717.39,0,0,0,2.94,0,0,0,0,0,91.01,23.49,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.17,0,0,0,0,0,0,0,0,0,0,0,8.81,0,0,0,0,0,0,0,38.16,0,0,0,1.47,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.29,23.49,0,0,0,67.52,0,0,0,0,0,0,0,35.23,26.42,0,0,0,0,0,0,0,14.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,5.87,0,0,0,0,0,0,0,0,0,0,440.36,0,0,0,0,0,0,0,0,0,0,0,0,5.87,0,0,0,0,0,0,0,0,15559.28,0,0,0,0,0,8.81,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87,0,0,0,0,0,0,0,0,0,0,3.82,1.47,0,0,0,0,510.81,0,0,0,0,0,5.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.54,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0.88,0,0,0,0
ML5-6,0,0,0,0,37.67,0,0,0,0.78,0,0,0,0,0,0,0,6.28,9.42,0,0,0,0,47.09,0,1.57,0,0,0,0,0,0,0,0,0,12.56,0,0,0,0,6.28,0,0,0,0,0,0,0,0,0,128.71,28.25,0,0,0,0,0,0,0,0,0,0,0,1123.83,0,0,0,0,0,0,0,0,0,59.64,7.85,0,12.56,0,0,0,1.57,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.49,0,0,0,0,0,0,0,0,0,0,0,6.28,0,0,0,0,0,0,0,47.09,3.14,0,0,6.28,612.14,7.22,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,25.11,31.39,0,0,0,31.39,0,0,0,0,0,1.57,0,0,131.85,0,0,0,1.57,0,0,0,75.34,0,12.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.38,0,43.95,0,0,0,1.57,0,0,0,0,0,0,204.05,1.26,0,0,0,0,0,3.14,0,0,0,2.2,0,9.42,0,6.28,15.7,0,0,0,0,0,9371.4,0,0,0,0,0,18.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,2.51,1.57,0,0,0,0,2454.84,0,0,0,0,0,31.39,0,0,0,0,6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,6.28,0,0,0,0,0,0,0,0,0,6.28,9.42,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0
ML5-7,3.01,0,0,0,27.05,0,0,0,3.01,0,0,0,0,0,0,0,0,9.02,0,0,0,0,123.25,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.3,12.02,0,0.6,0,0,1.5,0,0,3.01,0,0,0,676.36,0,0,0,0,0,0,0,0,21.04,87.17,0,0,0.9,0,0,0,3.01,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1,0,0,1.5,0,0,3.01,0,0,0,0,0,24.05,0,0,0,0,0,0,0,15.03,0,0,0,9.02,2434.89,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,0,0,0,0,0,0,0,0,0,3.01,0,0,114.23,0,0,0,0,0,0,0,18.04,0,24.05,0,0,0,0,1.5,0,0,0,0,0,0,0.3,0,0,6.01,0,0,195.39,0,141.28,0.9,0,0,3.01,0,0,0,0,0,0,42.08,0,0,3.01,0,0,0,1.2,1.5,0,0,1.8,1.8,9.02,0,2.71,0,0,0,0,0,0,20080.3,0,0,0,0,0,9.02,0,0,0,0,0,0,12.02,0,0,3.01,0,0,0,0,0,12.02,0,3.01,0,12.02,0,0,0,0,0,0,2.1,1.5,0,0,0,0,0,0,0,0,0,0,36.07,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,3.01,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51,0,0,0,0
ML5-9,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,5.88,0,0,0,0,70.5,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.31,0,0,0,0,58.75,0,0,0,0,0,0,0,0,1.47,0,0,0,202.69,0,0,0,2.94,0,0,0,0,0,141,0,0,0,0,0,0,0,1.47,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,38.19,0,0,2.94,0,0,35.25,0,0,0,0,0,8.81,0,0,0,0,0,0,0,20.56,73.44,0,0,79.32,237.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,11.75,11.75,0,0,0,0,0,0,0,0,0,0,0,0,91.07,0,0,0,0,0,0,0,55.81,0,20.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,2162.07,0,88.13,0,2.94,0,17.63,2.94,0,0,0,0,0,0,5.88,0,23.5,0,0,0,0,1791.93,0,0,1.47,0,11.75,0,2.06,0,0,0,0,0,0,6151.32,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81,0,2.94,0,2.94,0,0,0,0,0,5.88,0,2.35,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.44,0,0,0,8.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,1.47,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0
ML6-1,0,0,0,0,0,0,0,0,0,0,286.64,0,0,0,0,0,0,0,0,0,0,0,352.02,0,0,0,73.76,0,0,0,0,0,0,41.91,0,0,325.2,184.39,0,5.03,0,0,11.73,0,33.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148140.8,0,0,0,20.12,23.47,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972.24,0,0,0,0,0,0,0,1.68,0,0,135.78,0,1.68,0,1.68,0,0,0,0,217.92,21.79,0,0,0,56.99,0,0,0,0,0,0,0,0,0,335.26,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.09,0,0,0,0,0,5.03,0,0,0,0,0,0,0,35.2,204.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,87.17,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,693.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML6-10,0,0,0,0,153.84,0,0,0,0,0,0,0,0,0,0,0,0,63.07,0,0.77,1.54,0,76.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.61,0,0,0,0,36.92,0,0,0,0,7.69,30.77,0,0,0,0,0,0,0,0,0,0,0,704.57,0,0,0,0,0,0,0,0,73.84,1.54,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,93.84,4.62,0,30.77,0,0,0,0,0,0,0,18.46,1.54,0,0,0,0,0,0,0,9.23,0,0,0,0,0,0,0,0,0,0,0,0.77,3.08,0,0,1.54,0,30.77,0,0,0,0,0,0,575.35,9.23,6.15,0,0,0,0,3.08,0,0,0,0,0,0,10.77,0,0,0,0,0,0,0,93.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,4.62,0,0,1.54,0,0,0,4.62,0,4.62,44.61,0,0,0,0,0,1.54,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,4.62,1.54,0.05,0,0,1.54,0,0,0,0,0,0,0,1.54,0,0,0,0,795.34,0,0,0,0,0,1.54,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.85,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,6.15,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0
ML6-11,6.33,0,0,0,38,0,0,0,1.58,29962.03,0,0,0,0,0,0,0,19,0,0,0,0,41.16,0,0,0,0,132.99,0,0,0,0,0,0,0,0,151.99,0,0,11.08,0,0,0,0,721.94,0,0,0,0,132.99,417.96,0,0.79,0,0,0,0,12.67,0,0,0,38,835.93,0,0,0,0,0,0,0,0,121.91,0,0,0,0,0,0,0,9.5,0,113.99,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,189.99,0,0,0,0,0,151.99,0,0,0,0,19,9.5,0,0,0,0,0,0,0,1.58,0.79,0,0,9.5,0,0,0,0,0,0,0,0,0,0.79,0,132.99,0,0,0,0,0,0,0,0,455.96,2146.82,0,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,0,0,0,0,208.98,0,0,0,0,0,0,0,0,0,0,0,1006.91,0,0,0,0,0,0,0,1842.84,0,0,0,0,0,0,0,0,0,0,0,0,191.57,0,0,0,0,0,0,0,9.5,0,0,0.79,1.58,0,0,1.58,0,0,0,0,0,0,8131.31,0,19,0,0,0,9.5,0,0,132.99,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.99,0.79,19,0,0,0,0,949.92,0,0,0,0,0,189.98,0,0,0,0,0,6.33,0,0,34.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.99,0,75.99,0,0,0,126.66,0,189.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML6-2,0,0,0,0,0,0,0,0,0,0,46.17,0,0,0,0,0,0,0.85,0,0,0,0,290.7,0,0,0,0,0,0,0,0,0,0,59.85,0,0,49.59,1513.34,0,0,0,0,0,0,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34049.34,0,0,0,6.84,23.94,126.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,701.1,0,0,0,0,0,0,0,0,0,0,239.4,0,0,0,0,0,0,0,0,225.72,14.53,0,0,0,87.21,0,0,0,0,0,0,0,0,0,300.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.63,0,0,0,0,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML6-3,0,0,0,0,0,0,0,0,0,0,152.04,0,0,0,0,0,0,4.9,0,0,0,0,171.66,0,0,0,0,0,0,0,0,0,0,4.9,0,0,3.27,377.66,0,0,0,0,0,0,37.6,0,0,0,0,0,0,0,0,0,0,0,0,11.44,0,0,0,0,604.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56975.41,0,0,0,0,80.11,19.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.43,222.34,0,0,0,0,0,0,0,0,0,0,70.3,0,0,0,0,0,0,0,0,114.44,24.52,0,0,0,53.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML6-4,0,0,0,0,0,0,0,0,0,0,220.19,0,0,0,0,0,0,1.62,0,0,0,0,56.67,0,0,0,0,0,0,0,0,0,0,0,0,0,19.43,380.47,12.95,0,0,0,0,0,69.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,66987.57,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,348.09,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,64.76,127.9,0,0,0,61.52,0,0,0,0,0,0,0,50.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86,0,0,0,0,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML6-5,0,0,0,0,0,0,0,0,0,0,123.34,0,0,0,0,0,0,0,0,0,0,0.75,183.51,0,0,0,0,0,0,0,0,0,0,0,0,0,19.55,18.05,0,0,0,0,0,0,78.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,624.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51983.42,0,0,0,9.03,67.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,105.29,12.03,0,0,0,40.61,0,0,0,0,0,0,0,354.99,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML6-6,0,0,0,0,41.48,0,0,0,0,0,48.89,0,28.15,0,0,0,0,2.96,0,0,2.96,0.74,97.78,0,0,0,263.71,34.07,0,0,0,0,0,0,0,0,59.26,0,0,0,0,0,0,0,768.9,0,0,0,0,0,19.26,0,0.74,0,0,0,0,0,0,0,0,54.82,225.19,0,0,0,0.74,0,0,0,0,205.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.78,57.78,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0.74,0,0,0,0,0,0,0,0,51.85,1896.32,0,0,0,0,0,604.45,0.74,0.74,0,0,17.78,0,400.01,0,0,0,0,0,0,1155.57,97.78,0,0,0,11.85,0,0,0,0,0,0,0,360.01,0,0,0,0,0,0,0,0,5.93,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,145.19,0,4.44,0,0,0,0,0,2.96,0,0,0,0,0,0,0.74,2.96,0,0,1.48,0,0,0,0,0,0,0,0,26.67,0,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.37,0,0,0,0,0,0,1044.46,0,0,0,0,0,0.74,0,0,0,0,1.48,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,51.85,0,1561.5,133.34,2125.96,0,0,0,0.74,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0
ML6-7,0,0,0,0,0,0,0,0,0,0,0,0,140.96,0,0,0,0,0,0,0,0,0.76,181.88,0,0,0,0,0,0,0,0,0,0,0,0,0,72.75,145.51,0,0,0,0,9.09,0,72.75,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,122.77,0,0,0,0,0,0,0,0,97,3.03,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,104.58,127.32,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0.76,0,0,118.22,0,0,371.34,339.52,0,0,5006.33,0,0,0,0,0,0,40.92,0,0,0,0,0,0,789.68,109.13,0,0,0,0,0,0,0,0,0,0,0,256.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,4.55,0,0,0,0,0,0,0,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047.7,0,0,0,0,0,0,20577.05,0,0,0,0,0,0,366.8,0,0,0,9.09,0,0,0,0,0,0,0,98.52,0,0,0,0,0,0,0,0,0,122.77,0,0,0,9.09,0,4.55,3.03,0,354.67,798.77,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0
