"","species","Lat","Lon","Temp","Sal"
"69","Actinastrum hantzschii",51.749986,4.20593,12.0654706954956,30.3954105377197
"70","Actinastrum hantzschii",51.693588,4.22492,12.0654706954956,30.3954105377197
"71","Actinastrum hantzschii",51.825899,4.028084,12.089186668396,30.4697647094727
"72","Actinastrum hantzschii",51.71603,4.497476,12.0502338409424,30.2407341003418
"73","Actinastrum hantzschii",54.4,18.96,10.270149230957,6.80853605270386
"74","Actinastrum hantzschii",54.38,19.06,10.3136148452759,6.81853103637695
"75","Actinastrum hantzschii",54.53,19.08,10.3438100814819,6.86807918548584
"76","Actinastrum hantzschii",54.37,18.83,10.2246618270874,6.79097509384155
"77","Actinastrum hantzschii",54.45,14.98,10.1700639724731,7.20908117294312
"78","Actinastrum hantzschii",51.75517,4.318003,12.0569868087769,30.2308807373047
"79","Actinastrum hantzschii",54.49817,19.11267,10.3512868881226,6.86408996582031
"80","Actinastrum hantzschii",54.40117,18.95933,10.270149230957,6.80853605270386
"81","Actinastrum hantzschii",54.383,18.958,10.270149230957,6.80853605270386
"82","Actinastrum hantzschii",54.48,18.565,10.2216796875,6.7254581451416
"83","Actinastrum hantzschii",54.38833,18.964,10.270149230957,6.80853605270386
"84","Actinastrum hantzschii",54.36817,19.1485,10.3287439346313,6.86002492904663
"85","Actinastrum hantzschii",54.4665,19.61083,10.4522275924683,6.83644676208496
"86","Actinastrum hantzschii",54.39967,18.96217,10.270149230957,6.80853605270386
"87","Actinastrum hantzschii",54.39167,18.70917,10.2013254165649,6.7804160118103
"88","Actinastrum hantzschii",54.50683,19.5205,10.4750442504883,6.84623289108276
"89","Actinastrum hantzschii",54.52297,18.96667,10.3261117935181,6.85893106460571
"90","Actinastrum hantzschii",54.43513,19.46092,10.4561815261841,6.85098695755005
"91","Actinastrum hantzschii",54.4187,19.41907,10.4561815261841,6.85098695755005
"92","Actinastrum hantzschii",54.37347,19.23997,10.3676481246948,6.84242916107178
"93","Actinastrum hantzschii",54.40483,19,10.3136148452759,6.81853103637695
"94","Actinastrum hantzschii",54.37673,18.92947,10.270149230957,6.80853605270386
"95","Actinastrum hantzschii",54.4915,18.71333,10.2374849319458,6.75598812103271
"96","Actinastrum hantzschii",54.4478,18.5757,10.2216796875,6.7254581451416
"97","Actinastrum hantzschii",35.608333,139.898333,19.4882888793945,33.4775505065918
"98","Actinastrum hantzschii",35.604167,139.966111,19.5132026672363,33.512767791748
"99","Actinastrum hantzschii",35.608333,139.898333,19.4882888793945,33.4775505065918
"100","Actinastrum hantzschii",71.85,128.833,0.519716024398804,11.1421375274658
"101","Actinastrum hantzschii",71.5,129.5,0.536033987998962,12.7622623443604
"102","Actinastrum hantzschii",71.683,129.067,0.547923028469086,11.5151920318604
"103","Actinastrum hantzschii",51.22515,2.94043,12.4658718109131,32.8094711303711
"104","Actinastrum hantzschii",51.22515,2.94273,12.4658718109131,32.8094711303711
"105","Actinastrum hantzschii",51.22531,2.94783,12.4658718109131,32.8094711303711
"106","Actinastrum hantzschii",72.017,129.117,0.579092979431152,11.1560220718384
"107","Actinastrum hantzschii",54.58283,18.66767,10.2547760009766,6.76424598693848
"108","Actinastrum hantzschii",35.643889,139.993333,19.5132026672363,33.512767791748
"109","Actinastrum hantzschii",35.549167,139.854722,19.5235176086426,33.4468269348145
"110","Actinastrum hantzschii",35.399167,139.869444,19.5048789978027,33.3718757629395
"111","Actinastrum hantzschii",51.231309,2.929259,12.4658718109131,32.8094711303711
"112","Actinastrum hantzschii",51.231343,2.928659,12.4658718109131,32.8094711303711
"113","Actinastrum hantzschii",42.633489,-70.64854,11.1982889175415,31.5081405639648
"114","Actinastrum hantzschii",0,0,27.0327033996582,34.9128761291504
"115","Actinastrum hantzschii",42.04,3.18,17.2389125823975,37.7664794921875
"116","Actinastrum hantzschii",5.116667,-4.85,26.804084777832,34.317741394043
"117","Actinastrum hantzschii",5.25,-3.75,26.9573822021484,34.1170845031738
"118","Actinastrum hantzschii",46.586576,31.805741,13.9233379364014,17.5052661895752
"119","Actinastrum hantzschii",46.58802,31.95183,13.9378347396851,17.5066184997559
"120","Actinastrum hantzschii",46.580443,31.749001,13.9634838104248,17.5013103485107
"121","Actinastrum hantzschii",46.703967,31.944064,13.9217872619629,17.5080223083496
"122","Actinoptychus octonarius",62.8635,18.26417,6.87620878219604,5.10276412963867
"123","Actinoptychus octonarius",56.37093,16.20202,9.13730335235596,6.79143714904785
"124","Actinoptychus octonarius",45.603056,29.783889,14.8145704269409,15.9079847335815
"125","Actinoptychus octonarius",57.31222,20.07617,9.5422420501709,6.89288377761841
"126","Actinoptychus octonarius",60.18083,24.96889,7.97360897064209,4.41170883178711
"127","Actinoptychus octonarius",5.73213,-53.96449,27.4928588867188,32.1134643554688
"128","Actinoptychus octonarius",5.27752,-52.57801,27.7347049713135,26.2299537658691
"129","Actinoptychus octonarius",5.2401,-52.60041,27.7134609222412,26.6171417236328
"130","Actinoptychus octonarius",37.788333,-122.358333,12.5750503540039,31.9675064086914
"131","Actinoptychus octonarius",4.825,-51.93334,27.86159324646,23.9581871032715
"132","Actinoptychus octonarius",63.556,20.873,6.44876003265381,4.80494499206543
"133","Actinoptychus octonarius",59.88,19.54,7.89661884307861,5.83148813247681
"134","Actinoptychus octonarius",55.038,13.901,9.95567417144775,7.2928638458252
"135","Actinoptychus octonarius",60.744,19.176,7.42945098876953,5.39197015762329
"136","Actinoptychus octonarius",62.973,20.251,7.0132269859314,5.25369691848755
"137","Actinoptychus octonarius",38.028333,-122.37,12.4622764587402,32.1649208068848
"138","Actinoptychus octonarius",37.846667,-122.421667,12.528865814209,32.0320739746094
"139","Actinoptychus octonarius",34.644973,139.001593,20.5367469787598,34.0644035339355
"140","Actinoptychus octonarius",37.555,-122.19,12.6561393737793,31.9130935668945
"141","Actinoptychus octonarius",41.08,-9.01,16.053617477417,34.7918281555176
"142","Actinoptychus octonarius",-23.4467,151.9052,24.1217021942139,35.4493179321289
"143","Amphora ocellata",38.336667,23.74,19.7995834350586,34.8236236572266
"144","Amphora ocellata",42.485931,3.132444,16.95387840271,37.6718368530273
"145","Amphora ocellata",42.485931,3.132444,16.95387840271,37.6718368530273
"146","Amphora ocellata",-33.591667,17.530556,17.2682552337646,35.3738250732422
"147","Amphora ocellata",43.374339,-1.766683,16.6936054229736,34.7336578369141
"148","Ankistrodesmus arcuatus",-26.328864,-48.779389,22.3208446502686,35.0018463134766
"149","Ankistrodesmus arcuatus",-26.327109,-48.782558,22.3208446502686,35.0018463134766
"150","Ankistrodesmus arcuatus",-26.330825,-48.777781,22.3208446502686,35.0018463134766
"151","Ankistrodesmus arcuatus",58.7385,17.0715,8.47561836242676,6.30913877487183
"152","Ankistrodesmus arcuatus",63.7105,20.3359,6.40638303756714,4.80235576629639
"153","Ankistrodesmus arcuatus",63.6728,20.3333,6.41784477233887,4.81930494308472
"154","Ankistrodesmus arcuatus",60.6585,17.4911,7.18291187286377,5.181067943573
"155","Ankistrodesmus arcuatus",65.8075,22.375,5.53015899658203,3.92492890357971
