species,Lon,Lat,Temp,Sal,Status
Daphnia cristata,22.44767,65.7303299992939,5.087923,5.002122,Native
Daphnia cristata,23.23333,65.1658299992817,2.576512,6.304968,Native
Daphnia cristata,9.858982,59.010948,8.859314,33.555046,Native
Daphnia cristata,9.86802,59.01087,8.859314,33.555046,Native
Daphnia cristata,18.263,62.863499999235,5.729694,5.481621,Native
Daphnia cristata,22.44667,65.734169999294,5.087923,5.002122,Native
Daphnia cristata,23.23117,65.1664999992818,2.576512,6.304968,Native
Daphnia cristata,22.06533,64.7081699992721,2.570104,10.323195,Native
Daphnia cristata,22.06683,64.7086699992721,2.570104,10.323195,Native
Daphnia cristata,23.23333,65.1664999992818,2.576512,6.304968,Native
Daphnia cristata,19.82133,63.4988299992474,4.553736,5.455514,Native
Daphnia cristata,19.809,63.5246699992479,5.448203,5.359873,Native
Daphnia cristata,9.87135,59.01784,8.859314,33.555046,Native
Daphnia cristata,22.447,65.7301699992939,5.087923,5.002122,Native
Daphnia cristata,22.4465,65.7296699992939,5.087923,5.002122,Native
Daphnia cristata,23.23367,65.1669999992818,2.577051,5.241366,Native
Daphnia cristata,22.44717,65.7301699992939,5.087923,5.002122,Native
Daphnia cristata,22.06667,64.7086699992721,2.570104,10.323195,Native
Daphnia cristata,19.80817,63.525169999248,5.448203,5.359873,Native
Daphnia cristata,19.82,63.4993299992475,4.553736,5.455514,Native
Daphnia cristata,18.26267,62.863669999235,5.729694,5.481621,Native
Daphnia cristata,22.44633,65.7298299992939,5.087923,5.002122,Native
Daphnia cristata,23.2335,65.1669999992818,2.577051,5.241366,Native
Daphnia cristata,19.80767,63.5248299992479,5.448203,5.359873,Native
Daphnia cristata,22.44683,65.7298299992939,5.087923,5.002122,Native
Daphnia cristata,23.23383,65.1664999992818,2.576512,6.304968,Native
Daphnia cristata,18.9545,62.652169999231,2.499454,10.61981,Native
Daphnia cristata,22.4465,65.7298299992939,5.087923,5.002122,Native
Daphnia cristata,22.066,64.7086699992721,2.570104,10.323195,Native
Daphnia cristata,19.80867,63.525169999248,5.448203,5.359873,Native
Daphnia cristata,18.26383,62.863669999235,5.729694,5.481621,Native
Daphnia cristata,23.23333,65.1666699992818,2.577051,5.241366,Native
Daphnia cristata,22.06667,64.7083299992721,2.570104,10.323195,Native
Daphnia cristata,19.818,63.4998299992475,4.553736,5.455514,Native
Daphnia cristata,10.777828,63.596697,8.091057,34.991302,Native
Daphnia cristata,22.06583,64.7086699992721,2.570104,10.323195,Native
Daphnia cristata,22.44683,65.7299999992939,5.087923,5.002122,Native
Daphnia cristata,19.80733,63.5248299992479,5.448203,5.359873,Native
Daphnia cristata,23.23383,65.1661699992818,2.576512,6.304968,Native
Daphnia cristata,22.446,65.7301699992939,5.087923,5.002122,Native
Daphnia cristata,22.066,64.7076699992721,2.570104,10.323195,Native
Daphnia cristata,19.81917,63.4994999992475,4.553736,5.455514,Native
Daphnia cristata,19.8185,63.4999999992475,4.553736,5.455514,Native
Daphnia cristata,22.06583,64.7084999992721,2.570104,10.323195,Native
Daphnia cristata,23.2325,65.1668299992818,2.577051,5.241366,Native
Daphnia cristata,22.44617,65.7301699992939,5.087923,5.002122,Native
Daphnia cristata,22.4475,65.7299999992939,5.087923,5.002122,Native
Daphnia cristata,19.81933,63.4998299992475,4.553736,5.455514,Native
Daphnia cristata,18.26417,62.863669999235,5.729694,5.481621,Native
Daphnia cristata,23.235,65.1669999992818,2.577051,5.241366,Native
Daphnia cristata,22.44683,65.7301699992939,5.087923,5.002122,Native
Daphnia cristata,22.06717,64.7081699992721,2.570104,10.323195,Native
Daphnia cristata,18.54917,62.0996699992206,2.818004,6.139409,Native
Daphnia cristata,19.808,63.5246699992479,5.448203,5.359873,Native
Daphnia cristata,23.23317,65.1664999992818,2.576512,6.304968,Native
Daphnia cristata,22.449,65.7299999992939,5.087923,5.002122,Native
Daphnia cristata,18.26567,62.864169999235,5.729694,5.481621,Native
Daphnia cristata,22.4455,65.7296699992939,5.087923,5.002122,Native
Daphnia cristata,23.23167,65.1661699992818,2.576512,6.304968,Native
Daphnia cristata,22.4465,65.7306699992939,5.087923,5.002122,Native
Daphnia cristata,22.06683,64.7084999992721,2.570104,10.323195,Native
Daphnia cristata,18.26567,62.863329999235,5.729694,5.481621,Native
Daphnia cristata,19.82067,63.4998299992475,4.553736,5.455514,Native
Daphnia cristata,23.2345,65.1664999992818,2.576512,6.304968,Native
Daphnia cristata,22.06667,64.7078299992721,2.570104,10.323195,Native
Daphnia cristata,18.26383,62.864329999235,5.729694,5.481621,Native
Daphnia cristata,18.549,62.0999999992206,2.818004,6.139409,Native
Daphnia cristata,19.822,63.5008299992475,5.448203,5.359873,Native
Daphnia cristata,23.23667,65.1676699992818,2.577051,5.241366,Native
Daphnia cristata,22.447,65.7299999992939,5.087923,5.002122,Native
Daphnia cristata,22.06367,64.7076699992721,2.570104,10.323195,Native
Daphnia cristata,19.8075,63.524999999248,5.448203,5.359873,Native
Daphnia cristata,18.54933,62.1001699992206,2.818004,6.139409,Native
Daphnia cristata,22.44433,65.7294999992939,5.087923,5.002122,Native
Daphnia cristata,22.44667,65.7294999992939,5.087923,5.002122,Native
Daphnia cristata,22.44633,65.7303299992939,5.087923,5.002122,Native
Daphnia cristata,22.06633,64.7084999992721,2.570104,10.323195,Native
Daphnia cristata,19.80933,63.524999999248,5.448203,5.359873,Native
Daphnia cristata,18.26433,62.863999999235,5.729694,5.481621,Native
Daphnia cristata,23.23283,65.1663299992817,2.576512,6.304968,Native
Daphnia cristata,19.818,63.4993299992475,4.553736,5.455514,Native
Daphnia cristata,22.44617,65.7298299992939,5.087923,5.002122,Native
Daphnia cristata,18.26383,62.863829999235,5.729694,5.481621,Native
Daphnia cristata,19.80867,63.525329999248,5.448203,5.359873,Native
Daphnia cristata,23.23467,65.1664999992818,2.576512,6.304968,Native
Daphnia cristata,22.06717,64.7078299992721,2.570104,10.323195,Native
Daphnia cristata,23.2345,65.1666699992818,2.577051,5.241366,Native
Daphnia cristata,22.4465,65.7299999992939,5.087923,5.002122,Native
Daphnia cristata,22.44583,65.7289999992939,5.087923,5.002122,Native
Daphnia cristata,22.446,65.7296699992939,5.087923,5.002122,Native
Daphnia cristata,22.065,64.7088299992721,2.570104,10.323195,Native
Daphnia cristata,18.26333,62.863829999235,5.729694,5.481621,Native
Daphnia cristata,23.23333,65.1669999992818,2.577051,5.241366,Native
Daphnia cristata,22.44717,65.7299999992939,5.087923,5.002122,Native
Daphnia cristata,22.06683,64.7081699992721,2.570104,10.323195,Native
Daphnia cristata,22.44817,65.7299999992939,5.087923,5.002122,Native
Daphnia cristata,19.81933,63.5004999992475,5.448203,5.359873,Native
Daphnia cristata,23.23483,65.1669999992818,2.577051,5.241366,Native
Daphnia cristata,22.44767,65.7301699992939,5.087923,5.002122,Native
Daphnia cristata,19.809,63.524499999248,5.448203,5.359873,Native
Daphnia cristata,22.44667,65.7296699992939,5.087923,5.002122,Native
Daphnia cristata,23.23267,65.1666699992818,2.577051,5.241366,Native
Daphnia cristata,22.44733,65.7299999992939,5.087923,5.002122,Native
Daphnia cristata,18.9525,62.653499999231,2.499454,10.61981,Native
Daphnia cristata,19.81883,63.4993299992475,4.553736,5.455514,Native
Daphnia cristata,23.2335,65.1666699992818,2.577051,5.241366,Native
Daphnia cristata,19.80667,63.5248299992479,5.448203,5.359873,Native
Daphnia cristata,22.06667,64.7081699992721,2.570104,10.323195,Native
Daphnia cristata,19.81983,63.4994999992475,4.553736,5.455514,Native
Daphnia cristata,23.23317,65.1663299992817,2.576512,6.304968,Native
Daphnia cristata,19.808,63.524499999248,5.448203,5.359873,Native
Daphnia cristata,19.82017,63.4994999992475,4.553736,5.455514,Native
Daphnia cristata,19.8175,63.4998299992475,4.553736,5.455514,Native
Daphnia cristata,23.234,65.1669999992818,2.577051,5.241366,Native
Daphnia cristata,19.81917,63.4999999992475,4.553736,5.455514,Native
Daphnia cristata,22.066,64.7093299992721,2.570104,10.323195,Native
Daphnia cristata,23.23417,65.1664999992818,2.576512,6.304968,Native
Daphnia cristata,18.53533,62.0998299992206,2.818004,6.139409,Native
Daphnia cristata,22.06733,64.7093299992721,2.570104,10.323195,Native
Daphnia cristata,19.80667,63.524999999248,5.448203,5.359873,Native
Daphnia cristata,23.233,65.1668299992818,2.577051,5.241366,Native
Daphnia cristata,18.95217,62.652829999231,2.499454,10.61981,Native
Daphnia cristata,19.81817,63.4998299992475,4.553736,5.455514,Native
Daphnia cristata,19.79933,63.5069999992476,5.448203,5.359873,Native
Daphnia cristata,19.81933,63.5001699992475,5.448203,5.359873,Native
Daphnia cristata,18.552,62.0998299992206,2.818004,6.139409,Native
Daphnia cristata,19.79717,63.5076699992476,5.448203,5.359873,Native
Daphnia cristata,23.24267,65.1621699992817,2.576512,6.304968,Native
Daphnia cristata,23.2295,65.1659999992818,2.576512,6.304968,Native
Daphnia cristata,23.226,65.1718299992819,2.577051,5.241366,Native
Daphnia cristata,19.79733,63.5078299992476,5.448203,5.359873,Native
Daphnia cristata,19.825,63.4916699992473,4.553736,5.455514,Native
Daphnia cristata,22.35833,64.3049999992637,2.607601,6.305009,Native
Daphnia cristata,11.268531,63.909421,8.187553,34.91304,Native
Daphnia cristata,10.417378,59.854889,9.798926,30.411175,Native
Daphnia cristata,23.287,59.976,7.822948,6.287958,Native
Daphnia cristata,10.868196,63.621988,7.938302,35.058228,Native
Daphnia cristata,5.82057,58.872441,7.596982,35.113976,Native
Daphnia cristata,8.639172,58.382922,8.934278,34.002514,Native
Daphnia cristata,10.784033,59.450871,10.115159,27.599548,Native
Daphnia cristata,10.879068,59.372891,10.120205,27.60236,Native
Daphnia cristata,11.107495,59.367321,10.128533,27.600988,Native
Daphnia cristata,11.046888,59.342269,10.129767,27.60251,Native
Daphnia cristata,10.439802,59.795372,9.385921,32.542999,Native
Daphnia cristata,10.532281,59.86887,8.848814,34.526646,Native
Daphnia cristata,10.451963,59.911091,9.798926,30.411175,Native
Daphnia cristata,10.487577,59.587375,9.392098,32.533756,Native
Daphnia cristata,10.479518,59.645844,9.392098,32.533756,Native
Daphnia cristata,28.115565,70.44743,6.125659,34.788216,Native
Daphnia cristata,9.639211,63.609866,7.037911,35.192719,Native
Daphnia cristata,9.984539,63.799086,8.519727,35.023506,Native
Daphnia cristata,9.056086,63.421014,7.384903,35.147991,Native
Daphnia cristata,10.058141,59.164957,10.211616,27.621246,Native
Daphnia cristata,9.994618,59.085526,10.219125,27.635279,Native
Daphnia cristata,11.00036,59.30388,10.133937,27.60486,Native
Daphnia cristata,9.906829,59.025081,8.859314,33.555046,Native
Daphnia cristata,11.24394,59.241517,9.131504,33.416225,Native
Daphnia cristata,10.710562,59.773942,8.423946,34.524971,Native
Daphnia cristata,9.685737,59.030655,9.078586,33.591919,Native
Daphnia cristata,10.848986,59.445226,10.116733,27.599468,Native
Daphnia cristata,10.840811,59.439168,10.116733,27.599468,Native
Daphnia cristata,9.68489,59.030552,9.078586,33.591919,Native
Daphnia cucullata,19.819,63.4996699992475,4.553736,5.455514,Native
Daphnia cucullata,18.549,62.1003299992206,2.818004,6.139409,Native
Daphnia cucullata,18.95283,62.652999999231,2.499454,10.61981,Native
Daphnia cucullata,22.44667,65.7299999992939,5.087923,5.002122,Native
Daphnia cucullata,22.445,65.7314999992939,5.087923,5.002122,Native
Daphnia cucullata,22.44617,65.7304999992939,5.087923,5.002122,Native
Daphnia cucullata,19.81917,63.4989999992474,4.553736,5.455514,Native
Daphnia cucullata,22.44717,65.7296699992939,5.087923,5.002122,Native
Daphnia cucullata,19.80717,63.525329999248,5.448203,5.359873,Native
Daphnia cucullata,18.263,62.863499999235,5.729694,5.481621,Native
Daphnia cucullata,19.82133,63.4988299992474,4.553736,5.455514,Native
Daphnia cucullata,18.264,62.863999999235,5.729694,5.481621,Native
Daphnia cucullata,22.44617,65.7301699992939,5.087923,5.002122,Native
Daphnia cucullata,-4.642677,56.153128,10.799585,34.575176,Native
Daphnia cucullata,18.2645,62.863669999235,5.729694,5.481621,Native
Daphnia cucullata,19.80817,63.524999999248,5.448203,5.359873,Native
Daphnia cucullata,18.26383,62.864829999235,5.729694,5.481621,Native
Daphnia cucullata,19.8185,63.4999999992475,4.553736,5.455514,Native
Daphnia cucullata,22.4475,65.7299999992939,5.087923,5.002122,Native
Daphnia cucullata,22.44633,65.7303299992939,5.087923,5.002122,Native
Daphnia cucullata,23.235,65.1669999992818,2.577051,5.241366,Native
Daphnia cucullata,22.44683,65.7301699992939,5.087923,5.002122,Native
Daphnia cucullata,18.26383,62.863669999235,5.729694,5.481621,Native
Daphnia cucullata,19.808,63.5246699992479,5.448203,5.359873,Native
Daphnia cucullata,23.23317,65.1664999992818,2.576512,6.304968,Native
Daphnia cucullata,18.26383,62.863829999235,5.729694,5.481621,Native
Daphnia cucullata,19.80867,63.525329999248,5.448203,5.359873,Native
Daphnia cucullata,22.4465,65.7299999992939,5.087923,5.002122,Native
Daphnia cucullata,22.44583,65.7289999992939,5.087923,5.002122,Native
Daphnia cucullata,20.549999,55.18,8.754084,6.5955,Native
Daphnia cucullata,18.26333,62.863829999235,5.729694,5.481621,Native
Daphnia cucullata,19.8075,63.524999999248,5.448203,5.359873,Native
Daphnia cucullata,19.80667,63.5248299992479,5.448203,5.359873,Native
Daphnia cucullata,22.06667,64.7081699992721,2.570104,10.323195,Native
Daphnia cucullata,19.81983,63.4994999992475,4.553736,5.455514,Native
Daphnia cucullata,3.885328,51.504381,12.126906,34.191349,Native
Daphnia cucullata,3.895037,51.502618,12.126906,34.191349,Native
Daphnia cucullata,5.4102,52.423905,11.756265,32.709454,Native
Daphnia cucullata,18.95117,62.651829999231,2.499454,10.61981,Native
Daphnia cucullata,5.194378,52.398846,11.818658,32.754833,Native
Daphnia cucullata,3.886125,51.502054,12.126906,34.191349,Native
Daphnia cucullata,19.808,63.525499999248,5.448203,5.359873,Native
Daphnia cucullata,18.54533,62.0999999992206,2.818004,6.139409,Native
Daphnia cucullata,-3.804204,51.550002,12.3024,35.013622,Native
Daphnia cucullata,4.554643,52.362561,11.893971,34.046467,Native
Daphnia cucullata,5.58973,52.955759,11.646481,32.671459,Native
Daphnia cucullata,5.798812,52.894114,11.635678,32.583134,Native
Daphnia cucullata,4.578588,52.345649,11.893971,34.046467,Native
Daphnia cucullata,5.633996,52.915777,11.686082,32.667316,Native
Daphnia cucullata,5.622548,52.860623,11.686082,32.667316,Native
Daphnia cucullata,5.394789,52.904349,11.724352,32.767441,Native
Daphnia cucullata,5.224009,52.368072,11.818658,32.754833,Native
Daphnia cucullata,5.544583,52.939203,11.653588,32.718781,Native
Daphnia cucullata,5.696789,52.881841,11.663025,32.6091,Native
Daphnia cucullata,5.251624,52.710224,11.754203,32.740204,Native
Daphnia cucullata,4.9431,53.255418,11.693748,33.064514,Native
Daphnia cucullata,5.209588,53.381452,11.667002,32.995224,Native
Daphnia cucullata,19.825,63.4916699992473,4.553736,5.455514,Native
Daphnia cucullata,5.405696,53.037704,11.685014,32.793228,Native
Daphnia cucullata,5.660453,52.986172,11.646481,32.671459,Native
Daphnia cucullata,10.337455,59.240521,9.389621,32.549152,Native
Daphnia cucullata,4.968035,53.264493,11.693748,33.064514,Native
Daphnia cucullata,5.188577,53.375668,11.667002,32.995224,Native
Daphnia cucullata,7.50499,58.02616,9.650051,34.018673,Native
Daphnia cucullata,5.699212,62.218834,7.525861,35.204185,Native
Daphnia cucullata,23.471451,60.027343,7.987218,6.170842,Native
Daphnia cucullata,23.475,60.02,7.987218,6.170842,Native
Daphnia cucullata,10.432266,59.41106,9.435248,32.531384,Native
Daphnia cucullata,1.68359,52.607928,11.410546,34.472744,Native
Daphnia cucullata,1.675845,52.603672,11.410546,34.472744,Native
Daphnia cucullata,5.562157,58.735907,9.09839,34.788166,Native
Daphnia cucullata,5.550053,58.743478,9.09839,34.788166,Native
Daphnia cucullata,5.82057,58.872441,7.596982,35.113976,Native
Daphnia cucullata,10.430387,59.428299,7.203281,35.022861,Native
Daphnia cucullata,10.784033,59.450871,10.115159,27.599548,Native
Daphnia cucullata,10.879068,59.372891,10.120205,27.60236,Native
Daphnia cucullata,11.046888,59.342269,10.129767,27.60251,Native
Daphnia cucullata,5.569973,58.738359,9.09839,34.788166,Native
Daphnia cucullata,10.439802,59.795372,9.385921,32.542999,Native
Daphnia cucullata,10.532281,59.86887,8.848814,34.526646,Native
Daphnia cucullata,10.451963,59.911091,9.798926,30.411175,Native
Daphnia cucullata,10.830517,59.893648,7.968793,34.797115,Native
Daphnia cucullata,10.848986,59.445226,10.116733,27.599468,Native
Daphnia cucullata,0.798303,52.948702,10.931045,34.478203,Native
Daphnia cucullata,0.800195,52.954951,10.931045,34.478203,Native
Daphnia longispina,18.10451,59.32695,8.343153,6.683384,Native
Daphnia longispina,18.1044,59.32514,8.343153,6.683384,Native
Daphnia longispina,8.024674,58.18721,8.660345,34.717651,Native
Daphnia longispina,12.66084,56.10062,9.587891,27.845295,Native
Daphnia longispina,10.859213,53.971233,10.091697,24.117506,Native
Daphnia longispina,10.322663,63.419006,6.560905,35.115295,Native
Daphnia longispina,10.319788,63.41777,6.560905,35.115295,Native
Daphnia longispina,10.281744,63.425791,6.560905,35.115295,Native
Daphnia longispina,10.279919,63.423611,6.560905,35.115295,Native
Daphnia longispina,10.348524,63.422241,6.89156,35.173698,Native
Daphnia longispina,9.677222,59.057339,9.078586,33.591919,Native
Daphnia longispina,9.679534,59.057474,9.078586,33.591919,Native
Daphnia longispina,6.765804,58.201533,7.281497,35.048771,Native
Daphnia longispina,6.765125,58.20312,7.281497,35.048771,Native
Daphnia longispina,8.771567,58.48742,8.836375,34.629696,Native
Daphnia longispina,8.938179,58.561496,8.938449,33.897705,Native
Daphnia longispina,8.959097,58.553708,8.938449,33.897705,Native
Daphnia longispina,8.940639,58.574014,8.938449,33.897705,Native
Daphnia longispina,8.949741,58.551808,8.938449,33.897705,Native
Daphnia longispina,8.779687,58.482088,8.836375,34.629696,Native
Daphnia longispina,8.780897,58.478914,8.836375,34.629696,Native
Daphnia longispina,8.936966,58.574935,8.938449,33.897705,Native
Daphnia longispina,8.938104,58.562086,8.938449,33.897705,Native
Daphnia longispina,16.29952,68.67582,7.103458,34.965675,Native
Daphnia longispina,5.272909,59.755815,7.346067,35.140236,Native
Daphnia longispina,5.281071,59.760679,7.346067,35.140236,Native
Daphnia longispina,16.31085,68.66997,7.103458,34.965675,Native
Daphnia longispina,16.305723,68.674172,7.103458,34.965675,Native
Daphnia longispina,5.118811,60.574129,7.601694,35.209801,Native
Daphnia longispina,5.118225,60.572345,7.601694,35.209801,Native
Daphnia longispina,5.1575,60.559139,7.601694,35.209801,Native
Daphnia longispina,17.92312,69.4408,7.313118,34.746994,Native
Daphnia longispina,17.932425,69.440285,7.313118,34.746994,Native
Daphnia longispina,8.93752,58.561292,8.938449,33.897705,Native
Daphnia longispina,8.961099,58.553422,8.938449,33.897705,Native
Daphnia longispina,5.273229,59.75744,7.346067,35.140236,Native
Daphnia longispina,17.9219,69.44357,7.313118,34.746994,Native
Daphnia longispina,6.766742,58.200965,7.281497,35.048771,Native
Daphnia longispina,7.522153,62.822538,8.66928,34.877735,Native
Daphnia longispina,6.289036,58.97318,7.152524,35.120945,Native
Daphnia longispina,27.92879,71.035345,5.827383,34.828209,Native
Daphnia longispina,7.529234,62.817366,8.66928,34.877735,Native
Daphnia longispina,7.987316,58.152261,8.930512,34.286652,Native
Daphnia longispina,11.978313,64.163472,8.646668,33.634087,Native
Daphnia longispina,5.11634,60.623739,7.497159,35.124115,Native
Daphnia longispina,-3.984014,53.258621,11.421208,34.309242,Native
Daphnia longispina,1.023659,51.957971,12.158365,34.533733,Native
Daphnia longispina,1.011217,51.956941,12.158365,34.533733,Native
Daphnia longispina,9.85827,59.02175,8.859314,33.555046,Native
Daphnia longispina,9.858982,59.010948,8.859314,33.555046,Native
Daphnia longispina,9.86802,59.01087,8.859314,33.555046,Native
Daphnia longispina,9.88521,59.00905,8.859314,33.555046,Native
Daphnia longispina,9.87135,59.01784,8.859314,33.555046,Native
Daphnia longispina,9.83412,59.05346,8.859314,33.555046,Native
Daphnia longispina,9.82538,59.06425,8.125557,34.812508,Native
Daphnia longispina,12.016678,64.207171,8.579361,33.597004,Native
Daphnia longispina,11.64322,64.13154,8.770425,33.752556,Native
Daphnia longispina,12.054531,64.199899,8.579361,33.597004,Native
Daphnia longispina,11.745728,64.131744,8.735825,33.705708,Native
Daphnia longispina,12.288831,64.264325,8.475,33.517414,Native
Daphnia longispina,5.196712,59.634046,7.410456,35.188015,Native
Daphnia longispina,9.83995,59.04786,8.859314,33.555046,Native
Daphnia longispina,-2.858272,53.376764,11.388197,34.336094,Native
Daphnia longispina,-1.959627,50.659718,12.297306,35.024105,Native
Daphnia longispina,7.528507,62.816894,8.66928,34.877735,Native
Daphnia longispina,6.702872,58.147918,9.794919,33.987274,Native
Daphnia longispina,-4.407033,53.155521,11.560937,34.347111,Native
Daphnia longispina,1.684735,52.489613,11.603851,34.323372,Native
Daphnia longispina,1.696247,52.4951,11.603851,34.323372,Native
Daphnia longispina,1.688318,52.479607,11.603851,34.323372,Native
Daphnia longispina,1.685154,52.477007,11.603851,34.323372,Native
Daphnia longispina,-4.642677,56.153128,10.799585,34.575176,Native
Daphnia longispina,1.689787,52.479561,11.603851,34.323372,Native
Daphnia longispina,1.694742,52.477157,11.603851,34.323372,Native
Daphnia longispina,10.777828,63.596697,8.091057,34.991302,Native
Daphnia longispina,10.771045,63.5969,8.091057,34.991302,Native
Daphnia longispina,11.533405,64.106341,8.806054,33.762028,Native
Daphnia longispina,11.526538,64.102695,8.806054,33.762028,Native
Daphnia longispina,10.054222,63.269848,8.746759,34.845295,Native
Daphnia longispina,10.043,63.271,8.746759,34.845295,Native
Daphnia longispina,-0.35,39.31,19.484817,37.616436,Native
Daphnia longispina,5.277046,60.283355,7.885407,35.051109,Native
Daphnia longispina,1.690355,52.468749,11.603851,34.323372,Native
Daphnia longispina,6.804562,58.222756,7.281497,35.048771,Native
Daphnia longispina,1.68613,52.48867,11.603851,34.323372,Native
Daphnia longispina,1.685529,52.481492,11.603851,34.323372,Native
Daphnia longispina,10.266658,59.484688,8.713169,34.527439,Native
Daphnia longispina,10.01575,63.311965,8.746759,34.845295,Native
Daphnia longispina,5.295126,59.390103,8.743991,34.681786,Native
Daphnia longispina,5.289171,59.406676,8.743991,34.681786,Native
Daphnia longispina,7.498631,58.026593,8.179682,34.787571,Native
Daphnia longispina,5.289178,59.406649,8.743991,34.681786,Native
Daphnia longispina,8.795046,58.450217,8.836375,34.629696,Native
Daphnia longispina,11.281038,63.962216,8.64303,34.717602,Native
Daphnia longispina,10.036789,59.081344,7.553692,34.933365,Native
Daphnia longispina,1.685229,52.477904,11.603851,34.323372,Native
Daphnia longispina,10.017329,64.020335,8.362621,35.022976,Native
Daphnia longispina,1.689036,52.470589,11.603851,34.323372,Native
Daphnia longispina,4.65,52.55,11.862999,32.908787,Native
Daphnia longispina,10.512803,64.335764,7.766949,35.029957,Native
Daphnia longispina,1.705206,52.540243,11.531004,34.47485,Native
Daphnia longispina,1.690794,52.544291,11.531004,34.47485,Native
Daphnia longispina,1.703886,52.542083,11.531004,34.47485,Native
Daphnia longispina,1.700774,52.548927,11.531004,34.47485,Native
Daphnia longispina,3.330452,51.350565,12.261943,34.383057,Native
Daphnia longispina,3.348128,51.334766,12.247045,34.334007,Native
Daphnia longispina,3.342405,51.356343,12.247045,34.334007,Native
Daphnia longispina,3.116292,51.294534,12.312485,34.065548,Native
Daphnia longispina,3.094287,51.277636,12.312485,34.065548,Native
Daphnia longispina,3.127633,51.287751,12.312485,34.065548,Native
Daphnia longispina,17.985707,69.230256,6.412053,35.084515,Native
Daphnia longispina,17.985838,69.230254,6.412053,35.084515,Native
Daphnia longispina,11.607408,64.111147,8.770425,33.752556,Native
Daphnia longispina,4.554643,52.362561,11.893971,34.046467,Native
Daphnia longispina,11.890844,64.171568,8.648635,33.623314,Native
Daphnia longispina,10.53279,59.631208,10.115962,27.59374,Native
Daphnia longispina,10.529793,59.605552,10.115962,27.59374,Native
Daphnia longispina,10.529136,59.606011,10.115962,27.59374,Native
Daphnia longispina,10.532601,59.631258,10.115962,27.59374,Native
Daphnia longispina,11.722369,64.131492,8.735825,33.705708,Native
Daphnia longispina,12.166212,64.217589,8.57427,33.571625,Native
Daphnia longispina,4.578588,52.345649,11.893971,34.046467,Native
Daphnia longispina,5.660453,52.986172,11.646481,32.671459,Native
Daphnia longispina,5.41757,52.963296,11.677481,32.760098,Native
Daphnia longispina,5.622548,52.860623,11.686082,32.667316,Native
Daphnia longispina,5.394789,52.904349,11.724352,32.767441,Native
Daphnia longispina,5.209588,53.381452,11.667002,32.995224,Native
Daphnia longispina,5.188577,53.375668,11.667002,32.995224,Native
Daphnia longispina,5.255675,53.396875,11.648537,32.967735,Native
Daphnia longispina,5.851969,53.447444,11.551945,32.648273,Native
Daphnia longispina,5.890319,53.457802,11.551945,32.648273,Native
Daphnia longispina,7.340696,62.805423,8.515823,34.882717,Native
Daphnia longispina,11.268531,63.909421,8.187553,34.91304,Native
Daphnia longispina,8.378201,63.088485,7.388636,35.151962,Native
Daphnia longispina,-3.804204,51.550002,12.3024,35.013622,Native
Daphnia longispina,13.690888,68.094698,7.729628,34.332897,Native
Daphnia longispina,-3.108976,51.340581,12.35776,35.064075,Native
Daphnia longispina,5.722338,58.956234,8.931362,34.757511,Native
Daphnia longispina,9.710229,63.789029,9.053917,34.594067,Native
Daphnia longispina,1.434651,52.07801,12.115999,34.546787,Native
Daphnia longispina,1.427581,52.07147,12.115999,34.546787,Native
Daphnia longispina,14.848042,68.555434,7.231764,34.691082,Native
Daphnia longispina,1.524047,52.119442,12.044181,34.39608,Native
Daphnia longispina,1.519193,52.122735,12.044181,34.39608,Native
Daphnia longispina,4.919372,52.395805,11.864374,32.792988,Native
Daphnia longispina,9,63.522683,8.440721,35.000172,Native
Daphnia longispina,8.656848,63.473811,7.15407,35.207527,Native
Daphnia longispina,8.838833,63.585412,8.718164,34.815125,Native
Daphnia longispina,8.889111,63.607895,8.718164,34.815125,Native
Daphnia longispina,9.090517,63.541501,7.276197,35.173534,Native
Daphnia longispina,8.678922,63.473863,8.312776,34.970852,Native
Daphnia longispina,9.066367,63.536129,8.440721,35.000172,Native
Daphnia longispina,8.925402,63.607919,8.81562,34.816494,Native
Daphnia longispina,9.056338,63.549595,8.440721,35.000172,Native
Daphnia longispina,8.747781,63.630152,8.453251,34.970936,Native
Daphnia longispina,8.488065,63.485872,8.628481,34.742867,Native
Daphnia longispina,8.694595,63.479933,8.312776,34.970852,Native
Daphnia longispina,8.735027,63.482952,8.312776,34.970852,Native
Daphnia longispina,4.920178,52.395997,11.864374,32.792988,Native
Daphnia longispina,5.356455,60.335186,9.884703,33.413151,Native
Daphnia longispina,5.167572,59.795907,8.552803,34.601101,Native
Daphnia longispina,5.262461,59.297943,7.311586,35.127777,Native
Daphnia longispina,13.571799,68.155613,7.921459,34.250317,Native
Daphnia longispina,-4.531352,53.259939,11.478355,34.312061,Native
Daphnia longispina,-4.527529,53.258671,11.478355,34.312061,Native
Daphnia longispina,-2.797816,53.359206,11.385349,34.338902,Native
Daphnia longispina,-4.542249,54.320602,11.18062,34.25425,Native
Daphnia longispina,5.310141,59.230986,7.197851,35.13689,Native
Daphnia longispina,-2.842298,51.359887,12.504944,34.991562,Native
Daphnia longispina,-2.858296,51.370561,12.504944,34.991562,Native
Daphnia longispina,-2.842364,51.363483,12.504944,34.991562,Native
Daphnia longispina,-2.837973,51.359019,12.504944,34.991562,Native
Daphnia longispina,18.906163,69.821001,7.070075,34.352589,Native
