Part,X,Y
"7",67.10664,32.68511
"7",67.10664,32.68521
"7",67.10664,32.68521
"7",67.10666,32.68533
"7",67.10670,32.68554
"7",67.10671,32.68561
"7",67.10672,32.68580
"7",67.10670,32.68610
"7",67.10670,32.68612
"7",67.10670,32.68612
"7",67.10669,32.68643
"7",67.10671,32.68668
"7",67.10673,32.68701
"7",67.10674,32.68711
"7",67.10676,32.68731
"7",67.10676,32.68760
"7",67.10673,32.68781
"7",67.10668,32.68790
"7",67.10667,32.68793
"7",67.10663,32.68800
"7",67.10662,32.68811
"7",67.10659,32.68819
"7",67.10657,32.68823
"7",67.10650,32.68828
"7",67.10640,32.68823
"7",67.10640,32.68822
"7",67.10636,32.68826
"7",67.10632,32.68831
"7",67.10619,32.68849
"7",67.10614,32.68869
"7",67.10613,32.68890
"7",67.10614,32.68900
"7",67.10615,32.68907
"7",67.10628,32.68934
"7",67.10632,32.68957
"7",67.10630,32.68975
"7",67.10629,32.68979
"7",67.10629,32.68984
"7",67.10632,32.68991
"7",67.10631,32.69002
"7",67.10630,32.69011
"7",67.10626,32.69024
"7",67.10626,32.69024
"7",67.10625,32.69042
"7",67.10623,32.69055
"7",67.10622,32.69058
"7",67.10621,32.69072
"7",67.10622,32.69075
"7",67.10626,32.69087
"7",67.10634,32.69087
"7",67.10644,32.69077
"7",67.10653,32.69060
"7",67.10654,32.69057
"7",67.10657,32.69054
"7",67.10663,32.69058
"7",67.10667,32.69064
"7",67.10673,32.69057
"7",67.10673,32.69057
"7",67.10674,32.69054
"7",67.10680,32.69037
"7",67.10689,32.69029
"7",67.10696,32.69023
"7",67.10703,32.69012
"7",67.10708,32.69005
"7",67.10713,32.68999
"7",67.10714,32.68997
"7",67.10715,32.68995
"7",67.10721,32.68981
"7",67.10723,32.68971
"7",67.10723,32.68966
"7",67.10726,32.68958
"7",67.10730,32.68953
"7",67.10732,32.68952
"7",67.10735,32.68951
"7",67.10742,32.68955
"7",67.10749,32.68973
"7",67.10750,32.68976
"7",67.10754,32.68982
"7",67.10756,32.68980
"7",67.10758,32.68978
"7",67.10760,32.68984
"7",67.10760,32.68984
"7",67.10761,32.68999
"7",67.10756,32.69021
"7",67.10748,32.69035
"7",67.10736,32.69045
"7",67.10730,32.69067
"7",67.10728,32.69088
"7",67.10728,32.69088
"7",67.10728,32.69088
"7",67.10729,32.69111
"7",67.10729,32.69112
"7",67.10728,32.69129
"7",67.10728,32.69136
"7",67.10727,32.69142
"7",67.10725,32.69147
"7",67.10722,32.69154
"7",67.10713,32.69161
"7",67.10710,32.69166
"7",67.10705,32.69179
"7",67.10697,32.69187
"7",67.10696,32.69189
"7",67.10692,32.69192
"7",67.10685,32.69200
"7",67.10680,32.69212
"7",67.10670,32.69219
"7",67.10662,32.69208
"7",67.10657,32.69201
"7",67.10653,32.69193
"7",67.10648,32.69183
"7",67.10643,32.69179
"7",67.10640,32.69189
"7",67.10638,32.69207
"7",67.10637,32.69210
"7",67.10636,32.69222
"7",67.10635,32.69237
"7",67.10628,32.69247
"7",67.10626,32.69251
"7",67.10620,32.69248
"7",67.10617,32.69245
"7",67.10615,32.69242
"7",67.10613,32.69241
"7",67.10604,32.69253
"7",67.10600,32.69273
"7",67.10601,32.69281
"7",67.10608,32.69282
"7",67.10608,32.69282
"7",67.10611,32.69289
"7",67.10615,32.69300
"7",67.10624,32.69327
"7",67.10625,32.69330
"7",67.10627,32.69339
"7",67.10629,32.69339
"7",67.10632,32.69339
"7",67.10637,32.69334
"7",67.10641,32.69329
"7",67.10645,32.69325
"7",67.10648,32.69322
"7",67.10649,32.69324
"7",67.10653,32.69332
"7",67.10657,32.69337
"7",67.10659,32.69339
"7",67.10659,32.69339
"7",67.10667,32.69331
"7",67.10673,32.69328
"7",67.10674,32.69338
"7",67.10671,32.69352
"7",67.10666,32.69356
"7",67.10660,32.69361
"7",67.10652,32.69367
"7",67.10645,32.69371
"7",67.10640,32.69384
"7",67.10636,32.69402
"7",67.10635,32.69405
"7",67.10631,32.69420
"7",67.10629,32.69428
"7",67.10627,32.69436
"7",67.10623,32.69453
"7",67.10623,32.69454
"7",67.10621,32.69473
"7",67.10620,32.69503
"7",67.10620,32.69503
"7",67.10623,32.69534
"7",67.10626,32.69560
"7",67.10625,32.69567
"7",67.10623,32.69575
"7",67.10618,32.69603
"7",67.10617,32.69605
"7",67.10611,32.69616
"7",67.10597,32.69626
"7",67.10595,32.69629
"7",67.10593,32.69635
"7",67.10593,32.69648
"7",67.10593,32.69648
"7",67.10593,32.69648
"7",67.10594,32.69668
"7",67.10591,32.69684
"7",67.10586,32.69689
"7",67.10583,32.69696
"7",67.10582,32.69700
"7",67.10579,32.69715
"7",67.10578,32.69717
"7",67.10576,32.69734
"7",67.10575,32.69744
"7",67.10575,32.69748
"7",67.10570,32.69758
"7",67.10560,32.69761
"7",67.10553,32.69758
"7",67.10550,32.69754
"7",67.10547,32.69751
"7",67.10540,32.69753
"7",67.10537,32.69766
"7",67.10534,32.69772
"7",67.10533,32.69774
"7",67.10532,32.69777
"7",67.10529,32.69785
"7",67.10529,32.69797
"7",67.10528,32.69799
"7",67.10527,32.69802
"7",67.10521,32.69807
"7",67.10515,32.69811
"7",67.10514,32.69811
"7",67.10514,32.69814
"7",67.10513,32.69818
"7",67.10512,32.69829
"7",67.10508,32.69838
"7",67.10503,32.69840
"7",67.10502,32.69840
"7",67.10498,32.69848
"7",67.10497,32.69851
"7",67.10491,32.69846
"7",67.10486,32.69841
"7",67.10481,32.69836
"7",67.10476,32.69825
"7",67.10474,32.69796
"7",67.10474,32.69795
"7",67.10474,32.69795
"7",67.10473,32.69769
"7",67.10470,32.69749
"7",67.10464,32.69741
"7",67.10461,32.69738
"7",67.10446,32.69725
"7",67.10437,32.69720
"7",67.10435,32.69719
"7",67.10429,32.69719
"7",67.10427,32.69723
"7",67.10424,32.69733
"7",67.10414,32.69738
"7",67.10411,32.69738
"7",67.10406,32.69739
"7",67.10401,32.69735
"7",67.10397,32.69733
"7",67.10393,32.69735
"7",67.10388,32.69737
"7",67.10376,32.69754
"7",67.10371,32.69772
"7",67.10367,32.69786
"7",67.10352,32.69815
"7",67.10351,32.69834
"7",67.10351,32.69834
"7",67.10351,32.69850
"7",67.10351,32.69851
"7",67.10349,32.69862
"7",67.10345,32.69884
"7",67.10345,32.69889
"7",67.10345,32.69895
"7",67.10349,32.69902
"7",67.10349,32.69903
"7",67.10361,32.69897
"7",67.10366,32.69896
"7",67.10369,32.69896
"7",67.10374,32.69886
"7",67.10377,32.69881
"7",67.10385,32.69883
"7",67.10385,32.69883
"7",67.10393,32.69892
"7",67.10400,32.69907
"7",67.10400,32.69915
"7",67.10400,32.69923
"7",67.10401,32.69930
"7",67.10401,32.69936
"7",67.10406,32.69946
"7",67.10413,32.69960
"7",67.10416,32.69967
"7",67.10424,32.69986
"7",67.10431,32.70008
"7",67.10433,32.70016
"7",67.10433,32.70019
"7",67.10436,32.70045
"7",67.10437,32.70100
"7",67.10435,32.70143
"7",67.10435,32.70178
"7",67.10433,32.70212
"7",67.10431,32.70230
"7",67.10429,32.70244
"7",67.10422,32.70281
"7",67.10409,32.70324
"7",67.10401,32.70356
"7",67.10401,32.70360
"7",67.10399,32.70370
"7",67.10397,32.70379
"7",67.10394,32.70394
"7",67.10382,32.70425
"7",67.10381,32.70428
"7",67.10373,32.70439
"7",67.10368,32.70436
"7",67.10365,32.70434
"7",67.10358,32.70444
"7",67.10350,32.70458
"7",67.10343,32.70477
"7",67.10334,32.70501
"7",67.10328,32.70538
"7",67.10327,32.70574
"7",67.10292,32.70562
"7",67.10247,32.70547
"7",67.10228,32.70538
"7",67.10221,32.70508
"7",67.10217,32.70481
"7",67.10211,32.70439
"7",67.10201,32.70429
"7",67.10192,32.70428
"7",67.10186,32.70427
"7",67.10173,32.70412
"7",67.10167,32.70386
"7",67.10159,32.70348
"7",67.10155,32.70328
"7",67.10150,32.70305
"7",67.10142,32.70284
"7",67.10134,32.70263
"7",67.10120,32.70231
"7",67.10106,32.70209
"7",67.10082,32.70152
"7",67.10070,32.70099
"7",67.10068,32.70092
"7",67.10065,32.70067
"7",67.10063,32.70044
"7",67.10062,32.70010
"7",67.10067,32.69991
"7",67.10068,32.69989
"7",67.10076,32.69976
"7",67.10084,32.69946
"7",67.10087,32.69908
"7",67.10085,32.69888
"7",67.10076,32.69882
"7",67.10064,32.69882
"7",67.10056,32.69893
"7",67.10048,32.69905
"7",67.10033,32.69939
"7",67.10026,32.69955
"7",67.10026,32.69956
"7",67.10013,32.69966
"7",67.10006,32.69971
"7",67.10002,32.69974
"7",67.10001,32.69975
"7",67.09997,32.69994
"7",67.10002,32.70051
"7",67.10008,32.70106
"7",67.10008,32.70108
"7",67.10010,32.70120
"7",67.10015,32.70145
"7",67.10015,32.70160
"7",67.10015,32.70172
"7",67.10013,32.70180
"7",67.10004,32.70215
"7",67.10001,32.70220
"7",67.09996,32.70227
"7",67.09989,32.70280
"7",67.09971,32.70321
"7",67.09953,32.70367
"7",67.09946,32.70396
"7",67.09934,32.70451
"7",67.09927,32.70481
"7",67.09921,32.70505
"7",67.09911,32.70514
"7",67.09905,32.70519
"7",67.09902,32.70527
"7",67.09898,32.70536
"7",67.09897,32.70560
"7",67.09889,32.70629
"7",67.09888,32.70683
"7",67.09893,32.70728
"7",67.09905,32.70748
"7",67.09909,32.70778
"7",67.09913,32.70808
"7",67.09909,32.70841
"7",67.09895,32.70870
"7",67.09883,32.70874
"7",67.09871,32.70872
"7",67.09870,32.70874
"7",67.09855,32.70891
"7",67.09834,32.70911
"7",67.09821,32.70908
"7",67.09820,32.70904
"7",67.09815,32.70888
"7",67.09808,32.70870
"7",67.09802,32.70854
"7",67.09781,32.70813
"7",67.09774,32.70782
"7",67.09775,32.70747
"7",67.09772,32.70712
"7",67.09758,32.70695
"7",67.09747,32.70689
"7",67.09745,32.70687
"7",67.09743,32.70691
"7",67.09740,32.70699
"7",67.09726,32.70724
"7",67.09709,32.70735
"7",67.09705,32.70749
"7",67.09702,32.70763
"7",67.09702,32.70798
"7",67.09704,32.70807
"7",67.09707,32.70818
"7",67.09707,32.70818
"7",67.09717,32.70821
"7",67.09732,32.70827
"7",67.09745,32.70838
"7",67.09754,32.70846
"7",67.09758,32.70855
"7",67.09759,32.70880
"7",67.09759,32.70881
"7",67.09760,32.70902
"7",67.09760,32.70902
"7",67.09767,32.70913
"7",67.09774,32.70932
"7",67.09780,32.70978
"7",67.09779,32.71004
"7",67.09778,32.71031
"7",67.09778,32.71081
"7",67.09767,32.71175
"7",67.09762,32.71229
"7",67.09755,32.71265
"7",67.09753,32.71278
"7",67.09752,32.71294
"7",67.09748,32.71336
"7",67.09739,32.71375
"7",67.09734,32.71398
"7",67.09718,32.71447
"7",67.09705,32.71485
"7",67.09693,32.71507
"7",67.09687,32.71519
"7",67.09677,32.71543
"7",67.09665,32.71571
"7",67.09657,32.71573
"7",67.09646,32.71576
"7",67.09640,32.71566
"7",67.09635,32.71558
"7",67.09622,32.71538
"7",67.09607,32.71538
"7",67.09600,32.71536
"7",67.09593,32.71534
"7",67.09577,32.71529
"7",67.09571,32.71528
"7",67.09571,32.71528
"7",67.09554,32.71533
"7",67.09545,32.71522
"7",67.09534,32.71501
"7",67.09521,32.71493
"7",67.09512,32.71497
"7",67.09511,32.71499
"7",67.09508,32.71524
"7",67.09507,32.71550
"7",67.09508,32.71577
"7",67.09512,32.71590
"7",67.09515,32.71600
"7",67.09520,32.71617
"7",67.09516,32.71635
"7",67.09507,32.71651
"7",67.09497,32.71666
"7",67.09488,32.71677
"7",67.09468,32.71718
"7",67.09453,32.71744
"7",67.09440,32.71776
"7",67.09417,32.71819
"7",67.09415,32.71827
"7",67.09398,32.71894
"7",67.09395,32.71902
"7",67.09391,32.71915
"7",67.09384,32.71915
"7",67.09379,32.71915
"7",67.09363,32.71952
"7",67.09348,32.71955
"7",67.09339,32.71958
"7",67.09337,32.71960
"7",67.09316,32.71977
"7",67.09291,32.71969
"7",67.09254,32.71963
"7",67.09250,32.71961
"7",67.09225,32.71948
"7",67.09199,32.71984
"7",67.09172,32.71995
"7",67.09168,32.71991
"7",67.09157,32.71980
"7",67.09154,32.71953
"7",67.09153,32.71931
"7",67.09180,32.71865
"7",67.09191,32.71799
"7",67.09168,32.71750
"7",67.09141,32.71743
"7",67.09115,32.71736
"7",67.09046,32.71801
"7",67.08980,32.71956
"7",67.08969,32.72030
"7",67.08966,32.72155
"7",67.08948,32.72216
"7",67.08934,32.72261
"7",67.08934,32.72262
"7",67.08933,32.72322
"7",67.08941,32.72377
"7",67.08946,32.72386
"7",67.08952,32.72396
"7",67.08989,32.72433
"7",67.09009,32.72466
"7",67.09012,32.72471
"7",67.09010,32.72520
"7",67.09010,32.72522
"7",67.08995,32.72553
"7",67.08955,32.72582
"7",67.08935,32.72580
"7",67.08926,32.72580
"7",67.08904,32.72567
"7",67.08888,32.72565
"7",67.08878,32.72563
"7",67.08840,32.72604
"7",67.08833,32.72618
"7",67.08819,32.72652
"7",67.08820,32.72717
"7",67.08840,32.72741
"7",67.08874,32.72749
"7",67.08881,32.72751
"7",67.08889,32.72770
"7",67.08886,32.72784
"7",67.08882,32.72799
"7",67.08849,32.72845
"7",67.08839,32.72869
"7",67.08827,32.72898
"7",67.08816,32.72925
"7",67.08802,32.72963
"7",67.08784,32.72984
"7",67.08764,32.72983
"7",67.08740,32.72982
"7",67.08732,32.72997
"7",67.08711,32.73035
"7",67.08702,32.73076
"7",67.08696,32.73100
"7",67.08696,32.73138
"7",67.08697,32.73242
"7",67.08673,32.73308
"7",67.08672,32.73312
"7",67.08644,32.73320
"7",67.08617,32.73344
"7",67.08609,32.73360
"7",67.08608,32.73362
"7",67.08598,32.73390
"7",67.08584,32.73422
"7",67.08564,32.73454
"7",67.08561,32.73457
"7",67.08558,32.73461
"7",67.08546,32.73469
"7",67.08533,32.73477
"7",67.08517,32.73497
"7",67.08516,32.73498
"7",67.08509,32.73519
"7",67.08508,32.73529
"7",67.08505,32.73548
"7",67.08506,32.73566
"7",67.08507,32.73572
"7",67.08509,32.73582
"7",67.08510,32.73596
"7",67.08509,32.73597
"7",67.08506,32.73608
"7",67.08504,32.73622
"7",67.08505,32.73630
"7",67.08506,32.73635
"7",67.08511,32.73639
"7",67.08517,32.73643
"7",67.08523,32.73648
"7",67.08526,32.73657
"7",67.08529,32.73665
"7",67.08534,32.73669
"7",67.08540,32.73674
"7",67.08543,32.73675
"7",67.08550,32.73677
"7",67.08551,32.73681
"7",67.08551,32.73687
"7",67.08551,32.73696
"7",67.08550,32.73697
"7",67.08547,32.73704
"7",67.08544,32.73709
"7",67.08541,32.73715
"7",67.08539,32.73733
"7",67.08539,32.73743
"7",67.08537,32.73753
"7",67.08534,32.73771
"7",67.08531,32.73783
"7",67.08530,32.73785
"7",67.08528,32.73788
"7",67.08523,32.73785
"7",67.08518,32.73776
"7",67.08518,32.73775
"7",67.08518,32.73775
"7",67.08510,32.73769
"7",67.08496,32.73767
"7",67.08486,32.73772
"7",67.08476,32.73777
"7",67.08462,32.73798
"7",67.08453,32.73811
"7",67.08445,32.73821
"7",67.08444,32.73823
"7",67.08439,32.73840
"7",67.08435,32.73874
"7",67.08433,32.73906
"7",67.08431,32.73913
"7",67.08429,32.73918
"7",67.08426,32.73917
"7",67.08420,32.73917
"7",67.08408,32.73912
"7",67.08401,32.73928
"7",67.08397,32.73969
"7",67.08395,32.73992
"7",67.08394,32.74008
"7",67.08397,32.74036
"7",67.08409,32.74077
"7",67.08411,32.74082
"7",67.08411,32.74116
"7",67.08405,32.74132
"7",67.08400,32.74149
"7",67.08376,32.74163
"7",67.08365,32.74172
"7",67.08350,32.74181
"7",67.08330,32.74186
"7",67.08317,32.74189
"7",67.08298,32.74199
"7",67.08277,32.74245
"7",67.08277,32.74248
"7",67.08267,32.74293
"7",67.08266,32.74313
"7",67.08265,32.74332
"7",67.08264,32.74376
"7",67.08262,32.74383
"7",67.08256,32.74415
"7",67.08251,32.74428
"7",67.08248,32.74435
"7",67.08230,32.74444
"7",67.08224,32.74447
"7",67.08209,32.74454
"7",67.08193,32.74461
"7",67.08189,32.74461
"7",67.08181,32.74462
"7",67.08181,32.74462
"7",67.08168,32.74450
"7",67.08168,32.74451
"7",67.08163,32.74456
"7",67.08163,32.74461
"7",67.08164,32.74466
"7",67.08165,32.74486
"7",67.08163,32.74493
"7",67.08162,32.74497
"7",67.08156,32.74522
"7",67.08159,32.74537
"7",67.08160,32.74546
"7",67.08165,32.74560
"7",67.08169,32.74570
"7",67.08179,32.74609
"7",67.08183,32.74624
"7",67.08184,32.74630
"7",67.08182,32.74654
"7",67.08175,32.74665
"7",67.08174,32.74667
"7",67.08147,32.74701
"7",67.08141,32.74715
"7",67.08136,32.74727
"7",67.08128,32.74751
"7",67.08120,32.74756
"7",67.08119,32.74757
"7",67.08110,32.74782
"7",67.08100,32.74815
"7",67.08098,32.74818
"7",67.08092,32.74825
"7",67.08087,32.74840
"7",67.08087,32.74842
"7",67.08078,32.74877
"7",67.08073,32.74888
"7",67.08069,32.74897
"7",67.08057,32.74918
"7",67.08055,32.74920
"7",67.08042,32.74931
"7",67.08024,32.74923
"7",67.08024,32.74923
"7",67.08017,32.74922
"7",67.08009,32.74932
"7",67.08006,32.74947
"7",67.08006,32.74969
"7",67.08004,32.74999
"7",67.08001,32.75014
"7",67.07995,32.75045
"7",67.07993,32.75052
"7",67.07989,32.75062
"7",67.07980,32.75061
"7",67.07976,32.75061
"7",67.07967,32.75059
"7",67.07966,32.75059
"7",67.07966,32.75059
"7",67.07962,32.75046
"7",67.07958,32.75037
"7",67.07953,32.75032
"7",67.07948,32.75035
"7",67.07944,32.75034
"7",67.07941,32.75033
"7",67.07939,32.75038
"7",67.07938,32.75038
"7",67.07945,32.75051
"7",67.07951,32.75067
"7",67.07949,32.75083
"7",67.07949,32.75089
"7",67.07949,32.75089
"7",67.07939,32.75094
"7",67.07938,32.75100
"7",67.07937,32.75112
"7",67.07947,32.75141
"7",67.07951,32.75151
"7",67.07952,32.75156
"7",67.07957,32.75176
"7",67.07954,32.75212
"7",67.07953,32.75221
"7",67.07946,32.75235
"7",67.07937,32.75243
"7",67.07931,32.75255
"7",67.07926,32.75264
"7",67.07925,32.75271
"7",67.07922,32.75287
"7",67.07920,32.75303
"7",67.07919,32.75313
"7",67.07912,32.75321
"7",67.07897,32.75341
"7",67.07888,32.75380
"7",67.07890,32.75416
"7",67.07891,32.75418
"7",67.07900,32.75438
"7",67.07919,32.75461
"7",67.07921,32.75495
"7",67.07917,32.75523
"7",67.07925,32.75561
"7",67.07924,32.75584
"7",67.07907,32.75620
"7",67.07896,32.75616
"7",67.07877,32.75613
"7",67.07856,32.75607
"7",67.07841,32.75597
"7",67.07823,32.75607
"7",67.07819,32.75622
"7",67.07832,32.75692
"7",67.07832,32.75755
"7",67.07827,32.75793
"7",67.07822,32.75819
"7",67.07814,32.75872
"7",67.07801,32.75897
"7",67.07793,32.75944
"7",67.07784,32.75957
"7",67.07770,32.75966
"7",67.06474,32.72514
"7",67.06924,32.68041
"7",67.10029,32.62089
"7",67.11164,32.56063
