"Year","Season","Bank","Sample","L","Status","Number_of_crushed"
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",7,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",8,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",9,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",10,"alive",NA
2017,"August","vor4","4",11,"alive",NA
2017,"August","vor4","4",12,"alive",NA
2017,"August","vor4","4",12,"alive",NA
2017,"August","vor4","4",11,"alive",NA
2017,"August","vor4","4",12,"alive",NA
2017,"August","vor4","4",11,"alive",NA
2017,"August","vor4","4",12,"alive",NA
2017,"August","vor4","4",11,"alive",NA
2017,"August","vor4","4",21,"alive",NA
2017,"August","vor4","4",16,"alive",NA
2017,"August","vor4","4",33,"alive",NA
2017,"August","vor4","4",30,"alive",NA
2017,"August","vor4","4",19,"alive",NA
2017,"August","vor4","4",16,"alive",NA
2017,"August","vor4","4",22,"alive",NA
2017,"August","vor4","4",18,"alive",NA
2017,"August","vor4","4",25,"alive",NA
2017,"August","vor4","4",18,"alive",NA
2017,"August","vor4","4",19,"alive",NA
2017,"August","vor4","4",15,"alive",NA
2017,"August","vor4","4",22,"alive",NA
2017,"August","vor4","4",27,"alive",NA
2017,"August","vor4","4",17,"alive",NA
2017,"August","vor4","4",18,"alive",NA
2017,"August","vor4","4",16,"alive",NA
2017,"August","vor4","4",19,"alive",NA
2017,"August","vor4","4",18,"alive",NA
2017,"August","vor4","4",18,"alive",NA
2017,"August","vor4","4",18,"alive",NA
2017,"August","vor4","4",16,"alive",NA
2017,"August","vor4","4",16,"alive",NA
2017,"August","vor4","4",17,"alive",NA
2017,"August","vor4","4",16,"alive",NA
2017,"August","vor4","4",20,"alive",NA
2017,"August","vor4","4",23,"alive",NA
2017,"August","vor4","4",16,"alive",NA
2017,"August","vor4","4",20,"alive",NA
2017,"August","vor4","4",16,"alive",NA
2017,"August","vor4","4",14,"alive",NA
2017,"August","vor4","4",17,"alive",NA
2017,"August","vor4","4",14,"alive",NA
2017,"August","vor4","4",17,"alive",NA
2017,"August","vor4","4",20,"alive",NA
2017,"August","vor4","4",14,"alive",NA
2017,"August","vor4","4",17,"alive",NA
2017,"August","vor4","4",17,"alive",NA
2017,"August","vor4","4",16,"alive",NA
2017,"August","vor4","4",15,"alive",NA
2017,"August","vor4","4",16,"alive",NA
2017,"August","vor4","4",13,"alive",NA
2017,"August","vor4","4",14,"alive",NA
2017,"August","vor4","4",11,"alive",NA
2017,"August","vor4","4",14,"alive",NA
2017,"August","vor4","4",15,"alive",NA
2017,"August","vor4","4",14,"alive",NA
2017,"August","vor4","4",13,"alive",NA
2017,"August","vor4","4",14,"alive",NA
2017,"August","vor4","4",11,"alive",NA
2017,"August","vor4","4",18,"alive",NA
2017,"August","vor4","4",14,"alive",NA
2017,"August","vor4","4",14,"alive",NA
2017,"August","vor4","4",11,"alive",NA
2017,"August","vor4","4",12,"alive",NA
2017,"August","vor4","4",18,"alive",NA
2017,"August","vor4","4",11,"alive",NA
2017,"August","vor4","4",16,"alive",NA
2017,"August","vor4","4",13,"alive",NA
2017,"August","vor4","4",11,"alive",NA
2017,"August","vor4","4",11,"alive",NA
2017,"August","vor4","4",13,"alive",NA
2017,"August","vor4","4",15,"alive",NA
2017,"August","vor4","4",13,"alive",NA
2017,"August","vor4","4",16,"alive",NA
2017,"August","vor4","4",13,"alive",NA
2017,"August","vor4","4",13,"alive",NA
2017,"August","vor4","4",12,"alive",NA
2017,"August","vor4","4",12,"alive",NA
2017,"August","vor4","4",15,"alive",NA
2017,"August","vor4","4",11,"alive",NA
2017,"August","vor4","4",16,"alive",NA
2017,"August","vor4","4",11,"alive",NA
2017,"August","vor4","4",12,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",1,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",2,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",3,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",4,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",5,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",6,"alive",NA
2017,"August","vor4","1",7,"alive",NA
2017,"August","vor4","1",7,"alive",NA
2017,"August","vor4","1",7,"alive",NA
2017,"August","vor4","1",7,"alive",NA
2017,"August","vor4","1",7,"alive",NA
2017,"August","vor4","1",7,"alive",NA
2017,"August","vor4","1",7,"alive",NA
2017,"August","vor4","1",7,"alive",NA
2017,"August","vor4","1",7,"alive",NA
2017,"August","vor4","1",7,"alive",NA
2017,"August","vor4","1",7,"alive",NA
2017,"August","vor4","1",7,"alive",NA
2017,"August","vor4","1",7,"alive",NA
2017,"August","vor4","1",7,"alive",NA
2017,"August","vor4","1",8,"alive",NA
2017,"August","vor4","1",8,"alive",NA
2017,"August","vor4","1",8,"alive",NA
2017,"August","vor4","1",8,"alive",NA
2017,"August","vor4","1",8,"alive",NA
2017,"August","vor4","1",8,"alive",NA
2017,"August","vor4","1",8,"alive",NA
2017,"August","vor4","1",9,"alive",NA
2017,"August","vor4","1",9,"alive",NA
2017,"August","vor4","1",9,"alive",NA
2017,"August","vor4","1",9,"alive",NA
2017,"August","vor4","1",10,"alive",NA
2017,"August","vor4","1",10,"alive",NA
2017,"August","vor4","1",10,"alive",NA
2017,"August","vor4","1",10,"alive",NA
2017,"August","vor4","1",10,"alive",NA
2017,"August","vor4","1",10,"alive",NA
2017,"August","vor4","1",10,"alive",NA
2017,"August","vor4","1",40,"alive",NA
2017,"August","vor4","1",29,"alive",NA
2017,"August","vor4","1",40,"alive",NA
2017,"August","vor4","1",39,"alive",NA
2017,"August","vor4","1",41,"alive",NA
2017,"August","vor4","1",35,"alive",NA
2017,"August","vor4","1",33,"alive",NA
2017,"August","vor4","1",25,"alive",NA
2017,"August","vor4","1",31,"alive",NA
2017,"August","vor4","1",31,"alive",NA
2017,"August","vor4","1",26,"alive",NA
2017,"August","vor4","1",30,"alive",NA
2017,"August","vor4","1",29,"alive",NA
2017,"August","vor4","1",30,"alive",NA
2017,"August","vor4","1",23,"alive",NA
2017,"August","vor4","1",27,"alive",NA
2017,"August","vor4","1",26,"alive",NA
2017,"August","vor4","1",26,"alive",NA
2017,"August","vor4","1",26,"alive",NA
2017,"August","vor4","1",23,"alive",NA
2017,"August","vor4","1",26,"alive",NA
2017,"August","vor4","1",21,"alive",NA
2017,"August","vor4","1",22,"alive",NA
2017,"August","vor4","1",23,"alive",NA
2017,"August","vor4","1",23,"alive",NA
2017,"August","vor4","1",25,"alive",NA
2017,"August","vor4","1",23,"alive",NA
2017,"August","vor4","1",23,"alive",NA
2017,"August","vor4","1",21,"alive",NA
2017,"August","vor4","1",22,"alive",NA
2017,"August","vor4","1",22,"alive",NA
2017,"August","vor4","1",23,"alive",NA
2017,"August","vor4","1",24,"alive",NA
2017,"August","vor4","1",19,"alive",NA
2017,"August","vor4","1",20,"alive",NA
2017,"August","vor4","1",19,"alive",NA
2017,"August","vor4","1",22,"alive",NA
2017,"August","vor4","1",18,"alive",NA
2017,"August","vor4","1",18,"alive",NA
2017,"August","vor4","1",20,"alive",NA
2017,"August","vor4","1",18,"alive",NA
2017,"August","vor4","1",20,"alive",NA
2017,"August","vor4","1",22,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
2017,"August","vor4","3",1,"alive",NA
