species,lon,lat,Status
Alona quadrangularis,4.876726,52.37112,Native
Alona quadrangularis,5.92352,53.126723,Native
Alona quadrangularis,-119.243167,52.180667,Native
Alona quadrangularis,-118.913333,49.955,Native
Alona quadrangularis,-119.104167,50.363333,Native
Alona quadrangularis,-118.886667,49.965,Native
Alona quadrangularis,6.031757,52.870437,Native
Alona quadrangularis,4.8771,52.370519,Native
Alona quadrangularis,6.217252,53.049922,Native
Alona quadrangularis,6.022527,52.858713,Native
Alona quadrangularis,5.926073,53.029176,Native
Alona quadrangularis,5.898117,53.290824,Native
Alona quadrangularis,5.91641,53.022785,Native
Alona quadrangularis,5.9481,53.236687,Native
Alona quadrangularis,5.892153,53.016807,Native
Alona quadrangularis,5.894363,53.015953,Native
Alona quadrangularis,5.894678,53.014873,Native
Alona quadrangularis,-4.078213,51.817491,Native
Alona quadrangularis,5.405696,53.037704,Native
Alona quadrangularis,5.884952,53.21558,Native
Alona quadrangularis,-4.083391,51.819648,Native
Alona quadrangularis,5.93731,53.118573,Native
Alona quadrangularis,5.916459,52.849112,Native
Alona quadrangularis,5.906424,53.131193,Native
Alona quadrangularis,5.90689,52.823389,Native
Alona quadrangularis,6.019702,52.858459,Native
Alona quadrangularis,5.882692,52.874294,Native
Alona quadrangularis,5.863923,52.950936,Native
Alona quadrangularis,6.249589,52.981036,Native
Alona quadrangularis,-3.736689,52.516274,Native
Alona quadrangularis,-3.733413,52.526661,Native
Alona quadrangularis,1.468096,52.591956,Native
Alona quadrangularis,5.932659,53.021859,Native
Alona quadrangularis,-4.925524,51.614178,Native
Alona quadrangularis,6.051491,53.307955,Native
Alona quadrangularis,4.972145,53.257858,Native
Alona quadrangularis,5.932458,53.137709,Native
Alona quadrangularis,-4.74505,52.790771,Native
Alona quadrangularis,5.933398,51.170642,Native
Alona quadrangularis,-3.808544,52.201851,Native
Alona quadrangularis,5.800599,51.269529,Native
Alona quadrangularis,6.187791,51.401176,Native
Alona quadrangularis,6.051483,50.885281,Native
Alona quadrangularis,5.967728,50.911413,Native
Alona quadrangularis,-0.469634,53.692311,Native
Alona quadrangularis,12.8125,53.2425,Native
Alona quadrangularis,23.96,61.85,Native
Alona quadrangularis,-99.8117,50.705,Native
Alona quadrangularis,-113.818,60.2183,Native
Alona quadrangularis,12.338753,63.971522,Native
Alona quadrangularis,-82.5283,41.975,Native
Alona quadrangularis,-82.5283,41.97,Native
Alona quadrangularis,15.95305,67.617273,Native
Alona quadrangularis,-9.020944,52.997157,Native
Alona quadrangularis,0.274331,52.308448,Native
Alona quadrangularis,0.272682,52.304883,Native
Alona quadrangularis,116.4,-34.6,Native
Alona quadrangularis,30.63,-29.82,Native
Alona quadrangularis,10.43841,63.244743,Native
Alona quadrangularis,-3.081501,51.788176,Native
Alona quadrangularis,4.518256,50.729773,Native
Alona quadrangularis,4.525852,50.826216,Native
Alona quadrangularis,13.189283,53.372333,Native
Alona quadrangularis,12.99445,53.133833,Native
Alona quadrangularis,12.986383,53.13055,Native
Alona quadrangularis,13.026117,53.151667,Native
Alona quadrangularis,29.78,-27.86,Native
Alona quadrangularis,5.85948,45.06757,Native
Alona quadrangularis,30.03,-28.89,Native
Alona quadrangularis,-2.952063,53.537852,Native
Alona quadrangularis,11.095004,59.308986,Native
Alona quadrangularis,23.057004,69.022514,Native
Alona quadrangularis,-1.323881,53.449848,Native
Alona quadrangularis,50.75,50.75,Native
Alona quadrangularis,4.5,50.75,Native
Alona quadrangularis,4.63777,50.97737,Native
Alona quadrangularis,4.28641,51.11856,Native
Alona quadrangularis,4.222555,51.103702,Native
Alona quadrangularis,5.33781,50.93106,Native
Alona quadrangularis,5.6,50.65,Native
Alona quadrangularis,4.91681,51.22495,Native
Alona quadrangularis,4.41436,50.80154,Native
Alona quadrangularis,0.279576,52.310595,Native
Alona quadrangularis,3.9466,51.04691,Native
Alona quadrangularis,-3.199,55.912302,Native
Alona quadrangularis,-2.979531,54.395994,Native
Alona quadrangularis,-2.933128,54.387374,Native
Alona quadrangularis,-3.308043,54.55466,Native
Alona quadrangularis,-3.218244,54.654459,Native
Alona quadrangularis,-3.070289,54.33231,Native
Alona quadrangularis,-2.94687,54.315367,Native
Alona quadrangularis,-3.384415,54.526847,Native
Alona quadrangularis,-3.138503,54.574349,Native
Alona quadrangularis,1.648892,52.546042,Native
Alona quadrangularis,1.641905,52.550754,Native
Alona quadrangularis,13.866667,52.45,Native
Alona quadrangularis,13.366667,52.516667,Native
Alona quadrangularis,13.65,52.433333,Native
Alona quadrangularis,21.47,61.125,Native
Alona quadrangularis,-3.875257,53.257235,Native
Alona quadrangularis,-2.9907,54.372101,Native
Alona quadrangularis,6.508476,61.591909,Native
Alona quadrangularis,7.016951,58.371831,Native
Alona quadrangularis,8.639172,58.382922,Native
Alona quadrangularis,8.742054,58.686762,Native
Alona quadrangularis,10.139668,60.800881,Native
Alona quadrangularis,10.135616,60.802286,Native
Alona quadrangularis,10.14289,60.79694,Native
Alona quadrangularis,11.040333,62.129664,Native
Alona quadrangularis,10.513922,60.070468,Native
Alona quadrangularis,10.774209,59.984388,Native
Alona quadrangularis,11.139494,60.203958,Native
Alona quadrangularis,11.133007,60.201454,Native
Alona quadrangularis,10.961088,59.758207,Native
Alona quadrangularis,11.030424,59.729174,Native
Alona quadrangularis,11.042767,59.687143,Native
Alona quadrangularis,8.833328,61.051185,Native
Alona quadrangularis,8.960855,60.997193,Native
Alona quadrangularis,10.45985,61.374356,Native
Alona quadrangularis,7.23174,60.550171,Native
Alona quadrangularis,9.878412,61.720397,Native
Alona quadrangularis,10.196778,61.425619,Native
Alona quadrangularis,8.585312,61.843151,Native
Alona quadrangularis,10.393085,61.141016,Native
Alona quadrangularis,9.250117,61.842738,Native
Alona quadrangularis,10.211804,61.426209,Native
Alona quadrangularis,8.512733,61.985955,Native
Alona quadrangularis,8.507056,61.985613,Native
Alona quadrangularis,8.50494,61.987001,Native
Alona quadrangularis,8.439778,61.981689,Native
Alona quadrangularis,11.36283,61.565015,Native
Alona quadrangularis,15.824734,66.994194,Native
Alona quadrangularis,30.367723,70.20172,Native
Alona quadrangularis,20.511606,69.510368,Native
Alona quadrangularis,21.904828,69.771031,Native
Alona quadrangularis,22.079403,69.922178,Native
Alona quadrangularis,25.881829,69.698968,Native
Alona quadrangularis,29.2312,70.468036,Native
Alona quadrangularis,20.754332,69.151696,Native
Alona quadrangularis,20.68718,69.211086,Native
Alona quadrangularis,19.163295,69.791899,Native
Alona quadrangularis,17.878832,69.309061,Native
Alona quadrangularis,17.724751,69.197921,Native
Alona quadrangularis,17.243279,69.297746,Native
Alona quadrangularis,17.038599,69.117214,Native
Alona quadrangularis,19.618525,68.856675,Native
Alona quadrangularis,17.905212,68.87325,Native
Alona quadrangularis,16.382537,68.660012,Native
Alona quadrangularis,11.410731,59.930904,Native
Alona quadrangularis,11.737469,59.73073,Native
Alona quadrangularis,10.9191,59.606896,Native
Alona quadrangularis,10.911354,59.595325,Native
Alona quadrangularis,10.886832,59.568752,Native
Alona quadrangularis,10.843196,59.54786,Native
Alona quadrangularis,10.840457,59.52988,Native
Alona quadrangularis,10.848986,59.445226,Native
Alona quadrangularis,10.840811,59.439168,Native
Alona quadrangularis,10.994544,59.770839,Native
Alona quadrangularis,11.529744,59.028603,Native
Alona quadrangularis,11.661641,58.94365,Native
Alona quadrangularis,10.234345,61.787312,Native
Alona quadrangularis,10.843195,59.54786,Native
Alona quadrangularis,10.219068,61.420035,Native
Alona quadrangularis,10.111751,61.532659,Native
Alona quadrangularis,6.104197,58.631359,Native
Alona quadrangularis,7.231317,60.55016,Native
Alona quadrangularis,11.650756,58.932911,Native
Alona quadrangularis,-6.4173,36.9964,Native
Alona quadrangularis,0.800195,52.954951,Native
Alona quadrangularis,1.454492,52.606744,Native
Alona quadrangularis,-8.13055,41.085,Native
Alona quadrangularis,3.0232,42.53014,Native
Alona quadrangularis,0,0,Native
Alona quadrangularis,158.854975,-54.628344,Native
Asplanchna priodonta,31.141649,49.95208,Native
Asplanchna priodonta,50.7527,61.8158,Native
Asplanchna priodonta,50.7563,61.8163,Native
Asplanchna priodonta,50.3657,61.9696,Native
Asplanchna priodonta,50.3599,61.9739,Native
Asplanchna priodonta,49.435801,53.458538,Native
Asplanchna priodonta,10.548733,63.387501,Native
Asplanchna priodonta,50.5997,62.0007,Native
Asplanchna priodonta,50.1893,61.9837,Native
Asplanchna priodonta,50.7772,61.8158,Native
Asplanchna priodonta,50.2754,61.9825,Native
Asplanchna priodonta,10.585793,63.370039,Native
Asplanchna priodonta,10.279919,63.423611,Native
Asplanchna priodonta,7.173008,50.876366,Native
Asplanchna priodonta,9.85827,59.02175,Native
Asplanchna priodonta,9.83995,59.04786,Native
Asplanchna priodonta,9.82538,59.06425,Native
Asplanchna priodonta,9.88521,59.00905,Native
Asplanchna priodonta,140.84062,-34.0319,Native
Asplanchna priodonta,32.807193,66.703981,Native
Asplanchna priodonta,10.571453,63.345511,Native
Asplanchna priodonta,10.867829,61.133403,Native
Asplanchna priodonta,10.709665,61.183785,Native
Asplanchna priodonta,10.841498,61.15926,Native
Asplanchna priodonta,10.7164,61.1467,Native
Asplanchna priodonta,41.3207,59.9498,Native
Asplanchna priodonta,41.5278,59.9325,Native
Asplanchna priodonta,120.42,31.15,Native
Asplanchna priodonta,120.419998,31.15,Native
Asplanchna priodonta,8.69588,61.49295,Native
Asplanchna priodonta,8.89177,61.534092,Native
Asplanchna priodonta,8.946321,61.55101,Native
Asplanchna priodonta,8.711519,61.335426,Native
Asplanchna priodonta,41.2854,59.9451,Native
Asplanchna priodonta,0.93726,42.62113,Native
Asplanchna priodonta,6.694442,53.127621,Native
Asplanchna priodonta,8.755776,63.390883,Native
Asplanchna priodonta,54.541088,54.326753,Native
Asplanchna priodonta,54.568456,54.298702,Native
Asplanchna priodonta,54.60301,54.324406,Native
Asplanchna priodonta,8.77683,63.40012,Native
Asplanchna priodonta,54.547428,54.302843,Native
Asplanchna priodonta,54.537812,54.312668,Native
Asplanchna priodonta,54.623405,54.300309,Native
Asplanchna priodonta,-2.230085,48.003944,Native
Asplanchna priodonta,7.039054,53.191939,Native
Asplanchna priodonta,9.895883,53.729875,Native
Asplanchna priodonta,6.826228,53.271698,Native
Asplanchna priodonta,4.404067,51.977877,Native
Asplanchna priodonta,7.89912,58.208682,Native
Asplanchna priodonta,8.08362,47.4954,Native
Asplanchna priodonta,11.499166,46.518949,Native
Asplanchna priodonta,4.324715,52.046427,Native
Asplanchna priodonta,6.951219,53.245871,Native
Asplanchna priodonta,5.796924,52.787898,Native
Asplanchna priodonta,5.194378,52.398846,Native
Asplanchna priodonta,5.535063,52.482772,Native
Asplanchna priodonta,10.096135,59.948463,Native
Asplanchna priodonta,10.063036,59.867262,Native
Asplanchna priodonta,-4.665705,51.174144,Native
Asplanchna priodonta,5.772205,52.741429,Native
Asplanchna priodonta,14.70221,63.16534,Native
Asplanchna priodonta,11.157502,63.633033,Native
Asplanchna priodonta,-76.408,-3.622,Native
Asplanchna priodonta,5.996257,51.919006,Native
Asplanchna priodonta,5.776509,51.217027,Native
Asplanchna priodonta,5.761993,51.034511,Native
Asplanchna priodonta,6.051277,51.145038,Native
Asplanchna priodonta,10.77245,63.348093,Native
Asplanchna priodonta,10.773342,63.330127,Native
Asplanchna priodonta,10.773287,63.32923,Native
Asplanchna priodonta,13.756835,66.866125,Native
Asplanchna priodonta,11.268531,63.909421,Native
Asplanchna priodonta,6.028677,51.145624,Native
Asplanchna priodonta,15.16778,60.18586,Native
Asplanchna priodonta,6.084671,51.151405,Native
Asplanchna priodonta,5.864754,51.169506,Native
Asplanchna priodonta,5.670741,51.240704,Native
Asplanchna priodonta,6.099501,51.646068,Native
Asplanchna priodonta,6.099379,51.27033,Native
Asplanchna priodonta,6.05027,51.144595,Native
Asplanchna priodonta,6.049815,51.152678,Native
Asplanchna priodonta,10.341336,63.404769,Native
Asplanchna priodonta,10.317917,63.401029,Native
Asplanchna priodonta,10.3183,63.392794,Native
Asplanchna priodonta,9.31092,52.76179,Native
Asplanchna priodonta,49.364212,53.450491,Native
Asplanchna priodonta,5.880293,51.151913,Native
Asplanchna priodonta,5.935461,51.175756,Native
Asplanchna priodonta,11.711154,59.409262,Native
Asplanchna priodonta,7.850338,63.416403,Native
Asplanchna priodonta,10.620899,59.964805,Native
Asplanchna priodonta,5.675042,51.241593,Native
Asplanchna priodonta,5.882114,50.941447,Native
Asplanchna priodonta,5.262461,59.297943,Native
Asplanchna priodonta,6.063656,51.470998,Native
Asplanchna priodonta,7.177317,62.893048,Native
Asplanchna priodonta,11.601431,63.828621,Native
Asplanchna priodonta,11.542088,60.899797,Native
Asplanchna priodonta,9.710229,63.789029,Native
Asplanchna priodonta,5.774763,60.248051,Native
Asplanchna priodonta,10.836723,60.817876,Native
Asplanchna priodonta,10.856717,59.729069,Native
Asplanchna priodonta,-3.562511,52.902147,Native
Asplanchna priodonta,6.078825,51.175153,Native
Asplanchna priodonta,10.547868,60.394958,Native
Asplanchna priodonta,49.365452,53.445532,Native
Asplanchna priodonta,10.18009,61.872911,Native
Asplanchna priodonta,19.867221,69.729325,Native
Asplanchna priodonta,18.991019,69.611202,Native
Asplanchna priodonta,7.14549,62.19603,Native
Asplanchna priodonta,11.534256,59.136456,Native
Asplanchna priodonta,11.26557,63.90734,Native
Asplanchna priodonta,6.067916,62.344498,Native
Asplanchna priodonta,10.857629,59.873664,Native
Asplanchna priodonta,5.167572,59.795907,Native
Asplanchna priodonta,11.324264,60.337854,Native
Asplanchna priodonta,8.491771,62.821467,Native
Asplanchna priodonta,10.417378,59.854889,Native
Asplanchna priodonta,10.681461,59.461979,Native
Asplanchna priodonta,9.367346,62.696245,Native
Asplanchna priodonta,9.263899,62.709044,Native
Asplanchna priodonta,9.433569,62.681695,Native
Asplanchna priodonta,5.857845,51.137174,Native
Asplanchna priodonta,10.728879,63.58742,Native
Asplanchna priodonta,11.890844,64.171568,Native
Asplanchna priodonta,12.166212,64.217589,Native
Asplanchna priodonta,11.607408,64.111147,Native
Asplanchna priodonta,11.722369,64.131492,Native
Asplanchna priodonta,10.768439,64.448695,Native
Asplanchna priodonta,10.784322,63.346149,Native
Asplanchna priodonta,10.630595,63.348887,Native
Asplanchna priodonta,9.476245,62.663605,Native
Asplanchna priodonta,49.241286,53.39664,Native
Asplanchna priodonta,11.171245,63.654373,Native
Asplanchna priodonta,10.951915,63.236659,Native
Asplanchna priodonta,49.472828,53.456471,Native
Asplanchna priodonta,49.034324,53.442972,Native
Asplanchna priodonta,49.305353,53.412449,Native
Asplanchna priodonta,10.10618,62.598397,Native
Asplanchna priodonta,10.120067,62.553404,Native
Asplanchna priodonta,10.129034,62.58475,Native
Asplanchna priodonta,11.010651,63.611821,Native
Asplanchna priodonta,49.46335,53.456988,Native
Asplanchna priodonta,49.184377,53.460457,Native
Asplanchna priodonta,10.742012,63.782572,Native
Asplanchna priodonta,49.075942,53.448045,Native
Asplanchna priodonta,10.881328,63.813051,Native
Asplanchna priodonta,10.66968,63.75393,Native
Asplanchna priodonta,10.633458,63.762414,Native
Asplanchna priodonta,10.401127,63.219118,Native
Asplanchna priodonta,49.268221,53.460342,Native
Asplanchna priodonta,49.223747,53.460839,Native
Asplanchna priodonta,49.347357,53.460567,Native
Asplanchna priodonta,-1.30544,52.730605,Native
Asplanchna priodonta,49.198458,53.458745,Native
Asplanchna priodonta,11.002469,63.235516,Native
Asplanchna priodonta,11.057896,63.258967,Native
Asplanchna priodonta,49.060769,53.503597,Native
Asplanchna priodonta,10.606169,63.269269,Native
Asplanchna priodonta,49.205294,53.40801,Native
Asplanchna priodonta,3.90995,50.22962,Native
Asplanchna priodonta,3.76998,50.23058,Native
Asplanchna priodonta,49.406766,53.452506,Native
Asplanchna priodonta,49.405795,53.459844,Native
Asplanchna priodonta,2.51852,49.33359,Native
Asplanchna priodonta,2.79325,49.42426,Native
Asplanchna priodonta,27.74,-26.7,Native
Asplanchna priodonta,49.459492,53.469473,Native
Asplanchna priodonta,82.708298,71.8367,Native
Asplanchna priodonta,80.566704,72.708298,Native
Asplanchna priodonta,79.135002,72.425003,Native
Asplanchna priodonta,83.366699,71.713303,Native
Asplanchna priodonta,79.974998,73.2183,Native
Asplanchna priodonta,81,72.166702,Native
Asplanchna priodonta,82.143303,72.074997,Native
Asplanchna priodonta,83.366699,71.716698,Native
Asplanchna priodonta,-2.829611,53.448877,Native
Asplanchna priodonta,12.333333,55.8,Native
Asplanchna priodonta,12.408389,55.784833,Native
Asplanchna priodonta,-2.9907,54.372101,Native
Asplanchna priodonta,6.734495,59.907702,Native
Asplanchna priodonta,5.024591,60.231272,Native
Asplanchna priodonta,5.466453,59.584077,Native
Asplanchna priodonta,5.042805,60.319917,Native
Asplanchna priodonta,5.147373,60.355354,Native
Asplanchna priodonta,5.323159,59.889341,Native
Asplanchna priodonta,6.380023,60.612638,Native
Asplanchna priodonta,6.401552,62.036652,Native
Asplanchna priodonta,6.131709,61.49587,Native
Asplanchna priodonta,6.387979,61.693852,Native
Asplanchna priodonta,6.155331,61.356539,Native
Asplanchna priodonta,5.91371,61.331319,Native
Asplanchna priodonta,5.205256,59.63699,Native
Asplanchna priodonta,5.071056,60.32615,Native
Asplanchna priodonta,5.124398,60.365473,Native
Asplanchna priodonta,5.290368,60.278527,Native
Asplanchna priodonta,5.095568,60.636107,Native
Asplanchna priodonta,5.048858,60.688671,Native
Asplanchna priodonta,5.034135,60.689135,Native
Asplanchna priodonta,6.609403,60.797482,Native
Asplanchna priodonta,6.070151,61.32837,Native
Asplanchna priodonta,6.181179,60.89014,Native
Asplanchna priodonta,5.172211,59.662098,Native
Asplanchna priodonta,5.185907,59.682274,Native
Asplanchna priodonta,7.339832,60.190819,Native
Asplanchna priodonta,7.39678,60.201003,Native
Asplanchna priodonta,5.286104,59.475707,Native
Asplanchna priodonta,4.952825,60.475432,Native
Asplanchna priodonta,4.674283,61.051788,Native
Asplanchna priodonta,4.696918,61.077535,Native
Asplanchna priodonta,5.522786,60.526577,Native
Asplanchna priodonta,5.497767,60.55558,Native
Asplanchna priodonta,5.523894,60.601198,Native
Asplanchna priodonta,5.531191,60.584313,Native
Asplanchna priodonta,5.489595,60.513125,Native
Asplanchna priodonta,5.240588,60.836211,Native
Asplanchna priodonta,4.84522,60.547641,Native
Asplanchna priodonta,5.212578,59.807999,Native
Asplanchna priodonta,5.008873,60.360255,Native
Asplanchna priodonta,6.92217,61.934872,Native
Asplanchna priodonta,5.578237,61.605771,Native
Asplanchna priodonta,5.609559,61.624882,Native
Asplanchna priodonta,5.444023,61.535086,Native
Asplanchna priodonta,5.495989,61.551052,Native
Asplanchna priodonta,4.699989,61.058625,Native
Asplanchna priodonta,4.766058,61.058963,Native
Asplanchna priodonta,5.688191,60.656593,Native
Asplanchna priodonta,5.313448,60.651282,Native
Asplanchna priodonta,5.273257,60.666347,Native
Asplanchna priodonta,5.358915,60.304182,Native
Asplanchna priodonta,5.346544,60.30013,Native
Asplanchna priodonta,5.333669,60.29591,Native
Asplanchna priodonta,5.427558,59.77981,Native
Asplanchna priodonta,5.10657,60.575301,Native
Asplanchna priodonta,5.09391,60.549905,Native
Asplanchna priodonta,5.293783,60.635054,Native
Asplanchna priodonta,5.028919,60.344674,Native
Asplanchna priodonta,6.87996,59.370474,Native
Asplanchna priodonta,6.537687,59.495734,Native
Asplanchna priodonta,5.885369,60.225534,Native
Asplanchna priodonta,5.845896,60.203933,Native
Asplanchna priodonta,5.853801,60.027098,Native
Asplanchna priodonta,5.339263,60.472231,Native
Asplanchna priodonta,5.340288,60.269128,Native
Asplanchna priodonta,5.067982,60.321564,Native
Asplanchna priodonta,5.219169,60.878736,Native
Asplanchna priodonta,5.396675,60.249999,Native
Asplanchna priodonta,7.717347,61.246036,Native
Asplanchna priodonta,5.070517,60.330629,Native
Asplanchna priodonta,-77.0367,38.895,Native
Asplanchna priodonta,5.66116,46.24376,Native
Asplanchna priodonta,5.89205,45.69747,Native
Asplanchna priodonta,1.22967,46.8015,Native
Asplanchna priodonta,7.05737,47.55482,Native
Asplanchna priodonta,6.96461,48.09869,Native
Asplanchna priodonta,5.93988,46.59733,Native
Asplanchna priodonta,5.13519,46.07468,Native
Asplanchna priodonta,2.808,45.46427,Native
Asplanchna priodonta,2.93576,45.64451,Native
Asplanchna priodonta,5.7325,45.07076,Native
Asplanchna priodonta,1.59972,47.70699,Native
Asplanchna priodonta,3.06466,46.0047,Native
Asplanchna priodonta,7.34484,47.81488,Native
Asplanchna priodonta,6.15913,45.87053,Native
Asplanchna priodonta,3.21042,50.32259,Native
Asplanchna priodonta,7.21141,47.81976,Native
Asplanchna priodonta,5.1317,45.98466,Native
Asplanchna priodonta,6.87658,48.73213,Native
Asplanchna priodonta,2.53237,47.80444,Native
Asplanchna priodonta,6.45049,46.40282,Native
Asplanchna priodonta,6.07041,46.5939,Native
Asplanchna priodonta,2.80056,47.53518,Native
Asplanchna priodonta,2.26891,47.53306,Native
Asplanchna priodonta,5.00584,46.07704,Native
Asplanchna priodonta,6.08572,46.86382,Native
Asplanchna priodonta,2.68055,45.37393,Native
Asplanchna priodonta,1.84294,48.78946,Native
Asplanchna priodonta,4.12601,47.34986,Native
Asplanchna priodonta,5.3667,45.43946,Native
Asplanchna priodonta,5.63518,45.70377,Native
Asplanchna priodonta,2.93597,45.46441,Native
Asplanchna priodonta,6.58052,46.39881,Native
Asplanchna priodonta,5.49455,45.43669,Native
Asplanchna priodonta,2.93586,45.55446,Native
Asplanchna priodonta,1.2326,46.71149,Native
Asplanchna priodonta,5.80933,46.60061,Native
Asplanchna priodonta,2.5235,48.79411,Native
Asplanchna priodonta,2.51257,49.96259,Native
Asplanchna priodonta,7.09876,48.0941,Native
Asplanchna priodonta,7.37444,48.1743,Native
Asplanchna priodonta,7.21855,47.90963,Native
Asplanchna priodonta,6.6223,47.02844,Native
Asplanchna priodonta,3.07043,50.50229,Native
Asplanchna priodonta,4.3228,49.95641,Native
Asplanchna priodonta,4.99929,45.897,Native
Asplanchna priodonta,1.63206,46.44677,Native
Asplanchna priodonta,0.12902,42.81603,Native
Asplanchna priodonta,6.33507,44.51368,Native
Asplanchna priodonta,5.75913,45.6107,Native
Asplanchna priodonta,5.00256,45.98702,Native
Asplanchna priodonta,2.80769,45.55431,Native
Asplanchna priodonta,6.47507,48.83453,Native
Asplanchna priodonta,7.53966,48.52853,Native
Asplanchna priodonta,2.26145,48.07304,Native
Asplanchna priodonta,2.80831,45.37422,Native
Asplanchna priodonta,6.21154,46.77026,Native
Asplanchna priodonta,5.94475,46.68731,Native
Asplanchna priodonta,6.06029,46.41395,Native
Asplanchna priodonta,2.26767,47.62307,Native
Asplanchna priodonta,4.87342,45.98923,Native
Asplanchna priodonta,5.65813,48.85548,Native
Asplanchna priodonta,5.30224,46.97223,Native
Asplanchna priodonta,5.6568,46.15376,Native
Asplanchna priodonta,6.95788,48.00882,Native
Asplanchna priodonta,1.96593,42.57971,Native
Asplanchna priodonta,2.93534,46.0047,Native
Asplanchna priodonta,5.12821,45.89465,Native
Asplanchna priodonta,6.34803,46.85649,Native
Asplanchna priodonta,4.66786,43.47125,Native
Asplanchna priodonta,1.10174,46.7094,Native
Asplanchna priodonta,7.367,48.08446,Native
Asplanchna priodonta,5.80401,49.03211,Native
Asplanchna priodonta,-1.12175,44.93783,Native
Asplanchna priodonta,5.30608,47.06223,Native
Asplanchna priodonta,5.75466,45.52071,Native
Asplanchna priodonta,6.76671,49.09577,Native
Asplanchna priodonta,5.85948,45.06757,Native
Asplanchna priodonta,5.80469,46.51062,Native
Asplanchna priodonta,5.80007,46.42063,Native
Asplanchna priodonta,2.13308,47.71216,Native
Asplanchna priodonta,6.94449,47.82905,Native
Asplanchna priodonta,1.84691,48.60959,Native
Asplanchna priodonta,2.38632,48.88342,Native
Asplanchna priodonta,5.72811,44.98078,Native
Asplanchna priodonta,-1.14101,48.63317,Native
Asplanchna priodonta,5.66273,48.94535,Native
Asplanchna priodonta,1.36348,46.71343,Native
Asplanchna priodonta,7.2043,47.72988,Native
Asplanchna priodonta,1.8443,42.57846,Native
Asplanchna priodonta,2.11667,48.70185,Native
Asplanchna priodonta,6.60494,48.74065,Native
Asplanchna priodonta,6.21688,46.86023,Native
Asplanchna priodonta,-1.28551,43.75973,Native
Asplanchna priodonta,5.81399,46.69059,Native
Asplanchna priodonta,-1.19449,44.2139,Native
Asplanchna priodonta,6.80914,45.94064,Native
Asplanchna priodonta,6.3536,46.94644,Native
Asplanchna priodonta,-0.00699,43.08229,Native
Asplanchna priodonta,5.93502,46.50735,Native
Asplanchna priodonta,5.3981,49.13086,Native
Asplanchna priodonta,5.76812,45.79068,Native
Asplanchna priodonta,6.83043,48.10313,Native
Asplanchna priodonta,6.74722,48.8263,Native
Asplanchna priodonta,7.35959,47.9946,Native
Asplanchna priodonta,0.29437,47.14364,Native
Asplanchna priodonta,5.67435,46.51374,Native
Asplanchna priodonta,5.79087,46.24065,Native
Asplanchna priodonta,-99.315628,19.050778,Native
Bosmina longispina,7.753242,58.17916,Native
Bosmina coregoni,37.907107,55.838063,Native
Bosmina coregoni,37.689081,48.978165,Native
Bosmina coregoni,37.662665,49.029656,Native
Bosmina coregoni,11.37663,55.38295,Native
Bosmina longispina,11.906774,59.777127,Native
Bosmina longispina,10.548733,63.387501,Native
Bosmina longispina,10.585793,63.370039,Native
Bosmina longispina,8.024674,58.18721,Native
Bosmina longispina,8.021293,58.18612,Native
Bosmina longispina,8.029008,58.188912,Native
Bosmina longispina,10.571453,63.345511,Native
Bosmina longispina,8.030917,58.195773,Native
Bosmina longispina,8.028536,58.183025,Native
Bosmina kessleri,50.7527,61.8158,Native
Bosmina coregoni,50.7527,61.8158,Native
Bosmina longispina,50.7527,61.8158,Native
Bosmina coregoni,50.7563,61.8163,Native
Bosmina kessleri,50.7563,61.8163,Native
Bosmina longispina,50.7563,61.8163,Native
Bosmina coregoni,50.3657,61.9696,Native
Bosmina kessleri,50.3657,61.9696,Native
Bosmina longispina,50.3657,61.9696,Native
Bosmina kessleri,50.3599,61.9739,Native
Bosmina longispina,50.3599,61.9739,Native
Bosmina coregoni,50.3599,61.9739,Native
Bosmina longispina,9.804647,63.158865,Native
Bosmina longispina,9.805269,63.159107,Native
Bosmina longispina,9.71787,63.013251,Native
Bosmina longispina,9.758463,63.23063,Native
Bosmina longispina,9.75857,63.229427,Native
Bosmina longispina,9.718923,63.012613,Native
Bosmina longispina,9.824403,63.300829,Native
Bosmina longispina,9.824296,63.301958,Native
Bosmina longispina,10.959521,62.726752,Native
Bosmina longispina,10.958184,62.717728,Native
Bosmina longispina,10.95996,62.725408,Native
Bosmina longispina,10.97827,62.744695,Native
Bosmina longispina,10.958899,62.725188,Native
Bosmina longispina,10.959045,62.717492,Native
Bosmina coregoni,49.407066,53.455567,Native
Bosmina longispina,49.160476,53.276663,Native
Bosmina coregoni,49.423183,53.428879,Native
Bosmina longispina,49.086319,53.495444,Native
Bosmina crassicornis,49.135689,53.274038,Native
Bosmina longicornis,49.423183,53.428879,Native
Bosmina coregoni,49.086319,53.495444,Native
Bosmina crassicornis,49.134295,53.273739,Native
Bosmina longispina,49.598037,53.446063,Native
Bosmina crassicornis,49.086319,53.495444,Native
Bosmina crassicornis,49.115425,53.279305,Native
Bosmina crassicornis,49.407066,53.455567,Native
Bosmina longicornis,49.086319,53.495444,Native
Bosmina crassicornis,49.423183,53.428879,Native
Bosmina longicornis,49.407066,53.455567,Native
Bosmina longicornis,49.441664,53.463647,Native
Bosmina longicornis,49.438655,53.434526,Native
Bosmina longicornis,49.125085,53.483714,Native
Bosmina longispina,49.441664,53.463647,Native
Bosmina coregoni,15.98333,55.249999999117,Native
