"","species","Lat","Lon"
"127","Acanthocyclops capillatus",59.065282,8.354758
"128","Acanthocyclops capillatus",59.07383,8.357552
"129","Acanthocyclops capillatus",59.068694,8.340404
"130","Acanthocyclops capillatus",59.107564,8.349151
"131","Acanthocyclops capillatus",59.188085,8.222952
"132","Acanthocyclops capillatus",59.078108,8.235885
"133","Acanthocyclops capillatus",59.177636,8.494253
"134","Acanthocyclops capillatus",58.967481,8.088298
"135","Acanthocyclops capillatus",58.633712,8.678635
"136","Acanthocyclops capillatus",58.501033,8.640139
"137","Acanthocyclops capillatus",58.803483,8.504225
"138","Acanthocyclops capillatus",58.8172,8.533731
"139","Acanthocyclops capillatus",58.737171,8.514157
"140","Acanthocyclops capillatus",58.950916,8.396677
"141","Acanthocyclops capillatus",59.005279,8.273148
"142","Acanthocyclops capillatus",58.976223,8.528625
"143","Acanthocyclops capillatus",58.379664,8.503986
"144","Acanthocyclops capillatus",58.368198,8.52992
"145","Acanthocyclops capillatus",60.405517,9.735122
"146","Acanthocyclops capillatus",59.717732,9.258353
"147","Acanthocyclops capillatus",59.724864,9.255583
"148","Acanthocyclops capillatus",59.786949,9.091993
"149","Acanthocyclops capillatus",59.699693,8.953886
"150","Acanthocyclops capillatus",60.527472,9.37663
"151","Acanthocyclops capillatus",60.512114,9.374391
"152","Acanthocyclops capillatus",59.374087,9.827072
"153","Acanthocyclops capillatus",60.532386,9.377371
"154","Acanthocyclops capillatus",60.514176,9.389047
"155","Acanthocyclops capillatus",60.526326,9.387112
"156","Acanthocyclops capillatus",60.522998,9.373934
"157","Acanthocyclops capillatus",60.52131,9.35631
"158","Acanthocyclops capillatus",60.509784,9.38672
"159","Acanthocyclops capillatus",60.51132,9.425533
"160","Acanthocyclops capillatus",60.499152,9.418268
"161","Acanthocyclops capillatus",60.505001,9.418029
"162","Acanthocyclops capillatus",60.500199,9.437449
"163","Acanthocyclops capillatus",60.481808,9.447888
"164","Acanthocyclops capillatus",60.485985,9.509333
"165","Acanthocyclops capillatus",60.485775,9.50983
"166","Acanthocyclops capillatus",60.476487,9.158457
"167","Acanthocyclops capillatus",60.493042,9.519998
"168","Acanthocyclops capillatus",60.485202,9.522048
"169","Acanthocyclops capillatus",60.49547,9.525291
"170","Acanthocyclops capillatus",60.503395,9.580267
"171","Acanthocyclops capillatus",60.483774,9.547756
"172","Acanthocyclops capillatus",60.498618,9.569295
"173","Acanthocyclops capillatus",60.498082,9.525945
"174","Acanthocyclops capillatus",60.498454,9.5686
"175","Acanthocyclops capillatus",60.493554,9.523755
"176","Acanthocyclops capillatus",60.498925,9.568897
"177","Acanthocyclops capillatus",60.498032,9.526592
"178","Acanthocyclops capillatus",60.515782,9.58329
"179","Acanthocyclops capillatus",60.488495,9.599216
"180","Acanthocyclops capillatus",60.490273,9.588411
"181","Acanthocyclops capillatus",60.489307,9.630644
"182","Acanthocyclops capillatus",60.492089,9.624488
"183","Acanthocyclops capillatus",60.490635,9.589261
"184","Acanthocyclops capillatus",60.479231,9.61026
"185","Acanthocyclops capillatus",60.469522,9.737265
"186","Acanthocyclops capillatus",60.485997,9.64808
"187","Acanthocyclops capillatus",60.474743,9.731587
"188","Acanthocyclops capillatus",60.474876,9.726308
"189","Acanthocyclops capillatus",60.479689,9.707511
"190","Acanthocyclops capillatus",60.466918,9.742127
"191","Acanthocyclops capillatus",60.456528,9.749381
"192","Acanthocyclops capillatus",60.455887,9.747612
"193","Acanthocyclops capillatus",60.451981,9.751572
"194","Acanthocyclops capillatus",60.829067,9.333582
"195","Acanthocyclops capillatus",60.827053,9.326186
"196","Acanthocyclops capillatus",60.825439,9.325437
"197","Acanthocyclops capillatus",61.13495,9.971119
"198","Acanthocyclops capillatus",61.12191,9.569806
"199","Acanthocyclops capillatus",61.09638,9.573744
"200","Acanthocyclops capillatus",60.800881,10.139668
"201","Acanthocyclops capillatus",60.802286,10.135616
"202","Acanthocyclops capillatus",60.79694,10.14289
"203","Acanthocyclops capillatus",60.605413,11.75695
"204","Acanthocyclops capillatus",60.483391,12.348417
"205","Acanthocyclops capillatus",60.524318,11.942805
"206","Acanthocyclops capillatus",62.089796,11.268104
"207","Acanthocyclops capillatus",59.984388,10.774209
"208","Acanthocyclops capillatus",61.695939,12.042314
"209","Acanthocyclops capillatus",60.292728,8.750463
"210","Acanthocyclops capillatus",60.320205,8.637654
"211","Acanthocyclops capillatus",60.300888,8.742484
"212","Acanthocyclops capillatus",61.808274,9.733589
"213","Acanthocyclops capillatus",61.758252,9.73276
"214","Acanthocyclops capillatus",61.720397,9.878412
"215","Acanthocyclops capillatus",62.438778,11.915726
"216","Acanthocyclops capillatus",61.633664,10.435641
"217","Acanthocyclops capillatus",61.614999,10.759697
"218","Acanthocyclops capillatus",61.589466,10.772125
"219","Acanthocyclops capillatus",61.542557,10.870351
"220","Acanthocyclops capillatus",61.618832,10.743444
"221","Acanthocyclops capillatus",69.336003,23.6014
"222","Acanthocyclops capillatus",69.35314,23.609837
"223","Acanthocyclops capillatus",69.574682,23.570796
"224","Acanthocyclops capillatus",68.944069,23.086003
"225","Acanthocyclops capillatus",69.388916,24.459661
"226","Acanthocyclops capillatus",69.250419,23.807988
"227","Acanthocyclops capillatus",69.403625,24.664342
"228","Acanthocyclops capillatus",69.443394,25.022001
"229","Acanthocyclops capillatus",70.061579,27.462042
"230","Acanthocyclops capillatus",69.51981,25.451409
"231","Acanthocyclops capillatus",69.940379,26.460884
"232","Acanthocyclops capillatus",69.713455,30.767891
"233","Acanthocyclops capillatus",69.741329,26.131812
"234","Acanthocyclops capillatus",70.05946,27.486758
"235","Acanthocyclops capillatus",69.707002,30.768769
"236","Acanthocyclops capillatus",68.47222,19.791185
"237","Acanthocyclops capillatus",69.619501,30.773054
"238","Acanthocyclops capillatus",59.776566,11.86341
"239","Acanthocyclops capillatus",61.787312,10.234345
"240","Acanthocyclops capillatus",69.44344,25.022221
"241","Acanthocyclops capillatus",69.707074,30.769116
"242","Acanthocyclops capillatus",58.784518,7.895151
"243","Acanthocyclops capillatus",58.782255,7.894453
"244","Acanthocyclops capillatus",58.780725,7.873231
"245","Acanthocyclops capillatus",58.786436,7.870523
"246","Acanthocyclops capillatus",58.782819,7.863782
"247","Acanthocyclops capillatus",58.787709,7.87141
"248","Acanthocyclops capillatus",58.786112,7.869804
"249","Acanthocyclops capillatus",58.786546,7.868739
"250","Acanthocyclops capillatus",62.277787,8.844064
"251","Acanthocyclops capillatus",58.787407,7.868199
"252","Acanthocyclops capillatus",58.791871,7.867215
"253","Acanthocyclops capillatus",58.873982,6.413392
"254","Acanthocyclops capillatus",58.788781,7.880314
"255","Acanthocyclops capillatus",61.821851,11.183493
"256","Acanthocyclops capillatus",58.791035,7.875432
"257","Acanthocyclops capillatus",60.560172,9.488346
"258","Acanthocyclops capillatus",60.093715,11.905503
"259","Acanthocyclops capillatus",60.106736,10.762201
"260","Acanthocyclops capillatus",61.1556,11.618327
"261","Acanthocyclops capillatus",58.793519,7.879469
"262","Acanthocyclops capillatus",59.272332,8.841626
"263","Acanthocyclops capillatus",61.518069,10.153428
"264","Acanthocyclops capillatus",61.537788,10.066228
"265","Acanthocyclops capillatus",61.534108,10.101899
"266","Acanthocyclops capillatus",61.52331,10.131756
"267","Acanthocyclops capillatus",58.794621,7.883686
"268","Acanthocyclops capillatus",61.420035,10.219068
"269","Acanthocyclops capillatus",61.532997,10.092867
"270","Acanthocyclops capillatus",58.796653,7.893575
"271","Acanthocyclops capillatus",61.533206,10.116058
"272","Acanthocyclops capillatus",61.418082,10.220611
"273","Acanthocyclops capillatus",69.550691,30.781296
"274","Acanthocyclops capillatus",69.711586,30.766503
"275","Acanthocyclops capillatus",58.798113,7.900939
"276","Acanthocyclops capillatus",60.559932,9.489281
"277","Acanthocyclops capillatus",58.796875,7.90399
"278","Acanthocyclops capillatus",58.794294,7.909345
"279","Acanthocyclops capillatus",58.742657,6.278647
"280","Acanthocyclops capillatus",58.69298,6.277064
"281","Acanthocyclops capillatus",58.502701,6.013079
"282","Acanthocyclops capillatus",58.626618,6.225749
"283","Acanthocyclops capillatus",58.795142,7.922911
"284","Acanthocyclops capillatus",58.78216,7.928704
"285","Acanthocyclops capillatus",58.77684,7.936821
"286","Acanthocyclops capillatus",58.780019,7.929385
"287","Acanthocyclops capillatus",58.777531,7.936874
"288","Acanthocyclops capillatus",59.81314,10.282021
"289","Acanthocyclops capillatus",48.8,-87.9167
"290","Acanthocyclops capillatus",51.02,3.95
"291","Acanthocyclops capillatus",51.23219,4.347861
"292","Acanthocyclops capillatus",50.97,2.86
"293","Acanthocyclops capillatus",51.090194,4.239408
"294","Acanthocyclops capillatus",51.98,4.35
"295","Acanthocyclops capillatus",52.722398,6.002797
"296","Acanthocyclops capillatus",51.822039,5.036461
"297","Acanthocyclops capillatus",51.225244,4.615797
"298","Acanthocyclops capillatus",50.791971,3.916634
"299","Acanthocyclops capillatus",51.264241,5.143452
"300","Acanthocyclops capillatus",50.801061,3.288341
"301","Acanthocyclops capillatus",50.947184,5.448729
"302","Acanthocyclops capillatus",50.948379,5.446138
"303","Acanthocyclops capillatus",51.24869,5.287732
"304","Acanthocyclops capillatus",52.294362,5.125364
"305","Acanthocyclops capillatus",50.84,4.66
"306","Acanthocyclops capillatus",50.85,4.66
"307","Acanthocyclops capillatus",50.863275,4.715109
"308","Acanthocyclops capillatus",51.06,5.77
"309","Acanthocyclops capillatus",50.99,5.11
"310","Acanthocyclops capillatus",50.966554,5.336862
"311","Acanthocyclops capillatus",52.031485,4.729979
"312","Acanthocyclops capillatus",50.96118,5.145553
"313","Acanthocyclops capillatus",51.01631,3.945194
"314","Acanthocyclops capillatus",51.067215,3.656171
"315","Acanthocyclops capillatus",50.984633,2.863064
"316","Acanthocyclops capillatus",51.02,5.26
"317","Acanthocyclops capillatus",51.146884,3.09879
"318","Acanthocyclops capillatus",51.147811,3.097383
"319","Acanthocyclops capillatus",51.143269,3.09273
"320","Acanthocyclops capillatus",50.971576,5.432096
"321","Acanthocyclops capillatus",50.970279,5.43246
"322","Acanthocyclops capillatus",52.192993,5.006502
"323","Acanthocyclops capillatus",50.87692,3.330011
"324","Acanthocyclops robustus",49.917914,31.239774
"325","Acanthocyclops robustus",49.951265,30.996504
"326","Acanthocyclops robustus",61.8189,50.7584
"327","Acanthocyclops robustus",61.8158,50.7527
"328","Acanthocyclops robustus",61.8163,50.7563
"329","Acanthocyclops robustus",61.9739,50.3599
"330","Acanthocyclops robustus",61.9696,50.3657
"331","Acanthocyclops robustus",63.012613,9.718923
"332","Acanthocyclops robustus",61.7128,50.9638
"333","Acanthocyclops robustus",62.0007,50.5997
"334","Acanthocyclops robustus",61.7091,50.9605
"335","Acanthocyclops robustus",61.9837,50.1893
"336","Acanthocyclops robustus",61.985,50.1954
"337","Acanthocyclops robustus",68.515868,19.745682
"338","Acanthocyclops robustus",68.572103,19.398814
"339","Acanthocyclops robustus",68.519542,19.599874
"340","Acanthocyclops robustus",68.643331,19.083468
"341","Acanthocyclops robustus",68.597669,19.365937
"342","Acanthocyclops robustus",68.538695,19.456454
"343","Acanthocyclops robustus",68.653562,18.982851
"344","Acanthocyclops robustus",68.589182,19.237673
"345","Acanthocyclops robustus",68.494368,19.69529
"346","Acanthocyclops robustus",68.662071,18.93781
"347","Acanthocyclops robustus",58.47067,8.648152
"348","Acanthocyclops robustus",69.71521,24.169985
"349","Acanthocyclops robustus",60.099238,11.896235
"350","Acanthocyclops robustus",69.086485,22.844073
"351","Acanthocyclops robustus",69.252111,17.411995
"352","Acanthocyclops robustus",59.773112,11.770341
"353","Acanthocyclops robustus",60.099009,11.896456
"354","Acanthocyclops robustus",69.30463,18.34777
"355","Acanthocyclops robustus",61.154507,11.63038
"356","Acanthocyclops robustus",59.782759,8.163309
"357","Acanthocyclops robustus",59.853911,8.029278
"358","Acanthocyclops robustus",59.806085,8.092767
"359","Acanthocyclops robustus",69.599255,24.224586
"360","Acanthocyclops robustus",69.676127,24.266542
"361","Acanthocyclops robustus",69.318699,18.368098
"362","Acanthocyclops robustus",59.849103,8.208444
"363","Acanthocyclops robustus",59.677587,7.450487
"364","Acanthocyclops robustus",59.684425,7.445353
"365","Acanthocyclops robustus",59.878873,7.988304
"366","Acanthocyclops robustus",59.870249,8.107238
"367","Acanthocyclops robustus",69.692341,24.294112
"368","Acanthocyclops robustus",61.8158,50.7772
"369","Acanthocyclops robustus",61.9825,50.2754
"370","Acanthocyclops robustus",58.47053,8.648331
"371","Acanthocyclops robustus",60.895943,5.251449
"372","Acanthocyclops robustus",60.156533,9.643337
"373","Acanthocyclops robustus",59.816794,8.305111
"374","Acanthocyclops robustus",61.343783,6.466149
"375","Acanthocyclops robustus",60.299506,9.648358
"376","Acanthocyclops robustus",59.83031,8.724405
"377","Acanthocyclops robustus",69.251684,17.396408
"378","Acanthocyclops robustus",62.269768,8.843124
"379","Acanthocyclops robustus",58.673933,6.084484
"380","Acanthocyclops robustus",60.897437,5.252125
"381","Acanthocyclops robustus",58.949899,7.699826
"382","Acanthocyclops robustus",60.622,6.2855
"383","Acanthocyclops robustus",60.618393,6.3751
"384","Acanthocyclops robustus",62.628944,8.112388
"385","Acanthocyclops robustus",58.449703,6.554016
"386","Acanthocyclops robustus",58.357985,6.623411
"387","Acanthocyclops robustus",60.618335,6.388446
"388","Acanthocyclops robustus",60.623685,6.419406
"389","Acanthocyclops robustus",58.744264,7.785284
"390","Acanthocyclops robustus",58.863498,7.737432
"391","Acanthocyclops robustus",59.739658,11.206914
"392","Acanthocyclops robustus",58.793994,7.817739
"393","Acanthocyclops robustus",60.870579,10.698659
"394","Acanthocyclops robustus",59.849859,11.125587
"395","Acanthocyclops robustus",59.846295,11.218323
"396","Acanthocyclops robustus",59.771986,11.243656
"397","Acanthocyclops robustus",59.73108,11.256939
"398","Acanthocyclops robustus",60.758313,11.077976
"399","Acanthocyclops robustus",60.595043,11.206353
"400","Acanthocyclops robustus",59.67,11.2216
"401","Acanthocyclops robustus",61.109971,10.436604
"402","Acanthocyclops robustus",64.797553,12.271809
"403","Acanthocyclops robustus",60.96065,10.663421
"404","Acanthocyclops robustus",64.797028,12.271403
"405","Acanthocyclops robustus",59.109919,11.687233
"406","Acanthocyclops robustus",60.871846,10.899346
"407","Acanthocyclops robustus",63.623186,11.209875
"408","Acanthocyclops robustus",64.585304,12.246764
"409","Acanthocyclops robustus",59.56265,6.04326
"410","Acanthocyclops robustus",61.432649,6.033095
"411","Acanthocyclops robustus",59.54655,6.02299
"412","Acanthocyclops robustus",70.414895,28.072723
"413","Acanthocyclops robustus",70.406678,28.064407
"414","Acanthocyclops robustus",59.830611,8.7246
"415","Acanthocyclops robustus",62.527344,8.150257
"416","Acanthocyclops robustus",62.492785,8.143202
"417","Acanthocyclops robustus",58.881559,7.705206
"418","Acanthocyclops robustus",58.406787,6.620638
"419","Acanthocyclops robustus",58.421417,6.556444
"420","Acanthocyclops robustus",58.787481,7.777771
"421","Acanthocyclops robustus",58.439919,6.601369
"422","Acanthocyclops robustus",62.571244,8.177382
"423","Acanthocyclops robustus",58.389503,6.590765
"424","Acanthocyclops robustus",58.699816,7.816642
"425","Acanthocyclops robustus",58.894442,7.733684
"426","Acanthocyclops robustus",62.568005,8.146368
"427","Acanthocyclops robustus",58.326353,6.568899
"428","Acanthocyclops robustus",59.901218,11.165702
"429","Acanthocyclops robustus",62.617696,8.170616
"430","Acanthocyclops robustus",62.481313,8.17664
"431","Acanthocyclops robustus",62.510291,8.16981
"432","Acanthocyclops robustus",60.604346,6.359014
"433","Acanthocyclops robustus",58.680121,7.785311
"434","Acanthocyclops robustus",58.812197,7.76598
"435","Acanthocyclops robustus",59.8904,11.1176
"436","Acanthocyclops robustus",61.343842,6.467041
"437","Acanthocyclops robustus",58.518498,8.44728
"438","Acanthocyclops robustus",63.24131,11.0414
"439","Acanthocyclops robustus",62.006731,11.929081
"440","Acanthocyclops robustus",59.9954,10.041435
"441","Acanthocyclops robustus",59.977245,10.266041
"442","Acanthocyclops robustus",60.079123,10.168561
"443","Acanthocyclops robustus",60.043191,10.06076
"444","Acanthocyclops robustus",60.014215,10.162507
"445","Acanthocyclops robustus",60.072279,10.256193
"446","Acanthocyclops robustus",59.898323,10.308709
"447","Acanthocyclops robustus",60.08202,10.11345
"448","Acanthocyclops robustus",60.052032,10.277995
"449","Acanthocyclops robustus",65.90622,13.431373
"450","Acanthocyclops robustus",66.067413,13.41603
"451","Acanthocyclops robustus",66.052355,13.363656
"452","Acanthocyclops robustus",65.80578,13.99309
"453","Acanthocyclops robustus",62.070967,11.817096
"454","Acanthocyclops robustus",59.996865,10.282699
"455","Acanthocyclops robustus",61.45524,8.50429
"456","Acanthocyclops robustus",63.25569,10.52459
"457","Acanthocyclops robustus",63.26076,10.52785
"458","Acanthocyclops robustus",63.27511,11.07671
"459","Acanthocyclops robustus",63.21944,10.96715
"460","Acanthocyclops robustus",63.27701,10.66762
"461","Acanthocyclops robustus",63.26194,10.98086
"462","Acanthocyclops robustus",63.23199,10.87428
"463","Acanthocyclops robustus",63.26036,10.77221
"464","Acanthocyclops robustus",40.58,-0.18
"465","Acanthocyclops robustus",40.57,-0.17
"466","Acanthocyclops robustus",58.674759,6.083492
"467","Acanthocyclops robustus",58.116815,7.671065
"468","Acanthocyclops robustus",63.802974,10.335274
"469","Acanthocyclops robustus",66.048449,13.38729
"470","Acanthocyclops robustus",43.619999,-80.209999
"471","Acanthocyclops robustus",38.78,-0.4
"472","Acanthocyclops robustus",39.54,-0.56
"473","Acanthocyclops robustus",39.62,-0.96
"474","Acanthocyclops robustus",43.75,-79.66
"475","Acanthocyclops robustus",60.54217,11.042419
"476","Acanthocyclops robustus",60.14758,10.078674
"477","Acanthocyclops robustus",43.759998,-79.669998
"478","Acanthocyclops robustus",61.886724,10.13521
"479","Acanthocyclops robustus",59.326276,7.962739
"480","Acanthocyclops robustus",59.880491,9.8853
"481","Acanthocyclops robustus",59.225196,9.603346
"482","Acanthocyclops robustus",69.017458,19.41985
"483","Acanthocyclops robustus",58.278575,7.971942
"484","Acanthocyclops robustus",59.979139,11.01359
"485","Acanthocyclops robustus",59.978238,11.016784
"486","Acanthocyclops robustus",61.563728,11.091516
"487","Acanthocyclops robustus",58.41626,6.223121
"488","Acanthocyclops robustus",61.881118,9.795258
"489","Acanthocyclops robustus",59.832385,8.737493
"490","Acanthocyclops robustus",59.605142,9.419364
"491","Acanthocyclops robustus",58.606165,8.043687
"492","Acanthocyclops robustus",59.565954,6.144957
"493","Acanthocyclops robustus",53.628625,-2.833134
"494","Acanthocyclops robustus",53.127621,6.694442
"495","Acanthocyclops robustus",51.935914,4.515316
"496","Acanthocyclops robustus",44.7713,4.76496
"497","Acanthocyclops robustus",28.163817,-105.631183
"498","Acanthocyclops robustus",23.933333,-103.126389
"499","Acanthocyclops robustus",27.54405,-105.413167
"500","Acanthocyclops robustus",22.930556,-102.7975
"501","Acanthocyclops robustus",27.572739,-105.385417
"502","Acanthocyclops robustus",23.686667,-103.098611
"503","Acanthocyclops robustus",23.173889,-103.223056
"504","Acanthocyclops robustus",22.725278,-102.474167
"505","Acanthocyclops robustus",24.525,-104.663889
"506","Acanthocyclops robustus",22.591944,-101.762222
"507","Acanthocyclops robustus",24.911111,-104.469444
"508","Acanthocyclops robustus",25.259722,-103.948056
"509","Acanthocyclops robustus",22.511944,-101.036667
"510","Acanthocyclops robustus",24.716111,-104.853333
"511","Acanthocyclops robustus",24.534167,-104.815
"512","Acanthocyclops robustus",22.143889,-101.059444
"513","Acanthocyclops robustus",24.189722,-104.671944
"514","Acanthocyclops robustus",25.606667,-105.016111
"515","Acanthocyclops robustus",21.998889,-101.246667
"516","Acanthocyclops robustus",24.525,-104.802778
"517","Acanthocyclops robustus",21.882778,-101.479444
"518","Acanthocyclops robustus",38.7,-0.62
"519","Acanthocyclops robustus",59.98,10.78
"520","Acanthocyclops robustus",28.572481,-106.168347
"521","Acanthocyclops robustus",51.953351,4.498378
"522","Acanthocyclops robustus",52.424195,4.863088
"523","Acanthocyclops robustus",39.55,-0.57
"524","Acanthocyclops robustus",52.152777,5.07913
"525","Acanthocyclops robustus",52.272394,5.088441
"526","Acanthocyclops robustus",52.285938,5.130441
"527","Acanthocyclops robustus",39.64,-1.07
"528","Acanthocyclops robustus",58.133599,-4.978051
"529","Acanthocyclops robustus",52.294285,5.125072
"530","Acanthocyclops robustus",52.234516,5.080234
"531","Acanthocyclops robustus",52.237734,5.094325
"532","Acanthocyclops robustus",39.85,-0.7
"533","Acanthocyclops robustus",39.81,-0.33
"534","Acanthocyclops robustus",40.22,-0.13
"535","Acanthocyclops robustus",27.286167,-102.916167
"536","Acanthocyclops robustus",52.290702,4.930885
"537","Acanthocyclops robustus",53.191939,7.039054
"538","Acanthocyclops robustus",45.65015,5.533497
"539","Acanthocyclops robustus",38.94,-0.73
"540","Acanthocyclops robustus",38.94,-0.74
"541","Acanthocyclops robustus",39.74,-1.19
"542","Acanthocyclops robustus",53.171133,7.029285
"543","Acanthocyclops robustus",40.62,-0.63
"544","Acanthocyclops robustus",21.938375,-103.084625
"545","Acanthocyclops robustus",21.983611,-103.071111
"546","Acanthocyclops robustus",22.053833,-99.847306
