Species;Place;Room;Ring;Date_BMR;Slide;IL6;Experiment;FoxBox;Exp;Mix;DPI_BMR;Mass;BMRbasedOnRealRQ;MassSpecificBMR;MeanBMRO2fixRQ;RQ;Channel;FirstMeasurement;Total_erythrocytes;Parasitised_erythrocytes;Parasitemia;DPI_Parasitemia;Date_blood;Temperature;Survival
Passer domesticus;Rybachy;Siskinary;KS30666;17.08.2021;NA;NA;Exp_2;Old;1;SingleLine;-9;"24,79";"32,78252362";"2,769154389";"32,83495608";"0,761001249";7;0;0;0;0;NA;NA;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30635;17.08.2021;NA;NA;Cont;New;0;Control;-8;"23,26";"31,91257298";"2,855351773";"31,93431967";"0,784822717";6;0;0;0;0;NA;NA;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30653;17.08.2021;NA;NA;Cont;Old;0;Control;-8;"23,25";"32,61630093";"2,93789088";"32,66889676";"0,76062291";5;1;0;0;0;NA;NA;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30673;17.08.2021;NA;NA;Cont;Old;0;Control;-8;"24,91";"36,52955169";"3,0525122";"36,55553015";"0,784114248";4;0;0;0;0;NA;NA;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30674;17.08.2021;NA;NA;Cont;Old;0;Control;-8;"25,08";"39,19097599";"3,287057291";"39,28034387";"0,743566587";3;0;0;0;0;NA;NA;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30638;19.08.2021;NA;NA;Exp_2;Old;1;SingleLine;-7;"24,85";"35,32438342";"2,970856387";"35,37053722";"0,768539066";7;0;0;0;0;NA;NA;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30662;19.08.2021;NA;NA;Exp_2;Old;1;SingleLine;-7;"27,06";"37,46746486";"2,892413111";"37,51396372";"0,770316248";4;0;0;0;0;NA;NA;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30663;19.08.2021;NA;NA;Cont;Old;0;Control;-6;"24,96";"38,51356402";"3,217561352";"38,55104632";"0,777232217";2;0;0;0;0;NA;NA;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30668;19.08.2021;NA;NA;Cont;Old;0;Control;-6;"22,28";"30,97485022";"2,908918854";"31,02068495";"0,764055451";6;0;0;0;0;NA;NA;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30639;15.08.2021;NA;NA;Exp_1;New;1;SingleLine;-4;"24,32";"34,08142846";"2,907055749";"34,0883437";"0,797429246";4;0;0;0;0;NA;NA;norm;No
Passer domesticus;Rybachy;Siskinary;KS30622;17.08.2021;NA;NA;Exp_1;New;1;SingleLine;-2;"25,47";"35,55594571";"2,903787316";"35,57743634";"0,786842883";2;0;0;0;0;NA;NA;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30658;17.08.2021;NA;NA;Exp_1;New;1;SingleLine;-2;"26,52";"34,74333999";"2,725875919";"34,76587916";"0,785711776";4;1;0;0;0;NA;NA;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30667;17.08.2021;NA;NA;Exp_1;Old;1;SingleLine;-2;"24,91";"40,0757238";"3,367560051";"40,13741743";"0,762543546";8;0;0;0;0;NA;NA;norm;Yes
