Species;Place;Room;Ring;Date_BMR;Slide;IL6;Experiment;FoxBox;Exp;Mix;DPI_BMR;Mass;BMRbasedOnRealRQ;MassSpecificBMR;MeanBMRO2fixRQ;RQ;Channel;FirstMeasurement;Total_erythrocytes;Parasitised_erythrocytes;Parasitemia;DPI_Parasitemia;Date_blood;Temperature;Survival
Passer domesticus;Rybachy;Sparta;KS30639;NA;392;"7,66";Exp_1;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;19.08.2021;NA;No
Passer domesticus;Rybachy;Sparta;KS30646;NA;393;"13,83";mix;NA;1;MixedLines;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;19.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30672;18.08.2021;394;"7,25";Exp_1;Old;1;SingleLine;-1;"25,32";"35,37009523";"2,921899128";"35,42081527";"0,765343544";5;1;0;0;0;0;19.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30681;18.08.2021;395;"7,6";Exp_1;Old;1;SingleLine;-1;"24,19";"33,4952084";"2,880391331";"33,51580641";"0,786635765";4;0;0;0;0;0;19.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30660;18.08.2021;396;"7,67";Exp_1;Old;1;SingleLine;-1;"24,62";"39,02767109";"3,316622307";"39,0852744";"0,764287887";3;0;0;0;0;0;19.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30680;18.08.2021;397;"6,54";Exp_1;Old;1;SingleLine;-1;"24,74";"37,38742539";"3,162990105";"37,44462572";"0,762861055";2;0;0;0;0;0;19.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30676;18.08.2021;398;"6,9";Exp_1;Old;1;SingleLine;-1;"28,4";"41,29175743";"3,050008123";"41,36894776";"0,754127047";8;0;0;0;0;0;19.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30640;18.08.2021;399;"7,11";Exp_1;Old;1;SingleLine;-1;"26,16";"36,31751566";"2,897704864";"36,35815986";"0,773505356";7;0;0;0;0;0;19.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30669;18.08.2021;400;"5,6";Exp_1;Old;1;SingleLine;-1;"25,84";"45,05898214";"3,644691589";"45,11864065";"0,768196859";6;0;0;0;0;0;19.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30667;NA;401;"11,76";Exp_1;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;19.08.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30658;NA;402;"5,33";Exp_1;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;19.08.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30622;NA;403;"8,62";Exp_1;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;19.08.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30682;18.08.2021;404;"9,65";Exp_1;New;1;SingleLine;-1;"23,08";"31,44406648";"2,813196778";"31,42897637";"0,815419371";4;0;0;0;0;0;19.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30677;18.08.2021;405;"10,24";Exp_1;New;1;SingleLine;-1;"26,69";"34,94295093";"2,720688409";"34,95924312";"0,790543778";5;0;0;0;0;0;19.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30697;18.08.2021;406;"8,57";Exp_1;New;1;SingleLine;-1;"23,68";"29,7559702";"2,620833005";"29,78594416";"0,776436491";2;0;0;0;0;0;19.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30683;18.08.2021;407;"9,08";Exp_1;New;1;SingleLine;-1;"23,33";"34,04361958";"3,03199205";"34,05879212";"0,791087372";3;0;0;0;0;0;19.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30679;18.08.2021;408;"7,95";Exp_1;New;1;SingleLine;-1;"24,62";"34,2152575";"2,888783035";"34,23255105";"0,789511473";6;0;0;0;0;0;19.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30627;18.08.2021;409;"9,72";Exp_1;New;1;SingleLine;-1;"24,61";"34,31173424";"2,882576432";"34,30174738";"0,810445515";7;0;0;0;0;0;19.08.2021;norm;No
Passer domesticus;Rybachy;Siskinary;KS30645;18.08.2021;410;"7,42";Exp_1;New;1;SingleLine;-1;"22,08";"28,01153293";"2,632065377";"28,01779588";"0,796893823";8;0;0;0;0;0;19.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30672;22.08.2021;415;"10,3";Exp_1;Old;1;SingleLine;3;"25,44";"36,28862986";"2,976901056";"36,32834455";"0,774082992";5;0;0;0;0;4;23.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30640;22.08.2021;416;"14,12";Exp_1;Old;1;SingleLine;3;"25,73";"34,39047191";"2,789272961";"34,42782319";"0,774245802";3;0;100000;1;"0,001";4;23.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30676;22.08.2021;417;NA;Exp_1;Old;1;SingleLine;3;"27,5";"37,27144767";"2,828361166";"37,31195348";"0,774258011";2;0;0;0;0;4;23.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30669;22.08.2021;418;"0,52";Exp_1;Old;1;SingleLine;3;"25,24";"39,84590972";"3,285171532";"39,87247813";"0,785214653";4;0;0;0;0;4;23.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30622;22.08.2021;419;NA;Exp_1;New;1;SingleLine;3;"26,97";"39,99551207";"3,0742439";"39,99966236";"0,800040365";5;0;0;0;0;4;23.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30682;22.08.2021;420;NA;Exp_1;New;1;SingleLine;3;"23,73";"32,54411317";"2,844879887";"32,55061189";"0,7975181";4;0;100000;1;"0,001";4;23.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30645;22.08.2021;421;"14,78";Exp_1;New;1;SingleLine;3;"22,45";"27,07230485";"2,492774423";"27,06374038";"0,811126386";3;0;0;0;0;4;23.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30627;22.08.2021;422;"12,58";Exp_1;New;1;SingleLine;3;"24,7";"38,31986086";"3,226843268";"38,34273011";"0,787116614";2;0;0;0;0;4;23.08.2021;norm;No
Passer domesticus;Rybachy;Siskinary;KS30697;22.08.2021;423;"15,12";Exp_1;New;1;SingleLine;3;"24,32";"27,66202141";"2,345210644";"27,64278389";"0,821149346";7;0;10600;1;"0,009433962";4;23.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30683;22.08.2021;424;"15,29";Exp_1;New;1;SingleLine;3;"23,3";"36,47329655";"3,240449782";"36,46934542";"0,805623017";8;0;0;0;0;4;23.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30658;22.08.2021;425;"11,29";Exp_1;New;1;SingleLine;3;"27,06";"38,88419426";"2,993814254";"38,91712777";"0,780606634";6;0;0;0;0;4;23.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30667;22.08.2021;426;NA;Exp_1;Old;1;SingleLine;3;"24,66";"39,64868816";"3,357571679";"39,69586359";"0,771600866";6;0;0;0;0;4;23.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30679;22.08.2021;427;"16,38";Exp_1;Old;1;SingleLine;3;"24,97";"40,25688826";"3,372999513";"40,31587644";"0,764437329";7;0;0;0;0;4;23.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30677;22.08.2021;428;NA;Exp_1;Old;1;SingleLine;3;"27,6";"39,06740154";"2,954921149";"39,11178464";"0,772928926";8;0;0;0;0;4;23.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30680;23.08.2021;429;NA;Exp_1;Old;1;SingleLine;4;"23,25";"33,9572913";"3,047482958";"33,99358147";"0,774793636";5;0;0;0;0;5;24.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30646;23.08.2021;430;NA;mix;Old;1;SingleLine;4;"25,95";"38,3928728";"3,083189446";"38,42674066";"0,779647794";6;0;0;0;0;5;24.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30681;23.08.2021;431;"13,34";Exp_1;Old;1;SingleLine;4;"23,34";"31,04559138";"2,759047119";"31,05147955";"0,797779909";4;0;0;0;0;5;24.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30639;23.08.2021;432;"20,59";Exp_1;Old;1;SingleLine;4;"24,02";"34,97776124";"3,039118106";"35,01631786";"0,773925825";3;0;0;0;0;5;24.08.2021;norm;No
Passer domesticus;Rybachy;Sparta;KS30660;23.08.2021;433;"11,8";Exp_1;Old;1;SingleLine;4;"24,05";"35,18273882";"3,050713746";"35,21739704";"0,776971898";2;0;0;0;0;5;24.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30635;NA;445;"19,05";Cont;NA;0;Control;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;25.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30692;NA;446;"16,66";Cont;NA;0;Control;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;25.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30668;NA;447;"12,96";Cont;NA;0;Control;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;25.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30661;NA;448;"14,71";Cont;NA;0;Control;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;25.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30636;NA;449;"13,88";Cont;NA;0;Control;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;25.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30623;NA;450;"10,88";Cont;NA;0;Control;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;25.08.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30663;NA;451;"11,88";Cont;NA;0;Control;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;25.08.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30653;NA;452;"14,5";Cont;NA;0;Control;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;25.08.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30674;NA;453;"18,39";Cont;NA;0;Control;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;25.08.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30673;NA;454;"12,79";Cont;NA;0;Control;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;25.08.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30632;NA;457;"38,54";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;No
Passer domesticus;Rybachy;Siskinary;KS30689;NA;458;"16,26";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30666;NA;459;"12,88";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30662;NA;460;"7,86";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30652;NA;461;"20,19";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30641;NA;463;"9,17";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30621;NA;464;"13,03";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30646;NA;465;NA;mix;NA;1;MixedLines;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;7;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30647;NA;466;"5,85";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30638;NA;467;"14,92";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30655;NA;468;"15,17";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30630;NA;469;"18,76";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30670;NA;470;"16,3";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;No
Passer domesticus;Rybachy;Sparta;KS30665;NA;471;"13,38";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30695;NA;472;"11,58";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30675;NA;473;"7,72";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30624;NA;474;"15,79";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30659;NA;475;"16,51";Exp_2;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;26.08.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30660;26.08.2021;480;"16,51";Exp_1;New;1;SingleLine;7;"23,8";"34,74116364";"3,025612956";"34,74403219";"0,800596986";7;0;17600;42;"0,238636364";8;27.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30681;26.08.2021;481;"15,46";Exp_1;New;1;SingleLine;7;"23,1";"30,7282576";"2,755984003";"30,72874488";"0,802349176";6;0;12600;25;"0,198412698";8;27.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30672;26.08.2021;482;"15,46";Exp_1;New;1;SingleLine;7;"24,67";"32,20182886";"2,711319986";"32,2146554";"0,792319961";8;0;10170;43;"0,422812193";8;27.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30680;26.08.2021;483;"15,63";Exp_1;New;1;SingleLine;7;"23,3";"31,63325014";"2,81797316";"31,64238518";"0,79519012";5;0;25200;1;"0,003968254";8;27.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30627;26.08.2021;484;"18,72";Exp_1;Old;1;SingleLine;7;"24,73";"35,92422603";"3,032836865";"35,96569892";"0,772525408";5;0;22500;11;"0,048888889";8;27.08.2021;norm;No
Passer domesticus;Rybachy;Siskinary;KS30677;26.08.2021;485;"14,54";Exp_1;Old;1;SingleLine;7;"26,86";"38,21626578";"2,971759928";"38,26282505";"0,770871166";4;0;15400;8;"0,051948052";8;27.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30679;26.08.2021;486;"16,22";Exp_1;Old;1;SingleLine;7;"24,53";"39,69533497";"3,394296874";"39,76873853";"0,754553234";3;0;16450;4;"0,024316109";8;27.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30667;26.08.2021;487;"19,31";Exp_1;Old;1;SingleLine;7;"24,54";"36,79297064";"3,132769623";"36,83988796";"0,76938723";2;0;12500;8;"0,064";8;27.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30683;26.08.2021;488;"19,97";Exp_1;Old;1;SingleLine;7;"23,07";"34,57403227";"3,139596345";"34,63156433";"0,75931352";8;0;13600;43;"0,316176471";8;27.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30682;26.08.2021;489;"18,13";Exp_1;Old;1;SingleLine;7;"23,56";"33,10484272";"2,928237388";"33,13404772";"0,779620344";7;0;16700;11;"0,065868263";8;27.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30645;26.08.2021;490;"18,21";Exp_1;Old;1;SingleLine;7;"22,39";"31,57971778";"2,93817641";"31,60577864";"0,781104999";6;0;14400;93;"0,645833333";8;27.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30658;26.08.2021;491;"13,67";Exp_1;New;1;SingleLine;7;"26,69";"40,43922469";"3,17097";"40,50085078";"0,763163929";3;0;12000;8;"0,066666667";8;27.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30697;26.08.2021;492;"13,71";Exp_1;New;1;SingleLine;7;"24,25";"28,14142161";"2,410695616";"28,15300323";"0,791973451";2;0;13500;7;"0,051851852";8;27.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30622;26.08.2021;493;"15,21";Exp_1;New;1;SingleLine;7;"25,87";"36,42521";"2,931667035";"36,45270555";"0,783022412";4;0;16500;2;"0,012121212";8;27.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30676;27.08.2021;494;"8,58";Exp_1;Old;1;SingleLine;8;"27,84";"36,0731228";"2,704871059";"36,11421885";"0,773003714";5;0;13400;6;"0,044776119";9;28.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30640;27.08.2021;495;"20,12";Exp_1;Old;1;SingleLine;8;"25,6";"32,12175705";"2,632357341";"32,18213875";"0,753865085";4;0;12700;24;"0,188976378";9;28.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30669;27.08.2021;496;"13,75";Exp_1;Old;1;SingleLine;8;"25,01";"40,52879636";"3,386311702";"40,58120624";"0,769042296";3;0;12600;6;"0,047619048";9;28.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30639;27.08.2021;497;"19,46";Exp_1;Old;1;SingleLine;8;"23,37";"33,05001487";"2,954899907";"33,09221584";"0,769461431";2;0;12100;5;"0,041322314";9;28.08.2021;norm;No
Passer domesticus;Rybachy;Sparta;KS30623;28.08.2021;498;NA;Cont;Old;0;Control;3;"20,69";"32,00699352";"3,222279213";"32,03297922";"0,781506232";2;0;0;0;0;4;29.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30692;28.08.2021;499;"4,12";Cont;Old;0;Control;3;"24,85";"35,07595038";"2,935999565";"35,09712492";"0,786919614";3;0;0;0;0;4;29.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30636;28.08.2021;500;"14,72";Cont;Old;0;Control;3;"25,12";"35,25094662";"2,915963305";"35,26690323";"0,790874008";4;0;0;0;0;4;29.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30668;28.08.2021;501;"13,83";Cont;Old;0;Control;3;"22,22";"29,65413889";"2,789477414";"29,69353031";"0,768110814";5;0;0;0;0;4;29.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30661;28.08.2021;502;16;Cont;Old;0;Control;3;"26,67";"38,58607809";"3,030234682";"38,6489827";"0,760225701";6;0;0;0;0;4;29.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30673;28.08.2021;503;"15,85";Cont;New;0;Control;3;"25,47";"37,51248051";"3,06797267";"37,5434006";"0,781275242";6;0;0;0;0;4;29.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30635;28.08.2021;504;NA;Cont;New;0;Control;3;"23,52";"31,97557666";"2,824442709";"31,98925248";"0,791582993";3;0;0;0;0;4;29.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30663;28.08.2021;505;"16,3";Cont;New;0;Control;3;"25,14";"36,86397308";"3,047304546";"36,88135721";"0,790443624";2;0;0;0;0;4;29.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30674;28.08.2021;506;"15,97";Cont;New;0;Control;3;26;"40,45486";"3,225906548";"40,45970154";"0,799623898";5;0;0;0;0;4;29.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30653;28.08.2021;507;"13,32";Cont;New;0;Control;3;"23,85";"31,13574839";"2,713011588";"31,15043257";"0,790428138";4;0;0;0;0;4;29.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30652;29.08.2021;508;"24,82";Exp_2;Old;1;SingleLine;3;"24,86";"37,68867951";"3,180849983";"37,75996538";"0,753440692";6;0;0;0;0;4;30.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30666;29.08.2021;509;"18,36";Exp_2;Old;1;SingleLine;3;"25,82";"36,12327909";"2,93121331";"36,18393821";"0,758912976";7;0;0;0;0;4;30.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30662;29.08.2021;510;"16,36";Exp_2;Old;1;SingleLine;3;"27,63";"38,94688715";"2,953558342";"39,01284247";"0,758582843";8;0;0;0;0;4;30.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30689;29.08.2021;511;"13,25";Exp_2;New;1;SingleLine;3;"20,51";"27,31560442";"2,752452256";"27,3060938";"0,812021294";4;0;0;0;0;4;30.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30621;29.08.2021;512;NA;Exp_2;New;1;SingleLine;3;"24,75";"34,72638883";"2,921671712";"34,75289241";"0,782683106";5;0;0;0;0;4;30.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30632;29.08.2021;513;NA;Exp_2;New;1;SingleLine;3;"24,9";"40,07618792";"3,347618784";"40,09998323";"0,787134164";3;0;0;0;0;4;30.08.2021;norm;No
Passer domesticus;Rybachy;Siskinary;KS30659;29.08.2021;514;"13,52";Exp_2;New;1;SingleLine;3;"25,35";"33,2926747";"2,722753693";"33,29646464";"0,799774568";6;0;0;0;0;4;30.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30670;29.08.2021;515;NA;Exp_2;New;1;SingleLine;3;"22,78";"31,23159664";"2,833900049";"31,22146513";"0,811396602";8;0;0;0;0;4;30.08.2021;norm;No
Passer domesticus;Rybachy;Sparta;KS30655;29.08.2021;516;NA;Exp_2;New;1;SingleLine;3;"24,04";"36,92412457";"3,129722584";"36,83507409";"0,867710793";7;0;0;0;0;4;30.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30641;29.08.2021;517;"11,81";Exp_2;New;1;SingleLine;3;"28,68";"43,92316482";"3,200780368";"43,98058955";"0,768468449";2;0;0;0;0;4;30.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30624;29.08.2021;518;"18,09";Exp_2;Old;1;SingleLine;3;"25,15";"35,81600687";"2,977302941";"35,86468365";"0,767200954";5;0;0;0;0;4;30.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30630;29.08.2021;519;"19,85";Exp_2;Old;1;SingleLine;3;"27,38";"42,84854681";"3,285827298";"42,93416378";"0,750705317";4;0;0;0;0;4;30.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30647;29.08.2021;520;"9,52";Exp_2;Old;1;SingleLine;3;"24,82";"39,57175556";"3,340267862";"39,63806258";"0,759079343";3;0;0;0;0;4;30.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30646;29.08.2021;521;NA;mix;Old;1;MixedLines;10;"25,08";"38,56627497";"3,213384786";"38,61600089";"0,768991966";2;0;1350;86;"6,37037037";11;30.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30677;30.08.2021;522;"17,84";Exp_1;New;1;SingleLine;11;"26,92";"35,72682659";"2,751615135";"35,73126897";"0,799499426";3;0;11700;51;"0,435897436";12;31.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30679;30.08.2021;523;"16,74";Exp_1;New;1;SingleLine;11;"24,71";"39,88669641";"3,369913859";"39,93256303";"0,772723793";4;0;NA;NA;NA;12;31.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30638;30.08.2021;524;"12,98";Exp_2;Old;1;SingleLine;4;"23,97";"31,81367983";"2,762035961";"31,83512756";"0,785037675";2;0;0;0;0;5;31.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30675;30.08.2021;525;"11,51";Exp_2;Old;1;SingleLine;4;"27,52";"39,6102107";"3,01251774";"39,670674";"0,762870645";3;0;0;0;0;5;31.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30695;30.08.2021;526;"9,54";Exp_2;Old;1;SingleLine;4;"22,76";"35,33875469";"3,238966025";"35,37521002";"0,775718918";4;0;20300;77;"0,379310345";5;31.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30665;30.08.2021;527;NA;Exp_2;Old;1;SingleLine;4;"25,33";"37,82625131";"3,119216265";"37,87247247";"0,770729667";5;0;0;0;0;5;31.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30627;30.08.2021;528;"21,59";Exp_1;New;1;SingleLine;11;"23,8";"33,48770116";"2,927720612";"33,50964585";"0,785593649";2;0;2400;56;"2,333333333";12;31.08.2021;norm;No
Passer domesticus;Rybachy;Siskinary;KS30667;30.08.2021;529;"15,96";Exp_1;New;1;SingleLine;11;"24,53";"32,75686309";"2,774063896";"32,77037399";"0,791941089";5;0;14700;2;"0,013605442";12;31.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30683;30.08.2021;530;"20,71";Exp_1;Old;1;SingleLine;11;"22,73";"32,8994388";"3,013950367";"32,92458462";"0,782682686";6;0;11700;24;"0,205128205";12;31.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30682;30.08.2021;531;"17,88";Exp_1;Old;1;SingleLine;11;"23,65";"32,95666241";"2,915252151";"33,00456555";"0,764709119";7;0;11900;1;"0,008403361";12;31.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30645;30.08.2021;532;"30,79";Exp_1;Old;1;SingleLine;11;"22,69";"30,25673409";"2,788564065";"30,29895746";"0,766229422";8;0;NA;NA;NA;12;31.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30658;30.08.2021;533;"14,83";Exp_1;New;1;SingleLine;11;"27,31";"34,93736768";"2,646155971";"34,9295506";"0,808672128";7;0;NA;NA;NA;12;31.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30622;30.08.2021;534;"16,44";Exp_1;New;1;SingleLine;11;"25,97";"38,59310836";"3,084271021";"38,60378755";"0,795496884";8;0;17700;32;"0,18079096";12;31.08.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30697;30.08.2021;535;"17,29";Exp_1;New;1;SingleLine;11;"24,75";"30,27488921";"2,525518514";"30,25983597";"0,8159059";6;0;44600;1;"0,002242152";12;31.08.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30669;NA;536;"22,36";Exp_1;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;10300;37;"0,359223301";13;01.09.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30676;NA;537;"24,09";Exp_1;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;17500;12;"0,068571429";13;01.09.2021;NA;Yes
