V1,V2,V3
141.167226890756,12.2663865546218,-5436.15869140625
141.184033613445,12.2663865546218,-5369.95849609375
141.200840336134,12.2663865546218,-5292.85888671875
141.217647058824,12.2663865546218,-5136.7587890625
141.234453781513,12.2663865546218,-4981.12890625
141.251260504202,12.2663865546218,-4639.48876953125
141.268067226891,12.2663865546218,-4257.0087890625
141.28487394958,12.2663865546218,-4237.09912109375
141.301680672269,12.2663865546218,-4232.97900390625
141.318487394958,12.2663865546218,-4457.59912109375
141.335294117647,12.2663865546218,-4766.72265625
141.352100840336,12.2663865546218,-4905.45263671875
141.368907563025,12.2663865546218,-4963.58251953125
141.385714285714,12.2663865546218,-4965.54248046875
141.402521008403,12.2663865546218,-4923.87255859375
141.419327731092,12.2663865546218,-4721.24267578125
141.436134453782,12.2663865546218,-4472.80224609375
141.452941176471,12.2663865546218,-4192.05224609375
141.46974789916,12.2663865546218,-4004.48950195312
141.486554621849,12.2663865546218,-3799.599609375
141.503361344538,12.2663865546218,-3719.63940429688
141.520168067227,12.2663865546218,-3965.189453125
141.536974789916,12.2663865546218,-3845.69946289062
141.553781512605,12.2663865546218,-3801.21948242188
141.570588235294,12.2663865546218,-3857.349609375
141.587394957983,12.2663865546218,-3778.88940429688
141.604201680672,12.2663865546218,-3657.31079101562
141.621008403361,12.2663865546218,-3486.61083984375
141.63781512605,12.2663865546218,-3135.85083007812
141.654621848739,12.2663865546218,-2809.80078125
141.671428571429,12.2663865546218,-2547.20068359375
141.688235294118,12.2663865546218,-2392.970703125
141.705042016807,12.2663865546218,-2218.56079101562
141.721848739496,12.2663865546218,-2172.79077148438
141.738655462185,12.2663865546218,-2189.73168945312
141.755462184874,12.2663865546218,-2110.95190429688
141.772268907563,12.2663865546218,-2064.93188476562
141.789075630252,12.2663865546218,-1888.81176757812
141.805882352941,12.2663865546218,-1980.39184570312
141.82268907563,12.2663865546218,-2083.14184570312
141.839495798319,12.2663865546218,-2182.62182617188
141.856302521008,12.2663865546218,-2368.75170898438
141.873109243697,12.2663865546218,-2350.35888671875
141.889915966387,12.2663865546218,-2257.5888671875
141.906722689076,12.2663865546218,-2308.75903320312
141.923529411765,12.2663865546218,-2311.59887695312
141.940336134454,12.2663865546218,-2382.6689453125
141.957142857143,12.2663865546218,-2437.9990234375
141.973949579832,12.2663865546218,-2302.80883789062
141.990756302521,12.2663865546218,-2134.92895507812
142.00756302521,12.2663865546218,-2110.9912109375
142.024369747899,12.2663865546218,-2090.47143554688
142.041176470588,12.2663865546218,-2032.29125976562
142.057983193277,12.2663865546218,-1937.44128417969
142.074789915966,12.2663865546218,-1832.361328125
142.091596638655,12.2663865546218,-1727.43127441406
142.108403361345,12.2663865546218,-1645.92126464844
142.125210084034,12.2663865546218,-1435.92126464844
142.142016806723,12.2663865546218,-1510.21154785156
142.158823529412,12.2663865546218,-1794.51147460938
142.175630252101,12.2663865546218,-2159.41162109375
142.19243697479,12.2663865546218,-2459.41162109375
142.209243697479,12.2663865546218,-2657.50146484375
142.226050420168,12.2663865546218,-2846.431640625
142.242857142857,12.2663865546218,-3023.17163085938
142.259663865546,12.2663865546218,-3112.76147460938
142.276470588235,12.2663865546218,-3038.58911132812
142.293277310924,12.2663865546218,-2922.958984375
142.310084033613,12.2663865546218,-2897.02905273438
142.326890756303,12.2663865546218,-3117.8291015625
142.343697478992,12.2663865546218,-3343.73901367188
142.360504201681,12.2663865546218,-3520.87915039062
142.37731092437,12.2663865546218,-3554.92919921875
142.394117647059,12.2663865546218,-3558.30908203125
142.410924369748,12.2663865546218,-3623.4248046875
142.427731092437,12.2663865546218,-3721.77465820312
142.444537815126,12.2663865546218,-3783.83471679688
142.461344537815,12.2663865546218,-3834.08471679688
142.478151260504,12.2663865546218,-3863.78466796875
142.494957983193,12.2663865546218,-3927.28466796875
142.511764705882,12.2663865546218,-3965.52465820312
142.528571428571,12.2663865546218,-3993.10473632812
142.545378151261,12.2663865546218,-4018.63525390625
142.56218487395,12.2663865546218,-4048.14526367188
142.578991596639,12.2663865546218,-4105.92529296875
142.595798319328,12.2663865546218,-4147.12548828125
142.612605042017,12.2663865546218,-4168.025390625
142.629411764706,12.2663865546218,-4179.1455078125
142.646218487395,12.2663865546218,-4217.4853515625
142.663025210084,12.2663865546218,-4198.8251953125
142.679831932773,12.2663865546218,-4151.51171875
142.696638655462,12.2663865546218,-4148.8515625
142.713445378151,12.2663865546218,-4162.5517578125
142.73025210084,12.2663865546218,-4150.9716796875
142.747058823529,12.2663865546218,-4130.92138671875
142.763865546218,12.2663865546218,-4120.04150390625
142.780672268908,12.2663865546218,-4133.51171875
142.797478991597,12.2663865546218,-4110.53173828125
142.814285714286,12.2663865546218,-4075.57739257812
142.831092436975,12.2663865546218,-4105.9375
142.847899159664,12.2663865546218,-4089.24755859375
142.864705882353,12.2663865546218,-4008.98754882812
142.881512605042,12.2663865546218,-4016.86743164062
142.898319327731,12.2663865546218,-4103.4375
142.91512605042,12.2663865546218,-4148.74755859375
142.931932773109,12.2663865546218,-4155.1875
142.948739495798,12.2663865546218,-4048.6826171875
142.965546218487,12.2663865546218,-3970.7724609375
142.982352941176,12.2663865546218,-3922.74267578125
142.999159663866,12.2663865546218,-3829.03247070312
143.015966386555,12.2663865546218,-3794.74267578125
143.032773109244,12.2663865546218,-3868.95263671875
143.049579831933,12.2663865546218,-3866.16259765625
143.066386554622,12.2663865546218,-3862.82250976562
143.083193277311,12.2663865546218,-3891.2099609375
143.1,12.2663865546218,-3914.80981445312
141.1,12.2495798319328,-5333.138671875
141.116806722689,12.2495798319328,-5352.10888671875
141.133613445378,12.2495798319328,-5352.4287109375
141.150420168067,12.2495798319328,-5374.77880859375
141.167226890756,12.2495798319328,-5370.45849609375
141.184033613445,12.2495798319328,-5292.9287109375
141.200840336134,12.2495798319328,-5127.80908203125
141.217647058824,12.2495798319328,-4932.388671875
141.234453781513,12.2495798319328,-4808.7490234375
141.251260504202,12.2495798319328,-4562.5888671875
141.268067226891,12.2495798319328,-4245.4189453125
141.28487394958,12.2495798319328,-4136.51904296875
141.301680672269,12.2495798319328,-4137.1689453125
141.318487394958,12.2495798319328,-4365.8291015625
141.335294117647,12.2495798319328,-4673.3125
141.352100840336,12.2495798319328,-4808.2626953125
141.368907563025,12.2495798319328,-4804.75244140625
141.385714285714,12.2495798319328,-4857.04248046875
141.402521008403,12.2495798319328,-4763.49267578125
141.419327731092,12.2495798319328,-4536.9326171875
141.436134453782,12.2495798319328,-4273.392578125
141.452941176471,12.2495798319328,-3897.59252929688
141.46974789916,12.2495798319328,-3721.69946289062
141.486554621849,12.2495798319328,-3641.8095703125
141.503361344538,12.2495798319328,-3627.32958984375
141.520168067227,12.2495798319328,-3749.29956054688
141.536974789916,12.2495798319328,-3607.13940429688
141.553781512605,12.2495798319328,-3688.21948242188
141.570588235294,12.2495798319328,-3727.03955078125
141.587394957983,12.2495798319328,-3655.61938476562
141.604201680672,12.2495798319328,-3458.68090820312
141.621008403361,12.2495798319328,-3200.15087890625
141.63781512605,12.2495798319328,-2876.71069335938
141.654621848739,12.2495798319328,-2487.81079101562
141.671428571429,12.2495798319328,-2405.220703125
141.688235294118,12.2495798319328,-2361.41088867188
141.705042016807,12.2495798319328,-2261.05078125
141.721848739496,12.2495798319328,-2245.30078125
141.738655462185,12.2495798319328,-2175.43188476562
141.755462184874,12.2495798319328,-2087.23168945312
141.772268907563,12.2495798319328,-2134.20190429688
141.789075630252,12.2495798319328,-2056.47192382812
141.805882352941,12.2495798319328,-2128.29174804688
141.82268907563,12.2495798319328,-2213.04174804688
141.839495798319,12.2495798319328,-2297.841796875
141.856302521008,12.2495798319328,-2530.91186523438
141.873109243697,12.2495798319328,-2490.71899414062
141.889915966387,12.2495798319328,-2417.9990234375
141.906722689076,12.2495798319328,-2367.958984375
141.923529411765,12.2495798319328,-2285.57885742188
141.940336134454,12.2495798319328,-2415.1689453125
141.957142857143,12.2495798319328,-2451.61889648438
141.973949579832,12.2495798319328,-2325.15893554688
141.990756302521,12.2495798319328,-2115.69897460938
142.00756302521,12.2495798319328,-2091.78125
142.024369747899,12.2495798319328,-2092.72143554688
142.041176470588,12.2495798319328,-2062.9013671875
142.057983193277,12.2495798319328,-2007.8212890625
142.074789915966,12.2495798319328,-1978.12133789062
142.091596638655,12.2495798319328,-1932.80126953125
142.108403361345,12.2495798319328,-1845.89135742188
142.125210084034,12.2495798319328,-1455.39135742188
142.142016806723,12.2495798319328,-1359.42150878906
142.158823529412,12.2495798319328,-1700.66149902344
142.175630252101,12.2495798319328,-2118.28149414062
142.19243697479,12.2495798319328,-2391.11157226562
142.209243697479,12.2495798319328,-2566.82153320312
142.226050420168,12.2495798319328,-2772.67163085938
142.242857142857,12.2495798319328,-2901.8515625
142.259663865546,12.2495798319328,-2696.51147460938
142.276470588235,12.2495798319328,-2487.08911132812
142.293277310924,12.2495798319328,-2541.09912109375
142.310084033613,12.2495798319328,-2735.68896484375
142.326890756303,12.2495798319328,-2863.01904296875
142.343697478992,12.2495798319328,-3293.619140625
142.360504201681,12.2495798319328,-3510.12915039062
142.37731092437,12.2495798319328,-3524.16918945312
142.394117647059,12.2495798319328,-3543.00903320312
142.410924369748,12.2495798319328,-3629.52465820312
142.427731092437,12.2495798319328,-3708.12475585938
142.444537815126,12.2495798319328,-3773.66479492188
142.461344537815,12.2495798319328,-3819.23461914062
142.478151260504,12.2495798319328,-3848.0146484375
142.494957983193,12.2495798319328,-3908.79467773438
142.511764705882,12.2495798319328,-3929.02465820312
142.528571428571,12.2495798319328,-3965.3447265625
142.545378151261,12.2495798319328,-4006.21533203125
142.56218487395,12.2495798319328,-4035.21533203125
142.578991596639,12.2495798319328,-4086.75537109375
142.595798319328,12.2495798319328,-4126.30517578125
142.612605042017,12.2495798319328,-4147.6455078125
142.629411764706,12.2495798319328,-4158.9951171875
142.646218487395,12.2495798319328,-4181.91552734375
142.663025210084,12.2495798319328,-4155.28515625
142.679831932773,12.2495798319328,-4087.931640625
142.696638655462,12.2495798319328,-4106.16162109375
142.713445378151,12.2495798319328,-4143.1015625
142.73025210084,12.2495798319328,-4141.76171875
142.747058823529,12.2495798319328,-4116.021484375
142.763865546218,12.2495798319328,-4135.58154296875
142.780672268908,12.2495798319328,-4169.83154296875
142.797478991597,12.2495798319328,-4111.17138671875
142.814285714286,12.2495798319328,-4103.9375
142.831092436975,12.2495798319328,-4072.25756835938
142.847899159664,12.2495798319328,-3993.267578125
142.864705882353,12.2495798319328,-3937.42749023438
142.881512605042,12.2495798319328,-4027.9375
142.898319327731,12.2495798319328,-4105.5576171875
142.91512605042,12.2495798319328,-4122.6875
142.931932773109,12.2495798319328,-4144.74755859375
142.948739495798,12.2495798319328,-4041.75244140625
142.965546218487,12.2495798319328,-4001.5625
142.982352941176,12.2495798319328,-4002.17260742188
142.999159663866,12.2495798319328,-3902.97265625
143.015966386555,12.2495798319328,-3825.03247070312
143.032773109244,12.2495798319328,-3860.47265625
143.049579831933,12.2495798319328,-3871.3525390625
143.066386554622,12.2495798319328,-3839.8125
143.083193277311,12.2495798319328,-3844.83984375
143.1,12.2495798319328,-3848.30004882812
141.1,12.2327731092437,-5306.15869140625
141.116806722689,12.2327731092437,-5285.48876953125
141.133613445378,12.2327731092437,-5285.69873046875
141.150420168067,12.2327731092437,-5288.6787109375
141.167226890756,12.2327731092437,-5287.14892578125
141.184033613445,12.2327731092437,-5153.52880859375
141.200840336134,12.2327731092437,-4921.0791015625
141.217647058824,12.2327731092437,-4837.26904296875
141.234453781513,12.2327731092437,-4759.4990234375
141.251260504202,12.2327731092437,-4612.888671875
141.268067226891,12.2327731092437,-4374.39892578125
141.28487394958,12.2327731092437,-4184.35888671875
141.301680672269,12.2327731092437,-4153.77880859375
141.318487394958,12.2327731092437,-4247.7587890625
141.335294117647,12.2327731092437,-4508.83251953125
141.352100840336,12.2327731092437,-4551.37255859375
141.368907563025,12.2327731092437,-4600.59228515625
141.385714285714,12.2327731092437,-4754.20263671875
141.402521008403,12.2327731092437,-4607.28271484375
141.419327731092,12.2327731092437,-4464.46240234375
141.436134453782,12.2327731092437,-4249.79248046875
141.452941176471,12.2327731092437,-3909.0224609375
141.46974789916,12.2327731092437,-3598.25952148438
141.486554621849,12.2327731092437,-3620.26953125
141.503361344538,12.2327731092437,-3561.0595703125
141.520168067227,12.2327731092437,-3558.24951171875
141.536974789916,12.2327731092437,-3572.90942382812
141.553781512605,12.2327731092437,-3605.95947265625
141.570588235294,12.2327731092437,-3533.3994140625
141.587394957983,12.2327731092437,-3379.74951171875
141.604201680672,12.2327731092437,-3123.62084960938
141.621008403361,12.2327731092437,-2800.07080078125
141.63781512605,12.2327731092437,-2379.79077148438
141.654621848739,12.2327731092437,-2279.220703125
141.671428571429,12.2327731092437,-2330.31079101562
141.688235294118,12.2327731092437,-2331.69067382812
141.705042016807,12.2327731092437,-2219.04077148438
141.721848739496,12.2327731092437,-2157.81079101562
141.738655462185,12.2327731092437,-2117.25170898438
141.755462184874,12.2327731092437,-2151.44189453125
141.772268907563,12.2327731092437,-2194.43188476562
141.789075630252,12.2327731092437,-2177.95190429688
141.805882352941,12.2327731092437,-2183.43188476562
141.82268907563,12.2327731092437,-2234.62182617188
141.839495798319,12.2327731092437,-2426.07177734375
141.856302521008,12.2327731092437,-2611.85180664062
141.873109243697,12.2327731092437,-2631.40893554688
141.889915966387,12.2327731092437,-2664.75903320312
141.906722689076,12.2327731092437,-2567.34887695312
141.923529411765,12.2327731092437,-2557.12890625
141.940336134454,12.2327731092437,-2585.15893554688
141.957142857143,12.2327731092437,-2519.1689453125
141.973949579832,12.2327731092437,-2335.07885742188
141.990756302521,12.2327731092437,-2087.01904296875
142.00756302521,12.2327731092437,-2034.22131347656
142.024369747899,12.2327731092437,-2046.64135742188
142.041176470588,12.2327731092437,-2115.71142578125
142.057983193277,12.2327731092437,-2119.76123046875
142.074789915966,12.2327731092437,-2131.12133789062
142.091596638655,12.2327731092437,-2135.98120117188
142.108403361345,12.2327731092437,-2106.17138671875
142.125210084034,12.2327731092437,-1774.44128417969
142.142016806723,12.2327731092437,-1601.19152832031
142.158823529412,12.2327731092437,-1873.86157226562
142.175630252101,12.2327731092437,-2121.3115234375
142.19243697479,12.2327731092437,-2303.11157226562
142.209243697479,12.2327731092437,-2553.63159179688
142.226050420168,12.2327731092437,-2706.09155273438
142.242857142857,12.2327731092437,-2498.33154296875
142.259663865546,12.2327731092437,-2076.7314453125
142.276470588235,12.2327731092437,-2271.84912109375
142.293277310924,12.2327731092437,-2456.7890625
142.310084033613,12.2327731092437,-2368.92919921875
142.326890756303,12.2327731092437,-2882.22900390625
142.343697478992,12.2327731092437,-3359.77905273438
142.360504201681,12.2327731092437,-3381.119140625
142.37731092437,12.2327731092437,-3335.58911132812
142.394117647059,12.2327731092437,-3291.208984375
142.410924369748,12.2327731092437,-3394.8046875
142.427731092437,12.2327731092437,-3538.85473632812
142.444537815126,12.2327731092437,-3704.37475585938
142.461344537815,12.2327731092437,-3811.18481445312
142.478151260504,12.2327731092437,-3844.85473632812
142.494957983193,12.2327731092437,-3882.40478515625
142.511764705882,12.2327731092437,-3897.37475585938
142.528571428571,12.2327731092437,-3944.71484375
142.545378151261,12.2327731092437,-3980.93530273438
142.56218487395,12.2327731092437,-4012.1953125
142.578991596639,12.2327731092437,-4047.53540039062
142.595798319328,12.2327731092437,-4094.08544921875
142.612605042017,12.2327731092437,-4110.28515625
142.629411764706,12.2327731092437,-4125.275390625
142.646218487395,12.2327731092437,-4141.95556640625
142.663025210084,12.2327731092437,-4081.34545898438
142.679831932773,12.2327731092437,-4001.70166015625
142.696638655462,12.2327731092437,-4038.63159179688
142.713445378151,12.2327731092437,-4099.6416015625
142.73025210084,12.2327731092437,-4094.46142578125
142.747058823529,12.2327731092437,-4112.78173828125
142.763865546218,12.2327731092437,-4114.59130859375
142.780672268908,12.2327731092437,-4123.931640625
142.797478991597,12.2327731092437,-4110.271484375
142.814285714286,12.2327731092437,-4085.3173828125
142.831092436975,12.2327731092437,-3996.357421875
142.847899159664,12.2327731092437,-3952.1875
142.864705882353,12.2327731092437,-3919.24755859375
142.881512605042,12.2327731092437,-4007.87744140625
142.898319327731,12.2327731092437,-4058.62744140625
142.91512605042,12.2327731092437,-4074.8076171875
142.931932773109,12.2327731092437,-4096.8076171875
142.948739495798,12.2327731092437,-4024.6826171875
142.965546218487,12.2327731092437,-3912.5625
142.982352941176,12.2327731092437,-3939.70263671875
142.999159663866,12.2327731092437,-4017.3525390625
143.015966386555,12.2327731092437,-3878.05249023438
143.032773109244,12.2327731092437,-3876.26245117188
143.049579831933,12.2327731092437,-3890.63256835938
143.066386554622,12.2327731092437,-3822.30249023438
143.083193277311,12.2327731092437,-3848.31982421875
143.1,12.2327731092437,-3840.25
141.1,12.2159663865546,-5314.48876953125
141.116806722689,12.2159663865546,-5304.82861328125
141.133613445378,12.2159663865546,-5245.78857421875
141.150420168067,12.2159663865546,-5282.10888671875
141.167226890756,12.2159663865546,-5129.0888671875
141.184033613445,12.2159663865546,-4809.86865234375
141.200840336134,12.2159663865546,-4650.6787109375
141.217647058824,12.2159663865546,-4684.208984375
141.234453781513,12.2159663865546,-4688.5087890625
