Day,Month,Year,Day of year,OITO_F_1,OITO_F_2,OITO_F_3,OITO_F_25,OITO_M_1,OITO_M_2,OITO_M_3,OITO_M_25,OITO_C_1,OITO_C_2,OITO_C_3,OITO_C_25,OITO_J_1,OITO_J_2,OITO_J_3,OITO_1,OITO_2,OITO_3,OITO_25,MIC_A_1,MIC_A_2,MIC_A_3,MIC_A_25,MIC_C_1,MIC_C_2,MIC_C_3,MIC_C_25,MIC_J_1,MIC_N0_J_2,MIC_J_3,MIC_J_25,MIC_N_1,MIC_N_2,MIC_N_3,MIC_N_25,MIC_1,MIC_2,MIC_3,MIC_25
1,4,1964,90,50,33,0,40,0,0,0,0,950,100,13,440,NA,NA,NA,1000,133,13,480,0,0,0,0,50,33,13,40,0,0,0,0,0,0,0,0,50,33,13,40
11,4,1964,100,50,0,0,20,0,0,0,0,2100,168,13,941,NA,NA,NA,2150,168,13,961,0,0,0,0,50,108,10,85,0,0,0,0,0,0,0,0,50,108,10,85
21,4,1964,110,0,19,0,11,0,2,0,1,4000,382,13,1829,NA,NA,NA,4000,403,13,1842,0,0,0,0,350,3,52,142,0,0,0,0,0,0,0,0,350,3,52,142
30,4,1964,120,0,67,8,40,150,100,0,120,1350,33,528,560,NA,NA,NA,1500,200,536,720,0,0,0,0,300,368,48,341,0,0,0,0,0,0,0,0,300,368,48,341
10,5,1964,130,1050,33,0,440,350,100,13,200,8300,67,0,3360,NA,NA,NA,9700,200,13,4000,0,0,0,0,350,370,52,362,0,0,0,0,0,0,0,0,350,370,52,362
19,5,1964,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,5,1964,150,3800,268,13,1681,800,134,27,400,3300,200,13,1440,NA,NA,NA,7900,602,53,3521,0,0,0,0,2400,200,40,1080,0,0,0,0,0,0,0,0,2400,200,40,1080
10,6,1964,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,6,1964,170,5700,500,55,2580,800,0,0,320,150,0,0,60,NA,NA,NA,6650,500,55,2960,1550,33,0,640,7000,770,66,3262,0,0,0,0,0,0,0,0,8550,803,66,3902
2,7,1964,180,3500,34,92,1420,100,0,10,40,0,0,103,0,NA,NA,NA,3600,34,205,1460,1800,100,1,780,6400,167,6,2660,0,0,1,0,0,0,0,0,8200,267,8,3440
10,7,1964,190,2900,168,0,1261,100,0,0,40,50,67,27,60,NA,NA,NA,3050,235,27,1361,100,10,1,46,900,100,6,420,0,0,0,0,100,0,0,40,1100,110,7,506
20,7,1964,200,600,3560,0,2376,1100,500,0,740,28500,10200,460,17520,NA,NA,NA,30200,14260,460,20636,150,670,13,462,1950,7400,122,5220,200,0,0,80,1050,435,13,681,3350,8505,148,6443
31,7,1964,210,6300,2940,29,4284,1600,800,0,1120,15500,8000,102,11000,NA,NA,NA,23400,11740,131,16404,0,0,0,0,1950,200,58,900,250,0,0,100,600,67,0,280,2800,267,58,1280
11,8,1964,220,3500,4425,725,4055,900,490,14,654,3700,4425,346,4135,NA,NA,NA,8100,9340,1085,8844,0,0,0,0,400,114,29,228,87,0,0,35,0,0,0,0,487,114,29,263
19,8,1964,230,3700,840,13,1984,677,234,13,411,4068,2050,181,2857,NA,NA,NA,8445,3124,207,5252,2,0,0,1,112,33,0,65,16,0,0,6,8,0,0,3,138,33,0,75
30,8,1964,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,9,1964,250,1000,34,0,420,50,0,0,20,7500,2880,25,4728,2750,67,0,11300,2981,25,6309,0,0,0,0,950,168,75,481,0,0,0,0,0,0,0,0,950,168,75,481
20,9,1964,260,800,570,0,662,100,67,0,80,11450,12800,221,12260,4950,470,65,17300,13907,286,15264,0,0,0,0,650,1040,300,884,0,0,0,0,0,0,0,0,650,1040,300,884
30,9,1964,270,850,235,0,481,100,100,0,100,15500,11500,200,13100,7100,535,12,23550,12370,212,16842,0,0,0,0,1200,1475,288,1365,0,0,0,0,0,0,0,0,1200,1475,288,1365
12,10,1964,280,200,0,0,80,25,0,0,10,4050,2000,108,2820,500,34,0,4775,2034,108,3130,0,0,0,0,300,367,200,340,0,0,0,0,0,0,0,0,300,367,200,340
NA,NA,1964,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,10,1964,300,38,168,71,116,25,34,6,30,488,7000,1050,4395,25,100,0,576,7302,1127,4612,0,0,0,0,7,67,98,43,0,0,0,0,0,0,0,0,7,67,98,43
11,11,1964,310,0,168,21,101,0,0,7,0,925,2890,295,2104,25,633,21,950,3691,344,2595,0,0,0,0,100,0,21,40,0,0,0,0,0,0,0,0,100,0,21,40
20,11,1964,320,175,168,26,171,25,0,6,10,3325,4320,960,3922,250,302,32,3775,4790,1024,4384,0,0,0,0,175,168,13,171,0,0,0,0,0,0,0,0,175,168,13,171
29,11,1964,330,113,45,6,72,6,0,0,2,2912,2320,130,2557,107,120,32,3138,2485,168,2746,0,0,0,0,23,45,13,36,0,0,0,0,0,0,0,0,23,45,13,36
10,12,1964,340,25,33,6,30,0,1,13,1,2450,2840,520,2684,100,412,104,2575,3286,643,3002,0,0,0,0,125,66,6,90,0,0,0,0,0,0,0,0,125,66,6,90
20,12,1964,350,75,50,0,60,0,0,0,0,1200,2970,91,2262,150,61,42,1425,3081,133,2419,0,0,0,0,62,148,14,114,0,0,0,0,0,0,0,0,62,148,14,114
NA,NA,1964,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1965,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,1,1965,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1,1965,30,50,67,0,60,0,0,0,0,1100,3700,180,2660,50,33,13,1200,3800,193,2760,0,0,0,0,8,100,1,63,0,0,0,0,0,0,0,0,8,100,1,63
10,2,1965,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2,1965,50,36,0,2,14,5,0,0,2,2050,867,13,1340,50,0,0,2141,867,15,1377,0,0,0,0,150,267,81,220,0,0,0,0,0,0,0,0,150,267,81,220
1,3,1965,60,44,33,0,37,2,0,0,1,880,267,50,512,7,67,0,933,367,50,593,0,0,0,0,4,200,210,122,0,0,0,0,0,0,0,0,4,200,210,122
10,3,1965,70,44,0,0,18,2,0,0,1,880,33,5,372,7,0,1,933,33,6,393,0,0,0,0,4,3,16,3,0,0,0,0,0,0,0,0,4,3,16,3
20,3,1965,80,50,33,2,40,0,0,0,0,2400,100,52,1020,100,0,0,2550,133,54,1100,0,0,0,0,4,1,13,2,0,0,0,0,0,0,0,0,4,1,13,2
31,3,1965,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,4,1965,100,0,33,0,20,15,0,0,6,2300,767,13,1380,3,2,0,2318,802,13,1408,0,0,0,0,4,3,26,3,0,0,0,0,0,0,0,0,4,3,26,3
20,4,1965,110,50,19,3,31,0,2,1,1,4200,367,19,1900,50,0,0,4300,388,23,1953,0,0,0,0,100,67,38,80,0,0,0,0,0,0,0,0,100,67,38,80
29,4,1965,120,150,0,3,60,100,0,0,40,15200,300,26,6260,150,0,1,15600,300,30,6420,0,0,0,0,4,33,13,21,0,0,0,0,0,0,0,0,4,33,13,21
12,5,1965,130,1050,0,0,420,600,0,0,240,5400,107,50,2224,150,0,1,7200,107,51,2944,0,0,0,0,150,24,37,74,0,0,0,0,0,0,0,0,150,24,37,74
21,5,1965,140,570,33,0,248,430,96,11,230,970,100,52,448,0,0,0,1970,229,63,925,0,0,0,0,71,0,6,28,0,0,0,0,0,0,0,0,71,0,6,28
31,5,1965,150,550,0,0,220,660,96,0,322,130,33,0,72,34,0,0,1374,129,0,627,0,0,0,0,100,24,6,54,0,0,0,0,0,0,0,0,100,24,6,54
10,6,1965,160,2580,33,0,1052,519,121,0,280,1192,0,26,477,76,0,0,4367,154,26,1839,70,0,0,28,171,36,0,90,3,0,0,1,10,0,0,4,254,36,0,123
20,6,1965,170,3400,952,55,1931,550,0,8,220,200,0,26,80,0,0,5,4150,952,94,2231,200,0,5,80,500,134,13,280,100,0,0,40,0,0,0,0,800,134,18,400
28,6,1965,180,6300,267,15,2680,150,121,15,133,50,0,31,20,76,0,0,6576,388,61,2863,200,0,5,80,100,0,15,40,0,0,0,0,0,0,0,0,300,0,20,120
7,7,1965,190,2100,570,0,1182,727,50,0,321,470,50,0,218,0,0,0,3297,670,0,1721,0,0,0,0,140,0,0,56,0,0,0,0,0,0,0,0,140,0,0,56
17,7,1965,200,1300,2000,13,1720,50,200,0,140,2700,1268,103,1841,150,0,0,4200,3468,116,3761,0,0,0,0,140,18,0,67,0,0,0,0,77,15,0,40,217,33,0,107
1,8,1965,210,1400,300,90,740,470,33,0,208,3100,367,26,1460,50,116,0,5020,816,116,2498,0,0,0,0,100,0,0,40,0,6,0,4,0,2,0,1,100,8,0,45
10,8,1965,220,3600,1340,90,2244,350,200,0,260,1900,330,153,958,0,0,0,5850,1870,243,3462,0,0,0,0,50,22,0,33,0,6,0,4,0,0,0,0,50,28,0,37
20,8,1965,230,600,634,26,620,250,208,0,225,750,900,0,840,50,67,0,1650,1809,26,1745,0,0,0,0,100,67,0,80,150,6,0,64,0,2,0,1,250,75,0,145
30,8,1965,240,800,250,140,470,150,85,12,111,1550,2067,212,1860,700,0,0,3200,2402,364,2721,0,0,0,0,50,0,0,20,0,0,0,0,8,0,0,3,58,0,0,23
10,9,1965,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,9,1965,260,4100,767,210,2100,50,33,0,40,3200,2200,2100,2600,400,0,26,7750,3000,2336,4900,0,0,0,0,100,9,5,45,0,0,0,0,0,0,0,0,100,9,5,45
2,10,1965,270,1850,1340,175,1544,100,14,0,48,6600,4134,1790,5120,350,85,27,8900,5573,1992,6904,0,0,0,0,150,0,0,60,0,1,0,1,0,0,0,0,150,1,0,61
12,10,1965,280,650,335,11,461,0,0,0,0,7700,1840,550,4184,50,0,0,8400,2175,561,4665,0,0,0,0,7,3,0,5,0,0,0,0,0,0,0,0,7,3,0,5
20,10,1965,290,1200,369,26,701,0,33,0,20,7000,3080,585,4648,0,0,0,8200,3482,611,5369,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
30,10,1965,300,50,67,13,60,50,0,0,20,9100,4100,104,6100,0,0,26,9200,4167,143,6180,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,2,1
10,11,1965,310,50,100,0,80,0,0,0,0,5000,7450,555,6470,0,33,0,5050,7583,555,6570,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,11,1965,320,50,73,104,64,6,0,0,2,5600,2410,545,3686,0,0,0,5656,2483,649,3752,0,0,0,0,23,0,0,9,0,0,0,0,0,0,0,0,23,0,0,9
NA,NA,1965,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1965,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,12,1965,350,50,33,91,40,0,0,0,0,1850,500,1040,1040,50,0,0,1950,533,1131,1100,0,0,0,0,5,0,3,2,0,0,0,0,0,0,0,0,5,0,3,2
29,12,1965,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1,1966,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1,1966,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,1966,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2,1966,40,0,33,2,20,0,0,0,0,250,402,143,341,0,0,13,250,435,158,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,1966,50,50,33,0,40,0,0,0,0,1050,738,13,863,0,0,0,1100,771,13,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1966,60,0,8,2,5,0,0,0,0,1360,118,65,615,50,0,0,1410,126,67,640,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
10,3,1966,70,44,0,0,18,0,0,0,0,250,38,0,123,0,0,0,294,38,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,1966,80,0,0,0,0,0,0,0,0,415,231,14,305,0,0,0,415,231,14,305,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2
1,4,1966,90,0,0,3,0,0,0,0,0,50,234,27,160,0,0,0,50,234,30,160,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2
11,4,1966,100,62,0,0,25,0,0,0,0,500,144,0,286,0,0,0,562,144,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4,1966,110,62,33,0,45,15,2,0,7,2150,2210,39,2186,150,210,0,2377,2455,39,2424,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,4,0,1,2
30,4,1966,120,150,19,0,71,0,2,0,1,4700,390,39,2114,550,0,0,5400,411,39,2407,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2
10,5,1966,130,50,33,0,40,0,96,0,58,4500,705,13,2223,400,0,0,4950,834,13,2480,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
20,5,1966,140,100,0,0,40,634,96,0,311,1450,67,13,620,50,0,0,2234,163,13,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5,1966,150,400,0,25,160,150,0,11,60,7600,67,13,3080,0,0,0,8150,67,49,3300,0,0,0,0,50,33,13,40,0,0,0,0,0,0,0,0,50,33,13,40
10,6,1966,160,100,33,0,60,150,33,8,80,4300,470,13,2002,0,0,0,4550,536,21,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6,1966,170,2900,268,49,1321,950,570,29,722,3900,670,38,1962,50,0,0,7800,1508,116,4025,0,0,0,0,100,0,13,40,0,0,0,0,0,0,0,0,100,0,13,40
29,6,1966,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7,1966,190,2000,1600,81,1760,150,335,54,261,250,640,81,484,0,0,0,2400,2575,216,2505,56,5,0,25,50,18,14,31,0,0,0,0,0,0,0,0,106,23,14,56
20,7,1966,200,7900,737,44,3602,300,134,0,200,1550,200,0,740,0,0,0,9750,1071,44,4543,50,5,0,23,150,18,26,71,0,0,0,0,0,0,0,0,200,23,26,94
30,7,1966,210,5400,435,0,2421,350,200,10,260,800,67,103,360,50,0,0,6600,702,113,3061,300,34,1,140,900,0,13,360,0,0,0,0,0,0,0,0,1200,34,14,500
10,8,1966,220,600,1000,25,840,150,100,0,120,2500,469,125,1281,200,0,0,3450,1569,150,2321,2,0,0,1,350,34,0,160,50,6,0,24,8,0,0,3,410,40,0,188
20,8,1966,230,11400,535,78,4881,200,34,0,100,7000,1270,247,3562,0,116,0,18600,1955,325,8613,0,0,0,0,300,100,52,180,0,0,0,0,0,0,0,0,300,100,52,180
30,8,1966,240,4300,100,87,1780,500,0,14,200,6500,402,188,2841,100,100,29,11400,602,318,4921,0,0,0,0,1000,67,40,440,16,34,1,27,0,0,0,0,1016,101,41,467
10,9,1966,250,2000,435,0,1061,250,100,0,160,2900,3960,357,3536,650,0,0,5800,4495,357,5017,0,0,0,0,55,33,13,42,50,1,0,21,0,0,0,0,105,34,13,62
20,9,1966,260,750,67,27,340,109,33,0,63,2300,1073,108,1564,100,0,13,3259,1173,148,2007,0,1,0,1,150,9,5,65,0,0,0,0,0,0,0,0,150,10,5,66
30,9,1966,270,1100,200,13,560,50,0,0,20,6300,3420,247,4572,0,34,0,7450,3654,260,5172,0,0,0,0,55,34,5,42,0,0,0,0,0,0,0,0,55,34,5,42
10,10,1966,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,10,1966,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,10,1966,300,100,234,25,180,50,14,0,28,3100,1800,300,2320,250,134,0,3500,2182,325,2709,0,0,0,0,50,3,12,22,0,0,0,0,0,0,0,0,50,3,12,22
10,11,1966,310,250,134,0,180,6,100,0,62,2200,4330,0,3478,100,67,0,2556,4631,0,3801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1966,320,150,100,21,120,0,0,0,0,1400,1300,52,1340,0,0,0,1550,1400,73,1460,0,0,0,0,23,6,3,13,0,0,0,0,0,0,0,0,23,6,3,13
30,11,1966,330,150,34,0,80,50,0,0,20,1550,967,290,1200,0,0,0,1750,1001,290,1301,0,0,0,0,23,6,0,13,0,1,0,1,0,0,0,0,23,7,0,13
8,12,1966,340,200,57,42,114,0,0,0,0,2400,2470,180,2442,0,0,14,2600,2527,236,2556,0,0,0,0,5,34,3,22,0,0,0,0,0,0,0,0,5,34,3,22
NA,NA,1966,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1966,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1967,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,1,1967,20,70,2,2,29,0,0,0,0,500,234,25,340,0,0,0,570,236,27,370,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2
31,1,1967,30,0,33,0,20,0,0,0,0,150,267,5,220,0,0,0,150,300,5,240,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
10,2,1967,40,200,0,0,80,0,2,0,1,450,467,5,460,0,0,0,650,469,5,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,1967,50,50,0,0,20,0,0,0,0,150,10,26,66,0,0,0,200,10,26,86,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
1,3,1967,60,25,0,0,10,0,2,0,1,400,2,0,161,0,0,0,425,4,0,172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,3,1967,70,0,10,5,6,0,0,2,0,650,400,38,500,0,0,0,650,410,45,506,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
19,3,1967,80,50,0,2,20,0,0,0,0,500,134,38,280,0,0,0,550,134,40,300,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
31,3,1967,90,50,0,0,20,2,2,0,2,150,134,26,140,0,0,0,202,136,26,162,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1
10,4,1967,100,300,33,0,140,20,0,2,8,1700,167,38,780,0,0,0,2020,200,40,928,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
20,4,1967,110,117,62,0,84,23,1,0,10,1262,156,26,598,0,0,0,1402,219,26,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,1967,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,5,1967,130,655,0,13,262,327,62,0,168,187,47,32,103,0,0,0,1169,109,45,533,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0
20,5,1967,140,187,8,6,80,23,0,0,9,117,16,13,56,0,0,6,327,24,25,145,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
31,5,1967,150,1590,16,25,646,444,31,0,196,94,0,0,38,0,0,0,2128,47,25,879,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10,6,1967,160,6265,94,0,2562,561,1,0,225,561,0,0,224,0,0,0,7387,95,0,3012,0,0,0,0,94,31,1,56,0,0,0,0,0,0,0,0,94,31,1,56
20,6,1967,170,2338,841,12,1440,561,125,0,299,374,62,0,187,0,0,0,3273,1028,12,1926,0,0,0,0,94,1,25,38,0,0,0,0,0,0,0,0,94,1,25,38
30,6,1967,180,3039,125,0,1291,47,0,0,19,47,0,0,19,0,0,0,3133,125,0,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7,1967,190,1777,1869,25,1832,514,31,0,224,7714,498,25,3384,187,0,0,10192,2398,50,5516,0,0,0,0,47,0,1,19,0,0,0,0,0,0,0,0,47,0,1,19
21,7,1967,200,4582,405,47,2076,1590,0,0,636,7948,405,71,3422,374,0,0,14494,810,118,6284,0,0,0,0,374,0,24,150,0,0,0,0,0,0,0,0,374,0,24,150
31,7,1967,210,6311,3520,25,4636,1823,187,0,841,16690,3177,111,8582,0,31,0,24824,6915,136,14079,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
10,8,1967,220,1963,5171,228,3888,164,935,12,627,1449,4859,216,3495,47,0,0,3623,10965,456,8028,0,0,0,0,0,31,0,19,0,0,0,0,0,0,0,0,0,31,0,19
21,8,1967,230,6452,2461,190,4057,1262,280,13,673,2945,2990,202,2972,47,31,0,10706,5762,405,7740,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
31,8,1967,240,1847,2371,74,2161,397,334,37,359,701,1169,135,982,23,0,0,2968,3874,246,3512,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
11,9,1967,250,1542,2243,81,1963,70,31,0,47,1262,935,69,1066,140,0,12,3014,3209,162,3131,0,0,0,0,70,62,23,65,0,0,0,0,0,0,0,0,70,62,23,65
19,9,1967,260,1356,312,23,730,47,0,0,19,3506,717,80,1833,0,0,0,4909,1029,103,2581,0,0,0,0,140,1,1,57,0,0,0,0,0,0,0,0,140,1,1,57
30,9,1967,270,805,1246,51,1070,24,78,13,56,2304,1620,152,1894,0,16,25,3133,2960,241,3029,0,0,0,0,1,1,13,1,0,0,0,0,0,0,0,0,1,1,13,1
10,10,1967,280,253,109,25,167,1,16,0,10,1102,592,68,796,0,16,0,1356,733,93,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,10,1967,290,350,234,13,280,20,0,0,8,1450,1434,182,1440,0,0,0,1820,1668,195,1729,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,2,1
30,10,1967,300,20,33,0,28,0,0,0,0,1700,1067,65,1320,0,0,0,1720,1100,65,1348,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,2,0,2,1
11,11,1967,310,20,33,13,28,0,0,0,0,1550,1534,273,1540,0,0,0,1570,1567,286,1568,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,2,1
23,11,1967,320,20,33,0,28,0,0,0,0,1100,534,52,760,0,0,0,1120,567,52,788,0,0,0,0,20,10,0,14,0,0,0,0,0,0,0,0,20,10,0,14
30,11,1967,330,50,33,0,40,0,0,0,0,3000,500,52,1500,0,0,0,3050,533,52,1540,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
12,12,1967,340,50,33,27,40,0,0,0,0,450,134,121,260,0,0,0,500,167,148,300,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,2,0,5,1
19,12,1967,350,50,0,0,20,0,0,0,0,200,234,13,220,0,0,0,250,234,13,240,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
NA,NA,1967,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1968,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1,1968,20,30,33,10,32,0,0,1,0,150,100,12,120,0,0,0,180,133,23,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1968,30,0,20,10,12,0,0,0,0,150,67,10,100,0,0,0,150,87,20,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
