"","sample.id","year","latitude","longitude","n.obs","ndvi.gs.avg","ndvi.gs.med","ndvi.gs.q90","ndvi.max","ndvi.max.lwr","ndvi.max.upr","ndvi.max.doy"
"38","S_10",2014,55.140443,159.972923,16,0.784075420601727,0.803496830459907,0.848766991661731,0.848766991661731,0.725933737669159,0.874282246892955,235
"39","S_10",2015,55.140443,159.972923,10,0.742939707564239,0.75197694041898,0.775652563215008,0.811614864054902,0.748190289727227,0.868600942893421,235
"40","S_10",2016,55.140443,159.972923,14,0.777020321805421,0.790353683391201,0.844909015544566,0.844909015544566,0.618925371137101,0.873061815065974,232
"41","S_10",2017,55.140443,159.972923,11,0.777795728911938,0.800307413173278,0.822460375636324,0.822460375636324,0.713728944223527,0.834292150665025,229
"42","S_10",2018,55.140443,159.972923,10,0.732516100257087,0.787372011543371,0.804389914834871,0.804389914834871,0.687582662666227,0.822454115497904,215
"43","S_10",2019,55.140443,159.972923,9,0.689506921956628,0.689035482656857,0.800071619199246,0.825518431172228,0.632684687219544,0.873400811648449,216
"44","S_10",2020,55.140443,159.972923,15,0.780918050137148,0.792315619772212,0.836575381731545,0.844484079888392,0.782700410423941,0.868221461686532,218
"45","S_10",2021,55.140443,159.972923,17,0.721631556296032,0.71436252837854,0.798233866323948,0.803005276895629,0.61903189449234,0.834354421529418,218
"46","S_10",2022,55.140443,159.972923,20,0.777548621528772,0.785423828480247,0.810453389694224,0.83233223407881,0.780411180212206,0.920240252946714,220
"47","S_10",2023,55.140443,159.972923,11,0.757274774771155,0.77766736755825,0.819063306654507,0.819063306654507,0.658537536838079,0.901392543069711,220
"48","S_10",2024,55.140443,159.972923,6,0.776163496566176,0.809808453314007,0.828000746132062,0.831661450272594,0.820718063463832,0.919730021318567,221
"49","S_2",2004,55.105053,160.011104,1,0.53765447667087,0.53765447667087,0.53765447667087,0.723475839223968,0.723475839223968,0.723475839223968,211
"50","S_2",2006,55.105053,160.011104,4,0.748635193690327,0.700198729748094,0.839774902957231,0.896861872339197,0.811859627947679,0.905301008018675,210
"51","S_2",2007,55.105053,160.011104,4,0.823423586715072,0.815745184644796,0.841737858510603,0.841737858510603,0.811841648095344,0.86931599726726,209
"52","S_2",2008,55.105053,160.011104,3,0.837273940933771,0.815003604160231,0.880436970238097,0.880436970238097,0.810662551608665,0.89709906417502,209
"53","S_2",2009,55.105053,160.011104,18,0.722289644583887,0.739573014125771,0.813120504529605,0.813120504529605,0.662092042484657,0.906317324962607,210
"54","S_2",2010,55.105053,160.011104,2,0.830636855747566,0.830636855747566,0.831423014370636,0.862498376543847,0.861515678265009,0.863481074822686,211
"55","S_2",2011,55.105053,160.011104,5,0.815256329574379,0.812703825715563,0.828963310893803,0.875757075489811,0.830384368710227,0.896457914840398,206
"56","S_2",2012,55.105053,160.011104,7,0.73917445501362,0.69274061409133,0.841151692448411,0.842999901544469,0.712617707688381,0.849446575889252,202
"57","S_2",2013,55.105053,160.011104,12,0.724377624032203,0.683918445193238,0.828634883987751,0.845304020180186,0.777363317957658,0.861775865946068,202
"58","S_2",2014,55.105053,160.011104,11,0.816417866103036,0.823998270395477,0.840813359093473,0.840813359093473,0.810160271968066,0.88822334606761,234
"59","S_2",2015,55.105053,160.011104,11,0.718064785557107,0.686516621405942,0.815370445905461,0.818474359865062,0.610242074219947,0.875297410124572,202
"60","S_2",2016,55.105053,160.011104,13,0.800997553854954,0.790553110376504,0.896845871109309,0.896845871109309,0.716234693311507,0.923012608273971,236
"61","S_2",2017,55.105053,160.011104,12,0.81242835728696,0.808270129167026,0.840838042624039,0.840838042624039,0.800689792241032,0.872568776180033,236
"62","S_2",2018,55.105053,160.011104,9,0.812500971915526,0.820919513633712,0.833424481387608,0.833424481387608,0.811407387805027,0.865006814716237,236
"63","S_2",2019,55.105053,160.011104,7,0.745862215893001,0.784982734033401,0.806027844904512,0.810914318052134,0.709663505537393,0.832262316446817,235
"64","S_2",2020,55.105053,160.011104,16,0.799410652747818,0.823958175386469,0.841097783864242,0.851844893024496,0.738904109239986,0.90103001575756,234
"65","S_2",2021,55.105053,160.011104,20,0.764105351068547,0.791984995635206,0.819069824680696,0.819992930920718,0.737721335171148,0.880095817765189,232
"66","S_2",2022,55.105053,160.011104,20,0.785915091564977,0.805041839464975,0.847221476868974,0.847221476868974,0.760806879620713,0.945804423437407,232
"67","S_2",2023,55.105053,160.011104,11,0.802539001352405,0.833665647051428,0.864171301711585,0.864171301711585,0.739782103632495,0.901647282672556,229
"68","S_2",2024,55.105053,160.011104,6,0.792978613184605,0.813804199263524,0.835480155653128,0.846115841680552,0.828665325034283,0.880677371039204,229
"69","S_3",1999,55.093833,159.929449,1,0.779315960912052,0.779315960912052,0.779315960912052,0.78375880347194,0.78375880347194,0.78375880347194,201
"70","S_3",2000,55.093833,159.929449,5,0.681131291067713,0.66917476467542,0.720792862412621,0.745643986324088,0.735628964359146,0.763428714405371,201
"71","S_3",2001,55.093833,159.929449,6,0.718543240262693,0.716823465289237,0.772388984049789,0.783284025128846,0.73270642464352,0.798960238394576,201
"72","S_3",2002,55.093833,159.929449,6,0.760904423304639,0.803329485014975,0.845021386379686,0.845021386379686,0.626070636745114,0.86039246225854,196
"73","S_3",2004,55.093833,159.929449,1,0.712971602529665,0.712971602529665,0.712971602529665,0.761972046583679,0.761972046583679,0.761972046583679,199
"74","S_3",2005,55.093833,159.929449,4,0.819757317021007,0.82887440032749,0.84509950919407,0.84509950919407,0.803901963534922,0.86181755492118,202
"75","S_3",2006,55.093833,159.929449,2,0.761268248750017,0.761268248750017,0.76198157113209,0.872483770596565,0.871592117618974,0.873375423574156,203
"76","S_3",2007,55.093833,159.929449,7,0.764275394407175,0.791817103878282,0.855037878622159,0.855037878622159,0.716061293223743,0.916813739390399,204
"77","S_3",2008,55.093833,159.929449,3,0.745128991177935,0.76305089709079,0.829061039336057,0.848889802873872,0.721491004145204,0.887857379480535,204
"78","S_3",2009,55.093833,159.929449,15,0.729099787232478,0.786279817118295,0.823405152449877,0.824456957683884,0.657766824010931,0.909977280294628,206
"79","S_3",2010,55.093833,159.929449,2,0.767334129534543,0.767334129534543,0.805727417785068,0.854162272684177,0.834152493849558,0.874172051518796,211
"80","S_3",2011,55.093833,159.929449,2,0.822001342702356,0.822001342702356,0.841913992985131,0.841913992985131,0.797133365560153,0.846990182589544,213
"81","S_3",2012,55.093833,159.929449,7,0.725076916923658,0.700164304511027,0.845944537867766,0.845944537867766,0.676655135857722,0.856648862588687,193
"82","S_3",2013,55.093833,159.929449,11,0.762214304966392,0.746056575716912,0.851853776773831,0.851853776773831,0.69362378419902,0.854178926689945,240
"83","S_3",2014,55.093833,159.929449,15,0.80886415807184,0.835106495956003,0.843899995715686,0.844218558491719,0.665960425400379,0.902493270759536,243
"84","S_3",2015,55.093833,159.929449,12,0.716418396565751,0.728286044780273,0.811616998819604,0.811616998819604,0.632180707751633,0.838792725283912,189
"85","S_3",2016,55.093833,159.929449,12,0.755719103974893,0.768320641534629,0.801779543964198,0.801779543964198,0.731344735048404,0.892143193842292,188
"86","S_3",2017,55.093833,159.929449,10,0.802023656033443,0.818714072874754,0.831214438697068,0.831214438697068,0.769804400624677,0.849147987534512,187
"87","S_3",2018,55.093833,159.929449,7,0.817250359975088,0.821273267318259,0.830024430392977,0.830024430392977,0.809372067165512,0.835829340375347,185
"88","S_3",2019,55.093833,159.929449,11,0.728048328761074,0.705478636535121,0.808158929034138,0.814862686967543,0.735761732205721,0.873888231028356,208
"89","S_3",2020,55.093833,159.929449,13,0.800493958636998,0.818443834128716,0.857234214246712,0.857234214246712,0.725328018961401,0.870673761328527,216
"90","S_3",2021,55.093833,159.929449,13,0.760913399208749,0.760088378940555,0.82381299589823,0.824954534551947,0.692792876089889,0.877323739591712,219
"91","S_3",2022,55.093833,159.929449,19,0.789985481281805,0.803823874913922,0.835601032309344,0.839382170000873,0.79306059007956,0.906660274383665,219
"92","S_3",2023,55.093833,159.929449,9,0.805503016124739,0.8258877336953,0.849065233266168,0.849065233266168,0.786466812426771,0.911962668449898,219
"93","S_3",2024,55.093833,159.929449,9,0.811186140545986,0.824701668575414,0.84082834631002,0.857500124726444,0.849819473364069,0.931194595281077,219
"94","S_4",2000,55.135526,159.978384,7,0.645452351104277,0.6366107592356,0.691188084810133,0.721922466009886,0.640358490144512,0.749351938787156,210
"95","S_4",2001,55.135526,159.978384,5,0.638979196992885,0.662776267168654,0.710687179394795,0.734457931923996,0.591132156284948,0.78620519225315,211
"96","S_4",2002,55.135526,159.978384,5,0.713717722256131,0.750464044447251,0.79979343627268,0.79979343627268,0.591306701768432,0.833770382826765,212
"97","S_4",2004,55.135526,159.978384,6,0.659391250006321,0.647910287958854,0.838110349315878,0.838110349315878,0.644163048202808,0.87269180496042,215
"98","S_4",2005,55.135526,159.978384,3,0.764110897702012,0.759687185321773,0.772040709961043,0.804724717685389,0.777432855563091,0.806895486343759,216
"99","S_4",2006,55.135526,159.978384,1,0.875213825167771,0.875213825167771,0.875213825167771,0.875251636314645,0.875251636314645,0.875251636314645,216
"100","S_4",2007,55.135526,159.978384,2,0.769038506527578,0.769038506527578,0.770757996976001,0.782446490783525,0.780297127722996,0.784595853844054,215
"101","S_4",2008,55.135526,159.978384,5,0.735522843645984,0.679059844006855,0.855878231483246,0.855878231483246,0.656909880647465,0.911173431185099,214
"102","S_4",2009,55.135526,159.978384,19,0.710617604243037,0.743514005809088,0.814662397599788,0.814662397599788,0.631138676558829,0.903874130580687,212
"103","S_4",2010,55.135526,159.978384,2,0.794009978338133,0.794009978338133,0.794769984401394,0.817954122123375,0.817004114544299,0.818904129702452,217
"104","S_4",2011,55.135526,159.978384,9,0.786676222359916,0.80655038547761,0.864869780426953,0.864869780426953,0.711506859908543,0.981491590138135,216
"105","S_4",2012,55.135526,159.978384,5,0.620926284479799,0.619008722541498,0.624745052495622,0.778047534696905,0.659315024472919,0.822873901163851,215
"106","S_4",2013,55.135526,159.978384,11,0.70378251548458,0.694046137182948,0.779358338867681,0.823020511730165,0.758127984030684,0.859698861569473,189
"107","S_4",2014,55.135526,159.978384,18,0.779233009924312,0.810570083657967,0.835693197891601,0.835693197891601,0.6711757765608,0.860839911512637,190
"108","S_4",2015,55.135526,159.978384,10,0.740268569690631,0.761383809164774,0.784656198418191,0.788870489854077,0.765520428194101,0.853859807035443,192
"109","S_4",2016,55.135526,159.978384,16,0.751459045039279,0.7728313152462,0.811684703141221,0.811684703141221,0.679930372392094,0.843499899167444,207
"110","S_4",2017,55.135526,159.978384,11,0.778954454694284,0.803288283383939,0.825308382394097,0.825308382394097,0.757534844225468,0.836625145583697,212
"111","S_4",2018,55.135526,159.978384,13,0.743097537662208,0.792242689955097,0.816641570027372,0.816641570027372,0.633377958686117,0.845919567596211,216
"112","S_4",2019,55.135526,159.978384,6,0.69307148295752,0.747377705237109,0.793637852893093,0.793637852893093,0.655032482920654,0.82589771408022,213
"113","S_4",2020,55.135526,159.978384,17,0.799067644888301,0.79419128130859,0.865334648319244,0.865334648319244,0.752288745495252,0.878249637103972,215
"114","S_4",2021,55.135526,159.978384,16,0.739425233506751,0.768472525215395,0.825491875666385,0.825491875666385,0.67876877146236,0.851771260727672,216
"115","S_4",2022,55.135526,159.978384,16,0.769801429117963,0.798439911638678,0.818429091024339,0.822050128270367,0.693939726100001,0.851272370426009,218
"116","S_4",2023,55.135526,159.978384,9,0.746164420780012,0.77550171744065,0.822717301348302,0.822717301348302,0.737710269954951,0.867494033109569,219
"117","S_4",2024,55.135526,159.978384,8,0.774435038835102,0.806813604802993,0.829466492436558,0.842485984675838,0.7714229615783,0.867609516951984,220
"118","S_5",2000,55.139163,159.989232,7,0.671715784928072,0.68001649257834,0.728285100801571,0.728285100801571,0.61937559874302,0.843890558476703,198
"119","S_5",2001,55.139163,159.989232,3,0.676949160773075,0.727971160852391,0.728699605870596,0.753354299547987,0.629797907834112,0.754264855820743,200
"120","S_5",2002,55.139163,159.989232,5,0.720357773139096,0.752084491384102,0.805886289679623,0.805886289679623,0.627021430167642,0.834079684054596,200
"121","S_5",2004,55.139163,159.989232,3,0.813430439963672,0.825411553427118,0.837075055580636,0.871146281136009,0.799943815565118,0.885725658827907,208
"122","S_5",2005,55.139163,159.989232,3,0.800947148305387,0.794405430406629,0.816673613758994,0.816673613758994,0.808451987007407,0.82524903792715,207
"123","S_5",2006,55.139163,159.989232,2,0.731720719552171,0.731720719552171,0.73400305176121,0.874982072877698,0.8721291576164,0.877834988138997,205
"124","S_5",2007,55.139163,159.989232,5,0.798020858317611,0.797904574927444,0.813235832732482,0.813235832732482,0.780709676075537,0.82775508758486,205
"125","S_5",2008,55.139163,159.989232,4,0.749905822641387,0.75681941707481,0.849612387770631,0.849612387770631,0.713003194692855,0.854674824673844,204
"126","S_5",2009,55.139163,159.989232,19,0.70463377623247,0.709545324687906,0.822193343170488,0.822193343170488,0.657792072270971,0.89042042053915,205
"127","S_5",2010,55.139163,159.989232,4,0.793720305341512,0.793518308186107,0.808349484651243,0.824501413181777,0.818711986884449,0.831098828100725,203
"128","S_5",2011,55.139163,159.989232,9,0.798819243203361,0.810124783263694,0.84470785244214,0.84470785244214,0.708947203107795,0.912155177188577,202
"129","S_5",2012,55.139163,159.989232,9,0.717213457631121,0.684201718174718,0.813473306682959,0.813473306682959,0.714701055977629,0.869021673924608,199
"130","S_5",2013,55.139163,159.989232,15,0.762465066662628,0.768592398378149,0.818116285602247,0.837446125258373,0.776367772989813,0.906772825077543,197
"131","S_5",2014,55.139163,159.989232,15,0.775650594563661,0.808392573945216,0.836794480762213,0.836794480762213,0.682398085272396,0.860137373547475,192
"132","S_5",2015,55.139163,159.989232,12,0.724469346589221,0.737436760989142,0.787405597887538,0.819372483448323,0.721592894043985,0.879075655816817,194
"133","S_5",2016,55.139163,159.989232,11,0.797385611029789,0.792258052287128,0.878801089918256,0.878801089918256,0.748487386872652,0.894274830997739,193
"134","S_5",2017,55.139163,159.989232,12,0.802002305064096,0.814583150619365,0.840668647024535,0.840668647024535,0.769316224584797,0.848158059478,198
"135","S_5",2018,55.139163,159.989232,9,0.733823716223171,0.747846802272311,0.837076542405911,0.837076542405911,0.707715207336197,0.843180124291109,199
"136","S_5",2019,55.139163,159.989232,7,0.683382724300012,0.661751199101949,0.790018900614453,0.837029323119722,0.691701295253365,0.85681320597758,212
"137","S_5",2020,55.139163,159.989232,13,0.797605727233764,0.803207075895029,0.842352349906745,0.844123544068796,0.7409812251334,0.874144064447836,216
"138","S_5",2021,55.139163,159.989232,18,0.739873248138338,0.739082432423517,0.813007471403634,0.823217108722654,0.688512599880605,0.894499504630446,218
"139","S_5",2022,55.139163,159.989232,13,0.795451025967623,0.79870465410457,0.843270736385794,0.843270736385794,0.75554235248206,0.975125958663521,220
"140","S_5",2023,55.139163,159.989232,8,0.789456891791841,0.805731877074473,0.844448905842552,0.844448905842552,0.734877572715065,0.882821951769442,220
"141","S_5",2024,55.139163,159.989232,7,0.795257362165402,0.830373509929398,0.833076718082012,0.860481087862453,0.843627866734909,0.891105980239298,221
"142","S_6",2000,55.132328,159.901575,6,0.636107219458301,0.617186937832586,0.708684347808173,0.708684347808173,0.608414665981216,0.751505833585786,213
"143","S_6",2001,55.132328,159.901575,4,0.64516887259116,0.65068976005284,0.724507168472037,0.724507168472037,0.642812678489172,0.75682113107735,216
"144","S_6",2002,55.132328,159.901575,5,0.733834741564881,0.740107318746478,0.755487084369802,0.769246581004353,0.697900211576714,0.788099101316067,219
"145","S_6",2004,55.132328,159.901575,2,0.563605904672988,0.563605904672988,0.565269652925575,0.750549006501728,0.748469321185995,0.752628691817462,221
"146","S_6",2005,55.132328,159.901575,3,0.696992338494209,0.686188022077225,0.726755481523164,0.730833998479577,0.712537623423107,0.738716624621521,220
"147","S_6",2006,55.132328,159.901575,4,0.770009957903862,0.770228342715308,0.860230664749022,0.873071892475987,0.845245923525808,0.90002432218038,217
"148","S_6",2007,55.132328,159.901575,5,0.773071626750228,0.770065487827693,0.805919892569374,0.805919892569374,0.733491221930429,0.830424773438612,211
"149","S_6",2008,55.132328,159.901575,5,0.688647479273404,0.710388704898031,0.784256362750382,0.784256362750382,0.657902749513689,0.807161501573303,208
"150","S_6",2009,55.132328,159.901575,16,0.719925468755451,0.736777012478865,0.786802014804954,0.786802014804954,0.644986006943019,0.844431558277191,207
"151","S_6",2010,55.132328,159.901575,4,0.752074463813165,0.752744571066174,0.786844794827498,0.786844794827498,0.749048601595419,0.805171446015133,205
"152","S_6",2011,55.132328,159.901575,7,0.766198345241926,0.791027842054191,0.799498970355542,0.799498970355542,0.637395156030091,0.850026810414655,204
"153","S_6",2012,55.132328,159.901575,8,0.694647278252478,0.650667950768165,0.78590738265354,0.78590738265354,0.674668612170995,0.802072409682432,199
"154","S_6",2013,55.132328,159.901575,15,0.718814182485159,0.749777900315535,0.801710457872427,0.801710457872427,0.7424114659964,0.818029700418418,196
"155","S_6",2014,55.132328,159.901575,17,0.747572896763978,0.771390430103041,0.780028977496761,0.780840054718854,0.729565851659755,0.825484479941577,240
"156","S_6",2015,55.132328,159.901575,11,0.662102138564439,0.688552735371909,0.759859637424653,0.759859637424653,0.669496295648028,0.784636054471827,240
"157","S_6",2016,55.132328,159.901575,13,0.703813061284914,0.70640564116578,0.76613927525359,0.76613927525359,0.612044611836827,0.80279896976284,239
"158","S_6",2017,55.132328,159.901575,14,0.703037011365591,0.740190173938124,0.757786754151257,0.757786754151257,0.707369980561394,0.793038715468339,240
"159","S_6",2018,55.132328,159.901575,9,0.727610967159249,0.71026352777882,0.786334765391531,0.786334765391531,0.700992711301655,0.801249599705166,239
"160","S_6",2019,55.132328,159.901575,9,0.652445213930898,0.626654446234798,0.758558265076803,0.758761751467101,0.635341791766712,0.79975732221878,237
"161","S_6",2020,55.132328,159.901575,17,0.731761862208992,0.741762112763945,0.773533674050541,0.773533674050541,0.709336782802334,0.823448846861033,236
"162","S_6",2021,55.132328,159.901575,15,0.704418751181861,0.71580825471541,0.761047020607102,0.761047020607102,0.661877498823885,0.79199929338821,234
"163","S_6",2022,55.132328,159.901575,20,0.737747868816014,0.765355483972719,0.788593495778897,0.788593495778897,0.710741002524463,0.860674589756965,234
"164","S_6",2023,55.132328,159.901575,13,0.711671649969453,0.707646090261976,0.770276326079307,0.776436751192642,0.66046949764148,0.811577858135315,231
"165","S_6",2024,55.132328,159.901575,8,0.721781860868654,0.749584898033422,0.766389655601049,0.776006789696991,0.757223587146658,0.804810959388734,231
"166","S_7",1999,55.100652,159.999143,2,0.754758282416681,0.754758282416681,0.756849025975363,0.773914120475596,0.771300691027244,0.776527549923949,222
"167","S_7",2000,55.100652,159.999143,6,0.641255280471356,0.639530468943947,0.715535166072385,0.715535166072385,0.605036467283172,0.727972785746297,222
"168","S_7",2001,55.100652,159.999143,4,0.647728104093653,0.685001920399343,0.695490728281705,0.731995463424483,0.648969628544247,0.759173129557457,227
"169","S_7",2002,55.100652,159.999143,4,0.765133621151746,0.74585252997023,0.810091810197322,0.810091810197322,0.764841575754559,0.861287890612588,233
"170","S_7",2004,55.100652,159.999143,2,0.842046525571461,0.842046525571461,0.851380530730985,0.88304862055312,0.871381114103714,0.894716127002525,216
"171","S_7",2005,55.100652,159.999143,4,0.740156309744429,0.781898462677795,0.824519096594647,0.829808391406105,0.730286789435347,0.84113798401317,218
"172","S_7",2006,55.100652,159.999143,5,0.77190704538049,0.80209061447544,0.827529732832668,0.849094645592886,0.837488444099109,0.886078119218103,216
"173","S_7",2007,55.100652,159.999143,4,0.786861348453658,0.791159598148462,0.80213860741639,0.80213860741639,0.780702328885823,0.813300775068995,214
"174","S_7",2008,55.100652,159.999143,6,0.71225243444102,0.743667235703461,0.80786350068501,0.809305493343637,0.666266214868259,0.830796702113904,214
"175","S_7",2009,55.100652,159.999143,20,0.737701715769388,0.73541952935321,0.812197190690974,0.812197190690974,0.686772910329401,0.910835539649164,214
"176","S_7",2010,55.100652,159.999143,2,0.816237362821044,0.816237362821044,0.816751929793772,0.841127526862292,0.840484318146382,0.841770735578201,216
"177","S_7",2011,55.100652,159.999143,7,0.803273054089286,0.794807908696351,0.8427879584062,0.8427879584062,0.787016339121948,0.919020192307669,214
"178","S_7",2012,55.100652,159.999143,6,0.700558303453931,0.713399897576984,0.778120285968277,0.779878538135182,0.740367824341081,0.83631355351647,211
"179","S_7",2013,55.100652,159.999143,12,0.728160845090521,0.746393315969046,0.815909517678964,0.816218999209519,0.740024244715114,0.888901268335062,238
"180","S_7",2014,55.100652,159.999143,12,0.807737152844282,0.818210721408747,0.829295974341379,0.849022118980381,0.817648129434204,0.918375870361414,240
"181","S_7",2015,55.100652,159.999143,11,0.720349235601698,0.72824372436793,0.789238432943097,0.799134086472981,0.730920240842126,0.856113835925368,240
"182","S_7",2016,55.100652,159.999143,16,0.783538736165742,0.779022306292883,0.827016365039437,0.827016365039437,0.750983253710419,0.880021364385516,238
"183","S_7",2017,55.100652,159.999143,9,0.775858315194675,0.793229590893718,0.819630920907031,0.819630920907031,0.709175229191838,0.839586423829955,237
"184","S_7",2018,55.100652,159.999143,10,0.811255759627452,0.812571722154461,0.844398326918983,0.844398326918983,0.783957627797507,0.868685677797023,235
"185","S_7",2019,55.100652,159.999143,11,0.709075483713149,0.746838774138108,0.800775563629246,0.801251727385804,0.70568144784299,0.845992132353809,234
"186","S_7",2020,55.100652,159.999143,15,0.778165672108518,0.784615848458847,0.828856258004091,0.840832820282697,0.748957513677161,0.868699861313331,233
"187","S_7",2021,55.100652,159.999143,17,0.753600110443237,0.780588860462533,0.801181853829033,0.808842659617821,0.698706565393553,0.869083712088711,231
"188","S_7",2022,55.100652,159.999143,18,0.779020592776349,0.790879563832729,0.838728950116476,0.842024078580594,0.799549476168578,0.928080130763331,232
"189","S_7",2023,55.100652,159.999143,7,0.820523673291013,0.814638947892307,0.88642814595784,0.88642814595784,0.780690281152875,0.89650485023381,231
"190","S_7",2024,55.100652,159.999143,6,0.779239912113465,0.797184224295235,0.823104984990596,0.830025462434189,0.823083388420893,0.866221585162184,230
