"","sample.id","year","latitude","longitude","n.obs","evi2.gs.avg","evi2.gs.med","evi2.gs.q90","evi2.max","evi2.max.lwr","evi2.max.upr","evi2.max.doy"
"69","S_3",2004,55.093833,159.929449,1,0.357539538871501,0.357539538871501,0.357539538871501,0.382836533684137,0.382836533684137,0.382836533684137,201
"70","S_3",2005,55.093833,159.929449,4,0.341360718075857,0.338050759000149,0.355207971510835,0.355207971510835,0.331257780173094,0.363978537970707,207
"71","S_3",2006,55.093833,159.929449,2,0.297338715263238,0.297338715263238,0.297433191915496,0.34586721698991,0.345749121174588,0.345985312805232,209
"72","S_3",2007,55.093833,159.929449,6,0.329126009020288,0.327646238412896,0.368531662751135,0.368531662751135,0.310769860584725,0.404123107571315,210
"73","S_3",2008,55.093833,159.929449,3,0.319736213372342,0.326123400168883,0.333768605450794,0.338082490498461,0.329618454930951,0.382623888878923,210
"74","S_3",2009,55.093833,159.929449,14,0.313263926414175,0.332111979707993,0.359334154292878,0.359334154292878,0.293613397152094,0.387027270883745,211
"75","S_3",2010,55.093833,159.929449,1,0.323028930869155,0.323028930869155,0.323028930869155,0.328915607922053,0.328915607922053,0.328915607922053,208
"76","S_3",2011,55.093833,159.929449,2,0.337489054345383,0.337489054345383,0.351579377153115,0.351579377153115,0.326679088256914,0.362391890747543,193
"77","S_3",2012,55.093833,159.929449,3,0.327891351260902,0.339172734409877,0.343630870511417,0.355169915131709,0.345361081786993,0.376796864408512,197
"78","S_3",2013,55.093833,159.929449,9,0.288472989020025,0.288259558811498,0.328236893393071,0.358367375729146,0.272640955707084,0.399330140935992,194
"79","S_3",2014,55.093833,159.929449,11,0.344207876832985,0.352650578577787,0.380139010597227,0.380139010597227,0.335934274362691,0.403202121908635,191
"80","S_3",2015,55.093833,159.929449,6,0.314955456109902,0.30020904388502,0.356176891883054,0.356176891883054,0.311658216421888,0.40791141270357,188
"81","S_3",2016,55.093833,159.929449,8,0.316104563469749,0.311968571150616,0.329736099462217,0.337158832569506,0.305691381878058,0.356725776723591,184
"82","S_3",2017,55.093833,159.929449,10,0.331354541514877,0.326217677586489,0.361983637266337,0.361983637266337,0.323875959308251,0.383008082571648,182
"83","S_3",2018,55.093833,159.929449,7,0.326829601273247,0.364184252539134,0.376656848025059,0.376656848025059,0.301265681493859,0.39060251548538,179
"84","S_3",2019,55.093833,159.929449,8,0.339101142329969,0.347479701943338,0.381543507669881,0.381543507669881,0.325759582424712,0.41721086002431,177
"85","S_3",2020,55.093833,159.929449,13,0.343933676943719,0.351175790895593,0.359656988570465,0.366003066126668,0.306870950558829,0.395066825015041,177
"86","S_3",2021,55.093833,159.929449,10,0.326883089474211,0.34301198553981,0.362714422730724,0.363684697272815,0.281050352739941,0.382709721108605,176
"87","S_3",2022,55.093833,159.929449,17,0.300754964889381,0.298367499789096,0.353937186245484,0.353937186245484,0.28131587803723,0.396093184303185,176
"88","S_3",2023,55.093833,159.929449,8,0.304645118374969,0.304398445034554,0.338011918478254,0.339845553212355,0.297289881475972,0.354949131595964,176
"89","S_3",2024,55.093833,159.929449,8,0.313671855131918,0.310645848163245,0.354391829065478,0.354391829065478,0.317735189996854,0.389047774554979,177
"90","S_4",2000,55.135526,159.978384,6,0.238500361941147,0.23169426101037,0.262061162085302,0.265192978412076,0.23299412006209,0.270468084648492,213
"91","S_4",2001,55.135526,159.978384,5,0.247621455816682,0.24310378435861,0.279912130475897,0.279912130475897,0.247767035270188,0.289246173305016,215
"92","S_4",2002,55.135526,159.978384,4,0.319104477117505,0.318712918937067,0.339053161334009,0.339053161334009,0.309360358046223,0.345323710547025,213
"93","S_4",2004,55.135526,159.978384,3,0.277920957918878,0.276583194295528,0.283373449636413,0.314139788641745,0.296158514780643,0.322627607817851,202
"94","S_4",2005,55.135526,159.978384,2,0.295979235814888,0.295979235814888,0.296181542187343,0.302494593747464,0.302241710781895,0.302747476713033,203
"95","S_4",2006,55.135526,159.978384,1,0.39929482061349,0.39929482061349,0.39929482061349,0.406953888316112,0.406953888316112,0.406953888316112,206
"96","S_4",2007,55.135526,159.978384,2,0.312911193748328,0.312911193748328,0.31392357550722,0.31392357550722,0.312197097822765,0.314728052219994,198
"97","S_4",2008,55.135526,159.978384,5,0.34175794509273,0.325418434487856,0.394356212252125,0.394356212252125,0.311744016331989,0.406993892340944,195
"98","S_4",2009,55.135526,159.978384,15,0.309698006150562,0.318502696541809,0.342073169892108,0.342073169892108,0.319861719349594,0.372920067715666,194
"99","S_4",2010,55.135526,159.978384,2,0.303274301092862,0.303274301092862,0.303905553457335,0.303905553457335,0.303023259193123,0.304601390104304,191
"100","S_4",2011,55.135526,159.978384,6,0.3029167519494,0.307576937016461,0.326191318801027,0.338038327565011,0.327463038950551,0.360172176573084,192
"101","S_4",2012,55.135526,159.978384,3,0.258157059186616,0.253285653247762,0.26518867044269,0.331472242830073,0.294707743704188,0.331736796507171,194
"102","S_4",2013,55.135526,159.978384,4,0.266430772956225,0.260919800549974,0.293505585323459,0.326647109818712,0.30649348415317,0.342761073076753,190
"103","S_4",2014,55.135526,159.978384,13,0.314885456870105,0.324154570677365,0.354243266280783,0.354243266280783,0.305473358313822,0.393202097254597,192
"104","S_4",2015,55.135526,159.978384,7,0.273473545734436,0.267612830566447,0.32700599285616,0.32700599285616,0.290860497878879,0.349002257625736,189
"105","S_4",2016,55.135526,159.978384,13,0.289012020309019,0.297002880629946,0.313710657521512,0.313710657521512,0.29953013501078,0.335903755424251,189
"106","S_4",2017,55.135526,159.978384,11,0.292597140158698,0.299505914854431,0.327451105634906,0.327451105634906,0.278650224329997,0.342814960279968,190
"107","S_4",2018,55.135526,159.978384,11,0.325228959413006,0.332115240758298,0.367785574429602,0.367785574429602,0.311727817101012,0.396028912936931,190
"108","S_4",2019,55.135526,159.978384,6,0.305143135045736,0.31524571020546,0.332224957044365,0.332224957044365,0.310719753514945,0.345295411945103,191
"109","S_4",2020,55.135526,159.978384,16,0.327833098178964,0.327671514430028,0.347869872316384,0.347869872316384,0.314759290648439,0.43326390158283,201
"110","S_4",2021,55.135526,159.978384,9,0.330687692321862,0.318336779964978,0.358385348445175,0.358385348445175,0.318175800392846,0.361482113278781,207
"111","S_4",2022,55.135526,159.978384,12,0.304654501050646,0.316189352157607,0.339895532864525,0.339895532864525,0.28114063664273,0.357023512710949,206
"112","S_4",2023,55.135526,159.978384,6,0.286144590333866,0.310954325311778,0.34440151206773,0.34440151206773,0.279635759935111,0.376048067282625,205
"113","S_4",2024,55.135526,159.978384,5,0.316940107484429,0.3470449363927,0.348213859686388,0.349353605733386,0.320285064072449,0.37177029291943,185
"114","S_5",2000,55.139163,159.989232,7,0.243030571627918,0.247976227072446,0.273077318977354,0.297983728392851,0.252348114706071,0.303718761503388,200
"115","S_5",2001,55.139163,159.989232,3,0.261258429005839,0.288048764934109,0.288077167143811,0.316428527467468,0.270359186369496,0.316464030229595,200
"116","S_5",2002,55.139163,159.989232,4,0.329178130900749,0.329944008555558,0.344776889551016,0.344776889551016,0.315597663906748,0.350469228103104,201
"117","S_5",2004,55.139163,159.989232,3,0.316122532101724,0.309363518704075,0.341126692371651,0.343922487433068,0.324495560541546,0.369078655229475,205
"118","S_5",2005,55.139163,159.989232,3,0.311658825967234,0.31198576305599,0.322648023519774,0.322648023519774,0.305160026967702,0.328739795084053,205
"119","S_5",2006,55.139163,159.989232,2,0.268804506580737,0.268804506580737,0.271593653105743,0.323319651383078,0.31983321822682,0.326806084539336,203
"120","S_5",2007,55.139163,159.989232,5,0.329518260626669,0.329536472124827,0.340626783683788,0.340626783683788,0.314058562921596,0.34663686194742,201
"121","S_5",2008,55.139163,159.989232,4,0.309217493294304,0.317512569336988,0.336492912095361,0.336492912095361,0.311556069549398,0.35870395424494,200
"122","S_5",2009,55.139163,159.989232,17,0.291999570450545,0.297408726776583,0.341542642199846,0.341542642199846,0.278765557941076,0.365211379013233,200
"123","S_5",2010,55.139163,159.989232,4,0.274969059856478,0.274388865046668,0.301762563480799,0.301762563480799,0.297460236140292,0.305134743326797,197
"124","S_5",2011,55.139163,159.989232,8,0.315985635353067,0.308431834353003,0.344365308452146,0.36119014852076,0.317065458744365,0.394110102496048,195
"125","S_5",2012,55.139163,159.989232,6,0.296708046593266,0.292020967702059,0.335604473352799,0.339580298771741,0.271795214560573,0.349686332381481,195
"126","S_5",2013,55.139163,159.989232,12,0.290034683883706,0.286703783371525,0.336744835874011,0.340921317279207,0.31976845571616,0.385417510472202,193
"127","S_5",2014,55.139163,159.989232,11,0.340893814532652,0.354013467394006,0.367981063608358,0.367981063608358,0.324433019540573,0.386012735345658,193
"128","S_5",2015,55.139163,159.989232,7,0.284353212993518,0.2772021173452,0.315996959541049,0.325541627197015,0.305039105394122,0.329727056982222,191
"129","S_5",2016,55.139163,159.989232,10,0.302674733876913,0.305823793883614,0.320419026591209,0.32184188402977,0.303510335881813,0.343081685965097,190
"130","S_5",2017,55.139163,159.989232,12,0.309011152332613,0.30557177115109,0.328082903966777,0.328082903966777,0.301064192369751,0.371440888486674,191
"131","S_5",2018,55.139163,159.989232,5,0.351994214366082,0.350633711439879,0.361358756581332,0.361358756581332,0.350796962135052,0.367692548640378,191
"132","S_5",2019,55.139163,159.989232,7,0.293421846278693,0.300863553075514,0.327540806356685,0.332668389931315,0.3153952637143,0.365152081206887,188
"133","S_5",2020,55.139163,159.989232,13,0.329758803445561,0.332285879271423,0.346293049401608,0.352716981588842,0.330670848387386,0.374655189342708,189
"134","S_5",2021,55.139163,159.989232,14,0.311454835971979,0.3175689703436,0.358615665341085,0.358615665341085,0.317195033082392,0.365319998830946,190
"135","S_5",2022,55.139163,159.989232,13,0.304421941464997,0.309706172240798,0.339026584054306,0.339026584054306,0.314635748348174,0.376084325507777,190
"136","S_5",2023,55.139163,159.989232,7,0.2945601030736,0.284840519452426,0.317986105838746,0.333966640254783,0.286545319619306,0.353327779244515,189
"137","S_5",2024,55.139163,159.989232,7,0.278172830303697,0.273994850308261,0.306452488632304,0.31880093183581,0.296417969993008,0.355287611347086,189
"138","S_6",2000,55.132328,159.901575,3,0.254007310363976,0.246404266893208,0.264700901479874,0.306810382633186,0.299854315436704,0.307572355437083,200
"139","S_6",2001,55.132328,159.901575,2,0.254699580891898,0.254699580891898,0.254897762269275,0.299698550321974,0.299450823600253,0.299946277043694,201
"140","S_6",2002,55.132328,159.901575,5,0.320404754779237,0.311512786856292,0.342064333224411,0.342064333224411,0.311981840147832,0.377575961867901,202
"141","S_6",2005,55.132328,159.901575,3,0.299873120650601,0.295454209985092,0.314925819880989,0.314925819880989,0.29691102267991,0.320296007882251,210
"142","S_6",2006,55.132328,159.901575,4,0.276760662130266,0.27671401291147,0.296470419326327,0.327770415062078,0.321946925695163,0.333780501304177,209
"143","S_6",2007,55.132328,159.901575,4,0.321379429733159,0.313938036887652,0.339350857328473,0.339350857328473,0.314041937306299,0.350529228676596,208
"144","S_6",2008,55.132328,159.901575,5,0.283808838755906,0.297041515023108,0.302676049406461,0.311315067049501,0.264081266519324,0.333897588585765,208
"145","S_6",2009,55.132328,159.901575,17,0.292626697081041,0.30359076776613,0.340498477803384,0.340498477803384,0.280430198409094,0.36209264167364,207
"146","S_6",2010,55.132328,159.901575,4,0.273870391228038,0.273484232604176,0.313387208091354,0.313387208091354,0.271929051157211,0.318155320041835,203
"147","S_6",2011,55.132328,159.901575,7,0.294872058721653,0.295224872707199,0.320610779057436,0.33615754945772,0.25624916013786,0.338750361496805,199
"148","S_6",2012,55.132328,159.901575,5,0.300116069447545,0.311874490930401,0.325732340063279,0.325830823886937,0.314812310496453,0.346412848477785,198
"149","S_6",2013,55.132328,159.901575,10,0.288063235390144,0.272659533613423,0.340010958690287,0.340010958690287,0.300928559766646,0.39312065733651,193
"150","S_6",2014,55.132328,159.901575,14,0.305494487617595,0.306175878455683,0.334897701943685,0.334897701943685,0.30213893957407,0.357008429969004,192
"151","S_6",2015,55.132328,159.901575,6,0.274026167454348,0.277551902569151,0.2971868709833,0.303581868691207,0.290772587527308,0.329740625568523,193
"152","S_6",2016,55.132328,159.901575,12,0.306065168746881,0.302374987598588,0.320862303538732,0.320862303538732,0.305588505705562,0.330770344777681,195
"153","S_6",2017,55.132328,159.901575,12,0.304115931707234,0.302330325068977,0.323879571927214,0.323879571927214,0.300058053759239,0.335268965688801,194
"154","S_6",2018,55.132328,159.901575,7,0.325680634777287,0.335239828955874,0.352340885086956,0.352340885086956,0.309660962182235,0.367161420801281,197
"155","S_6",2019,55.132328,159.901575,6,0.321007258024915,0.340570891980027,0.344795459561567,0.344795459561567,0.31662296294304,0.349062217075305,198
"156","S_6",2020,55.132328,159.901575,16,0.328069291788967,0.32525698413725,0.361455465168363,0.361455465168363,0.325403274348094,0.376853936285867,199
"157","S_6",2021,55.132328,159.901575,14,0.300903517887945,0.306500592266707,0.335109439574856,0.335109439574856,0.306351777671224,0.354353454784629,198
"158","S_6",2022,55.132328,159.901575,18,0.290558485397752,0.292055953422872,0.32337306104764,0.32337306104764,0.291397737857799,0.379825208797883,200
"159","S_6",2023,55.132328,159.901575,12,0.290135901559435,0.292364457298943,0.329072022806037,0.329072022806037,0.270567510968436,0.339691511728395,187
"160","S_6",2024,55.132328,159.901575,8,0.311141308859337,0.315388207016878,0.364971933074232,0.364971933074232,0.309161874036378,0.380340317984071,185
"161","S_7",1999,55.100652,159.999143,2,0.308707863963718,0.308707863963718,0.309453295769294,0.311583161345686,0.310651371588716,0.312514951102655,206
"162","S_7",2000,55.100652,159.999143,6,0.255327973615978,0.255105192710649,0.286892116448233,0.286892116448233,0.229991731100759,0.298962285565415,206
"163","S_7",2001,55.100652,159.999143,4,0.261432458099062,0.275627927128257,0.284597947146483,0.298082200563494,0.260730079233585,0.308632554236013,251
"164","S_7",2002,55.100652,159.999143,4,0.332438969638547,0.323046521689931,0.359089662888643,0.359089662888643,0.3325213604766,0.384551426213732,251
"165","S_7",2004,55.100652,159.999143,2,0.31746122633967,0.31746122633967,0.319891390242996,0.352201716299726,0.349164011420569,0.355239421178883,210
"166","S_7",2005,55.100652,159.999143,4,0.298553680763564,0.314876800577819,0.336384087130951,0.337348834423399,0.305983499811068,0.344885469969366,213
"167","S_7",2006,55.100652,159.999143,5,0.297831987720103,0.274873793788046,0.35141863546259,0.35141863546259,0.319876089247291,0.403276348827781,213
"168","S_7",2007,55.100652,159.999143,4,0.336193971958219,0.340248896835723,0.352371293831577,0.352371293831577,0.318289221012178,0.358263443425173,211
"169","S_7",2008,55.100652,159.999143,6,0.322242893605005,0.310687919589626,0.354469055250175,0.354469055250175,0.319408025034437,0.398085171808835,212
"170","S_7",2009,55.100652,159.999143,20,0.317607000859384,0.314838789577938,0.354394881015857,0.354394881015857,0.317163582834959,0.429573786276466,212
"171","S_7",2010,55.100652,159.999143,2,0.328216619770947,0.328216619770947,0.329357831558591,0.340404393457084,0.338977878722528,0.341830908191639,211
"172","S_7",2011,55.100652,159.999143,7,0.309526227252512,0.310774528135239,0.332853505986909,0.336180368178543,0.312642294737707,0.371000849774712,207
"173","S_7",2012,55.100652,159.999143,4,0.308556038281321,0.316032713674783,0.324122624251738,0.334645519880916,0.329459745577067,0.354285862247828,208
"174","S_7",2013,55.100652,159.999143,9,0.295875652797846,0.294192510721059,0.375431838684645,0.375431838684645,0.286198549470477,0.404356417145115,206
"175","S_7",2014,55.100652,159.999143,12,0.319730450409281,0.321450295674816,0.361035178956838,0.361035178956838,0.311563151359782,0.387538716354067,197
"176","S_7",2015,55.100652,159.999143,9,0.269547793351035,0.26635998338399,0.31482770649316,0.31568779668821,0.307349830292909,0.345034370981509,195
"177","S_7",2016,55.100652,159.999143,16,0.314123544895787,0.309850735239451,0.345711021537746,0.345711021537746,0.296611733883717,0.382319570134428,197
"178","S_7",2017,55.100652,159.999143,9,0.318105248829731,0.314231293168637,0.337160657749403,0.337160657749403,0.307752241753219,0.373104104298154,192
"179","S_7",2018,55.100652,159.999143,9,0.326330275299701,0.354289526947087,0.372480037519588,0.372480037519588,0.271287963694869,0.409591056788551,193
"180","S_7",2019,55.100652,159.999143,8,0.31321322720702,0.327680745421759,0.347641540839802,0.347641540839802,0.307994384989123,0.360737441404868,191
"181","S_7",2020,55.100652,159.999143,15,0.341481092551211,0.339840851880208,0.37154966141631,0.37154966141631,0.329989795927567,0.440449365218588,187
"182","S_7",2021,55.100652,159.999143,12,0.324653046949771,0.329917046840485,0.372549027354748,0.372549027354748,0.296375478460024,0.39035752861683,187
"183","S_7",2022,55.100652,159.999143,18,0.301308054031327,0.296341842952598,0.339099522253671,0.339099522253671,0.295069800888505,0.362104427403373,186
"184","S_7",2023,55.100652,159.999143,7,0.331198547931309,0.337507063933408,0.35015130893101,0.35015130893101,0.310787112151489,0.35648525082301,185
"185","S_7",2024,55.100652,159.999143,6,0.30386676431415,0.294645148001317,0.349276816656563,0.349276816656563,0.326050950783091,0.386735604390155,185
"186","S_8",2004,55.111679,160.095671,2,0.39709935833619,0.39709935833619,0.399988351761453,0.429832610826849,0.426221369045271,0.433443852608426,208
"187","S_8",2005,55.111679,160.095671,2,0.430456675383371,0.430456675383371,0.437498533872942,0.44340374047968,0.434601417367717,0.452206063591643,203
"188","S_8",2006,55.111679,160.095671,1,0.448717243417247,0.448717243417247,0.448717243417247,0.46194277772146,0.46194277772146,0.46194277772146,203
"189","S_8",2007,55.111679,160.095671,5,0.452037110799388,0.447183956123752,0.47444017491232,0.47444017491232,0.431014274377826,0.49615307616096,203
"190","S_8",2009,55.111679,160.095671,13,0.408823532075763,0.410039822985979,0.45104804132207,0.45104804132207,0.429963190656368,0.502733525312469,196
"191","S_8",2010,55.111679,160.095671,2,0.415865749790575,0.415865749790575,0.416068950236521,0.417922378335473,0.41766837777804,0.418176378892906,194
"192","S_8",2011,55.111679,160.095671,3,0.433051709071349,0.431730571536314,0.438567795032683,0.469052669505419,0.460506140134958,0.522509027794177,192
