plot;year;metric;metric_type
9;2010;0.599441936;kndvi.max
9;2011;0.586136767;kndvi.max
9;2012;0.582951961;kndvi.max
9;2013;0.57425936;kndvi.max
9;2014;0.580457451;kndvi.max
9;2015;0.560739257;kndvi.max
9;2016;0.569356225;kndvi.max
9;2017;0.599789649;kndvi.max
9;2018;0.579010601;kndvi.max
9;2019;0.552302037;kndvi.max
9;2020;0.586789114;kndvi.max
9;2021;0.55502472;kndvi.max
9;2022;0.584241507;kndvi.max
9;2023;0.604642646;kndvi.max
9;2024;0.615953286;kndvi.max
1;2000;0.728856924;ndvi.max
1;2001;0.737670442;ndvi.max
1;2002;0.804717686;ndvi.max
1;2004;0.763766317;ndvi.max
1;2005;0.80714038;ndvi.max
1;2006;0.867144955;ndvi.max
1;2007;0.811069883;ndvi.max
1;2008;0.828407614;ndvi.max
1;2009;0.835092807;ndvi.max
1;2010;0.84468724;ndvi.max
1;2011;0.835197447;ndvi.max
1;2012;0.841867356;ndvi.max
1;2013;0.833042108;ndvi.max
1;2014;0.826659541;ndvi.max
1;2015;0.785621491;ndvi.max
1;2016;0.792271729;ndvi.max
1;2017;0.819043958;ndvi.max
1;2018;0.808316295;ndvi.max
1;2019;0.763061511;ndvi.max
1;2020;0.817508743;ndvi.max
1;2021;0.789367084;ndvi.max
1;2022;0.825648114;ndvi.max
1;2023;0.825807175;ndvi.max
1;2024;0.811643846;ndvi.max
10;2000;0.701744616;ndvi.max
10;2001;0.740328006;ndvi.max
10;2002;0.805429401;ndvi.max
10;2004;0.78380127;ndvi.max
10;2005;0.81452146;ndvi.max
10;2006;0.882334937;ndvi.max
10;2007;0.823038501;ndvi.max
10;2008;0.849101351;ndvi.max
10;2009;0.818498495;ndvi.max
10;2010;0.838224119;ndvi.max
10;2011;0.834368538;ndvi.max
10;2012;0.80159596;ndvi.max
10;2013;0.819751474;ndvi.max
10;2014;0.839215648;ndvi.max
10;2015;0.804820074;ndvi.max
10;2016;0.83513841;ndvi.max
10;2017;0.824102788;ndvi.max
10;2018;0.817017508;ndvi.max
10;2019;0.811599256;ndvi.max
10;2020;0.852739206;ndvi.max
10;2021;0.813372919;ndvi.max
10;2022;0.840476467;ndvi.max
10;2023;0.835283753;ndvi.max
10;2024;0.839594483;ndvi.max
2;1999;0.779887517;ndvi.max
2;2000;0.748002863;ndvi.max
2;2001;0.796708962;ndvi.max
2;2002;0.802455902;ndvi.max
2;2004;0.756618584;ndvi.max
2;2005;0.779067458;ndvi.max
2;2006;0.881316114;ndvi.max
2;2007;0.827748955;ndvi.max
2;2008;0.873545538;ndvi.max
2;2009;0.816963375;ndvi.max
2;2010;0.84574396;ndvi.max
2;2011;0.860550102;ndvi.max
2;2012;0.831404035;ndvi.max
2;2013;0.838772518;ndvi.max
2;2014;0.842812793;ndvi.max
2;2015;0.822733476;ndvi.max
2;2016;0.871116476;ndvi.max
2;2017;0.841757593;ndvi.max
2;2018;0.841500035;ndvi.max
2;2019;0.813441663;ndvi.max
2;2020;0.849467861;ndvi.max
2;2021;0.822195631;ndvi.max
2;2022;0.843380227;ndvi.max
2;2023;0.852560774;ndvi.max
2;2024;0.848415364;ndvi.max
3;1999;0.776658555;ndvi.max
3;2000;0.770890209;ndvi.max
3;2001;0.794698461;ndvi.max
3;2002;0.83760951;ndvi.max
3;2004;0.736879227;ndvi.max
3;2005;0.840995016;ndvi.max
3;2006;0.860185077;ndvi.max
3;2007;0.848151347;ndvi.max
3;2008;0.845759802;ndvi.max
3;2009;0.825784446;ndvi.max
3;2010;0.859038482;ndvi.max
3;2011;0.852125218;ndvi.max
3;2012;0.828787505;ndvi.max
3;2013;0.84990922;ndvi.max
3;2014;0.842156162;ndvi.max
3;2015;0.808810668;ndvi.max
3;2016;0.801600358;ndvi.max
3;2017;0.831590889;ndvi.max
3;2018;0.822838666;ndvi.max
3;2019;0.808147655;ndvi.max
3;2020;0.844330416;ndvi.max
3;2021;0.826706656;ndvi.max
3;2022;0.837708019;ndvi.max
3;2023;0.84329045;ndvi.max
3;2024;0.848439799;ndvi.max
4;2000;0.705381822;ndvi.max
4;2001;0.725422384;ndvi.max
4;2002;0.805269187;ndvi.max
4;2004;0.827771141;ndvi.max
4;2005;0.796201041;ndvi.max
4;2006;0.838184316;ndvi.max
4;2007;0.786238944;ndvi.max
4;2008;0.844258972;ndvi.max
4;2009;0.807720641;ndvi.max
4;2010;0.818041291;ndvi.max
4;2011;0.854089819;ndvi.max
4;2012;0.758145206;ndvi.max
4;2013;0.815602938;ndvi.max
4;2014;0.828299695;ndvi.max
4;2015;0.809419813;ndvi.max
4;2016;0.823476687;ndvi.max
4;2017;0.819400033;ndvi.max
4;2018;0.818314501;ndvi.max
4;2019;0.802254629;ndvi.max
4;2020;0.85091491;ndvi.max
4;2021;0.825668803;ndvi.max
4;2022;0.822962033;ndvi.max
4;2023;0.824264498;ndvi.max
4;2024;0.842354375;ndvi.max
5;2000;0.720266472;ndvi.max
5;2001;0.771056425;ndvi.max
5;2002;0.808177456;ndvi.max
5;2004;0.876460938;ndvi.max
5;2005;0.824310384;ndvi.max
5;2006;0.891743493;ndvi.max
5;2007;0.820012044;ndvi.max
5;2008;0.84755689;ndvi.max
5;2009;0.822076516;ndvi.max
5;2010;0.836959597;ndvi.max
5;2011;0.869478914;ndvi.max
5;2012;0.838315858;ndvi.max
5;2013;0.848141868;ndvi.max
5;2014;0.849603971;ndvi.max
5;2015;0.81636821;ndvi.max
5;2016;0.867370753;ndvi.max
5;2017;0.845440881;ndvi.max
5;2018;0.822916522;ndvi.max
5;2019;0.819779783;ndvi.max
5;2020;0.845668648;ndvi.max
5;2021;0.819870299;ndvi.max
5;2022;0.850020421;ndvi.max
5;2023;0.84764222;ndvi.max
5;2024;0.857579169;ndvi.max
6;2000;0.705960998;ndvi.max
6;2001;0.740428452;ndvi.max
6;2002;0.762157062;ndvi.max
6;2004;0.74998054;ndvi.max
6;2005;0.742466189;ndvi.max
6;2006;0.861141712;ndvi.max
6;2007;0.80851087;ndvi.max
6;2008;0.772561233;ndvi.max
6;2009;0.792971597;ndvi.max
6;2010;0.795479413;ndvi.max
6;2011;0.830938996;ndvi.max
6;2012;0.78786273;ndvi.max
6;2013;0.808731622;ndvi.max
6;2014;0.799946406;ndvi.max
6;2015;0.763439951;ndvi.max
6;2016;0.76177691;ndvi.max
6;2017;0.775266124;ndvi.max
6;2018;0.785214195;ndvi.max
6;2019;0.760595441;ndvi.max
6;2020;0.791446531;ndvi.max
6;2021;0.766809509;ndvi.max
6;2022;0.794236972;ndvi.max
6;2023;0.797576615;ndvi.max
6;2024;0.784374128;ndvi.max
7;1999;0.778000237;ndvi.max
7;2000;0.719278089;ndvi.max
7;2001;0.732590616;ndvi.max
7;2002;0.807427978;ndvi.max
7;2004;0.874801409;ndvi.max
7;2005;0.833098652;ndvi.max
7;2006;0.850742828;ndvi.max
7;2007;0.807120487;ndvi.max
7;2008;0.821021286;ndvi.max
7;2009;0.817163674;ndvi.max
7;2010;0.818747594;ndvi.max
7;2011;0.847288293;ndvi.max
7;2012;0.78386731;ndvi.max
7;2013;0.807013776;ndvi.max
7;2014;0.836867243;ndvi.max
7;2015;0.797687559;ndvi.max
7;2016;0.837303121;ndvi.max
7;2017;0.835862364;ndvi.max
7;2018;0.837462168;ndvi.max
7;2019;0.806168314;ndvi.max
7;2020;0.838601466;ndvi.max
7;2021;0.821686119;ndvi.max
7;2022;0.848103895;ndvi.max
7;2023;0.855774734;ndvi.max
7;2024;0.838122407;ndvi.max
8;1999;0.867080888;ndvi.max
8;2000;0.835439602;ndvi.max
8;2001;0.902568666;ndvi.max
8;2002;0.873665025;ndvi.max
8;2004;0.893052555;ndvi.max
8;2005;0.8854787;ndvi.max
8;2006;0.917832692;ndvi.max
8;2007;0.878436049;ndvi.max
8;2008;0.959909443;ndvi.max
8;2009;0.872866016;ndvi.max
8;2010;0.891104607;ndvi.max
8;2011;0.92169387;ndvi.max
8;2012;0.802806005;ndvi.max
8;2013;0.870455525;ndvi.max
8;2014;0.88529278;ndvi.max
8;2015;0.848612448;ndvi.max
8;2016;0.884913426;ndvi.max
8;2017;0.891815229;ndvi.max
8;2018;0.857843457;ndvi.max
8;2019;0.839412686;ndvi.max
8;2020;0.876742862;ndvi.max
8;2021;0.840951488;ndvi.max
8;2022;0.879329877;ndvi.max
8;2023;0.869109517;ndvi.max
8;2024;0.868600444;ndvi.max
9;2004;0.759704302;ndvi.max
9;2005;0.846886053;ndvi.max
9;2006;0.889529157;ndvi.max
9;2007;0.806948647;ndvi.max
9;2008;0.814624873;ndvi.max
9;2009;0.811877985;ndvi.max
9;2010;0.828865912;ndvi.max
9;2011;0.819477094;ndvi.max
9;2012;0.814156007;ndvi.max
9;2013;0.808715988;ndvi.max
9;2014;0.82245542;ndvi.max
9;2015;0.791179246;ndvi.max
9;2016;0.80349878;ndvi.max
9;2017;0.832238755;ndvi.max
9;2018;0.802856144;ndvi.max
9;2019;0.780212939;ndvi.max
9;2020;0.820453121;ndvi.max
9;2021;0.795236659;ndvi.max
9;2022;0.824515523;ndvi.max
9;2023;0.834719858;ndvi.max
9;2024;0.847381457;ndvi.max
1;2004;0.341772398;evi2.max
1;2005;0.314546284;evi2.max
1;2006;0.366299189;evi2.max
1;2007;0.348690451;evi2.max
1;2008;0.321485987;evi2.max
1;2009;0.360573617;evi2.max
1;2010;0.332637735;evi2.max
1;2011;0.345145954;evi2.max
1;2012;0.347012364;evi2.max
1;2013;0.338829361;evi2.max
1;2014;0.352752408;evi2.max
1;2015;0.320843069;evi2.max
1;2016;0.337237387;evi2.max
1;2017;0.355974382;evi2.max
1;2018;0.36957201;evi2.max
1;2019;0.345337348;evi2.max
1;2020;0.358210199;evi2.max
1;2021;0.349020854;evi2.max
1;2022;0.341515448;evi2.max
1;2023;0.344448402;evi2.max
1;2024;0.354148917;evi2.max
10;2000;0.286986365;evi2.max
10;2001;0.30030012;evi2.max
10;2002;0.352908361;evi2.max
10;2004;0.345558288;evi2.max
10;2005;0.334179075;evi2.max
10;2006;0.390804269;evi2.max
10;2007;0.355133767;evi2.max
10;2008;0.389197271;evi2.max
10;2009;0.383785859;evi2.max
10;2010;0.333765804;evi2.max
10;2011;0.349494635;evi2.max
10;2012;0.340865068;evi2.max
10;2013;0.353787696;evi2.max
10;2014;0.378787366;evi2.max
10;2015;0.334306616;evi2.max
10;2016;0.341451139;evi2.max
10;2017;0.37617038;evi2.max
10;2018;0.378677003;evi2.max
10;2019;0.354523273;evi2.max
10;2020;0.367991749;evi2.max
10;2021;0.386885366;evi2.max
10;2022;0.343793826;evi2.max
10;2023;0.352710117;evi2.max
10;2024;0.346479884;evi2.max
2;2005;0.378100933;evi2.max
2;2006;0.385856268;evi2.max
2;2007;0.363511095;evi2.max
2;2008;0.413586068;evi2.max
2;2009;0.362799501;evi2.max
2;2010;0.342943357;evi2.max
2;2011;0.353257953;evi2.max
2;2012;0.339465235;evi2.max
2;2013;0.336616529;evi2.max
2;2014;0.377847378;evi2.max
2;2015;0.348089556;evi2.max
2;2016;0.361812752;evi2.max
2;2017;0.377033823;evi2.max
2;2018;0.402401664;evi2.max
2;2019;0.362521095;evi2.max
2;2020;0.393916395;evi2.max
2;2021;0.387005814;evi2.max
2;2022;0.367889541;evi2.max
2;2023;0.386054747;evi2.max
2;2024;0.36049231;evi2.max
3;1999;0.252131326;evi2.max
3;2000;0.320199933;evi2.max
3;2001;0.347202404;evi2.max
3;2002;0.424880546;evi2.max
3;2004;0.374706216;evi2.max
3;2005;0.347179098;evi2.max
3;2006;0.337654015;evi2.max
3;2007;0.362082475;evi2.max
3;2008;0.34866694;evi2.max
3;2009;0.361464452;evi2.max
3;2010;0.332629082;evi2.max
3;2011;0.352453524;evi2.max
3;2012;0.346301385;evi2.max
3;2013;0.355617115;evi2.max
3;2014;0.369000767;evi2.max
3;2015;0.349867084;evi2.max
3;2016;0.328553754;evi2.max
3;2017;0.360853126;evi2.max
3;2018;0.369459949;evi2.max
3;2019;0.36333894;evi2.max
3;2020;0.362597722;evi2.max
3;2021;0.358632108;evi2.max
3;2022;0.344949225;evi2.max
3;2023;0.336453513;evi2.max
3;2024;0.355242943;evi2.max
4;2000;0.263160029;evi2.max
4;2001;0.276556199;evi2.max
4;2002;0.337837492;evi2.max
4;2004;0.293032421;evi2.max
4;2005;0.302266856;evi2.max
4;2006;0.385507165;evi2.max
4;2007;0.31849374;evi2.max
