plot;year;metric;metric_type
4;2008;0.390091219;evi2.max
4;2009;0.336158539;evi2.max
4;2010;0.306609889;evi2.max
4;2011;0.33943225;evi2.max
4;2012;0.322511109;evi2.max
4;2013;0.322236252;evi2.max
4;2014;0.354781424;evi2.max
4;2015;0.327869939;evi2.max
4;2016;0.317213153;evi2.max
4;2017;0.325564747;evi2.max
4;2018;0.374310334;evi2.max
4;2019;0.336417126;evi2.max
4;2020;0.351606031;evi2.max
4;2021;0.35364097;evi2.max
4;2022;0.33495306;evi2.max
4;2023;0.345710228;evi2.max
4;2024;0.352680452;evi2.max
5;2000;0.291208773;evi2.max
5;2001;0.31817123;evi2.max
5;2002;0.352434316;evi2.max
5;2004;0.337069899;evi2.max
5;2005;0.324891382;evi2.max
5;2006;0.35066988;evi2.max
5;2007;0.345622181;evi2.max
5;2008;0.331835366;evi2.max
5;2009;0.343974537;evi2.max
5;2010;0.318686198;evi2.max
5;2011;0.356636492;evi2.max
5;2012;0.351288935;evi2.max
5;2013;0.349522734;evi2.max
5;2014;0.369618261;evi2.max
5;2015;0.326694911;evi2.max
5;2016;0.329808665;evi2.max
5;2017;0.337638906;evi2.max
5;2018;0.365844616;evi2.max
5;2019;0.347355955;evi2.max
5;2020;0.359827839;evi2.max
5;2021;0.364464008;evi2.max
5;2022;0.345323487;evi2.max
5;2023;0.33568196;evi2.max
5;2024;0.326030847;evi2.max
6;2000;0.284484065;evi2.max
6;2001;0.287965935;evi2.max
6;2002;0.342680474;evi2.max
6;2004;0.282930723;evi2.max
6;2005;0.317757582;evi2.max
6;2006;0.320995665;evi2.max
6;2007;0.331043199;evi2.max
6;2008;0.312068464;evi2.max
6;2009;0.332966549;evi2.max
6;2010;0.314116033;evi2.max
6;2011;0.330683373;evi2.max
6;2012;0.321404701;evi2.max
6;2013;0.337299629;evi2.max
6;2014;0.337308911;evi2.max
6;2015;0.302587287;evi2.max
6;2016;0.319961738;evi2.max
6;2017;0.323137907;evi2.max
6;2018;0.346081839;evi2.max
6;2019;0.342104433;evi2.max
6;2020;0.35206065;evi2.max
6;2021;0.336446229;evi2.max
6;2022;0.320912636;evi2.max
6;2023;0.322493182;evi2.max
6;2024;0.362355661;evi2.max
7;1999;0.310010399;evi2.max
7;2000;0.28764336;evi2.max
7;2001;0.296511138;evi2.max
7;2002;0.353026486;evi2.max
7;2004;0.343075808;evi2.max
7;2005;0.337423118;evi2.max
7;2006;0.354369979;evi2.max
7;2007;0.348302363;evi2.max
7;2008;0.382967914;evi2.max
7;2009;0.354732784;evi2.max
7;2010;0.330082416;evi2.max
7;2011;0.334650938;evi2.max
7;2012;0.330572543;evi2.max
7;2013;0.358934709;evi2.max
7;2014;0.356016812;evi2.max
7;2015;0.318878489;evi2.max
7;2016;0.341960288;evi2.max
7;2017;0.343632942;evi2.max
7;2018;0.3754221;evi2.max
7;2019;0.346508446;evi2.max
7;2020;0.368059444;evi2.max
7;2021;0.36620225;evi2.max
7;2022;0.340256251;evi2.max
7;2023;0.35620668;evi2.max
7;2024;0.348444401;evi2.max
8;1999;0.365347744;evi2.max
8;2000;0.372866619;evi2.max
8;2001;0.384761177;evi2.max
8;2002;0.427077701;evi2.max
8;2004;0.417564276;evi2.max
8;2005;0.423675612;evi2.max
8;2006;0.45021091;evi2.max
8;2007;0.450276986;evi2.max
8;2009;0.439756743;evi2.max
8;2010;0.410223454;evi2.max
8;2011;0.457891198;evi2.max
8;2012;0.444987792;evi2.max
8;2013;0.474625703;evi2.max
8;2014;0.453523598;evi2.max
8;2015;0.38689032;evi2.max
8;2016;0.439956328;evi2.max
8;2017;0.44473691;evi2.max
8;2018;0.434857104;evi2.max
8;2019;0.391850365;evi2.max
8;2020;0.427053196;evi2.max
8;2021;0.422331894;evi2.max
8;2022;0.441632615;evi2.max
8;2023;0.431195362;evi2.max
8;2024;0.421207579;evi2.max
9;2000;0.302740866;evi2.max
9;2001;0.306988683;evi2.max
9;2002;0.342178694;evi2.max
9;2005;0.341877192;evi2.max
9;2006;0.385059194;evi2.max
9;2007;0.339861297;evi2.max
9;2008;0.314273572;evi2.max
9;2009;0.347662926;evi2.max
9;2010;0.323942297;evi2.max
9;2011;0.340964532;evi2.max
9;2012;0.334560259;evi2.max
9;2013;0.338992777;evi2.max
9;2014;0.354711702;evi2.max
9;2015;0.329421302;evi2.max
9;2016;0.361257351;evi2.max
9;2017;0.339441226;evi2.max
9;2018;0.355120542;evi2.max
9;2019;0.363223953;evi2.max
9;2020;0.360051398;evi2.max
9;2021;0.345896054;evi2.max
9;2022;0.330782814;evi2.max
9;2023;0.334329313;evi2.max
9;2024;0.329627354;evi2.max
1;2005;0.164290046;nirv.max
1;2006;0.206402707;nirv.max
1;2007;0.170779249;nirv.max
1;2008;0.167280007;nirv.max
1;2009;0.193431039;nirv.max
1;2010;0.163139034;nirv.max
1;2011;0.164800379;nirv.max
1;2012;0.169181188;nirv.max
1;2013;0.166876506;nirv.max
1;2014;0.171682607;nirv.max
1;2015;0.163637888;nirv.max
1;2016;0.168973789;nirv.max
1;2017;0.168640925;nirv.max
1;2018;0.173930364;nirv.max
1;2019;0.159245011;nirv.max
1;2020;0.168322579;nirv.max
1;2021;0.164449752;nirv.max
1;2022;0.169418427;nirv.max
1;2023;0.169165912;nirv.max
1;2024;0.175287929;nirv.max
10;2005;0.161567195;nirv.max
10;2006;0.196898318;nirv.max
10;2007;0.168839597;nirv.max
10;2008;0.199599056;nirv.max
10;2009;0.199994517;nirv.max
10;2010;0.164035229;nirv.max
10;2011;0.16737483;nirv.max
10;2012;0.160958431;nirv.max
10;2014;0.19411297;nirv.max
10;2015;0.161379649;nirv.max
10;2016;0.163465474;nirv.max
10;2017;0.190226279;nirv.max
10;2018;0.180390348;nirv.max
10;2019;0.168999639;nirv.max
10;2020;0.174652443;nirv.max
10;2021;0.192863677;nirv.max
10;2022;0.175295875;nirv.max
10;2023;0.17356956;nirv.max
10;2024;0.173947914;nirv.max
2;2005;0.173798935;nirv.max
2;2006;0.172820796;nirv.max
2;2007;0.172404999;nirv.max
2;2008;0.208232363;nirv.max
2;2009;0.167011157;nirv.max
2;2010;0.159367123;nirv.max
2;2011;0.158984126;nirv.max
2;2012;0.156508372;nirv.max
2;2013;0.169728328;nirv.max
2;2014;0.172295476;nirv.max
2;2015;0.162199142;nirv.max
2;2016;0.164417982;nirv.max
2;2017;0.176935189;nirv.max
2;2018;0.191469842;nirv.max
2;2019;0.169562022;nirv.max
2;2020;0.186187415;nirv.max
2;2021;0.184545948;nirv.max
2;2022;0.171177319;nirv.max
2;2023;0.182328936;nirv.max
2;2024;0.178899484;nirv.max
3;2005;0.17007958;nirv.max
3;2007;0.180451787;nirv.max
3;2008;0.166187042;nirv.max
3;2009;0.182788437;nirv.max
3;2010;0.166292882;nirv.max
3;2011;0.173279917;nirv.max
3;2012;0.1672114;nirv.max
3;2013;0.174599784;nirv.max
3;2014;0.18529687;nirv.max
3;2015;0.192151515;nirv.max
3;2016;0.168873445;nirv.max
3;2017;0.178112326;nirv.max
3;2018;0.178571024;nirv.max
3;2019;0.17774203;nirv.max
3;2020;0.172865617;nirv.max
3;2021;0.169415078;nirv.max
3;2022;0.167014803;nirv.max
3;2023;0.164262089;nirv.max
3;2024;0.174843774;nirv.max
4;2012;0.157425774;nirv.max
4;2014;0.17457807;nirv.max
4;2015;0.150417507;nirv.max
4;2016;0.15570269;nirv.max
4;2017;0.157992909;nirv.max
4;2018;0.175715269;nirv.max
4;2019;0.164567266;nirv.max
4;2020;0.177300444;nirv.max
4;2021;0.165896635;nirv.max
4;2022;0.166715597;nirv.max
4;2023;0.172277511;nirv.max
4;2024;0.169735571;nirv.max
5;2005;0.170637804;nirv.max
5;2006;0.207746201;nirv.max
5;2007;0.170910368;nirv.max
5;2008;0.170226735;nirv.max
5;2009;0.167880836;nirv.max
5;2010;0.161587747;nirv.max
5;2011;0.171753413;nirv.max
5;2012;0.169437362;nirv.max
5;2013;0.171752725;nirv.max
5;2014;0.182283328;nirv.max
5;2015;0.162477937;nirv.max
5;2016;0.165254874;nirv.max
5;2017;0.171627744;nirv.max
5;2018;0.17244831;nirv.max
5;2019;0.169016222;nirv.max
5;2020;0.171257336;nirv.max
5;2021;0.175668512;nirv.max
5;2022;0.176145575;nirv.max
5;2023;0.172384588;nirv.max
5;2024;0.172450673;nirv.max
6;2013;0.175932073;nirv.max
6;2014;0.168972516;nirv.max
6;2016;0.155725356;nirv.max
6;2017;0.165775339;nirv.max
6;2018;0.162252056;nirv.max
6;2019;0.161196542;nirv.max
6;2020;0.171833211;nirv.max
6;2021;0.162755368;nirv.max
6;2022;0.163007661;nirv.max
6;2023;0.160851089;nirv.max
6;2024;0.175637707;nirv.max
7;2015;0.163906616;nirv.max
7;2016;0.179961408;nirv.max
7;2017;0.1695439;nirv.max
7;2018;0.180092409;nirv.max
7;2019;0.163291062;nirv.max
7;2020;0.183212615;nirv.max
7;2021;0.176767353;nirv.max
7;2022;0.161584148;nirv.max
7;2023;0.164936898;nirv.max
7;2024;0.167246312;nirv.max
8;2005;0.198578879;nirv.max
8;2006;0.223955851;nirv.max
8;2007;0.217959993;nirv.max
8;2008;0.204944767;nirv.max
8;2009;0.211748493;nirv.max
8;2010;0.194861957;nirv.max
8;2011;0.21514839;nirv.max
8;2012;0.218916163;nirv.max
8;2013;0.239469583;nirv.max
8;2014;0.223171979;nirv.max
8;2015;0.205071814;nirv.max
8;2016;0.205312553;nirv.max
8;2017;0.211620412;nirv.max
8;2018;0.210180602;nirv.max
8;2019;0.185453923;nirv.max
8;2020;0.204001686;nirv.max
8;2021;0.203263289;nirv.max
8;2022;0.214002573;nirv.max
8;2023;0.2079228;nirv.max
8;2024;0.206866081;nirv.max
9;2011;0.161803716;nirv.max
9;2012;0.152676955;nirv.max
9;2014;0.172977134;nirv.max
9;2015;0.193273691;nirv.max
9;2016;0.164640157;nirv.max
9;2017;0.159508346;nirv.max
9;2018;0.163519508;nirv.max
9;2019;0.170700027;nirv.max
9;2020;0.16685433;nirv.max
9;2021;0.161282584;nirv.max
9;2022;0.156583616;nirv.max
9;2023;0.151563753;nirv.max
9;2024;0.164599611;nirv.max
