sea,place,pop,pop_sub,substrate,horizont,year,str,size,age,ind,freq_MT,freq_MT_substrate,dist,sal_low
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.024,10.8,3,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.024,12.1,3,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.024,12.4,3,0,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.939,12.4,3,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.97,12.4,3,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.033,12.6,3,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.203,14.5,3,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.954,16.3,3,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.96,22.9,4,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.121,40.1,5,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.024,28.3,5,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.033,40.1,6,0,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.024,49.7,7,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.024,53.1,8,0,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.025,45,5,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.98,35.4,5,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.033,38.1,5,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.696,38.5,6,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.394,37.9,6,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.025,52,7,0,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.964,39.2,5,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.957,41.1,5,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.977,33.9,5,0,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.024,48.4,6,0,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.822,39.6,6,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.93,44.7,7,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.973,23.6,4,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.98,36.9,5,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.386,35.4,5,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.938,36.5,5,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.13,39.2,6,0,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.945,25.3,4,1,0.48,0.39,52,25
barents,tyuva,seredina_sub,tssa,algae,subtidal,2012,0.98,18.7,4,0,0.48,0.39,52,25
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.021,10.3,2,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.021,13.2,3,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.021,12.5,3,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.021,15.4,3,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.022,12.2,3,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.021,15,3,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.52,16.3,3,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.739,15.4,3,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.972,15,3,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.021,19.3,4,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.021,18.6,4,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.164,20,4,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.023,23.9,4,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.026,20.1,4,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.056,25.1,4,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.507,23,4,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.979,21.6,4,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.979,17.1,4,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.98,25,4,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.021,26.5,5,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.021,25.2,5,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.095,27.7,5,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.52,24.3,5,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.977,28.7,5,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.021,35.9,6,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.021,34.3,7,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.021,36.9,7,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.028,36.3,7,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.178,33.6,7,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.802,33,7,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.021,38.8,8,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.026,37.5,8,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.097,41.1,8,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.513,47.6,9,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.909,43.3,9,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.206,44.9,10,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.733,92.3,11,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.037,62.5,12,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.396,57.5,12,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.976,54.4,12,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.027,62.6,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.295,65.2,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.213,53.6,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.776,56.7,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.739,57.7,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.201,64.6,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.229,63.5,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.509,54.6,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.505,64.8,13,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.979,66.4,13,1,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.021,65,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.095,70,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.035,66.2,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.976,76.7,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.979,75.1,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.211,79.4,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.977,72.5,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusb,bottom,subtidal,2012,0.109,77.8,13,0,0.365,0.4,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.022,11.9,2,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,10.6,2,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,13,2,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,13,2,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,13.7,2,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,13.2,2,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,10.7,2,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,12.4,2,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.036,11.8,2,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.027,11.9,2,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.026,13,2,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.027,13.1,2,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.553,12.9,2,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.979,11,2,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.976,11,2,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,11.6,3,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,12.8,3,0,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,16,3,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,14.3,3,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,14.9,3,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.096,13.7,3,0,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.027,15.3,3,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.026,13.2,3,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.036,14.1,3,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.133,15.1,3,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.398,12.8,3,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.979,12.3,3,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.979,13.6,3,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.979,15.5,3,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.976,13.3,3,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.026,20.2,4,0,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,18.9,4,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,18.2,4,0,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.094,18.8,4,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.027,21.2,4,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.311,22.2,4,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.393,17.9,4,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.889,18.2,4,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,28.7,5,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.096,25.9,5,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.026,20.3,5,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.034,21.6,5,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,28.6,6,0,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.027,35.6,7,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,49.9,8,0,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.979,60.1,9,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,65.3,11,0,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.887,70.8,11,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.911,67,12,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.976,54.9,12,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.184,75.9,13,0,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.096,72.3,13,0,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.962,63.1,13,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,66.9,13,0,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.093,60.4,13,0,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.096,65.8,13,0,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.979,67.6,13,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.021,69,13,0,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.027,71.3,13,0,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.662,68.3,13,1,0.365,0.33,52,30
barents,tyuva,ustie_sub,tusa,algae,subtidal,2012,0.976,74.3,13,0,0.365,0.33,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.387,16.2,2,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.506,16.2,3,0,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.977,15.6,3,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.973,16.4,3,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.979,16.7,4,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.979,15.1,3,0,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.906,14.6,3,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.959,16.1,3,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.021,12.5,3,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.979,12.6,2,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.977,17,4,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.955,17,3,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.021,11.4,4,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.976,15.2,4,0,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.973,14.4,4,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.98,14.1,3,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.021,14.2,3,0,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.977,12.1,3,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.979,10.1,2,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.021,12.6,3,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.977,19.3,5,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.021,16.7,4,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.506,15.6,4,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.224,10.2,2,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.29,12,2,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.022,16,4,0,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.901,15.2,4,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.021,11.2,2,0,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.095,12.9,2,0,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.021,13.9,3,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.977,14,3,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.979,14.8,3,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.095,13.2,3,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.973,36,9,0,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.973,28.1,7,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.98,20.9,5,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.963,22.1,5,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.021,18.7,5,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.742,15,4,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.979,14.9,4,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.735,14.9,4,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.927,15.9,4,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.977,16.5,4,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.02,15.2,4,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.979,16.9,5,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.976,17.1,4,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.027,15.9,4,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.976,28.5,8,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.804,22.7,6,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.976,20.2,6,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.98,23.1,7,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.979,19.2,5,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.91,19.6,5,0,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.021,19.5,6,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.021,19.6,5,1,0.53,0.65,52,30
barents,tyuva,ustie,tuia,algae,intertidal,2012,0.977,19.2,6,1,0.53,0.65,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.021,10.5,3,0,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.977,10.7,3,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.973,11.2,3,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.98,10.8,3,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.979,11.6,3,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.02,18.2,4,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.021,17.9,4,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.021,17.1,4,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.021,16.9,4,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.027,14,4,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.98,17.4,4,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.98,14.8,4,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.98,13.9,4,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.98,14.8,4,0,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.021,17.5,5,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.021,20.3,5,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.096,23.3,5,0,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.021,21.9,5,0,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.021,16.9,5,0,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.021,23.3,5,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.02,21.4,5,0,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.021,18.5,5,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.028,21.6,5,0,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.096,22.1,5,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.926,18.3,5,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.928,23.7,5,0,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.959,23.9,5,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.888,23.6,5,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.979,18.7,5,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.979,24.2,5,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.979,18.9,5,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.979,19.3,5,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.021,30.4,6,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.027,20.9,6,0,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.022,25.4,6,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.021,26.1,6,0,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.027,30.2,6,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.027,31,6,0,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.027,27.3,6,0,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.027,23,6,0,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.973,27.4,6,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.979,23.3,6,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.021,28.3,7,0,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.501,35.9,7,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.021,29.4,7,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.027,31,7,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.026,29.1,7,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.98,30.1,7,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.021,37.3,8,1,0.53,0.41,52,30
barents,tyuva,ustie,tuib,bottom,intertidal,2012,0.026,33.6,8,0,0.53,0.41,52,30
barents,dz,dz_lit,dzla,algae,intertidal,2013,0.021,12.1,3,1,0.08,0.11,60,34
barents,dz,dz_lit,dzla,algae,intertidal,2013,0.02,17.7,4,1,0.08,0.11,60,34
barents,dz,dz_lit,dzla,algae,intertidal,2013,0.021,21.9,4,0,0.08,0.11,60,34
barents,dz,dz_lit,dzla,algae,intertidal,2013,0.021,12.8,4,1,0.08,0.11,60,34
barents,dz,dz_lit,dzla,algae,intertidal,2013,0.021,25.7,5,0,0.08,0.11,60,34
