sea,dataset,sal_place,sal_place2,place,pop,pop_sub,dat_sub,substrate,horizont,str,size,age,ind,sal_low
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.026,16.1,3,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.02,16.9,4,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.226,18.5,4,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.036,19,4,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,22.1,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,23.8,4,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,24.2,4,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.335,24.3,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.095,24.8,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,25.2,4,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.138,25.6,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,26.5,4,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.037,28.1,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,30,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.028,32.5,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.022,33.5,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.026,37.7,6,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,41.2,7,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.022,43.9,7,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.027,45.8,10,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,46.5,8,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.02,47.9,8,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,48.1,10,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,53.7,9,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.096,53.7,13,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,55,10,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.027,55,11,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,58.7,10,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,63,10,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,73.7,13,0,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,13.6,2,1,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.979,15.3,3,1,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,16,3,1,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.294,17.5,4,1,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.977,20.5,4,1,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.979,22.2,5,1,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.022,25.9,5,1,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.134,29.2,6,1,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.909,30.1,5,1,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.889,32.9,6,1,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,39.3,6,1,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.096,40.4,6,1,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.021,42.2,9,1,30
barents,testing,normal,coast,dz,dz_banka,dz_ba,yes,algae,intertidal,0.908,45.1,10,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,11.1,3,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.027,11.9,3,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,12.2,3,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.036,12.5,3,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.295,12.8,4,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.265,13,3,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,13.2,3,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,14.1,3,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,14.5,3,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.028,15,3,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,16.2,3,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,17,4,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,19.2,4,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.036,21.9,4,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.293,22.7,4,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,25.1,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.026,25.4,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,26.6,4,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,29.8,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.027,29.8,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.027,30.1,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.028,30.6,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.979,31.4,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.097,32,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.094,32.2,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.027,36.5,5,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,41.9,8,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,62.9,12,0,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.095,11.1,3,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,11.7,3,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,12.6,3,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,13.4,3,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,19.2,4,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,20.7,4,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.297,21,5,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.039,21.1,4,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,22.2,4,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,22.6,4,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.979,22.8,4,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.021,28.8,4,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.026,29.1,5,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.037,30.7,6,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.2,31,7,1,30
barents,testing,normal,coast,dz,dz_banka,dz_bb,yes,bottom,intertidal,0.117,31.2,5,1,30
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.095,13.8,3,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.095,15.9,4,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.036,16.4,4,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.313,18.8,4,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.027,18.9,4,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.021,20.1,4,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.022,20.7,6,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.022,20.9,4,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.021,21.9,4,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.022,23.2,5,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.021,25.7,5,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.022,28.1,5,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.097,29.2,7,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.021,30.1,5,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.02,30.9,6,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.026,31.8,5,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.095,33.1,6,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.095,33.8,5,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.027,58.3,8,0,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.021,12.1,3,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.021,12.8,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.095,14.2,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.133,15.2,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.021,15.6,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.138,15.7,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.021,16.9,3,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.136,17.3,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.02,17.7,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.021,17.9,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.98,17.9,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.021,18.2,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.037,18.8,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.29,18.8,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.021,20.3,5,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.339,20.8,5,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.021,23.4,5,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.926,23.4,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.321,24.7,6,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.291,25.5,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.027,30.1,6,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.027,30.7,5,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.037,32.1,5,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.136,33.6,6,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.246,38.3,5,1,34
barents,testing,normal,coast,dz,dz_lit,dz_la,yes,algae,intertidal,0.021,42.3,8,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,13.9,3,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,14,4,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.097,14.3,4,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.134,14.9,3,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,15,4,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.134,16.9,4,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,17.6,4,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.027,18,5,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.026,18.2,6,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,18.5,4,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,19.8,5,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.028,20.7,6,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.026,21.1,5,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.027,21.5,5,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,21.5,6,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,21.8,5,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,22.5,6,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,25.5,7,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,27.5,5,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,27.5,6,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.498,29.6,6,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,30.2,6,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.849,31.1,6,0,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,14.4,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,15.3,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,17.4,5,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,18.1,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,18.2,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,18.3,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.295,18.5,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.096,18.5,5,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,18.7,4,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.392,20.5,5,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.043,20.7,5,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.092,24.1,5,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,24.3,6,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.028,25.2,5,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.027,25.3,6,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.026,25.6,6,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,26.9,5,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,28,5,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.027,28.3,7,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.027,28.9,6,1,34
barents,testing,normal,coast,dz,dz_lit,dz_lb,yes,bottom,intertidal,0.021,32.7,6,1,34
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.017,11.9,3,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.984,13.1,3,1,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.023,19.2,4,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.126,19.5,5,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.534,19.8,8,1,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.853,20,5,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.149,20.5,5,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.979,21.5,6,1,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.858,22.2,5,1,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.96,22.4,5,1,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.017,23.6,6,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.68,24.4,6,1,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.344,24.6,7,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.301,25.2,5,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.13,25.4,7,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.322,26.1,6,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.858,26.1,7,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.682,26.5,5,1,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.982,27.1,7,1,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.3,28.1,6,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.857,28.8,7,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.095,28.8,6,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.02,29,7,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.984,29.1,7,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.02,29.3,8,1,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.072,29.5,7,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.06,30.1,7,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.984,30.4,7,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.351,30.6,6,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.322,30.8,7,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.031,31.1,7,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.017,31.2,8,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.982,32,7,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.454,32.5,7,1,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.323,32.6,8,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.151,33.4,8,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.531,33.6,8,1,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.857,34.2,7,1,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.923,34.2,7,1,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.128,35.4,8,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.381,35.4,7,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.017,36.7,8,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.193,38.1,9,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.57,38.2,10,0,18
barents,training,fresh,estuary,kola_bay,abram,NA,no,NA,intertidal,0.292,50.1,11,0,18
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.017,10.6,4,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.02,13.4,4,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.016,14,4,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.02,15.2,4,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.953,19.3,5,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.086,19.6,5,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.363,20.9,5,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.024,21.3,6,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.022,21.5,6,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.016,21.6,5,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.066,22.2,5,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.019,23,6,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.982,23.3,6,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.982,24.5,6,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.019,25,5,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.016,25.3,6,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.416,25.4,6,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.02,25.7,6,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.017,25.8,7,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.064,26,6,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.892,26.1,6,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.016,26.4,6,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.016,27.3,8,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.93,27.7,6,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.016,28.1,7,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.017,29.1,7,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.016,29.4,7,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.02,30.4,6,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.017,31.3,7,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.02,31.9,6,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.022,32.6,8,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.086,32.7,7,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.016,34.5,7,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.021,34.7,7,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.94,35.6,6,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.016,35.8,9,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.087,36.6,7,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.016,37.5,8,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.016,37.6,8,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.02,38.1,8,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.258,38.7,9,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.016,42.8,9,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.984,45.4,10,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.376,46.3,9,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.177,52.1,10,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.064,53,10,0,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.954,10.5,4,1,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.965,12.7,4,1,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.961,19.7,5,1,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.961,22.8,6,1,23
barents,training,fresh,estuary,kola_bay,belok,NA,no,NA,intertidal,0.982,23.6,6,1,23
