population,site,sample_type,substrate,L,ind,Z,structure,species,hybride_score,Salinity_appr
salnij,salnij,unsystematic,any,11.7,1,0,0.989,trossulus,8,10
salnij,salnij,unsystematic,any,NA,NA,NA,0.974,trossulus,7,10
salnij,salnij,unsystematic,any,16.8,1,0,0.99,trossulus,8,10
salnij,salnij,unsystematic,any,16,1,0,0.968,trossulus,7,10
salnij,salnij,unsystematic,any,14.9,1,0,0.988,trossulus,8,10
salnij,salnij,unsystematic,any,15.3,1,0,0.988,trossulus,8,10
salnij,salnij,unsystematic,any,12.7,1,0,0.988,trossulus,8,10
salnij,salnij,unsystematic,any,16.1,1,0,0.89,hybrid,6,10
salnij,salnij,unsystematic,any,19.9,1,0,0.989,trossulus,8,10
salnij,salnij,unsystematic,any,21.3,1,0,0.947,trossulus,7,10
salnij,salnij,unsystematic,any,20.5,0,0.43902439,0.974,trossulus,7,10
salnij,salnij,unsystematic,any,22.8,1,0,0.973,trossulus,7,10
salnij,salnij,unsystematic,any,21.9,1,0,0.922,trossulus,6,10
salnij,salnij,unsystematic,any,20.53,0,0.701149425,0.947,trossulus,7,10
salnij,salnij,unsystematic,any,NA,1,0,0.99,trossulus,8,10
salnij,salnij,unsystematic,any,22.1,1,0,0.99,trossulus,8,10
salnij,salnij,unsystematic,any,19.6,1,0,0.99,trossulus,8,10
salnij,salnij,unsystematic,any,21.5,1,0,0.915,trossulus,6,10
salnij,salnij,unsystematic,any,NA,0,0.847619048,0.121,hybrid,1,10
salnij,salnij,unsystematic,any,26.7,0,0.94214876,0.011,edulis,0,10
salnij,salnij,unsystematic,any,23.7,1,0,0.524,hybrid,4,10
salnij,salnij,unsystematic,any,27.9,1,0,0.99,trossulus,8,10
salnij,salnij,unsystematic,any,24.4,1,0,0.989,trossulus,8,10
salnij,salnij,unsystematic,any,18.9,1,0,0.99,trossulus,8,10
salnij,salnij,unsystematic,any,26.4,1,0,0.917,trossulus,6,10
salnij,salnij,unsystematic,any,27.3,1,0,0.548,hybrid,4,10
salnij,salnij,unsystematic,any,27.9,1,0,0.633,hybrid,5,10
salnij,salnij,unsystematic,any,31.9,0,0.571428571,0.459,hybrid,4,10
salnij,salnij,unsystematic,any,33.8,1,0,0.989,trossulus,8,10
salnij,salnij,unsystematic,any,29.25,1,0,0.976,trossulus,7,10
salnij,salnij,unsystematic,any,29,1,0,0.911,trossulus,6,10
salnij,salnij,unsystematic,any,28.9,1,0,0.988,trossulus,7,10
salnij,salnij,unsystematic,any,46.9,0,0.464788732,0.989,trossulus,8,10
salnij,salnij,unsystematic,any,24.6,1,0,0.973,trossulus,7,10
salnij,salnij,unsystematic,any,31.1,1,0,0.988,trossulus,7,10
salnij,salnij,unsystematic,any,27.2,1,0,0.987,trossulus,7,10
