sea,dataset,sal_place,sal_place2,place,pop,pop_sub,dat_sub,substrate,horizont,str,size,age,ind,sal_low,sens,spec
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.636,17.2,5,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.979,17.7,5,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.977,18.3,6,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.925,18.5,6,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.976,19.4,7,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.979,20.5,6,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.036,20.6,6,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.027,21,6,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.926,21.5,6,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.977,21.5,6,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.021,21.5,7,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.029,21.8,6,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.979,21.9,6,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.521,22,7,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.057,22.7,7,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.977,23.7,7,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.973,24,7,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.977,24,7,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.021,24.6,7,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.977,25.9,8,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.977,26.1,8,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.977,26.2,8,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.889,26.3,8,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.979,27.2,8,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.98,27.4,8,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.979,28.8,8,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.036,29.9,8,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.292,31.1,8,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.026,33.6,9,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.022,33.9,9,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.021,36.1,9,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina,tsi_b,yes,bottom,intertidal,0.979,41.7,10,1,25,0.982142857,0.095238095
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.033,9.3,2,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.024,12.4,3,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.98,18.7,4,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.98,26,6,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.034,30.3,5,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.024,33,5,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.028,33.4,5,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.977,33.9,5,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.977,35.4,6,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.13,39.2,6,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.033,40.1,6,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.024,41,6,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.024,48.4,6,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.87,50.9,7,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.025,52,7,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.938,52.4,8,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.024,53.1,8,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.916,56,13,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.025,7.1,2,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.031,8,2,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.025,8.2,2,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.024,8.7,2,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.024,9.1,2,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.024,9.2,2,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.025,9.8,2,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.033,9.9,2,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.941,9.9,2,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.024,10,3,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.024,10.2,3,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.546,10.3,2,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.034,10.5,3,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.202,10.7,3,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.033,10.8,2,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.024,10.8,3,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.32,11.5,2,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.024,12.1,3,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.939,12.4,3,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.97,12.4,3,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.033,12.6,3,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.203,14.5,3,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.954,16.3,3,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.957,17.5,4,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.973,17.7,4,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.023,18.1,4,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.96,22.9,4,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.973,23.6,4,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.945,25.3,4,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.572,25.8,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.977,28.3,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.024,28.3,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.941,29.7,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.033,31.1,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.974,34.6,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.98,35.4,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.386,35.4,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.938,36.5,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.98,36.9,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.394,37.9,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.033,38.1,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.696,38.5,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.129,38.9,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.964,39.2,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.033,39.6,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.822,39.6,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.121,40.1,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.957,41.1,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.93,44.7,7,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.025,45,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_a,yes,algae,subtidal,0.024,49.7,7,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.977,31.6,5,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.034,34.7,5,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.816,35.3,5,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.973,35.6,6,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.545,37.2,6,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.98,37.6,6,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.032,38,6,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.425,40,6,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.025,40,7,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.952,40.7,6,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.203,40.7,6,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.272,41.8,6,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.034,42,6,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.924,42.4,7,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.893,46.3,9,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.973,49.4,11,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.135,49.7,10,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.893,50.9,11,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.025,58.1,10,0,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.025,20.2,4,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.952,25.7,4,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.791,25.9,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.964,26.7,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.98,31.7,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.98,32.4,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.677,32.9,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.41,34,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.977,35.1,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.979,35.2,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.98,35.4,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.979,35.7,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.977,36.2,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.204,36.9,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.977,38.1,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.98,38.8,7,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.978,39.5,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.024,39.9,5,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.202,40,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.404,40.5,7,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.964,41,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.217,41.2,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.024,41.6,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.977,42.6,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.024,42.8,6,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.024,43.1,7,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.944,43.2,7,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,seredina_sub,tss_b,yes,bottom,subtidal,0.024,49,8,1,25,0.696428571,0.333333333
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.021,11.2,2,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.095,12.9,2,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.021,14.2,3,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.979,15.1,3,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.976,15.2,4,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.022,16,4,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.506,16.2,3,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.91,19.6,5,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.973,36,9,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.979,10.1,2,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.224,10.2,2,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.021,11.4,4,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.29,12,2,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.977,12.1,3,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.021,12.5,3,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.979,12.6,2,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.021,12.6,3,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.095,13.2,3,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.021,13.9,3,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.977,14,3,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.98,14.1,3,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.973,14.4,4,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.906,14.6,3,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.979,14.8,3,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.979,14.9,4,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.735,14.9,4,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.742,15,4,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.901,15.2,4,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.02,15.2,4,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.977,15.6,3,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.506,15.6,4,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.927,15.9,4,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.027,15.9,4,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.959,16.1,3,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.387,16.2,2,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.973,16.4,3,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.977,16.5,4,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.979,16.7,4,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.021,16.7,4,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.979,16.9,5,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.977,17,4,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.955,17,3,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.976,17.1,4,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.021,18.7,5,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.979,19.2,5,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.977,19.2,6,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.977,19.3,5,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.021,19.5,6,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.021,19.6,5,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.976,20.2,6,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.98,20.9,5,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.963,22.1,5,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.804,22.7,6,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.98,23.1,7,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.973,28.1,7,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_a,yes,algae,intertidal,0.976,28.5,8,1,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_b,yes,bottom,intertidal,0.021,10.5,3,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_b,yes,bottom,intertidal,0.98,14.8,4,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_b,yes,bottom,intertidal,0.021,16.9,5,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_b,yes,bottom,intertidal,0.027,20.9,6,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_b,yes,bottom,intertidal,0.02,21.4,5,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_b,yes,bottom,intertidal,0.028,21.6,5,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_b,yes,bottom,intertidal,0.021,21.9,5,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_b,yes,bottom,intertidal,0.027,23,6,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_b,yes,bottom,intertidal,0.096,23.3,5,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_b,yes,bottom,intertidal,0.928,23.7,5,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_b,yes,bottom,intertidal,0.021,26.1,6,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_b,yes,bottom,intertidal,0.027,27.3,6,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_b,yes,bottom,intertidal,0.021,28.3,7,0,30,0.879310345,0.354166667
barents,training,normal,coast,tyuva,ustie,tui_b,yes,bottom,intertidal,0.027,31,6,0,30,0.879310345,0.354166667
