Area;Station;Scan_Count;Depth;Pressure;Temperature;Conductivity;Salinity;Density;Sound_Velocity;Fluorescence;Turbidity;Bottles_Fired;Latitude;Longitude;Julian_Days;Oxygen;Irradiance;Depth;Potential_Temperature;Salinity2;Density2;Sound_Velocity;Oxygen_Saturation;flag
Rijpfjord;RIP1;13;4.246;4.282;1.7226;2.904143;33.1127;26.48;1454.46;6.98E-01;0.221;0;80.53666;22.1755;259.716557;6.37993;5.10E-02;4.237;1.7224;33.1129;26.4801;1454.46;7.76437;-9.99E-29
Rijpfjord;RIP1;14;4.253;4.284;1.7229;2.904159;33.1127;26.48;1454.47;6.96E-01;0.227;0;80.53666;22.1755;259.716557;6.38027;5.10E-02;4.239;1.7227;33.1127;26.48;1454.46;7.76431;-9.99E-29
Rijpfjord;RIP1;15;4.246;4.285;1.7232;2.904161;33.1125;26.4798;1454.47;6.96E-01;0.223;0;80.53666;22.1755;259.716558;6.38014;5.10E-02;4.24;1.723;33.1124;26.4797;1454.47;7.76427;-9.99E-29
Rijpfjord;RIP1;16;4.237;4.285;1.7234;2.904163;33.1123;26.4796;1454.47;6.98E-01;0.225;0;80.53666;22.1755;259.716558;6.38095;5.10E-02;4.24;1.7232;33.1123;26.4796;1454.47;7.76424;-9.99E-29
Rijpfjord;RIP1;17;4.236;4.285;1.7235;2.904161;33.1121;26.4795;1454.47;7.07E-01;0.237;0;80.53666;22.1755;259.716559;6.38206;5.10E-02;4.24;1.7233;33.1121;26.4795;1454.47;7.76423;-9.99E-29
Rijpfjord;RIP1;18;4.237;4.286;1.7237;2.904147;33.1119;26.4793;1454.47;7.24E-01;0.252;0;80.53666;22.1755;259.716559;6.38246;5.10E-02;4.241;1.7235;33.1117;26.4791;1454.47;7.76421;-9.99E-29
Rijpfjord;RIP1;19;4.247;4.287;1.7234;2.904131;33.1117;26.4791;1454.47;7.42E-01;0.267;0;80.53668;22.17552;259.71656;6.38253;5.10E-02;4.242;1.7232;33.1119;26.4792;1454.47;7.76426;-9.99E-29
Rijpfjord;RIP1;20;4.262;4.288;1.7235;2.904126;33.1117;26.4791;1454.47;7.60E-01;0.282;0;80.53671;22.17554;259.71656;6.3813;5.10E-02;4.243;1.7233;33.1117;26.4791;1454.47;7.76425;-9.99E-29
Rijpfjord;RIP1;21;4.259;4.287;1.7232;2.904137;33.1119;26.4793;1454.47;7.76E-01;0.296;0;80.53674;22.17556;259.716561;6.37838;5.10E-02;4.242;1.723;33.1121;26.4795;1454.47;7.76429;-9.99E-29
Rijpfjord;RIP1;22;4.236;4.284;1.7235;2.904146;33.112;26.4794;1454.47;7.83E-01;0.303;0;80.53674;22.17556;259.716561;6.37387;5.10E-02;4.239;1.7233;33.1119;26.4793;1454.47;7.76424;-9.99E-29
Rijpfjord;RIP1;23;4.221;4.281;1.7234;2.904144;33.112;26.4794;1454.47;7.76E-01;0.303;0;80.53674;22.17556;259.716562;6.37006;5.10E-02;4.236;1.7232;33.112;26.4794;1454.47;7.76425;-9.99E-29
Rijpfjord;RIP1;24;4.235;4.28;1.7233;2.904134;33.112;26.4793;1454.47;7.58E-01;0.295;0;80.53674;22.17556;259.716562;6.36997;5.10E-02;4.235;1.7231;33.112;26.4794;1454.47;7.76427;-9.99E-29
Rijpfjord;RIP1;25;4.251;4.28;1.7232;2.904121;33.112;26.4793;1454.47;7.33E-01;0.274;0;80.53674;22.17556;259.716563;6.37085;5.10E-02;4.235;1.723;33.1119;26.4793;1454.47;7.7643;-9.99E-29
Rijpfjord;RIP1;26;4.244;4.277;1.7229;2.904101;33.1122;26.4795;1454.46;7.08E-01;0.253;0;80.53674;22.17556;259.716563;6.3705;5.10E-02;4.232;1.7227;33.112;26.4794;1454.46;7.76435;-9.99E-29
Rijpfjord;RIP1;27;4.226;4.274;1.7219;2.904074;33.1125;26.4798;1454.46;6.97E-01;0.237;0;80.53674;22.17556;259.716563;6.37005;5.10E-02;4.229;1.7217;33.1127;26.48;1454.46;7.76451;-9.99E-29
Rijpfjord;RIP1;28;4.217;4.271;1.7215;2.904054;33.1127;26.48;1454.46;6.87E-01;0.223;0;80.53674;22.17556;259.716564;6.36996;5.10E-02;4.226;1.7213;33.1129;26.4802;1454.46;7.76458;-9.99E-29
Rijpfjord;RIP1;29;4.224;4.268;1.7218;2.904048;33.1126;26.4799;1454.46;6.79E-01;0.214;0;80.53674;22.17556;259.716564;6.3719;5.10E-02;4.223;1.7216;33.1125;26.4799;1454.46;7.76454;-9.99E-29
Rijpfjord;RIP1;30;4.231;4.266;1.7218;2.904055;33.1125;26.4799;1454.46;6.78E-01;0.205;0;80.53674;22.17556;259.716565;6.37424;5.10E-02;4.221;1.7216;33.1126;26.48;1454.46;7.76454;-9.99E-29
Rijpfjord;RIP1;31;4.223;4.263;1.7221;2.904062;33.1124;26.4798;1454.46;6.79E-01;0.194;0;80.53674;22.17556;259.716565;6.37414;5.10E-02;4.218;1.7219;33.1124;26.4797;1454.46;7.76449;-9.99E-29
Rijpfjord;RIP1;32;4.214;4.259;1.7223;2.90405;33.1123;26.4797;1454.46;6.87E-01;0.194;0;80.53674;22.17556;259.716566;6.37336;5.10E-02;4.214;1.7221;33.112;26.4794;1454.46;7.76447;-9.99E-29
Rijpfjord;RIP1;33;4.212;4.255;1.7218;2.904023;33.1124;26.4798;1454.46;6.94E-01;0.205;0;80.53674;22.17556;259.716566;6.37228;5.10E-02;4.21;1.7216;33.1122;26.4796;1454.46;7.76456;-9.99E-29
Rijpfjord;RIP1;34;4.209;4.251;1.721;2.903992;33.1126;26.48;1454.46;6.96E-01;0.214;0;80.53674;22.17556;259.716567;6.3711;5.10E-02;4.206;1.7208;33.1127;26.4801;1454.46;7.76469;-9.99E-29
Rijpfjord;RIP1;35;4.205;4.247;1.7204;2.903954;33.1127;26.4801;1454.45;6.96E-01;0.224;0;80.53674;22.17556;259.716567;6.37067;5.10E-02;4.202;1.7202;33.1128;26.4802;1454.45;7.7648;-9.99E-29
Rijpfjord;RIP1;36;4.196;4.242;1.7201;2.903915;33.1127;26.4802;1454.45;6.96E-01;0.244;0;80.53674;22.17556;259.716568;6.37042;5.10E-02;4.197;1.7199;33.1126;26.4801;1454.45;7.76487;-9.99E-29
Rijpfjord;RIP1;37;4.181;4.238;1.7195;2.903891;33.1129;26.4804;1454.45;6.94E-01;0.262;0;80.53674;22.17556;259.716568;6.37024;5.10E-02;4.193;1.7193;33.113;26.4804;1454.45;7.76497;-9.99E-29
Rijpfjord;RIP1;38;4.18;4.234;1.7192;2.903881;33.1131;26.4805;1454.45;6.86E-01;0.264;0;80.53674;22.17556;259.716569;6.37009;5.10E-02;4.189;1.719;33.1132;26.4806;1454.45;7.76502;-9.99E-29
Rijpfjord;RIP1;39;4.194;4.232;1.7193;2.903876;33.113;26.4805;1454.45;6.72E-01;0.253;0;80.53674;22.17556;259.716569;6.36999;5.10E-02;4.187;1.7191;33.113;26.4804;1454.45;7.76501;-9.99E-29
Rijpfjord;RIP1;40;4.186;4.229;1.7193;2.903874;33.1129;26.4804;1454.45;6.72E-01;0.246;0;80.53674;22.17556;259.71657;6.36992;5.10E-02;4.184;1.7191;33.113;26.4804;1454.45;7.76501;-9.99E-29
Rijpfjord;RIP1;41;4.17;4.225;1.7197;2.903874;33.1127;26.4802;1454.45;6.86E-01;0.244;0;80.53674;22.17556;259.71657;6.36987;5.10E-02;4.18;1.7195;33.1125;26.4801;1454.45;7.76495;-9.99E-29
Rijpfjord;RIP1;42;4.176;4.223;1.7199;2.903875;33.1125;26.48;1454.45;6.96E-01;0.244;0;80.53674;22.17556;259.716571;6.36992;5.10E-02;4.178;1.7197;33.1124;26.4799;1454.45;7.76492;-9.99E-29
Rijpfjord;RIP1;43;4.175;4.22;1.7199;2.903875;33.1124;26.4799;1454.45;7.05E-01;0.242;0;80.53674;22.17557;259.716571;6.37007;5.10E-02;4.175;1.7197;33.1124;26.4799;1454.45;7.76492;-9.99E-29
Rijpfjord;RIP1;44;4.166;4.218;1.7198;2.903876;33.1125;26.48;1454.45;7.13E-01;0.235;0;80.53674;22.17558;259.716572;6.37047;5.10E-02;4.173;1.7196;33.1125;26.48;1454.45;7.76494;-9.99E-29
Rijpfjord;RIP1;45;4.165;4.216;1.7198;2.903884;33.1127;26.4801;1454.45;7.16E-01;0.223;0;80.53674;22.17558;259.716572;6.37192;5.10E-02;4.171;1.7196;33.1126;26.4801;1454.45;7.76493;-9.99E-29
Rijpfjord;RIP1;46;4.165;4.215;1.7197;2.903894;33.1129;26.4803;1454.45;7.27E-01;0.216;0;80.53674;22.17558;259.716573;6.37351;5.10E-02;4.17;1.7195;33.1128;26.4803;1454.45;7.76494;-9.99E-29
Rijpfjord;RIP1;47;4.165;4.215;1.7198;2.90389;33.1128;26.4802;1454.45;7.53E-01;0.214;0;80.53674;22.17558;259.716573;6.37339;5.10E-02;4.17;1.7196;33.1126;26.4801;1454.45;7.76493;-9.99E-29
Rijpfjord;RIP1;48;4.163;4.215;1.7199;2.903875;33.1125;26.48;1454.45;7.84E-01;0.214;0;80.53674;22.17558;259.716574;6.37268;5.10E-02;4.17;1.7197;33.1124;26.4799;1454.45;7.76492;-9.99E-29
Rijpfjord;RIP1;49;4.169;4.215;1.7197;2.903866;33.1124;26.4799;1454.45;8.04E-01;0.214;0;80.53674;22.17558;259.716574;6.37154;5.10E-02;4.17;1.7195;33.1125;26.48;1454.45;7.76496;-9.99E-29
Rijpfjord;RIP1;50;4.172;4.216;1.7199;2.903862;33.1123;26.4799;1454.45;8.16E-01;0.214;0;80.53674;22.17558;259.716575;6.36947;5.10E-02;4.171;1.7197;33.1122;26.4798;1454.45;7.76493;-9.99E-29
Rijpfjord;RIP1;51;4.166;4.216;1.7198;2.903857;33.1123;26.4799;1454.45;8.29E-01;0.214;0;80.53674;22.17558;259.716575;6.36912;5.10E-02;4.171;1.7196;33.1122;26.4798;1454.45;7.76495;-9.99E-29
Rijpfjord;RIP1;52;4.165;4.217;1.7198;2.903845;33.1122;26.4798;1454.45;8.27E-01;0.216;0;80.53674;22.17558;259.716576;6.37099;5.10E-02;4.172;1.7196;33.1121;26.4797;1454.45;7.76496;-9.99E-29
Rijpfjord;RIP1;53;4.167;4.219;1.7196;2.903826;33.1122;26.4798;1454.45;8.04E-01;0.223;0;80.53674;22.17558;259.716576;6.37252;5.10E-02;4.174;1.7194;33.1121;26.4797;1454.45;7.765;-9.99E-29
Rijpfjord;RIP1;54;4.177;4.221;1.7193;2.903805;33.1122;26.4798;1454.45;7.73E-01;0.235;0;80.53674;22.17558;259.716576;6.37231;5.10E-02;4.176;1.7191;33.1121;26.4797;1454.45;7.76506;-9.99E-29
Rijpfjord;RIP1;55;4.185;4.223;1.7188;2.90379;33.1123;26.4799;1454.45;7.55E-01;0.242;0;80.53674;22.17558;259.716577;6.37167;5.10E-02;4.178;1.7186;33.1124;26.48;1454.45;7.76514;-9.99E-29
Rijpfjord;RIP1;56;4.177;4.225;1.719;2.903761;33.1122;26.4798;1454.45;7.50E-01;0.242;0;80.53674;22.17558;259.716577;6.37274;5.10E-02;4.18;1.7188;33.1119;26.4796;1454.45;7.76513;-9.99E-29
Rijpfjord;RIP1;57;4.169;4.226;1.7187;2.903701;33.1121;26.4798;1454.44;7.40E-01;0.235;0;80.53674;22.17558;259.716578;6.37443;5.10E-02;4.181;1.7185;33.1114;26.4792;1454.44;7.76521;-9.99E-29
Rijpfjord;RIP1;58;4.178;4.229;1.717;2.903631;33.1124;26.4801;1454.44;7.23E-01;0.223;0;80.53674;22.17558;259.716578;6.37331;5.10E-02;4.184;1.7168;33.1123;26.4801;1454.44;7.7655;-9.99E-29
Rijpfjord;RIP1;59;4.188;4.233;1.7156;2.903578;33.113;26.4806;1454.43;7.07E-01;0.216;0;80.53674;22.17558;259.716579;6.37108;5.10E-02;4.188;1.7154;33.1131;26.4808;1454.43;7.76573;-9.99E-29
Rijpfjord;RIP1;60;4.19;4.236;1.7153;2.90354;33.1132;26.4809;1454.43;6.98E-01;0.214;0;80.53674;22.17558;259.716579;6.37186;5.10E-02;4.191;1.7151;33.113;26.4807;1454.43;7.7658;-9.99E-29
Rijpfjord;RIP1;61;4.19;4.24;1.7145;2.903505;33.1132;26.481;1454.43;6.95E-01;0.214;0;80.53674;22.17558;259.71658;6.37341;5.10E-02;4.195;1.7143;33.1134;26.4811;1454.43;7.76593;-9.99E-29
Rijpfjord;RIP1;62;4.191;4.243;1.7145;2.903477;33.113;26.4808;1454.43;6.87E-01;0.214;0;80.53674;22.17558;259.71658;6.37371;5.10E-02;4.198;1.7143;33.113;26.4808;1454.43;7.76595;-9.99E-29
Rijpfjord;RIP1;63;4.198;4.248;1.715;2.903461;33.1125;26.4803;1454.43;6.81E-01;0.214;0;80.53674;22.17558;259.716581;6.37306;5.10E-02;4.203;1.7148;33.1123;26.4802;1454.43;7.76589;-9.99E-29
Rijpfjord;RIP1;64;4.205;4.253;1.7156;2.903472;33.1122;26.4801;1454.43;6.87E-01;0.214;0;80.53674;22.17558;259.716581;6.37238;5.10E-02;4.208;1.7154;33.1118;26.4797;1454.43;7.7658;-9.99E-29
Rijpfjord;RIP1;65;4.211;4.258;1.7157;2.903506;33.1124;26.4803;1454.43;6.94E-01;0.214;0;80.53674;22.17558;259.716582;6.37379;5.10E-02;4.213;1.7155;33.1121;26.48;1454.43;7.76576;-9.99E-29
Rijpfjord;RIP1;66;4.223;4.264;1.7153;2.90354;33.1127;26.4805;1454.43;6.96E-01;0.214;0;80.53674;22.17558;259.716582;6.37595;5.10E-02;4.219;1.7151;33.1129;26.4807;1454.43;7.7658;-9.99E-29
Rijpfjord;RIP1;67;4.231;4.268;1.7162;2.903563;33.1127;26.4804;1454.44;6.96E-01;0.214;0;80.53674;22.17558;259.716583;6.37735;5.10E-02;4.223;1.716;33.1123;26.4801;1454.43;7.76566;-9.99E-29
Rijpfjord;RIP1;68;4.225;4.272;1.7163;2.903569;33.1124;26.4801;1454.44;6.96E-01;0.214;0;80.53674;22.17558;259.716583;6.37762;5.10E-02;4.227;1.7161;33.1123;26.4801;1454.43;7.76564;-9.99E-29
Rijpfjord;RIP1;69;4.227;4.277;1.7165;2.90357;33.112;26.4799;1454.44;6.96E-01;0.214;0;80.53674;22.17558;259.716584;6.37743;5.10E-02;4.232;1.7163;33.1121;26.4799;1454.44;7.76561;-9.99E-29
Rijpfjord;RIP1;70;4.243;4.282;1.717;2.9036;33.1117;26.4795;1454.44;6.98E-01;0.214;0;80.53674;22.17558;259.716584;6.37803;5.10E-02;4.237;1.7168;33.1119;26.4797;1454.44;7.76552;-9.99E-29
Rijpfjord;RIP1;71;4.244;4.286;1.7184;2.903664;33.1112;26.479;1454.44;7.05E-01;0.214;0;80.53674;22.17558;259.716585;6.37682;5.10E-02;4.241;1.7182;33.1112;26.4791;1454.44;7.76528;-9.99E-29
Rijpfjord;RIP1;72;4.239;4.289;1.7202;2.903739;33.1107;26.4786;1454.45;7.11E-01;0.214;0;80.53674;22.17558;259.716585;6.37307;5.10E-02;4.244;1.72;33.1103;26.4782;1454.45;7.76498;-9.99E-29
Rijpfjord;RIP1;73;4.247;4.294;1.7209;2.903816;33.1107;26.4786;1454.45;7.03E-01;0.214;0;80.53674;22.17558;259.716586;6.37037;5.10E-02;4.248;1.7207;33.1105;26.4783;1454.45;7.76483;-9.99E-29
Rijpfjord;RIP1;74;4.256;4.298;1.7213;2.903888;33.1111;26.4788;1454.46;6.89E-01;0.214;0;80.53674;22.17558;259.716586;6.37036;5.10E-02;4.252;1.7211;33.111;26.4787;1454.46;7.76472;-9.99E-29
Rijpfjord;RIP1;75;4.256;4.303;1.7215;2.903932;33.1114;26.479;1454.46;6.81E-01;0.214;0;80.53674;22.17558;259.716587;6.37214;5.10E-02;4.257;1.7213;33.1113;26.479;1454.46;7.76466;-9.99E-29
Rijpfjord;RIP1;76;4.25;4.307;1.7217;2.903946;33.1114;26.479;1454.46;6.87E-01;0.214;0;80.53674;22.17558;259.716587;6.37441;5.10E-02;4.261;1.7215;33.1113;26.4789;1454.46;7.76463;-9.99E-29
Rijpfjord;RIP1;77;4.261;4.312;1.7218;2.90395;33.1113;26.4789;1454.46;6.94E-01;0.214;0;80.53674;22.17558;259.716588;6.37499;5.10E-02;4.266;1.7216;33.1112;26.4789;1454.46;7.76461;-9.99E-29
Rijpfjord;RIP1;78;4.292;4.318;1.7218;2.903955;33.1113;26.4789;1454.46;6.96E-01;0.214;0;80.53674;22.17558;259.716588;6.37341;5.10E-02;4.272;1.7216;33.1113;26.4789;1454.46;7.76461;-9.99E-29
Rijpfjord;RIP1;79;4.296;4.323;1.7218;2.903965;33.1114;26.479;1454.46;6.96E-01;0.214;0;80.53674;22.17558;259.716589;6.3746;5.10E-02;4.277;1.7216;33.1114;26.479;1454.46;7.7646;-9.99E-29
Rijpfjord;RIP1;80;4.283;4.325;1.7216;2.903974;33.1116;26.4792;1454.46;6.98E-01;0.214;0;80.53674;22.17558;259.716589;6.37869;5.10E-02;4.279;1.7214;33.1118;26.4793;1454.46;7.76462;-9.99E-29
Rijpfjord;RIP1;81;4.281;4.327;1.7216;2.903978;33.1118;26.4794;1454.46;7.05E-01;0.214;0;80.53674;22.17558;259.71659;6.38144;5.10E-02;4.281;1.7214;33.1118;26.4793;1454.46;7.76462;-9.99E-29
Rijpfjord;RIP1;82;4.282;4.33;1.7213;2.903965;33.1119;26.4795;1454.46;7.11E-01;0.214;0;80.53674;22.17558;259.71659;6.38161;5.10E-02;4.284;1.7211;33.112;26.4795;1454.46;7.76467;-9.99E-29
Rijpfjord;RIP1;83;4.292;4.332;1.721;2.903927;33.1119;26.4794;1454.46;7.05E-01;0.212;0;80.53674;22.17558;259.71659;6.37918;5.10E-02;4.286;1.7208;33.1118;26.4794;1454.46;7.76474;-9.99E-29
Rijpfjord;RIP1;84;4.301;4.334;1.7205;2.903874;33.1119;26.4795;1454.45;6.98E-01;0.205;0;80.53674;22.17558;259.716591;6.37782;5.10E-02;4.288;1.7203;33.1116;26.4793;1454.45;7.76484;-9.99E-29
Rijpfjord;RIP1;85;4.295;4.335;1.7193;2.903814;33.1122;26.4798;1454.45;6.97E-01;0.193;0;80.53674;22.17558;259.716591;6.37812;5.10E-02;4.289;1.7191;33.1122;26.4798;1454.45;7.76505;-9.99E-29
Rijpfjord;RIP1;86;4.295;4.335;1.718;2.903751;33.1123;26.4799;1454.45;6.98E-01;0.192;0;80.53674;22.17558;259.716592;6.37699;5.10E-02;4.289;1.7178;33.1127;26.4803;1454.44;7.76528;-9.99E-29
Rijpfjord;RIP1;87;4.302;4.336;1.7184;2.903687;33.1119;26.4796;1454.45;7.07E-01;0.196;0;80.53674;22.17558;259.716592;6.37548;5.10E-02;4.29;1.7182;33.1115;26.4793;1454.44;7.76527;-9.99E-29
Rijpfjord;RIP1;88;4.293;4.334;1.7179;2.903618;33.1115;26.4794;1454.44;7.21E-01;0.191;0;80.53674;22.17558;259.716593;6.37468;5.10E-02;4.288;1.7177;33.1112;26.4791;1454.44;7.76538;-9.99E-29
Rijpfjord;RIP1;89;4.284;4.333;1.7166;2.903558;33.1117;26.4796;1454.44;7.29E-01;0.184;0;80.53674;22.17558;259.716593;6.37393;5.10E-02;4.287;1.7164;33.1118;26.4797;1454.44;7.76561;-9.99E-29
Rijpfjord;RIP1;90;4.29;4.332;1.7156;2.903528;33.1121;26.48;1454.43;7.21E-01;0.183;0;80.53674;22.17558;259.716594;6.37228;5.10E-02;4.286;1.7154;33.1124;26.4803;1454.43;7.76577;-9.99E-29
Rijpfjord;RIP1;91;4.296;4.331;1.7157;2.903534;33.1123;26.4801;1454.43;7.07E-01;0.185;0;80.53674;22.17559;259.716594;6.37071;5.10E-02;4.285;1.7155;33.1124;26.4802;1454.43;7.76575;-9.99E-29
Rijpfjord;RIP1;92;4.289;4.329;1.7163;2.903557;33.1123;26.4801;1454.44;6.98E-01;0.192;0;80.53674;22.1756;259.716595;6.37205;5.10E-02;4.283;1.7161;33.1121;26.4799;1454.44;7.76565;-9.99E-29
Rijpfjord;RIP1;93;4.282;4.326;1.7166;2.903572;33.1122;26.48;1454.44;6.96E-01;0.205;0;80.53674;22.1756;259.716595;6.37503;5.10E-02;4.28;1.7164;33.1119;26.4798;1454.44;7.7656;-9.99E-29
Rijpfjord;RIP1;94;4.28;4.323;1.7168;2.903569;33.1119;26.4797;1454.44;6.94E-01;0.212;0;80.53674;22.1756;259.716596;6.37614;5.10E-02;4.277;1.7166;33.1117;26.4796;1454.44;7.76557;-9.99E-29
Rijpfjord;RIP1;95;4.28;4.32;1.717;2.903545;33.1116;26.4795;1454.44;6.87E-01;0.212;0;80.53674;22.1756;259.716596;6.37554;5.10E-02;4.274;1.7168;33.1112;26.4792;1454.44;7.76556;-9.99E-29
Rijpfjord;RIP1;96;4.278;4.317;1.7166;2.903511;33.1114;26.4793;1454.44;6.79E-01;0.206;0;80.53674;22.1756;259.716597;6.3762;5.10E-02;4.271;1.7164;33.1112;26.4792;1454.44;7.76564;-9.99E-29
Rijpfjord;RIP1;97;4.269;4.313;1.716;2.903479;33.1113;26.4793;1454.43;6.76E-01;0.201;0;80.53674;22.1756;259.716597;6.37862;5.10E-02;4.267;1.7158;33.1114;26.4794;1454.43;7.76574;-9.99E-29
Rijpfjord;RIP1;98;4.261;4.309;1.7162;2.90345;33.1111;26.4792;1454.43;6.69E-01;0.206;0;80.53674;22.1756;259.716598;6.3802;5.10E-02;4.263;1.716;33.1108;26.4789;1454.43;7.76573;-9.99E-29
Rijpfjord;RIP1;99;4.267;4.305;1.716;2.903424;33.1108;26.4789;1454.43;6.61E-01;0.213;0;80.53674;22.1756;259.716598;6.37941;5.10E-02;4.259;1.7158;33.1107;26.4789;1454.43;7.76578;-9.99E-29
Rijpfjord;RIP1;100;4.265;4.3;1.716;2.903402;33.1107;26.4788;1454.43;6.60E-01;0.214;0;80.53674;22.1756;259.716599;6.37813;5.10E-02;4.254;1.7158;33.1105;26.4786;1454.43;7.76579;-9.99E-29
Rijpfjord;RIP1;101;4.25;4.295;1.7157;2.903382;33.1107;26.4789;1454.43;6.61E-01;0.214;0;80.53674;22.1756;259.716599;6.37792;5.10E-02;4.249;1.7155;33.1105;26.4787;1454.43;7.76585;-9.99E-29
Rijpfjord;RIP1;102;4.248;4.289;1.7153;2.903349;33.1108;26.479;1454.43;6.69E-01;0.214;0;80.53674;22.1756;259.7166;6.37751;5.10E-02;4.244;1.7151;33.1105;26.4788;1454.43;7.76593;-9.99E-29
Rijpfjord;RIP1;103;4.253;4.284;1.7145;2.903306;33.1109;26.4791;1454.43;6.76E-01;0.214;0;80.53674;22.1756;259.7166;6.37865;5.10E-02;4.239;1.7143;33.1108;26.4791;1454.43;7.76607;-9.99E-29
Rijpfjord;RIP1;104;4.241;4.277;1.714;2.903277;33.1111;26.4792;1454.42;6.77E-01;0.214;0;80.53674;22.1756;259.716601;6.38042;5.10E-02;4.232;1.7138;33.111;26.4792;1454.42;7.76616;-9.99E-29
Rijpfjord;RIP1;105;4.221;4.268;1.7138;2.903266;33.1113;26.4794;1454.42;6.76E-01;0.214;0;80.53674;22.1756;259.716601;6.37911;5.10E-02;4.223;1.7136;33.1111;26.4793;1454.42;7.76619;-9.99E-29
Rijpfjord;RIP1;106;4.212;4.261;1.7134;2.903274;33.1116;26.4797;1454.42;6.68E-01;0.214;0;80.53674;22.1756;259.716602;6.37736;5.10E-02;4.216;1.7132;33.1116;26.4798;1454.42;7.76624;-9.99E-29
Rijpfjord;RIP1;107;4.212;4.254;1.7137;2.90329;33.1116;26.4797;1454.42;6.61E-01;0.214;0;80.53674;22.1756;259.716602;6.37739;5.10E-02;4.209;1.7135;33.1115;26.4796;1454.42;7.76619;-9.99E-29
Rijpfjord;RIP1;108;4.209;4.247;1.7143;2.903315;33.1113;26.4794;1454.42;6.60E-01;0.214;0;80.53674;22.1756;259.716603;6.37724;5.10E-02;4.202;1.7141;33.1112;26.4793;1454.42;7.76609;-9.99E-29
Rijpfjord;RIP1;109;4.198;4.238;1.7148;2.903365;33.1113;26.4794;1454.43;6.59E-01;0.214;0;80.53674;22.1756;259.716603;6.37583;5.10E-02;4.193;1.7146;33.1113;26.4794;1454.43;7.76599;-9.99E-29
Rijpfjord;RIP1;110;4.18;4.23;1.7156;2.903438;33.1114;26.4795;1454.43;6.60E-01;0.213;0;80.53674;22.1756;259.716603;6.3744;5.10E-02;4.185;1.7154;33.1114;26.4794;1454.43;7.76582;-9.99E-29
