Year,Station,Season,L,B,H
1992,12,Winter,5.4,1.9,NA
1992,12,Winter,5,2.2,NA
1992,12,Winter,6.5,3.2,NA
1992,12,Winter,4.2,1.7,NA
1992,12,Winter,4.3,1.4,NA
1992,5,Winter,10.8,3.5,NA
1992,5,Winter,7.6,3.2,NA
1992,5,Winter,8,2.4,NA
1992,20,Winter,4.9,1.4,NA
1992,20,Winter,4.8,1.6,NA
1992,20,Winter,5.6,1.3,NA
1992,20,Winter,3.2,1.5,NA
1992,20,Winter,4.2,1.5,NA
1992,20,Winter,4.3,1.5,NA
1992,20,Winter,5.9,1.7,NA
1992,20,Winter,5.4,1.6,NA
1992,20,Winter,6.1,1.9,NA
1992,20,Winter,9.2,3.2,NA
1992,20,Winter,7.8,2.1,NA
1992,20,Winter,5.7,1.9,NA
1992,20,Winter,5.8,1.7,NA
1992,20,Winter,5.8,1.8,NA
1992,20,Winter,6.7,2,NA
1992,20,Winter,6.8,1.8,NA
1992,20,Winter,6.2,2,NA
1992,20,Winter,6.5,2.6,NA
1992,20,Winter,4.7,1.4,NA
1992,20,Winter,5.4,1.9,NA
1992,20,Winter,4.5,1.4,NA
1992,20,Winter,3.8,1,NA
1992,20,Winter,4.5,1.4,NA
1992,20,Winter,4,1.5,NA
1992,20,Winter,2.2,1.4,NA
1992,15,Winter,8,2.4,6.2
1992,15,Winter,13.9,5.4,16.5
1992,15,Winter,7.1,1.9,5.8
1992,15,Winter,6.4,1.9,4.9
1992,15,Winter,6.1,1.8,4.6
1992,15,Winter,5.8,1.6,4.2
1992,15,Winter,5.7,1.6,4.8
1992,15,Winter,5.6,1.6,1.7
1992,15,Winter,5.8,1.4,4.5
1992,17,Winter,5.2,1.1,4
1992,17,Winter,6,2.1,4.7
1992,17,Winter,5.6,1.9,4.4
1992,17,Winter,3.2,1.2,3
1992,17,Winter,3.7,1.2,3.3
1992,17,Winter,3.7,1.4,3
1992,17,Winter,2.8,1.2,2.5
1992,17,Winter,3.4,1.3,2.6
1992,17,Winter,3.2,1.2,2.1
1992,17,Winter,3.2,1.3,2.2
1992,17,Winter,3.1,1.2,2.2
1992,17,Winter,4.2,1.4,3.4
1992,17,Winter,3.5,1.2,2.7
1992,17,Winter,2.3,1.1,2.4
1992,17,Winter,3.5,1.3,2.1
1992,17,Winter,4.3,1.5,3
1992,17,Winter,3.4,1.2,2.3
1992,17,Winter,3.6,1.2,2.4
1992,17,Winter,4,1.4,2.8
1992,17,Winter,4.3,1.5,3.2
1992,17,Winter,4,1.5,2.9
1992,17,Winter,2.6,1.1,2.7
1992,17,Winter,3.2,1.3,2.6
1992,17,Winter,3,1.4,2.5
1992,17,Winter,3.8,1.1,2.4
1992,17,Winter,2.7,1.2,2.4
1992,17,Winter,2.8,1.2,2.5
1992,17,Winter,2.7,1.1,2.2
1992,17,Winter,4,2.7,2.8
1992,17,Winter,3.3,1.2,1.9
1992,17,Winter,2.5,1.2,2.2
1992,17,Winter,3.3,1.3,2.2
1992,17,Winter,2.6,1,2.4
1992,17,Winter,3.2,1.2,2.4
1992,17,Winter,4.6,1.7,5.7
1992,17,Winter,4.3,1.5,3.2
1992,17,Winter,4.2,1.5,3.4
1992,17,Winter,2.3,1,2.2
1992,17,Winter,4.5,1.4,3
1992,17,Winter,2.6,1,2.3
1992,17,Winter,2.9,1.3,2.4
1992,17,Winter,4,1.1,3.2
1992,17,Winter,2.9,1.4,2.3
1992,17,Winter,2.4,1,2.3
1992,1,Winter,4.7,1.4,4.2
1992,1,Winter,4.4,2,3.5
1992,1,Winter,4,1.4,3.3
1992,1,Winter,3,1.3,2.3
1992,16,Winter,9.9,3.4,7.1
1992,16,Winter,8.6,3.2,7.2
1992,5,Winter,6.5,2.1,5.5
1992,5,Winter,5.5,1.8,4.2
1992,5,Winter,6.1,2.2,4.4
1992,5,Winter,4.4,1.7,3.6
1992,5,Winter,6.6,2,5
1992,5,Winter,6.8,2.3,5.6
1992,5,Winter,5.3,1.6,4
1992,16,Winter,8.3,2.9,5.6
1992,16,Winter,5.4,1.7,3.8
1992,16,Winter,4.9,1.7,3.8
1992,16,Winter,5.1,1.9,4.2
1992,16,Winter,5.5,1.9,4.3
1992,16,Winter,6.2,2,4
1992,16,Winter,5.4,1.8,3.9
1992,16,Winter,4.9,1.6,3.8
1992,16,Winter,4.4,1.1,3.3
1992,16,Winter,4.7,1.8,3.7
1992,16,Winter,5.2,1.8,4
1992,16,Winter,3.9,1.6,3.1
1992,16,Winter,3.9,1.5,3.2
1992,16,Winter,4.1,1.8,3.4
1992,16,Winter,3.7,1.4,2.6
1992,16,Winter,3.6,1.4,2.7
1992,16,Winter,4.4,1.8,3.7
1992,16,Winter,2.8,1.2,2.8
1992,16,Winter,4.7,1.7,3.9
1992,16,Winter,2.8,1.2,2.3
1992,16,Winter,3.3,1.3,2.9
1992,16,Winter,3.7,1.6,3
1992,16,Winter,2.7,1.2,2.5
1992,16,Winter,4.3,1.8,3.7
1992,16,Winter,5.5,1.8,4.5
1992,16,Winter,2.9,1.2,2.8
1992,16,Winter,4,1.9,2.2
1992,16,Winter,4.5,1.8,3.9
1992,16,Winter,3.9,1.5,3.2
1992,16,Winter,3.5,1.4,2.6
1992,16,Winter,5.1,1.1,3.9
1992,16,Winter,5,1.9,3.8
1992,16,Winter,4.3,1.6,3.2
1992,16,Winter,4.4,1.8,3.7
1992,16,Winter,5,1.9,3.1
1992,16,Winter,2.5,1,2.7
1992,18,Winter,9,3.1,6.9
1992,18,Winter,3,1.4,2.4
1992,18,Winter,3.9,1.2,3.4
1992,18,Winter,3.5,1.3,2.3
1992,18,Winter,4.5,1.7,4
1992,18,Winter,4.5,1.8,3.9
1992,18,Winter,4.6,1.8,3.6
1992,18,Winter,3.5,1.4,3
1992,18,Winter,3.8,1.5,3.2
1992,18,Winter,3.1,1.3,3
1992,18,Winter,5.4,1.9,4.2
1992,18,Winter,3.6,1.5,3.1
1992,18,Winter,4.9,1.4,3.2
1992,18,Winter,1.9,0.8,1.6
2003,18,Winter,1.4,6.3,11.7
2003,18,Winter,16.8,7.3,13
2003,18,Winter,8.6,3.6,7.2
2003,18,Winter,10.6,4.3,8.7
2003,18,Winter,7.1,3.2,6.7
2003,18,Winter,8.9,3.8,7.5
2003,18,Winter,10.8,5.5,8.3
2003,18,Winter,10.3,4.3,8.2
2003,18,Winter,12.5,5.5,9.9
2003,18,Winter,10.2,4.3,8.7
2003,18,Winter,10,4.7,8.3
2003,18,Winter,10.2,4.7,8.3
2003,18,Winter,6.9,3.4,6.3
2003,18,Winter,9.4,4.3,8
2003,18,Winter,8.6,4,7.3
2003,18,Winter,9.5,4.1,7.7
2003,18,Winter,9.9,4,8.3
2003,18,Winter,8,3.4,6.6
2003,18,Winter,6.6,2.9,5.6
2003,18,Winter,5.8,2.5,5.2
2003,18,Winter,9,4.2,7.2
2003,18,Winter,5.3,2.2,3.9
2003,18,Winter,5.4,2.1,4.5
2003,18,Winter,5.3,2.2,4.1
2003,18,Winter,7.4,3.2,5.9
2003,18,Winter,12.3,5.6,9.8
2003,18,Winter,16.2,6.7,11.2
2003,18,Winter,12.5,6.1,10.2
2003,18,Winter,14.5,6,9.2
2003,18,Winter,11.4,5,9.2
2003,18,Winter,11.5,4.5,9
2003,18,Winter,11.7,4.4,9
2003,18,Winter,12.2,5.2,9.8
2003,18,Winter,1.7,2.2,3.9
2003,18,Winter,4.6,1.9,4.7
2003,18,Winter,7.7,4.2,6.8
2003,18,Winter,7.8,3.2,5.1
2003,18,Winter,6.5,3.2,5.7
2003,18,Winter,6.2,2.4,5.1
2003,18,Winter,8.4,4,6.2
2003,18,Winter,6.9,2.8,5.9
2003,18,Winter,5.9,2.8,5
2003,18,Winter,6.1,2.7,4.7
2003,18,Winter,7.3,3.2,6.5
2003,18,Winter,7.5,2.7,5.8
2003,18,Winter,7.4,2.3,6.3
2003,18,Winter,6,2.9,4.5
2003,18,Winter,7.4,2.8,5
2003,18,Winter,9.6,4.2,7.7
2003,18,Winter,4,1.9,3.3
2003,18,Winter,11.9,5.2,9.8
2003,18,Winter,4.8,1.8,4.1
2003,18,Winter,5.8,2.3,4.3
2003,18,Winter,11.5,4.7,8.9
2003,18,Winter,6.9,3,6
2003,18,Winter,5.1,2.5,4.6
2003,18,Winter,7.3,3.2,5.5
2003,18,Winter,11,5,9
2003,18,Winter,5.4,2.2,4.3
2003,18,Winter,13,6.7,9.8
2003,18,Winter,4.4,2,3.5
2003,18,Winter,10,4,8
2003,18,Winter,12.7,5.5,9.5
2003,18,Winter,12,4.7,10
2003,18,Winter,10.6,5,8
2003,18,Winter,12.3,4.7,9
2003,18,Winter,11,4,8.4
2003,18,Winter,3.4,1.4,3
2003,18,Winter,4.4,1.5,4.8
1994,16,Winter,15.6,6.4,12.6
1994,16,Winter,11.3,4.5,9.5
1994,16,Winter,9.6,4.4,7.9
1994,16,Winter,12.2,5.4,9.6
1994,16,Winter,12.3,4.3,10.2
1994,16,Winter,12.2,5.3,9.7
1994,16,Winter,12.9,5.3,12.3
1994,16,Winter,13.4,4.4,10.9
1994,16,Winter,13.5,4.6,10.9
1994,16,Winter,14.8,6.6,12.4
1994,16,Winter,12.6,5.7,12.1
1994,16,Winter,7.6,3.2,6.3
1994,16,Winter,8.5,3.4,7.2
1994,16,Winter,4.9,1.8,4.4
1995,15,Winter,10.2,5.4,8.1
1995,15,Winter,10.5,4.2,8.3
1995,15,Winter,8.7,4,7.3
1995,15,Winter,7.1,3.9,6.2
1995,15,Winter,6.4,2.4,5.5
1995,15,Winter,5.7,2.1,4.6
1995,15,Winter,4,1.3,3.2
1995,15,Winter,4.4,1.6,3.6
1995,15,Winter,4.5,2,3.7
1995,15,Winter,4.5,1.4,3.5
1995,15,Winter,4.3,1.7,3.4
1995,15,Winter,3.7,1.2,2.9
1995,15,Winter,3.2,1.1,2.9
1995,15,Winter,2.9,0.7,2.3
1995,15,Winter,3.6,1.4,2.9
1995,15,Winter,2.9,1.3,2.3
1995,15,Winter,3.4,1.4,2.9
1995,15,Winter,2.7,1.3,2.4
1995,15,Winter,4.3,1.4,3.5
1996,9,Winter,17.9,5.9,10.6
1995,15,Winter,7.2,3.8,5.3
1995,13,Winter,12.4,6.4,9.8
1995,13,Winter,11,4.6,8.8
1995,13,Winter,9.5,4,7.3
1995,13,Winter,7.6,3.3,6.1
1995,13,Winter,8.2,3.3,6.1
1995,13,Winter,8.7,4,6.9
1995,13,Winter,7.4,3.5,6.2
1995,13,Winter,7.7,2.9,6.2
1995,13,Winter,6.7,2.9,5.5
1995,13,Winter,6.2,2.3,5
1995,13,Winter,5.9,2.4,4.5
1995,13,Winter,5.1,1.8,4
1995,13,Winter,5.6,2.5,4.4
1995,13,Winter,4.6,1.5,3.9
1995,13,Winter,5.5,2.3,4.7
1995,13,Winter,8,2.9,6.4
1995,13,Winter,3.9,1.9,3.2
1995,13,Winter,6.2,3.1,5
1995,13,Winter,5.4,4.4,4.4
1995,13,Winter,4.2,1.7,3.2
1995,13,Winter,3.5,1.3,2.8
1995,13,Winter,7.3,2.9,5.2
1995,13,Winter,7.3,2.9,6.3
1995,13,Winter,5.4,2.1,4.6
1995,13,Winter,3.6,1.5,3
1995,13,Winter,5,1.9,4.2
1995,13,Winter,4.2,1.5,3.4
1995,13,Winter,4.5,1.7,3.8
1995,13,Winter,4.2,1.6,3.3
1995,13,Winter,3.3,1.3,2.7
1995,13,Winter,5.1,1.9,3.8
1995,13,Winter,3.9,1.4,3.5
1995,13,Winter,4.7,2.3,3.3
1995,13,Winter,3.9,1.4,3.2
1995,13,Winter,4.6,2,3.8
1995,13,Winter,4,1.9,3.5
1995,13,Winter,4.5,1.8,3.7
1995,13,Winter,3.5,1.3,2.8
1995,13,Winter,3,1.2,2.8
1995,13,Winter,5.5,2.7,3.9
1995,13,Winter,4.1,1.7,3.6
1995,13,Winter,4.2,1.5,3.5
1995,13,Winter,3.5,1.2,2.9
1995,13,Winter,4,1.4,3.2
1995,13,Winter,3.4,1.2,3
1995,13,Winter,3.2,1.6,2.7
1995,13,Winter,2.6,1,2.4
1995,13,Winter,3.4,1.4,2.9
1995,13,Winter,2.8,1,2.5
1995,13,Winter,1.8,0.7,1.5
1995,13,Winter,2.6,0.8,2.1
1995,13,Winter,3.4,1.3,3
1995,13,Winter,3.7,1.3,3.1
1995,13,Winter,3.6,1.5,3.2
1995,13,Winter,2.9,9,2.4
1995,13,Winter,3.6,1.4,3.2
1995,13,Winter,2.9,1,2.3
1995,13,Winter,2.4,1.3,2.4
1995,13,Winter,2.9,1,2.4
1995,13,Winter,2.8,1,2.2
1995,13,Winter,2.7,0.8,2.2
1995,13,Winter,3.6,1.2,3
1995,13,Winter,3.6,1.2,2.9
1995,13,Winter,2.5,0.7,2.1
1995,13,Winter,2.8,1.2,2.7
1995,13,Winter,2.9,1.1,2.5
1995,13,Winter,3.1,0.8,2.7
1995,13,Winter,2.9,1,2.4
1995,13,Winter,2,1.8,2.2
1995,13,Winter,2.9,1,2.5
1995,13,Winter,2.2,0.5,1.8
1995,13,Winter,2.2,0.6,2.2
1995,13,Winter,3,1.1,3.1
1995,13,Winter,2.6,1.2,2.4
1995,13,Winter,2.6,1.2,2.2
1995,13,Winter,2.5,0.8,2.1
1995,13,Winter,2.5,0.9,2
1995,13,Winter,2.3,0.6,2
1995,13,Winter,2.1,0.6,1.9
1995,13,Winter,3.6,1.2,2.7
1995,13,Winter,3,0.9,2.5
1995,13,Winter,3.2,1,2.6
1995,13,Winter,2.8,0.8,2.5
1995,13,Winter,3.7,1.3,3.1
1995,13,Winter,2.8,1.9,2.5
1995,13,Winter,2.8,0.8,2.5
1995,13,Winter,2.3,0.7,2
1995,13,Winter,2.3,0.8,1.9
1995,13,Winter,1.6,0.4,1.3
1995,13,Winter,3.1,1.2,2.7
1995,13,Winter,3.6,1.5,2.9
1995,13,Winter,2.6,1,2.6
1995,13,Winter,3.1,0.9,2.5
1995,13,Winter,4,1.3,3.2
1995,13,Winter,3,1.5,2.8
1995,13,Winter,2.4,0.7,2.2
1995,13,Winter,3.3,1,2.6
1995,13,Winter,3.2,3.4,2.7
1995,13,Winter,2.9,0.9,2.4
1995,13,Winter,2.8,1,2.4
1995,13,Winter,2.3,1.3,2.7
1995,13,Winter,3.8,1.3,2.9
1995,13,Winter,3.1,1.2,2.7
1995,13,Winter,2.4,0.6,2.3
1995,13,Winter,2.4,1,2.2
1995,13,Winter,3.5,1.2,2.8
1995,13,Winter,1.9,0.9,1.7
1995,13,Winter,3.3,1,2.9
1995,13,Winter,3.7,1.4,3.1
1995,13,Winter,2.9,0.8,2.6
1995,13,Winter,2.6,0.6,2
1995,13,Winter,3.6,1.5,3
1995,13,Winter,4.3,1.5,3.4
1995,13,Winter,8.5,3.3,6.1
1996,20,Winter,7.9,2.8,6
1996,20,Winter,5.8,2.7,4.5
1996,20,Winter,6.1,2.2,4.9
1996,20,Winter,6.3,2.3,4.7
1996,20,Winter,5.8,2.2,4.6
1996,20,Winter,4.9,1.9,3.6
1996,20,Winter,5.6,2.5,4.2
1996,20,Winter,5,2.1,3.5
1996,20,Winter,4.8,1.7,3.8
1996,20,Winter,4.8,1.8,3.8
1996,20,Winter,4.9,1.8,3.7
1996,20,Winter,4.7,1.7,3.6
1996,20,Winter,6.1,2.2,4.7
1996,20,Winter,5.4,2.1,4.3
1996,20,Winter,4.9,1.8,4
1996,20,Winter,3.8,1.4,3.1
1996,20,Winter,3.8,1.5,3
1996,20,Winter,3.3,1,2.6
1996,20,Winter,3.1,1.1,2.6
1996,20,Winter,2.9,1,2.3
1996,20,Winter,2.6,0.9,2.2
1996,20,Winter,2.3,0.8,1.5
1996,20,Winter,2.6,0.9,2.3
1996,20,Winter,2.3,0.7,1.4
1996,20,Winter,2.2,0.9,2
1996,20,Winter,2.1,7,1.9
1996,20,Winter,2.1,0.6,1.6
1996,20,Winter,2.9,1,2.3
1996,20,Winter,2.4,1.1,2.1
1996,20,Winter,2.3,0.6,1.8
1996,20,Winter,1.4,0.7,1.2
1996,20,Winter,1.9,0.6,1.6
1996,20,Winter,2.1,0.7,1.7
1996,20,Winter,1.1,0.5,1.4
1996,20,Winter,1.6,0.5,1.3
1996,20,Winter,1.5,0.6,1.3
1996,20,Winter,1.4,0.4,1.1
1996,20,Winter,2.1,0.6,1.8
1996,20,Winter,1.7,0.6,1.4
1996,20,Winter,5.8,2.1,4.6
1996,20,Winter,5.6,2.1,4.4
1996,20,Winter,4.5,1.7,4
1995,1,Winter,7,2.7,5.6
1995,1,Winter,7.4,3,5.5
1995,1,Winter,5.5,2,4.9
1995,1,Winter,4.5,2.5,3.7
1995,1,Winter,6.1,3,5
1995,1,Winter,5.4,2.2,6.8
1995,1,Winter,3.7,1.4,3
1995,1,Winter,6.7,2.9,5.5
1995,1,Winter,3.2,1.4,2.8
1995,1,Winter,2.1,0.8,1.8
1995,1,Winter,3.4,1.1,2.5
1995,1,Winter,1.8,0.6,1.5
1995,1,Winter,2.1,0.8,1.7
1995,1,Winter,2.5,1,2.3
1995,1,Winter,2.7,0.9,2
1995,1,Winter,1.8,0.6,1.6
1995,1,Winter,3.1,1.3,2.3
1995,1,Winter,2.2,0.9,2.1
1995,1,Winter,3.2,1.4,2.4
1995,1,Winter,3.6,1.1,2.9
1996,16,Winter,7.1,2.7,5.7
1996,16,Winter,7.7,3.1,5.6
1996,16,Winter,5.7,2.4,4.2
1996,16,Winter,6.7,2.6,4.9
1996,16,Winter,7.3,2.5,5.5
1996,16,Winter,5.9,2.1,4.9
1996,16,Winter,5,2,3.8
1996,16,Winter,5.4,1.9,4.3
1996,16,Winter,6,2.4,5
1996,16,Winter,5.3,2,4.1
1996,16,Winter,4.8,1.8,3.8
1996,16,Winter,7,3.1,4.3
1996,16,Winter,5.1,1.9,3.6
1996,16,Winter,4.5,1.5,3.7
1996,16,Winter,3.1,1.1,2.4
1996,16,Winter,3.4,1.2,2.9
1996,16,Winter,5.1,1.9,3.9
1996,16,Winter,3,0.9,2.4
1996,16,Winter,3,0.8,2.2
1996,16,Winter,3.2,0.9,2.4
1996,16,Winter,1.8,0.5,1.2
1996,16,Winter,2.6,0.9,2.2
1996,16,Winter,3.1,1.1,2.4
1996,16,Winter,2.7,1.9,2.1
1996,16,Winter,3.2,1.2,2.7
1996,16,Winter,2,0.7,1.9
1996,16,Winter,2.6,0.7,1.9
1996,16,Winter,1.8,0.6,1.3
1996,16,Winter,3.3,1.2,2.6
1996,16,Winter,1.8,0.4,1.5
1996,16,Winter,1.5,0.6,1.4
1996,16,Winter,1.9,0.5,1.6
1996,16,Winter,2,0.6,1.6
1996,16,Winter,1.8,0.6,1.6
1996,16,Winter,1.4,0.4,1.1
1996,16,Winter,1.6,0.4,1.7
1996,16,Winter,2.2,0.6,1.7
1996,16,Winter,1.9,0.6,1.8
1996,16,Winter,1.9,0.6,1.7
1996,16,Winter,2.3,0.8,1.8
1996,16,Winter,2.2,0.7,1.8
1996,16,Winter,1.8,0.6,1.5
1996,16,Winter,2.7,0.7,2.2
1996,16,Winter,1.9,0.6,1.6
1996,16,Winter,2.9,0.9,2.5
1996,16,Winter,2.4,0.7,1.8
1996,16,Winter,1.8,0.5,1.4
1996,16,Winter,2.1,0.6,1.8
1996,16,Winter,1.7,0.7,1.5
1996,16,Winter,2.4,0.8,2
1996,16,Winter,1.1,0.4,1.1
1996,16,Winter,1.6,0.5,1.3
1996,16,Winter,1.8,0.5,1.5
1996,16,Winter,1.6,0.3,1
1996,16,Winter,1.6,0.5,1.4
1996,16,Winter,1.6,0.5,1.4
1996,16,Winter,2.1,0.7,2
1996,16,Winter,1.2,0.4,1
1996,16,Winter,1.8,0.6,1.5
1996,16,Winter,3,0.9,2
1996,16,Winter,3.4,0.9,2.7
1996,16,Winter,3.9,1,2.7
1996,16,Winter,3.4,1,2.9
1996,16,Winter,4.3,1.4,3.4
1996,16,Winter,4.7,1.9,4
1996,16,Winter,4,1.2,3.7
1996,16,Winter,3.7,1.1,2.9
1996,16,Winter,3.3,1,2.4
1996,16,Winter,2.9,0.9,2.5
1996,16,Winter,3.9,1.4,3.5
1996,16,Winter,3.8,1,3.1
1996,16,Winter,4.3,1.3,2.9
1996,16,Winter,3.9,1.1,3.1
1996,16,Winter,3.7,1.3,3.2
1996,16,Winter,3.1,1.1,2.7
1996,9,Winter,8.8,3.4,6.6
1996,9,Winter,10.7,4.3,8.9
1996,9,Winter,9.7,4.5,7.7
1996,9,Winter,8.9,3.8,7
1996,9,Winter,5.5,2,4
1996,9,Winter,4.4,1.4,2.9
1996,9,Winter,3.9,1.5,2.4
1996,9,Winter,4.7,1.6,3.7
1996,9,Winter,4.4,1.4,3.7
1996,9,Winter,6.3,2.4,4.9
1996,9,Winter,5.1,1.7,4.4
1996,9,Winter,4.6,1.5,3.9
1996,9,Winter,3.4,1.1,2.1
1996,9,Winter,2.7,0.7,2.3
1996,9,Winter,3.5,1.4,2.9
1996,9,Winter,2.8,1,2.5
1996,9,Winter,2.7,1.1,2.5
1996,9,Winter,2.9,0.8,2.5
1996,9,Winter,3.4,1.1,2.5
1996,9,Winter,2.5,0.6,2.3
1996,9,Winter,2.7,0.9,2.2
1996,9,Winter,3,0.9,2.5
1996,9,Winter,2.4,0.6,2.1
1996,9,Winter,2.8,0.8,2.4
1996,9,Winter,1.9,0.4,1.7
1996,9,Winter,3.9,1.2,3.2
1996,9,Winter,2.4,0.5,2
1996,9,Winter,2.3,0.6,1.8
1996,9,Winter,2.7,1,2.9
1996,9,Winter,2.4,1.1,2.5
1996,9,Winter,2.8,0.8,2.2
1996,9,Winter,2.8,0.8,2.8
1996,9,Winter,3.3,1.3,2.8
1996,9,Winter,2.6,0.7,2.5
1996,9,Winter,3.1,0.7,2.4
1996,9,Winter,2.7,0.8,1.8
1996,9,Winter,2.1,0.6,1.8
1996,9,Winter,2.6,0.8,2
1996,9,Winter,3.4,1,3
1996,9,Winter,2.7,1,2.4
1996,9,Winter,2.5,0.7,2.1
1996,9,Winter,2.2,0.8,2.4
1996,9,Winter,2.7,0.8,2.2
1996,9,Winter,3.2,0.9,2.5
1996,9,Winter,2.5,0.7,2
1996,9,Winter,3.5,1,3.1
1996,9,Winter,2.7,1,2
1996,9,Winter,2.4,0.7,2
1996,9,Winter,3.4,1.2,2.7
1996,19,Winter,19.8,8.1,16.5
1996,19,Winter,14.3,5.6,11.4
1996,19,Winter,14.4,5.4,12.3
1996,19,Winter,8.5,3.3,6.4
1996,19,Winter,14.5,5.3,11.8
1996,19,Winter,16,6.4,12.7
1996,19,Winter,2.9,1,2.6
1996,19,Winter,2.7,1,2.1
1996,19,Winter,3.2,1.4,2.7
1996,19,Winter,2.4,0.8,1.8
1996,19,Winter,13.9,6.4,10.5
1996,19,Winter,14.9,6.2,12.1
1996,19,Winter,14.2,5.5,10.4
1996,19,Winter,15.4,6.6,12.1
1996,19,Winter,8.8,3.4,6.4
1996,19,Winter,10.8,6.6,7.8
1996,19,Winter,4.2,1.6,3.4
1996,19,Winter,2.4,0.7,1.7
1996,19,Winter,2.8,1.1,2.6
1996,19,Winter,2.9,0.9,0.9
2014,18,Winter,19.7,8.3,15.2
2014,18,Winter,16.9,7.3,13.4
2014,18,Winter,16.5,6.6,12.6
2014,18,Winter,15.4,6.2,13.2
2014,18,Winter,16.9,6.1,12.5
2014,18,Winter,13.3,4.9,10.5
2014,18,Winter,15,4.3,11
2014,18,Winter,15.5,5.7,13.6
2014,18,Winter,18.6,5.3,13.8
2014,18,Winter,16,6.8,12.1
2014,18,Winter,18.4,7.4,13.2
2014,18,Winter,17.8,6.8,13.6
2014,18,Winter,14.3,5.7,11.4
2014,18,Winter,18.8,6.7,14.1
2014,18,Winter,17.1,6.1,13.3
2014,5,Winter,11.6,4.3,9
2014,9,Winter,15.7,5.6,11.5
2014,9,Winter,4.8,5.9,12.1
2014,9,Winter,13.1,5.3,10.4
2014,9,Winter,16.6,6.8,13.1
2014,9,Winter,13,5.1,10.4
2014,9,Winter,12,4.5,9.8
2014,9,Winter,15.7,5.8,12.8
2014,9,Winter,12.1,4.5,9.7
2014,9,Winter,12.9,4.6,9.9
2014,9,Winter,10.7,3.9,8.4
2014,9,Winter,13.6,5.1,11.1
2014,9,Winter,13.9,5,10.5
2014,9,Winter,10.2,3.8,8.1
2014,9,Winter,11.4,4.4,9.6
2014,9,Winter,11.6,4.3,9.4
2014,9,Winter,15.6,5.6,12.8
2014,9,Winter,13.4,5,10.6
2014,9,Winter,11.2,4.5,9.1
2014,9,Winter,15.4,4.9,11.5
2014,9,Winter,18.5,7.6,14.1
2014,9,Winter,12.5,4.8,10.3
2014,9,Winter,8.8,3,8.2
2014,9,Winter,14.1,4.4,10.4
2014,9,Winter,7,2.6,5.8
2014,9,Winter,12.8,5.2,10.7
2014,9,Winter,10.3,3.7,8.6
2014,15,Winter,8.3,2.9,6.8
2014,15,Winter,14.4,5.1,11.7
2014,15,Winter,14.2,5.8,10.3
2014,15,Winter,16.4,7.5,12.6
2014,15,Winter,16,6.6,12.2
2014,15,Winter,15.7,4.6,11.6
2014,15,Winter,13.4,5.6,11
2014,15,Winter,12.9,5.1,10.9
2014,15,Winter,17.2,6.9,13.4
2014,15,Winter,11,5.8,9.2
2014,15,Winter,15.7,6.1,11.4
2014,15,Winter,10.9,3.9,8.4
2014,15,Winter,9.5,4.1,8
2014,15,Winter,18.3,8,13.1
2014,15,Winter,11.3,4.9,9.1
2014,15,Winter,9.8,4.1,8.5
2014,15,Winter,10.8,4.9,7.9
2014,15,Winter,7.1,2.8,6.3
2014,15,Winter,10.5,3.6,7.8
2014,15,Winter,11.3,4,8.9
2014,15,Winter,10.2,4.1,7.9
2014,15,Winter,9.7,9.2,6.4
2014,15,Winter,12.2,4.4,7.9
2014,15,Winter,14.7,4.7,10.8
2014,15,Winter,16.4,6.7,12.8
2014,15,Winter,12,7.3,9.4
2014,15,Winter,15.2,6.7,11.9
2014,15,Winter,14.6,5.4,10.7
2014,15,Winter,11,4,8
2014,15,Winter,14.3,5.7,10.5
2014,15,Winter,12.8,5.7,10.8
2014,15,Winter,13.4,5.6,9.7
2014,15,Winter,12,5,10
2014,15,Winter,10.2,4.5,8.2
2014,15,Winter,13.2,5.8,10.4
2014,15,Winter,6.9,2.6,5.3
2014,15,Winter,13.3,5.5,9.8
2014,15,Winter,6.5,2.4,5.4
2014,15,Winter,17.1,6.9,13.4
2014,15,Winter,5.4,2.8,4.9
2014,15,Winter,11.4,4.4,8.9
2014,15,Winter,11.9,4.7,9.4
2014,15,Winter,14.9,6.2,4.1
2014,15,Winter,9.8,5.2,7.1
2014,15,Winter,15.5,6.4,11.1
2014,15,Winter,7.1,3.1,6.4
2014,15,Winter,7.3,2.6,6
2014,15,Winter,11.7,4.1,8.8
2014,15,Winter,10.2,3.9,7.6
2014,15,Winter,11.9,5.4,9.8
2014,15,Winter,10.5,4.6,8.9
2014,15,Winter,11.5,4.6,8.6
2014,15,Winter,9.2,3.3,6.8
2014,14,Winter,13.8,4.7,11.7
2014,14,Winter,16.9,7.4,13.6
2014,14,Winter,16.6,5.7,13
2014,14,Winter,14.2,5.6,11.8
2014,14,Winter,16.7,6.2,11.5
2014,14,Winter,15.8,5.7,11.2
2014,14,Winter,15.8,5.6,11.7
2014,14,Winter,17.2,6.7,12.3
2014,14,Winter,15.2,2.6,11.1
2014,14,Winter,12.9,3.5,9.4
2014,14,Winter,17.6,6.9,13.1
2014,14,Winter,17.4,6.8,13.5
2014,14,Winter,14.5,5.7,12.1
2014,14,Winter,12.3,4.3,9.9
2014,14,Winter,19.7,7.5,14.6
2014,14,Winter,16.7,6.5,13
2014,14,Winter,17.8,5.7,13.2
2014,14,Winter,15,5.7,11.2
