Year,Bank,Sample,L,L_class
1996,vor4,2,38,NA
1996,vor4,2,31,NA
1996,vor4,2,27,NA
1996,vor4,2,25,NA
1996,vor4,2,31,NA
1996,vor4,2,30,NA
1996,vor4,2,27,NA
1996,vor4,2,34,NA
1996,vor4,2,27,NA
1996,vor4,2,32,NA
1996,vor4,2,27,NA
1996,vor4,2,28,NA
1996,vor4,2,27,NA
1996,vor4,2,36,NA
1996,vor4,2,26,NA
1996,vor4,2,26,NA
1996,vor4,2,30,NA
1996,vor4,2,26,NA
1996,vor4,2,23,NA
1996,vor4,2,28,NA
1996,vor4,2,29,NA
1996,vor4,2,33,NA
1996,vor4,2,22,NA
1996,vor4,2,21,NA
1996,vor4,2,24,NA
1996,vor4,2,22,NA
1996,vor4,2,21,NA
1996,vor4,2,24,NA
1996,vor4,2,23,NA
1996,vor4,2,24,NA
1996,vor4,2,21,NA
1996,vor4,2,20,NA
1996,vor4,2,30,NA
1996,vor4,2,30,NA
1996,vor4,2,26,NA
1996,vor4,2,23,NA
1996,vor4,2,19,NA
1996,vor4,2,25,NA
1996,vor4,2,24,NA
1996,vor4,2,20,NA
1996,vor4,2,22,NA
1996,vor4,2,22,NA
1996,vor4,2,19,NA
1996,vor4,2,9,NA
1996,vor4,2,20,NA
1996,vor4,2,17,NA
1996,vor4,2,18,NA
1996,vor4,2,17,NA
1996,vor4,2,18,NA
1996,vor4,2,13,NA
1996,vor4,2,14,NA
1996,vor4,2,16,NA
1996,vor4,2,13,NA
1996,vor4,2,10,NA
1996,vor4,2,16,NA
1996,vor4,2,17,NA
1996,vor4,2,13,NA
1996,vor4,2,10,NA
1996,vor4,2,12,NA
1996,vor4,2,9,NA
1996,vor4,2,14,NA
1996,vor4,2,15,NA
1996,vor4,2,15,NA
1996,vor4,2,7,NA
1996,vor4,2,2,NA
1996,vor4,2,9,NA
1996,vor4,2,7,NA
1996,vor4,2,6,NA
1996,vor4,2,9,NA
1996,vor4,2,9,NA
1996,vor4,2,9,NA
1996,vor4,2,14,NA
1996,vor4,2,6,NA
1996,vor4,2,7,NA
1996,vor4,2,5,NA
1996,vor4,2,12,NA
1996,vor4,2,7,NA
1996,vor4,2,9,NA
1996,vor4,2,6,NA
1996,vor4,2,8,NA
1996,vor4,2,11,NA
1996,vor4,2,10,NA
1996,vor4,2,8,NA
1996,vor4,2,6,NA
1996,vor4,2,7,NA
1996,vor4,2,6,NA
1996,vor4,2,6,NA
1996,vor4,2,5,NA
1996,vor4,2,9,NA
1996,vor4,2,5,NA
1996,vor4,2,8,NA
1996,vor4,2,9,NA
1996,vor4,2,4,NA
1996,vor4,2,7,NA
1996,vor4,2,2,NA
1996,vor4,2,3,NA
1996,vor4,2,6,NA
1996,vor4,2,2,NA
1996,vor4,2,2,NA
1996,vor4,2,2,NA
1996,vor4,2,3,NA
1996,vor4,2,3,NA
1996,vor4,2,4,NA
1996,vor4,2,7,NA
1996,vor4,2,5,NA
1996,vor4,2,3,NA
1996,vor4,2,4,NA
1996,vor2,2,35,NA
1996,vor2,2,22,NA
1996,vor2,2,29,NA
1996,vor2,2,28,NA
1996,vor2,2,33,NA
1996,vor2,2,33,NA
1996,vor2,2,24,NA
1996,vor2,2,23,NA
1996,vor2,2,30,NA
1996,vor2,2,22,NA
1996,vor2,2,33,NA
1996,vor2,2,31,NA
1996,vor2,2,32,NA
1996,vor2,2,35,NA
1996,vor2,2,24,NA
1996,vor2,2,17,NA
1996,vor2,2,33,NA
1996,vor2,2,27,NA
1996,vor2,2,21,NA
1996,vor2,2,33,NA
1996,vor2,2,21,NA
1996,vor2,2,11,NA
1996,vor2,2,15,NA
1996,vor2,2,29,NA
1996,vor2,2,15,NA
1996,vor2,2,25,NA
1996,vor2,2,12,NA
1996,vor2,2,18,NA
1996,vor2,2,11,NA
1996,vor2,2,25,NA
1996,vor2,2,20,NA
1996,vor2,2,30,NA
1996,vor2,2,16,NA
1996,vor2,2,9,NA
1996,vor2,2,38,NA
1996,vor2,2,35,NA
1996,vor2,2,30,NA
1996,vor2,2,29,NA
1996,vor2,2,30,NA
1996,vor2,2,27,NA
1996,vor2,2,33,NA
1996,vor2,2,31,NA
1996,vor2,2,17,NA
1996,vor2,2,32,NA
1996,vor2,5,38,NA
1996,vor2,5,27,NA
1996,vor2,5,32,NA
1996,vor2,5,37,NA
1996,vor2,5,32,NA
1996,vor2,5,34,NA
1996,vor2,5,14,NA
1996,vor2,5,33,NA
1996,vor2,5,30,NA
1996,vor2,5,26,NA
1996,vor2,5,25,NA
1996,vor2,5,28,NA
1996,vor2,5,13,NA
1996,vor2,5,31,NA
1996,vor2,5,33,NA
1996,vor2,5,10,NA
1996,vor2,5,28,NA
1996,vor2,5,23,NA
1996,vor2,5,12,NA
1996,vor2,5,36,NA
1996,vor2,5,27,NA
1996,vor2,5,11,NA
1996,vor2,5,27,NA
1996,vor2,5,34,NA
1996,vor2,5,14,NA
1996,vor2,5,32,NA
1996,vor2,5,36,NA
1996,vor2,5,14,NA
1996,vor2,5,28,NA
1996,vor2,5,23,NA
1996,vor2,5,7,NA
1996,vor2,5,30,NA
1996,vor2,5,18,NA
1996,vor2,5,9,NA
1996,vor2,5,38,NA
1996,vor2,5,17,NA
1996,vor2,5,8,NA
1996,vor2,5,32,NA
1996,vor2,5,23,NA
1996,vor2,5,9,NA
1996,vor2,4,42,NA
1996,vor2,4,31,NA
1996,vor2,4,21,NA
1996,vor2,4,38,NA
1996,vor2,4,29,NA
1996,vor2,4,28,NA
1996,vor2,4,32,NA
1996,vor2,4,27,NA
1996,vor2,4,33,NA
1996,vor2,4,37,NA
1996,vor2,4,28,NA
1996,vor2,4,27,NA
1996,vor2,4,29,NA
1996,vor2,4,21,NA
1996,vor2,4,38,NA
1996,vor2,4,35,NA
1996,vor2,4,35,NA
1996,vor2,4,31,NA
1996,vor2,4,37,NA
1996,vor2,4,28,NA
1996,vor2,4,32,NA
1996,vor2,4,34,NA
1996,vor2,4,28,NA
1996,vor2,4,14,NA
1996,vor2,4,31,NA
1996,vor2,4,35,NA
1996,vor2,4,26,NA
1996,vor2,4,33,NA
1996,vor2,4,26,NA
1996,vor2,4,29,NA
1996,vor2,4,30,NA
1996,vor2,4,17,NA
1996,vor2,4,21,NA
1996,vor2,4,40,NA
1996,vor2,4,20,NA
1996,vor2,4,16,NA
1996,vor2,4,40,NA
1996,vor2,4,19,NA
1996,vor2,4,24,NA
1996,vor2,3,39,NA
1996,vor2,3,30,NA
1996,vor2,3,29,NA
1996,vor2,3,28,NA
1996,vor2,3,35,NA
1996,vor2,3,23,NA
1996,vor2,3,22,NA
1996,vor2,3,15,NA
1996,vor2,3,36,NA
1996,vor2,3,36,NA
1996,vor2,3,30,NA
1996,vor2,3,16,NA
1996,vor2,3,45,NA
1996,vor2,3,30,NA
1996,vor2,3,22,NA
1996,vor2,3,20,NA
1996,vor2,3,30,NA
1996,vor2,3,38,NA
1996,vor2,3,13,NA
1996,vor2,3,32,NA
1996,vor2,3,32,NA
1996,vor2,3,32,NA
1996,vor2,3,25,NA
1996,vor2,3,37,NA
1996,vor2,3,23,NA
1996,vor2,3,30,NA
1996,vor2,3,29,NA
1996,vor2,3,25,NA
1996,vor2,3,32,NA
1996,vor2,3,39,NA
1996,vor2,3,19,NA
1996,vor2,3,26,NA
1996,vor2,3,32,NA
1996,vor2,3,18,NA
1996,vor2,3,26,NA
1996,vor2,3,29,NA
1996,vor2,3,19,NA
1996,vor2,3,16,NA
1996,vor2,3,30,NA
1996,vor2,3,17,NA
1996,vor2,3,19,NA
1996,vor2,1,32,NA
1996,vor2,1,22,NA
1996,vor2,1,21,NA
1996,vor2,1,25,NA
1996,vor2,1,32,NA
1996,vor2,1,32,NA
1996,vor2,1,24,NA
1996,vor2,1,26,NA
1996,vor2,1,27,NA
1996,vor2,1,16,NA
1996,vor2,1,28,NA
1996,vor2,1,26,NA
1996,vor2,1,30,NA
1996,vor2,1,27,NA
1996,vor2,1,23,NA
1996,vor2,1,29,NA
1996,vor2,1,22,NA
1996,vor2,1,26,NA
1996,vor2,1,15,NA
1996,vor2,1,23,NA
1996,vor2,1,27,NA
1996,vor2,1,29,NA
1996,vor2,1,26,NA
1996,vor2,1,24,NA
1996,vor2,1,12,NA
1996,vor2,1,23,NA
1996,vor2,1,23,NA
1996,vor2,1,13,NA
1996,vor2,1,22,NA
1996,vor2,1,28,NA
1996,vor2,1,26,NA
1996,vor2,1,26,NA
1996,vor2,1,18,NA
1996,vor2,1,24,NA
1996,vor2,1,13,NA
1996,vor2,1,28,NA
1996,vor2,1,23,NA
1996,vor2,1,28,NA
1996,vor2,1,32,NA
1996,vor2,1,27,NA
1996,vor2,1,32,NA
1996,vor2,1,30,NA
1996,vor2,1,18,NA
1996,vor2,1,24,NA
1996,vor2,1,25,NA
1996,vor2,1,26,NA
1996,vor2,1,18,NA
1996,vor2,1,29,NA
1996,vor2,1,25,NA
1996,vor2,1,24,NA
1996,vor2,1,13,NA
1996,vor2,1,33,NA
1996,vor2,1,31,NA
1996,vor2,1,21,NA
1996,vor2,1,14,NA
1996,vor2,1,29,NA
1996,vor2,1,25,NA
1996,vor2,1,27,NA
1996,vor2,1,16,NA
1996,vor4,3,36,NA
1996,vor4,3,25,NA
1996,vor4,3,24,NA
1996,vor4,3,35,NA
1996,vor4,3,32,NA
1996,vor4,3,35,NA
1996,vor4,3,28,NA
1996,vor4,3,26,NA
1996,vor4,3,25,NA
1996,vor4,3,30,NA
1996,vor4,3,31,NA
1996,vor4,3,28,NA
1996,vor4,3,20,NA
1996,vor4,3,26,NA
1996,vor4,3,27,NA
1996,vor4,3,26,NA
1996,vor4,3,27,NA
1996,vor4,3,25,NA
1996,vor4,3,20,NA
1996,vor4,3,28,NA
1996,vor4,3,19,NA
1996,vor4,3,25,NA
1996,vor4,3,23,NA
1996,vor4,3,25,NA
1996,vor4,3,20,NA
1996,vor4,3,19,NA
1996,vor4,3,18,NA
1996,vor4,3,17,NA
1996,vor4,3,25,NA
1996,vor4,3,21,NA
1996,vor4,3,19,NA
1996,vor4,3,22,NA
1996,vor4,3,19,NA
1996,vor4,3,21,NA
1996,vor4,3,21,NA
1996,vor4,3,26,NA
1996,vor4,3,22,NA
1996,vor4,3,22,NA
1996,vor4,3,17,NA
1996,vor4,3,17,NA
1996,vor4,3,18,NA
1996,vor4,3,15,NA
1996,vor4,3,23,NA
1996,vor4,3,19,NA
1996,vor4,3,18,NA
1996,vor4,3,18,NA
1996,vor4,3,15,NA
1996,vor4,3,17,NA
1996,vor4,3,18,NA
1996,vor4,3,20,NA
1996,vor4,3,17,NA
1996,vor4,3,6,NA
1996,vor4,3,9,NA
1996,vor4,3,7,NA
1996,vor4,3,8,NA
1996,vor4,3,7,NA
1996,vor4,3,6,NA
1996,vor4,3,8,NA
1996,vor4,3,4,NA
1996,vor4,3,5,NA
1996,vor4,3,2,NA
1996,vor4,3,6,NA
1996,vor4,3,5,NA
1996,vor4,3,8,NA
1996,vor4,3,4,NA
1996,vor4,3,6,NA
1996,vor4,3,6,NA
1996,vor4,3,3,NA
1996,vor4,3,4,NA
1996,vor4,3,3,NA
1996,vor4,3,7,NA
1996,vor4,3,4,NA
1996,vor4,3,6,NA
1996,vor4,3,5,NA
1996,vor4,3,4,NA
1996,vor4,3,6,NA
1996,vor4,3,4,NA
1996,vor4,3,6,NA
1996,vor4,3,2,NA
1996,vor4,3,3,NA
1996,vor4,3,3,NA
1996,vor4,3,3,NA
1996,vor4,3,3,NA
1996,vor4,3,6,NA
1996,vor4,3,4,NA
1996,vor4,3,5,NA
1996,vor4,3,5,NA
1996,vor4,3,1,NA
1996,vor4,3,6,NA
1996,vor4,3,8,NA
1996,vor4,3,3,NA
1996,vor4,3,14,NA
1996,vor4,3,4,NA
1996,vor4,3,10,NA
1996,vor4,3,5,NA
1996,vor4,3,16,NA
1996,vor4,3,7,NA
1996,vor4,3,11,NA
1996,vor4,3,9,NA
1996,vor4,3,13,NA
1996,vor4,3,9,NA
1996,vor4,3,6,NA
1996,vor4,3,9,NA
1996,vor4,3,12,NA
1996,vor4,3,4,NA
1996,vor4,3,3,NA
1996,vor4,3,4,NA
1996,vor4,3,3,NA
1996,vor4,5,33,NA
1996,vor4,5,32,NA
1996,vor4,5,36,NA
1996,vor4,5,23,NA
1996,vor4,5,32,NA
1996,vor4,5,27,NA
1996,vor4,5,34,NA
1996,vor4,5,31,NA
1996,vor4,5,34,NA
1996,vor4,5,26,NA
1996,vor4,5,25,NA
1996,vor4,5,30,NA
1996,vor4,5,21,NA
1996,vor4,5,20,NA
1996,vor4,5,25,NA
1996,vor4,5,22,NA
1996,vor4,5,30,NA
1996,vor4,5,28,NA
1996,vor4,5,24,NA
1996,vor4,5,23,NA
1996,vor4,5,34,NA
1996,vor4,5,23,NA
1996,vor4,5,25,NA
1996,vor4,5,24,NA
1996,vor4,5,28,NA
1996,vor4,5,19,NA
1996,vor4,5,27,NA
1996,vor4,5,20,NA
1996,vor4,5,26,NA
1996,vor4,5,23,NA
1996,vor4,5,20,NA
1996,vor4,5,25,NA
1996,vor4,5,28,NA
1996,vor4,5,22,NA
1996,vor4,5,26,NA
1996,vor4,5,23,NA
1996,vor4,5,15,NA
1996,vor4,5,21,NA
1996,vor4,5,19,NA
1996,vor4,5,16,NA
1996,vor4,5,28,NA
1996,vor4,5,17,NA
1996,vor4,5,20,NA
1996,vor4,5,22,NA
1996,vor4,5,19,NA
1996,vor4,5,15,NA
1996,vor4,5,13,NA
1996,vor4,5,12,NA
1996,vor4,5,11,NA
1996,vor4,5,12,NA
1996,vor4,5,10,NA
1996,vor4,5,10,NA
1996,vor4,5,5,NA
1996,vor4,5,10,NA
1996,vor4,5,7,NA
1996,vor4,5,4,NA
1996,vor4,5,6,NA
1996,vor4,5,6,NA
1996,vor4,5,2,NA
1996,vor4,5,18,NA
1996,vor4,5,20,NA
1996,vor4,5,22,NA
1996,vor4,5,27,NA
1996,vor4,5,25,NA
1996,vor4,5,23,NA
1996,vor4,5,25,NA
1996,vor4,5,20,NA
1996,vor4,5,22,NA
1996,vor4,5,13,NA
1996,vor4,5,8,NA
1996,vor4,5,20,NA
1996,vor4,5,13,NA
1996,vor4,5,15,NA
1996,vor4,5,12,NA
1996,vor4,5,12,NA
1996,vor4,5,10,NA
1996,vor4,5,8,NA
1996,vor4,5,9,NA
1996,vor4,5,8,NA
1996,vor4,5,9,NA
1996,vor4,5,8,NA
1996,vor4,5,7,NA
1996,vor4,5,7,NA
1996,vor4,5,4,NA
1996,vor4,5,6,NA
1996,vor4,5,7,NA
1996,vor4,5,19,NA
1996,vor4,5,22,NA
1996,vor4,5,20,NA
1996,vor4,5,24,NA
1996,vor4,5,25,NA
1996,vor4,5,27,NA
1996,vor4,5,21,NA
1996,vor4,5,21,NA
1996,vor4,5,16,NA
1996,vor4,5,15,NA
1996,vor4,5,14,NA
1996,vor4,5,14,NA
1996,vor4,5,15,NA
1996,vor4,5,20,NA
1996,vor4,5,12,NA
1996,vor4,5,11,NA
1996,vor4,5,12,NA
1996,vor4,5,12,NA
1996,vor4,5,9,NA
1996,vor4,5,10,NA
1996,vor4,5,8,NA
1996,vor4,5,7,NA
1996,vor4,5,6,NA
1996,vor4,5,4,NA
1996,vor4,5,7,NA
1996,vor4,5,2,NA
1996,vor4,5,2,NA
1996,vor4,5,22,NA
1996,vor4,5,10,NA
1996,vor4,5,14,NA
1996,vor4,5,26,NA
1996,vor4,5,17,NA
1996,vor4,5,19,NA
1996,vor4,5,17,NA
1996,vor4,5,17,NA
1996,vor4,5,16,NA
1996,vor4,5,22,NA
1996,vor4,5,23,NA
1996,vor4,5,14,NA
1996,vor4,5,12,NA
1996,vor4,5,14,NA
1996,vor4,5,13,NA
1996,vor4,5,11,NA
1996,vor4,5,10,NA
1996,vor4,5,10,NA
1996,vor4,5,9,NA
1996,vor4,5,10,NA
1996,vor4,5,9,NA
1996,vor4,5,8,NA
1996,vor4,5,6,NA
1996,vor4,5,7,NA
1996,vor4,5,3,NA
1996,vor4,5,6,NA
1996,vor4,5,2,NA
1996,vor4,5,3,NA
1996,vor4,4,25,NA
1996,vor4,4,32,NA
1996,vor4,4,26,NA
1996,vor4,4,23,NA
1996,vor4,4,26,NA
1996,vor4,4,25,NA
1996,vor4,4,23,NA
1996,vor4,4,24,NA
1996,vor4,4,27,NA
1996,vor4,4,26,NA
1996,vor4,4,26,NA
1996,vor4,4,27,NA
1996,vor4,4,28,NA
1996,vor4,4,27,NA
1996,vor4,4,29,NA
1996,vor4,4,27,NA
1996,vor4,4,26,NA
1996,vor4,4,27,NA
1996,vor4,4,20,NA
1996,vor4,4,21,NA
1996,vor4,4,4,NA
1996,vor4,4,20,NA
1996,vor4,4,18,NA
1996,vor4,4,20,NA
1996,vor4,4,17,NA
1996,vor4,4,20,NA
1996,vor4,4,21,NA
1996,vor4,4,21,NA
1996,vor4,4,16,NA
1996,vor4,4,22,NA
1996,vor4,4,15,NA
1996,vor4,4,15,NA
1996,vor4,4,15,NA
1996,vor4,4,18,NA
1996,vor4,4,16,NA
1996,vor4,4,14,NA
1996,vor4,4,14,NA
1996,vor4,4,15,NA
1996,vor4,4,15,NA
1996,vor4,4,17,NA
1996,vor4,4,17,NA
1996,vor4,4,4,NA
1996,vor4,4,10,NA
1996,vor4,4,3,NA
1996,vor4,4,3,NA
1996,vor4,4,3,NA
1996,vor4,4,2,NA
1996,vor4,4,1,NA
1996,vor4,4,3,NA
1996,vor4,4,3,NA
1996,vor4,4,2,NA
1996,vor4,4,2,NA
1996,vor4,4,1,NA
1996,vor4,4,5,NA
1996,vor4,4,4,NA
1996,vor4,4,2,NA
1996,vor4,4,4,NA
1996,vor4,4,3,NA
1996,vor4,4,2,NA
1996,vor4,4,2,NA
1996,vor4,4,2,NA
1996,vor4,4,3,NA
1996,vor4,4,4,NA
1996,vor4,4,4,NA
1996,vor4,4,10,NA
1996,vor4,4,2,NA
1996,vor4,4,2,NA
1996,vor4,4,3,NA
1996,vor4,4,16,NA
1996,vor4,4,15,NA
1996,vor4,4,13,NA
1996,vor4,4,12,NA
1996,vor4,4,4,NA
1996,vor4,4,4,NA
1996,vor4,4,3,NA
1996,vor4,4,7,NA
1996,vor4,4,7,NA
1996,vor4,4,6,NA
1996,vor4,4,3,NA
1996,vor4,4,10,NA
1996,vor4,4,9,NA
1996,vor4,4,11,NA
1996,vor4,4,9,NA
1996,vor4,4,9,NA
1996,vor4,4,10,NA
1996,vor4,4,6,NA
1996,vor4,4,6,NA
1996,vor4,4,10,NA
1996,vor4,4,9,NA
1996,vor4,4,7,NA
1996,vor4,4,8,NA
1996,vor4,4,4,NA
1996,vor4,4,7,NA
1996,vor4,4,6,NA
1996,vor4,4,4,NA
1996,vor4,4,5,NA
1996,vor4,4,13,NA
1996,vor4,4,8,NA
1996,vor4,4,4,NA
1996,vor4,4,7,NA
1996,vor4,4,12,NA
1996,vor4,4,8,NA
1996,vor4,4,11,NA
1996,vor4,4,11,NA
1996,vor4,4,7,NA
1996,vor4,4,5,NA
1996,vor4,4,7,NA
1996,vor4,4,9,NA
1996,vor4,4,12,NA
1996,vor4,4,8,NA
1996,vor4,4,6,NA
1996,vor4,4,11,NA
1996,vor4,4,7,NA
1996,vor4,4,5,NA
1996,vor4,4,10,NA
1996,vor4,4,13,NA
1996,vor4,4,5,NA
1996,vor4,4,4,NA
1996,vor4,4,6,NA
1996,vor4,4,8,NA
1996,vor4,4,11,NA
1996,vor4,4,3,NA
1996,vor4,4,9,NA
1996,vor4,4,4,NA
1996,vor4,4,6,NA
1996,vor4,4,12,NA
1996,vor4,4,11,NA
1996,vor4,4,6,NA
1996,vor4,4,8,NA
1996,vor4,4,9,NA
1996,vor4,4,4,NA
1996,vor4,4,6,NA
1996,vor4,4,10,NA
1996,vor4,4,8,NA
1996,vor4,4,9,NA
1996,vor4,4,12,NA
1996,vor4,4,7,NA
1996,vor4,4,9,NA
1996,vor4,4,9,NA
1996,vor4,4,11,NA
1996,vor4,4,9,NA
1996,vor4,4,7,NA
1996,vor4,4,10,NA
1996,vor4,4,8,NA
1996,vor4,4,13,NA
1996,vor4,4,3,NA
1996,vor4,4,8,NA
1996,vor4,4,7,NA
1996,vor4,4,11,NA
1996,vor4,4,4,NA
1996,vor4,4,9,NA
1996,vor4,4,8,NA
1996,vor4,4,11,NA
1996,vor4,4,8,NA
1996,vor4,4,3,NA
1996,vor4,4,2,NA
1996,vor4,4,12,NA
1996,vor4,4,8,NA
1996,vor4,4,9,NA
1996,vor4,4,7,NA
1996,vor4,4,8,NA
1996,vor4,4,10,NA
1996,vor4,4,10,NA
1996,vor4,4,11,NA
1996,vor4,4,6,NA
1996,vor4,4,4,NA
1996,vor4,4,6,NA
1996,vor4,4,7,NA
1996,vor4,4,7,NA
1996,vor4,4,11,NA
1996,vor4,4,4,NA
1996,vor4,4,6,NA
1996,vor4,4,6,NA
1996,vor4,4,3,NA
1996,vor4,1,33,NA
1996,vor4,1,25,NA
1996,vor4,1,40,NA
1996,vor4,1,35,NA
1996,vor4,1,37,NA
1996,vor4,1,32,NA
1996,vor4,1,40,NA
1996,vor4,1,35,NA
1996,vor4,1,40,NA
1996,vor4,1,25,NA
1996,vor4,1,20,NA
1996,vor4,1,30,NA
1996,vor4,1,35,NA
1996,vor4,1,27,NA
1996,vor4,1,27,NA
1996,vor4,1,30,NA
1996,vor4,1,28,NA
1996,vor4,1,23,NA
1996,vor4,1,30,NA
1996,vor4,1,30,NA
1996,vor4,1,25,NA
1996,vor4,1,21,NA
1996,vor4,1,22,NA
1996,vor4,1,33,NA
1996,vor4,1,29,NA
1996,vor4,1,31,NA
1996,vor4,1,19,NA
1996,vor4,1,23,NA
1996,vor4,1,26,NA
1996,vor4,1,32,NA
1996,vor4,1,29,NA
1996,vor4,1,33,NA
1996,vor4,1,16,NA
1996,vor4,1,27,NA
1996,vor4,1,25,NA
1996,vor4,1,24,NA
1996,vor4,1,20,NA
1996,vor4,1,21,NA
1996,vor4,1,26,NA
1996,vor4,1,20,NA
1996,vor4,1,24,NA
1996,vor4,1,28,NA
1996,vor4,1,20,NA
1996,vor4,1,22,NA
1996,vor4,1,22,NA
1996,vor4,1,20,NA
1996,vor4,1,24,NA
1996,vor4,1,18,NA
1996,vor4,1,21,NA
1996,vor4,1,23,NA
1996,vor4,1,18,NA
1996,vor4,1,15,NA
1996,vor4,1,16,NA
1996,vor4,1,15,NA
1996,vor4,1,22,NA
1996,vor4,1,17,NA
1996,vor4,1,24,NA
1996,vor4,1,15,NA
1996,vor4,1,12,NA
1996,vor4,1,13,NA
1996,vor4,1,22,NA
1996,vor4,1,16,NA
1996,vor4,1,17,NA
1996,vor4,1,15,NA
1996,vor4,1,16,NA
1996,vor4,1,19,NA
1996,vor4,1,17,NA
1996,vor4,1,14,NA
1996,vor4,1,12,NA
1996,vor4,1,13,NA
1996,vor4,1,17,NA
1996,vor4,1,14,NA
1996,vor4,1,5,NA
1996,vor4,1,4,NA
1996,vor4,1,7,NA
1996,vor4,1,2,NA
1996,vor4,1,4,NA
1996,vor4,1,2,NA
1996,vor4,1,8,NA
1996,vor4,1,6,NA
1996,vor4,1,4,NA
1996,vor4,1,2,NA
1996,vor4,1,4,NA
1996,vor4,1,6,NA
1996,vor4,1,2,NA
1996,vor4,1,2,NA
1996,vor4,1,10,NA
1996,vor4,1,9,NA
1996,vor4,1,6,NA
1996,vor4,1,11,NA
1996,vor4,1,10,NA
1996,vor4,1,7,NA
1996,vor4,1,12,NA
1996,vor4,1,8,NA
1996,vor4,1,5,NA
1996,vor4,1,9,NA
1996,vor4,1,13,NA
1996,vor4,1,7,NA
1996,vor4,1,13,NA
1996,vor4,1,11,NA
1996,vor4,1,12,NA
1996,vor4,1,5,NA
1996,vor4,1,12,NA
1996,vor4,1,12,NA
1996,vor4,1,6,NA
1996,vor4,1,5,NA
1996,vor4,1,7,NA
1996,vor4,1,10,NA
1996,vor4,1,8,NA
1996,vor4,1,9,NA
1996,vor4,1,4,NA
1996,vor4,1,5,NA
1996,vor4,1,7,NA
1996,vor4,1,6,NA
1996,vor4,1,10,NA
1996,vor4,1,9,NA
1996,vor4,1,9,NA
1996,vor4,1,11,NA
1996,vor4,1,5,NA
1996,vor4,1,9,NA
1996,vor4,1,10,NA
1996,vor4,1,6,NA
1996,vor4,1,11,NA
1996,vor4,1,5,NA
1996,vor4,1,12,NA
1996,vor4,1,4,NA
1996,vor4,1,13,NA
1996,vor4,1,13,NA
1996,vor4,1,12,NA
1996,vor4,1,9,NA
1996,vor4,1,7,NA
1996,vor4,1,13,NA
1996,vor4,1,5,NA
1996,vor4,1,6,NA
1996,vor4,1,11,NA
1996,vor4,1,7,NA
1996,vor5,2,28,NA
1996,vor5,2,23,NA
1996,vor5,2,23,NA
1996,vor5,2,15,NA
1996,vor5,2,12,NA
1996,vor5,2,2,NA
1996,vor5,2,6,NA
1996,vor5,2,7,NA
1996,vor5,2,39,NA
1996,vor5,2,23,NA
1996,vor5,2,27,NA
1996,vor5,2,20,NA
1996,vor5,2,15,NA
1996,vor5,2,11,NA
1996,vor5,2,3,NA
1996,vor5,2,7,NA
1996,vor5,2,4,NA
1996,vor5,2,21,NA
1996,vor5,2,35,NA
1996,vor5,2,17,NA
1996,vor5,2,13,NA
1996,vor5,2,27,NA
1996,vor5,2,5,NA
1996,vor5,2,10,NA
1996,vor5,2,4,NA
1996,vor5,2,36,NA
1996,vor5,2,31,NA
1996,vor5,2,40,NA
1996,vor5,2,18,NA
1996,vor5,2,13,NA
1996,vor5,2,11,NA
1996,vor5,2,3,NA
1996,vor5,2,5,NA
1996,vor5,2,3,NA
1996,vor5,2,33,NA
1996,vor5,2,27,NA
1996,vor5,2,26,NA
1996,vor5,2,19,NA
1996,vor5,2,14,NA
1996,vor5,2,5,NA
1996,vor5,2,10,NA
1996,vor5,2,3,NA
1996,vor5,2,2,NA
1996,vor5,2,32,NA
1996,vor5,2,23,NA
1996,vor5,2,25,NA
1996,vor5,2,15,NA
1996,vor5,2,12,NA
1996,vor5,2,7,NA
1996,vor5,2,6,NA
1996,vor5,2,9,NA
1996,vor5,2,7,NA
1996,vor5,2,35,NA
1996,vor5,2,30,NA
1996,vor5,2,32,NA
1996,vor5,2,14,NA
1996,vor5,2,11,NA
1996,vor5,2,6,NA
1996,vor5,2,8,NA
1996,vor5,2,5,NA
1996,vor5,2,5,NA
1996,vor5,2,35,NA
1996,vor5,2,34,NA
1996,vor5,2,29,NA
1996,vor5,2,15,NA
1996,vor5,2,12,NA
1996,vor5,2,9,NA
1996,vor5,2,8,NA
1996,vor5,2,3,NA
1996,vor5,2,5,NA
1996,vor5,2,28,NA
1996,vor5,2,34,NA
1996,vor5,2,26,NA
1996,vor5,2,16,NA
1996,vor5,2,13,NA
1996,vor5,2,7,NA
1996,vor5,2,5,NA
1996,vor5,2,6,NA
1996,vor5,2,6,NA
1996,vor5,2,23,NA
1996,vor5,2,24,NA
1996,vor5,2,24,NA
1996,vor5,2,20,NA
1996,vor5,2,13,NA
1996,vor5,2,2,NA
1996,vor5,2,5,NA
1996,vor5,2,4,NA
1996,vor5,2,6,NA
1996,vor5,2,22,NA
1996,vor5,2,26,NA
1996,vor5,2,28,NA
1996,vor5,2,13,NA
1996,vor5,2,12,NA
1996,vor5,2,2,NA
1996,vor5,2,5,NA
1996,vor5,2,3,NA
1996,vor5,2,3,NA
1996,vor5,2,5,NA
1996,vor5,2,4,NA
1996,vor5,2,6,NA
1996,vor5,2,3,NA
1996,vor5,2,2,NA
1996,vor5,2,3,NA
1996,vor5,2,5,NA
1996,vor5,2,4,NA
1996,vor5,2,5,NA
1996,vor5,2,2,NA
1996,vor5,2,9,NA
1996,vor5,2,5,NA
