Year,Island,Plastic,Plastic_botles,Glass,Polyetilen,Rubber,Paper,Metal,Cans,Textil,Foam_Plastic,Other,
2010,Ряжков,4,1,0,8,0,0,0,0,0,3,0,
2010,Ряжков,0,0,0,4,0,0,0,0,0,0,0,
2010,Ряжков,3,0,0,2,0,0,0,0,0,0,0,
2010,Ряжков,2,0,0,0,0,0,0,0,0,0,0,
2010,Ряжков,0,0,0,1,0,0,0,0,0,1,0,
2010,Ряжков,2,0,0,0,0,0,0,0,1,0,0,
2010,Ряжков,0,1,0,3,0,0,0,0,0,0,1,
2010,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2010,Ряжков,2,0,0,1,0,0,0,0,0,0,0,
2010,Ряжков,0,1,0,2,0,0,0,0,0,1,0,
2010,Ряжков,2,0,0,0,0,0,0,0,0,0,0,
2010,Ряжков,0,0,0,6,0,0,0,0,0,0,0,
2010,Ряжков,0,0,0,1,0,0,1,0,0,0,0,
2010,Ряжков,1,0,0,5,0,0,0,0,0,0,0,
2010,Ряжков,0,0,0,0,0,0,0,0,0,0,1,
2010,Ряжков,6,1,0,15,0,0,0,0,0,0,0,
2010,Ряжков,2,0,0,14,1,1,0,0,0,0,0,
2010,Ряжков,1,2,0,16,0,1,0,0,0,0,1,
2010,Ряжков,3,0,0,12,1,0,0,0,0,1,0,
2010,Ряжков,10,2,0,9,0,1,0,0,0,0,1,
2010,Ряжков,4,1,0,17,0,0,0,0,0,0,0,
2010,Ряжков,8,2,0,11,0,1,2,0,0,1,0,
2010,Ряжков,0,0,0,4,0,0,0,0,0,0,0,
2010,Ряжков,3,0,0,2,0,0,0,0,0,0,0,
2010,Ряжков,1,0,0,6,0,0,0,0,0,1,0,
2010,Ряжков,0,1,0,2,0,0,0,0,0,0,0,
2010,Ряжков,5,0,0,7,0,0,0,0,0,0,0,
2010,Ряжков,1,0,0,2,1,0,1,0,0,0,0,
2010,Ряжков,4,0,0,13,0,0,0,0,0,0,0,
2010,Ряжков,0,1,0,2,0,0,0,0,0,1,0,
2010,Ряжков,1,0,0,10,0,0,0,0,0,0,0,
2010,Ряжков,6,0,0,1,0,0,0,0,0,0,0,
2010,Ряжков,0,0,0,3,0,0,0,0,0,0,0,
2010,Ряжков,2,1,0,8,0,0,0,0,0,0,0,
2010,Ряжков,5,0,1,9,0,1,0,0,0,0,0,
2010,Ряжков,3,1,0,8,0,0,0,0,0,0,0,
2010,Ряжков,0,0,1,5,0,0,1,0,0,1,0,
2010,Ряжков,4,2,0,10,1,1,0,0,0,1,0,
2010,Ряжков,1,0,0,6,0,0,0,0,0,0,0,
2010,Ряжков,2,0,0,11,0,0,1,0,0,1,0,
2010,Ряжков,0,1,0,2,0,0,0,0,0,0,0,
2010,Ряжков,3,0,1,5,0,0,0,0,0,0,0,
2010,Ряжков,2,1,0,7,0,0,0,0,0,0,0,
2010,Ряжков,1,1,0,3,0,0,1,0,0,0,0,
2010,Ряжков,2,0,0,1,0,0,0,0,0,0,0,
2010,Ряжков,0,1,0,0,0,0,0,0,0,1,0,
2010,Ряжков,3,0,0,3,0,0,0,1,0,0,0,
2010,Ряжков,2,0,0,0,0,0,0,0,0,0,0,
2010,Ряжков,1,1,0,6,0,0,0,0,0,0,0,
2010,Ряжков,1,0,0,5,0,0,0,0,0,0,0,
2011,Ряжков,0,0,0,2,0,0,1,0,0,1,0,
2011,Ряжков,6,2,0,5,0,1,1,2,0,0,5,
2011,Ряжков,7,1,1,20,0,4,1,1,0,0,2,
2011,Ряжков,8,8,1,29,2,7,1,0,0,2,2,
2011,Ряжков,0,1,0,6,0,1,0,0,0,1,0,
2011,Ряжков,0,0,1,0,0,0,0,1,0,0,4,
2011,Ряжков,3,1,2,6,0,0,1,1,0,0,2,
2011,Ряжков,0,1,0,0,0,0,0,0,0,0,0,
2011,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2011,Ряжков,3,1,1,3,0,0,0,0,0,2,1,
2011,Ряжков,0,0,0,0,0,0,0,0,0,1,1,
2011,Ряжков,0,0,0,0,0,0,0,0,0,1,0,
2011,Ряжков,1,9,0,0,0,0,0,0,0,0,0,
2011,Ряжков,2,1,0,4,0,0,0,0,0,10,0,
2011,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2011,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2011,Ряжков,3,3,1,3,0,1,0,0,0,1,0,
2011,Ряжков,8,6,0,0,0,1,0,0,0,0,0,
2011,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2011,Ряжков,0,0,0,3,1,0,0,1,0,0,0,
2011,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2011,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2011,Ряжков,0,0,1,1,0,0,0,0,0,3,0,
2011,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2011,Ряжков,11,4,2,5,0,0,0,0,0,2,0,
2011,Ряжков,0,0,1,0,0,2,0,0,0,0,0,
2011,Ряжков,0,0,0,2,0,0,0,0,0,0,0,
2011,Ряжков,0,0,3,1,0,0,0,0,0,0,0,
2011,Ряжков,0,1,1,2,0,0,0,0,0,0,0,
2011,Ряжков,1,1,2,1,0,0,0,0,0,2,0,
2011,Ряжков,0,2,0,0,1,0,0,0,0,6,0,
2011,Ряжков,1,3,0,1,0,0,1,0,0,2,0,
2011,Ряжков,11,12,1,10,1,0,4,0,0,7,1,
2011,Ряжков,6,10,0,0,0,0,0,0,0,6,0,
2011,Ряжков,6,4,2,0,0,0,0,0,0,1,1,
2011,Ряжков,10,8,1,10,1,1,2,0,0,12,0,
2011,Ряжков,69,64,22,50,4,2,1,1,0,32,0,
2011,Ряжков,83,57,16,54,0,1,1,1,0,15,2,
2011,Ряжков,76,43,14,42,3,4,2,0,2,17,0,
2011,Ряжков,65,31,10,31,0,0,0,1,1,9,1,
2011,Ряжков,11,7,0,14,0,0,0,0,1,2,0,
2011,Ряжков,69,54,17,55,5,3,3,2,5,19,2,
2011,Ряжков,6,2,2,7,0,0,1,0,1,5,0,
2011,Ряжков,13,15,4,16,2,2,5,0,0,13,2,
2011,Ряжков,6,13,4,12,0,1,3,0,0,6,1,
2011,Ряжков,27,20,6,37,4,2,5,0,2,7,1,
2011,Ряжков,39,31,5,74,4,1,0,0,2,27,0,
2011,Ряжков,18,37,0,41,1,3,3,0,2,8,0,
2011,Ряжков,7,5,0,20,1,0,3,0,0,12,0,
2011,Ряжков,15,5,3,30,2,3,2,1,0,3,0,
2011,Ряжков,22,15,3,32,0,5,1,0,0,10,0,
2011,Ряжков,5,2,3,6,0,0,1,0,0,0,0,
2011,Ряжков,6,1,0,2,0,1,0,0,1,1,0,
2011,Ряжков,2,3,0,4,0,0,0,0,0,1,0,
2011,Ряжков,3,4,0,3,0,2,0,0,0,0,0,
2011,Ряжков,7,2,1,1,1,1,3,0,1,0,1,
2011,Ряжков,3,3,1,6,0,1,1,0,1,1,0,
2011,Ряжков,1,2,0,4,0,0,0,0,0,0,0,
2011,Ряжков,6,1,0,13,0,0,1,0,2,2,2,
2011,Ряжков,9,1,0,7,1,3,1,1,1,2,0,
2011,Ряжков,6,1,0,9,0,1,0,0,0,1,0,
2011,Ряжков,2,3,2,11,0,1,0,0,0,0,0,
2011,Ряжков,5,2,0,3,1,0,2,0,0,1,0,
2011,Ряжков,3,2,1,4,0,2,0,0,0,4,0,
2011,Ряжков,7,1,3,2,0,4,1,0,0,0,0,
2011,Ряжков,12,2,0,3,2,3,0,1,0,0,1,
2011,Ряжков,4,3,2,21,0,0,0,0,0,0,0,
2011,Ряжков,4,5,3,8,0,2,1,1,0,4,0,
2011,Ряжков,13,3,5,11,1,0,0,0,1,3,0,
2011,Ряжков,9,4,0,5,1,4,0,1,0,0,0,
2011,Ряжков,11,2,0,7,0,1,0,0,0,0,0,
2011,Ряжков,5,1,1,9,0,1,0,0,1,0,0,
2011,Ряжков,3,2,0,4,0,3,2,0,1,0,0,
2011,Ряжков,2,2,1,6,0,2,0,0,0,0,0,
2011,Ряжков,7,1,0,5,0,0,0,0,0,0,0,
2011,Ряжков,9,2,10,0,0,0,1,1,0,1,0,
2011,Ряжков,4,2,0,12,0,0,0,0,0,1,0,
2011,Ряжков,8,4,1,13,0,2,0,0,0,2,0,
2011,Ряжков,2,0,0,6,0,0,0,0,0,0,0,
2011,Ряжков,2,0,0,14,0,2,0,0,0,0,0,
2011,Ряжков,3,1,1,10,0,2,0,0,0,0,0,
2011,Ряжков,8,1,0,17,0,1,0,0,0,0,0,
2012,Ряжков,0,0,0,2,1,0,0,0,0,0,0,
2012,Ряжков,1,0,0,0,0,1,0,0,0,0,1,
2012,Ряжков,0,1,1,7,1,0,19,0,0,5,0,
2012,Ряжков,13,0,0,9,1,0,10,0,0,0,2,
2012,Ряжков,1,0,2,5,1,1,11,0,0,5,0,
2012,Ряжков,7,0,0,14,0,5,2,0,0,0,0,
2012,Ряжков,3,1,0,4,1,0,0,0,0,0,1,
2012,Ряжков,10,9,0,11,0,2,14,0,0,4,3,
2012,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2012,Ряжков,13,1,1,4,2,0,10,0,0,3,0,
2012,Ряжков,5,5,0,3,1,3,9,0,0,4,1,
2012,Ряжков,0,0,0,0,0,0,2,0,0,0,1,
2012,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2012,Ряжков,2,0,0,12,0,1,5,0,0,2,0,
2012,Ряжков,0,0,0,1,0,0,0,0,0,0,0,
2012,Ряжков,3,0,0,3,2,0,7,0,0,0,0,
2012,Ряжков,2,1,2,5,0,0,0,0,0,0,0,
2012,Ряжков,2,1,0,0,0,0,0,0,0,0,0,
2012,Ряжков,0,1,0,1,0,0,0,0,0,0,2,
2012,Ряжков,1,1,0,0,0,0,1,0,0,0,0,
2012,Ряжков,0,0,0,2,0,1,10,0,0,0,0,
2012,Ряжков,1,0,0,6,0,0,0,0,0,0,0,
2012,Ряжков,0,0,0,1,0,0,1,0,0,1,0,
2012,Ряжков,1,0,0,0,0,0,5,0,0,0,1,
2012,Ряжков,0,0,0,4,1,1,4,0,0,0,2,
2012,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2012,Ряжков,1,0,0,1,0,0,1,0,0,0,0,
2012,Ряжков,1,0,0,5,0,0,2,0,0,0,0,
2012,Ряжков,0,0,0,0,2,0,0,0,0,0,0,
2012,Ряжков,0,0,0,1,0,0,0,0,0,0,0,
2012,Ряжков,0,0,0,2,1,0,0,0,0,0,0,
2012,Ряжков,0,0,0,0,1,0,0,0,0,0,0,
2012,Ряжков,2,1,2,1,0,0,2,0,0,1,0,
2012,Ряжков,1,2,0,3,0,0,0,0,0,0,1,
2012,Ряжков,0,0,1,1,0,0,0,0,0,0,0,
2012,Ряжков,7,4,7,1,0,0,1,0,0,2,2,
2012,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2012,Ряжков,0,0,0,0,0,0,20,0,0,0,0,
2012,Ряжков,0,0,0,1,0,0,0,0,0,0,0,
2012,Ряжков,0,0,0,0,0,0,0,0,0,1,0,
2012,Ряжков,1,0,1,2,0,0,0,0,0,0,0,
2012,Ряжков,0,0,0,0,0,0,2,0,0,0,0,
2012,Ряжков,2,0,0,1,1,0,1,0,0,1,0,
2012,Ряжков,0,0,0,6,0,0,0,0,1,0,0,
2012,Ряжков,0,0,0,0,0,0,0,0,0,2,0,
2012,Ряжков,1,2,1,4,1,1,0,0,0,0,0,
2012,Ряжков,1,0,1,1,0,1,0,0,0,0,0,
2012,Ряжков,0,0,0,1,0,1,0,0,0,0,0,
2012,Ряжков,0,0,0,0,0,0,10,0,0,0,0,
2012,Ряжков,0,0,0,2,0,0,0,0,0,0,0,
2012,Ряжков,3,2,0,0,0,0,0,0,0,4,2,
2012,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2012,Ряжков,0,0,1,2,0,1,0,0,1,1,1,
2012,Ряжков,0,0,0,1,0,0,0,0,0,0,0,
2012,Ряжков,3,1,1,6,0,2,0,0,0,1,1,
2012,Ряжков,0,1,0,2,0,0,0,0,0,0,0,
2012,Ряжков,0,0,0,2,0,0,0,0,0,0,0,
2012,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2012,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2012,Ряжков,1,1,0,0,2,0,0,0,0,0,0,
2012,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2012,Ряжков,0,0,0,0,0,1,1,0,0,0,0,
2012,Ряжков,3,1,0,1,0,0,0,0,0,1,0,
2012,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2012,Ряжков,0,1,0,0,0,0,0,0,0,0,0,
2012,Ряжков,0,0,0,1,0,1,0,0,0,0,0,
2012,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2012,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2012,Ряжков,2,2,0,0,0,0,3,0,0,0,0,
2012,Ряжков,0,0,2,0,0,0,0,0,0,0,0,
2012,Ряжков,0,0,0,1,0,0,2,0,0,0,0,
2012,Ряжков,0,0,0,0,0,0,0,0,0,0,1,
2012,Ряжков,1,0,0,1,0,0,1,0,0,3,0,
2012,Ряжков,0,2,0,0,0,0,1,0,0,0,2,
2012,Ряжков,3,2,0,8,0,2,17,0,0,1,1,
2012,Ряжков,3,1,1,6,0,0,0,0,0,0,0,
2012,Ряжков,6,3,2,8,0,0,4,0,0,2,1,
2012,Ряжков,2,1,0,10,0,1,0,0,0,0,0,
2012,Ряжков,4,1,0,2,0,0,3,0,0,0,0,
2012,Ряжков,6,1,0,9,0,1,3,0,0,1,0,
2012,Ряжков,0,0,0,1,0,1,0,0,0,0,0,
2012,Ряжков,0,0,0,2,0,0,3,0,0,0,0,
2012,Ряжков,0,0,0,1,0,0,0,0,0,0,0,
2012,Ряжков,1,0,0,0,0,1,0,0,0,0,0,
2012,Ряжков,1,0,0,5,0,1,0,0,0,0,0,
2012,Ряжков,1,1,0,1,0,1,0,0,0,0,0,
2012,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2012,Ряжков,0,1,0,1,0,1,0,0,0,0,0,
2012,Ряжков,1,0,0,1,0,0,0,0,0,0,0,
2012,Ряжков,2,0,0,1,0,0,0,0,0,0,0,
2013,Ряжков,0.4,0.8,0.6,22.8,0.4,0,0.2,0,0,0.2,0,
2013,Ряжков,0.6,0.8,0.6,1.4,0.2,0,0.2,0,0,0,0,
2013,Ряжков,0,0.8,0,1.8,0,0,0,0,0,0,0,
2013,Ряжков,0,1.4,0,1.4,0,0,0,0,0,0,0,
2013,Ряжков,0,0,0,0,0,0,0.2,0,0,0,0,
2013,Ряжков,1,1.4,0,3,0,0,0,0,0,0.6,0,
2013,Ряжков,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,
2013,Ряжков,2.4,1.6,0,2.4,0.2,0,0,0,0.4,2,0,
2013,Ряжков,1.6,0.4,0.6,2,0.8,0,0.2,0,0,0,0,
2013,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2013,Ряжков,3.4,0.4,0,6.6,0.2,0,0.8,0,0.2,0.2,0,
2013,Ряжков,2.2,1,1,5,1.4,0,0.2,0,0.2,0,0,
2013,Ряжков,2.6,0.6,0.8,11.8,0.8,0,0.4,0,0.2,0.6,0,
2013,Ряжков,2.6,1.2,0,13.6,0.6,0,1,0,0.4,0.8,0,
2013,Ряжков,3.8,0.8,0.6,10.4,0.4,0,0.4,0,0.4,0.2,0,
2013,Ряжков,1.6,0.2,0,7.4,0.4,0,0.2,0,0.2,0,0,
2013,Ряжков,0.6,0.8,0.2,3.2,0,0,0.2,0,0.2,0,0,
2013,Ряжков,3.6,0.4,0,30,0,0,0.2,0,1.2,0.6,0,
2014,Ряжков,14,2,2,0,0,0,1,1,0,2,0,
2014,Ряжков,6,6,0,8,0,0,0,0,0,4,1,
2014,Ряжков,4,6,2,10,0,0,0,1,0,1,0,
2014,Ряжков,7,13,1,1,1,1,0,0,0,1,0,
2014,Ряжков,0,1,0,0,0,0,5,0,0,1,0,
2014,Ряжков,4,2,0,4,0,0,0,0,0,0,0,
2014,Ряжков,4,4,1,5,0,0,0,0,0,2,0,
2014,Ряжков,5,7,3,12,1,0,1,1,0,0,0,
2014,Ряжков,6,11,3,25,0,0,1,1,0,0,0,
2014,Ряжков,6,8,2,14,2,0,0,0,0,0,0,
2014,Ряжков,4,7,3,26,0,0,0,0,0,0,0,
2014,Ряжков,3,3,2,24,0,0,1,0,0,0,0,
2014,Ряжков,2,4,4,35,1,0,0,0,0,0,0,
2014,Ряжков,1,2,1,36,0,0,0,0,0,0,0,
2014,Ряжков,1,1,2,23,1,0,1,0,0,0,0,
2014,Ряжков,5,2,4,31,0,0,0,0,1,0,0,
2014,Ряжков,4,0,0,11,0,0,0,0,0,0,0,
2014,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2015,Ряжков,2,3,1,18,0,0,11,0,0,0,0,
2015,Ряжков,5,2,0,1,0,0,0,0,0,0,0,
2015,Ряжков,1,1,0,1,0,0,0,0,0,0,0,
2015,Ряжков,0,4,0,3,1,0,0,0,0,0,0,
2015,Ряжков,5,8,1,5,1,0,2,1,0,1,0,
2015,Ряжков,0,1,0,0,0,0,0,0,0,0,0,
2015,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2015,Ряжков,0,0,0,0,0,0,0,0,0,0,0,
2015,Ряжков,6,9,1,10,2,0,5,0,1,5,0,
2015,Ряжков,10,17,1,21,1,0,0,0,0,5,0,
2015,Ряжков,7,5,0,26,0,0,0,0,0,2,0,
2015,Ряжков,5,4,1,8,0,0,7,0,0,0,3,
2015,Ряжков,8,14,3,22,0,0,3,0,0,4,3,
2015,Ряжков,24,10,0,29,2,0,1,0,0,1,6,
2015,Ряжков,11,3,0,20,0,0,0,1,0,0,3,
2015,Ряжков,2,3,3,14,0,0,1,0,0,0,5,
2015,Ряжков,1,2,1,7,1,0,1,0,0,0,0,
2015,Ряжков,2,6,2,9,2,0,0,0,0,0,0,
2015,Ряжков,5,5,0,15,1,0,0,0,0,0,4,
2015,Ряжков,1,0,0,5,0,0,0,0,0,0,0,
2015,Ряжков,0,1,0,0,0,0,0,0,0,0,0,
2016,Ряжков,7,5,1,32,0,0,1,1,0,6,0,
2016,Ряжков,3,4,2,7,1,0,1,1,1,1,0,
2016,Ряжков,1,2,0,2,0,0,1,0,0,2,0,
2016,Ряжков,3,5,0,11,2,0,2,0,2,0,0,
2016,Ряжков,1,2,0,3,1,0,4,1,0,6,0,
2016,Ряжков,1,4,0,4,2,0,1,0,0,3,0,
2016,Ряжков,10,7,0,0,0,0,7,0,0,1,0,
2016,Ряжков,9,6,1,10,2,0,3,0,1,2,0,
2016,Ряжков,26,20,6,19,2,0,8,1,1,22,0,
2016,Ряжков,10,10,0,21,2,0,7,0,3,7,0,
2016,Ряжков,18,13,0,20,1,0,5,1,0,1,0,
2016,Ряжков,3,12,1,13,2,0,10,1,0,7,0,
2016,Ряжков,12,10,8,23,2,0,3,2,3,3,0,
2016,Ряжков,8,1,0,20,2,0,2,1,1,1,0,
2016,Ряжков,5,4,0,20,0,0,1,1,0,1,0,
2016,Ряжков,3,2,0,4,1,0,1,0,1,0,0,
2016,Ряжков,4,2,2,26,1,0,0,0,0,0,0,
2016,Ряжков,3,1,0,16,2,0,0,0,0,0,0,
2016,Ряжков,4,2,0,18,1,0,0,1,2,3,0,
2016,Ряжков,1,3,1,9,0,0,0,4,0,0,0,
2016,Ряжков,6,2,5,26,0,0,1,0,0,1,0,
2017,луда Южная Кибринская,1,14,5,13,0,0,8,0,0,2,0,
2017,луда Северная Кибринская,8,11,0,7,0,1,7,0,1,9,0,
2017,луда Смородинная Кибринская,7,9,1,18,0,0,4,0,0,2,0,
2017,луда Створная Кибринская,16,15,1,31,1,1,3,2,0,6,0,
2017,луда Восточная Кибринская,4,14,0,8,0,0,2,1,0,4,0,
2017,луда Иринка,3,9,1,13,0,0,2,0,0,3,0,
2017,луда Княжегубская Седловатая,4,29,7,40,0,0,4,0,0,4,0,
2017,луда Седловатая,24,34,5,78,1,0,53,2,5,6,0,
2017,Большая Демениха,73,35,7,125,5,3,4,3,2,16,0,
2017,Малая Демениха,32,46,1,80,3,4,2,3,1,6,0,
2017,луда Песчаная (около о.Ряжков),6,33,1,22,1,0,5,1,0,9,0,
2017,Малый Ломнишный,47,48,6,138,4,12,6,1,1,11,0,
2017,луда Голая,19,54,5,49,2,2,8,5,0,16,0,
2017,Анисимов,70,177,15,226,18,4,27,11,11,42,0,
2017,Большая Сеннуха,14,19,3,49,0,1,0,2,0,3,0,
2017,Ириньин,35,99,8,20,3,2,6,5,4,48,0,
2017,Богомолиха,31,56,5,128,1,2,14,2,4,14,0,
2017,луда Малая Богомолиха,1,12,0,16,0,0,4,1,2,2,0,
2017,луда Вороничная,3,23,4,44,0,0,0,1,1,4,0,
2017,луда Ириненок,1,0,0,9,0,0,0,0,0,1,0,
2017,Горелый,21,43,3,67,6,0,7,0,0,10,0,
2017,Гульмаха,28,67,5,31,6,64,1,1,0,13,0,
2017,луда Наволочная,1,3,1,4,1,0,1,0,0,0,0,
2017,луда Ирвасиха,6,23,3,57,2,1,1,1,2,8,0,
2017,луда Воронка,14,18,2,50,3,2,7,1,2,12,0,
2017,Круглый,14,51,3,16,4,1,8,2,1,15,0,
2017,луда Вторая Поперечная,11,14,1,19,0,1,6,1,2,11,0,
2017,луда Южная (около о.М.Ломнишный),1,0,0,1,0,0,0,0,0,0,0,
2017,Головин,93,123,16,125,16,4,39,6,11,33,0,
2018,луда Южная Кибринская,3,8,3,14,0,0,0,0,0,1,1,
2018,луда Северная Кибринская,1,4,0,5,0,0,0,0,2,0,,
2018,луда Смородинная Кибринская,1,2,0,0,0,0,0,1,0,3,0,
2018,луда Створная Кибринская,4,5,0,12,1,0,0,4,,2,0,
2018,луда Восточная Кибринская,1,0,0,2,0,0,0,1,0,0,0,
2018,луда Иринка,4,4,0,2,0,0,0,0,0,0,0,
2018,луда Княжегубская Седловатая,2,15,3,5,1,0,0,0,0,1,0,
2018,луда Седловатая,10,1,0,7,1,0,0,0,0,2,0,
2018,луда Песчаная (около о.Ряжков),0,6,0,4,0,0,0,0,0,0,0,
2018,Малый Ломнишный,41,24,5,118,3,0,1,1,0,3,0,
2018,луда Голая,6,11,0,8,1,0,0,1,1,2,0,
2018,Большая Сеннуха,6,1,0,11,0,0,0,1,0,0,0,
2018,Ириньин,11,14,3,4,1,0,0,2,0,6,0,
2018,Богомолиха,5,46,8,64,0,2,1,1,1,4,0,
2018,луда Малая Богомолиха,3,17,4,33,0,0,1,0,5,5,0,
2018,луда Вороничная,2,20,4,17,0,0,1,0,1,4,0,
2018,Горелый,16,28,2,44,1,0,1,2,0,6,1,
2018,Гульмаха,8,14,2,19,2,0,0,2,0,3,3,
2018,луда Ирвасиха,3,14,3,13,0,0,0,0,0,3,1,
2018,луда Головинка,0,7,0,4,0,0,2,1,0,1,0,
2018,луда Воронка,10,6,1,11,0,0,0,1,1,1,0,
2018,Круглый,10,56,1,9,3,0,0,2,1,4,1,
2018,луда Первая Поперечная,4,6,0,8,0,0,2,1,0,4,1,
2018,луда Вторая Поперечная,4,14,0,0,0,1,5,1,1,2,2,
2018,луда Третья Поперечная,0,3,0,3,0,0,0,0,0,1,0,
2019,луда Южная Кибринская,4,2,0,10,0,0,1,0,0,0,0,
2019,луда Северная Кибринская,5,1,1,2,0,0,0,0,0,0,0,
2019,луда Смородинная Кибринская,4,3,0,6,0,1,0,0,0,2,0,
2019,луда Створная Кибринская,4,4,0,4,1,0,1,0,0,1,0,
2019,луда Восточная Кибринская,1,2,0,4,0,0,1,0,1,2,0,
2019,луда Иринка,3,1,1,4,0,0,1,0,2,0,0,
2019,луда Княжегубская Седловатая,7,16,3,22,2,0,0,1,1,6,4,
2019,луда Седловатая,8,11,1,30,3,0,1,3,4,4,0,
2019,Большая Демениха,28,15,4,101,0,1,3,0,0,4,0,
2019,луда Песчаная (около о.Ряжков),4,8,0,3,0,0,1,0,0,5,0,
2019,Малый Ломнишный,16,24,5,75,5,4,1,3,2,5,0,
2019,луда Голая,10,7,0,12,3,0,1,1,4,4,0,
2019,Анисимов,50,101,11,115,11,1,2,10,3,13,4,
2019,Большая Сеннуха,4,1,0,23,0,2,0,1,0,0,0,
2019,Богомолиха,5,10,4,41,0,0,3,0,1,0,0,
2019,луда Вороничная,1,3,0,9,0,1,0,1,3,1,,
2019,Горелый,6,11,0,30,3,0,1,2,0,5,0,
2019,Гульмаха,5,14,5,13,3,0,5,0,1,5,0,
2019,луда Ирвасиха,3,18,2,17,1,2,0,0,0,2,,
2019,луда Головинка,4,7,0,7,0,3,2,3,5,1,0,
2019,луда Воронка,10,5,2,20,0,0,0,0,0,1,0,
2019,Круглый,4,16,1,7,1,0,0,0,1,3,0,
2019,луда Первая Поперечная,1,2,0,0,0,0,0,0,1,1,2,
2019,луда Вторая Поперечная,0,2,0,0,0,0,1,0,0,0,0,
2019,луда Третья Поперечная,0,2,0,0,0,1,0,0,0,0,1,
2019,луда Плоская,1,6,0,2,0,1,0,0,0,1,0,
2019,Луда Добрушка,1,0,0,18,0,0,0,0,1,0,0,
2017,Ряжков,7,5,1,32,0,0,1,1,0,6,0,
2017,Ряжков,3,4,2,7,1,0,1,1,1,1,0,
2017,Ряжков,1,2,0,2,0,0,1,0,0,2,0,
2017,Ряжков,3,5,0,11,2,0,2,0,2,0,0,
2017,Ряжков,1,2,0,3,1,0,4,1,0,6,0,
2017,Ряжков,1,4,0,4,2,0,1,0,0,3,0,
2017,Ряжков,10,7,0,0,0,0,7,0,0,1,0,
2017,Ряжков,9,6,1,10,2,0,3,0,1,2,0,
2017,Ряжков,26,20,6,19,2,0,8,1,1,22,0,
2017,Ряжков,10,10,0,21,2,0,7,0,3,7,0,
2017,Ряжков,18,13,0,20,1,0,5,1,0,1,0,
2017,Ряжков,3,12,1,13,2,0,10,1,0,7,0,
2017,Ряжков,12,10,8,23,2,0,3,2,3,3,0,
2017,Ряжков,8,1,0,20,2,0,2,1,1,1,0,
2017,Ряжков,5,4,0,20,0,0,1,1,0,1,0,
2017,Ряжков,3,2,0,4,1,0,1,0,1,0,0,
2017,Ряжков,4,2,2,26,1,0,0,0,0,0,0,
2017,Ряжков,3,1,0,16,2,0,0,0,0,0,0,
2017,Ряжков,4,2,0,18,1,0,0,1,2,3,0,
2017,Ряжков,1,3,1,9,0,0,0,4,0,0,0,
2017,Ряжков,6,2,5,26,0,0,1,0,0,1,0,
2017,Ряжков,9,2,2,27,0,0,0,0,0,1,0,
2018,Ряжков,4,1,0,15,0,0,0,0,0,0,0,
2018,Ряжков,1,1,0,1,0,0,0,0,0,1,0,
2018,Ряжков,3,2,0,1,0,0,0,0,0,0,0,
2018,Ряжков,1,2,1,2,0,0,0,0,0,1,0,
2018,Ряжков,1,3,0,4,0,0,0,0,0,2,0,
2018,Ряжков,1,1,0,3,0,0,1,0,0,0,1,
2018,Ряжков,0,2,0,1,0,0,0,0,0,0,0,
2018,Ряжков,2,2,0,2,0,0,1,0,0,0,0,
2018,Ряжков,2,1,0,4,0,0,0,0,0,0,0,
2018,Ряжков,2,0,0,8,0,0,0,0,0,0,0,
2018,Ряжков,1,3,0,4,0,0,0,0,0,0,0,
2018,Ряжков,1,0,0,2,0,0,0,0,0,0,0,
2018,Ряжков,11,1,2,20,0,0,0,0,0,0,0,
2018,Ряжков,1,0,0,1,0,0,0,0,0,0,0,
2018,Ряжков,0,0,0,8,0,0,0,0,0,0,0,
2018,Ряжков,0,0,0,2,0,0,0,0,0,0,0,
2018,Ряжков,0,0,0,3,0,0,0,0,0,0,0,
2018,Ряжков,4,1,0,5,0,0,0,0,0,0,0,
