Lat	Lon
69.791815	30.79655
67.17408	15.42292
68.430691	17.400916
70.693692	23.600521
68.7168	17.029901
69.55	18.65
68.887466	17.112683
70.987469	25.937202
69.898652	29.744136
69.730629	30.419674
68.792774	16.546549
68.47175	15.22243
69.649763	18.962963
69.649763	18.962963
68.377596	17.033332
68.36254	15.33061
70.2443	22.86467
69.638001	18.938325
66.321667	14.132832
70.54088	23.243698
71.019149	25.402199
70.875847	28.638029
70.068122	28.937646
70.983679	25.740378
65.97403	12.8718
68.792774	16.546549
67.91652	15.25282
66.34795	12.78337
69.646504	18.960058
70.57178	24.077029
67.44128	14.716658
69.19468	16.90588
69.692906	19.665867
69.646819	18.960839
67.144192	15.442629
70.54422	23.232249
67.13992	15.41198
68.40057	16.917831
66.312218	14.125696
66.318181	13.310314
66.01137	12.246321
70.00496	29.445881
67.98769	15.65013
70.0421	21.297469
67.242	15.395438
70.68995	23.590099
67.17527	15.42353
66.280257	14.034671
68.62612	15.25845
66.280257	14.034671
67.272595	15.037327
69.0	17.43383
70.18997	22.31983
68.210734	14.832171
69.644132	18.955552
69.760113	19.842623
68.90207	17.71783
68.450104	17.047773
69.66767	20.31133
66.815333	13.798533
70.81428	28.680364
69.898652	29.744136
65.97403	12.8718
67.44537	14.72928
67.294956	14.388529
70.139117	30.362873
70.26126	22.57824
70.673364	27.942638
69.730229	30.412974
66.07797	12.28282
70.527109	28.422105
66.815333	13.798533
68.66968	14.800599
70.139117	30.362873
66.280257	14.034671
67.1334	15.40035
70.2394	23.28412
70.22025	21.805829
69.898652	29.744136
70.2515	21.706051
66.280257	14.034671
66.015567	12.35693
67.93813	15.55528
68.911684	17.693138
67.75334	15.40983
69.19632	16.91
69.474933	18.072917
69.4743	18.062167
69.898652	29.744136
68.42258	16.73823
67.98769	15.65013
68.91298	17.40267
69.760113	19.842623
69.648246	18.962525
66.321667	14.132832
69.898652	29.744136
70.14982	22.30897
68.49213	15.234279
68.790402	16.545633
67.235839	15.02312
67.67323	15.212919
67.4127	14.6219
69.066359	16.812741
69.223149	18.080696
66.233507	12.280317
69.936057	21.184261
70.080729	28.816709
67.26597	15.125661
67.26425	15.1243
69.649317	18.963215
69.648246	18.962525
66.23543	12.711531
66.807046	13.969951
69.94953	19.58268
70.688866	23.628766
66.321667	14.132832
69.19307	16.91158
70.6264	23.48735
68.36254	15.33061
66.81366	13.64789
68.377596	17.033332
68.36254	15.33061
67.17445	15.417501
68.71872	17.135579
66.50127	13.22407
67.80072	15.36733
69.760113	19.842623
69.88411	20.919841
70.02447	21.285971
67.10805	14.26657
68.27595	17.38945
70.077341	20.370674
68.819762	16.515948
68.790713	16.545928
68.91623	14.98153
70.139117	30.362873
69.638001	18.938325
67.26425	15.1243
69.692906	19.665867
68.42885	15.4868
68.3795	15.323471
66.280257	14.034671
70.38463	23.478751
68.41693	16.54155
70.54887	22.95245
68.452161	17.085588
70.461578	26.920865
69.649763	18.962963
69.580133	20.507167
69.333046	18.52979
66.79569	13.823241
70.28687	23.47168
68.790713	16.545928
70.418648	26.698546
68.790713	16.545928
67.294956	14.388529
70.28687	23.47168
69.724499	30.423305
69.820482	20.990768
69.60526	19.839451
68.02193	15.29567
67.75334	15.40983
66.83496	13.63406
71.023894	28.20627
69.49114	18.062969
69.946933	23.082467
68.36254	15.33061
67.75334	15.40983
70.680416	23.583516
69.84588	30.270559
67.294956	14.388529
67.24428	15.39793
67.227367	15.340167
68.61428	14.34828
69.13887	17.632749
68.429819	17.388823
70.57747	23.027981
69.98828	19.955
68.85388	15.10602
67.274303	14.97724
69.898652	29.744136
66.81366	13.64789
66.321667	14.132832
68.153849	14.688243
66.815333	13.798533
69.3903	18.427539
67.22782	15.3445
66.69962	13.62807
68.41983	16.78827
69.14065	17.63952
68.8879	17.1111
68.88972	17.77262
68.450462	17.053366
70.748479	25.629999
70.689217	23.585784
70.6131	23.588216
66.825735	13.511196
70.13955	22.890381
69.14063	17.646201
69.0	17.446571
70.139117	30.362873
66.233507	12.280317
68.66638	14.823129
68.845	14.85333
69.14363	17.654549
68.91465	16.306121
70.12562	23.234129
66.79569	13.823241
70.02447	21.285971
69.299202	18.60958
68.24879	14.663582
66.556933	13.531766
69.65717	20.31442
66.35167	12.773149
69.961534	21.203659
70.04402	21.286429
68.452161	17.085588
67.6899	15.15169
69.646819	18.960839
70.576483	23.341149
69.579283	20.508983
67.31138	14.72818
70.25933	22.62017
69.84588	30.270559
70.085929	22.665601
69.49114	18.062969
69.898652	29.744136
68.80228	14.86732
68.42885	15.4868
70.01388	21.73045
68.07567	13.53242
67.98769	15.65013
69.898652	29.744136
70.137079	30.341932
66.807046	13.969951
70.981219	25.746827
68.93303	15.42188
70.62765	23.12087
67.72905	15.37427
68.790402	16.545633
70.26167	22.62433
66.812027	13.728093
69.67106	18.74816
69.79503	20.63105
67.144192	15.442629
67.22388	15.33917
69.961534	21.203659
69.900367	18.493234
66.280257	14.034671
67.17617	15.41218
65.948	12.9857
66.83496	13.63406
70.142496	28.851856
70.23005	23.33443
67.294956	14.388529
69.646504	18.960058
69.648246	18.962525
67.14817	14.01265
70.153729	20.383189
68.36254	15.33061
67.215486	15.393681
66.280257	14.034671
69.704086	29.617671
68.105208	13.23516
69.24857	19.42745
70.1406	22.89077
68.452161	17.085588
70.668094	23.656425
69.673396	19.037143
70.79529	27.928335
69.67238	18.74697
69.647315	18.961964
69.644039	18.95227
67.67068	15.19727
67.17852	15.40938
68.71727	16.77085
66.280257	14.034671
66.312218	14.125696
69.913486	29.629805
69.015507	17.461001
69.22239	18.07383
69.53967	19.726541
69.726709	30.420733
68.19827	16.13127
69.898652	29.744136
68.57483	14.854051
68.27595	17.38945
68.230564	14.539736
70.19585	21.807169
67.75357	15.71123
68.42258	16.73823
68.32192	15.20003
67.235839	15.02312
66.54238	13.33083
66.66882	13.39435
68.0877	13.68952
67.14833	14.297921
69.90533	21.87743
70.69087	28.539979
66.28464	13.24841
66.825735	13.511196
67.4184	15.57
67.06887	14.07887
69.820482	20.990768
70.3861	23.484849
68.49275	15.230351
70.57565	24.081671
70.23765	23.40262
67.24442	15.39655
67.2032	15.288121
66.3992	12.39632
68.19542	16.13437
70.139117	30.362873
66.834561	13.636381
66.812027	13.728093
66.280257	14.034671
67.4064	15.6337
67.57343	15.13078
70.979279	25.975022
70.18997	22.31983
69.9504	23.10102
68.83	14.780301
69.726709	30.420733
78.09913	13.897101
69.742929	30.416584
67.96045	15.812229
70.27488	21.685601
68.21318	16.21318
69.2294	18.0853
67.202578	15.276788
66.62035	12.95523
66.01137	12.246321
67.75608	15.69848
66.31957	13.45628
69.578283	20.517417
68.24879	14.663582
67.20385	15.280029
68.49097	15.233901
70.768797	27.21826
66.77212	13.1775
69.98688	19.94032
69.544956	20.586747
66.8195	13.45587
68.77428	15.445
69.735378	30.421553
69.67628	18.98358
69.898652	29.744136
68.01339	16.17186
70.66372	22.60637
67.24278	15.39678
66.321667	14.132832
70.755569	25.64565
67.200783	15.277267
68.42258	16.73823
70.139117	30.362873
68.427654	17.422162
69.299202	18.60958
69.838281	30.277059
69.880654	21.090799
69.81431	20.919249
68.452161	17.085588
66.81366	13.64789
66.321667	14.132832
70.3861	23.484849
67.13507	15.40287
68.61135	15.379671
69.646504	18.960058
66.31957	13.45628
68.71665	17.032451
67.75334	15.40983
67.97108	16.22104
68.04833	16.08503
70.23768	23.40088
70.981219	25.746827
68.430466	15.866832
70.689433	23.58395
69.544633	20.587516
67.95238	15.89714
69.062338	17.545778
68.04833	16.08503
66.825735	13.511196
66.307	14.12183
70.139117	30.362873
67.71502	15.15264
69.644773	18.952352
68.072833	13.465833
67.13588	15.404629
69.646819	18.960839
67.215486	15.393681
66.312218	14.125696
69.645366	18.809142
70.66955	23.690233
67.22857	15.34462
70.0892	22.70447
68.31745	17.269721
70.07895	22.68233
70.153729	20.383189
70.142496	28.851856
70.26543	23.32087
69.67263	18.766669
69.441574	17.322143
66.277333	13.911333
67.22487	15.33915
69.746066	29.641537
69.644039	18.95227
70.51268	23.74695
68.46954	16.5258
68.57297	15.33465
67.20255	15.283529
68.61325	15.385949
70.81428	28.680364
70.068122	28.937646
78.972986	11.513063
69.57627	20.52433
67.294956	14.388529
68.01339	16.17186
66.316128	14.053167
70.816616	27.543972
68.471946	17.623338
68.24879	14.663582
68.450104	17.047773
67.18368	14.3842
68.1681	16.15542
69.48216	18.27881
69.544783	20.58715
70.23765	23.39815
68.6977	15.97783
69.6685	18.8963
67.44315	14.72255
70.139117	30.362873
67.4184	15.57
69.649317	18.963215
68.924782	17.126087
66.28464	13.24841
68.431116	17.41272
67.1038	15.39923
69.85893	20.719551
67.14573	15.40815
66.46173	12.96012
66.825735	13.511196
68.10605	16.287317
68.90188	17.4224
69.898652	29.744136
70.613667	23.50695
68.42258	16.73823
66.312218	14.125696
66.27563	14.02833
66.812027	13.728093
68.151144	16.276605
70.2391	23.27382
70.0884	22.69882
68.791706	16.546269
67.80072	15.36733
69.2148	18.0574
70.816846	27.551312
68.40057	16.917831
68.790402	16.545633
69.649317	18.963215
69.644039	18.95227
70.417568	26.695216
70.688866	23.628766
67.13833	15.410121
66.280257	14.034671
69.2321	18.0271
67.97991	15.84529
67.72282	15.397119
70.00496	29.445881
69.23898	19.4518
69.46723	17.608349
68.791706	16.546269
69.650196	18.969135
70.24995	21.70037
70.655866	23.66065
68.39315	15.39138
70.7093	23.62847
70.1224	23.232631
66.79569	13.823241
70.34232	22.96758
69.354395	18.081704
70.68955	23.585315
70.688866	23.628766
70.894129	25.555927
69.708269	30.094015
69.03573	17.27073
67.146085	14.017402
69.820482	20.990768
69.651686	18.961375
68.63008	15.48427
67.95238	15.89714
66.834561	13.636381
68.377596	17.033332
70.139117	30.362873
69.898652	29.744136
68.450104	17.047773
66.809908	13.881174
69.01969	17.5192
70.02447	21.285971
70.772147	27.204978
69.46912	17.609599
67.80072	15.36733
70.613667	23.50695
68.431526	17.382581
70.22937	23.32483
67.95238	15.89714
68.31745	17.269721
69.219	18.063641
67.1351	15.40273
67.13725	15.40878
66.321667	14.132832
66.832021	13.746197
69.299202	18.60958
69.88448	21.74218
69.656936	18.968125
69.44128	17.33155
68.42885	15.4868
66.233507	12.280317
67.97991	15.84529
70.981499	25.745398
66.01137	12.246321
69.22711	18.08058
70.24582	22.89417
68.89963	17.74593
70.193372	20.493653
66.280257	14.034671
68.81283	16.54983
66.832021	13.746197
69.649317	18.963215
66.832021	13.746197
67.80072	15.36733
69.2234	18.0821
69.646819	18.960839
66.809908	13.881174
66.312218	14.125696
68.24879	14.663582
69.22817	18.081
69.22239	18.07383
71.023894	28.20627
67.7273	15.37415
70.2394	23.28412
67.294956	14.388529
68.84745	14.855619
67.215486	15.393681
67.294956	14.388529
70.28657	23.404251
70.0433	21.290681
69.644304	18.954452
70.143129	22.89385
69.64277	18.974225
68.20503	16.61602
70.077341	20.370674
66.321667	14.132832
68.24879	14.663582
70.693692	23.600521
66.312218	14.125696
69.69638	19.023769
70.667021	23.657802
69.746066	29.641537
67.294956	14.388529
69.981566	23.337732
69.49114	18.062969
70.2393	23.28167
70.139117	30.362873
68.90483	15.03263
67.20445	15.27887
68.0919	13.74852
69.649317	18.963215
69.644039	18.95227
68.24879	14.663582
66.321667	14.132832
68.16925	16.15495
70.807749	25.830367
67.294956	14.388529
68.052883	16.0965
69.22764	18.06492
67.242	15.395438
69.724499	30.423305
70.65743	22.620929
69.69638	19.023769
68.66785	14.92013
69.898652	29.744136
68.07225	13.18198
68.49333	15.226321
70.770447	27.196712
69.648246	18.962525
68.71838	16.76347
69.89428	18.80063
69.961534	21.203659
67.71502	15.15264
68.82782	14.778449
66.77085	13.176921
69.9783	21.01707
69.746066	29.641537
69.98775	19.946581
69.88472	21.735329
67.294956	14.388529
67.97991	15.84529
66.321667	14.132832
67.294956	14.388529
69.898652	29.744136
70.68995	23.590099
67.09852	13.87308
67.97991	15.84529
70.10935	19.58222
66.49717	12.06433
68.09148	13.74522
68.57315	15.33238
69.16732	35.14546
69.013886	16.471514
71.009722	25.8925
69.947778	23.065833
66.29183	33.667818
66.348448	33.837698
69.30139	17.897348
67.972367	15.911887
67.276191	14.573175
80.67572	0.0
67.056333	32.453333
67.0175	32.505
67.011833	32.517
67.011833	32.517
67.011833	32.517
66.7	34.25
66.733333	42.833333
67.024167	43.638333
66.8	43.033333
67.205	43.738333
66.7	34.25
66.7	34.25
66.7	34.25
66.7	34.25
66.7	34.25
67.0785	32.331333
67.0765	32.368667
67.0765	32.368667
67.0765	32.368667
67.095167	32.517
67.095167	32.517
67.095167	32.517
67.0825	32.3325
67.0825	32.3325
67.0825	32.3325
67.0785	32.331333
67.0785	32.331333
66.7	34.25
66.7	34.25
66.685833	42.7
66.7	34.25
66.7	34.25
66.6575	34.283333
66.6575	34.283333
66.7	34.25
66.6575	34.283333
66.478333	35.195
66.478333	35.195
66.871667	32.416667
66.871667	32.416667
66.866667	32.416667
66.871667	32.416667
66.866667	32.416667
67.010667	32.523333
67.010667	32.523333
67.082	32.317333
67.082	32.317333
67.082	32.317333
67.077833	32.328833
67.077833	32.328833
67.093167	32.368667
67.093167	32.368667
67.010667	32.523333
67.093167	32.368667
67.012	32.520667
67.012	32.520667
67.012	32.520667
66.276667	36.541667
67.021167	32.495833
67.021167	32.495833
67.021167	32.495833
66.291	33.741667
66.276667	36.541667
66.276667	36.541667
66.1	37.755
66.1	37.755
66.6	33.683333
66.6	33.683333
66.6	33.683333
66.6575	34.283333
66.6575	34.283333
66.6575	34.283333
66.7	34.25
66.7	34.25
66.7	34.25
66.871667	32.416667
66.866667	32.416667
66.866667	32.416667
66.871667	32.416667
66.871667	32.416667
66.7	34.25
66.7	34.25
66.7	34.25
67.021167	32.495833
67.021167	32.495833
66.7	34.25
66.7	34.25
66.7	34.25
67.093333	32.368667
67.093333	32.368667
67.093333	32.368667
67.0705	32.317167
67.0705	32.317167
67.0705	32.317167
67.078	32.329
67.078	32.329
67.078	32.329
66.871667	32.416667
66.871667	32.416667
66.871667	32.416667
66.7	34.25
66.7	34.25
66.866667	32.416667
66.866667	32.416667
66.6575	34.283333
66.6575	34.283333
66.6575	34.283333
66.7	34.25
67.010667	32.523333
67.010667	32.523333
66.65	40.916667
66.65	40.916667
66.016667	40.833333
67.0175	32.505
67.0175	32.505
67.019	32.513333
67.0175	32.505
67.0175	32.505
67.079167	32.330167
66.366667	40.333333
66.166667	36.783333
67.093167	32.368667
67.084833	32.307167
67.084833	32.307167
67.084833	32.307167
67.083333	32.311
67.093167	32.368667
67.093167	32.368667
66.7	34.25
66.7	34.25
66.7	34.25
66.7	34.25
66.7	34.25
66.7	34.25
66.116667	39.15
66.083333	39.133333
67.078	32.329333
67.078	32.329333
67.089333	32.368167
67.089333	32.368167
67.089333	32.368167
67.083333	32.311667
67.083333	32.311667
67.083333	32.311667
67.010667	32.523333
67.082	32.317333
67.082	32.317333
67.077833	32.328833
67.077833	32.328833
67.093167	32.368667
67.077833	32.328833
67.093167	32.368667
67.093167	32.368667
67.010667	32.523333
67.010667	32.523333
67.082	32.317333
66.7	34.25
66.7	34.25
66.7	34.25
66.266667	36.6
66.7	34.25
66.7	34.25
66.7	34.25
66.7	34.25
66.7	34.25
67.082	32.316833
67.082	32.316833
67.082	32.316833
67.010667	32.523333
67.077833	32.329667
67.010667	32.523333
67.010667	32.523333
67.082333	32.316333
67.082333	32.316333
67.082333	32.316333
67.078	32.329333
66.871667	32.416667
66.866667	32.416667
66.866667	32.416667
66.871667	32.416667
66.871667	32.416667
67.099167	32.905
67.085	32.915
67.099167	32.905
67.084167	32.915833
67.085	32.915833
67.084167	32.915833
66.7	34.25
66.7	34.25
66.7	34.25
66.7	34.25
66.7	34.25
66.7	34.25
67.010167	32.524
67.010167	32.524
67.010167	32.524
66.978833	32.573833
66.978833	32.573833
66.977833	32.573
66.7	34.25
66.7	34.25
66.7	34.25
66.7	34.25
66.866667	32.416667
66.6575	34.283333
66.6575	34.283333
66.7	34.25
66.7	34.25
66.6575	34.283333
66.871667	32.416667
66.871667	32.416667
66.866667	32.416667
66.7	34.25
66.871667	32.416667
66.866667	32.416667
67.093333	32.368667
67.093333	32.368667
67.093333	32.368667
66.345	33.68
66.345	33.68
66.283333	36.583333
67.082	32.317167
67.082	32.317167
67.082	32.317167
67.078	32.322833
67.078	32.322833
67.078	32.322833
67.010667	32.523333
67.010667	32.523333
67.010667	32.523333
67.010667	32.523333
66.407333	43.65
66.2025	43.971667
69.005833	56.0225
69.244333	57.15
74.450667	19.2655
70.138333	30.361667
66.294167	12.841333
66.280167	14.034667
66.326167	14.139667
69.786667	30.185
70.6935	28.554667
70.973	25.802333
70.516167	22.246667
68.935	16.641167
70.985667	25.9665
70.516167	22.2455
68.2505	14.664833
70.8815	27.3695
70.972833	25.801167
70.764	24.3195
66.321667	14.132833
66.312	14.125833
66.280167	14.034667
70.138333	30.361667
69.898667	29.744167
68.2505	14.664833
66.566667	-18.028333
66.098333	-23.041667
66.059167	-23.159333
65.998167	-23.035833
66.55	-18.028333
66.185833	-14.002
66.203333	-13.808333
66.268667	-13.571667
68.2505	14.664833
68.2505	14.664833
69.898667	29.744167
69.8993	29.741
70.137283	30.34175
66.311667	14.125333
66.280167	14.049
68.249167	14.6627
67.2963	14.3956
67.412717	14.621933
66.098333	-23.041667
66.098333	-23.041667
66.566667	-18.028333
66.566667	-18.028333
66.098333	-23.041667
66.566667	-18.028333
66.566667	-18.028333
66.098333	-23.041667
66.098333	-23.041667
66.566667	-18.028333
66.098333	-23.041667
66.566667	-18.028333
68.247833	14.666833
70.138333	30.361667
67.2963	14.3956
68.249167	14.6627
67.412717	14.621933
68.249167	14.6627
67.2963	14.395633
67.412717	14.621933
69.8993	29.741
70.137283	30.34175
70.550167	30.086167
68.165167	14.658833
70.7635	24.320333
70.516167	22.246667
69.898667	29.744167
70.6935	28.554667
70.881	27.37
70.973	25.802333
68.165167	14.658833
66.71	13.263333
70.138333	30.361667
69.8993	29.741
70.137283	30.34175
66.280217	14.0349
66.311667	14.125333
66.316	14.122833
66.311667	14.125333
66.280167	14.049
70.138333	30.361667
68.1575	14.653333
69.783667	30.184833
66.293333	12.835833
67.664667	14.742833
70.068833	30.1635
66.294167	12.841333
66.280167	14.034667
66.326167	14.139667
70.550167	30.086167
70.6935	28.554667
66.280167	14.049
66.311667	14.125333
66.71	13.263333
68.1575	14.653333
67.664667	14.742833
66.293333	12.835833
68.2505	14.664833
70.068833	30.1635
70.100333	20.5465
69.476667	18.3
68.935	16.641167
68.247833	14.666833
69.783667	30.184833
68.005	15.093333
70.7635	24.320333
70.550167	30.086167
70.6935	28.554667
70.881	27.37
70.973	25.802333
68.005	15.093333
69.476667	18.3
68.935	16.641167
69.898667	29.744167
66.280167	14.049
70.516167	22.246667
66.311667	14.125333
70.100333	20.5465
68.2505	14.664833
66.707333	13.257833
70.138333	30.361667
68.247833	14.666833
66.06	-23.166
65.998167	-23.035833
66.566667	-18.028333
66.01	-22.921667
65.998167	-23.035833
66.566667	-18.028333
66.566667	-18.028333
66.06	-23.166
66.566667	-18.028333
65.998167	-23.035833
66.059167	-23.166667
65.998333	-23.035
68.165167	14.658833
66.552167	-18.0235
69.898667	29.744167
69.898667	29.744167
69.898667	29.744167
70.138333	30.361667
69.898667	29.744167
70.138333	30.361667
68.247833	14.666833
69.898667	29.744167
69.786667	30.185
70.138333	30.361667
66.280167	14.034667
66.326167	14.139667
66.311667	14.125333
66.280167	14.049
70.138333	30.361667
68.247833	14.666833
68.247833	14.666833
66.316	14.122833
68.935167	16.641
69.478167	18.303833
70.100667	20.5465
70.764	24.3195
70.516167	22.2455
70.972833	25.801167
70.8815	27.3695
70.6935	28.554667
70.550167	30.086167
66.312	14.125833
66.280167	14.034667
70.138333	30.361667
68.005	15.093333
66.321667	14.132833
69.0095	-53.325667
68.987167	-53.310333
69.024167	-53.333833
66.06	-23.166
65.998167	-23.035833
66.06	-23.166
66.998167	-23.035833
66.06	-23.166
65.998167	-23.035833
66.566667	-18.028333
66.566667	-18.028333
66.06	-23.166
65.998167	-23.035833
69.898667	29.744167
66.203333	-13.808333
66.185833	-14.002
66.268667	-13.571667
65.998167	-23.035833
66.06	-23.166
66.548833	-18.026
66.293333	12.835833
67.664667	14.742833
68.247833	14.666833
66.185833	-14.002
66.55	-18.028333
66.268667	-13.571667
66.203333	-13.808333
66.059167	-23.159333
65.998167	-23.035833
68.249167	14.6627
67.2963	14.3956
67.412717	14.621933
69.8993	29.741
70.137283	30.34175
68.247833	14.666833
66.566667	-18.028333
65.998167	-23.035833
66.06	-23.166
67.412717	14.621933
67.2963	14.3956
68.249167	14.6627
68.2505	14.664833
70.138333	30.361667
66.311667	14.125333
66.280167	14.049
69.898667	29.744167
70.138333	30.361667
70.516167	22.246667
70.100333	20.5465
68.935	16.641167
68.2505	14.664833
69.898667	29.744167
66.321667	14.132833
66.312	14.125833
70.138333	30.361667
66.280167	14.034667
71.3795	-53.352667
71.373833	-53.849667
71.389	-53.841
66.056	-23.167
66.552233	-18.02345
66.0	-23.035
69.898667	29.744167
70.138333	30.361667
66.280167	14.034667
66.326167	14.139667
69.898667	29.744167
66.312	14.125833
70.138333	30.361667
66.280167	14.034667
66.280167	14.034667
70.138333	30.361667
66.321667	14.132833
66.312	14.125833
69.898667	29.744167
69.898667	29.744167
69.172333	66.183667
69.2015	67.856
66.713167	13.237333
66.298833	12.831333
67.664667	14.742833
68.247833	14.666833
68.005	15.093333
69.898667	29.744167
70.137283	30.34175
69.8993	29.741
67.412717	14.621933
68.249167	14.6627
67.412717	14.621933
66.311667	14.125333
66.280167	14.049
68.2505	14.664833
70.138333	30.361667
66.280167	14.034667
70.485	-21.9694
70.485	-21.9694
70.485	-21.9694
70.485	-21.9694
70.485	-21.9694
70.485	-21.9694
70.485	-21.9694
70.485	-21.9694
70.485	-21.9694
70.485	-21.9694
70.485	-21.9694
70.485	-21.9694
70.138333	30.361667
69.898667	29.744167
69.898667	29.744167
70.138333	30.361667
66.312	14.125833
66.280167	14.034667
66.321667	14.132833
68.247833	14.666833
