Day,Manth,Year,Date_text,Depth_class,Depth,Station,ID,Temp_1,Temp_2,Temp_3,Sal_1,Sal_2,Sal_3,Chl_1,Chl_2,Chl_3
1,10,2016,01/10/2016,25_bottom,45,D1,1370,4.91,3.12,3.06,27.32,27.42,27.41,0.2,0.2,0.2
10,10,2016,10/10/2016,25_bottom,45,D1,1371,6.97,4.96,4.82,26.55,27.29,27.31,0.3,0.2,0.2
19,10,2016,19/10/2016,25_bottom,45,D1,1372,5.72,3.49,3.01,27.00,27.67,27.77,0.2,0.2,0.2
31,10,2016,31/10/2016,25_bottom,45,D1,1373,6.39,3.94,3.87,26.93,27.53,27.55,0.2,0.2,0.2
12,11,2016,12/11/2016,25_bottom,45,D1,1374,5.10,5.45,5.43,26.52,27.21,27.23,0.2,0.2,0.2
21,11,2016,21/11/2016,25_bottom,45,D1,1375,4.75,4.70,4.59,26.77,27.38,27.44,0.2,0.2,0.2
29,11,2016,29/11/2016,25_bottom,45,D1,1376,3.14,4.87,4.87,26.50,27.12,27.13,0.2,0.2,0.2
25,3,2017,25/03/2017,25_bottom,45,D1,1377,-0.64,-0.28,-0.26,27.96,28.24,28.28,0.1,0.1,0.1
4,4,2017,04/04/2017,25_bottom,45,D1,1378,-0.81,-0.54,NA,27.83,28.23,NA,0.1,0.1,0.1
15,4,2017,15/04/2017,25_bottom,45,D1,1379,-0.85,NA,NA,27.39,NA,NA,0.4,NA,NA
20,4,2017,20/04/2017,25_bottom,45,D1,1380,-0.92,NA,NA,27.57,NA,NA,0.3,NA,NA
25,4,2017,25/04/2017,25_bottom,45,D1,1381,-0.86,-0.62,NA,27.57,28.37,NA,0.2,0.1,NA
29,4,2017,29/04/2017,25_bottom,45,D1,1382,-0.76,NA,NA,27.82,NA,NA,0.3,NA,NA
10,5,2017,10/05/2017,25_bottom,45,D1,1383,0.48,NA,NA,27.19,NA,NA,1.1,NA,NA
15,5,2017,15/05/2017,25_bottom,45,D1,1384,-0.21,-0.66,NA,27.61,28.15,NA,0.5,0.2,NA
20,5,2017,20/05/2017,25_bottom,45,D1,1385,-0.29,-0.63,-0.64,27.76,28.17,28.19,0.3,0.2,0.3
25,5,2017,25/05/2017,25_bottom,45,D1,1386,0.01,-0.52,-0.55,27.63,28.02,28.06,0.3,0.2,NA
30,5,2017,30/05/2017,25_bottom,45,D1,1387,0.54,-0.30,NA,27.33,27.84,NA,0.5,0.2,NA
5,6,2017,05/06/2017,25_bottom,45,D1,1388,3.22,-0.11,NA,26.65,27.81,NA,1.0,0.3,NA
10,6,2017,10/06/2017,25_bottom,45,D1,1389,0.51,-0.14,-0.16,27.60,27.87,27.87,0.3,NA,NA
21,6,2017,21/06/2017,25_bottom,45,D1,1390,1.13,-0.09,-0.10,27.49,27.91,27.94,0.4,1.0,1.2
29,6,2017,29/06/2017,25_bottom,45,D1,1391,5.49,0.95,0.79,26.45,27.56,27.65,0.4,0.4,0.4
11,7,2017,11/07/2017,25_bottom,45,D1,1392,2.52,0.85,0.82,27.13,27.71,27.73,0.2,0.2,0.2
20,7,2017,20/07/2017,25_bottom,45,D1,1393,5.84,1.70,1.60,25.56,27.41,27.45,NA,NA,NA
31,7,2017,31/07/2017,25_bottom,45,D1,1394,2.78,1.31,1.27,27.14,27.68,27.62,NA,NA,NA
12,8,2017,12/08/2017,25_bottom,45,D1,1395,4.66,2.38,2.37,26.27,27.19,27.28,NA,NA,NA
22,8,2017,22/08/2017,25_bottom,45,D1,1396,4.56,1.90,1.80,26.42,27.37,27.39,NA,NA,NA
2,9,2017,02/09/2017,25_bottom,45,D1,1397,8.82,2.00,1.87,24.74,27.31,27.36,NA,NA,NA
12,9,2017,12/09/2017,25_bottom,45,D1,1398,3.99,2.33,2.31,26.71,27.22,27.00,0.2,0.2,0.7
20,9,2017,20/09/2017,25_bottom,45,D1,1399,8.71,4.54,4.12,24.96,26.43,26.55,0.7,0.3,0.3
30,9,2017,30/09/2017,25_bottom,45,D1,1400,7.91,3.30,3.01,25.25,27.02,27.11,0.3,0.2,0.2
11,10,2017,11/10/2017,25_bottom,45,D1,1401,7.68,4.73,4.49,24.58,26.58,26.65,0.8,0.3,0.4
22,10,2017,22/10/2017,25_bottom,45,D1,1402,7.33,6.35,5.68,25.26,25.99,26.25,0.3,0.3,0.3
30,10,2017,30/10/2017,25_bottom,45,D1,1403,5.61,1.41,1.26,26.26,27.69,27.73,0.3,0.2,0.1
9,11,2017,09/11/2017,25_bottom,45,D1,1404,3.47,1.88,1.87,26.96,27.53,27.53,0.2,0.2,NA
21,11,2017,21/11/2017,25_bottom,45,D1,1405,3.59,2.85,2.75,25.83,27.13,27.18,0.3,0.2,NA
30,11,2017,30/11/2017,25_bottom,45,D1,1406,3.55,2.79,2.75,26.58,27.17,27.19,0.2,0.2,NA
13,2,2018,13/02/2018,25_bottom,45,D1,1407,-0.40,0.49,NA,26.59,26.92,NA,0.2,0.2,NA
20,3,2018,20/03/2018,25_bottom,45,D1,1408,0.23,0.64,0.62,25.69,27.83,27.86,0.2,0.2,0.2
29,3,2018,29/03/2018,25_bottom,45,D1,1409,0.30,0.52,0.52,27.36,27.89,27.90,0.2,0.2,0.2
18,4,2018,18/04/2018,25_bottom,45,D1,1410,0.36,0.24,0.23,27.74,27.99,28.00,0.2,0.2,0.2
26,4,2018,26/04/2018,25_bottom,45,D1,1411,0.27,NA,NA,27.50,NA,NA,0.2,NA,NA
12,5,2018,12/05/2018,25_bottom,45,D1,1412,0.54,0.24,0.22,26.85,27.68,27.71,0.4,0.2,0.3
20,5,2018,20/05/2018,25_bottom,45,D1,1413,0.49,0.21,0.21,26.81,27.62,27.66,0.2,0.2,0.2
31,5,2018,31/05/2018,25_bottom,45,D1,1414,0.63,0.00,-0.02,27.01,27.76,27.82,0.2,0.2,0.2
10,6,2018,10/06/2018,25_bottom,45,D1,1415,0.35,-0.06,-0.09,27.45,27.87,27.95,0.2,0.2,NA
21,6,2018,21/06/2018,25_bottom,45,D1,1416,0.46,0.18,0.17,27.32,27.61,26.98,0.2,0.2,0.2
1,7,2018,01/07/2018,25_bottom,45,D1,1417,3.84,0.94,0.90,26.35,27.14,27.17,0.4,0.2,0.3
10,7,2018,10/07/2018,25_bottom,45,D1,1418,2.80,0.92,0.84,26.63,27.27,27.31,0.3,0.2,0.2
21,7,2018,21/07/2018,25_bottom,45,D1,1419,6.62,2.33,2.28,26.07,26.88,26.87,0.3,0.3,0.3
30,7,2018,30/07/2018,25_bottom,45,D1,1420,5.88,1.97,1.87,26.20,27.14,27.22,0.3,0.2,NA
9,8,2018,09/08/2018,25_bottom,45,D1,1421,10.94,2.63,2.41,25.58,27.04,27.08,0.3,0.3,0.3
20,8,2018,20/08/2018,25_bottom,45,D1,1422,3.57,2.11,1.89,26.89,27.21,27.25,NA,NA,NA
30,8,2018,30/08/2018,25_bottom,45,D1,1423,3.75,1.72,1.58,26.77,27.29,27.38,NA,NA,NA
10,9,2018,10/09/2018,25_bottom,45,D1,1424,5.27,3.16,3.08,26.48,26.92,26.96,NA,NA,NA
20,9,2018,20/09/2018,25_bottom,45,D1,1425,7.37,3.63,3.34,26.01,26.81,26.83,NA,NA,NA
1,10,2018,01/10/2018,25_bottom,45,D1,1426,3.82,2.56,2.38,26.76,27.09,27.15,NA,NA,NA
10,10,2018,10/10/2018,25_bottom,45,D1,1427,3.61,2.67,2.57,26.94,27.22,27.25,0.3,0.2,0.3
23,10,2018,23/10/2018,25_bottom,45,D1,1428,3.52,2.97,2.95,27.02,27.23,27.26,0.3,0.2,NA
31,10,2018,31/10/2018,25_bottom,45,D1,1429,3.70,2.63,2.61,26.84,27.36,27.36,0.3,0.3,0.3
10,11,2018,10/11/2018,25_bottom,45,D1,1430,3.41,2.11,2.07,26.96,27.49,27.51,0.3,0.3,0.3
20,11,2018,20/11/2018,25_bottom,45,D1,1431,3.16,3.02,2.72,26.53,27.32,27.37,0.3,0.3,NA
11,2,2019,11/02/2019,25_bottom,45,D1,1432,-1.35,-1.31,-1.29,27.17,27.20,27.21,NA,NA,NA
14,3,2019,14/03/2019,25_bottom,45,D1,1433,-1.34,-0.43,-0.40,27.23,27.63,27.64,NA,NA,NA
22,3,2019,22/03/2019,25_bottom,45,D1,1434,-0.61,-0.17,-0.16,27.57,27.81,27.82,0.2,0.2,NA
30,3,2019,30/03/2019,25_bottom,45,D1,1435,-1.10,-0.31,-0.27,27.39,27.75,27.79,0.1,0.2,0.2
10,4,2019,10/04/2019,25_bottom,45,D1,1436,-0.28,-0.16,-0.16,27.95,28.19,28.20,0.2,0.2,0.2
18,4,2019,18/04/2019,25_bottom,45,D1,1437,-0.88,-0.24,NA,27.26,28.04,NA,0.1,0.2,0.2
14,5,2019,14/05/2019,25_bottom,45,D1,1438,0.06,-0.30,NA,27.11,27.61,NA,1.2,0.4,NA
21,5,2019,21/05/2019,25_bottom,45,D1,1439,0.10,-0.27,-0.28,27.20,27.76,27.82,0.9,0.4,NA
2,6,2019,02/06/2019,25_bottom,45,D1,1440,0.77,-0.21,-0.21,27.18,27.69,27.69,1.6,0.8,0.6
10,6,2019,10/06/2019,25_bottom,45,D1,1441,0.90,0.12,0.09,27.17,27.56,27.62,0.4,0.7,NA
18,6,2019,18/06/2019,25_bottom,45,D1,1442,1.33,0.17,0.11,27.13,27.66,27.68,0.4,0.3,NA
29,6,2019,29/06/2019,25_bottom,45,D1,1443,3.24,0.48,0.39,26.55,27.50,27.53,0.3,0.2,0.2
9,7,2019,09/07/2019,25_bottom,45,D1,1444,1.81,0.92,0.84,27.05,27.31,27.39,0.2,0.2,0.2
20,7,2019,20/07/2019,25_bottom,45,D1,1445,3.69,1.59,1.53,26.65,27.15,27.21,0.3,0.2,0.3
1,8,2019,01/08/2019,25_bottom,45,D1,1446,7.39,0.57,0.42,25.41,27.77,27.82,0.3,0.3,0.2
10,8,2019,10/08/2019,25_bottom,45,D1,1447,3.10,0.84,0.82,26.93,27.66,27.65,0.2,0.2,0.2
20,8,2019,20/08/2019,25_bottom,45,D1,1448,5.16,2.10,1.93,26.55,27.28,27.33,0.3,0.2,0.2
31,8,2019,31/08/2019,25_bottom,45,D1,1449,3.29,1.89,1.85,27.01,27.39,27.39,0.2,0.2,0.2
10,9,2019,10/09/2019,25_bottom,45,D1,1450,8.34,3.80,NA,25.82,26.88,NA,0.4,0.2,NA
21,9,2019,21/09/2019,25_bottom,45,D1,1451,9.98,2.99,2.67,25.54,27.11,27.22,1.1,0.2,0.2
3,10,2019,03/10/2019,25_bottom,45,D1,1452,7.22,1.97,1.96,25.75,27.46,27.46,0.3,0.2,0.2
10,10,2019,10/10/2019,25_bottom,45,D1,1453,6.24,2.69,2.53,25.83,27.20,27.29,0.5,0.3,0.2
21,10,2019,21/10/2019,25_bottom,45,D1,1454,5.27,3.62,3.58,25.93,26.90,26.91,0.4,0.3,0.3
29,10,2019,29/10/2019,25_bottom,45,D1,1455,4.47,4.22,4.21,25.95,26.61,26.62,0.3,0.3,0.4
18,7,2012,18/07/2012,0_10,5,D3,1456,12.94,NA,NA,25.27,NA,NA,1.34,NA,NA
20,8,2012,20/08/2012,0_10,5,D3,1457,12.38,NA,NA,25.29,NA,NA,0.92,NA,NA
19,9,2012,19/09/2012,0_10,5,D3,1458,10.64,NA,NA,25.51,NA,NA,1.15,NA,NA
10,10,2012,10/10/2012,0_10,5,D3,1459,8.40,NA,NA,25.20,NA,NA,0.69,NA,NA
19,6,2013,19/06/2013,0_10,5,D3,1460,11.37,NA,NA,24.17,NA,NA,1.17,NA,NA
9,11,2013,09/11/2013,0_10,5,D3,1461,3.21,NA,NA,27.15,NA,NA,0.36,NA,NA
21,8,2014,21/08/2014,0_10,5,D3,1462,13.99,NA,NA,24.45,NA,NA,0.96,NA,NA
18,10,2014,18/10/2014,0_10,5,D3,1463,4.91,NA,NA,26.12,NA,NA,0.51,NA,NA
17,11,2014,17/11/2014,0_10,5,D3,1464,0.57,NA,NA,26.51,NA,NA,0.28,NA,NA
20,6,2015,20/06/2015,0_10,5,D3,1465,7.78,NA,NA,25.04,NA,NA,1.17,NA,NA
20,7,2015,20/07/2015,0_10,5,D3,1466,12.66,NA,NA,25.69,NA,NA,0.46,NA,NA
19,8,2015,19/08/2015,0_10,5,D3,1467,12.59,NA,NA,25.45,NA,NA,0.75,NA,NA
21,9,2015,21/09/2015,0_10,5,D3,1468,11.32,NA,NA,25.70,NA,NA,0.80,NA,NA
20,10,2015,20/10/2015,0_10,5,D3,1469,5.59,NA,NA,25.33,NA,NA,0.87,NA,NA
14,8,2016,14/08/2016,0_10,5,D3,1470,14.61,NA,NA,24.98,NA,NA,1.03,NA,NA
20,9,2016,20/09/2016,0_10,5,D3,1471,8.85,NA,NA,25.77,NA,NA,1.15,NA,NA
13,11,2016,13/11/2016,0_10,5,D3,1472,3.36,NA,NA,26.10,NA,NA,0.38,NA,NA
20,5,2017,20/05/2017,0_10,5,D3,1473,2.10,NA,NA,27.03,NA,NA,1.77,NA,NA
21,6,2017,21/06/2017,0_10,5,D3,1474,7.83,NA,NA,23.32,NA,NA,1.32,NA,NA
18,7,2017,18/07/2017,0_10,5,D3,1475,13.17,NA,NA,23.60,NA,NA,0.99,NA,NA
22,8,2017,22/08/2017,0_10,5,D3,1476,14.51,NA,NA,24.43,NA,NA,0.99,NA,NA
20,9,2017,20/09/2017,0_10,5,D3,1477,8.64,NA,NA,25.18,NA,NA,0.66,NA,NA
22,10,2017,22/10/2017,0_10,5,D3,1478,5.86,NA,NA,23.63,NA,NA,0.62,NA,NA
14,11,2017,14/11/2017,0_10,5,D3,1479,3.41,NA,NA,24.96,NA,NA,0.31,NA,NA
25,5,2018,25/05/2018,0_10,5,D3,1480,7.88,NA,NA,23.02,NA,NA,0.92,NA,NA
26,6,2018,26/06/2018,0_10,5,D3,1481,8.66,NA,NA,25.92,NA,NA,0.69,NA,NA
18,7,2018,18/07/2018,0_10,5,D3,1482,15.79,NA,NA,25.44,NA,NA,1.08,NA,NA
21,8,2018,21/08/2018,0_10,5,D3,1483,15.47,NA,NA,24.65,NA,NA,0.80,NA,NA
19,9,2018,19/09/2018,0_10,5,D3,1484,12.26,NA,NA,25.01,NA,NA,0.80,NA,NA
3,11,2018,03/11/2018,0_10,5,D3,1485,3.53,NA,NA,26.09,NA,NA,0.52,NA,NA
18,6,2019,18/06/2019,0_10,5,D3,1486,9.84,NA,NA,25.13,NA,NA,0.73,NA,NA
25,8,2019,25/08/2019,0_10,5,D3,1487,11.24,NA,NA,25.27,NA,NA,0.99,NA,NA
17,10,2019,17/10/2019,0_10,5,D3,1488,5.35,NA,NA,25.72,NA,NA,0.57,NA,NA
18,7,2012,18/07/2012,10_25,17.5,D3,1489,8.42,NA,NA,26.49,NA,NA,1.15,NA,NA
20,8,2012,20/08/2012,10_25,17.5,D3,1490,10.54,NA,NA,26.45,NA,NA,0.68,NA,NA
19,9,2012,19/09/2012,10_25,17.5,D3,1491,10.14,NA,NA,26.13,NA,NA,0.62,NA,NA
10,10,2012,10/10/2012,10_25,17.5,D3,1492,9.04,NA,NA,26.24,NA,NA,0.53,NA,NA
19,6,2013,19/06/2013,10_25,17.5,D3,1493,8.26,NA,NA,25.50,NA,NA,0.61,NA,NA
9,11,2013,09/11/2013,10_25,17.5,D3,1494,3.21,NA,NA,27.27,NA,NA,0.35,NA,NA
21,8,2014,21/08/2014,10_25,17.5,D3,1495,8.85,NA,NA,26.16,NA,NA,0.40,NA,NA
18,10,2014,18/10/2014,10_25,17.5,D3,1496,5.50,NA,NA,26.43,NA,NA,0.56,NA,NA
17,11,2014,17/11/2014,10_25,17.5,D3,1497,1.23,NA,NA,26.64,NA,NA,0.34,NA,NA
20,6,2015,20/06/2015,10_25,17.5,D3,1498,4.39,NA,NA,27.12,NA,NA,0.70,NA,NA
20,7,2015,20/07/2015,10_25,17.5,D3,1499,7.05,NA,NA,26.94,NA,NA,0.38,NA,NA
19,8,2015,19/08/2015,10_25,17.5,D3,1500,8.72,NA,NA,26.98,NA,NA,0.50,NA,NA
21,9,2015,21/09/2015,10_25,17.5,D3,1501,9.64,NA,NA,26.38,NA,NA,0.44,NA,NA
20,10,2015,20/10/2015,10_25,17.5,D3,1502,4.56,NA,NA,26.52,NA,NA,0.41,NA,NA
14,8,2016,14/08/2016,10_25,17.5,D3,1503,7.45,NA,NA,26.31,NA,NA,0.28,NA,NA
20,9,2016,20/09/2016,10_25,17.5,D3,1504,8.37,NA,NA,27.04,NA,NA,0.47,NA,NA
13,11,2016,13/11/2016,10_25,17.5,D3,1505,4.20,NA,NA,26.43,NA,NA,0.26,NA,NA
20,5,2017,20/05/2017,10_25,17.5,D3,1506,0.52,NA,NA,27.52,NA,NA,1.50,NA,NA
21,6,2017,21/06/2017,10_25,17.5,D3,1507,5.48,NA,NA,26.71,NA,NA,0.94,NA,NA
18,7,2017,18/07/2017,10_25,17.5,D3,1508,7.29,NA,NA,25.43,NA,NA,0.81,NA,NA
22,8,2017,22/08/2017,10_25,17.5,D3,1509,9.49,NA,NA,25.50,NA,NA,0.81,NA,NA
20,9,2017,20/09/2017,10_25,17.5,D3,1510,8.80,NA,NA,25.29,NA,NA,0.68,NA,NA
22,10,2017,22/10/2017,10_25,17.5,D3,1511,6.09,NA,NA,24.02,NA,NA,0.47,NA,NA
14,11,2017,14/11/2017,10_25,17.5,D3,1512,3.68,NA,NA,26.00,NA,NA,0.25,NA,NA
25,5,2018,25/05/2018,10_25,17.5,D3,1513,3.36,NA,NA,25.79,NA,NA,0.85,NA,NA
26,6,2018,26/06/2018,10_25,17.5,D3,1514,5.35,NA,NA,26.43,NA,NA,1.02,NA,NA
18,7,2018,18/07/2018,10_25,17.5,D3,1515,9.57,NA,NA,25.95,NA,NA,0.69,NA,NA
21,8,2018,21/08/2018,10_25,17.5,D3,1516,8.97,NA,NA,25.87,NA,NA,0.53,NA,NA
19,9,2018,19/09/2018,10_25,17.5,D3,1517,10.24,NA,NA,25.34,NA,NA,0.53,NA,NA
3,11,2018,03/11/2018,10_25,17.5,D3,1518,3.76,NA,NA,26.54,NA,NA,0.38,NA,NA
18,6,2019,18/06/2019,10_25,17.5,D3,1519,4.85,NA,NA,26.32,NA,NA,0.54,NA,NA
25,8,2019,25/08/2019,10_25,17.5,D3,1520,7.92,NA,NA,25.93,NA,NA,0.47,NA,NA
17,10,2019,17/10/2019,10_25,17.5,D3,1521,5.83,NA,NA,25.95,NA,NA,0.46,NA,NA
18,7,2012,18/07/2012,25_60,42.5,D3,1522,2.67,NA,NA,27.70,NA,NA,0.33,NA,NA
20,8,2012,20/08/2012,25_50,37.5,D3,1523,4.83,NA,NA,27.56,NA,NA,0.32,NA,NA
19,9,2012,19/09/2012,25_50,37.5,D3,1524,5.72,NA,NA,27.43,NA,NA,0.29,NA,NA
10,10,2012,10/10/2012,25_50,37.5,D3,1525,6.72,NA,NA,27.23,NA,NA,0.33,NA,NA
19,6,2013,19/06/2013,25_50,37.5,D3,1526,2.52,NA,NA,27.60,NA,NA,0.30,NA,NA
9,11,2013,09/11/2013,25_50,37.5,D3,1527,3.36,NA,NA,27.49,NA,NA,0.32,NA,NA
21,8,2014,21/08/2014,25_50,37.5,D3,1528,3.24,NA,NA,27.53,NA,NA,0.29,NA,NA
18,10,2014,18/10/2014,25_50,37.5,D3,1529,4.35,NA,NA,27.54,NA,NA,0.35,NA,NA
17,11,2014,17/11/2014,25_50,37.5,D3,1530,1.29,NA,NA,27.59,NA,NA,0.31,NA,NA
20,6,2015,20/06/2015,25_50,37.5,D3,1531,0.25,NA,NA,27.95,NA,NA,0.38,NA,NA
20,7,2015,20/07/2015,25_50,37.5,D3,1532,1.98,NA,NA,27.70,NA,NA,0.31,NA,NA
19,8,2015,19/08/2015,25_50,37.5,D3,1533,2.64,NA,NA,27.80,NA,NA,0.26,NA,NA
21,9,2015,21/09/2015,25_50,37.5,D3,1534,5.49,NA,NA,27.39,NA,NA,0.29,NA,NA
20,10,2015,20/10/2015,25_50,37.5,D3,1535,2.50,NA,NA,27.77,NA,NA,0.11,NA,NA
14,8,2016,14/08/2016,21_41,31,D3,1536,1.59,NA,NA,27.56,NA,NA,0.12,NA,NA
20,9,2016,20/09/2016,25_50,37.5,D3,1537,4.91,NA,NA,27.66,NA,NA,0.19,NA,NA
13,11,2016,13/11/2016,25_50,37.5,D3,1538,5.32,NA,NA,27.01,NA,NA,0.22,NA,NA
20,5,2017,20/05/2017,25_50,37.5,D3,1539,-0.24,NA,NA,27.99,NA,NA,0.22,NA,NA
21,6,2017,21/06/2017,25_50,37.5,D3,1540,0.97,NA,NA,27.60,NA,NA,0.61,NA,NA
18,7,2017,18/07/2017,25_50,37.5,D3,1541,2.85,NA,NA,27.04,NA,NA,0.54,NA,NA
22,8,2017,22/08/2017,25_50,37.5,D3,1542,2.21,NA,NA,27.16,NA,NA,0.54,NA,NA
20,9,2017,20/09/2017,25_50,37.5,D3,1543,6.58,NA,NA,25.98,NA,NA,0.47,NA,NA
22,10,2017,22/10/2017,25_50,37.5,D3,1544,3.43,NA,NA,25.93,NA,NA,0.29,NA,NA
14,11,2017,14/11/2017,25_50,37.5,D3,1545,2.92,NA,NA,27.25,NA,NA,0.19,NA,NA
25,5,2018,25/05/2018,25_50,37.5,D3,1546,0.21,NA,NA,27.48,NA,NA,0.24,NA,NA
26,6,2018,26/06/2018,25_50,37.5,D3,1547,1.44,NA,NA,27.13,NA,NA,0.86,NA,NA
18,7,2018,18/07/2018,25_50,37.5,D3,1548,2.75,NA,NA,27.03,NA,NA,0.22,NA,NA
21,8,2018,21/08/2018,25_50,37.5,D3,1549,1.65,NA,NA,27.02,NA,NA,0.24,NA,NA
19,9,2018,19/09/2018,25_50,37.5,D3,1550,4.10,NA,NA,26.75,NA,NA,0.24,NA,NA
3,11,2018,03/11/2018,23_47,35,D3,1551,2.51,NA,NA,27.50,NA,NA,0.25,NA,NA
18,6,2019,18/06/2019,25_50,37.5,D3,1552,0.50,NA,NA,27.44,NA,NA,0.30,NA,NA
25,8,2019,25/08/2019,25_50,37.5,D3,1553,3.37,NA,NA,26.83,NA,NA,0.27,NA,NA
17,10,2019,17/10/2019,25_50,37.5,D3,1554,4.22,NA,NA,26.74,NA,NA,0.28,NA,NA
18,7,2012,18/07/2012,51_110,80.5,D3,1555,0.16,NA,NA,28.65,NA,NA,0.27,NA,NA
20,8,2012,20/08/2012,50_100,75,D3,1556,0.48,NA,NA,28.66,NA,NA,0.26,NA,NA
19,9,2012,19/09/2012,54_100,77,D3,1557,0.62,NA,NA,28.78,NA,NA,0.25,NA,NA
10,10,2012,10/10/2012,54_100,77,D3,1558,1.63,NA,NA,28.50,NA,NA,0.26,NA,NA
19,6,2013,19/06/2013,50_100,75,D3,1559,-0.97,NA,NA,28.91,NA,NA,0.29,NA,NA
9,11,2013,09/11/2013,50_100,75,D3,1560,1.73,NA,NA,28.26,NA,NA,0.29,NA,NA
21,8,2014,21/08/2014,50_100,75,D3,1561,0.32,NA,NA,28.39,NA,NA,0.28,NA,NA
18,10,2014,18/10/2014,50_100,75,D3,1562,0.52,NA,NA,28.60,NA,NA,0.29,NA,NA
17,11,2014,17/11/2014,50_100,75,D3,1563,0.10,NA,NA,28.79,NA,NA,0.29,NA,NA
20,6,2015,20/06/2015,50_100,75,D3,1564,-0.32,NA,NA,28.49,NA,NA,0.30,NA,NA
20,7,2015,20/07/2015,50_100,75,D3,1565,0.27,NA,NA,28.30,NA,NA,0.29,NA,NA
19,8,2015,19/08/2015,50_100,75,D3,1566,0.13,NA,NA,28.41,NA,NA,0.27,NA,NA
21,9,2015,21/09/2015,50_100,75,D3,1567,1.28,NA,NA,28.23,NA,NA,0.27,NA,NA
20,10,2015,20/10/2015,50_100,75,D3,1568,0.23,NA,NA,28.43,NA,NA,0.08,NA,NA
14,8,2016,14/08/2016,41_82,61.5,D3,1569,-0.36,NA,NA,28.32,NA,NA,0.09,NA,NA
20,9,2016,20/09/2016,50_100,75,D3,1570,1.26,NA,NA,28.17,NA,NA,0.11,NA,NA
13,11,2016,13/11/2016,50_100,75,D3,1571,2.49,NA,NA,28.03,NA,NA,0.15,NA,NA
20,5,2017,20/05/2017,50_100,75,D3,1572,-0.86,NA,NA,28.57,NA,NA,0.10,NA,NA
21,6,2017,21/06/2017,50_100,75,D3,1573,-0.78,NA,NA,28.22,NA,NA,0.10,NA,NA
18,7,2017,18/07/2017,50_100,75,D3,1574,0.13,NA,NA,28.15,NA,NA,0.12,NA,NA
22,8,2017,22/08/2017,50_100,75,D3,1575,-0.11,NA,NA,28.15,NA,NA,0.12,NA,NA
20,9,2017,20/09/2017,50_100,75,D3,1576,1.11,NA,NA,27.66,NA,NA,0.15,NA,NA
22,10,2017,22/10/2017,50_100,75,D3,1577,-0.26,NA,NA,28.29,NA,NA,0.10,NA,NA
14,11,2017,14/11/2017,50_100,75,D3,1578,1.33,NA,NA,27.76,NA,NA,0.15,NA,NA
25,5,2018,25/05/2018,50_100,75,D3,1579,-0.35,NA,NA,28.14,NA,NA,0.15,NA,NA
26,6,2018,26/06/2018,50_100,75,D3,1580,-0.48,NA,NA,27.80,NA,NA,0.17,NA,NA
18,7,2018,18/07/2018,50_100,75,D3,1581,-0.25,NA,NA,28.00,NA,NA,0.16,NA,NA
21,8,2018,21/08/2018,47_100,73.5,D3,1582,-0.38,NA,NA,27.92,NA,NA,0.17,NA,NA
19,9,2018,19/09/2018,50_100,75.5,D3,1583,0.06,NA,NA,27.96,NA,NA,0.17,NA,NA
3,11,2018,03/11/2018,47_94,70.5,D3,1584,-0.04,NA,NA,28.07,NA,NA,0.18,NA,NA
18,6,2019,18/06/2019,50_100,75,D3,1585,-0.46,NA,NA,28.11,NA,NA,0.23,NA,NA
25,8,2019,25/08/2019,50_100,75,D3,1586,0.35,NA,NA,27.83,NA,NA,0.20,NA,NA
17,10,2019,17/10/2019,50_100,75,D3,1587,0.88,NA,NA,27.78,NA,NA,0.20,NA,NA
18,7,2012,18/07/2012,104_180,142,D3,1588,-0.90,NA,NA,29.52,NA,NA,0.26,NA,NA
20,8,2012,20/08/2012,100_170,135,D3,1589,-0.96,NA,NA,29.54,NA,NA,0.25,NA,NA
19,9,2012,19/09/2012,100_170,135,D3,1590,-1.04,NA,NA,29.61,NA,NA,0.25,NA,NA
10,10,2012,10/10/2012,101_165,133,D3,1591,-1.04,NA,NA,29.59,NA,NA,0.25,NA,NA
19,6,2013,19/06/2013,100_190,145,D3,1592,-1.30,NA,NA,29.39,NA,NA,0.27,NA,NA
9,11,2013,09/11/2013,100_190,145,D3,1593,-1.09,NA,NA,29.49,NA,NA,0.27,NA,NA
21,8,2014,21/08/2014,100_170,135,D3,1594,-0.81,NA,NA,29.31,NA,NA,0.28,NA,NA
18,10,2014,18/10/2014,100_170,135,D3,1595,-0.96,NA,NA,29.56,NA,NA,0.29,NA,NA
17,11,2014,17/11/2014,100_180,140,D3,1596,-0.95,NA,NA,29.54,NA,NA,0.28,NA,NA
20,6,2015,20/06/2015,100_180,140,D3,1597,-1.00,NA,NA,29.09,NA,NA,0.27,NA,NA
20,7,2015,20/07/2015,100_165,132.5,D3,1598,-0.90,NA,NA,29.05,NA,NA,0.27,NA,NA
19,8,2015,19/08/2015,100_135,117.5,D3,1599,-0.73,NA,NA,28.87,NA,NA,0.27,NA,NA
21,9,2015,21/09/2015,100_135,117.5,D3,1600,-0.77,NA,NA,29.01,NA,NA,0.27,NA,NA
20,10,2015,20/10/2015,100_130,115,D3,1601,-0.73,NA,NA,28.88,NA,NA,0.07,NA,NA
14,8,2016,14/08/2016,82_123,102.5,D3,1602,-0.96,NA,NA,28.88,NA,NA,0.09,NA,NA
20,9,2016,20/09/2016,100_140,120,D3,1603,-0.88,NA,NA,28.85,NA,NA,0.09,NA,NA
