Year,N,E,Plastic,Plastic_botles,Glass,Polyetilen,Rubber,Paper,Metal,Cans,Textil,Foam_Plastic,Other
2016,1.883,32.863,9,6,1,10,2,0,3,0,1,2,0
2016,1.796,32.429,26,20,6,19,2,0,8,1,1,22,0
2016,1.544,32.537,10,10,0,21,2,0,7,0,3,7,0
2016,1.521,32.298,18,13,0,20,1,0,5,1,0,1,0
2016,1.691,31.837,3,12,1,13,2,0,10,1,0,7,0
2016,1.425,31.806,12,10,8,23,2,0,3,2,3,3,0
2016,1.236,31.847,8,1,0,20,2,0,2,1,1,1,0
2016,1.01,32.147,5,4,0,20,0,0,1,1,0,1,0
2016,0.806,32.536,3,2,0,4,1,0,1,0,1,0,0
2016,0.629,32.945,4,2,2,26,1,0,0,0,0,0,0
2016,0.443,33.445,3,1,0,16,2,0,0,0,0,0,0
2016,0.255,33.889,4,2,0,18,1,0,0,1,2,3,0
2016,0.236,34.448,1,3,1,9,0,0,0,4,0,0,0
2016,0.436,34.193,6,2,5,26,0,0,1,0,0,1,0
2017,0.478,35.122,7,5,1,32,0,0,1,1,0,6,0
2017,0.743,35.188,3,4,2,7,1,0,1,1,1,1,0
2017,0.919,35.001,1,2,0,2,0,0,1,0,0,2,0
2017,1.129,34.669,3,5,0,11,2,0,2,0,2,0,0
2017,1.275,34.106,1,2,0,3,1,0,4,1,0,6,0
2017,1.545,33.847,1,4,0,4,2,0,1,0,0,3,0
2017,1.725,33.4,10,7,0,0,0,0,7,0,0,1,0
2017,1.883,32.863,9,6,1,10,2,0,3,0,1,2,0
2017,1.796,32.429,26,20,6,19,2,0,8,1,1,22,0
2017,1.544,32.537,10,10,0,21,2,0,7,0,3,7,0
2017,1.521,32.298,18,13,0,20,1,0,5,1,0,1,0
2017,1.691,31.837,3,12,1,13,2,0,10,1,0,7,0
2017,1.425,31.806,12,10,8,23,2,0,3,2,3,3,0
2017,1.236,31.847,8,1,0,20,2,0,2,1,1,1,0
2017,1.01,32.147,5,4,0,20,0,0,1,1,0,1,0
2017,0.806,32.536,3,2,0,4,1,0,1,0,1,0,0
2017,0.629,32.945,4,2,2,26,1,0,0,0,0,0,0
2017,0.443,33.445,3,1,0,16,2,0,0,0,0,0,0
2017,0.255,33.889,4,2,0,18,1,0,0,1,2,3,0
2017,0.236,34.448,1,3,1,9,0,0,0,4,0,0,0
2017,0.436,34.193,6,2,5,26,0,0,1,0,0,1,0
2017,NA,NA,9,2,2,27,0,0,0,0,0,1,0
2018,0.478,35.122,4,1,0,15,0,0,0,0,0,0,0
2018,0.743,35.188,1,1,0,1,0,0,0,0,0,1,0
2018,0.919,35.001,3,2,0,1,0,0,0,0,0,0,0
2018,1.129,34.669,1,2,1,2,0,0,0,0,0,1,0
2018,1.275,34.106,1,3,0,4,0,0,0,0,0,2,0
2018,1.545,33.847,1,1,0,3,0,0,1,0,0,0,1
2018,1.725,33.400,0,2,0,1,0,0,0,0,0,0,0
2018,1.883,32.863,2,2,0,2,0,0,1,0,0,0,0
2018,1.796,32.429,2,1,0,4,0,0,0,0,0,0,0
2018,1.544,32.537,2,0,0,8,0,0,0,0,0,0,0
2018,1.521,32.298,1,3,0,4,0,0,0,0,0,0,0
2018,1.691,31.837,1,0,0,2,0,0,0,0,0,0,0
2018,1.425,31.806,11,1,2,20,0,0,0,0,0,0,0
2018,1.236,31.847,1,0,0,1,0,0,0,0,0,0,0
2018,1.01,32.147,0,0,0,8,0,0,0,0,0,0,0
2018,0.806,32.536,0,0,0,2,0,0,0,0,0,0,0
2018,0.629,32.945,0,0,0,3,0,0,0,0,0,0,0
2018,0.443,33.445,4,1,0,5,0,0,0,0,0,0,0
2018,0.255,33.889,5,4,0,5,0,0,0,0,0,0,0
2018,0.236,34.448,2,0,0,1,0,0,0,0,0,0,0
2018,0.436,34.193,2,1,0,9,0,0,0,0,0,0,0
2019,0.478,35.122,4,4,1,25,0,0,0,0,1,3,0
2019,0.743,35.188,0,2,1,3,0,0,0,1,1,1,1
2019,0.919,35.001,2,6,0,2,0,3,0,0,0,2,0
2019,1.129,34.669,4,4,0,7,1,1,0,0,0,3,0
2019,1.275,34.106,2,1,0,1,0,1,0,0,0,1,0
2019,1.545,33.847,0,0,1,1,0,2,2,0,1,0,0
2019,1.725,33.4,3,2,0,4,1,0,0,1,0,0,0
2019,1.883,32.863,2,8,3,15,3,0,1,1,0,1,0
2019,1.796,32.429,5,0,0,23,2,0,0,1,0,1,0
2019,1.544,32.537,4,0,3,14,0,0,0,1,0,1,0
2019,1.521,32.298,3,3,1,18,0,0,0,0,1,0,0
2019,1.691,31.837,1,0,0,12,0,1,0,0,0,0,0
2019,1.425,31.806,1,1,0,8,1,1,0,0,0,0,0
2019,1.236,31.847,1,1,0,6,0,0,0,0,0,1,0
2019,1.01,32.147,4,3,0,16,1,0,1,1,0,0,0
2019,0.806,32.536,2,6,1,6,0,2,0,1,0,0,0
2019,0.629,32.945,1,0,0,4,0,0,0,0,0,1,3
2019,0.443,33.445,2,3,0,7,0,0,0,2,0,0,1
2019,0.255,33.889,3,1,1,5,0,0,2,0,0,0,0
2019,0.236,34.448,0,0,0,0,0,0,0,0,0,0,0
2019,0.436,34.193,4,12,1,8,0,0,0,0,0,2,0
