Year,Date,Air_T,Water_T,S
2014,15.07.2014 0:00,18.8056,16.7807,23
2014,15.07.2014 6:00,16.8036,15.7791,21
2014,15.07.2014 12:00,19.3061,15.466,21
2014,15.07.2014 18:00,19.2435,15.466,20
2014,16.07.2014 0:00,16.5533,15.5286,21
2014,16.07.2014 6:00,13.8621,15.9043,20
2014,16.07.2014 12:00,14.6758,15.9043,20
2014,16.07.2014 18:00,17.0539,15.7791,20
2014,17.07.2014 0:00,14.1125,15.153,21
2014,17.07.2014 6:00,11.3578,14.9025,20
2014,17.07.2014 12:00,14.5506,15.0277,20
2014,17.07.2014 18:00,14.5506,15.7165,19
2014,18.07.2014 0:00,13.3613,14.5268,21
2014,18.07.2014 6:00,10.168,14.4642,19
2014,18.07.2014 12:00,16.3656,14.7773,20
2014,18.07.2014 18:00,18.4929,15.2782,20
2014,19.07.2014 0:00,15.4895,15.2156,NA
2014,19.07.2014 6:00,12.0466,14.7147,23
2014,19.07.2014 12:00,18.618,15.7165,21
2014,19.07.2014 18:00,23.4958,16.5929,21
2014,20.07.2014 0:00,15.6146,16.6555,20
2014,20.07.2014 6:00,15.6146,15.9043,20
2014,20.07.2014 12:00,17.8047,16.7181,17
2014,20.07.2014 18:00,19.6188,16.2173,20
2014,21.07.2014 0:00,15.8024,15.5286,19
2014,21.07.2014 6:00,15.0514,16.0295,20
2014,21.07.2014 12:00,21.5576,18.0324,20
2014,21.07.2014 18:00,18.9933,19.0962,19
2014,22.07.2014 0:00,18.1801,18.2202,20
2014,22.07.2014 6:00,15.9275,15.7791,20
2014,22.07.2014 12:00,23.8709,17.4692,20
2014,22.07.2014 18:00,25.4336,16.4051,19
2014,23.07.2014 0:00,20.8697,19.409,18
2014,23.07.2014 6:00,18.4929,17.1562,19
2014,23.07.2014 12:00,19.7439,18.2828,17
2014,23.07.2014 18:00,22.2454,18.5331,17
2014,24.07.2014 0:00,17.8047,19.9721,17
2014,24.07.2014 6:00,16.303,19.2213,17
2014,24.07.2014 12:00,21.8077,19.3465,17
2014,24.07.2014 18:00,23.4958,19.7219,15
2014,25.07.2014 0:00,19.0559,18.2828,15
2014,25.07.2014 6:00,16.8036,18.5331,16
2014,25.07.2014 12:00,20.6821,18.8459,17
2014,25.07.2014 18:00,23.6834,18.8459,17
2014,26.07.2014 0:00,17.9298,16.2173,17
2014,26.07.2014 6:00,13.2361,17.9073,16
2014,26.07.2014 12:00,19.869,18.1576,16
2014,26.07.2014 18:00,17.9924,18.8459,16
2014,27.07.2014 0:00,17.179,17.7195,19
2014,27.07.2014 6:00,15.7398,15.6539,19
2014,27.07.2014 12:00,20.7446,15.0904,20
2014,27.07.2014 18:00,22.7456,16.5929,20
2014,28.07.2014 0:00,16.4907,16.7181,18
2014,28.07.2014 6:00,15.7398,16.7807,17
2014,28.07.2014 12:00,19.3686,16.5303,17
2014,28.07.2014 18:00,18.5554,16.1547,18
2014,29.07.2014 0:00,17.8047,15.3408,18
2014,29.07.2014 6:00,15.9275,15.6539,19
2014,29.07.2014 12:00,14.1125,15.2156,20
2014,29.07.2014 18:00,14.8636,15.5913,20
2014,30.07.2014 0:00,12.1092,15.7791,20
2014,30.07.2014 6:00,9.9175,15.4034,20
2014,30.07.2014 12:00,11.9214,15.2156,20
2014,30.07.2014 18:00,15.6146,15.9043,20
2014,31.07.2014 0:00,13.6743,15.2156,21
2014,31.07.2014 6:00,12.8605,15.4034,20
2014,31.07.2014 12:00,13.8621,14.9025,20
2014,31.07.2014 18:00,17.7421,15.0277,20
2014,01.08.2014 0:00,16.8036,15.0277,20
2014,01.08.2014 6:00,16.4281,14.7147,20
2014,01.08.2014 12:00,19.8065,14.9651,20
2014,01.08.2014 18:00,23.0582,15.4034,20
2014,02.08.2014 0:00,17.0539,16.7807,20
2014,02.08.2014 6:00,14.8636,15.5286,20
2014,02.08.2014 12:00,18.2426,15.6539,19
2014,02.08.2014 18:00,21.3074,18.095,18
2014,03.08.2014 0:00,14.9262,18.7834,18
2014,03.08.2014 6:00,11.984,16.3425,18
2014,03.08.2014 12:00,19.0559,17.1562,18
2014,03.08.2014 18:00,21.9953,18.2202,18
2014,04.08.2014 0:00,18.5554,17.2814,19
2014,04.08.2014 6:00,15.1765,16.6555,18
2014,04.08.2014 12:00,23.0582,17.5944,20
2014,04.08.2014 18:00,28.2456,18.095,20
2014,05.08.2014 0:00,21.1824,18.0324,19
2014,05.08.2014 6:00,18.1801,16.9059,18
2014,05.08.2014 12:00,24.6211,17.6569,18
2014,05.08.2014 18:00,25.1211,18.2202,18
2014,06.08.2014 0:00,21.3074,18.5331,18
2014,06.08.2014 6:00,17.2416,17.8447,19
2014,06.08.2014 12:00,22.9957,18.5331,18
2014,06.08.2014 18:00,26.6835,21.4733,17
2014,07.08.2014 0:00,19.7439,20.2223,17
2014,07.08.2014 6:00,16.5533,17.9073,18
2014,07.08.2014 12:00,23.1207,19.5967,18
2014,07.08.2014 18:00,27.4958,18.4705,18
2014,08.08.2014 0:00,19.6188,20.8479,22
2014,08.08.2014 6:00,15.9275,18.9711,22
2014,08.08.2014 12:00,24.1835,20.3475,22
2014,08.08.2014 18:00,25.2461,18.1576,15
2014,09.08.2014 0:00,20.8697,18.6582,20
2014,09.08.2014 6:00,17.3041,18.2828,18
2014,09.08.2014 12:00,17.617,19.0336,18
2014,09.08.2014 18:00,17.9924,19.0962,18
2014,10.08.2014 0:00,15.4895,16.4677,24
2014,10.08.2014 6:00,11.4204,17.9699,18
2014,10.08.2014 12:00,11.4204,16.8433,17
2014,10.08.2014 18:00,11.8587,16.5303,18
2014,11.08.2014 0:00,10.7316,15.3408,18
2014,11.08.2014 6:00,11.2952,15.7791,18
2014,11.08.2014 12:00,12.4222,15.466,17
2014,11.08.2014 18:00,15.1139,15.7791,18
2014,12.08.2014 0:00,14.6132,15.3408,18
2014,12.08.2014 6:00,14.1125,15.2156,18
2014,12.08.2014 12:00,15.552,15.2782,18
2014,12.08.2014 18:00,17.7421,15.3408,17
2014,13.08.2014 0:00,16.1153,14.7773,22
2014,13.08.2014 6:00,12.7353,14.5268,20
2014,13.08.2014 12:00,17.179,14.8399,19
2014,13.08.2014 18:00,21.6201,15.5286,18
2014,14.08.2014 0:00,17.2416,14.8399,20
2014,14.08.2014 6:00,14.1751,15.5913,20
2014,14.08.2014 12:00,16.303,14.9025,16
2014,14.08.2014 18:00,19.869,15.5286,20
2014,15.08.2014 0:00,17.0539,14.4642,23
2014,15.08.2014 6:00,13.9247,15.0277,20
2014,15.08.2014 12:00,16.4907,14.7773,19
2014,15.08.2014 18:00,17.4293,15.8417,18
2014,16.08.2014 0:00,11.2952,15.0904,21
2014,16.08.2014 6:00,10.5437,14.4016,20
2014,16.08.2014 12:00,15.1765,14.5894,20
2014,16.08.2014 18:00,16.9913,14.9651,20
2014,17.08.2014 0:00,10.0427,14.652,19
2014,17.08.2014 6:00,7.9757,14.2137,21
2014,17.08.2014 12:00,14.6758,14.7773,18
2014,17.08.2014 18:00,14.1125,14.5894,18
2014,18.08.2014 0:00,8.7274,14.9025,20
2014,18.08.2014 6:00,7.3492,14.2763,21
2014,18.08.2014 12:00,12.9857,13.9632,20
2014,18.08.2014 18:00,17.6796,15.4034,20
2014,19.08.2014 0:00,13.2361,14.7147,20
2014,19.08.2014 6:00,12.1092,14.1511,18
2014,19.08.2014 12:00,14.9262,14.0884,18
2014,19.08.2014 18:00,16.1153,14.652,18
2014,20.08.2014 0:00,14.9888,NA,18
2014,20.08.2014 6:00,13.2987,14.4642,19
2014,20.08.2014 12:00,18.3677,13.8379,19
2014,20.08.2014 18:00,19.9941,14.4642,17
2015,01.07.2015 0:00,NA,13.3613,13
2015,01.07.2015 6:00,NA,12.6101,19
2015,01.07.2015 12:00,NA,12.4848,16
2015,01.07.2015 18:00,NA,13.7995,13
2015,01.08.2015 0:00,10.2,12.5475,15
2015,01.08.2015 6:00,10.6,12.4222,16
2015,01.08.2015 12:00,NA,12.4848,14
2015,01.08.2015 18:00,13.3,12.7353,16
2015,02.06.2015 18:00,NA,7.0986,21
2015,02.07.2015 0:00,NA,11.984,21
2015,02.07.2015 6:00,NA,11.984,20
2015,02.07.2015 12:00,NA,12.7979,20
2015,02.07.2015 18:00,NA,14.4255,19
2015,02.08.2015 0:00,11.3,12.2344,11
2015,02.08.2015 6:00,11.2,12.4848,11
2015,02.08.2015 12:00,13.8,12.1718,13
2015,02.08.2015 18:00,14.5,12.7979,13
2015,03.06.2015 0:00,NA,7.9757,21
2015,03.06.2015 6:00,NA,9.0406,NA
2015,03.06.2015 12:00,NA,9.6669,18
2015,03.06.2015 18:00,NA,9.4164,16
2015,03.07.2015 0:00,NA,14.5506,20
2015,03.07.2015 6:00,NA,13.2987,14
2015,03.07.2015 12:00,NA,12.7979,20
2015,03.07.2015 18:00,NA,10.1054,20
2015,03.08.2015 0:00,11.9,12.297,14
2015,03.08.2015 6:00,12.1,12.4848,12
2015,03.08.2015 12:00,11.8,11.6709,15
2015,03.08.2015 18:00,12.9,12.4222,14
2015,04.06.2015 0:00,NA,7.7878,20
2015,04.06.2015 6:00,NA,7.7878,NA
2015,04.06.2015 12:00,NA,7.6625,20
2015,04.06.2015 18:00,NA,8.79,17
2015,04.07.2015 0:00,NA,10.1054,NA
2015,04.07.2015 6:00,NA,10.6064,NA
2015,04.07.2015 12:00,14.4,10.6064,18
2015,04.07.2015 18:00,14.9,11.6709,16
2015,04.08.2015 0:00,12.4,11.8587,17
2015,04.08.2015 6:00,12.4,11.6083,16
2015,04.08.2015 12:00,16.2,11.2952,17
2015,04.08.2015 18:00,16.5,13.4239,15
2015,05.06.2015 0:00,NA,8.8527,17
2015,05.06.2015 6:00,NA,9.4164,NA
2015,05.06.2015 12:00,NA,9.7296,17
2015,05.06.2015 18:00,NA,8.79,17
2015,05.07.2015 0:00,8.9,11.483,17
2015,05.07.2015 6:00,7.2,11.483,16
2015,05.07.2015 12:00,11.8,12.1092,17
2015,05.07.2015 18:00,11.3,11.6709,16
2015,05.08.2015 0:00,12.1,11.0447,17
2015,05.08.2015 6:00,11.5,11.483,15
2015,05.08.2015 12:00,17.8,11.3578,14
2015,05.08.2015 18:00,16.6,15.6772,16
2015,06.06.2015 0:00,NA,9.5417,17
2015,06.06.2015 6:00,NA,8.79,NA
2015,06.06.2015 12:00,NA,9.6669,18
2015,06.06.2015 18:00,NA,8.4142,17
2015,06.07.2015 0:00,7.2,10.7316,15
2015,06.07.2015 6:00,7.7,10.4185,13
2015,06.07.2015 12:00,NA,9.9175,16
2015,06.07.2015 18:00,NA,10.669,17
2015,06.08.2015 0:00,13.4,11.7335,19
2015,06.08.2015 6:00,13.3,12.297,18
2015,06.08.2015 12:00,16.1,12.6101,17
2015,06.08.2015 18:00,14.8,14.3629,18
2015,07.06.2015 0:00,NA,9.6669,17
2015,07.06.2015 6:00,NA,9.0406,NA
2015,07.06.2015 12:00,NA,8.6648,17
2015,07.06.2015 18:00,NA,4.9681,23
2015,07.07.2015 0:00,NA,9.9801,17
2015,07.07.2015 6:00,11,9.9801,17
2015,07.07.2015 12:00,11.5,10.8569,15
2015,07.07.2015 18:00,11.5,11.0447,18
2015,07.08.2015 0:00,14.1,12.6727,18
2015,07.08.2015 6:00,13.7,12.6727,17
2015,07.08.2015 12:00,12.5,11.984,20
2015,07.08.2015 18:00,13.2,12.7979,16
2015,08.06.2015 0:00,NA,4.592,23
2015,08.06.2015 6:00,NA,3.9026,NA
2015,08.06.2015 12:00,NA,6.1587,23
2015,08.06.2015 18:00,NA,5.6574,21
2015,08.07.2015 0:00,10.8,8.101,16
2015,08.07.2015 6:00,10.6,9.6043,18
2015,08.07.2015 12:00,14,10.3559,17
2015,08.07.2015 18:00,13.7,12.0466,16
2015,08.08.2015 0:00,13,11.6083,18
2015,08.08.2015 6:00,12.7,12.0466,17
2015,08.08.2015 12:00,14,12.297,16
2015,08.08.2015 18:00,14,13.3613,16
2015,09.06.2015 0:00,NA,5.9081,21
2015,09.06.2015 6:00,NA,5.7828,NA
2015,09.06.2015 12:00,NA,5.9708,20
2015,09.06.2015 18:00,NA,6.1587,21
2015,09.07.2015 0:00,10.9,10.5437,16
2015,09.07.2015 6:00,11.9,8.4768,18
2015,09.07.2015 12:00,13.9,10.168,18
2015,09.07.2015 18:00,14.1,12.4848,17
2015,09.08.2015 0:00,13.5,13.1735,17
2015,09.08.2015 6:00,14.2,12.9231,18
2015,09.08.2015 12:00,18.3,12.9231,18
2015,09.08.2015 18:00,14.1,12.8605,21
2015,10.06.2015 0:00,NA,6.7227,21
2015,10.06.2015 6:00,NA,6.5347,NA
2015,10.06.2015 12:00,NA,6.9106,21
2015,10.06.2015 18:00,NA,4.592,18
2015,10.07.2015 0:00,10.7,9.8548,18
2015,10.07.2015 6:00,9.2,10.3559,19
2015,10.07.2015 12:00,12.7,10.9195,18
2015,10.07.2015 18:00,18.5,10.669,19
2015,10.08.2015 0:00,11.3,12.9857,17
2015,10.08.2015 6:00,10.8,12.8605,16
2015,10.08.2015 12:00,13.5,12.9231,15
2015,10.08.2015 18:00,16.9,13.2361,15
2015,11.06.2015 0:00,NA,4.9681,23
2015,11.06.2015 6:00,NA,6.0334,NA
2015,11.06.2015 12:00,NA,5.6574,22
2015,11.06.2015 18:00,NA,6.0961,22
2015,11.07.2015 0:00,9.9,11.8587,18
2015,11.07.2015 6:00,8.3,11.6709,17
2015,11.07.2015 12:00,9.8,11.6709,17
2015,11.07.2015 18:00,12.2,11.6083,18
2015,11.08.2015 0:00,8.9,13.1735,19
2015,11.08.2015 6:00,8.7,13.0483,13
2015,11.08.2015 12:00,14.3,13.7995,14
2015,11.08.2015 18:00,14.8,14.801,14
2015,12.06.2015 0:00,NA,6.5347,24
2015,12.06.2015 6:00,NA,6.2841,22
2015,12.06.2015 12:00,NA,6.7853,NA
2015,12.06.2015 18:00,NA,5.6574,NA
2015,12.07.2015 0:00,9.2,11.4204,18
2015,12.07.2015 6:00,8.4,10.8569,17
2015,12.07.2015 12:00,12.1,11.2952,16
2015,12.07.2015 18:00,12.2,10.9821,16
2015,12.08.2015 0:00,13.6,14.4255,15
2015,12.08.2015 6:00,18,13.6743,17
2015,12.08.2015 12:00,13.1,13.5491,16
2015,12.08.2015 18:00,14.5,13.9873,19
2015,13.06.2015 0:00,NA,6.2214,24
2015,13.06.2015 6:00,NA,6.2841,NA
2015,13.06.2015 12:00,NA,6.5974,NA
2015,13.06.2015 18:00,NA,4.9054,23
2015,13.07.2015 0:00,8.7,11.2952,17
2015,13.07.2015 6:00,7.6,10.4185,18
2015,13.07.2015 12:00,10.3,10.8569,16
2015,13.07.2015 18:00,12.7,11.2952,15
2015,13.08.2015 0:00,11.9,11.6083,19
2015,13.08.2015 6:00,11.9,11.5457,17
2015,13.08.2015 12:00,15.1,11.984,20
2015,13.08.2015 18:00,11.3,11.984,20
2015,14.06.2015 0:00,NA,5.7828,26
2015,14.06.2015 6:00,NA,5.4068,NA
2015,14.06.2015 12:00,NA,4.5294,NA
2015,14.06.2015 18:00,NA,6.4094,25
2015,14.07.2015 0:00,8.9,11.0447,16
2015,14.07.2015 6:00,7.4,10.3559,16
2015,14.07.2015 12:00,10.5,10.3559,15
2015,14.07.2015 18:00,17.7,10.1054,16
2015,14.08.2015 0:00,10.5,11.7961,19
2015,14.08.2015 6:00,9.5,12.1092,17
2015,14.08.2015 12:00,11.4,11.7961,17
2015,14.08.2015 18:00,11.3,12.2344,16
2015,15.06.2015 0:00,NA,7.5998,24
2015,15.06.2015 6:00,NA,5.9708,NA
2015,15.06.2015 12:00,NA,5.9708,24
2015,15.06.2015 18:00,NA,4.1533,24
2015,15.07.2015 0:00,9.2,10.168,15
2015,15.07.2015 6:00,8.5,9.4164,16
2015,15.07.2015 12:00,11.1,9.7922,15
2015,15.07.2015 18:00,12.9,8.8527,17
2015,15.08.2015 0:00,11.4,11.5457,17
2015,15.08.2015 6:00,9.6,10.669,20
2015,15.08.2015 12:00,13.7,10.2932,20
2015,15.08.2015 18:00,14.6,10.7942,20
2015,16.06.2015 0:00,NA,4.7801,23
2015,16.06.2015 6:00,NA,4.9054,22
2015,16.06.2015 12:00,NA,4.6547,24
2015,16.06.2015 18:00,NA,5.6574,23
2015,16.07.2015 0:00,9,9.3538,17
2015,16.07.2015 6:00,11.2,9.6043,16
2015,16.07.2015 12:00,14.2,10.9821,15
2015,16.07.2015 18:00,16.9,8.6648,16
2015,16.08.2015 0:00,9.3,10.2932,19
2015,16.08.2015 6:00,NA,9.8548,NA
2015,16.08.2015 12:00,18.3,9.6043,22
2015,16.08.2015 18:00,14.5,12.297,20
2015,17.06.2015 0:00,NA,6.1587,20
2015,17.06.2015 6:00,NA,6.0334,20
2015,17.06.2015 12:00,NA,5.6574,21
2015,17.06.2015 18:00,NA,5.9081,20
2015,17.07.2015 0:00,9,9.3538,20
2015,17.07.2015 6:00,9.5,8.6021,18
2015,17.07.2015 12:00,18.6,10.9821,19
2015,17.07.2015 18:00,19,9.7296,20
2015,17.08.2015 0:00,7.6,10.669,22
2015,17.08.2015 6:00,9.7,10.168,19
2015,17.08.2015 12:00,11.3,10.9195,21
2015,17.08.2015 18:00,11.8,11.2952,20
2015,18.06.2015 0:00,NA,5.8454,21
2015,18.06.2015 6:00,NA,5.8454,21
2015,18.06.2015 12:00,NA,5.7828,20
2015,18.06.2015 18:00,NA,7.7878,20
2015,18.07.2015 0:00,12.3,10.7316,20
2015,18.07.2015 6:00,12,10.5437,19
2015,18.07.2015 12:00,19.2,10.1054,21
2015,18.07.2015 18:00,19.2,11.6083,NA
2015,18.08.2015 0:00,8.7,11.17,19
2015,18.08.2015 6:00,9.7,10.7316,17
2015,18.08.2015 12:00,13,11.17,17
2015,18.08.2015 18:00,15.7,10.3559,20
2015,19.06.2015 0:00,NA,8.6648,20
2015,19.06.2015 6:00,NA,4.1533,24
2015,19.06.2015 12:00,NA,7.6625,NA
2015,19.06.2015 18:00,NA,6.7853,NA
2015,19.07.2015 0:00,12.1,12.2344,21
2015,19.07.2015 6:00,11.1,11.4204,20
2015,19.07.2015 12:00,12.3,11.9214,19
2015,19.07.2015 18:00,12.8,11.7335,19
2015,19.08.2015 0:00,10.6,11.4204,17
2015,19.08.2015 6:00,1.7,10.6064,20
2015,19.08.2015 12:00,14.3,11.4204,19
2015,19.08.2015 18:00,15.1,12.9231,19
2015,20.06.2015 0:00,NA,5.0308,24
2015,20.06.2015 6:00,NA,4.8427,20
2015,20.06.2015 12:00,NA,5.2188,NA
2015,20.06.2015 18:00,NA,8.4142,NA
2015,20.07.2015 0:00,12.1,11.7335,18
2015,20.07.2015 6:00,13.2,10.4185,19
2015,20.07.2015 12:00,18.8,9.9175,20
2015,20.07.2015 18:00,14.8,11.1073,18
2015,20.08.2015 0:00,11.9,10.7942,20
2015,20.08.2015 6:00,8.3,10.9195,19
2015,20.08.2015 12:00,18.9,11.6083,19
2015,20.08.2015 18:00,19.6,14.3003,20
2015,21.06.2015 0:00,NA,6.66,21
2015,21.06.2015 6:00,NA,6.7227,23
2015,21.06.2015 12:00,NA,7.8504,21
2015,21.06.2015 18:00,NA,8.5395,21
2015,21.07.2015 0:00,13.4,11.4204,18
2015,21.07.2015 6:00,11,11.4204,17
2015,21.07.2015 12:00,12.6,11.7961,17
2015,21.07.2015 18:00,12.5,12.3596,19
2015,21.08.2015 0:00,12.5,11.1073,19
2015,21.08.2015 6:00,NA,12.3596,19
2015,21.08.2015 12:00,18.2,12.7353,17
2015,21.08.2015 18:00,12.3,15.3017,16
2015,22.06.2015 0:00,NA,6.9733,21
2015,22.06.2015 6:00,NA,7.5998,NA
2015,22.06.2015 12:00,NA,8.2889,NA
2015,22.06.2015 18:00,NA,11.2952,19
2015,22.07.2015 0:00,11.1,11.7335,19
2015,22.07.2015 6:00,10.3,11.5457,18
2015,22.07.2015 12:00,11.5,11.7335,19
2015,22.07.2015 18:00,10.9,11.7335,16
2015,22.08.2015 0:00,18,12.7353,18
2015,22.08.2015 6:00,11.5,12.7353,16
2015,22.08.2015 12:00,18.3,13.5491,15
2015,22.08.2015 18:00,17.6,16.741,13
2015,23.06.2015 0:00,NA,11.4204,18
2015,23.06.2015 6:00,NA,8.6648,20
2015,23.06.2015 12:00,NA,10.5437,19
2015,23.06.2015 18:00,NA,12.3596,20
2015,23.07.2015 0:00,9.9,11.7335,17
2015,23.07.2015 6:00,10.3,11.4204,19
2015,23.07.2015 12:00,13.4,11.5457,18
2015,23.07.2015 18:00,12.5,12.1718,17
2015,23.08.2015 0:00,13.5,15.4269,14
2015,23.08.2015 6:00,12.1,11.9214,16
2015,23.08.2015 12:00,14.3,13.2987,17
2015,23.08.2015 18:00,15.5,14.3003,16
2015,24.06.2015 0:00,NA,8.4768,22
2015,24.06.2015 6:00,NA,8.7274,21
2015,24.06.2015 12:00,NA,9.4164,21
2015,24.06.2015 18:00,NA,12.0466,20
2015,24.07.2015 0:00,11.3,12.0466,16
2015,24.07.2015 6:00,10.9,11.7961,16
2015,24.07.2015 12:00,12.3,11.6709,15
2015,24.07.2015 18:00,12.3,11.984,15
2015,25.06.2015 0:00,NA,10.3559,20
2015,25.06.2015 6:00,NA,11.483,18
2015,25.06.2015 12:00,NA,10.9821,16
2015,25.06.2015 18:00,NA,13.6117,18
2015,25.07.2015 0:00,10.7,11.6083,19
2015,25.07.2015 6:00,9.7,11.6083,17
2015,25.07.2015 12:00,10.7,11.6709,15
2015,25.07.2015 18:00,11.8,12.297,17
2015,26.06.2015 0:00,NA,10.9821,18
2015,26.06.2015 6:00,NA,10.8569,19
2015,26.06.2015 12:00,NA,11.2952,17
2015,26.06.2015 18:00,NA,12.8605,15
2015,26.07.2015 0:00,10.7,12.1092,16
2015,26.07.2015 6:00,10.6,11.9214,16
2015,26.07.2015 12:00,12.5,11.9214,15
2015,26.07.2015 18:00,11.5,12.6101,14
2015,27.06.2015 0:00,NA,12.9857,15
2015,27.06.2015 6:00,NA,13.0483,18
2015,27.06.2015 12:00,NA,12.9857,19
2015,27.06.2015 18:00,NA,12.6727,17
2015,27.07.2015 0:00,10.9,12.4848,15
2015,27.07.2015 6:00,10.3,11.9214,15
2015,27.07.2015 12:00,12.1,11.7961,14
2015,27.07.2015 18:00,9.9,12.1092,15
2015,28.06.2015 0:00,NA,12.1718,19
2015,28.06.2015 6:00,NA,12.1092,18
2015,28.06.2015 12:00,NA,11.6709,16
2015,28.06.2015 18:00,NA,11.9214,15
2015,28.07.2015 0:00,11.3,11.8587,14
2015,28.07.2015 6:00,11.3,11.8587,14
2015,28.07.2015 12:00,13.9,11.6709,17
2015,28.07.2015 18:00,NA,12.9857,15
2015,29.06.2015 0:00,NA,11.8587,15
2015,29.06.2015 6:00,NA,11.6709,13
2015,29.06.2015 12:00,NA,12.6101,13
2015,29.06.2015 18:00,NA,10.9195,20
2015,29.07.2015 0:00,14.9,13.4239,15
2015,29.07.2015 6:00,15.7,13.0483,13
2015,29.07.2015 12:00,14.3,13.2361,12
2015,29.07.2015 18:00,14.3,13.2987,14
2015,30.06.2015 0:00,NA,10.669,20
2015,30.06.2015 6:00,NA,10.9195,21
2015,30.06.2015 12:00,NA,11.6709,16
2015,30.06.2015 18:00,NA,12.7979,15
2015,30.07.2015 0:00,15.7,12.8605,13
2015,30.07.2015 6:00,13.4,12.9857,13
2015,30.07.2015 12:00,13.3,12.6727,14
2015,30.07.2015 18:00,12.8,12.5475,15
2015,31.07.2015 0:00,11.8,12.5475,14
2015,31.07.2015 6:00,12,12.4222,15
2015,31.07.2015 12:00,12.7,13.0483,14
2015,31.07.2015 18:00,12,12.5475,13
2016,01.06.2016 0:00,10.4,NA,16
2016,01.06.2016 6:00,NA,NA,NA
2016,01.06.2016 12:00,12.1,NA,16
2016,01.06.2016 18:00,17.5,NA,16
2016,02.06.2016 0:00,12.3,NA,16
2016,02.06.2016 6:00,NA,NA,NA
2016,02.06.2016 12:00,12.2,NA,17.5
2016,02.06.2016 18:00,15.9,NA,16
2016,03.06.2016 0:00,12.4,NA,15
2016,03.06.2016 6:00,NA,NA,NA
2016,03.06.2016 12:00,17.4,NA,13.5
2016,03.06.2016 18:00,9.8,NA,18
2016,04.06.2016 0:00,5.2,NA,17
2016,04.06.2016 6:00,NA,NA,NA
2016,04.06.2016 12:00,8.3,NA,19
2016,04.06.2016 18:00,10,NA,19
2016,05.06.2016 0:00,4.5,NA,19
2016,05.06.2016 6:00,NA,NA,NA
2016,05.06.2016 12:00,9.8,NA,20
2016,05.06.2016 18:00,10.3,NA,22
2016,06.06.2016 0:00,4.9,5.9081,21
2016,06.06.2016 6:00,NA,6.0334,NA
2016,06.06.2016 12:00,6.2,6.3467,21
2016,06.06.2016 18:00,12.9,6.0961,22
2016,07.06.2016 0:00,7.6,5.5321,23
2016,07.06.2016 6:00,NA,5.4068,NA
2016,07.06.2016 12:00,10.1,6.2214,22
2016,07.06.2016 18:00,11.5,6.1587,23
2016,08.06.2016 0:00,9.9,6.5974,22
2016,08.06.2016 6:00,NA,6.4094,NA
2016,08.06.2016 12:00,9.4,6.5347,19
2016,08.06.2016 18:00,13.2,6.7227,20
2016,09.06.2016 0:00,7.8,6.4094,21
2016,09.06.2016 6:00,NA,6.0961,NA
2016,09.06.2016 12:00,7.3,4.9681,22
2016,09.06.2016 18:00,8.6,4.8427,22
2016,10.06.2016 0:00,7.8,5.2814,22
2016,10.06.2016 6:00,NA,5.2188,NA
2016,10.06.2016 12:00,9.8,6.1587,21
2016,10.06.2016 18:00,13,6.7853,22
2016,11.06.2016 0:00,7.9,6.4094,22
2016,11.06.2016 6:00,NA,6.1587,NA
2016,11.06.2016 12:00,9.5,6.7853,21
2016,11.06.2016 18:00,9.7,9.479,21
2016,12.06.2016 0:00,6.7,6.4094,22
2016,12.06.2016 6:00,NA,7.913,NA
2016,12.06.2016 12:00,12.5,8.2889,21
2016,12.06.2016 18:00,17.9,9.7296,21
2016,13.06.2016 0:00,10.4,6.9733,22
2016,13.06.2016 6:00,NA,6.9733,NA
2016,13.06.2016 12:00,NA,7.4745,NA
2016,13.06.2016 18:00,NA,7.4119,NA
2016,14.06.2016 0:00,7.3,7.2866,21
2016,14.06.2016 6:00,NA,7.2866,NA
2016,14.06.2016 12:00,11.3,7.5372,20
2016,14.06.2016 18:00,NA,8.79,NA
2016,15.06.2016 0:00,9.8,9.2285,18
2016,15.06.2016 6:00,NA,8.4142,NA
2016,15.06.2016 12:00,12.9,9.6043,19
2016,15.06.2016 18:00,15.7,7.7251,22
2016,16.06.2016 0:00,9.2,8.9153,20
2016,16.06.2016 6:00,9.1,8.8527,19
2016,16.06.2016 12:00,13.8,10.669,19
2016,16.06.2016 18:00,15.8,12.0466,20
2016,17.06.2016 0:00,14.3,11.7335,21
2016,17.06.2016 6:00,12.5,8.5395,21
2016,17.06.2016 12:00,14.2,9.6043,21
2016,17.06.2016 18:00,15.2,9.9801,21
2016,18.06.2016 0:00,12.5,10.9195,21
2016,18.06.2016 6:00,12.4,9.8548,20
2016,18.06.2016 12:00,13.4,10.2932,20
2016,18.06.2016 18:00,14.2,10.5437,21
2016,19.06.2016 0:00,15.9,11.1073,22
2016,19.06.2016 6:00,12.1,9.6043,20
2016,19.06.2016 12:00,14.4,10.3559,19
2016,19.06.2016 18:00,17.9,10.9821,20
2016,20.06.2016 0:00,12.2,10.0427,21
2016,20.06.2016 6:00,9.8,9.7922,21
2016,20.06.2016 12:00,11.4,9.9175,20
2016,20.06.2016 18:00,14,11.2952,18
2016,21.06.2016 0:00,13,11.2952,20
2016,21.06.2016 6:00,10.4,9.9175,22
2016,21.06.2016 12:00,14.2,10.669,19
2016,21.06.2016 18:00,16.5,12.1092,20
2016,22.06.2016 0:00,13.8,13.2361,19
2016,22.06.2016 6:00,12.9,10.2306,21
