Year,Date,Air_T,Water_T,S
2012,03.08.2012 0:00,18.9,14.1,20
2012,03.08.2012 6:00,12.2,13.4,18
2012,03.08.2012 12:00,17.3,14.9,17
2012,03.08.2012 18:00,18.9,14.8,18
2012,04.08.2012 0:00,12.3,13,18
2012,04.08.2012 6:00,9.6,12.5,18
2012,04.08.2012 12:00,15.1,13.6,19
2012,04.08.2012 18:00,18.6,15.5,20
2012,05.08.2012 0:00,15,14.3,20
2012,05.08.2012 6:00,13.4,12.3,19
2012,05.08.2012 12:00,16.7,13.7,20
2012,05.08.2012 18:00,18.5,14.1,20
2012,06.08.2012 0:00,13.9,14.4,19
2012,06.08.2012 6:00,12.8,13.3,21
2012,06.08.2012 12:00,NA,12.8,19
2012,06.08.2012 18:00,17,12.4,19
2012,07.08.2012 0:00,15.3,12.3,21
2012,07.08.2012 6:00,11.3,10.4,21
2012,07.08.2012 12:00,13.3,13.3,21
2012,07.08.2012 18:00,16.8,11.5,21
2012,08.08.2012 0:00,12.5,13.5,21
2012,08.08.2012 6:00,9.9,NA,22
2012,08.08.2012 12:00,10.3,11.3,23
2012,08.08.2012 18:00,15.3,11.3,23
2012,09.08.2012 0:00,12.9,11,22
2012,09.08.2012 6:00,8.6,10.6,21
2012,09.08.2012 12:00,10.2,11.5,21
2012,09.08.2012 18:00,13.9,12.2,23
2012,10.08.2012 0:00,13.1,11.5,22
2012,10.08.2012 6:00,7.6,13.5,21
2012,10.08.2012 12:00,14.9,13.4,19
2012,10.08.2012 18:00,14.9,13,19
2012,11.08.2012 0:00,13.8,12.8,14
2012,11.08.2012 6:00,10.3,11.4,20
2012,11.08.2012 12:00,13.9,12,20
2012,11.08.2012 18:00,17.6,13.6,20
2012,12.08.2012 0:00,15.2,13.4,20
2012,12.08.2012 6:00,13.8,13.5,NA
2012,12.08.2012 12:00,17.6,12.9,20
2012,12.08.2012 18:00,23.5,13.8,20
2012,13.08.2012 0:00,17.1,13.2,20
2012,13.08.2012 6:00,13,11.5,18
2012,13.08.2012 12:00,15.7,13.8,18
2012,13.08.2012 18:00,21.1,15.2,17
2012,14.08.2012 0:00,18,14,17
2012,14.08.2012 6:00,13.3,13,18
2012,14.08.2012 12:00,18.4,14.3,17
2012,14.08.2012 18:00,25.4,13.9,17
2012,15.08.2012 0:00,21.8,NA,17
2012,15.08.2012 6:00,15.9,NA,17
2012,15.08.2012 12:00,15.1,14.2,16
2012,15.08.2012 18:00,NA,NA,NA
2012,16.08.2012 0:00,13.6,14.1,17
2012,16.08.2012 6:00,12.2,13.6,17
2012,16.08.2012 12:00,13.4,13.1,17
2012,16.08.2012 18:00,12.5,12.9,17
2012,17.08.2012 0:00,14.9,13.2,20
2012,17.08.2012 6:00,13.2,13.2,18
2012,17.08.2012 12:00,13.8,13.4,17
2012,17.08.2012 18:00,15.3,14,19
2012,18.08.2012 0:00,15,NA,18
2012,18.08.2012 6:00,13.8,NA,18
2012,18.08.2012 12:00,17.3,13.1,19
2012,18.08.2012 18:00,17.9,13,19
2012,19.08.2012 0:00,13.9,12.3,20
2012,19.08.2012 6:00,9.1,12.2,17
2012,19.08.2012 12:00,9.6,12,17
2012,19.08.2012 18:00,12.1,12.8,17
2013,01.06.2013 0:00,12.3,15.5,NA
2013,01.06.2013 6:00,9.6,14.6,NA
2013,01.06.2013 12:00,18.4,14.4,NA
2013,01.06.2013 18:00,17.3,13.3,NA
2013,02.06.2013 0:00,13.5,10.2,NA
2013,02.06.2013 6:00,12.5,9.7,NA
2013,02.06.2013 12:00,16.9,12.1,NA
2013,02.06.2013 18:00,18.2,13.3,NA
2013,03.06.2013 0:00,15,9.8,NA
2013,03.06.2013 6:00,13.7,10.4,NA
2013,03.06.2013 12:00,15.6,11.5,NA
2013,03.06.2013 18:00,15.5,12.7,NA
2013,04.06.2013 0:00,14.6,12.9,NA
2013,04.06.2013 6:00,13.2,12.5,NA
2013,04.06.2013 12:00,15.9,12,NA
2013,04.06.2013 18:00,16.8,12.1,NA
2013,05.06.2013 0:00,11.4,12.6,NA
2013,05.06.2013 6:00,8.3,12.1,NA
2013,05.06.2013 12:00,10,12.5,NA
2013,05.06.2013 18:00,13.5,11.8,NA
2013,06.06.2013 0:00,9,11.9,NA
2013,06.06.2013 6:00,7.8,12,NA
2013,06.06.2013 12:00,11.5,12.1,NA
2013,06.06.2013 18:00,13.4,12.3,NA
2013,07.06.2013 0:00,10.4,13,NA
2013,07.06.2013 6:00,8.1,11.5,NA
2013,07.06.2013 12:00,12.4,12.5,NA
2013,07.06.2013 18:00,13.4,13.8,NA
2013,08.06.2013 0:00,11.2,13.7,NA
2013,08.06.2013 6:00,10.5,12.4,NA
2013,08.06.2013 12:00,14.3,13.3,NA
2013,08.06.2013 18:00,13.4,13.7,NA
2013,09.06.2013 0:00,12,13.1,NA
2013,09.06.2013 6:00,10.4,11.1,NA
2013,09.06.2013 12:00,15.4,12.1,NA
2013,09.06.2013 18:00,16.5,12.3,NA
2013,10.06.2013 0:00,13.4,12.6,NA
2013,10.06.2013 6:00,11.7,12.1,NA
2013,10.06.2013 12:00,16.8,13.5,NA
2013,10.06.2013 18:00,15.2,12.6,NA
2013,11.06.2013 0:00,12.8,13.3,NA
2013,11.06.2013 6:00,8.5,13.1,NA
2013,11.06.2013 12:00,7.7,12.7,NA
2013,11.06.2013 18:00,7.7,11.8,NA
2013,12.06.2013 0:00,6.2,11.5,NA
2013,12.06.2013 6:00,5.1,10.8,NA
2013,12.06.2013 12:00,9.1,11,NA
2013,12.06.2013 18:00,10.3,11.7,NA
2013,13.06.2013 0:00,6.9,10.5,NA
2013,13.06.2013 6:00,5.3,10.6,NA
2013,13.06.2013 12:00,10.8,11.1,NA
2013,13.06.2013 18:00,14,11.3,NA
2013,14.06.2013 0:00,11,10.1,NA
2013,14.06.2013 6:00,9.6,9.8,NA
2013,14.06.2013 12:00,14.4,11.2,NA
2013,14.06.2013 18:00,12.9,10.2,NA
2013,15.06.2013 0:00,10.7,11.1,NA
2013,15.06.2013 6:00,10.5,9.7,NA
2013,15.06.2013 12:00,13.3,9.2,NA
2013,15.06.2013 18:00,14.2,10.1,NA
2013,16.06.2013 0:00,10,11,NA
2013,16.06.2013 6:00,8.5,10.3,NA
2013,16.06.2013 12:00,13.1,11.7,NA
2013,16.06.2013 18:00,12.4,12.3,NA
2013,17.06.2013 0:00,10.7,12.1,NA
2013,17.06.2013 6:00,10.4,10.1,NA
2013,17.06.2013 12:00,12,10.3,NA
2013,17.06.2013 18:00,12.8,10.2,NA
2013,18.06.2013 0:00,9.9,10.6,NA
2013,18.06.2013 6:00,8.8,10.3,NA
2013,18.06.2013 12:00,9.5,10.3,NA
2013,18.06.2013 18:00,11.7,10.5,NA
2013,19.06.2013 0:00,9.6,10.6,NA
2013,19.06.2013 6:00,7.5,10.5,NA
2013,19.06.2013 12:00,10.6,11.3,NA
2013,19.06.2013 18:00,12,13.8,NA
2013,20.06.2013 0:00,10.7,13,NA
2013,20.06.2013 6:00,10.7,12.2,NA
2013,20.06.2013 12:00,13,12.1,NA
2013,20.06.2013 18:00,12.9,13.3,NA
2013,21.06.2013 0:00,12,12.7,NA
2013,21.06.2013 6:00,11.5,12.4,NA
2013,21.06.2013 12:00,14,12.5,NA
2013,21.06.2013 18:00,13.4,14.1,NA
2013,22.06.2013 0:00,12.9,12.4,NA
2013,22.06.2013 6:00,12.5,13,NA
2013,22.06.2013 12:00,16.4,13.5,NA
2013,22.06.2013 18:00,16.6,14.8,NA
2013,23.06.2013 0:00,14.7,13.1,NA
2013,23.06.2013 6:00,13.7,12.7,NA
2013,23.06.2013 12:00,15.8,13.4,NA
2013,23.06.2013 18:00,17.4,14,NA
2013,24.06.2013 0:00,16.5,12.1,NA
2013,24.06.2013 6:00,14,12,NA
2013,24.06.2013 12:00,20.3,15.3,NA
2013,24.06.2013 18:00,19.1,12.4,NA
2013,25.06.2013 0:00,16.1,14.3,NA
2013,25.06.2013 6:00,14.9,12.8,NA
2013,25.06.2013 12:00,20.5,16.8,NA
2013,25.06.2013 18:00,19.9,17.4,NA
2013,26.06.2013 0:00,17.4,14.1,NA
2013,26.06.2013 6:00,16.1,13.6,NA
2013,26.06.2013 12:00,23.2,13.8,NA
2013,26.06.2013 18:00,25.6,14.5,NA
2013,27.06.2013 0:00,17.7,14.2,NA
2013,27.06.2013 6:00,13.4,14.4,NA
2013,27.06.2013 12:00,17.2,15.2,NA
2013,27.06.2013 18:00,15.9,15,NA
2013,28.06.2013 0:00,14.4,15,NA
2013,28.06.2013 6:00,13.5,14.3,NA
2013,28.06.2013 12:00,13.6,14.3,NA
2013,28.06.2013 18:00,15.1,13.8,NA
2013,29.06.2013 0:00,14.3,14.2,NA
2013,29.06.2013 6:00,14.2,12.6,NA
2013,29.06.2013 12:00,15.7,14,NA
2013,29.06.2013 18:00,16.4,14.7,NA
2013,30.06.2013 0:00,14.7,12.5,NA
2013,30.06.2013 6:00,15.4,13.1,NA
2013,30.06.2013 12:00,17.4,13.8,NA
2013,30.06.2013 18:00,18.6,16,NA
2013,01.07.2013 0:00,16.3,15.2,NA
2013,01.07.2013 6:00,16.2,13.3,NA
2013,01.07.2013 12:00,17.2,15.4,NA
2013,01.07.2013 18:00,19.4,16.5,NA
2013,02.07.2013 0:00,17.4,15.4,NA
2013,02.07.2013 6:00,15.1,14.1,NA
2013,02.07.2013 12:00,18.6,15.6,NA
2013,02.07.2013 18:00,20.1,15.9,NA
2013,03.07.2013 0:00,18.4,15.2,NA
2013,03.07.2013 6:00,16.4,14.7,NA
2013,03.07.2013 12:00,19.7,15.9,NA
2013,03.07.2013 18:00,18.7,18.2,NA
2013,04.07.2013 0:00,17.1,15.3,NA
2013,04.07.2013 6:00,16.3,14.7,NA
2013,04.07.2013 12:00,20.4,15.8,NA
2013,04.07.2013 18:00,21.4,17,NA
2013,05.07.2013 0:00,19.2,16.5,NA
2013,05.07.2013 6:00,17.1,16.5,NA
2013,05.07.2013 12:00,18.6,16.7,NA
2013,05.07.2013 18:00,19.7,17.8,NA
2013,06.07.2013 0:00,18.2,15.9,14
2013,06.07.2013 6:00,16.7,14.5,13
2013,06.07.2013 12:00,21.8,16.8,NA
2013,06.07.2013 18:00,20.4,15.8,16
2013,07.07.2013 0:00,14.2,15,16
2013,07.07.2013 6:00,13.4,15.5,15
2013,07.07.2013 12:00,18.4,15.8,15
2013,07.07.2013 18:00,18.6,18.7,15
2013,08.07.2013 0:00,17.2,18,14
2013,08.07.2013 6:00,15.6,17.5,15
2013,08.07.2013 12:00,19.9,15.7,16
2013,08.07.2013 18:00,20.7,16,NA
2013,09.07.2013 0:00,15.6,15.4,15
2013,09.07.2013 6:00,11.7,15.4,15
2013,09.07.2013 12:00,18.1,16.4,16
2013,09.07.2013 18:00,18.5,13.1,16
2013,10.07.2013 0:00,13.4,14.9,13
2013,10.07.2013 6:00,13,14.5,15
2013,10.07.2013 12:00,16.3,14.1,15
2013,10.07.2013 18:00,16.3,13.8,17
2013,11.07.2013 0:00,12.2,14,15
2013,11.07.2013 6:00,8.9,13.2,17
2013,11.07.2013 12:00,15.8,13.5,17
2013,11.07.2013 18:00,17.6,13.4,20
2013,12.07.2013 0:00,12.4,13.3,17
2013,12.07.2013 6:00,11.1,12.6,17
2013,12.07.2013 12:00,13.2,10.6,14
2013,12.07.2013 18:00,16.8,12.6,NA
2013,13.07.2013 0:00,10.7,11.3,15
2013,13.07.2013 6:00,8.6,11.5,13
2013,13.07.2013 12:00,14.7,12.5,20
2013,13.07.2013 18:00,15.2,12.7,19
2013,14.07.2013 0:00,14,10.4,20
2013,14.07.2013 6:00,13,10.2,20
2013,14.07.2013 12:00,14.4,12.8,19
2013,14.07.2013 18:00,19.8,8.4,20
2013,15.07.2013 0:00,14.1,9,19
2013,15.07.2013 6:00,10.5,9.7,23
2013,15.07.2013 12:00,15.3,10.8,22
2013,15.07.2013 18:00,14.4,11.7,22
2013,16.07.2013 0:00,13.4,12.3,23
2013,16.07.2013 6:00,12.7,11.4,21
2013,16.07.2013 12:00,13.3,11.6,20
2013,16.07.2013 18:00,14.2,10.9,NA
2013,17.07.2013 0:00,14.2,11.4,18
2013,17.07.2013 6:00,12,11.5,22
2013,17.07.2013 12:00,12.1,12,22
2013,17.07.2013 18:00,13.4,11.8,23
2013,18.07.2013 0:00,10.7,11.9,25
2013,18.07.2013 6:00,10.1,11.6,24
2013,18.07.2013 12:00,13.8,12.1,24
2013,18.07.2013 18:00,14.8,12.4,23
2013,19.07.2013 0:00,12,12.4,20
2013,19.07.2013 6:00,11.7,12.3,20
2013,19.07.2013 12:00,12.5,12.2,20
2013,19.07.2013 18:00,13.6,12.5,20
2013,20.07.2013 0:00,10.7,12.5,NA
2013,20.07.2013 6:00,10.9,12.3,13
2013,20.07.2013 12:00,15.1,12.6,20
2013,20.07.2013 18:00,17.8,12.8,19
2013,21.07.2013 0:00,14.2,13.5,15
2013,21.07.2013 6:00,13.2,12,19
2013,21.07.2013 12:00,14.6,12.5,20
2013,21.07.2013 18:00,16.6,12.6,20
2013,22.07.2013 0:00,14,12.8,NA
2013,22.07.2013 6:00,13,11.8,20
2013,22.07.2013 12:00,14.7,12.2,20
2013,22.07.2013 18:00,16.2,11.8,21
2013,23.07.2013 0:00,11.6,11.5,21
2013,23.07.2013 6:00,10.7,10.6,21
2013,23.07.2013 12:00,17.2,10.8,21
2013,23.07.2013 18:00,18.8,10.2,22
2013,24.07.2013 0:00,14,11.4,22
2013,24.07.2013 6:00,10.7,10.2,20
2013,24.07.2013 12:00,15.7,11.1,20
2013,24.07.2013 18:00,20.3,11.9,20
2013,25.07.2013 0:00,13.2,12.1,21
2013,25.07.2013 6:00,10.2,11.8,21
2013,25.07.2013 12:00,17.9,13,23
2013,25.07.2013 18:00,18.6,15.2,23
2013,26.07.2013 0:00,13.5,12.7,22
2013,26.07.2013 6:00,11.4,12.4,20
2013,26.07.2013 12:00,19.1,14.2,21
2013,26.07.2013 18:00,23.4,13.2,20
2013,27.07.2013 0:00,14.8,13.7,20
2013,27.07.2013 6:00,11.7,12.8,21
2013,27.07.2013 12:00,17.8,13.7,21
2013,27.07.2013 18:00,19.7,15.1,22
2013,28.07.2013 0:00,13.5,12.3,20
2013,28.07.2013 6:00,12.2,13.1,21
2013,28.07.2013 12:00,19.2,13.2,21
2013,28.07.2013 18:00,21.2,15.6,21
2013,29.07.2013 0:00,16.2,13.5,20
2013,29.07.2013 6:00,13,13.7,20
2013,29.07.2013 12:00,19.1,15.4,20
2013,29.07.2013 18:00,17.5,17.3,20
2013,30.07.2013 0:00,16.1,16.5,20
2013,30.07.2013 6:00,15.1,16,20
2013,30.07.2013 12:00,17.9,16.5,20
2013,30.07.2013 18:00,18.2,18,20
2013,31.07.2013 0:00,16.2,16.8,20
2013,31.07.2013 6:00,16.3,16.5,20
2013,31.07.2013 12:00,18.1,15.7,20
2013,31.07.2013 18:00,20.1,17.9,20
2013,01.08.2013 0:00,15.7,16.2,20
2013,01.08.2013 6:00,15.9,15.2,19
2013,01.08.2013 12:00,19.4,15.6,19
2013,01.08.2013 18:00,17.4,16.2,20
2013,02.08.2013 0:00,13.4,16,19
2013,02.08.2013 6:00,14.4,15.4,19
2013,02.08.2013 12:00,20.9,16.7,19
2013,02.08.2013 18:00,23.6,19.5,19
2013,03.08.2013 0:00,15.2,17.9,17
2013,03.08.2013 6:00,15.3,17.2,17
2013,03.08.2013 12:00,19.6,18.5,16
2013,03.08.2013 18:00,22.4,19.8,17
2013,04.08.2013 0:00,16.4,18.9,17
2013,04.08.2013 6:00,13.5,17.2,18
2013,04.08.2013 12:00,20,18.3,18
2013,04.08.2013 18:00,22.5,19.2,17
2013,05.08.2013 0:00,19,19,17
2013,05.08.2013 6:00,16.6,17.3,19
2013,05.08.2013 12:00,21.1,19.1,19
2013,05.08.2013 18:00,21.8,18.5,19
2013,06.08.2013 0:00,18.8,17.5,19
2013,06.08.2013 6:00,16,18,19
2013,06.08.2013 12:00,20.3,18.4,19
2013,06.08.2013 18:00,21.4,20,18
2013,07.08.2013 0:00,16.9,18,18
2013,07.08.2013 6:00,13.7,17.5,19
2013,07.08.2013 12:00,21.1,18.8,19
2013,07.08.2013 18:00,21.7,18.2,19
2013,08.08.2013 0:00,16.7,19.4,18
2013,08.08.2013 6:00,18.8,18.2,16
2013,08.08.2013 12:00,20.6,18.7,19
2013,08.08.2013 18:00,21.9,19.2,18
2013,09.08.2013 0:00,14.9,16.8,20
2013,09.08.2013 6:00,13.5,17.3,19
2013,09.08.2013 12:00,16.1,17.3,19
2013,09.08.2013 18:00,17.1,17.6,18
2013,10.08.2013 0:00,13.8,17.3,19
2013,10.08.2013 6:00,12.2,16.7,20
2013,10.08.2013 12:00,17.4,16.8,18
2013,10.08.2013 18:00,19.2,17.5,16
2013,11.08.2013 0:00,10.9,16.9,17
2013,11.08.2013 6:00,10.7,16.2,18
2013,11.08.2013 12:00,16.8,16.8,18
2013,11.08.2013 18:00,16.5,16.4,19
2013,12.08.2013 0:00,13.8,16.6,17
2013,12.08.2013 6:00,11.9,14.3,20
2013,12.08.2013 12:00,15.4,14.9,20
2013,12.08.2013 18:00,16.4,15.5,20
2013,13.08.2013 0:00,12,14.5,19
2013,13.08.2013 6:00,8.4,14.7,19
2013,13.08.2013 12:00,16.6,15.1,19
2013,13.08.2013 18:00,18.6,16.2,18
2013,14.08.2013 0:00,14.9,15.3,NA
2013,14.08.2013 6:00,10,15.3,18
2013,14.08.2013 12:00,17.4,15.8,18
2013,14.08.2013 18:00,21.9,16.5,18
2013,15.08.2013 0:00,15,16.9,17
2013,15.08.2013 6:00,13.4,16.2,17
2013,15.08.2013 12:00,14.7,15.7,18
2013,15.08.2013 18:00,17.4,15.8,19
2013,16.08.2013 0:00,14.2,16,20
2013,16.08.2013 6:00,13.5,15.7,20
2013,16.08.2013 12:00,15.6,15.7,20
2013,16.08.2013 18:00,16.8,16,20
2013,17.08.2013 0:00,10.4,15.4,18
2013,17.08.2013 6:00,8.5,14.6,17
2013,17.08.2013 12:00,14.8,15.7,17
2013,17.08.2013 18:00,18.3,16.7,17
2013,18.08.2013 0:00,16.4,16,16
2013,18.08.2013 6:00,14.8,15.7,16
2013,18.08.2013 12:00,18.2,14.8,17
2013,18.08.2013 18:00,20.3,16.1,17
2013,19.08.2013 0:00,16.6,15.9,17
2013,19.08.2013 6:00,15.8,15.5,17
2013,19.08.2013 12:00,17.8,15.9,18
2013,19.08.2013 18:00,20.2,16.3,18
2013,20.08.2013 0:00,16.9,16.1,NA
2013,20.08.2013 6:00,15.1,15,NA
2013,20.08.2013 12:00,19.2,15.4,NA
2014,01.06.2014 0:00,8.3516,6.8819,NA
2014,01.06.2014 6:00,7.913,7.1954,NA
2014,01.06.2014 12:00,11.6083,6.5057,NA
2014,01.06.2014 18:00,9.4164,6.6938,NA
2014,02.06.2014 0:00,6.4094,9.2016,NA
2014,02.06.2014 6:00,4.404,6.5057,NA
2014,02.06.2014 12:00,11.0447,8.0105,NA
2014,02.06.2014 18:00,12.1718,10.1417,NA
2014,03.06.2014 0:00,9.0406,8.512,NA
2014,03.06.2014 6:00,6.4094,5.8785,NA
2014,03.06.2014 12:00,10.7316,8.1986,NA
2014,03.06.2014 18:00,11.483,10.3923,NA
2014,04.06.2014 0:00,9.7296,7.2582,NA
2014,04.06.2014 6:00,7.7251,7.1954,NA
2014,04.06.2014 12:00,12.6727,7.509,NA
2014,04.06.2014 18:00,14.5506,7.7597,NA
2014,05.06.2014 0:00,11.9214,8.4494,NA
2014,05.06.2014 6:00,11.2952,8.6374,NA
2014,05.06.2014 12:00,12.1092,10.643,NA
2014,05.06.2014 18:00,14.5506,12.272,NA
2014,06.06.2014 0:00,9.9175,9.2642,NA
2014,06.06.2014 6:00,9.4164,11.019,NA
2014,06.06.2014 12:00,10.2306,10.5803,NA
2014,06.06.2014 18:00,12.3596,12.8358,NA
2014,07.06.2014 0:00,11.17,10.643,NA
2014,07.06.2014 6:00,12.5475,10.7057,NA
2014,07.06.2014 12:00,15.6772,10.8937,NA
2014,07.06.2014 18:00,16.8662,11.7708,NA
2014,08.06.2014 0:00,14.8636,11.3323,NA
2014,08.06.2014 6:00,11.17,12.2094,NA
2014,08.06.2014 12:00,11.984,11.4576,NA
2014,08.06.2014 18:00,17.0539,11.7708,NA
2014,09.06.2014 0:00,10.6064,10.455,NA
2014,09.06.2014 6:00,5.4068,11.0816,NA
2014,09.06.2014 12:00,8.6648,11.019,NA
2014,09.06.2014 18:00,10.7942,10.7057,NA
2014,10.06.2014 0:00,8.978,14.5268,NA
2014,10.06.2014 6:00,8.2263,10.455,NA
2014,10.06.2014 12:00,12.8605,12.0841,NA
2014,10.06.2014 18:00,14.6132,13.3369,NA
2014,11.06.2014 0:00,9.9801,11.3949,NA
2014,11.06.2014 6:00,10.0427,13.2116,NA
2014,11.06.2014 12:00,14.6132,13.2116,NA
2014,11.06.2014 18:00,16.9287,14.1511,NA
2014,12.06.2014 0:00,12.8605,11.6455,NA
2014,12.06.2014 6:00,9.5417,10.3297,NA
2014,12.06.2014 12:00,14.5506,11.8961,NA
2014,12.06.2014 18:00,14.801,10.9563,NA
2014,13.06.2014 0:00,13.1109,11.2696,NA
2014,13.06.2014 6:00,12.6727,11.3323,NA
2014,13.06.2014 12:00,13.3613,10.7057,NA
2014,13.06.2014 18:00,8.2263,11.6455,NA
2014,14.06.2014 0:00,6.1587,11.3323,NA
2014,14.06.2014 6:00,5.1561,11.1443,NA
2014,14.06.2014 12:00,8.79,11.8335,NA
2014,14.06.2014 18:00,10.2306,11.2696,NA
2014,15.06.2014 0:00,6.5974,10.455,20
2014,15.06.2014 6:00,5.9081,10.831,NA
2014,15.06.2014 12:00,13.2987,11.2696,NA
2014,15.06.2014 18:00,12.0466,11.5202,21
2014,16.06.2014 0:00,8.79,11.207,21
2014,16.06.2014 6:00,7.3492,10.831,NA
2014,16.06.2014 12:00,11.2952,10.079,NA
2014,16.06.2014 18:00,11.7961,11.207,NA
2014,17.06.2014 0:00,7.7251,7.8851,21
2014,17.06.2014 6:00,4.592,9.703,21
2014,17.06.2014 12:00,8.1636,8.6374,NA
2014,17.06.2014 18:00,9.4164,8.5747,22
2014,18.06.2014 0:00,6.0961,7.1327,24
2014,18.06.2014 6:00,4.9054,8.0105,23
2014,18.06.2014 12:00,8.9153,7.3836,NA
2014,18.06.2014 18:00,9.0406,8.4494,24
2014,19.06.2014 0:00,6.4094,7.0073,24
2014,19.06.2014 6:00,4.5294,7.5716,24
2014,19.06.2014 12:00,7.913,7.2582,23
2014,19.06.2014 18:00,9.479,8.1359,23
2014,20.06.2014 0:00,6.2214,7.3209,24
2014,20.06.2014 6:00,6.0334,7.07,23
2014,20.06.2014 12:00,6.0961,6.9446,23
2014,20.06.2014 18:00,8.5395,6.8819,23
2014,21.06.2014 0:00,6.2214,6.8192,24
2014,21.06.2014 6:00,5.5321,7.07,23
2014,21.06.2014 12:00,8.3516,7.1954,23
2014,21.06.2014 18:00,11.984,8.6374,24
2014,22.06.2014 0:00,7.5372,7.3836,23
2014,22.06.2014 6:00,5.7828,6.8192,24
2014,22.06.2014 12:00,10.9821,6.9446,24
2014,22.06.2014 18:00,15.552,7.2582,24
2014,23.06.2014 0:00,10.8569,7.3836,24
2014,23.06.2014 6:00,10.168,7.697,24
2014,23.06.2014 12:00,18.3677,7.5716,NA
2014,23.06.2014 18:00,17.5544,8.4494,23
2014,24.06.2014 0:00,9.2911,7.697,23
2014,24.06.2014 6:00,5.4068,7.697,24
2014,24.06.2014 12:00,9.6669,7.8224,24
2014,24.06.2014 18:00,9.6669,8.324,24
2014,25.06.2014 0:00,5.2188,8.0105,24
2014,25.06.2014 6:00,4.1533,7.509,24
2014,25.06.2014 12:00,8.978,7.8851,24
2014,25.06.2014 18:00,12.7979,7.3836,24
2014,26.06.2014 0:00,7.3492,6.6311,NA
2014,26.06.2014 6:00,5.4694,6.443,24
2014,26.06.2014 12:00,9.0406,7.6343,24
2014,26.06.2014 18:00,11.1073,6.6311,24
2014,27.06.2014 0:00,5.7828,7.0073,25
2014,27.06.2014 6:00,4.9681,6.5684,24
2014,27.06.2014 12:00,8.2889,6.8819,NA
2014,27.06.2014 18:00,9.479,6.8819,25
2014,28.06.2014 0:00,7.5372,7.0073,25
2014,28.06.2014 6:00,5.9708,6.5684,25
2014,28.06.2014 12:00,7.0986,6.3175,25
2014,28.06.2014 18:00,11.7961,7.4463,24
2014,29.06.2014 0:00,7.0359,5.8785,25
2014,29.06.2014 6:00,5.4068,7.0073,24
2014,29.06.2014 12:00,11.483,7.8851,24
2014,29.06.2014 18:00,11.7335,8.1986,24
2014,30.06.2014 0:00,11.0447,8.0105,25
2014,30.06.2014 6:00,8.6648,6.1921,25
2014,30.06.2014 12:00,15.1139,7.4463,NA
2014,30.06.2014 18:00,17.6796,8.8882,NA
2014,01.07.2014 0:00,12.9857,8.0105,25
2014,01.07.2014 6:00,11.3578,7.8851,NA
2014,01.07.2014 12:00,15.552,7.7597,NA
2014,01.07.2014 18:00,16.9913,10.7683,NA
2014,02.07.2014 0:00,13.6743,9.5776,25
2014,02.07.2014 6:00,11.2952,9.0135,NA
2014,02.07.2014 12:00,16.5533,9.2642,NA
2014,02.07.2014 18:00,14.4255,9.8283,25
2014,03.07.2014 0:00,10.7942,9.0135,24
2014,03.07.2014 6:00,9.6043,10.5803,NA
2014,03.07.2014 12:00,9.4164,9.5149,NA
2014,03.07.2014 18:00,11.7961,8.8882,24
2014,04.07.2014 0:00,9.5417,10.5177,24
2014,04.07.2014 6:00,9.3538,8.9508,NA
2014,04.07.2014 12:00,13.0483,9.2642,NA
2014,04.07.2014 18:00,16.6784,10.643,NA
2014,05.07.2014 0:00,13.3613,11.3949,24
2014,05.07.2014 6:00,12.297,11.2696,24
2014,05.07.2014 12:00,15.1765,10.643,24
2014,05.07.2014 18:00,17.5544,10.8937,23
2014,06.07.2014 0:00,13.6117,11.207,23
2014,06.07.2014 6:00,13.1109,11.207,23
2014,06.07.2014 12:00,14.9888,11.8335,NA
2014,06.07.2014 18:00,17.2416,11.8961,22
2014,07.07.2014 0:00,14.1751,13.7127,23
2014,07.07.2014 6:00,13.4865,11.6455,23
2014,07.07.2014 12:00,16.0527,12.3973,22
2014,07.07.2014 18:00,17.179,14.4016,20
2014,08.07.2014 0:00,15.6146,15.6539,NA
2014,08.07.2014 6:00,14.5506,12.5852,22
2014,08.07.2014 12:00,24.6211,15.2782,22
2014,08.07.2014 18:00,28.0582,13.5248,21
2014,09.07.2014 0:00,19.4312,16.7181,22
2014,09.07.2014 6:00,14.8636,15.7791,21
2014,09.07.2014 12:00,17.0539,16.0295,22
2014,09.07.2014 18:00,16.9913,17.2814,21
2014,10.07.2014 0:00,13.0483,15.4034,22
2014,10.07.2014 6:00,8.6021,14.1511,20
2014,10.07.2014 12:00,15.9275,15.4034,20
2014,10.07.2014 18:00,17.4293,16.4051,20
2014,11.07.2014 0:00,13.6117,17.9073,22
2014,11.07.2014 6:00,10.7942,14.2137,22
2014,11.07.2014 12:00,20.1817,16.5303,21
2014,11.07.2014 18:00,25.8086,14.2763,21
2014,12.07.2014 0:00,19.869,15.8417,21
2014,12.07.2014 6:00,16.4281,14.4016,20
2014,12.07.2014 12:00,21.8702,17.9073,20
2014,12.07.2014 18:00,23.4958,18.3453,20
2014,13.07.2014 0:00,17.617,16.9059,20
2014,13.07.2014 6:00,13.5491,14.4642,20
2014,13.07.2014 12:00,21.3074,15.0277,21
2014,13.07.2014 18:00,22.3079,16.0921,20
2014,14.07.2014 0:00,18.8056,15.8417,22
2014,14.07.2014 6:00,14.9888,16.0921,21
2014,14.07.2014 12:00,19.5563,17.4066,21
2014,14.07.2014 18:00,22.0578,16.6555,20
