date;time;Water_Temp
21/07/2019;01:00;9.4164
21/07/2019;04:00;10.1054
21/07/2019;07:00;9.5417
21/07/2019;10:00;10.6690
21/07/2019;13:00;9.6669
21/07/2019;16:00;11.6709
21/07/2019;19:00;11.7335
21/07/2019;22:00;14.1751
22/07/2019;01:00;10.3559
22/07/2019;04:00;11.6709
22/07/2019;07:00;11.2326
22/07/2019;10:00;11.8587
22/07/2019;13:00;11.8587
22/07/2019;16:00;12.6727
22/07/2019;19:00;11.4830
22/07/2019;22:00;15.2391
23/07/2019;01:00;11.3578
23/07/2019;04:00;12.2344
23/07/2019;07:00;12.3596
23/07/2019;10:00;12.3596
23/07/2019;13:00;12.4848
23/07/2019;16:00;13.4239
23/07/2019;19:00;14.4255
23/07/2019;22:00;14.9262
24/07/2019;01:00;11.5457
24/07/2019;04:00;12.1092
24/07/2019;07:00;12.7353
24/07/2019;10:00;13.2987
24/07/2019;13:00;14.0499
24/07/2019;16:00;14.6758
24/07/2019;19:00;15.7398
24/07/2019;22:00;16.3030
25/07/2019;01:00;15.1765
25/07/2019;04:00;15.5520
25/07/2019;07:00;15.5520
25/07/2019;10:00;15.3643
25/07/2019;13:00;12.4848
25/07/2019;16:00;13.1735
25/07/2019;19:00;17.3667
25/07/2019;22:00;15.2391
26/07/2019;01:00;14.9888
26/07/2019;04:00;14.6132
26/07/2019;07:00;13.9247
26/07/2019;10:00;14.7384
26/07/2019;13:00;15.3017
26/07/2019;16:00;15.5520
26/07/2019;19:00;15.6772
26/07/2019;22:00;15.8024
27/07/2019;01:00;17.6796
27/07/2019;04:00;16.1153
27/07/2019;07:00;16.9913
27/07/2019;10:00;16.3656
27/07/2019;13:00;17.1164
27/07/2019;16:00;17.4293
27/07/2019;19:00;17.3667
27/07/2019;22:00;19.1184
28/07/2019;01:00;18.4303
28/07/2019;04:00;17.9298
28/07/2019;07:00;17.0539
28/07/2019;10:00;16.9287
28/07/2019;13:00;16.7410
28/07/2019;16:00;15.7398
28/07/2019;19:00;14.7384
28/07/2019;22:00;14.7384
29/07/2019;01:00;14.6132
29/07/2019;04:00;14.2377
29/07/2019;07:00;13.3613
29/07/2019;10:00;12.9857
29/07/2019;13:00;12.9857
29/07/2019;16:00;12.9857
29/07/2019;19:00;12.7353
29/07/2019;22:00;12.1718
30/07/2019;01:00;12.3596
30/07/2019;04:00;12.2970
30/07/2019;07:00;11.8587
30/07/2019;10:00;10.9821
30/07/2019;13:00;10.9821
30/07/2019;16:00;10.9195
30/07/2019;19:00;9.2285
30/07/2019;22:00;8.4768
31/07/2019;01:00;8.9780
31/07/2019;04:00;8.8527
31/07/2019;07:00;8.4768
31/07/2019;10:00;7.7251
31/07/2019;13:00;7.9757
31/07/2019;16:00;8.4768
31/07/2019;19:00;8.1636
31/07/2019;22:00;6.7853
01/08/2019;01:00;8.1636
01/08/2019;04:00;7.8504
01/08/2019;07:00;7.8504
01/08/2019;10:00;7.6625
01/08/2019;13:00;7.2239
01/08/2019;16:00;8.0383
01/08/2019;19:00;7.9757
01/08/2019;22:00;7.6625
02/08/2019;01:00;7.2239
02/08/2019;04:00;7.5998
02/08/2019;07:00;7.4119
02/08/2019;10:00;7.4745
02/08/2019;13:00;7.5372
02/08/2019;16:00;7.7251
02/08/2019;19:00;7.7878
02/08/2019;22:00;7.7251
03/08/2019;01:00;6.6600
03/08/2019;04:00;7.2866
03/08/2019;07:00;7.2239
03/08/2019;10:00;7.2239
03/08/2019;13:00;6.5347
03/08/2019;16:00;6.7227
03/08/2019;19:00;7.4119
03/08/2019;22:00;7.4745
04/08/2019;01:00;6.7853
04/08/2019;04:00;6.3467
04/08/2019;07:00;6.3467
04/08/2019;10:00;6.5974
04/08/2019;13:00;6.4094
04/08/2019;16:00;6.5347
04/08/2019;19:00;6.3467
04/08/2019;22:00;6.4720
05/08/2019;01:00;6.3467
05/08/2019;04:00;5.8454
05/08/2019;07:00;5.8454
05/08/2019;10:00;6.0334
05/08/2019;13:00;6.0961
05/08/2019;16:00;5.8454
05/08/2019;19:00;5.7828
05/08/2019;22:00;6.0334
06/08/2019;01:00;6.1587
06/08/2019;04:00;5.8454
06/08/2019;07:00;5.9708
06/08/2019;10:00;5.9708
06/08/2019;13:00;6.0334
06/08/2019;16:00;5.7201
06/08/2019;19:00;6.0334
06/08/2019;22:00;6.4094
07/08/2019;01:00;6.4094
07/08/2019;04:00;6.1587
07/08/2019;07:00;5.8454
07/08/2019;10:00;6.2841
07/08/2019;13:00;6.2841
07/08/2019;16:00;6.2841
07/08/2019;19:00;6.5974
07/08/2019;22:00;7.2866
08/08/2019;01:00;7.4119
08/08/2019;04:00;7.4745
08/08/2019;07:00;7.3492
08/08/2019;10:00;6.9106
08/08/2019;13:00;7.0359
08/08/2019;16:00;7.7251
08/08/2019;19:00;7.9757
08/08/2019;22:00;6.7853
09/08/2019;01:00;7.4119
09/08/2019;04:00;7.5372
09/08/2019;07:00;7.2866
09/08/2019;10:00;6.8480
09/08/2019;13:00;7.4119
09/08/2019;16:00;7.5998
09/08/2019;19:00;8.0383
09/08/2019;22:00;6.5974
10/08/2019;01:00;6.7853
10/08/2019;04:00;7.7251
10/08/2019;07:00;7.7251
10/08/2019;10:00;7.6625
10/08/2019;13:00;7.9757
10/08/2019;16:00;8.7274
10/08/2019;19:00;9.7296
10/08/2019;22:00;10.1680
11/08/2019;01:00;10.2306
11/08/2019;04:00;7.5372
11/08/2019;07:00;8.2263
11/08/2019;10:00;9.4164
11/08/2019;13:00;9.4790
11/08/2019;16:00;8.7274
11/08/2019;19:00;9.3538
11/08/2019;22:00;11.6709
12/08/2019;01:00;11.4830
12/08/2019;04:00;10.6690
12/08/2019;07:00;9.8548
12/08/2019;10:00;9.6669
12/08/2019;13:00;9.2285
12/08/2019;16:00;10.1680
12/08/2019;19:00;9.9801
12/08/2019;22:00;10.7942
13/08/2019;01:00;10.9195
13/08/2019;04:00;10.2932
13/08/2019;07:00;9.3538
13/08/2019;10:00;10.1054
13/08/2019;13:00;9.7922
13/08/2019;16:00;9.7296
13/08/2019;19:00;8.6021
13/08/2019;22:00;7.5998
14/08/2019;01:00;9.8548
14/08/2019;04:00;7.9757
14/08/2019;07:00;8.2889
14/08/2019;10:00;8.2889
14/08/2019;13:00;8.2263
14/08/2019;16:00;8.6021
14/08/2019;19:00;9.2911
14/08/2019;22:00;8.7900
15/08/2019;01:00;9.7296
15/08/2019;04:00;8.3516
15/08/2019;07:00;9.7922
15/08/2019;10:00;8.9153
15/08/2019;13:00;9.7922
15/08/2019;16:00;9.0406
15/08/2019;19:00;9.9801
15/08/2019;22:00;9.8548
16/08/2019;01:00;10.5437
16/08/2019;04:00;9.2911
16/08/2019;07:00;10.2932
16/08/2019;10:00;9.6043
16/08/2019;13:00;9.9175
16/08/2019;16:00;10.2932
16/08/2019;19:00;11.6083
16/08/2019;22:00;9.2911
17/08/2019;01:00;11.0447
17/08/2019;04:00;9.8548
17/08/2019;07:00;11.2326
17/08/2019;10:00;10.2306
17/08/2019;13:00;11.0447
17/08/2019;16:00;10.3559
17/08/2019;19:00;11.1700
17/08/2019;22:00;11.6083
18/08/2019;01:00;12.0466
18/08/2019;04:00;10.6690
18/08/2019;07:00;10.5437
18/08/2019;10:00;10.3559
18/08/2019;13:00;11.1073
18/08/2019;16:00;12.4848
18/08/2019;19:00;11.6709
18/08/2019;22:00;10.4185
19/08/2019;01:00;12.6727
19/08/2019;04:00;12.6101
19/08/2019;07:00;12.3596
19/08/2019;10:00;11.4204
19/08/2019;13:00;10.2932
19/08/2019;16:00;12.9857
19/08/2019;19:00;12.9857
19/08/2019;22:00;12.6727
20/08/2019;01:00;15.6772
