"","Station","Long","Lat","Depth","Date","Constructed","No","Month"
"21837","O108",73.7909959999148,71.0075190003057,5,2017-04-28 03:00:00,3.06796002388,2.78632497787476,4
"21838","O109",73.7896248311921,71.0032002012976,12,2017-04-28 03:00:00,3.0609073638916,2.77549684047699,4
"21839","O111",73.8290943454429,70.9886234417251,8,2017-04-28 03:00:00,3.05927324295044,2.81175005435944,4
"21840","O112",73.8354893269095,70.982716967437,8,2017-04-28 03:00:00,3.04136157035828,2.83059394359589,4
"21841","O1",73.1319105191017,72.6825728303676,16.3,2017-04-29 03:00:00,29.5627899169922,29.5461006164551,4
"21842","O2",73.4237380740005,72.7045819402862,22,2017-04-29 03:00:00,29.8991279602051,30.0681037902832,4
"21843","O3",73.7162792611893,72.7261680595336,22,2017-04-29 03:00:00,29.1814079284668,29.1336536407471,4
"21844","O4",74.009522876783,72.7473295567618,18.5,2017-04-29 03:00:00,27.549307346344,27.5365333557129,4
"21845","O5",74.3034575168275,72.768064823866,15,2017-04-29 03:00:00,26.5884590148926,26.5250625610352,4
"21846","O6",74.5980707384903,72.7883722184,12.5,2017-04-29 03:00:00,24.3849531809489,24.2423782348633,4
"21847","O7",73.1495690544127,72.3387651598345,10.75,2017-04-29 03:00:00,19.3307209014893,20.1045169830322,4
"21848","O8",73.3671863625466,72.3430519153511,12.25,2017-04-29 03:00:00,18.7727432250977,18.3626384735107,4
"21849","O9",73.8953984750899,72.34551539962,11.5,2017-04-29 03:00:00,19.5758838653564,19.710205078125,4
"21850","O10",74.1665935052859,72.5511168816705,15.4,2017-04-29 03:00:00,27.1205272674561,26.9610233306885,4
"21851","O11",74.3159186044979,72.5516829130236,15.8,2017-04-29 03:00:00,26.8412933349609,26.7419013977051,4
"21852","O12",74.4652525801833,72.5521375488588,15.6,2017-04-29 03:00:00,26.6315650939941,26.6407318115234,4
"21853","O13",73.3206497474867,71.648941382955,10,2017-04-29 03:00:00,6.93914794921875,6.65289211273193,4
"21854","O14",74.3205662863596,72.5068986607386,15.6,2017-04-29 03:00:00,26.3038558959961,26.2674160003662,4
"21855","O15",74.3193152068486,72.6008282629359,15.8,2017-04-29 03:00:00,27.1694030761719,27.1461544036865,4
"21856","O16",73.9481155287387,72.5353381836306,15.5,2017-04-29 03:00:00,26.7429676055908,26.5613117218018,4
"21857","O18",74.1849908165619,72.480978250465,15.5,2017-04-29 03:00:00,25.5143585205078,25.7648582458496,4
"21858","O19",73.7755417000831,72.4707760686877,12.25,2017-04-29 03:00:00,24.7053508758545,23.7577095031738,4
"21859","O21",74.0120895938746,72.4166206638183,11,2017-04-29 03:00:00,22.4243831634521,22.8617515563965,4
"21860","O22",73.4988268904882,72.3711318563435,11.75,2017-04-29 03:00:00,19.099681854248,17.7165470123291,4
"21861","O24",73.7349002111026,72.3173051555688,11.5,2017-04-29 03:00:00,17.3864459991455,17.5179996490479,4
"21862","O25",73.2754109884043,72.282942782585,11.8,2017-04-29 03:00:00,16.6243515014648,15.9587688446045,4
"21863","O27",73.511001269064,72.2293820655896,11.75,2017-04-29 03:00:00,14.5045347213745,14.1898164749146,4
"21864","O28",73.0558876226892,72.1926233720616,13.25,2017-04-29 03:00:00,15.5750970840454,15.1867500940959,4
"21865","O29",73.173592183646,72.1660093114438,15.3,2017-04-29 03:00:00,14.4249792098999,13.9005298614502,4
"21866","O30",73.2909574022571,72.1393245109186,13.15,2017-04-29 03:00:00,13.2640279134115,12.9975299835205,4
"21867","O31",72.8975084958415,72.3432616514305,6,2017-04-29 03:00:00,17.4310722351074,17.162633895874,4
"21868","O32",74.2612625656355,72.3415358637732,13,2017-04-29 03:00:00,22.3251686096191,22.3922284444173,4
"21869","O33",74.6168795621217,72.3361383600141,13,2017-04-29 03:00:00,20.8887246449788,20.930695215861,4
"21870","O34",73.8061251510736,72.1644999939066,12.5,2017-04-29 03:00:00,14.9801534016927,14.8738292058309,4
"21871","O35",73.9523029893319,72.1653343248511,12.5,2017-04-29 03:00:00,15.8681923548381,15.8377170562744,4
"21872","O36",74.098493829918,72.1660598482393,12.5,2017-04-29 03:00:00,16.7497742970784,16.718989054362,4
"21873","O37",73.9608594675773,72.2173660098347,12.5,2017-04-29 03:00:00,17.2465362548828,17.2004795074463,4
"21874","O38",73.957730413716,72.1205579229866,12.5,2017-04-29 03:00:00,15.514168103536,15.4718949000041,4
"21875","O39",74.9820934374295,72.3398930731416,9.5,2017-04-29 03:00:00,19.7601566314697,19.5862407684326,4
