ID;x;y
17;3.329500;8.307900
17;3.702100;8.138600
17;4.277800;8.003100
17;4.751900;8.053900
17;5.209100;8.223300
17;5.649400;8.426500
17;6.038900;8.714300
17;6.394500;9.036100
17;6.563800;9.476300
17;6.614600;9.899700
17;6.597700;10.204500
17;6.513000;10.441500
17;6.326700;10.695500
17;6.123500;10.915700
17;5.886500;11.017300
17;5.581700;11.101900
17;5.259900;11.085000
17;4.836600;10.949500
17;4.514900;10.847900
17;4.176200;10.712500
17;3.888300;10.593900
17;3.600500;10.475400
17;3.295700;10.390700
17;3.041700;10.272200
17;2.787700;10.221400
17;2.516700;10.102900
17;2.313500;10.052100
17;2.110300;9.984300
17;1.957900;9.916600
17;1.788600;9.865800
17;1.636200;9.798100
17;1.517700;9.747300
19;12.350800;14.128800
19;12.333800;13.857800
19;12.452400;13.637700
19;12.587800;13.400600
19;12.875700;12.977300
19;13.163600;12.638600
19;13.451400;12.300000
19;13.688500;12.029000
19;13.942500;11.808900
19;14.315000;11.639600
19;14.856900;11.605700
19;15.449600;11.707300
19;15.957600;11.876600
19;16.397800;12.164500
19;16.753500;12.452400
19;16.905900;12.757200
19;16.990500;13.095800
19;17.007500;13.299000
19;16.973600;13.485300
19;16.956700;13.637700
19;16.838100;13.790100
19;16.685700;14.044100
19;16.482500;14.128800
19;16.262400;14.230400
19;15.957600;14.298100
19;15.618900;14.247300
19;15.263300;14.196500
19;14.992400;14.162600
19;14.653700;14.179600
19;14.230400;14.179600
19;13.959400;14.162600
19;13.705400;14.179600
19;13.468400;14.179600
19;13.282100;14.179600
19;13.045000;14.196500
19;12.808000;14.179600
19;12.672500;14.145700
19;12.537000;14.213400
19;12.452400;14.162600
20;11.300900;5.835700
20;11.317800;5.513900
20;11.487200;5.141400
20;11.758100;4.768900
20;12.012100;4.430200
20;12.232200;4.193100
20;12.672500;3.685100
20;13.129700;3.312600
20;13.620800;2.923100
20;14.467400;2.465900
20;15.280200;2.432100
20;15.788200;2.482900
20;16.228500;2.669100
20;16.702600;2.872300
20;17.176800;3.160200
20;17.650900;3.549700
20;17.989600;3.956100
20;18.074300;4.514900
20;17.989600;4.870500
20;17.904900;5.192200
20;17.667900;5.632500
20;17.481600;5.886500
20;17.193700;6.089700
20;16.939700;6.225100
20;16.584100;6.326700
20;16.262400;6.377500
20;15.872900;6.377500
20;15.449600;6.259000
20;15.144800;6.174300
20;14.806100;6.072700
20;14.365800;6.055800
20;13.773200;6.021900
20;13.214400;6.005000
20;12.774100;5.988100
20;12.384600;5.971100
20;12.181400;5.954200
20;11.944400;5.954200
20;11.758100;5.954200
20;11.453300;5.988100
21;9.916600;4.176200
21;10.001300;3.956100
21;10.323000;3.668200
21;10.661700;3.431100
21;10.966500;3.211000
21;11.339000;2.973900
21;11.762300;2.719900
21;12.134900;2.449000
21;12.625900;2.195000
21;13.201700;1.941000
21;13.709700;2.008700
21;14.116100;2.042600
21;14.556300;2.161100
21;14.878100;2.228900
21;15.216700;2.415100
21;15.504600;2.669100
21;15.792500;3.058600
21;15.978700;3.414200
21;16.063400;3.752900
21;16.063400;4.227000
21;15.961800;4.633400
21;15.758600;4.904300
21;15.504600;5.209100
21;15.149000;5.378500
21;14.776500;5.480100
21;14.471700;5.547800
21;14.133000;5.547800
21;13.862100;5.547800
21;13.540300;5.480100
21;13.320200;5.378500
21;12.947700;5.310700
21;12.558200;5.226100
21;12.084100;5.107500
21;11.779300;5.039800
21;11.457500;4.972100
21;11.068100;4.836600
21;10.729400;4.684200
21;10.424600;4.497900
21;10.136700;4.328600
22;1.606600;3.867200
22;1.663700;3.702100
22;1.898700;3.426900
22;2.262700;3.079800
22;2.677600;2.758000
22;3.143300;2.461700
22;3.549700;2.224600
22;4.133900;1.902900
22;4.574100;1.733600
22;5.082100;1.606600
22;5.513900;1.623500
22;5.945700;1.682800
22;6.546900;1.818200
22;7.029500;1.987600
22;7.402000;2.173800
22;7.808400;2.436300
22;8.113200;2.783400
22;8.384100;3.198300
22;8.595800;3.672400
22;8.629700;4.078800
22;8.612700;4.375200
22;8.477300;4.620700
22;8.324900;4.866200
22;8.104700;5.103300
22;7.833800;5.272600
22;7.554400;5.399600
22;7.291900;5.433500
22;6.894000;5.425000
22;6.487600;5.382700
22;5.988100;5.298000
22;5.437700;5.179500
22;4.862000;5.010200
22;4.354000;4.857800
22;3.837500;4.663000
22;3.346500;4.536000
22;2.872300;4.417500
22;2.406700;4.222800
22;2.042600;4.061900
22;1.746300;4.002600
26;1.378000;12.046000
26;1.390700;11.766600
26;1.530400;11.550700
26;1.708200;11.284000
26;2.038400;10.903000
26;2.444800;10.560100
26;2.825800;10.191800
26;3.283000;9.887000
26;3.803700;9.544100
26;4.400600;9.290100
26;4.934000;9.277400
26;5.467400;9.429800
26;5.886500;9.620300
26;6.419900;9.887000
26;6.826300;10.229900
26;7.042200;10.496600
26;7.194600;10.852200
26;7.220000;11.207800
26;7.220000;11.499900
26;7.169200;11.842800
26;7.004100;12.185700
26;6.775500;12.465100
26;6.546900;12.642900
26;6.267500;12.795300
26;5.950000;12.871500
26;5.505500;12.871500
26;5.175300;12.833400
26;4.832400;12.769900
26;4.565700;12.719100
26;4.235500;12.642900
26;3.930700;12.604800
26;3.448100;12.490500
26;3.067100;12.414300
26;2.749600;12.363500
26;2.444800;12.274600
26;2.127300;12.198400
26;1.911400;12.134900
26;1.720900;12.096800
26;1.543100;12.071400
27;10.644700;8.481500
27;10.670100;8.286800
27;10.771700;8.092000
27;10.966500;7.880400
27;11.161200;7.668700
27;11.355900;7.482400
27;11.559100;7.313100
27;11.796200;7.177600
27;12.033300;7.042200
27;12.371900;6.940600
27;12.761400;6.957500
27;13.032300;7.033700
27;13.404900;7.109900
27;13.692700;7.186100
27;13.955200;7.372400
27;14.090700;7.567100
27;14.209200;7.761800
27;14.217700;7.956600
27;14.192300;8.125900
27;14.166900;8.295200
27;14.006000;8.515400
27;13.819700;8.676200
27;13.557300;8.811700
27;13.260900;8.871000
27;12.981500;8.871000
27;12.710600;8.854000
27;12.439700;8.828600
27;12.160300;8.820200
27;11.940100;8.820200
27;11.745400;8.794800
27;11.567600;8.760900
27;11.423700;8.744000
27;11.296700;8.735500
27;11.178100;8.684700
27;11.051100;8.642400
27;10.958000;8.608500
27;10.890300;8.557700
27;10.814100;8.540800
27;10.712500;8.532300
28;9.194800;7.137400
28;9.247700;6.995600
28;9.366300;6.868600
28;9.518700;6.758500
28;9.738800;6.614600
28;10.009700;6.479100
28;10.331500;6.352100
28;10.602400;6.225100
28;10.873300;6.140500
28;11.254300;6.021900
28;11.533700;6.021900
28;11.770800;6.089700
28;11.999400;6.165900
28;12.253400;6.267500
28;12.524300;6.377500
28;12.786800;6.555300
28;13.015400;6.783900
28;13.163600;7.105700
28;13.150900;7.435900
28;13.011200;7.702600
28;12.786800;7.935400
28;12.490500;8.037000
28;12.202600;8.070900
28;11.948600;8.053900
28;11.593000;8.028500
28;11.347500;7.969300
28;11.110400;7.910000
28;10.890300;7.867700
28;10.678600;7.842300
28;10.475400;7.808400
28;10.272200;7.749100
28;10.128300;7.698300
28;9.992800;7.639100
28;9.840400;7.545900
28;9.713400;7.478200
28;9.586400;7.410500
28;9.425500;7.334300
28;9.332400;7.308900
28;9.256200;7.232700
29;7.594600;22.313900
29;7.575600;22.167900
29;7.670800;21.983700
29;7.804200;21.780500
29;7.962900;21.551900
29;8.128000;21.393200
29;8.286800;21.209000
29;8.458200;21.050300
29;8.674100;20.834400
29;8.972600;20.656600
29;9.290100;20.605800
29;9.544100;20.612100
29;9.804400;20.650200
29;10.058400;20.720100
29;10.331500;20.815300
29;10.579100;20.923300
29;10.782300;21.069300
29;10.966500;21.285200
29;11.036300;21.539200
29;11.055400;21.812300
29;10.953800;22.079000
29;10.795000;22.269500
29;10.598200;22.447300
29;10.382300;22.542500
29;10.141000;22.574300
29;9.925100;22.567900
29;9.702800;22.555200
29;9.499600;22.542500
29;9.283700;22.510800
29;9.036100;22.504400
29;8.820200;22.517100
29;8.623300;22.536200
29;8.413800;22.491700
29;8.216900;22.453600
29;8.058200;22.428200
29;7.918500;22.409200
29;7.835900;22.402800
29;7.747000;22.402800
29;7.632700;22.377400
30;3.321100;21.304300
30;3.384600;21.075700
30;3.537000;20.897900
30;3.702100;20.758200
30;3.943400;20.580400
30;4.172000;20.389900
30;4.362500;20.237500
30;4.591100;20.123200
30;4.845100;19.996200
30;5.200700;19.793000
30;5.645200;19.793000
30;5.950000;19.869200
30;6.254800;19.970800
30;6.483400;20.072400
30;6.762800;20.224800
30;6.966000;20.351800
30;7.220000;20.516900
30;7.334300;20.707400
30;7.372400;20.936000
30;7.385100;21.113800
30;7.334300;21.304300
30;7.245400;21.456700
30;7.118400;21.621800
30;6.940600;21.761500
30;6.724700;21.850400
30;6.496100;21.901200
30;6.229400;21.913900
30;5.962700;21.913900
30;5.721400;21.875800
30;5.467400;21.850400
30;5.188000;21.812300
30;4.984800;21.774200
30;4.692700;21.761500
30;4.375200;21.723400
30;4.070400;21.647200
30;3.867200;21.583700
30;3.727500;21.520200
30;3.562400;21.469400
30;3.397300;21.431300
31;11.055400;4.006900
31;11.093500;3.740200
31;11.271300;3.422700
31;11.474500;3.168700
31;11.804700;2.863900
31;12.160300;2.533700
31;12.655600;2.190800
31;13.239800;1.886000
31;13.785900;1.657400
31;14.382800;1.543100
31;14.954300;1.581200
31;15.386100;1.657400
31;15.856000;1.822500
31;16.325900;1.987600
31;16.745000;2.279700
31;17.049800;2.635300
31;17.202200;3.054400
31;17.278400;3.422700
31;17.253000;3.791000
31;17.138700;4.235500
31;16.960900;4.540300
31;16.706900;4.794300
31;16.452900;4.921300
31;16.084600;5.086400
31;15.741700;5.111800
31;15.386100;5.099100
31;15.106700;5.048300
31;14.725700;4.946700
31;14.344700;4.895900
31;13.963700;4.832400
31;13.620800;4.756200
31;13.316000;4.692700
31;12.985800;4.654600
31;12.731800;4.616500
31;12.401600;4.540300
31;12.020600;4.413300
31;11.728500;4.286300
31;11.385600;4.172000
31;11.157000;4.121200
32;2.394000;24.885700
32;2.427800;24.665600
32;2.563300;24.462400
32;2.800400;24.259200
32;3.020500;23.937400
32;3.393000;23.514100
32;3.850200;23.141600
32;4.290500;22.836800
32;4.815400;22.464200
32;5.628200;22.108600
32;6.288600;22.057800
32;6.898200;22.091700
32;7.389300;22.210200
32;7.880400;22.362600
32;8.320600;22.599700
32;8.659300;22.870600
32;9.014900;23.141600
32;9.252000;23.531000
32;9.404400;23.886600
32;9.421300;24.394600
32;9.370500;24.784100
32;9.218100;25.038100
32;9.031800;25.309000
32;8.777800;25.512200
32;8.473000;25.715400
32;7.998900;25.850900
32;7.457000;25.867800
32;7.050600;25.817000
32;6.525700;25.800100
32;6.136200;25.783200
32;5.712900;25.732400
32;5.391200;25.698500
32;5.086400;25.664600
32;4.747700;25.613800
32;4.392100;25.546100
32;3.951800;25.478400
32;3.410000;25.342900
32;2.935800;25.156600
32;2.597200;25.038100
33;10.102900;7.499400
33;10.115600;7.283500
33;10.217200;7.093000
33;10.395000;6.927900
33;10.699800;6.610400
33;11.068100;6.305600
33;11.398300;6.051600
33;12.096800;5.670600
33;12.795300;5.340400
33;13.404900;5.149900
33;13.874800;5.238800
33;14.293900;5.378500
33;14.662200;5.581700
33;14.979700;5.810300
33;15.246400;6.115100
33;15.462300;6.483400
33;15.576600;6.864400
33;15.716300;7.220000
33;15.690900;7.524800
33;15.576600;7.880400
33;15.424200;8.159800
33;15.246400;8.324900
33;15.081300;8.464600
33;14.852700;8.566200
33;14.560600;8.655100
33;14.217700;8.617000
33;13.951000;8.553500
33;13.697000;8.451900
33;13.366800;8.350300
33;13.074700;8.248700
33;12.808000;8.134400
33;12.503200;8.058200
33;12.249200;7.969300
33;12.007900;7.918500
33;11.563400;7.829600
33;11.233200;7.740700
33;10.928400;7.639100
33;10.445800;7.550200
33;10.255300;7.562900
35;8.617000;3.786700
35;8.735500;3.498900
35;8.887900;3.278700
35;9.125000;3.041700
35;9.328200;2.787700
35;9.565200;2.550600
35;9.912400;2.254300
35;10.293400;1.936800
35;10.763300;1.632000
35;11.444800;1.331400
35;11.969800;1.263700
35;12.460800;1.297500
35;12.935000;1.416100
35;13.476800;1.568500
35;13.934000;1.771700
35;14.120300;2.008700
35;14.323500;2.330500
35;14.471700;2.749600
35;14.471700;3.054400
35;14.446300;3.384600
35;14.332000;3.638600
35;14.166900;3.854500
35;13.976400;4.045000
35;13.722400;4.159300
35;13.417600;4.210100
35;13.087400;4.235500
35;12.808000;4.248200
35;12.503200;4.248200
35;12.122200;4.210100
35;11.800400;4.210100
35;11.478700;4.193100
35;11.123100;4.159300
35;10.750600;4.142300
35;10.433100;4.108500
35;10.039400;4.095800
35;9.645700;4.057700
35;9.379000;3.994200
35;9.023400;3.905300
35;8.756700;3.930700
36;11.749600;25.342900
36;11.817400;25.088900
36;11.952800;24.818000
36;12.173000;24.564000
36;12.477800;24.293000
36;12.748700;24.056000
36;13.087400;23.802000
36;13.493800;23.548000
36;13.798600;23.361700
36;14.221900;23.192400
36;14.865400;23.124600
36;15.288700;23.209300
36;15.695100;23.327800
36;16.050700;23.497200
36;16.372400;23.717300
36;16.711100;23.988200
36;16.965100;24.394600
36;17.066700;24.699400
36;17.100600;24.970400
36;17.066700;25.275200
36;17.015900;25.563000
36;16.897400;25.800100
36;16.694200;26.020200
36;16.474000;26.155700
36;16.169200;26.274200
36;15.779800;26.257300
36;15.407200;26.206500
36;15.000800;26.104900
36;14.746800;26.037200
36;14.340400;25.918600
36;13.984800;25.884800
36;13.612300;25.749300
36;13.290600;25.664600
36;13.019600;25.580000
36;12.630200;25.546100
36;12.325400;25.495300
36;12.139100;25.495300
36;11.986700;25.478400
36;11.817400;25.444500
37;12.054400;22.430400
37;12.105200;22.227200
37;12.215300;22.066300
37;12.333800;21.905400
37;12.554000;21.668400
37;12.892600;21.397400
37;13.180500;21.211200
37;13.536100;20.999500
37;13.917100;20.855600
37;14.298100;20.796300
37;14.619800;20.813200
37;14.907700;20.906400
37;15.119400;20.991000
37;15.449600;21.135000
37;15.716300;21.270400
37;15.919500;21.465200
37;16.046500;21.693800
37;16.105700;21.880000
37;16.114200;22.057800
37;16.088800;22.227200
37;16.012600;22.421900
37;15.851700;22.608200
37;15.648500;22.718200
37;15.470700;22.802900
37;15.191300;22.862200
37;14.878100;22.870600
37;14.691800;22.836800
37;14.446300;22.819800
37;14.243100;22.802900
37;13.980600;22.786000
37;13.752000;22.760600
37;13.464100;22.752100
37;13.201700;22.735200
37;12.990000;22.692800
37;12.710600;22.667400
37;12.532800;22.659000
37;12.397300;22.608200
37;12.244900;22.557400
37;12.134900;22.515000
39;3.321100;23.141600
39;3.456500;22.938400
39;3.634300;22.769000
39;3.871400;22.591200
39;4.100000;22.413400
39;4.303200;22.261000
39;4.548700;22.142500
39;4.735000;22.007000
39;4.980500;21.880000
39;5.302300;21.753000
39;5.573200;21.770000
39;5.878000;21.820800
39;6.191300;21.897000
39;6.513000;21.998600
39;6.809300;22.091700
39;7.097200;22.269500
39;7.291900;22.498100
39;7.418900;22.802900
39;7.452800;23.023000
39;7.418900;23.285500
39;7.283500;23.539500
39;7.063300;23.742700
39;6.817800;23.869700
39;6.487600;23.937400
39;6.165900;23.954400
39;5.844100;23.954400
39;5.607100;23.929000
39;5.420800;23.869700
39;5.116000;23.776600
39;4.836600;23.666500
39;4.608000;23.581800
39;4.379400;23.624200
39;4.176200;23.607200
39;3.989900;23.564900
39;3.803700;23.488700
39;3.651300;23.421000
39;3.558100;23.353200
39;3.465000;23.319400
39;3.371900;23.226200
41;1.930400;7.518400
41;2.034100;7.275000
41;2.220400;7.021000
41;2.542100;6.716200
41;2.880800;6.462200
41;3.253300;6.208200
41;3.608900;5.988100
41;4.032300;5.683300
41;4.438700;5.463100
41;4.980500;5.259900
41;5.488500;5.209100
41;5.894900;5.327700
41;6.267500;5.463100
41;6.656900;5.649400
41;7.029500;5.903400
41;7.402000;6.326700
41;7.622100;6.716200
41;7.689900;7.054900
41;7.706800;7.359700
41;7.672900;7.715300
41;7.537500;7.952300
41;7.334300;8.172500
41;7.164900;8.375700
41;6.860100;8.578900
41;6.487600;8.680500
41;6.030400;8.663500
41;5.590100;8.561900
41;5.285300;8.460300
41;4.929700;8.358700
41;4.608000;8.291000
41;4.252400;8.240200
41;3.913700;8.206300
41;3.507300;8.155500
