Ecology;Site;Site_code;Latitude;Longitude;Year;Date;Sample;N;ID;DN;Rate_of_aneuploid_cells;Ploidy_of_aneuploid_cells;BTN_genotype;COI-test_Hemo;COI-test_Foot;Sex;L;Last_ring;Increment;Age;ring1;ring2;ring3;ring4;ring5;ring6;ring7;ring8;ring9;ring10;ring11;ring12;ring13;OGP_sample;OGP_site
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;60;110;no;0;NA;healthy;NA;NA;NA;"50,5";"49,6";"0,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;60;111;no;0;NA;healthy;NA;NA;NA;"51,7";51;"0,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;60;112;no;0;NA;healthy;NA;NA;NA;"48,9";"47,4";"1,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;60;113;yes;100;NA;BTN2.1;COI-11/COI-1;COI-11;NA;"48,6";"48,2";"0,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;60;114;no;0;NA;healthy;NA;NA;NA;"47,1";"45,4";"1,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;60;115;no;0;NA;healthy;NA;NA;NA;"47,8";"45,9";"1,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;60;116;no;0;NA;healthy;NA;NA;NA;"44,9";"42,9";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;60;117;yes;81;"3,7";BTN1;COI-U1;COI-X;NA;"48,5";"46,8";"1,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;60;118;no;0;NA;healthy;NA;NA;NA;"50,1";"47,4";"2,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;60;119;no;0;NA;healthy;NA;NA;NA;"49,6";"47,3";"2,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;60;120;no;0;NA;healthy;NA;NA;NA;"45,7";"44,2";"1,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;60;121;no;0;NA;healthy;NA;NA;NA;"45,1";"43,4";"1,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;60;122;no;0;NA;healthy;NA;NA;NA;"46,1";44;"2,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;60;123;no;0;NA;healthy;NA;NA;NA;"45,4";"43,8";"1,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;60;124;no;0;NA;healthy;NA;NA;NA;48;"46,5";"1,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;293;yes;100;NA;BTN1;COI-1;COI-11*/COI-1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;294;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;295;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;296;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;297;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;298;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;299;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;300;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;301;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;302;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;303;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;304;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;305;yes;8;"3,9";BTN1;COI-9_3/COI-U1;COI-9_3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;306;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;307;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;308;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;309;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;310;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;311;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;312;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;313;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;314;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;315;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;316;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;317;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;318;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;319;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;320;yes;33;"4,7";BTN2.1;J054_f/COI-1;J054_f;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;321;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;322;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;323;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;324;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;325;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;326;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;327;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;328;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;329;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;330;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;331;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;332;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;333;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;334;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;335;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;336;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;337;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;338;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;339;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;340;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;341;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;342;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;343;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;344;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;345;yes;20;"4,7";BTN2.2;COI-12/COI-2;COI-12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;346;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;347;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;348;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;349;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;350;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;351;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;352;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;353;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;354;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;355;yes;56;"4,7";BTN2.2;COI-11/COI-2;COI-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;356;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;357;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;358;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;359;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;360;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;361;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2021;14.07.2021;Single;70;362;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,098569146"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;1;no;0;NA;healthy;NA;NA;female;"43,2";"41,8";"1,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;2;no;0;NA;healthy;NA;NA;female;"50,7";"50,2";"0,5";13;NA;"7,9";"11,3";"18,4";"25,7";"30,3";"34,2";"38,8";"41,7";"44,2";"45,4";"48,2";"50,2";NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;3;no;0;NA;healthy;NA;NA;female;43;"42,3";"0,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;4;no;0;NA;healthy;NA;NA;female;"47,8";"47,4";"0,4";10;NA;5;"10,8";"16,1";24;"30,6";"36,5";"40,2";"44,7";"47,4";NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;5;no;0;NA;healthy;NA;NA;female;"46,7";"45,5";"1,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;6;no;0;NA;healthy;NA;NA;female;"44,2";"42,9";"1,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;7;no;0;NA;healthy;NA;NA;male;"46,4";"44,7";"1,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;8;no;0;NA;healthy;NA;NA;male;"43,4";"42,2";"1,2";10;"3,9";"9,6";14;"18,5";"25,4";"32,3";"36,7";"39,6";"40,8";"42,2";NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;9;no;0;NA;healthy;NA;NA;male;"41,1";"39,9";"1,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;10;no;0;NA;healthy;NA;NA;female;"39,9";39;"0,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;11;no;0;NA;healthy;NA;NA;female;"43,7";"43,4";"0,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;12;no;0;NA;healthy;NA;NA;male;"40,4";"39,6";"0,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;13;no;0;NA;healthy;NA;NA;male;"38,7";"38,3";"0,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;14;no;0;NA;healthy;NA;NA;male;"43,6";"42,8";"0,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;15;no;0;NA;healthy;NA;NA;male;"49,1";"48,2";"0,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;16;no;0;NA;healthy;NA;NA;female;"50,4";49;"1,4";10;"2,3";"7,2";"13,2";"20,7";"27,4";"33,3";"38,5";"43,9";"46,8";49;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;17;no;0;NA;healthy;NA;NA;male;"44,1";"42,5";"1,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;18;no;0;NA;healthy;NA;NA;male;"44,2";44;"0,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;19;no;0;NA;healthy;NA;NA;female;"40,5";"38,8";"1,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
yes;Littoral near the Kholodniy Stream;XP;"59,527269";"150,735007";2021;13.07.2021;Single;64;20;no;0;NA;healthy;NA;NA;male;"41,4";"40,9";"0,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,862908176"
