"","sample.id","year","latitude","longitude","n.obs","nirv.gs.avg","nirv.gs.med","nirv.gs.q90","nirv.max","nirv.max.lwr","nirv.max.upr","nirv.max.doy"
"19738","S_902",2017,55.1148968,159.9275527,1,0.15458711380602,0.15458711380602,0.15458711380602,0.162665683632363,0.162665683632363,0.162665683632363,223
"19739","S_902",2018,55.1148968,159.9275527,6,0.162685032985181,0.163325363493335,0.166785170673819,0.166785170673819,0.164506807193684,0.175044055873693,223
"19740","S_902",2019,55.1148968,159.9275527,3,0.156195124691445,0.154908315086615,0.161850998081881,0.161850998081881,0.154112888174492,0.171186064705361,223
"19741","S_902",2020,55.1148968,159.9275527,8,0.171333161716235,0.173518426794993,0.185866631991549,0.185866631991549,0.16110046170642,0.196367344967754,213
"19742","S_902",2021,55.1148968,159.9275527,1,0.157927450544482,0.157927450544482,0.157927450544482,0.159197147073731,0.159197147073731,0.159197147073731,230
"19743","S_902",2022,55.1148968,159.9275527,2,0.160717724468881,0.160717724468881,0.160904939092936,0.165456244970225,0.163274249662477,0.167638240277972,230
"19744","S_902",2023,55.1148968,159.9275527,3,0.15590600294946,0.154807126049518,0.158785848031868,0.162751963770368,0.161962179554592,0.165979965378021,230
"19745","S_902",2024,55.1148968,159.9275527,1,0.154766974781686,0.154766974781686,0.154766974781686,0.164946101863668,0.164946101863668,0.164946101863668,230
"19746","S_903",2017,55.1154744,159.886175,3,0.157685974586522,0.154782713745137,0.163580375386568,0.163580375386568,0.155282009246867,0.167254372603725,218
"19747","S_903",2018,55.1154744,159.886175,7,0.162352351981959,0.159375011332845,0.17077115674296,0.17077115674296,0.158925875974676,0.175199415697767,217
"19748","S_903",2019,55.1154744,159.886175,2,0.161566006487121,0.161566006487121,0.170321203262446,0.170321203262446,0.152367759117238,0.175939040930855,216
"19749","S_903",2020,55.1154744,159.886175,6,0.151362514658594,0.151316349562263,0.152450060506137,0.154655476552103,0.152194613661749,0.155517734833095,210
"19750","S_903",2021,55.1154744,159.886175,3,0.160684989665214,0.156277366116519,0.16757394609028,0.16757394609028,0.155685933363005,0.171987565509386,209
"19751","S_903",2022,55.1154744,159.886175,1,0.150266802188906,0.150266802188906,0.150266802188906,0.153307664244569,0.153307664244569,0.153307664244569,207
"19752","S_903",2024,55.1154744,159.886175,6,0.170120298607618,0.16183149437482,0.193610802909223,0.193610802909223,0.165645604939604,0.194339484829751,205
"19753","S_904",2004,55.1123813,160.158423,1,0.174202374404624,0.174202374404624,0.174202374404624,0.215170790297358,0.215170790297358,0.215170790297358,213
"19754","S_904",2005,55.1123813,160.158423,3,0.19885513864523,0.191286661668857,0.215884302714315,0.215884302714315,0.191665214498055,0.222801187061561,209
"19755","S_904",2006,55.1123813,160.158423,5,0.19067163113955,0.199941821691882,0.226846689794534,0.226846689794534,0.197894521742312,0.245674335661952,207
"19756","S_904",2007,55.1123813,160.158423,3,0.21128322372511,0.212046205741445,0.212232939931631,0.212232939931631,0.209523841954707,0.212279623479177,203
