"","sample.id","latitude","longitude","first.yr","last.yr","n.yr.obs","si.avg","si.sd","trend.period","si","slope","intercept","tau","pval","total.change","total.change.pcnt","trend.cat"
"568","S_569",55.0878206,159.9071846,2005,2023,17,0.3478,0.0512,"2005to2023","nirv.max",0.00578,0.2221,0.567,0.0026,0.11,49.5,"greening"
"569","S_570",55.0866679,159.9861213,2005,2023,17,0.1778,0.0113,"2005to2023","nirv.max",-0.00019,0.2757,-0.083,0.6853,-0.004,-1.5,"no_trend"
"570","S_571",55.1035848,160.0584812,2005,2023,17,0.2104,0.0149,"2005to2023","nirv.max",-0.0014,0.3558,-0.467,0.0133,-0.027,-7.6,"browning"
"571","S_572",55.0856654,159.9766965,2005,2023,18,0.1973,0.0178,"2005to2023","nirv.max",-0.00108,0.274,-0.221,0.2322,-0.021,-7.7,"no_trend"
"572","S_573",55.1302811,159.9937834,2005,2023,18,0.2755,0.0159,"2005to2023","nirv.max",-0.00019,0.2373,-0.029,0.9016,-0.004,-1.7,"no_trend"
"573","S_575",55.0880989,159.9758157,2005,2023,19,0.2007,0.0112,"2005to2023","nirv.max",-0.00014,0.2989,-0.072,0.7049,-0.003,-1,"no_trend"
"574","S_578",55.0932715,159.9350435,2005,2023,16,0.1774,0.0099,"2005to2023","nirv.max",0.00109,0.2134,0.429,0.0294,0.021,9.8,"greening"
"575","S_58",55.1053514,160.0091527,2006,2023,15,0.1771,0.0119,"2005to2023","nirv.max",0.00063,0.1161,0.209,0.3244,0.012,10.3,"no_trend"
"576","S_582",55.1107271,159.9439165,2005,2023,16,0.1764,0.0115,"2005to2023","nirv.max",0.00142,0.176,0.543,0.0056,0.027,15.3,"greening"
"577","S_584",55.0940352,160.131096,2005,2023,18,0.2454,0.0185,"2005to2023","nirv.max",-0.00094,0.3185,-0.191,0.3031,-0.018,-5.7,"no_trend"
"578","S_586",55.1277076,159.9090297,2006,2023,18,0.1768,0.0109,"2005to2023","nirv.max",-0.00046,0.1533,-0.191,0.3031,-0.009,-5.9,"no_trend"
"579","S_587",55.1361336,160.066872,2005,2023,19,0.1891,0.0153,"2005to2023","nirv.max",6e-05,0.2248,0.007,1,0.001,0.4,"no_trend"
"580","S_588",55.1131276,159.9472654,2005,2023,19,0.1835,0.0109,"2005to2023","nirv.max",-2e-05,0.2688,-0.02,0.9396,0,0,"no_trend"
"581","S_589",55.0991831,160.1571009,2005,2023,19,0.2565,0.0162,"2005to2023","nirv.max",-0.00079,0.2754,-0.15,0.4047,-0.015,-5.4,"no_trend"
"582","S_590",55.1043894,160.0589727,2005,2023,18,0.2176,0.0146,"2005to2023","nirv.max",0.00087,0.2087,0.191,0.3031,0.017,8.1,"no_trend"
"583","S_591",55.1230126,159.95879,2005,2023,19,0.2277,0.016,"2005to2023","nirv.max",-0.00081,0.2633,-0.216,0.2255,-0.015,-5.7,"no_trend"
"584","S_593",55.1372277,160.0014858,2005,2023,19,0.1756,0.0089,"2005to2023","nirv.max",-0.00045,0.1826,-0.124,0.4954,-0.009,-4.9,"no_trend"
"585","S_595",55.0928485,159.9886239,2005,2023,19,0.1804,0.0121,"2005to2023","nirv.max",-0.00023,0.202,-0.111,0.5445,-0.004,-2,"no_trend"
"586","S_597",55.0784376,160.0357306,2005,2023,18,0.3033,0.0323,"2005to2023","nirv.max",-0.0031,0.4749,-0.353,0.0529,-0.059,-12.4,"browning"
"587","S_598",55.0828178,160.0593426,2005,2023,19,0.2615,0.0211,"2005to2023","nirv.max",-0.00304,0.4276,-0.569,0.0011,-0.058,-13.6,"browning"
"588","S_599",55.1190678,159.9107151,2006,2023,13,0.1723,0.0101,"2005to2023","nirv.max",0.00024,0.1192,0.121,0.6312,0.005,4.2,"no_trend"
"589","S_6",55.1498949,160.095956,2005,2023,19,0.205,0.0148,"2005to2023","nirv.max",-0.00162,0.218,-0.386,0.028,-0.031,-14.2,"browning"
"590","S_60",55.0988627,160.0743421,2005,2023,18,0.2059,0.01,"2005to2023","nirv.max",0.00018,0.2235,0.059,0.7731,0.003,1.3,"no_trend"
"591","S_601",55.1130909,159.9519678,2005,2023,18,0.1974,0.0112,"2005to2023","nirv.max",-6e-05,0.2577,-0.029,0.9016,-0.001,-0.4,"no_trend"
"592","S_602",55.1417428,159.9766536,2005,2023,17,0.1746,0.0119,"2005to2023","nirv.max",0.00113,0.2008,0.317,0.0957,0.021,10.5,"greening"
"593","S_605",55.0939585,160.0492948,2005,2023,18,0.2266,0.0149,"2005to2023","nirv.max",-0.00081,0.2702,-0.191,0.3031,-0.015,-5.6,"no_trend"
"594","S_607",55.0974537,160.1688048,2005,2023,19,0.2798,0.0169,"2005to2023","nirv.max",-4e-04,0.2368,-0.111,0.5445,-0.008,-3.4,"no_trend"
"595","S_608",55.089128,159.9819514,2005,2023,18,0.1977,0.0142,"2005to2023","nirv.max",-0.00118,0.2759,-0.279,0.1275,-0.022,-8,"no_trend"
"596","S_609",55.1375514,160.0273778,2005,2023,18,0.1751,0.01,"2005to2023","nirv.max",0.00039,0.174,0.176,0.3434,0.007,4,"no_trend"
"597","S_61",55.0990664,160.169322,2006,2023,17,0.2796,0.0171,"2005to2023","nirv.max",0.00081,0.1715,0.25,0.1917,0.015,8.7,"no_trend"
"598","S_611",55.1337259,159.9331654,2005,2023,17,0.1727,0.0102,"2005to2023","nirv.max",-0.00082,0.1736,-0.333,0.0791,-0.016,-9.2,"browning"
"599","S_615",55.0913932,160.00175,2005,2023,19,0.2247,0.0209,"2005to2023","nirv.max",-0.00166,0.2661,-0.373,0.0339,-0.032,-12,"browning"
"600","S_616",55.107552,160.1559319,2005,2023,18,0.2957,0.0223,"2005to2023","nirv.max",0.00028,0.2959,0.059,0.7731,0.005,1.7,"no_trend"
"601","S_617",55.0827481,159.9362079,2005,2023,18,0.2171,0.0167,"2005to2023","nirv.max",-0.00144,0.2805,-0.309,0.0912,-0.027,-9.6,"browning"
"602","S_618",55.0910186,160.0144326,2005,2023,15,0.1705,0.0096,"2005to2023","nirv.max",-0.00064,0.2688,-0.297,0.1546,-0.012,-4.5,"no_trend"
"603","S_62",55.1328024,159.982082,2005,2023,19,0.1745,0.012,"2005to2023","nirv.max",0.00102,0.2156,0.294,0.0956,0.019,8.8,"greening"
"604","S_620",55.0821718,160.0715448,2005,2023,16,0.2437,0.0249,"2005to2023","nirv.max",-0.00224,0.2391,-0.39,0.0478,-0.043,-18,"browning"
"605","S_621",55.1240723,159.926354,2005,2023,19,0.1728,0.0115,"2005to2023","nirv.max",-4e-04,0.2319,-0.137,0.4487,-0.008,-3.4,"no_trend"
"606","S_622",55.0916705,160.0948328,2005,2023,16,0.2608,0.0166,"2005to2023","nirv.max",-0.00069,0.2903,-0.162,0.4285,-0.013,-4.5,"no_trend"
"607","S_623",55.0935998,160.0281309,2006,2023,17,0.1738,0.0113,"2005to2023","nirv.max",-4e-05,0.1705,0,1,-0.001,-0.6,"no_trend"
"608","S_624",55.1248271,159.9334284,2005,2023,18,0.2309,0.0136,"2005to2023","nirv.max",-0.00041,0.2924,-0.103,0.5923,-0.008,-2.7,"no_trend"
"609","S_625",55.0918964,160.1291553,2005,2023,19,0.2728,0.0175,"2005to2023","nirv.max",-0.00063,0.3194,-0.085,0.6494,-0.012,-3.8,"no_trend"
"610","S_626",55.1233736,159.911754,2005,2023,17,0.1801,0.0127,"2005to2023","nirv.max",0.00019,0.224,0.083,0.6853,0.004,1.8,"no_trend"
"611","S_627",55.1330485,160.0804362,2005,2023,19,0.2727,0.0225,"2005to2023","nirv.max",-0.00012,0.2969,-0.046,0.8202,-0.002,-0.7,"no_trend"
"612","S_628",55.080297,159.973746,2005,2023,17,0.2015,0.0201,"2005to2023","nirv.max",-0.00241,0.2629,-0.383,0.0428,-0.046,-17.5,"browning"
"613","S_630",55.1349584,160.015076,2005,2023,18,0.2234,0.0163,"2005to2023","nirv.max",-0.00185,0.1835,-0.397,0.029,-0.035,-19.1,"browning"
"614","S_631",55.1423479,160.0957491,2005,2023,18,0.2048,0.0106,"2005to2023","nirv.max",0.00087,0.2576,0.25,0.174,0.017,6.6,"no_trend"
"615","S_632",55.0831606,160.0508921,2005,2023,19,0.2375,0.0188,"2005to2023","nirv.max",-0.00056,0.2932,-0.163,0.3633,-0.011,-3.8,"no_trend"
"616","S_635",55.1055033,160.0232638,2005,2023,19,0.2029,0.0156,"2005to2023","nirv.max",-0.00069,0.1782,-0.399,0.023,-0.013,-7.3,"browning"
"617","S_637",55.0978647,159.9337403,2005,2023,18,0.2043,0.0199,"2005to2023","nirv.max",-0.00186,0.2847,-0.426,0.0189,-0.035,-12.3,"browning"
"618","S_639",55.1139533,159.9096581,2005,2023,18,0.2306,0.0197,"2005to2023","nirv.max",-0.00219,0.2944,-0.456,0.012,-0.042,-14.3,"browning"
"619","S_64",55.1028956,159.9456128,2005,2023,18,0.1802,0.0146,"2005to2023","nirv.max",-0.00098,0.2705,-0.265,0.1494,-0.019,-7,"no_trend"
"620","S_640",55.0922362,160.0299762,2005,2023,16,0.1799,0.0129,"2005to2023","nirv.max",-2e-05,0.2459,-0.029,0.9212,0,0,"no_trend"
"621","S_643",55.1232488,159.9630297,2005,2023,19,0.2186,0.0126,"2005to2023","nirv.max",-5e-04,0.2497,-0.098,0.5959,-0.01,-4,"no_trend"
"622","S_644",55.0964931,160.0366676,2005,2023,17,0.1869,0.0115,"2005to2023","nirv.max",0.00053,0.2765,0.183,0.3444,0.01,3.6,"no_trend"
"623","S_646",55.1338724,160.0159896,2005,2023,18,0.2602,0.0204,"2005to2023","nirv.max",-0.0027,0.233,-0.441,0.0151,-0.051,-21.9,"browning"
"624","S_648",55.0851524,159.9390841,2005,2023,19,0.1875,0.0102,"2005to2023","nirv.max",0.00035,0.1936,0.163,0.3633,0.007,3.6,"no_trend"
"625","S_65",55.0911661,159.9965736,2005,2023,19,0.1755,0.0106,"2005to2023","nirv.max",0.00038,0.1316,0.176,0.3247,0.007,5.3,"no_trend"
"626","S_650",55.0911461,160.0313584,2006,2023,13,0.173,0.0127,"2005to2023","nirv.max",0.00017,0.2266,0.03,0.9453,0.003,1.3,"no_trend"
"627","S_653",55.0830094,160.0682773,2005,2023,16,0.2189,0.0207,"2005to2023","nirv.max",-0.00108,0.3097,-0.219,0.2763,-0.021,-6.8,"no_trend"
"628","S_654",55.0999574,160.0724907,2005,2023,17,0.1913,0.0076,"2005to2023","nirv.max",-0.00013,0.2503,-0.133,0.4995,-0.002,-0.8,"no_trend"
"629","S_655",55.13825,159.9751564,2005,2023,19,0.2088,0.0185,"2005to2023","nirv.max",-0.00096,0.2561,-0.203,0.2558,-0.018,-7,"no_trend"
"630","S_657",55.1123358,160.1052747,2005,2023,15,0.1825,0.0142,"2005to2023","nirv.max",-0.00189,0.2777,-0.516,0.0118,-0.036,-13,"browning"
"631","S_658",55.1446245,159.953189,2005,2023,16,0.1751,0.016,"2005to2023","nirv.max",0.00055,0.1038,0.276,0.1659,0.01,9.6,"no_trend"
"632","S_659",55.096645,159.9858967,2005,2023,18,0.197,0.0198,"2005to2023","nirv.max",1e-04,0.1412,0.029,0.9016,0.002,1.4,"no_trend"
"633","S_661",55.1007184,160.0151484,2005,2023,19,0.1838,0.0103,"2005to2023","nirv.max",9e-05,0.2116,0.059,0.7619,0.002,0.9,"no_trend"
"634","S_669",55.091683,159.9312459,2005,2023,19,0.1872,0.0122,"2005to2023","nirv.max",-0.00043,0.22,-0.163,0.3633,-0.008,-3.6,"no_trend"
"635","S_672",55.0702286,159.9514198,2005,2023,16,0.2429,0.0171,"2005to2023","nirv.max",-0.00206,0.2486,-0.505,0.0101,-0.039,-15.7,"browning"
"636","S_673",55.1088866,160.0054796,2005,2023,18,0.1924,0.0174,"2005to2023","nirv.max",-0.00032,0.2235,-0.044,0.8368,-0.006,-2.7,"no_trend"
"637","S_675",55.078823,159.9206088,2005,2023,19,0.181,0.0149,"2005to2023","nirv.max",-0.00046,0.1989,-0.124,0.4954,-0.009,-4.5,"no_trend"
"638","S_676",55.1100135,160.1522406,2005,2023,17,0.1883,0.015,"2005to2023","nirv.max",-0.00121,0.1698,-0.267,0.1628,-0.023,-13.5,"no_trend"
"639","S_677",55.0799907,160.0432899,2005,2023,19,0.2563,0.0181,"2005to2023","nirv.max",-0.00131,0.2926,-0.19,0.2889,-0.025,-8.5,"no_trend"
"640","S_678",55.0924443,160.0050669,2005,2023,17,0.1755,0.0113,"2005to2023","nirv.max",0.00058,0.2131,0.15,0.444,0.011,5.2,"no_trend"
"641","S_68",55.0905712,160.0971531,2005,2023,18,0.2687,0.023,"2005to2023","nirv.max",0.00148,0.238,0.221,0.2322,0.028,11.8,"no_trend"
"642","S_680",55.109422,160.0995508,2005,2023,18,0.201,0.0126,"2005to2023","nirv.max",-0.00048,0.2147,-0.176,0.3434,-0.009,-4.2,"no_trend"
"643","S_681",55.0849047,160.0039378,2005,2023,18,0.2268,0.02,"2005to2023","nirv.max",-0.00028,0.1789,-0.059,0.7731,-0.005,-2.8,"no_trend"
"644","S_683",55.1336043,160.0785689,2005,2023,19,0.2016,0.0146,"2005to2023","nirv.max",-0.00028,0.2372,-0.124,0.4954,-0.005,-2.1,"no_trend"
"645","S_686",55.1214832,159.9121813,2005,2023,16,0.1725,0.0119,"2005to2023","nirv.max",1e-04,0.2527,0.067,0.7665,0.002,0.8,"no_trend"
"646","S_687",55.135255,159.9092012,2005,2023,19,0.1737,0.0095,"2005to2023","nirv.max",0.00049,0.207,0.307,0.0814,0.009,4.3,"greening"
"647","S_688",55.122687,159.895273,2005,2023,18,0.172,0.0105,"2005to2023","nirv.max",-0.00034,0.1062,-0.162,0.387,-0.006,-5.6,"no_trend"
"648","S_689",55.1328376,159.943497,2006,2023,18,0.1745,0.0118,"2005to2023","nirv.max",0.00033,0.1591,0.088,0.6505,0.006,3.8,"no_trend"
"649","S_690",55.1013752,160.0645354,2005,2023,16,0.2179,0.0181,"2005to2023","nirv.max",-0.0013,0.244,-0.257,0.1982,-0.025,-10.2,"no_trend"
"650","S_692",55.1391647,160.0278899,2006,2023,18,0.1828,0.0158,"2005to2023","nirv.max",0.00023,0.1804,0.074,0.7108,0.004,2.2,"no_trend"
"651","S_693",55.0902666,159.9744584,2005,2023,18,0.1853,0.0149,"2005to2023","nirv.max",-0.00021,0.2373,-0.059,0.7731,-0.004,-1.7,"no_trend"
"652","S_7",55.1338646,159.9501092,2005,2023,18,0.1852,0.0122,"2005to2023","nirv.max",-0.00138,0.2905,-0.456,0.012,-0.026,-9,"browning"
"653","S_70",55.1361591,159.932281,2005,2023,17,0.1789,0.0151,"2005to2023","nirv.max",-2e-04,0.1951,-0.067,0.7526,-0.004,-2.1,"no_trend"
"654","S_700",55.1334519,159.8978667,2005,2023,19,0.1824,0.0089,"2005to2023","nirv.max",-0.00011,0.2252,-0.059,0.7619,-0.002,-0.9,"no_trend"
"655","S_701",55.09003,160.0035962,2005,2023,19,0.2029,0.0145,"2005to2023","nirv.max",-0.00029,0.176,-0.046,0.8202,-0.006,-3.4,"no_trend"
"656","S_702",55.0845733,159.9442404,2005,2023,18,0.1798,0.0117,"2005to2023","nirv.max",-0.00065,0.2489,-0.176,0.3434,-0.012,-4.8,"no_trend"
"657","S_704",55.0986107,160.1025451,2005,2023,18,0.2267,0.0227,"2005to2023","nirv.max",-0.00139,0.2133,-0.382,0.0357,-0.026,-12.2,"browning"
"658","S_705",55.1266294,159.9090052,2006,2023,16,0.1713,0.0113,"2005to2023","nirv.max",-0.00038,0.1914,-0.086,0.6922,-0.007,-3.7,"no_trend"
"659","S_706",55.0946542,160.0309786,2005,2023,19,0.1961,0.012,"2005to2023","nirv.max",-0.00061,0.2307,-0.229,0.1978,-0.012,-5.2,"no_trend"
"660","S_707",55.0925368,159.9937871,2006,2023,16,0.1768,0.0142,"2005to2023","nirv.max",0.00086,0.2385,0.352,0.0748,0.016,6.7,"greening"
"661","S_708",55.1107635,159.9392144,2005,2023,18,0.186,0.0081,"2005to2023","nirv.max",1e-04,0.2335,0.088,0.6505,0.002,0.9,"no_trend"
"662","S_713",55.0921081,160.0450156,2005,2023,19,0.2034,0.0227,"2005to2023","nirv.max",-0.00288,0.3111,-0.529,0.0024,-0.055,-17.7,"browning"
"663","S_714",55.1060448,159.9903604,2005,2023,18,0.1891,0.0162,"2005to2023","nirv.max",-6e-05,0.2315,-0.015,0.9671,-0.001,-0.4,"no_trend"
"664","S_715",55.0845528,160.0457586,2005,2023,19,0.2549,0.0228,"2005to2023","nirv.max",-0.0016,0.2933,-0.268,0.1297,-0.03,-10.2,"no_trend"
"665","S_717",55.1430878,160.0101048,2005,2023,18,0.1735,0.0144,"2005to2023","nirv.max",-0.00083,0.2352,-0.25,0.174,-0.016,-6.8,"no_trend"
"666","S_72",55.1360467,160.0767524,2005,2023,19,0.1933,0.0143,"2005to2023","nirv.max",0.00018,0.2385,0.02,0.9396,0.003,1.3,"no_trend"
"667","S_720",55.096748,160.129292,2006,2023,17,0.3981,0.03,"2005to2023","nirv.max",-0.00167,0.3752,-0.3,0.1151,-0.032,-8.5,"no_trend"
"668","S_721",55.093425,160.016844,2005,2023,15,0.167,0.0095,"2005to2023","nirv.max",0.00041,0.189,0.187,0.3811,0.008,4.2,"no_trend"
"669","S_723",55.1293436,159.9763509,2005,2023,19,0.3017,0.0224,"2005to2023","nirv.max",-8e-04,0.4089,-0.176,0.3247,-0.015,-3.7,"no_trend"
"670","S_728",55.146553,159.981949,2005,2023,18,0.1815,0.0119,"2005to2023","nirv.max",7e-04,0.1883,0.191,0.3031,0.013,6.9,"no_trend"
"671","S_729",55.089233,160.0021661,2005,2023,18,0.1801,0.0122,"2005to2023","nirv.max",-0.00101,0.1751,-0.279,0.1275,-0.019,-10.9,"no_trend"
"672","S_730",55.1059061,160.0072857,2005,2023,19,0.1737,0.0117,"2005to2023","nirv.max",0.00022,0.1706,0.072,0.7049,0.004,2.3,"no_trend"
"673","S_731",55.0951414,160.0371027,2005,2023,19,0.233,0.0114,"2005to2023","nirv.max",0.00075,0.2891,0.216,0.2255,0.014,4.8,"no_trend"
"674","S_732",55.0730442,159.9359813,2005,2023,19,0.193,0.0193,"2005to2023","nirv.max",-0.00083,0.2245,-0.176,0.3247,-0.016,-7.1,"no_trend"
"675","S_735",55.0981694,160.0611591,2006,2023,15,0.1847,0.014,"2005to2023","nirv.max",-0.00222,0.305,-0.473,0.0215,-0.042,-13.8,"browning"
"676","S_736",55.1066128,160.0820741,2005,2023,18,0.1998,0.0123,"2005to2023","nirv.max",-0.00099,0.174,-0.279,0.1275,-0.019,-10.9,"no_trend"
"677","S_739",55.0962515,160.0333704,2005,2023,19,0.1876,0.0096,"2005to2023","nirv.max",0.00054,0.2335,0.242,0.1727,0.01,4.3,"no_trend"
"678","S_74",55.0891848,159.9405887,2005,2023,19,0.1946,0.0135,"2005to2023","nirv.max",-0.00137,0.272,-0.373,0.0339,-0.026,-9.6,"browning"
"679","S_740",55.1038216,160.0622493,2005,2023,17,0.2066,0.0097,"2005to2023","nirv.max",-0.00018,0.2574,-0.083,0.6853,-0.003,-1.2,"no_trend"
"680","S_741",55.1396127,159.9389504,2005,2023,16,0.1752,0.0151,"2005to2023","nirv.max",0.00147,0.1518,0.295,0.1376,0.028,18.4,"no_trend"
"681","S_742",55.0837603,160.043858,2005,2023,19,0.1999,0.0232,"2005to2023","nirv.max",-0.00234,0.25,-0.359,0.0408,-0.044,-17.6,"browning"
"682","S_744",55.0909167,160.0887012,2005,2023,18,0.2527,0.022,"2005to2023","nirv.max",-0.00015,0.2028,-0.015,0.9671,-0.003,-1.5,"no_trend"
"683","S_746",55.1443189,160.0863891,2005,2023,19,0.2038,0.0094,"2005to2023","nirv.max",-0.00035,0.2644,-0.176,0.3247,-0.007,-2.6,"no_trend"
"684","S_749",55.1092334,159.8916802,2005,2023,19,0.2139,0.0167,"2005to2023","nirv.max",-0.00263,0.2339,-0.516,0.0031,-0.05,-21.4,"browning"
"685","S_75",55.1229331,159.9343251,2005,2023,18,0.1843,0.0127,"2005to2023","nirv.max",-0.00079,0.251,-0.191,0.3031,-0.015,-6,"no_trend"
"686","S_751",55.1432993,160.0797718,2005,2023,19,0.1758,0.0131,"2005to2023","nirv.max",-0.00139,0.2525,-0.373,0.0339,-0.026,-10.3,"browning"
"687","S_752",55.1443967,159.981896,2005,2023,17,0.1848,0.0116,"2005to2023","nirv.max",-0.00092,0.2777,-0.367,0.0529,-0.017,-6.1,"browning"
"688","S_753",55.1271298,159.914192,2006,2023,18,0.1744,0.0146,"2005to2023","nirv.max",-0.00091,0.1944,-0.338,0.0638,-0.017,-8.7,"browning"
"689","S_755",55.080224,160.0475254,2005,2023,18,0.3226,0.0247,"2005to2023","nirv.max",2e-04,0.2935,0.015,0.9671,0.004,1.4,"no_trend"
"690","S_758",55.1342472,160.0032935,2005,2023,19,0.1881,0.0134,"2005to2023","nirv.max",0.00013,0.1731,0.02,0.9396,0.002,1.2,"no_trend"
"691","S_759",55.0945812,160.0074711,2005,2023,19,0.1965,0.0154,"2005to2023","nirv.max",-0.00027,0.2317,-0.137,0.4487,-0.005,-2.2,"no_trend"
"692","S_760",55.1391851,159.9243508,2005,2023,19,0.1743,0.0106,"2005to2023","nirv.max",0.00091,0.18,0.229,0.1978,0.017,9.4,"no_trend"
"693","S_762",55.0909362,159.9580223,2005,2023,19,0.2782,0.0162,"2005to2023","nirv.max",-0.00051,0.2419,-0.176,0.3247,-0.01,-4.1,"no_trend"
"694","S_765",55.0917474,159.922786,2005,2023,19,0.2062,0.0158,"2005to2023","nirv.max",-0.00138,0.286,-0.346,0.0489,-0.026,-9.1,"browning"
"695","S_767",55.0949781,159.9919672,2005,2023,18,0.1762,0.015,"2005to2023","nirv.max",-6e-05,0.1779,-0.015,0.9671,-0.001,-0.6,"no_trend"
"696","S_768",55.1414376,159.9469945,2005,2023,17,0.1945,0.0146,"2005to2023","nirv.max",3e-04,0.2262,0.117,0.5584,0.006,2.7,"no_trend"
"697","S_769",55.1408101,160.0561716,2005,2023,19,0.1968,0.0114,"2005to2023","nirv.max",6e-05,0.1641,0.02,0.9396,0.001,0.6,"no_trend"
"698","S_77",55.102019,160.0208238,2005,2023,18,0.1809,0.0126,"2005to2023","nirv.max",0.00086,0.1965,0.235,0.2016,0.016,8.1,"no_trend"
"699","S_770",55.1098648,159.8789966,2005,2023,17,0.1711,0.0098,"2005to2023","nirv.max",0.00036,0.1395,0.133,0.4995,0.007,5,"no_trend"
"700","S_771",55.1147302,159.9491847,2005,2023,19,0.1794,0.0115,"2005to2023","nirv.max",2e-04,0.1847,0.059,0.7619,0.004,2.2,"no_trend"
"701","S_772",55.0875786,159.9734529,2005,2023,18,0.1974,0.0169,"2005to2023","nirv.max",-0.00162,0.2185,-0.25,0.174,-0.031,-14.2,"no_trend"
"702","S_773",55.1455202,159.9762751,2005,2023,17,0.1731,0.0095,"2005to2023","nirv.max",0.00042,0.1633,0.183,0.3444,0.008,4.9,"no_trend"
"703","S_776",55.0804439,159.9201761,2005,2023,18,0.1803,0.0189,"2005to2023","nirv.max",-0.00165,0.1608,-0.397,0.029,-0.031,-19.3,"browning"
"704","S_778",55.1040871,160.0627265,2005,2023,18,0.2015,0.0117,"2005to2023","nirv.max",-6e-04,0.2314,-0.103,0.5923,-0.011,-4.8,"no_trend"
"705","S_780",55.1171525,159.9497125,2005,2023,18,0.1722,0.0121,"2005to2023","nirv.max",5e-04,0.2582,0.25,0.174,0.01,3.9,"no_trend"
"706","S_782",55.0854147,159.9400302,2005,2023,18,0.187,0.013,"2005to2023","nirv.max",-0.00077,0.301,-0.265,0.1494,-0.015,-5,"no_trend"
"707","S_784",55.0829699,159.9766308,2005,2023,17,0.1907,0.0146,"2005to2023","nirv.max",-0.00073,0.1887,-0.183,0.3444,-0.014,-7.4,"no_trend"
"708","S_785",55.0892672,160.0303699,2005,2023,17,0.1727,0.0123,"2005to2023","nirv.max",-0.00098,0.2959,-0.317,0.0957,-0.019,-6.4,"browning"
"709","S_786",55.098154,160.1518994,2005,2023,17,0.1875,0.0147,"2005to2023","nirv.max",0.00075,0.1394,0.167,0.3923,0.014,10,"no_trend"
"710","S_788",55.1317052,159.9844078,2005,2023,19,0.2326,0.0174,"2005to2023","nirv.max",0.00039,0.2898,0.176,0.3247,0.007,2.4,"no_trend"
"711","S_79",55.1048523,160.1563242,2005,2023,19,0.3325,0.0263,"2005to2023","nirv.max",-0.00064,0.3367,-0.098,0.5959,-0.012,-3.6,"no_trend"
"712","S_790",55.0935013,159.94022,2005,2023,18,0.2018,0.0096,"2005to2023","nirv.max",-0.00061,0.287,-0.235,0.2016,-0.012,-4.2,"no_trend"
"713","S_792",55.100506,160.1016569,2006,2023,18,0.2238,0.017,"2005to2023","nirv.max",-0.00021,0.1417,-0.074,0.7108,-0.004,-2.8,"no_trend"
"714","S_793",55.1137914,160.1518789,2005,2023,18,0.1817,0.0139,"2005to2023","nirv.max",-0.00116,0.2125,-0.353,0.0529,-0.022,-10.4,"browning"
"715","S_794",55.0879985,159.9194095,2005,2023,18,0.1774,0.0131,"2005to2023","nirv.max",-0.00071,0.2742,-0.309,0.0912,-0.013,-4.7,"browning"
"716","S_795",55.0950489,160.047913,2005,2023,17,0.1865,0.0093,"2005to2023","nirv.max",-0.00058,0.2919,-0.217,0.2604,-0.011,-3.8,"no_trend"
"717","S_796",55.1390171,159.9803521,2005,2023,18,0.1758,0.0164,"2005to2023","nirv.max",-0.00041,0.1679,-0.029,0.9016,-0.008,-4.8,"no_trend"
"718","S_797",55.1177201,159.9106844,2006,2023,16,0.1792,0.0142,"2005to2023","nirv.max",-3e-05,0.2686,-0.01,1,-0.001,-0.4,"no_trend"
"719","S_8",55.0990114,160.1467521,2005,2023,19,0.3473,0.02,"2005to2023","nirv.max",0.00094,0.4338,0.111,0.5445,0.018,4.1,"no_trend"
"720","S_80",55.1462607,159.9847661,2005,2023,14,0.1669,0.0101,"2005to2023","nirv.max",-0.00022,0.2231,-0.051,0.8548,-0.004,-1.8,"no_trend"
"721","S_800",55.1387205,159.9144569,2005,2023,17,0.1778,0.0106,"2005to2023","nirv.max",-0.00022,0.1772,-0.05,0.8219,-0.004,-2.3,"no_trend"
"722","S_801",55.0848247,159.9465963,2005,2023,18,0.2764,0.0187,"2005to2023","nirv.max",-0.00038,0.3718,-0.118,0.5366,-0.007,-1.9,"no_trend"
"723","S_804",55.1071639,160.0181334,2005,2023,19,0.2034,0.0149,"2005to2023","nirv.max",0.00078,0.2215,0.137,0.4487,0.015,6.8,"no_trend"
"724","S_805",55.1399215,160.0340278,2005,2023,18,0.2032,0.0136,"2005to2023","nirv.max",-5e-04,0.2419,-0.206,0.2661,-0.01,-4.1,"no_trend"
"725","S_806",55.0891557,159.9443484,2005,2023,18,0.1782,0.0126,"2005to2023","nirv.max",-0.00079,0.2428,-0.25,0.174,-0.015,-6.2,"no_trend"
"726","S_807",55.096593,159.9586277,2005,2023,17,0.1771,0.0145,"2005to2023","nirv.max",0.00036,0.1699,0.05,0.8219,0.007,4.1,"no_trend"
"727","S_809",55.0934316,160.0478707,2005,2023,19,0.2078,0.0216,"2005to2023","nirv.max",-0.00297,0.3117,-0.542,0.0019,-0.056,-18,"browning"
"728","S_81",55.088886,160.1046278,2005,2023,17,0.263,0.0198,"2005to2023","nirv.max",9e-04,0.2224,0.15,0.444,0.017,7.6,"no_trend"
"729","S_813",55.1480826,159.9928136,2005,2023,17,0.1803,0.0144,"2005to2023","nirv.max",4e-04,0.1791,0.1,0.6204,0.008,4.5,"no_trend"
"730","S_814",55.0970489,159.9346616,2005,2023,19,0.2215,0.0173,"2005to2023","nirv.max",2e-05,0.3279,0.007,1,0,0,"no_trend"
