"","sample.id","latitude","longitude","first.yr","last.yr","n.yr.obs","si.avg","si.sd","trend.period","si","slope","intercept","tau","pval","total.change","total.change.pcnt","trend.cat"
"704","S_657",55.1123358,160.1052747,2004,2023,19,0.6243,0.0314,"2003to2023","kndvi.max",-0.00303,0.6894,-0.412,0.0189,-0.064,-9.3,"browning"
"705","S_658",55.1446245,159.953189,2004,2023,20,0.6024,0.0175,"2003to2023","kndvi.max",0.00028,0.6813,0.053,0.7796,0.006,0.9,"no_trend"
"706","S_659",55.096645,159.9858967,2004,2023,19,0.6218,0.0257,"2003to2023","kndvi.max",0.00022,0.5285,0.046,0.8202,0.005,0.9,"no_trend"
"707","S_66",55.1280147,159.9396193,2004,2023,20,0.5936,0.0299,"2003to2023","kndvi.max",-0.00031,0.716,-0.064,0.7264,-0.007,-1,"no_trend"
"708","S_660",55.1208552,159.8877054,2004,2023,20,0.5568,0.0392,"2003to2023","kndvi.max",-0.0035,0.3859,-0.368,0.0301,-0.074,-19.2,"browning"
"709","S_661",55.1007184,160.0151484,2004,2023,20,0.6199,0.0235,"2003to2023","kndvi.max",-0.00042,0.6662,-0.018,0.9442,-0.009,-1.4,"no_trend"
"710","S_662",55.0953196,160.0159518,2004,2023,19,0.615,0.0184,"2003to2023","kndvi.max",-0.00048,0.782,-0.15,0.4047,-0.01,-1.3,"no_trend"
"711","S_663",55.1379152,159.9492642,2004,2023,19,0.5504,0.0188,"2003to2023","kndvi.max",0.00108,0.542,0.137,0.4487,0.023,4.2,"no_trend"
"712","S_664",55.1414051,159.9851172,2004,2023,20,0.5726,0.0245,"2003to2023","kndvi.max",0.00044,0.7567,0.088,0.6243,0.009,1.2,"no_trend"
"713","S_665",55.0770003,159.9473514,2004,2023,19,0.6343,0.0328,"2003to2023","kndvi.max",-0.00311,0.5529,-0.333,0.0582,-0.065,-11.8,"browning"
"714","S_666",55.0917051,160.0290224,2004,2023,20,0.5972,0.0372,"2003to2023","kndvi.max",-9e-04,0.858,-0.146,0.4011,-0.019,-2.2,"no_trend"
"715","S_667",55.1174805,159.9421942,2004,2023,20,0.5758,0.0339,"2003to2023","kndvi.max",-0.00069,0.6047,-0.17,0.3273,-0.014,-2.3,"no_trend"
"716","S_668",55.0936418,159.9905238,2004,2023,19,0.5964,0.0255,"2003to2023","kndvi.max",-0.00019,0.5749,-0.007,1,-0.004,-0.7,"no_trend"
"717","S_67",55.128237,159.945741,2004,2023,20,0.572,0.0382,"2003to2023","kndvi.max",0.00027,0.7065,0.064,0.7264,0.006,0.8,"no_trend"
"718","S_670",55.0950422,160.016885,2004,2023,19,0.6203,0.0195,"2003to2023","kndvi.max",0.00057,0.8892,0.111,0.5445,0.012,1.3,"no_trend"
"719","S_673",55.1088866,160.0054796,2004,2023,20,0.6229,0.0255,"2003to2023","kndvi.max",-0.00145,0.7978,-0.216,0.2079,-0.03,-3.8,"no_trend"
"720","S_674",55.1026287,160.0123756,2004,2023,20,0.6001,0.0261,"2003to2023","kndvi.max",-0.00059,0.7056,-0.064,0.7264,-0.012,-1.7,"no_trend"
"721","S_675",55.078823,159.9206088,2004,2023,20,0.5936,0.0405,"2003to2023","kndvi.max",-0.00406,0.5092,-0.368,0.0301,-0.085,-16.7,"browning"
"722","S_676",55.1100135,160.1522406,2004,2023,18,0.6566,0.037,"2003to2023","kndvi.max",-0.00121,0.8459,-0.324,0.0765,-0.025,-3,"browning"
"723","S_679",55.1290493,159.9452897,2004,2023,20,0.568,0.0271,"2003to2023","kndvi.max",-5e-05,0.6067,-0.006,1,-0.001,-0.2,"no_trend"
"724","S_682",55.1010851,160.0668786,2004,2023,20,0.5902,0.0449,"2003to2023","kndvi.max",-0.00259,0.5004,-0.298,0.0802,-0.054,-10.8,"browning"
"725","S_684",55.121111,159.8895927,2004,2023,20,0.5784,0.0326,"2003to2023","kndvi.max",-0.00082,0.593,-0.088,0.6243,-0.017,-2.9,"no_trend"
"726","S_687",55.135255,159.9092012,2004,2023,20,0.5855,0.0427,"2003to2023","kndvi.max",0.00023,0.5134,0.041,0.8337,0.005,1,"no_trend"
"727","S_688",55.122687,159.895273,2004,2023,20,0.6068,0.0189,"2003to2023","kndvi.max",-0.00119,0.7528,-0.31,0.0689,-0.025,-3.3,"browning"
"728","S_689",55.1328376,159.943497,2004,2023,20,0.5841,0.0345,"2003to2023","kndvi.max",-0.00011,0.5914,-0.053,0.7796,-0.002,-0.3,"no_trend"
"729","S_69",55.1052614,160.0199659,2004,2023,20,0.5947,0.0354,"2003to2023","kndvi.max",0.00124,0.6458,0.158,0.363,0.026,4,"no_trend"
"730","S_692",55.1391647,160.0278899,2004,2023,19,0.6149,0.0182,"2003to2023","kndvi.max",0.00032,0.8265,0.124,0.4954,0.007,0.8,"no_trend"
"731","S_693",55.0902666,159.9744584,2004,2023,20,0.6061,0.0146,"2003to2023","kndvi.max",0.00027,0.696,0.041,0.8337,0.006,0.9,"no_trend"
"732","S_694",55.1488959,160.0248448,2004,2023,20,0.6156,0.0416,"2003to2023","kndvi.max",0.00027,0.5203,0.029,0.8887,0.006,1.2,"no_trend"
"733","S_695",55.1467396,160.0247896,2004,2023,19,0.6123,0.0222,"2003to2023","kndvi.max",0.00064,0.6076,0.085,0.6494,0.013,2.1,"no_trend"
"734","S_698",55.1200225,159.8909798,2004,2023,19,0.5696,0.0298,"2003to2023","kndvi.max",-0.00145,0.4147,-0.19,0.2889,-0.03,-7.2,"no_trend"
"735","S_699",55.1035575,159.9978223,2004,2023,20,0.5835,0.0199,"2003to2023","kndvi.max",0.00102,0.7405,0.228,0.1837,0.021,2.8,"no_trend"
"736","S_7",55.1338646,159.9501092,2004,2023,20,0.5875,0.033,"2003to2023","kndvi.max",-0.00097,0.6966,-0.205,0.2342,-0.02,-2.9,"no_trend"
"737","S_70",55.1361591,159.932281,2004,2023,20,0.5859,0.0281,"2003to2023","kndvi.max",-5e-05,0.7149,-0.029,0.8887,-0.001,-0.1,"no_trend"
"738","S_703",55.0866588,160.0199624,2004,2023,18,0.6373,0.0215,"2003to2023","kndvi.max",-0.00188,0.7189,-0.456,0.012,-0.039,-5.4,"browning"
"739","S_704",55.0986107,160.1025451,2004,2023,19,0.6335,0.0275,"2003to2023","kndvi.max",-0.00048,0.8653,-0.085,0.6494,-0.01,-1.2,"no_trend"
"740","S_706",55.0946542,160.0309786,2004,2023,20,0.6259,0.0431,"2003to2023","kndvi.max",-0.00024,0.5953,-0.029,0.8887,-0.005,-0.8,"no_trend"
"741","S_707",55.0925368,159.9937871,2004,2023,20,0.6063,0.0288,"2003to2023","kndvi.max",0.00044,0.8818,0.076,0.6746,0.009,1,"no_trend"
"742","S_709",55.0881925,159.9640671,2004,2023,20,0.6054,0.0318,"2003to2023","kndvi.max",-0.001,0.712,-0.216,0.2079,-0.021,-2.9,"no_trend"
"743","S_710",55.1171927,159.9445393,2004,2023,20,0.6036,0.0356,"2003to2023","kndvi.max",-0.00056,0.7423,-0.099,0.5756,-0.012,-1.6,"no_trend"
"744","S_712",55.0997046,159.9398954,2004,2023,20,0.6041,0.0203,"2003to2023","kndvi.max",5e-04,0.6362,0.135,0.4415,0.011,1.7,"no_trend"
"745","S_713",55.0921081,160.0450156,2004,2023,20,0.6357,0.038,"2003to2023","kndvi.max",-0.00172,0.685,-0.345,0.0424,-0.036,-5.3,"browning"
"746","S_714",55.1060448,159.9903604,2004,2023,20,0.6304,0.0318,"2003to2023","kndvi.max",-0.00283,0.6661,-0.31,0.0689,-0.059,-8.9,"browning"
"747","S_715",55.0845528,160.0457586,2004,2023,19,0.6589,0.0302,"2003to2023","kndvi.max",-0.00032,0.643,-0.085,0.6494,-0.007,-1.1,"no_trend"
"748","S_717",55.1430878,160.0101048,2004,2023,20,0.6105,0.0228,"2003to2023","kndvi.max",-0.00048,0.8547,-0.111,0.5289,-0.01,-1.2,"no_trend"
"749","S_719",55.0963604,159.9539208,2004,2023,20,0.6049,0.0231,"2003to2023","kndvi.max",0.00014,0.6521,0.041,0.8337,0.003,0.5,"no_trend"
"750","S_721",55.093425,160.016844,2004,2023,20,0.6068,0.0402,"2003to2023","kndvi.max",0.00109,0.8247,0.228,0.1837,0.023,2.8,"no_trend"
"751","S_722",55.0697625,159.9420124,2004,2023,18,0.631,0.0374,"2003to2023","kndvi.max",-0.00223,0.7108,-0.353,0.0529,-0.047,-6.6,"browning"
"752","S_723",55.1293436,159.9763509,2004,2023,20,0.6557,0.0239,"2003to2023","kndvi.max",-0.00077,0.7406,-0.17,0.3273,-0.016,-2.2,"no_trend"
"753","S_727",55.084901,159.9367282,2004,2023,20,0.6001,0.0402,"2003to2023","kndvi.max",-0.00163,0.6265,-0.474,0.0051,-0.034,-5.4,"browning"
"754","S_728",55.146553,159.981949,2004,2023,20,0.5898,0.0389,"2003to2023","kndvi.max",0.00031,0.55,0.064,0.7264,0.007,1.3,"no_trend"
"755","S_73",55.1349648,159.9473118,2004,2023,20,0.5558,0.0249,"2003to2023","kndvi.max",0.00021,0.4534,0.018,0.9442,0.004,0.9,"no_trend"
"756","S_730",55.1059061,160.0072857,2004,2023,20,0.6165,0.0202,"2003to2023","kndvi.max",0.00021,0.8746,0.041,0.8337,0.004,0.5,"no_trend"
"757","S_731",55.0951414,160.0371027,2004,2023,20,0.65,0.0298,"2003to2023","kndvi.max",-0.0015,0.6425,-0.263,0.1237,-0.032,-5,"no_trend"
"758","S_733",55.1287963,159.9076429,2004,2023,19,0.5872,0.0291,"2003to2023","kndvi.max",-0.00065,0.6847,-0.137,0.4487,-0.014,-2,"no_trend"
"759","S_734",55.1349928,159.9779005,2004,2023,20,0.5933,0.0213,"2003to2023","kndvi.max",0.00011,0.5406,0.041,0.8337,0.002,0.4,"no_trend"
"760","S_735",55.0981694,160.0611591,2004,2023,19,0.6374,0.0305,"2003to2023","kndvi.max",0.00059,0.6195,0.098,0.5959,0.012,1.9,"no_trend"
"761","S_736",55.1066128,160.0820741,2004,2023,20,0.6146,0.0285,"2003to2023","kndvi.max",-0.00126,0.6857,-0.205,0.2342,-0.026,-3.8,"no_trend"
"762","S_737",55.1134227,159.9439801,2004,2023,20,0.5822,0.0319,"2003to2023","kndvi.max",-0.00071,0.8027,-0.076,0.6746,-0.015,-1.9,"no_trend"
"763","S_738",55.1433098,159.9489216,2004,2023,20,0.5966,0.0162,"2003to2023","kndvi.max",-0.00046,0.6424,-0.135,0.4415,-0.01,-1.6,"no_trend"
"764","S_739",55.0962515,160.0333704,2004,2023,20,0.6242,0.0285,"2003to2023","kndvi.max",0.00042,0.6761,0.064,0.7264,0.009,1.3,"no_trend"
"765","S_74",55.0891848,159.9405887,2004,2023,20,0.6208,0.0308,"2003to2023","kndvi.max",-0.00199,0.7121,-0.357,0.0358,-0.042,-5.9,"browning"
"766","S_740",55.1038216,160.0622493,2004,2023,19,0.6363,0.0268,"2003to2023","kndvi.max",-0.00129,0.746,-0.255,0.1501,-0.027,-3.6,"no_trend"
"767","S_741",55.1396127,159.9389504,2004,2023,20,0.5796,0.0316,"2003to2023","kndvi.max",0.00026,0.765,0.053,0.7796,0.005,0.7,"no_trend"
"768","S_742",55.0837603,160.043858,2004,2023,20,0.6551,0.0525,"2003to2023","kndvi.max",0.00094,0.8589,0.064,0.7264,0.02,2.3,"no_trend"
"769","S_743",55.1061717,160.0077627,2004,2023,20,0.6102,0.0304,"2003to2023","kndvi.max",-0.00212,0.7589,-0.287,0.0931,-0.045,-5.9,"browning"
"770","S_745",55.1374744,159.9365472,2004,2023,20,0.5597,0.0293,"2003to2023","kndvi.max",0.0027,0.7429,0.333,0.0501,0.057,7.7,"greening"
"771","S_746",55.1443189,160.0863891,2004,2023,20,0.61,0.0111,"2003to2023","kndvi.max",0,0.603,-0.006,1,0,0,"no_trend"
"772","S_747",55.1321014,159.9340687,2004,2023,20,0.5753,0.0367,"2003to2023","kndvi.max",-0.00197,0.7222,-0.263,0.1237,-0.041,-5.7,"no_trend"
"773","S_75",55.1229331,159.9343251,2004,2023,20,0.5964,0.0354,"2003to2023","kndvi.max",0.00011,0.5979,0.006,1,0.002,0.3,"no_trend"
"774","S_751",55.1432993,160.0797718,2004,2023,20,0.5993,0.0347,"2003to2023","kndvi.max",-0.00271,0.8285,-0.392,0.0209,-0.057,-6.9,"browning"
"775","S_752",55.1443967,159.981896,2004,2023,20,0.588,0.0407,"2003to2023","kndvi.max",0.00028,0.683,0.123,0.4841,0.006,0.9,"no_trend"
"776","S_753",55.1271298,159.914192,2004,2023,20,0.5916,0.0406,"2003to2023","kndvi.max",-0.00117,0.5405,-0.123,0.4841,-0.025,-4.6,"no_trend"
"777","S_756",55.1026333,159.9446662,2004,2023,20,0.6124,0.0254,"2003to2023","kndvi.max",-0.00083,0.8015,-0.123,0.4841,-0.017,-2.1,"no_trend"
"778","S_757",55.1113806,160.0916092,2004,2023,18,0.6264,0.0342,"2003to2023","kndvi.max",0.00021,0.8056,0.029,0.9016,0.004,0.5,"no_trend"
"779","S_758",55.1342472,160.0032935,2004,2023,20,0.6188,0.0232,"2003to2023","kndvi.max",-0.00058,0.5833,-0.123,0.4841,-0.012,-2.1,"no_trend"
"780","S_76",55.1373332,160.0212542,2004,2023,20,0.6053,0.02,"2003to2023","kndvi.max",0.00128,0.5747,0.228,0.1837,0.027,4.7,"no_trend"
"781","S_760",55.1391851,159.9243508,2004,2023,20,0.5908,0.0408,"2003to2023","kndvi.max",-0.00155,0.6747,-0.205,0.2342,-0.033,-4.9,"no_trend"
"782","S_762",55.0909362,159.9580223,2004,2023,20,0.6621,0.0191,"2003to2023","kndvi.max",-0.00152,0.5158,-0.322,0.0589,-0.032,-6.2,"browning"
"783","S_763",55.1418216,159.9667715,2004,2023,20,0.6087,0.0215,"2003to2023","kndvi.max",-0.00109,0.7411,-0.181,0.2939,-0.023,-3.1,"no_trend"
"784","S_764",55.0848831,159.9733875,2004,2023,20,0.6312,0.0281,"2003to2023","kndvi.max",-0.00208,0.6482,-0.427,0.0118,-0.044,-6.8,"browning"
"785","S_767",55.0949781,159.9919672,2004,2023,20,0.6086,0.0244,"2003to2023","kndvi.max",-0.00087,0.6711,-0.251,0.1417,-0.018,-2.7,"no_trend"
"786","S_769",55.1408101,160.0561716,2004,2023,20,0.6243,0.0208,"2003to2023","kndvi.max",-0.00128,0.7,-0.193,0.2629,-0.027,-3.9,"no_trend"
"787","S_77",55.102019,160.0208238,2004,2023,20,0.5928,0.041,"2003to2023","kndvi.max",0.00123,0.6959,0.205,0.2342,0.026,3.7,"no_trend"
"788","S_771",55.1147302,159.9491847,2004,2023,20,0.6103,0.0238,"2003to2023","kndvi.max",-0.00155,0.7916,-0.345,0.0424,-0.033,-4.2,"browning"
"789","S_772",55.0875786,159.9734529,2004,2023,19,0.6248,0.0224,"2003to2023","kndvi.max",-0.00158,0.7053,-0.333,0.0582,-0.033,-4.7,"browning"
"790","S_773",55.1455202,159.9762751,2004,2023,20,0.5821,0.0255,"2003to2023","kndvi.max",-0.00116,0.7348,-0.228,0.1837,-0.024,-3.3,"no_trend"
"791","S_774",55.14355,159.9865821,2004,2023,19,0.5788,0.0422,"2003to2023","kndvi.max",-0.00193,0.8682,-0.464,0.008,-0.041,-4.7,"browning"
"792","S_775",55.1109396,159.8794905,2004,2023,20,0.5676,0.0365,"2003to2023","kndvi.max",-0.00177,0.6766,-0.193,0.2629,-0.037,-5.5,"no_trend"
"793","S_776",55.0804439,159.9201761,2004,2023,20,0.609,0.0448,"2003to2023","kndvi.max",-0.00571,0.8441,-0.673,1e-04,-0.12,-14.2,"browning"
"794","S_777",55.1395713,159.9784831,2004,2023,20,0.5876,0.0186,"2003to2023","kndvi.max",-0.00098,0.7858,-0.24,0.1617,-0.021,-2.7,"no_trend"
"795","S_778",55.1040871,160.0627265,2004,2023,19,0.6392,0.0244,"2003to2023","kndvi.max",0.00041,0.6532,0.046,0.8202,0.009,1.4,"no_trend"
"796","S_779",55.0838469,159.8976951,2004,2023,20,0.6305,0.0377,"2003to2023","kndvi.max",-0.0041,0.8135,-0.637,2e-04,-0.086,-10.6,"browning"
"797","S_780",55.1171525,159.9497125,2004,2023,20,0.617,0.018,"2003to2023","kndvi.max",-0.00063,0.7634,-0.158,0.363,-0.013,-1.7,"no_trend"
"798","S_781",55.0987535,160.0560027,2004,2023,19,0.6247,0.0172,"2003to2023","kndvi.max",0.00025,0.7814,0.072,0.7049,0.005,0.6,"no_trend"
"799","S_782",55.0854147,159.9400302,2004,2023,20,0.6146,0.0459,"2003to2023","kndvi.max",-0.00127,0.6489,-0.17,0.3273,-0.027,-4.2,"no_trend"
"800","S_784",55.0829699,159.9766308,2004,2023,20,0.6262,0.027,"2003to2023","kndvi.max",-0.00197,0.5963,-0.251,0.1417,-0.041,-6.9,"no_trend"
"801","S_785",55.0892672,160.0303699,2004,2023,20,0.6162,0.0245,"2003to2023","kndvi.max",-0.00168,0.76,-0.24,0.1617,-0.035,-4.6,"no_trend"
"802","S_786",55.098154,160.1518994,2004,2023,20,0.6584,0.0398,"2003to2023","kndvi.max",-0.00064,0.8089,-0.181,0.2939,-0.013,-1.6,"no_trend"
"803","S_788",55.1317052,159.9844078,2004,2023,20,0.6374,0.0237,"2003to2023","kndvi.max",-0.00127,0.527,-0.228,0.1837,-0.027,-5.1,"no_trend"
"804","S_789",55.1278086,159.8953876,2004,2023,20,0.5506,0.0353,"2003to2023","kndvi.max",-0.00012,0.5867,-0.006,1,-0.003,-0.5,"no_trend"
"805","S_790",55.0935013,159.94022,2004,2023,20,0.6082,0.0423,"2003to2023","kndvi.max",-0.00256,0.5788,-0.427,0.0118,-0.054,-9.3,"browning"
"806","S_792",55.100506,160.1016569,2004,2023,18,0.6417,0.0239,"2003to2023","kndvi.max",-0.00084,0.798,-0.162,0.387,-0.018,-2.3,"no_trend"
"807","S_793",55.1137914,160.1518789,2004,2023,20,0.6212,0.0263,"2003to2023","kndvi.max",-0.00146,0.7268,-0.263,0.1237,-0.031,-4.3,"no_trend"
"808","S_796",55.1390171,159.9803521,2004,2023,20,0.5809,0.0266,"2003to2023","kndvi.max",-0.00131,0.9704,-0.205,0.2342,-0.028,-2.9,"no_trend"
"809","S_798",55.1139217,159.8772043,2004,2023,20,0.5761,0.0419,"2003to2023","kndvi.max",-0.00069,0.5066,-0.053,0.7796,-0.014,-2.8,"no_trend"
"810","S_799",55.1340624,159.9929362,2004,2023,20,0.5807,0.0222,"2003to2023","kndvi.max",0.00061,0.7542,0.123,0.4841,0.013,1.7,"no_trend"
"811","S_80",55.1462607,159.9847661,2004,2023,20,0.5842,0.0219,"2003to2023","kndvi.max",-0.00174,0.7732,-0.368,0.0301,-0.037,-4.8,"browning"
"812","S_801",55.0848247,159.9465963,2004,2023,20,0.6294,0.0274,"2003to2023","kndvi.max",-9e-04,0.5521,-0.24,0.1617,-0.019,-3.4,"no_trend"
"813","S_803",55.0870934,159.9320792,2004,2023,20,0.5926,0.0324,"2003to2023","kndvi.max",-0.00303,0.5386,-0.392,0.0209,-0.064,-11.9,"browning"
"814","S_804",55.1071639,160.0181334,2004,2023,20,0.631,0.0252,"2003to2023","kndvi.max",-0.00096,0.6934,-0.17,0.3273,-0.02,-2.9,"no_trend"
"815","S_805",55.1399215,160.0340278,2004,2023,19,0.6288,0.019,"2003to2023","kndvi.max",-0.00144,0.7234,-0.359,0.0408,-0.03,-4.1,"browning"
"816","S_806",55.0891557,159.9443484,2004,2023,20,0.6006,0.0222,"2003to2023","kndvi.max",-0.00112,0.5901,-0.24,0.1617,-0.024,-4.1,"no_trend"
"817","S_808",55.0746776,159.9684409,2004,2023,18,0.615,0.0369,"2003to2023","kndvi.max",-0.00312,0.7325,-0.397,0.029,-0.066,-9,"browning"
"818","S_809",55.0934316,160.0478707,2004,2023,20,0.6376,0.031,"2003to2023","kndvi.max",-0.00037,0.6931,-0.076,0.6746,-0.008,-1.2,"no_trend"
"819","S_812",55.1468566,159.9777199,2004,2023,20,0.5879,0.0156,"2003to2023","kndvi.max",-0.00116,0.7343,-0.263,0.1237,-0.024,-3.3,"no_trend"
"820","S_813",55.1480826,159.9928136,2004,2023,19,0.6006,0.0253,"2003to2023","kndvi.max",-0.00107,0.7057,-0.163,0.3633,-0.022,-3.1,"no_trend"
"821","S_814",55.0970489,159.9346616,2004,2023,20,0.6222,0.0565,"2003to2023","kndvi.max",2e-04,0.7353,0.029,0.8887,0.004,0.5,"no_trend"
"822","S_815",55.1203264,159.8862824,2004,2023,20,0.5504,0.0296,"2003to2023","kndvi.max",-0.00218,0.4616,-0.31,0.0689,-0.046,-10,"browning"
"823","S_816",55.1166317,159.9473483,2004,2023,20,0.6101,0.0287,"2003to2023","kndvi.max",-0.00017,0.6054,-0.053,0.7796,-0.004,-0.7,"no_trend"
"824","S_818",55.0915655,160.0135063,2004,2023,20,0.6085,0.0315,"2003to2023","kndvi.max",5e-05,0.6755,0.006,1,0.001,0.1,"no_trend"
"825","S_822",55.1408215,160.0232259,2004,2023,20,0.6142,0.0241,"2003to2023","kndvi.max",0.00146,0.7281,0.298,0.0802,0.031,4.3,"greening"
"826","S_824",55.1092917,159.8836868,2004,2023,20,0.5783,0.0326,"2003to2023","kndvi.max",-0.003,0.5822,-0.357,0.0358,-0.063,-10.8,"browning"
"827","S_825",55.1240871,159.9592862,2004,2023,20,0.6031,0.0197,"2003to2023","kndvi.max",0.00033,0.5641,0.029,0.8887,0.007,1.2,"no_trend"
"828","S_826",55.1317848,159.9401784,2004,2023,20,0.5655,0.0411,"2003to2023","kndvi.max",-0.00038,0.7189,-0.099,0.5756,-0.008,-1.1,"no_trend"
"829","S_827",55.1013471,160.0043499,2004,2023,20,0.6056,0.0206,"2003to2023","kndvi.max",0.00025,0.6573,0.041,0.8337,0.005,0.8,"no_trend"
"830","S_828",55.0883256,160.1069625,2004,2023,19,0.6437,0.017,"2003to2023","kndvi.max",-0.00094,0.5545,-0.294,0.0956,-0.02,-3.6,"browning"
"831","S_829",55.1233206,159.9188094,2004,2023,20,0.6131,0.03,"2003to2023","kndvi.max",-0.00103,0.5848,-0.322,0.0589,-0.022,-3.8,"browning"
"832","S_831",55.0942113,159.9529294,2004,2023,20,0.5955,0.0309,"2003to2023","kndvi.max",-0.00075,0.7777,-0.064,0.7264,-0.016,-2.1,"no_trend"
"833","S_832",55.1507351,160.0305412,2004,2023,20,0.6179,0.0224,"2003to2023","kndvi.max",-0.00118,0.6162,-0.275,0.1075,-0.025,-4.1,"no_trend"
"834","S_833",55.0860842,160.0241779,2004,2023,19,0.6704,0.0229,"2003to2023","kndvi.max",-0.0018,0.5756,-0.529,0.0024,-0.038,-6.6,"browning"
"835","S_834",55.1364119,159.9689938,2004,2023,20,0.6388,0.0186,"2003to2023","kndvi.max",0.00068,0.6263,0.076,0.6746,0.014,2.2,"no_trend"
"836","S_835",55.1177026,159.9483144,2004,2023,20,0.6076,0.0235,"2003to2023","kndvi.max",-0.00187,0.7897,-0.322,0.0589,-0.039,-4.9,"browning"
"837","S_837",55.1398858,159.9384862,2004,2023,20,0.5672,0.0392,"2003to2023","kndvi.max",0.00011,0.6834,0.029,0.8887,0.002,0.3,"no_trend"
"838","S_839",55.0870994,159.9659209,2004,2023,20,0.6252,0.0426,"2003to2023","kndvi.max",-0.00263,0.706,-0.415,0.0143,-0.055,-7.8,"browning"
"839","S_84",55.1213155,160.0961141,2004,2023,20,0.623,0.0244,"2003to2023","kndvi.max",-0.00251,0.739,-0.52,0.0021,-0.053,-7.2,"browning"
"840","S_841",55.0931661,159.9486737,2004,2023,20,0.6309,0.0243,"2003to2023","kndvi.max",-0.00129,0.5806,-0.345,0.0424,-0.027,-4.7,"browning"
"841","S_842",55.1066572,159.8751642,2004,2023,20,0.5819,0.0477,"2003to2023","kndvi.max",-0.00177,0.6828,-0.298,0.0802,-0.037,-5.4,"browning"
"842","S_845",55.1157678,159.882889,2004,2023,20,0.5774,0.0306,"2003to2023","kndvi.max",-0.0021,0.5363,-0.38,0.0252,-0.044,-8.2,"browning"
"843","S_846",55.1197667,159.8890925,2004,2023,20,0.5773,0.0274,"2003to2023","kndvi.max",-0.00248,0.673,-0.357,0.0358,-0.052,-7.7,"browning"
"844","S_847",55.0851526,159.973394,2004,2023,20,0.6336,0.04,"2003to2023","kndvi.max",-0.00186,0.7694,-0.31,0.0689,-0.039,-5.1,"browning"
"845","S_848",55.109637,159.9100303,2004,2023,20,0.6156,0.0241,"2003to2023","kndvi.max",-0.00052,0.8991,-0.076,0.6746,-0.011,-1.2,"no_trend"
"846","S_849",55.1476741,160.0417601,2004,2023,20,0.6191,0.0305,"2003to2023","kndvi.max",-0.00277,0.6319,-0.404,0.0174,-0.058,-9.2,"browning"
"847","S_850",55.1198306,160.0504434,2004,2023,20,0.6575,0.025,"2003to2023","kndvi.max",-0.00071,0.7664,-0.123,0.4841,-0.015,-2,"no_trend"
"848","S_851",55.0977804,160.0747832,2004,2023,20,0.6333,0.0362,"2003to2023","kndvi.max",-0.00194,0.7585,-0.287,0.0931,-0.041,-5.4,"browning"
"849","S_853",55.0978589,160.0658524,2004,2023,20,0.6527,0.0271,"2003to2023","kndvi.max",-0.00235,0.8083,-0.38,0.0252,-0.049,-6.1,"browning"
"850","S_855",55.0902854,159.9721085,2004,2023,20,0.612,0.0238,"2003to2023","kndvi.max",-0.00109,0.5766,-0.216,0.2079,-0.023,-4,"no_trend"
"851","S_858",55.0987479,159.9925307,2004,2023,20,0.6029,0.03,"2003to2023","kndvi.max",9e-05,0.9019,0.006,1,0.002,0.2,"no_trend"
"852","S_86",55.085062,159.9846718,2004,2023,19,0.6491,0.0283,"2003to2023","kndvi.max",-0.00254,0.7461,-0.386,0.028,-0.053,-7.1,"browning"
"853","S_861",55.0859538,159.9743535,2004,2023,20,0.6385,0.0263,"2003to2023","kndvi.max",-0.00154,0.4501,-0.287,0.0931,-0.032,-7.1,"browning"
"854","S_862",55.1494639,160.0531049,2004,2023,20,0.6206,0.0255,"2003to2023","kndvi.max",-0.00114,0.6197,-0.135,0.4415,-0.024,-3.9,"no_trend"
"855","S_863",55.1384969,159.9779862,2004,2023,20,0.5949,0.0313,"2003to2023","kndvi.max",0.00042,0.7013,0.029,0.8887,0.009,1.3,"no_trend"
"856","S_864",55.1405487,160.0552234,2004,2023,20,0.6039,0.0165,"2003to2023","kndvi.max",-0.00112,0.763,-0.205,0.2342,-0.024,-3.1,"no_trend"
"857","S_865",55.1408651,160.0806474,2004,2023,19,0.6103,0.0246,"2003to2023","kndvi.max",-0.00063,0.8144,-0.176,0.3247,-0.013,-1.6,"no_trend"
"858","S_870",55.1377548,159.9351419,2004,2023,19,0.5713,0.034,"2003to2023","kndvi.max",0.00033,0.6838,0.059,0.7619,0.007,1,"no_trend"
"859","S_871",55.0868633,159.9269037,2004,2023,20,0.6097,0.0261,"2003to2023","kndvi.max",-0.0013,0.7034,-0.228,0.1837,-0.027,-3.8,"no_trend"
"860","S_874",55.1470289,160.0224433,2004,2023,19,0.5924,0.0287,"2003to2023","kndvi.max",0.00071,0.6043,0.072,0.7049,0.015,2.5,"no_trend"
"861","S_875",55.0923428,159.9505346,2004,2023,20,0.5875,0.0378,"2003to2023","kndvi.max",0.00055,0.4915,0.088,0.6243,0.012,2.4,"no_trend"
"862","S_876",55.0954985,160.0267692,2004,2023,20,0.6222,0.0184,"2003to2023","kndvi.max",-0.00105,0.7264,-0.205,0.2342,-0.022,-3,"no_trend"
"863","S_878",55.0886455,159.974889,2004,2023,20,0.6108,0.0228,"2003to2023","kndvi.max",-0.00084,0.4005,-0.123,0.4841,-0.018,-4.5,"no_trend"
"864","S_879",55.1113255,160.1560408,2004,2023,19,0.6375,0.0465,"2003to2023","kndvi.max",0.00061,0.6102,0.072,0.7049,0.013,2.1,"no_trend"
