"","sample.id","latitude","longitude","first.yr","last.yr","n.yr.obs","si.avg","si.sd","trend.period","si","slope","intercept","tau","pval","total.change","total.change.pcnt","trend.cat"
"34","S_1039",55.0931294,159.9872205,2004,2023,20,0.4093,0.0302,"2003to2023","evi.max",0.00039,0.5852,0.041,0.8337,0.008,1.4,"no_trend"
"35","S_104",55.0814723,159.926779,2004,2023,20,0.4266,0.0295,"2003to2023","evi.max",-0.00172,0.526,-0.24,0.1617,-0.036,-6.8,"no_trend"
"36","S_1040",55.1133931,159.9124673,2003,2023,20,0.3627,0.0276,"2003to2023","evi.max",0.00108,0.3985,0.135,0.4415,0.023,5.8,"no_trend"
"37","S_1041",55.0810078,159.9168994,2004,2023,20,0.3991,0.0192,"2003to2023","evi.max",-0.00075,0.5239,-0.123,0.4841,-0.016,-3.1,"no_trend"
"38","S_1043",55.0892394,160.0336596,2004,2023,20,0.388,0.0308,"2003to2023","evi.max",-0.00044,0.3682,-0.018,0.9442,-0.009,-2.4,"no_trend"
"39","S_1044",55.1287294,159.9165811,2004,2023,20,0.3676,0.026,"2003to2023","evi.max",0.00011,0.2868,0.041,0.8337,0.002,0.7,"no_trend"
"40","S_1046",55.1149409,159.9567153,2004,2023,20,0.4871,0.0308,"2003to2023","evi.max",-0.00401,0.8112,-0.52,0.0021,-0.084,-10.4,"browning"
"41","S_1047",55.0832808,159.9714686,2004,2023,18,0.3881,0.0228,"2003to2023","evi.max",0.00024,0.3748,0.059,0.7731,0.005,1.3,"no_trend"
"42","S_1048",55.090346,159.9298046,2004,2023,20,0.3969,0.0233,"2003to2023","evi.max",0.00088,0.5034,0.146,0.4011,0.018,3.6,"no_trend"
"43","S_1050",55.0987747,159.9892403,2004,2023,18,0.5163,0.0319,"2003to2023","evi.max",0.00039,0.5926,0.029,0.9016,0.008,1.3,"no_trend"
"44","S_1051",55.1042244,159.8760515,2004,2023,20,0.3865,0.027,"2003to2023","evi.max",0.00049,0.483,0.041,0.8337,0.01,2.1,"no_trend"
"45","S_1052",55.0845115,159.9860682,2004,2023,20,0.4063,0.0361,"2003to2023","evi.max",0.00042,0.3205,0.064,0.7264,0.009,2.8,"no_trend"
"46","S_1053",55.1382412,159.9064454,2004,2023,19,0.4136,0.0269,"2003to2023","evi.max",-0.00048,0.3043,-0.072,0.7049,-0.01,-3.3,"no_trend"
"47","S_1054",55.1316412,159.9237059,2004,2023,20,0.4423,0.0216,"2003to2023","evi.max",-0.00098,0.5389,-0.205,0.2342,-0.021,-3.9,"no_trend"
"48","S_1055",55.0840258,160.0443349,2004,2023,20,0.4795,0.0468,"2003to2023","evi.max",-0.00072,0.6723,-0.146,0.4011,-0.015,-2.2,"no_trend"
"49","S_1058",55.093017,160.0332869,2004,2023,19,0.4071,0.0343,"2003to2023","evi.max",-0.00272,0.5223,-0.255,0.1501,-0.057,-10.9,"no_trend"
"50","S_1059",55.1216105,159.9310012,2004,2023,20,0.4167,0.0283,"2003to2023","evi.max",-3e-05,0.6059,-0.018,0.9442,-0.001,-0.2,"no_trend"
"51","S_1061",55.0997685,159.9996086,2003,2023,21,0.3646,0.0231,"2003to2023","evi.max",0.00102,0.3202,0.189,0.2561,0.021,6.6,"no_trend"
"52","S_1063",55.1198077,159.8834485,2004,2023,20,0.4189,0.0212,"2003to2023","evi.max",-0.00099,0.6067,-0.158,0.363,-0.021,-3.5,"no_trend"
"53","S_1064",55.1009158,159.9911739,2004,2023,20,0.4027,0.026,"2003to2023","evi.max",0.00151,0.278,0.31,0.0689,0.032,11.5,"greening"
"54","S_1066",55.0979837,160.0197806,2004,2023,20,0.3945,0.0225,"2003to2023","evi.max",0.00202,0.5321,0.368,0.0301,0.042,7.9,"greening"
"55","S_1067",55.0977343,160.1391931,2004,2023,19,0.4429,0.0442,"2003to2023","evi.max",-0.0026,0.4576,-0.216,0.2255,-0.055,-12,"no_trend"
"56","S_1068",55.088604,159.9800584,2004,2023,20,0.3926,0.0264,"2003to2023","evi.max",1e-05,0.4056,0.006,1,0,0,"no_trend"
"57","S_1069",55.0986716,160.0654038,2004,2023,19,0.5113,0.0536,"2003to2023","evi.max",-0.00191,0.4721,-0.216,0.2255,-0.04,-8.5,"no_trend"
"58","S_107",55.1339485,159.9392881,2003,2023,21,0.3904,0.0271,"2003to2023","evi.max",-0.00042,0.4299,-0.105,0.5376,-0.009,-2.1,"no_trend"
"59","S_1072",55.1389724,159.9168158,2003,2023,20,0.3883,0.0225,"2003to2023","evi.max",0.00046,0.3996,0.053,0.7796,0.01,2.5,"no_trend"
"60","S_1073",55.12467,159.8821445,2004,2023,20,0.3523,0.0265,"2003to2023","evi.max",0.00216,0.3426,0.404,0.0174,0.045,13.1,"greening"
"61","S_1074",55.1034493,159.943745,2004,2023,20,0.3474,0.0307,"2003to2023","evi.max",0.0024,0.3317,0.275,0.1075,0.05,15.1,"no_trend"
"62","S_1075",55.1355185,159.9454426,2003,2023,21,0.4107,0.0301,"2003to2023","evi.max",0.00279,0.4723,0.411,0.0125,0.059,12.5,"greening"
"63","S_1076",55.1091135,159.9434082,2003,2023,21,0.3621,0.0261,"2003to2023","evi.max",0.00122,0.245,0.242,0.1443,0.026,10.6,"no_trend"
"64","S_1077",55.1017321,159.9902537,2004,2023,20,0.4608,0.0267,"2003to2023","evi.max",0.0012,0.5639,0.181,0.2939,0.025,4.4,"no_trend"
"65","S_1079",55.1364345,159.9995835,2004,2023,20,0.3776,0.0242,"2003to2023","evi.max",0.00098,0.621,0.181,0.2939,0.021,3.4,"no_trend"
"66","S_108",55.0735653,159.9383428,2004,2023,20,0.4105,0.0262,"2003to2023","evi.max",-2e-04,0.4321,-0.041,0.8337,-0.004,-0.9,"no_trend"
"67","S_1080",55.1320978,159.9345391,2004,2023,20,0.3556,0.0317,"2003to2023","evi.max",0.00135,0.3818,0.123,0.4841,0.028,7.3,"no_trend"
"68","S_1083",55.0810906,159.9756451,2004,2023,20,0.4104,0.0277,"2003to2023","evi.max",0.00053,0.4821,0.076,0.6746,0.011,2.3,"no_trend"
"69","S_1084",55.1408818,160.0787652,2004,2023,20,0.3779,0.0284,"2003to2023","evi.max",-0.00037,0.452,-0.041,0.8337,-0.008,-1.8,"no_trend"
"70","S_1085",55.1064878,160.0021276,2004,2023,19,0.4032,0.0254,"2003to2023","evi.max",-0.00068,0.4595,-0.059,0.7619,-0.014,-3,"no_trend"
"71","S_1086",55.1275514,159.929728,2004,2023,20,0.4586,0.0402,"2003to2023","evi.max",-0.00461,0.7699,-0.532,0.0016,-0.097,-12.6,"browning"
"72","S_1087",55.1146691,159.8856869,2004,2023,20,0.3614,0.0206,"2003to2023","evi.max",3e-05,0.3913,0.006,1,0.001,0.3,"no_trend"
"73","S_1088",55.1011239,159.9987021,2004,2023,20,0.3788,0.0349,"2003to2023","evi.max",0.00212,0.3451,0.322,0.0589,0.045,13,"greening"
"74","S_1089",55.148849,159.9980109,2003,2023,21,0.3564,0.0151,"2003to2023","evi.max",0.00051,0.3402,0.168,0.3145,0.011,3.2,"no_trend"
"75","S_1090",55.1156648,159.8969974,2003,2023,20,0.3886,0.0261,"2003to2023","evi.max",0.00057,0.3486,0.099,0.5756,0.012,3.4,"no_trend"
"76","S_1092",55.1451193,159.9588493,2003,2023,21,0.4077,0.0283,"2003to2023","evi.max",0.00195,0.4067,0.284,0.0855,0.041,10.1,"greening"
"77","S_1093",55.0749135,159.9726755,2004,2023,20,0.4655,0.0266,"2003to2023","evi.max",-0.00151,0.4847,-0.146,0.4011,-0.032,-6.6,"no_trend"
"78","S_1094",55.1135529,160.1485797,2004,2023,20,0.5226,0.035,"2003to2023","evi.max",-0.00178,0.521,-0.228,0.1837,-0.037,-7.1,"no_trend"
"79","S_1095",55.1078788,159.8925906,2003,2023,20,0.3283,0.0284,"2003to2023","evi.max",0.00083,0.3565,0.216,0.2079,0.017,4.8,"no_trend"
"80","S_1097",55.0879513,160.0265758,2004,2023,20,0.5438,0.0392,"2003to2023","evi.max",-0.00256,0.5652,-0.216,0.2079,-0.054,-9.6,"no_trend"
"81","S_1098",55.0846135,159.9733809,2004,2023,19,0.3912,0.0272,"2003to2023","evi.max",-3e-05,0.3628,-0.007,1,-0.001,-0.3,"no_trend"
"82","S_1099",55.1378784,159.9539695,2003,2023,21,0.342,0.0257,"2003to2023","evi.max",0.00238,0.3217,0.347,0.035,0.05,15.5,"greening"
"83","S_11",55.0912121,159.9909338,2004,2023,20,0.3986,0.0293,"2003to2023","evi.max",6e-05,0.4125,0.006,1,0.001,0.2,"no_trend"
"84","S_1100",55.0835748,159.9338773,2004,2023,20,0.4506,0.0276,"2003to2023","evi.max",-0.00041,0.603,-0.088,0.6243,-0.009,-1.5,"no_trend"
"85","S_1101",55.1346532,160.0818913,2004,2023,20,0.345,0.0372,"2003to2023","evi.max",0.00277,0.2388,0.275,0.1075,0.058,24.3,"no_trend"
"86","S_1103",55.1264804,159.9287621,2004,2023,20,0.4884,0.0367,"2003to2023","evi.max",-0.0048,0.8281,-0.532,0.0016,-0.101,-12.2,"browning"
"87","S_1104",55.1374744,159.9007807,2004,2023,20,0.3568,0.0253,"2003to2023","evi.max",0.00186,0.2949,0.333,0.0501,0.039,13.2,"greening"
"88","S_1106",55.1089225,159.8973166,2004,2023,20,0.3607,0.0304,"2003to2023","evi.max",0.00035,0.3558,0.041,0.8337,0.007,2,"no_trend"
"89","S_1108",55.126719,160.0948506,2004,2023,20,0.5578,0.033,"2003to2023","evi.max",-0.00037,0.5168,-0.041,0.8337,-0.008,-1.5,"no_trend"
"90","S_1109",55.0843687,159.9000567,2004,2023,20,0.3143,0.0302,"2003to2023","evi.max",0.0032,0.2796,0.427,0.0118,0.067,24,"greening"
"91","S_111",55.13722,160.0659598,2003,2023,21,0.4,0.0252,"2003to2023","evi.max",0.00025,0.3937,0.042,0.8203,0.005,1.3,"no_trend"
"92","S_1110",55.0907365,159.9490863,2004,2023,19,0.4759,0.0257,"2003to2023","evi.max",-0.00064,0.4744,-0.098,0.5959,-0.013,-2.7,"no_trend"
"93","S_1111",55.1094257,160.0054931,2004,2023,20,0.4379,0.0302,"2003to2023","evi.max",-0.00035,0.3937,-0.029,0.8887,-0.007,-1.8,"no_trend"
"94","S_1112",55.0900455,160.0017163,2004,2023,20,0.4171,0.0278,"2003to2023","evi.max",-0.00095,0.3851,-0.123,0.4841,-0.02,-5.2,"no_trend"
"95","S_1113",55.1107292,159.9081739,2004,2023,19,0.3478,0.0211,"2003to2023","evi.max",-7e-05,0.3807,-0.007,1,-0.001,-0.3,"no_trend"
"96","S_1114",55.1062821,159.8897335,2004,2023,20,0.3801,0.0223,"2003to2023","evi.max",-0.0011,0.4344,-0.24,0.1617,-0.023,-5.3,"no_trend"
"97","S_1115",55.0988745,160.0099299,2004,2023,20,0.3772,0.0181,"2003to2023","evi.max",0.00064,0.4847,0.123,0.4841,0.013,2.7,"no_trend"
"98","S_1117",55.0844225,159.9635065,2004,2023,18,0.4251,0.0176,"2003to2023","evi.max",-0.00018,0.5155,-0.029,0.9016,-0.004,-0.8,"no_trend"
"99","S_1118",55.1152657,159.9496677,2004,2023,20,0.3895,0.0226,"2003to2023","evi.max",0.00044,0.4407,0.076,0.6746,0.009,2,"no_trend"
"100","S_1119",55.1050128,159.8788901,2004,2023,20,0.4083,0.0192,"2003to2023","evi.max",0.00144,0.5005,0.216,0.2079,0.03,6,"no_trend"
"101","S_1120",55.1404477,159.9700329,2003,2023,21,0.3812,0.0227,"2003to2023","evi.max",-0.00022,0.3882,-0.084,0.6265,-0.005,-1.3,"no_trend"
"102","S_1123",55.0878733,159.9358576,2004,2023,19,0.6253,0.0367,"2003to2023","evi.max",7e-05,0.7463,0.007,1,0.001,0.1,"no_trend"
"103","S_1124",55.1431481,160.0967124,2004,2023,20,0.4617,0.0238,"2003to2023","evi.max",0.00257,0.5851,0.392,0.0209,0.054,9.2,"greening"
"104","S_1125",55.1213909,159.8881877,2003,2023,21,0.3469,0.0255,"2003to2023","evi.max",0.0018,0.3358,0.389,0.0179,0.038,11.3,"greening"
"105","S_1126",55.1104667,159.9072274,2004,2023,19,0.3717,0.0244,"2003to2023","evi.max",-0.00111,0.3598,-0.19,0.2889,-0.023,-6.4,"no_trend"
"106","S_1127",55.0810572,159.9103212,2004,2023,20,0.367,0.0256,"2003to2023","evi.max",7e-05,0.464,0.006,1,0.001,0.2,"no_trend"
"107","S_1128",55.1443329,159.9560063,2004,2023,20,0.4378,0.0286,"2003to2023","evi.max",0.00124,0.4875,0.181,0.2939,0.026,5.3,"no_trend"
"108","S_1129",55.12005,159.8872171,2003,2023,18,0.3426,0.0262,"2003to2023","evi.max",3e-05,0.334,0.015,0.9671,0.001,0.3,"no_trend"
"109","S_1132",55.1360976,159.9402797,2003,2023,21,0.3872,0.0252,"2003to2023","evi.max",0.00095,0.401,0.2,0.23,0.02,5,"no_trend"
"110","S_1134",55.1484474,159.981054,2004,2023,20,0.3575,0.0243,"2003to2023","evi.max",0.001,0.4384,0.17,0.3273,0.021,4.8,"no_trend"
"111","S_1136",55.1160442,159.8819544,2004,2023,20,0.37,0.0279,"2003to2023","evi.max",0.00197,0.4363,0.333,0.0501,0.041,9.4,"greening"
"112","S_1138",55.1062992,159.8873827,2004,2023,20,0.3695,0.0173,"2003to2023","evi.max",0.00029,0.387,0.029,0.8887,0.006,1.6,"no_trend"
"113","S_1139",55.1152151,159.8847582,2003,2023,21,0.3447,0.0275,"2003to2023","evi.max",0.00195,0.3468,0.326,0.0478,0.041,11.8,"greening"
"114","S_1140",55.1353127,160.0682619,2004,2023,20,0.3799,0.0255,"2003to2023","evi.max",7e-05,0.4708,0.006,1,0.001,0.2,"no_trend"
"115","S_1141",55.1348758,159.9237806,2004,2023,20,0.38,0.0219,"2003to2023","evi.max",-0.00019,0.3323,-0.041,0.8337,-0.004,-1.2,"no_trend"
"116","S_1142",55.0821255,159.9470025,2004,2023,20,0.4436,0.0359,"2003to2023","evi.max",-0.00316,0.3509,-0.415,0.0143,-0.066,-18.8,"browning"
"117","S_1143",55.1365857,159.9468796,2003,2023,21,0.3754,0.0281,"2003to2023","evi.max",0.00248,0.5203,0.516,0.0016,0.052,10,"greening"
"118","S_1144",55.1293407,159.9424735,2004,2023,20,0.3495,0.0215,"2003to2023","evi.max",0.00155,0.3933,0.263,0.1237,0.033,8.4,"no_trend"
"119","S_1145",55.1397135,159.9606022,2003,2023,21,0.3524,0.0212,"2003to2023","evi.max",0.00098,0.3804,0.211,0.2058,0.021,5.5,"no_trend"
"120","S_1148",55.1011033,160.0334955,2004,2023,20,0.4022,0.0255,"2003to2023","evi.max",0.00112,0.4687,0.135,0.4415,0.024,5.1,"no_trend"
"121","S_1149",55.1461343,159.9668758,2004,2023,20,0.3854,0.035,"2003to2023","evi.max",0.00077,0.4921,0.181,0.2939,0.016,3.3,"no_trend"
"122","S_1150",55.1324053,160.0615964,2003,2023,21,0.4232,0.0264,"2003to2023","evi.max",7e-04,0.4903,0.095,0.5813,0.015,3.1,"no_trend"
"123","S_1151",55.1447417,159.9724905,2004,2023,20,0.399,0.0179,"2003to2023","evi.max",0.00092,0.537,0.181,0.2939,0.019,3.5,"no_trend"
"124","S_1153",55.1447568,160.097698,2004,2023,20,0.4212,0.0255,"2003to2023","evi.max",-0.0011,0.3176,-0.135,0.4415,-0.023,-7.2,"no_trend"
"125","S_1154",55.0920054,159.9928338,2004,2023,20,0.3751,0.0261,"2003to2023","evi.max",0.00107,0.4174,0.146,0.4011,0.022,5.3,"no_trend"
"126","S_1155",55.1036323,160.0213351,2004,2023,19,0.391,0.0155,"2003to2023","evi.max",0.00088,0.4287,0.268,0.1297,0.018,4.2,"no_trend"
"127","S_1156",55.1373314,159.9887818,2004,2023,20,0.4365,0.0252,"2003to2023","evi.max",-0.00033,0.5448,-0.076,0.6746,-0.007,-1.3,"no_trend"
"128","S_1157",55.1150944,159.9012177,2003,2023,20,0.3905,0.0252,"2003to2023","evi.max",0.00235,0.301,0.415,0.0143,0.049,16.3,"greening"
"129","S_1159",55.0965965,160.0244467,2004,2023,20,0.3339,0.0236,"2003to2023","evi.max",0.00067,0.4567,0.123,0.4841,0.014,3.1,"no_trend"
"130","S_116",55.1092032,160.0939013,2004,2023,18,0.3918,0.0224,"2003to2023","evi.max",-7e-05,0.2817,0,1,-0.001,-0.4,"no_trend"
"131","S_1160",55.0855963,160.0180554,2004,2023,19,0.6116,0.0321,"2003to2023","evi.max",-0.00244,0.8777,-0.333,0.0582,-0.051,-5.8,"browning"
"132","S_1161",55.0926432,160.0454997,2004,2023,20,0.3606,0.0275,"2003to2023","evi.max",-0.00103,0.3846,-0.205,0.2342,-0.022,-5.7,"no_trend"
"133","S_1162",55.0892446,159.9673828,2004,2023,20,0.3691,0.0234,"2003to2023","evi.max",-0.00048,0.3572,-0.135,0.4415,-0.01,-2.8,"no_trend"
"134","S_1164",55.0842307,160.0518601,2004,2023,20,0.5986,0.0311,"2003to2023","evi.max",-0.00044,0.6067,-0.111,0.5289,-0.009,-1.5,"no_trend"
"135","S_1167",55.1099367,159.9415464,2003,2023,21,0.427,0.0252,"2003to2023","evi.max",0.0024,0.4418,0.453,0.0058,0.05,11.3,"greening"
"136","S_1168",55.1129276,159.9025799,2003,2023,20,0.344,0.0244,"2003to2023","evi.max",0.00092,0.3066,0.158,0.363,0.019,6.2,"no_trend"
"137","S_1169",55.111345,159.8978412,2004,2023,20,0.396,0.023,"2003to2023","evi.max",-0.00085,0.3989,-0.263,0.1237,-0.018,-4.5,"no_trend"
"138","S_117",55.1455642,160.0040481,2004,2023,20,0.3956,0.0199,"2003to2023","evi.max",-0.00051,0.5252,-0.076,0.6746,-0.011,-2.1,"no_trend"
"139","S_1171",55.0821424,159.9094059,2004,2023,20,0.413,0.0246,"2003to2023","evi.max",-0.002,0.5109,-0.357,0.0358,-0.042,-8.2,"browning"
"140","S_1172",55.1045109,159.8737066,2003,2023,21,0.4147,0.0232,"2003to2023","evi.max",-8e-05,0.4986,-0.011,0.9741,-0.002,-0.4,"no_trend"
"141","S_1173",55.1070153,160.0035516,2004,2023,20,0.4292,0.0286,"2003to2023","evi.max",0.00137,0.431,0.17,0.3273,0.029,6.7,"no_trend"
"142","S_1174",55.1443177,160.0242568,2004,2023,20,0.3902,0.025,"2003to2023","evi.max",7e-05,0.5085,0.018,0.9442,0.001,0.2,"no_trend"
"143","S_1175",55.1176342,159.8857525,2003,2023,20,0.3541,0.0298,"2003to2023","evi.max",7e-04,0.3739,0.158,0.363,0.015,4,"no_trend"
"144","S_1178",55.0943389,159.9364788,2004,2023,19,0.3895,0.0211,"2003to2023","evi.max",0.00023,0.3329,0.072,0.7049,0.005,1.5,"no_trend"
"145","S_1179",55.090888,159.964132,2004,2023,20,0.4648,0.0335,"2003to2023","evi.max",-0.00089,0.6993,-0.099,0.5756,-0.019,-2.7,"no_trend"
"146","S_118",55.1246495,159.8849668,2003,2023,21,0.3465,0.0266,"2003to2023","evi.max",0.00064,0.4334,0.105,0.5376,0.013,3,"no_trend"
"147","S_1180",55.1160523,159.9525086,2004,2023,20,0.3888,0.0283,"2003to2023","evi.max",0.00189,0.3583,0.322,0.0589,0.04,11.2,"greening"
"148","S_1181",55.1330912,160.0126758,2004,2023,20,0.4811,0.02,"2003to2023","evi.max",-0.00099,0.7217,-0.216,0.2079,-0.021,-2.9,"no_trend"
"149","S_1182",55.1372238,160.0019563,2004,2023,20,0.4246,0.0268,"2003to2023","evi.max",-0.00036,0.5096,-0.029,0.8887,-0.008,-1.6,"no_trend"
"150","S_1184",55.0940752,160.0356648,2004,2023,20,0.3663,0.0246,"2003to2023","evi.max",-0.00082,0.3678,-0.263,0.1237,-0.017,-4.6,"no_trend"
"151","S_1185",55.0973328,159.9327876,2004,2023,20,0.6363,0.0421,"2003to2023","evi.max",0.00105,0.737,0.111,0.5289,0.022,3,"no_trend"
"152","S_1186",55.0907569,160.0134858,2004,2023,19,0.4105,0.0312,"2003to2023","evi.max",-0.00309,0.502,-0.346,0.0489,-0.065,-12.9,"browning"
"153","S_1187",55.1279674,159.9457347,2004,2023,20,0.3976,0.0207,"2003to2023","evi.max",-3e-05,0.5794,-0.018,0.9442,-0.001,-0.2,"no_trend"
"154","S_1189",55.1320107,159.9458303,2003,2023,20,0.3781,0.0275,"2003to2023","evi.max",0.00018,0.3491,0.029,0.8887,0.004,1.1,"no_trend"
"155","S_119",55.1428698,159.9705623,2004,2023,20,0.3746,0.0231,"2003to2023","evi.max",0.00197,0.4524,0.322,0.0589,0.041,9.1,"greening"
"156","S_1190",55.0901377,159.9904372,2004,2023,20,0.5341,0.0306,"2003to2023","evi.max",-0.00347,0.7689,-0.38,0.0252,-0.073,-9.5,"browning"
"157","S_1192",55.0869008,160.0232587,2004,2023,19,0.3839,0.0239,"2003to2023","evi.max",0.00139,0.3528,0.229,0.1978,0.029,8.2,"no_trend"
"158","S_1194",55.0944924,159.9853737,2004,2023,19,0.4382,0.0227,"2003to2023","evi.max",0.00147,0.6462,0.294,0.0956,0.031,4.8,"greening"
"159","S_1195",55.0952342,159.9600055,2003,2023,20,0.4336,0.0332,"2003to2023","evi.max",0.00018,0.4741,0.018,0.9442,0.004,0.8,"no_trend"
"160","S_1199",55.0986244,160.0075728,2004,2023,20,0.3899,0.0224,"2003to2023","evi.max",0.00021,0.4267,0.029,0.8887,0.004,0.9,"no_trend"
"161","S_12",55.0906768,159.9904505,2004,2023,19,0.4067,0.0294,"2003to2023","evi.max",-0.00254,0.5581,-0.373,0.0339,-0.053,-9.5,"browning"
"162","S_120",55.0912174,160.0228989,2004,2023,19,0.3632,0.0273,"2003to2023","evi.max",0.00074,0.4169,0.137,0.4487,0.016,3.8,"no_trend"
"163","S_1200",55.1022597,159.9916774,2004,2023,20,0.4119,0.0275,"2003to2023","evi.max",-4e-05,0.4805,-0.006,1,-0.001,-0.2,"no_trend"
"164","S_1201",55.1426568,160.0293917,2003,2023,21,0.408,0.0274,"2003to2023","evi.max",0.00136,0.5105,0.189,0.2561,0.029,5.7,"no_trend"
