3.1348	18.6627
3.1856	18.5272
3.2787	18.3833
3.4565	18.2478
3.6089	18.1208
3.8375	17.9515
4.0238	17.833
4.2778	17.6806
4.5487	17.5366
4.9043	17.4266
5.2007	17.4012
5.5224	17.435
5.8103	17.5028
6.1066	17.562
6.3775	17.6213
6.6231	17.706
6.8178	17.8584
6.9702	18.087
7.0379	18.3494
7.0041	18.6119
6.9025	18.8574
6.767	19.0014
6.5807	19.1284
6.3606	19.1961
6.0558	19.23
5.6748	19.213
5.3785	19.1707
5.1245	19.1368
4.8959	19.086
4.6334	19.0437
4.4302	19.0098
4.2524	18.9929
4.0661	18.9506
3.8714	18.8913
3.7105	18.849
3.5581	18.7897
3.4227	18.7728
3.3126	18.7643
3.1856	18.7558
