1.4224	11.176
1.488	10.9665
1.6404	10.7802
1.9452	10.5262
2.3855	10.2214
2.8258	9.9674
3.2999	9.6287
3.7571	9.3747
4.3498	9.1377
4.9932	8.9345
5.5012	8.9006
5.9754	8.9514
6.4495	9.053
6.8559	9.1715
7.2623	9.3917
7.7534	9.7473
8.109	10.069
8.363	10.4415
8.5492	10.8479
8.5662	11.3559
8.4984	11.7962
8.3122	12.0841
8.0412	12.3889
7.7872	12.6259
7.4486	12.7445
6.9914	12.7953
6.5003	12.7614
6.1616	12.6937
5.7383	12.6429
5.3658	12.5582
4.9763	12.5074
4.5868	12.3719
3.9772	12.2195
3.5708	12.1179
3.1644	11.9994
2.6734	11.8301
2.3008	11.6438
1.8436	11.3729
1.6066	11.3221
