3.7084	24.854
3.8037	24.5089
3.9391	24.238
4.1085	24.0348
4.3117	23.7808
4.4979	23.5268
4.7181	23.2897
4.9043	23.0696
5.1414	22.8156
5.4462	22.4769
5.8187	22.2568
6.259	22.1891
6.7331	22.1721
7.1226	22.2399
7.4951	22.3076
7.8507	22.4769
8.1386	22.6463
8.4265	22.9003
8.6466	23.1712
8.7313	23.5437
8.7821	23.9163
8.7313	24.238
8.5958	24.5259
8.3926	24.7799
8.1725	24.9661
7.783	25.1185
7.5121	25.1693
7.1734	25.1524
6.8178	25.0847
6.4961	25
6.2251	24.9492
5.9203	24.9492
5.6833	24.9661
5.3446	24.9492
5.0059	24.9492
4.6673	24.9492
4.3794	24.9492
4.1593	24.9323
3.9053	24.9492
