10.8395	19.2469
10.8776	19.0564
10.9665	18.8278
11.2205	18.523
11.4237	18.2817
11.7539	18.0404
12.1603	17.6213
12.5794	17.38
13.1001	17.0879
13.8621	16.9101
14.2812	16.9101
14.7257	16.9863
15.1956	17.0879
15.6147	17.253
15.9576	17.4435
16.2751	17.6848
16.5291	18.015
16.6815	18.3325
16.7069	18.5992
16.6815	18.904
16.5545	19.1961
16.4148	19.5009
16.2497	19.6533
16.0084	19.793
15.7798	19.9073
15.5385	19.9708
15.348	20.0216
14.9924	20.0089
14.6749	19.9327
14.4209	19.8946
14.1796	19.8565
13.8621	19.7422
13.5192	19.6914
13.045	19.5559
12.6556	19.4882
12.2322	19.4374
11.7581	19.3866
11.3348	19.3697
10.9961	19.3697
