11.0554	4.0069
11.0935	3.7402
11.2713	3.4227
11.4745	3.1687
11.8047	2.8639
12.1603	2.5337
12.6556	2.1908
13.2398	1.886
13.7859	1.6574
14.3828	1.5431
14.9543	1.5812
15.3861	1.6574
15.856	1.8225
16.3259	1.9876
16.745	2.2797
17.0498	2.6353
17.2022	3.0544
17.2784	3.4227
17.253	3.791
17.1387	4.2355
16.9609	4.5403
16.7069	4.7943
16.4529	4.9213
16.0846	5.0864
15.7417	5.1118
15.3861	5.0991
15.1067	5.0483
14.7257	4.9467
14.3447	4.8959
13.9637	4.8324
13.6208	4.7562
13.316	4.6927
12.9858	4.6546
12.7318	4.6165
12.4016	4.5403
12.0206	4.4133
11.7285	4.2863
11.3856	4.172
11.157	4.1212
