10.4077	9.6584
10.4585	9.4552
10.5982	9.2774
10.776	9.0996
10.9919	8.9091
11.2205	8.7948
11.4491	8.6424
11.6015	8.5408
11.792	8.4392
12.1222	8.2995
12.4778	8.2614
12.7572	8.2995
13.0112	8.3884
13.2779	8.5027
13.5319	8.6805
13.7478	8.9472
13.7986	9.0869
13.8367	9.2901
13.8494	9.4171
13.7859	9.5441
13.6208	9.7219
13.4938	9.8489
13.2906	9.9251
13.1255	9.9886
12.935	10.0013
12.7445	10.0267
12.5286	10.0267
12.3254	10.014
12.0587	10.014
11.8682	10.014
11.665	9.9886
11.5126	9.9886
11.3856	9.9632
11.2586	9.9505
11.1316	9.9251
10.9919	9.9251
10.8649	9.9124
10.6998	9.8743
10.4839	9.7981
