15.983	6.6866
15.7544	6.5596
15.5004	6.2929
15.2972	5.9754
15.1194	5.6706
15.0051	5.4166
14.8527	5.1118
14.713	4.8324
14.6241	4.5657
14.586	4.2101
14.6495	3.8164
14.7765	3.4862
14.8908	3.156
15.0305	2.8385
15.1829	2.521
15.3988	2.2416
15.7036	2.0638
16.0338	2.0003
16.3386	2.013
16.618	2.0892
16.8847	2.2924
17.0498	2.5972
17.126	2.8512
17.1006	3.1814
16.999	3.537
16.9101	3.8291
16.8339	4.1212
16.745	4.4006
16.6688	4.7308
16.618	4.9848
16.5926	5.2261
16.5291	5.5055
16.4402	5.7468
16.3767	5.9373
16.3132	6.1151
16.2624	6.2675
16.2116	6.3564
16.1481	6.4961
16.0973	6.6612
