1.378	12.046
1.3907	11.7666
1.5304	11.5507
1.7082	11.284
2.0384	10.903
2.4448	10.5601
2.8258	10.1918
3.283	9.887
3.8037	9.5441
4.4006	9.2901
4.934	9.2774
5.4674	9.4298
5.8865	9.6203
6.4199	9.887
6.8263	10.2299
7.0422	10.4966
7.1946	10.8522
7.22	11.2078
7.22	11.4999
7.1692	11.8428
7.0041	12.1857
6.7755	12.4651
6.5469	12.6429
6.2675	12.7953
5.95	12.8715
5.5055	12.8715
5.1753	12.8334
4.8324	12.7699
4.5657	12.7191
4.2355	12.6429
3.9307	12.6048
3.4481	12.4905
3.0671	12.4143
2.7496	12.3635
2.4448	12.2746
2.1273	12.1984
1.9114	12.1349
1.7209	12.0968
1.5431	12.0714
