3.5433	9.8933
3.791	9.4044
4.045	9.1165
4.3667	8.8117
4.7223	8.5408
5.0779	8.2868
5.5012	7.9989
5.9415	7.6941
6.3479	7.4062
6.7712	7.2877
7.2454	7.2877
7.6348	7.4062
8.0243	7.5586
8.4138	7.711
8.7863	7.8973
9.1419	8.1344
9.3959	8.473
9.5652	8.8456
9.616	9.1504
9.6668	9.4213
9.6838	9.743
9.5991	9.997
9.3959	10.3696
9.1588	10.6405
8.9218	10.8268
8.6339	10.9453
8.346	11.0638
8.0074	11.0638
7.6518	11.03
7.347	10.9792
6.9744	10.9284
6.5511	10.7929
6.1955	10.776
5.806	10.7252
5.4674	10.5897
5.1626	10.5389
4.7731	10.4034
4.3498	10.3188
3.9095	10.1156
