1.814	10.2807
1.9071	10.1198
2.1019	9.9335
2.4405	9.6795
2.8046	9.4594
3.2364	9.2816
3.6259	9.1207
4.0746	8.9853
4.5149	8.9091
5.0229	8.8837
5.4123	8.9683
5.6833	9.0361
5.9965	9.1546
6.3352	9.2985
6.7331	9.5102
7.0972	9.7219
7.3935	10.0775
7.5205	10.5008
7.5121	10.9157
7.3427	11.339
7.1565	11.6099
6.9787	11.7708
6.7501	11.9147
6.5045	11.9909
6.259	12.0587
6.0304	12.0756
5.7679	12.0333
5.497	11.9571
5.2345	11.8809
4.9805	11.7793
4.6334	11.6438
4.3032	11.4914
3.8968	11.3475
3.5158	11.1781
3.1602	11.0173
2.7453	10.8395
2.3982	10.6701
2.1357	10.5262
1.941	10.4331
