11.5888	13.1763
11.665	12.9604
11.8428	12.7445
12.0333	12.5032
12.2873	12.3
12.554	12.0968
12.8588	11.919
13.189	11.7031
13.5827	11.538
14.0653	11.411
14.5606	11.3983
15.0686	11.4999
15.4623	11.6396
15.8433	11.8174
16.1989	12.1095
16.4529	12.4778
16.5418	12.8334
16.5164	13.189
16.4021	13.4684
16.2878	13.6589
16.1354	13.9002
15.9322	14.0526
15.6147	14.1796
15.2464	14.205
14.8781	14.1796
14.5352	14.1288
14.2304	14.0526
13.9129	13.9891
13.6081	13.8875
13.3033	13.8748
13.0112	13.8113
12.7318	13.7478
12.554	13.6589
12.3889	13.5954
12.2492	13.5319
12.0968	13.4557
12.0333	13.4176
11.8555	13.3414
11.665	13.3287
