3.5687	13.4112
3.6195	13.2969
3.7338	13.208
3.8735	13.1128
4.0069	13.0112
4.1593	12.9096
4.2672	12.8461
4.4133	12.7699
4.5847	12.6873
4.8133	12.6111
5.0102	12.6429
5.2007	12.6937
5.4229	12.7699
5.5944	12.8461
5.7595	12.9286
5.9055	13.0493
6.0579	13.189
6.1468	13.3477
6.1659	13.5065
6.1024	13.7097
6.0579	13.8303
5.9881	13.9129
5.8674	14.0081
5.7531	14.0526
5.569	14.0653
5.3785	14.0653
5.1816	14.0399
5.0292	14.0208
4.8895	13.9764
4.7498	13.9319
4.5784	13.9129
4.4577	13.8621
4.2799	13.8113
4.1402	13.7668
4.0005	13.716
3.8926	13.6716
3.7592	13.6144
3.6894	13.5636
3.6195	13.5128
