3.2004	14.5288
3.3126	14.2388
3.4142	14.0018
3.5835	13.7986
3.8206	13.4599
4.0915	13.189
4.3117	12.918
4.5318	12.681
4.7519	12.4608
5.0567	12.2068
5.5647	12.0375
6.0389	11.9528
6.4961	11.9698
7.0549	12.0544
7.4613	12.1222
7.8677	12.2576
8.3418	12.5116
8.6466	12.7995
8.9514	13.2567
9.1546	13.7816
9.1207	14.188
9.0361	14.459
8.9006	14.713
8.6466	14.9839
8.3249	15.204
7.9354	15.3226
7.6137	15.3564
7.2581	15.3395
6.8686	15.2887
6.5299	15.221
6.1574	15.1532
5.8526	15.1024
5.5647	15.1024
5.2261	15.0347
4.9213	15.0008
4.4302	14.8992
4.0238	14.7638
3.6682	14.696
3.3634	14.6622
