2.3178	4.6503
2.4871	4.3286
2.6564	3.9561
2.8766	3.6851
3.029	3.465
3.266	3.2787
3.537	2.9909
3.791	2.7199
4.1635	2.4998
4.6376	2.2289
5.1964	2.1442
5.5351	2.1103
5.9246	2.1273
6.3648	2.1611
6.7204	2.2119
7.0422	2.2797
7.4316	2.4321
7.8888	2.703
8.1767	3.0755
8.3122	3.4989
8.3122	3.8037
8.2783	4.0746
8.109	4.3625
7.9566	4.5318
7.8042	4.6673
7.6518	4.7689
7.3639	4.8535
7.0252	4.9382
6.6188	4.989
6.2971	4.989
5.9246	5.0059
5.5859	5.0229
5.1287	5.0398
4.6715	5.0229
3.9942	4.9551
3.4184	4.8705
3.029	4.8027
2.758	4.7519
2.521	4.735
