Square,Sample,Morph,Length,Status,Site
5,A,T,14,dead,VorKorg
5,A,T,14,dead,VorKorg
5,A,T,18,dead,VorKorg
5,A,T,15,dead,VorKorg
5,A,T,19,dead,VorKorg
5,A,T,14,dead,VorKorg
5,A,T,19,dead,VorKorg
5,A,T,14,dead,VorKorg
5,A,T,18,dead,VorKorg
5,A,T,16,dead,VorKorg
5,A,T,17,dead,VorKorg
5,A,T,17,dead,VorKorg
5,A,T,17,dead,VorKorg
5,A,T,15,dead,VorKorg
5,A,T,19,dead,VorKorg
5,A,T,15,dead,VorKorg
5,A,T,14,dead,VorKorg
5,A,T,21,dead,VorKorg
5,A,T,17,dead,VorKorg
5,A,T,13,dead,VorKorg
5,A,T,14,dead,VorKorg
5,A,T,15,dead,VorKorg
5,A,T,13,dead,VorKorg
5,A,T,17,dead,VorKorg
5,A,T,14,dead,VorKorg
5,A,T,15,dead,VorKorg
5,A,T,19,dead,VorKorg
5,A,T,17,dead,VorKorg
5,A,T,12,dead,VorKorg
5,A,T,12,dead,VorKorg
5,A,T,18,dead,VorKorg
5,A,T,14,dead,VorKorg
5,A,T,13,dead,VorKorg
5,A,T,18,dead,VorKorg
5,A,T,16,dead,VorKorg
5,A,T,15,dead,VorKorg
5,A,T,14,dead,VorKorg
5,A,T,14,dead,VorKorg
5,A,T,13,dead,VorKorg
5,A,T,15,dead,VorKorg
5,A,T,15,dead,VorKorg
5,A,T,15,dead,VorKorg
5,A,T,15,dead,VorKorg
5,A,T,14,dead,VorKorg
5,A,T,16,dead,VorKorg
5,A,T,14,dead,VorKorg
5,A,E,30,dead,VorKorg
5,A,E,24,dead,VorKorg
5,A,E,17,dead,VorKorg
5,A,E,17,dead,VorKorg
5,A,E,28,dead,VorKorg
5,A,E,22,dead,VorKorg
5,A,E,25,dead,VorKorg
5,A,E,26,dead,VorKorg
5,A,E,20,dead,VorKorg
5,A,E,20,dead,VorKorg
5,A,E,21,dead,VorKorg
5,A,E,20,dead,VorKorg
5,A,E,21,dead,VorKorg
5,A,E,17,dead,VorKorg
5,A,E,19,dead,VorKorg
5,A,E,21,dead,VorKorg
5,A,E,22,dead,VorKorg
5,A,E,18,dead,VorKorg
5,A,E,20,dead,VorKorg
5,A,E,21,dead,VorKorg
5,A,E,22,dead,VorKorg
5,A,E,17,dead,VorKorg
5,A,E,18,dead,VorKorg
5,A,E,19,dead,VorKorg
5,A,E,17,dead,VorKorg
5,A,E,21,dead,VorKorg
5,A,E,16,dead,VorKorg
5,A,E,17,dead,VorKorg
5,A,E,14,dead,VorKorg
5,A,E,15,dead,VorKorg
5,A,E,16,dead,VorKorg
5,A,E,16,dead,VorKorg
5,A,E,13,dead,VorKorg
1,1,T,19,alive,Ryazhkov
1,1,T,27,alive,Ryazhkov
1,1,T,27,alive,Ryazhkov
1,1,T,20,alive,Ryazhkov
1,1,T,17,alive,Ryazhkov
1,1,T,22,alive,Ryazhkov
1,1,T,27,alive,Ryazhkov
1,1,T,19,alive,Ryazhkov
1,1,T,19,alive,Ryazhkov
1,1,T,20,alive,Ryazhkov
1,1,T,17,alive,Ryazhkov
1,1,T,22,alive,Ryazhkov
1,1,T,28,alive,Ryazhkov
1,1,T,19,alive,Ryazhkov
1,1,T,22,alive,Ryazhkov
1,1,T,17,alive,Ryazhkov
1,1,T,15,alive,Ryazhkov
1,1,T,15,alive,Ryazhkov
1,1,E,38,alive,Ryazhkov
1,1,E,36,alive,Ryazhkov
1,1,E,24,alive,Ryazhkov
1,1,E,26,alive,Ryazhkov
1,1,E,22,alive,Ryazhkov
1,1,E,22,alive,Ryazhkov
1,1,E,19,alive,Ryazhkov
8,1,T,18,alive,Tel
8,1,T,17,alive,Tel
8,1,T,19,alive,Tel
8,1,T,11,alive,Tel
8,1,T,18,alive,Tel
8,1,T,16,alive,Tel
8,1,T,19,alive,Tel
8,1,T,15,alive,Tel
8,1,T,22,alive,Tel
8,1,T,15,alive,Tel
8,1,T,18,alive,Tel
8,1,T,13,alive,Tel
8,1,T,11,alive,Tel
8,1,T,20,alive,Tel
8,1,T,13,alive,Tel
8,1,T,20,alive,Tel
8,1,T,14,alive,Tel
8,1,T,16,alive,Tel
8,1,T,11,alive,Tel
8,1,T,13,alive,Tel
8,1,T,18,alive,Tel
8,1,T,15,alive,Tel
8,1,T,15,alive,Tel
8,1,T,16,alive,Tel
8,1,T,15,alive,Tel
8,1,T,19,alive,Tel
8,1,T,18,alive,Tel
8,1,T,17,alive,Tel
8,1,T,13,alive,Tel
8,1,T,13,alive,Tel
8,1,T,18,alive,Tel
8,1,T,15,alive,Tel
8,1,T,12,alive,Tel
8,1,T,15,alive,Tel
8,1,T,19,alive,Tel
8,1,T,16,alive,Tel
8,1,T,18,alive,Tel
8,1,T,14,alive,Tel
8,1,T,14,alive,Tel
8,1,T,12,alive,Tel
8,1,T,12,alive,Tel
8,1,T,15,alive,Tel
8,1,T,17,alive,Tel
8,1,T,20,alive,Tel
8,1,T,18,alive,Tel
8,1,T,13,alive,Tel
8,1,T,12,alive,Tel
8,1,T,16,alive,Tel
8,1,T,15,alive,Tel
8,1,T,16,alive,Tel
8,1,T,13,alive,Tel
8,1,T,19,alive,Tel
8,1,T,12,alive,Tel
8,1,T,13,alive,Tel
8,1,T,13,alive,Tel
8,1,T,18,alive,Tel
8,1,T,16,alive,Tel
8,1,T,17,alive,Tel
8,1,T,13,alive,Tel
8,1,T,15,alive,Tel
8,1,T,16,alive,Tel
8,1,T,20,alive,Tel
8,1,T,11,alive,Tel
8,1,E,42,alive,Tel
8,1,E,19,alive,Tel
8,1,E,17,alive,Tel
8,1,E,13,alive,Tel
8,1,E,18,alive,Tel
8,1,E,21,alive,Tel
8,1,E,19,alive,Tel
8,1,E,17,alive,Tel
8,1,E,11,alive,Tel
8,1,E,11,alive,Tel
8,1,E,15,alive,Tel
8,1,E,13,alive,Tel
8,1,E,12,alive,Tel
8,1,E,13,alive,Tel
8,1,E,16,alive,Tel
8,1,E,14,alive,Tel
8,1,E,12,alive,Tel
8,1,E,10,alive,Tel
8,1,E,15,alive,Tel
12,3,T,28,alive,Vor4
12,3,T,36,alive,Vor4
12,3,T,26,alive,Vor4
12,3,T,25,alive,Vor4
12,3,T,22,alive,Vor4
12,3,T,21,alive,Vor4
12,3,T,18,alive,Vor4
12,3,T,15,alive,Vor4
12,3,T,25,alive,Vor4
12,3,T,11,alive,Vor4
12,3,T,12,alive,Vor4
12,3,T,18,alive,Vor4
12,3,T,20,alive,Vor4
12,3,T,19,alive,Vor4
12,3,T,18,alive,Vor4
12,3,T,18,alive,Vor4
12,3,T,10,alive,Vor4
12,3,T,19,alive,Vor4
12,3,T,27,alive,Vor4
12,3,T,15,alive,Vor4
12,3,T,15,alive,Vor4
12,3,T,13,alive,Vor4
12,3,T,20,alive,Vor4
12,3,T,18,alive,Vor4
12,3,T,19,alive,Vor4
12,3,T,16,alive,Vor4
12,3,T,22,alive,Vor4
12,3,T,18,alive,Vor4
12,3,T,11,alive,Vor4
12,3,T,14,alive,Vor4
12,3,T,18,alive,Vor4
12,3,T,33,alive,Vor4
12,3,T,14,alive,Vor4
12,3,T,15,alive,Vor4
12,3,T,15,alive,Vor4
12,3,T,11,alive,Vor4
12,3,T,19,alive,Vor4
12,3,T,14,alive,Vor4
12,3,T,21,alive,Vor4
12,3,T,20,alive,Vor4
12,3,T,16,alive,Vor4
12,3,T,14,alive,Vor4
12,3,T,18,alive,Vor4
12,3,T,11,alive,Vor4
12,3,T,19,alive,Vor4
12,3,T,16,alive,Vor4
12,3,T,12,alive,Vor4
12,3,T,25,alive,Vor4
12,3,T,20,alive,Vor4
12,3,T,20,alive,Vor4
12,3,T,18,alive,Vor4
12,3,T,14,alive,Vor4
12,3,T,17,alive,Vor4
12,3,T,15,alive,Vor4
12,3,T,12,alive,Vor4
12,3,T,12,alive,Vor4
12,3,E,42,alive,Vor4
12,3,E,36,alive,Vor4
12,3,E,25,alive,Vor4
12,3,E,25,alive,Vor4
12,3,E,29,alive,Vor4
12,3,E,27,alive,Vor4
12,3,E,16,alive,Vor4
12,3,E,27,alive,Vor4
12,3,E,26,alive,Vor4
12,3,E,21,alive,Vor4
12,3,E,25,alive,Vor4
12,3,E,26,alive,Vor4
12,3,E,26,alive,Vor4
12,3,E,23,alive,Vor4
12,3,E,17,alive,Vor4
12,3,E,25,alive,Vor4
12,3,E,21,alive,Vor4
12,3,E,22,alive,Vor4
12,3,E,22,alive,Vor4
12,3,E,22,alive,Vor4
12,3,E,21,alive,Vor4
12,3,E,20,alive,Vor4
12,3,E,15,alive,Vor4
12,3,E,21,alive,Vor4
12,3,E,20,alive,Vor4
12,3,E,18,alive,Vor4
12,3,E,19,alive,Vor4
12,3,E,21,alive,Vor4
12,3,E,19,alive,Vor4
12,3,E,16,alive,Vor4
12,3,E,17,alive,Vor4
12,3,E,16,alive,Vor4
12,3,E,14,alive,Vor4
12,3,E,12,alive,Vor4
12,3,E,13,alive,Vor4
12,3,E,14,alive,Vor4
12,3,E,10,alive,Vor4
12,3,E,12,alive,Vor4
12,3,E,10,alive,Vor4
12,3,E,10,alive,Vor4
12,3,E,15,alive,Vor4
3,2,T,26,alive,Ryazhkov
3,2,T,25,alive,Ryazhkov
3,2,T,15,alive,Ryazhkov
3,2,T,18,alive,Ryazhkov
3,2,T,13,alive,Ryazhkov
3,2,T,16,alive,Ryazhkov
3,2,T,19,alive,Ryazhkov
3,2,T,19,alive,Ryazhkov
3,2,T,17,alive,Ryazhkov
3,2,T,10,alive,Ryazhkov
3,2,T,17,alive,Ryazhkov
3,2,T,15,alive,Ryazhkov
3,2,T,12,alive,Ryazhkov
3,2,T,10,alive,Ryazhkov
3,2,T,17,alive,Ryazhkov
3,2,T,12,alive,Ryazhkov
3,2,T,16,alive,Ryazhkov
3,2,T,13,alive,Ryazhkov
3,2,T,16,alive,Ryazhkov
3,2,T,13,alive,Ryazhkov
3,2,T,17,alive,Ryazhkov
3,2,T,13,alive,Ryazhkov
3,2,T,12,alive,Ryazhkov
3,2,T,11,alive,Ryazhkov
3,2,T,21,alive,Ryazhkov
3,2,T,14,alive,Ryazhkov
3,2,T,14,alive,Ryazhkov
3,2,T,14,alive,Ryazhkov
3,2,T,18,alive,Ryazhkov
3,2,T,16,alive,Ryazhkov
3,2,T,17,alive,Ryazhkov
3,2,T,19,alive,Ryazhkov
3,2,T,17,alive,Ryazhkov
3,2,T,14,alive,Ryazhkov
3,2,T,13,alive,Ryazhkov
3,2,T,12,alive,Ryazhkov
3,2,T,19,alive,Ryazhkov
3,2,T,15,alive,Ryazhkov
3,2,T,14,alive,Ryazhkov
3,2,T,12,alive,Ryazhkov
3,2,T,11,alive,Ryazhkov
3,2,T,10,alive,Ryazhkov
3,2,T,9,alive,Ryazhkov
3,2,T,16,alive,Ryazhkov
3,2,T,11,alive,Ryazhkov
3,2,T,11,alive,Ryazhkov
3,2,T,13,alive,Ryazhkov
3,2,T,11,alive,Ryazhkov
3,2,T,10,alive,Ryazhkov
3,2,T,10,alive,Ryazhkov
3,2,T,12,alive,Ryazhkov
3,2,T,14,alive,Ryazhkov
3,2,T,16,alive,Ryazhkov
3,2,T,14,alive,Ryazhkov
3,2,T,9,alive,Ryazhkov
3,2,T,13,alive,Ryazhkov
3,2,T,11,alive,Ryazhkov
3,2,T,11,alive,Ryazhkov
3,2,E,21,alive,Ryazhkov
3,2,E,13,alive,Ryazhkov
3,2,E,12,alive,Ryazhkov
3,2,E,20,alive,Ryazhkov
3,2,E,31,alive,Ryazhkov
3,2,E,13,alive,Ryazhkov
3,2,E,10,alive,Ryazhkov
3,2,E,13,alive,Ryazhkov
3,2,E,14,alive,Ryazhkov
3,2,E,15,alive,Ryazhkov
3,2,E,11,alive,Ryazhkov
3,2,E,12,alive,Ryazhkov
3,2,E,11,alive,Ryazhkov
3,2,E,14,alive,Ryazhkov
3,2,E,13,alive,Ryazhkov
3,2,E,20,alive,Ryazhkov
3,2,E,18,alive,Ryazhkov
3,2,E,17,alive,Ryazhkov
3,2,E,18,alive,Ryazhkov
3,2,E,17,alive,Ryazhkov
3,2,E,13,alive,Ryazhkov
3,2,E,9,alive,Ryazhkov
3,2,E,10,alive,Ryazhkov
3,2,E,14,alive,Ryazhkov
3,2,E,9,alive,Ryazhkov
3,2,E,13,alive,Ryazhkov
3,2,E,11,alive,Ryazhkov
3,2,E,13,alive,Ryazhkov
3,2,E,14,alive,Ryazhkov
3,2,E,15,alive,Ryazhkov
3,2,E,11,alive,Ryazhkov
3,2,E,9,alive,Ryazhkov
3,2,E,9,alive,Ryazhkov
3,2,E,14,alive,Ryazhkov
3,2,E,9,alive,Ryazhkov
3,2,E,12,alive,Ryazhkov
3,2,E,10,alive,Ryazhkov
3,2,E,12,alive,Ryazhkov
3,2,E,9,alive,Ryazhkov
3,2,E,9,alive,Ryazhkov
3,2,E,11,alive,Ryazhkov
3,2,E,11,alive,Ryazhkov
2,1,T,22,alive,Ryazhkov
2,1,T,21,alive,Ryazhkov
2,1,T,18,alive,Ryazhkov
2,1,T,21,alive,Ryazhkov
2,1,T,21,alive,Ryazhkov
2,1,T,19,alive,Ryazhkov
2,1,T,16,alive,Ryazhkov
2,1,T,15,alive,Ryazhkov
2,1,T,18,alive,Ryazhkov
2,1,T,16,alive,Ryazhkov
2,1,T,11,alive,Ryazhkov
2,1,T,15,alive,Ryazhkov
2,1,T,20,alive,Ryazhkov
2,1,T,13,alive,Ryazhkov
2,1,T,21,alive,Ryazhkov
2,1,T,15,alive,Ryazhkov
2,1,T,18,alive,Ryazhkov
2,1,T,16,alive,Ryazhkov
2,1,T,14,alive,Ryazhkov
2,1,T,10,alive,Ryazhkov
2,1,T,15,alive,Ryazhkov
2,1,T,11,alive,Ryazhkov
2,1,T,11,alive,Ryazhkov
2,1,T,18,alive,Ryazhkov
2,1,T,15,alive,Ryazhkov
2,1,T,13,alive,Ryazhkov
2,1,T,13,alive,Ryazhkov
2,1,T,17,alive,Ryazhkov
2,1,T,18,alive,Ryazhkov
2,1,T,10,alive,Ryazhkov
2,1,T,11,alive,Ryazhkov
2,1,T,14,alive,Ryazhkov
2,1,T,16,alive,Ryazhkov
2,1,T,14,alive,Ryazhkov
2,1,T,20,alive,Ryazhkov
2,1,T,11,alive,Ryazhkov
2,1,T,16,alive,Ryazhkov
2,1,T,15,alive,Ryazhkov
2,1,T,18,alive,Ryazhkov
2,1,T,13,alive,Ryazhkov
2,1,T,12,alive,Ryazhkov
2,1,T,14,alive,Ryazhkov
2,1,T,14,alive,Ryazhkov
2,1,T,13,alive,Ryazhkov
2,1,T,10,alive,Ryazhkov
2,1,T,14,alive,Ryazhkov
2,1,T,13,alive,Ryazhkov
2,1,E,26,alive,Ryazhkov
2,1,E,19,alive,Ryazhkov
2,1,E,22,alive,Ryazhkov
2,1,E,18,alive,Ryazhkov
2,1,E,17,alive,Ryazhkov
2,1,E,16,alive,Ryazhkov
2,1,E,15,alive,Ryazhkov
2,1,E,18,alive,Ryazhkov
2,1,E,17,alive,Ryazhkov
2,1,E,20,alive,Ryazhkov
2,1,E,15,alive,Ryazhkov
2,1,E,16,alive,Ryazhkov
2,1,E,17,alive,Ryazhkov
2,1,E,18,alive,Ryazhkov
2,1,E,16,alive,Ryazhkov
2,1,E,20,alive,Ryazhkov
2,1,E,16,alive,Ryazhkov
2,1,E,17,alive,Ryazhkov
2,1,E,17,alive,Ryazhkov
2,1,E,12,alive,Ryazhkov
2,1,E,21,alive,Ryazhkov
2,1,E,19,alive,Ryazhkov
2,1,E,19,alive,Ryazhkov
2,1,E,19,alive,Ryazhkov
2,1,E,17,alive,Ryazhkov
2,1,E,18,alive,Ryazhkov
2,1,E,14,alive,Ryazhkov
2,1,E,15,alive,Ryazhkov
2,1,E,14,alive,Ryazhkov
2,1,E,14,alive,Ryazhkov
2,1,E,13,alive,Ryazhkov
2,1,E,12,alive,Ryazhkov
2,1,E,11,alive,Ryazhkov
2,1,E,11,alive,Ryazhkov
2,1,E,10,alive,Ryazhkov
2,1,E,12,alive,Ryazhkov
2,1,E,16,alive,Ryazhkov
2,1,E,12,alive,Ryazhkov
9,2,T,22,alive,Tel
9,2,T,22,alive,Tel
9,2,T,19,alive,Tel
9,2,T,25,alive,Tel
9,2,T,19,alive,Tel
9,2,T,17,alive,Tel
9,2,T,15,alive,Tel
9,2,T,19,alive,Tel
9,2,T,16,alive,Tel
9,2,T,17,alive,Tel
9,2,T,13,alive,Tel
9,2,T,13,alive,Tel
9,2,T,13,alive,Tel
9,2,T,11,alive,Tel
9,2,T,11,alive,Tel
9,2,T,14,alive,Tel
9,2,T,14,alive,Tel
9,2,T,13,alive,Tel
9,2,T,18,alive,Tel
9,2,T,11,alive,Tel
9,2,T,12,alive,Tel
9,2,T,16,alive,Tel
9,2,T,16,alive,Tel
9,2,T,13,alive,Tel
9,2,T,19,alive,Tel
9,2,T,15,alive,Tel
9,2,T,22,alive,Tel
9,2,T,13,alive,Tel
9,2,T,15,alive,Tel
9,2,T,12,alive,Tel
9,2,T,15,alive,Tel
9,2,T,16,alive,Tel
9,2,T,21,alive,Tel
9,2,T,14,alive,Tel
9,2,T,16,alive,Tel
9,2,T,9,alive,Tel
9,2,T,23,alive,Tel
9,2,T,12,alive,Tel
9,2,T,15,alive,Tel
9,2,T,18,alive,Tel
9,2,T,15,alive,Tel
9,2,T,19,alive,Tel
9,2,T,15,alive,Tel
9,2,T,16,alive,Tel
9,2,T,20,alive,Tel
9,2,T,15,alive,Tel
9,2,T,14,alive,Tel
9,2,T,17,alive,Tel
9,2,T,15,alive,Tel
9,2,T,11,alive,Tel
9,2,T,14,alive,Tel
9,2,T,13,alive,Tel
9,2,T,16,alive,Tel
9,2,T,13,alive,Tel
9,2,T,12,alive,Tel
9,2,T,11,alive,Tel
9,2,T,12,alive,Tel
9,2,T,13,alive,Tel
9,2,T,11,alive,Tel
9,2,T,11,alive,Tel
9,2,T,13,alive,Tel
9,2,T,12,alive,Tel
9,2,T,16,alive,Tel
9,2,T,11,alive,Tel
9,2,T,14,alive,Tel
9,2,T,19,alive,Tel
9,2,T,13,alive,Tel
9,2,T,11,alive,Tel
9,2,T,16,alive,Tel
9,2,T,11,alive,Tel
9,2,T,11,alive,Tel
9,2,T,10,alive,Tel
9,2,T,12,alive,Tel
9,2,T,14,alive,Tel
9,2,T,16,alive,Tel
9,2,E,23,alive,Tel
9,2,E,20,alive,Tel
9,2,E,22,alive,Tel
9,2,E,20,alive,Tel
9,2,E,17,alive,Tel
9,2,E,16,alive,Tel
9,2,E,13,alive,Tel
9,2,E,13,alive,Tel
9,2,E,12,alive,Tel
9,2,E,13,alive,Tel
9,2,E,12,alive,Tel
9,2,E,10,alive,Tel
9,2,E,11,alive,Tel
9,2,E,13,alive,Tel
9,2,E,11,alive,Tel
7,1,E,40,alive,Tel
7,1,E,33,alive,Tel
7,1,E,11,alive,Tel
7,1,E,18,alive,Tel
7,1,E,22,alive,Tel
7,1,E,20,alive,Tel
7,1,E,15,alive,Tel
7,1,E,14,alive,Tel
7,1,E,14,alive,Tel
7,1,E,12,alive,Tel
7,1,E,14,alive,Tel
7,1,E,12,alive,Tel
7,1,E,13,alive,Tel
7,1,E,11,alive,Tel
7,1,E,11,alive,Tel
7,1,E,11,alive,Tel
7,1,E,14,alive,Tel
7,1,E,13,alive,Tel
7,1,E,12,alive,Tel
7,1,E,10,alive,Tel
7,1,E,11,alive,Tel
7,1,E,12,alive,Tel
7,1,E,12,alive,Tel
7,1,E,10,alive,Tel
7,1,E,10,alive,Tel
7,1,T,15,alive,Tel
7,1,T,25,alive,Tel
7,1,T,19,alive,Tel
7,1,T,17,alive,Tel
7,1,T,14,alive,Tel
7,1,T,11,alive,Tel
7,1,T,20,alive,Tel
7,1,T,18,alive,Tel
7,1,T,20,alive,Tel
7,1,T,19,alive,Tel
7,1,T,16,alive,Tel
7,1,T,17,alive,Tel
7,1,T,13,alive,Tel
7,1,T,14,alive,Tel
7,1,T,17,alive,Tel
7,1,T,14,alive,Tel
7,1,T,15,alive,Tel
7,1,T,17,alive,Tel
7,1,T,14,alive,Tel
7,1,T,17,alive,Tel
7,1,T,11,alive,Tel
7,1,T,23,alive,Tel
7,1,T,10,alive,Tel
7,1,T,13,alive,Tel
7,1,T,21,alive,Tel
7,1,T,20,alive,Tel
7,1,T,13,alive,Tel
7,1,T,11,alive,Tel
7,1,T,15,alive,Tel
7,1,T,12,alive,Tel
7,1,T,12,alive,Tel
7,1,T,12,alive,Tel
7,1,T,10,alive,Tel
7,1,T,12,alive,Tel
7,1,T,12,alive,Tel
7,1,T,12,alive,Tel
7,1,T,17,alive,Tel
7,1,T,18,alive,Tel
7,1,T,12,alive,Tel
7,1,T,15,alive,Tel
7,1,T,12,alive,Tel
7,1,T,10,alive,Tel
7,1,T,14,alive,Tel
7,1,T,13,alive,Tel
7,1,T,13,alive,Tel
7,1,T,16,alive,Tel
7,1,T,12,alive,Tel
7,1,T,14,alive,Tel
7,1,T,17,alive,Tel
7,1,T,13,alive,Tel
7,1,T,20,alive,Tel
7,1,T,13,alive,Tel
7,1,T,15,alive,Tel
7,1,T,12,alive,Tel
7,1,T,15,alive,Tel
7,1,T,15,alive,Tel
7,1,T,11,alive,Tel
7,1,T,11,alive,Tel
7,1,T,10,alive,Tel
7,1,T,15,alive,Tel
7,1,T,15,alive,Tel
7,1,T,10,alive,Tel
7,1,T,13,alive,Tel
7,1,T,14,alive,Tel
7,1,T,15,alive,Tel
7,1,T,13,alive,Tel
7,1,T,10,alive,Tel
7,1,T,10,alive,Tel
7,1,T,16,alive,Tel
7,1,T,15,alive,Tel
7,1,T,13,alive,Tel
7,1,T,13,alive,Tel
7,1,T,15,alive,Tel
7,1,T,15,alive,Tel
7,1,T,12,alive,Tel
7,1,T,11,alive,Tel
7,1,T,10,alive,Tel
7,1,T,13,alive,Tel
7,1,T,12,alive,Tel
7,1,T,12,alive,Tel
7,1,T,12,alive,Tel
7,1,T,13,alive,Tel
7,1,T,14,alive,Tel
7,1,T,10,alive,Tel
7,1,T,11,alive,Tel
7,1,T,10,alive,Tel
7,1,T,10,alive,Tel
7,1,T,9,alive,Tel
7,1,T,10,alive,Tel
7,1,T,10,alive,Tel
7,1,T,10,alive,Tel
7,1,T,12,alive,Tel
7,1,T,10,alive,Tel
7,1,T,10,alive,Tel
7,1,T,10,alive,Tel
7,1,T,10,alive,Tel
7,1,T,11,alive,Tel
7,1,T,10,alive,Tel
10,1,T,29,alive,Vor4
10,1,T,25,alive,Vor4
10,1,T,16,alive,Vor4
10,1,T,20,alive,Vor4
10,1,T,15,alive,Vor4
10,1,T,19,alive,Vor4
10,1,T,20,alive,Vor4
10,1,T,18,alive,Vor4
10,1,T,30,alive,Vor4
10,1,T,20,alive,Vor4
10,1,T,25,alive,Vor4
10,1,T,25,alive,Vor4
10,1,T,22,alive,Vor4
10,1,T,26,alive,Vor4
10,1,T,26,alive,Vor4
10,1,T,18,alive,Vor4
10,1,T,23,alive,Vor4
10,1,T,15,alive,Vor4
10,1,T,22,alive,Vor4
10,1,T,20,alive,Vor4
10,1,T,15,alive,Vor4
10,1,T,17,alive,Vor4
10,1,T,15,alive,Vor4
10,1,T,12,alive,Vor4
10,1,T,12,alive,Vor4
10,1,T,12,alive,Vor4
10,1,T,10,alive,Vor4
10,1,T,10,alive,Vor4
10,1,T,14,alive,Vor4
10,1,T,10,alive,Vor4
10,1,T,10,alive,Vor4
10,1,E,32,alive,Vor4
10,1,E,25,alive,Vor4
10,1,E,34,alive,Vor4
10,1,E,27,alive,Vor4
10,1,E,17,alive,Vor4
10,1,E,26,alive,Vor4
10,1,E,20,alive,Vor4
10,1,E,23,alive,Vor4
10,1,E,19,alive,Vor4
10,1,E,18,alive,Vor4
10,1,E,17,alive,Vor4
10,1,E,21,alive,Vor4
10,1,E,27,alive,Vor4
10,1,E,26,alive,Vor4
10,1,E,26,alive,Vor4
10,1,E,25,alive,Vor4
10,1,E,26,alive,Vor4
10,1,E,24,alive,Vor4
10,1,E,27,alive,Vor4
10,1,E,26,alive,Vor4
10,1,E,23,alive,Vor4
10,1,E,20,alive,Vor4
10,1,E,25,alive,Vor4
10,1,E,14,alive,Vor4
10,1,E,20,alive,Vor4
10,1,E,23,alive,Vor4
10,1,E,12,alive,Vor4
10,1,E,20,alive,Vor4
10,1,E,22,alive,Vor4
10,1,E,26,alive,Vor4
10,1,E,13,alive,Vor4
10,1,E,13,alive,Vor4
10,1,E,16,alive,Vor4
10,1,E,14,alive,Vor4
10,1,E,17,alive,Vor4
10,1,E,10,alive,Vor4
10,1,E,14,alive,Vor4
10,1,E,18,alive,Vor4
10,1,E,14,alive,Vor4
10,1,E,12,alive,Vor4
10,1,E,10,alive,Vor4
11,1,T,27,alive,Vor4
11,1,T,38,alive,Vor4
11,1,T,27,alive,Vor4
11,1,T,26,alive,Vor4
11,1,T,21,alive,Vor4
11,1,T,14,alive,Vor4
11,1,T,20,alive,Vor4
11,1,T,25,alive,Vor4
11,1,T,22,alive,Vor4
11,1,T,25,alive,Vor4
11,1,T,21,alive,Vor4
11,1,T,29,alive,Vor4
11,1,T,25,alive,Vor4
11,1,T,23,alive,Vor4
11,1,T,20,alive,Vor4
11,1,T,17,alive,Vor4
11,1,T,19,alive,Vor4
11,1,T,17,alive,Vor4
11,1,T,18,alive,Vor4
11,1,T,18,alive,Vor4
11,1,T,17,alive,Vor4
11,1,T,20,alive,Vor4
11,1,T,19,alive,Vor4
11,1,T,17,alive,Vor4
11,1,T,20,alive,Vor4
11,1,T,16,alive,Vor4
11,1,T,11,alive,Vor4
11,1,T,15,alive,Vor4
11,1,T,17,alive,Vor4
11,1,T,13,alive,Vor4
11,1,T,13,alive,Vor4
11,1,T,17,alive,Vor4
11,1,T,17,alive,Vor4
11,1,T,17,alive,Vor4
11,1,T,17,alive,Vor4
11,1,T,14,alive,Vor4
11,1,T,16,alive,Vor4
11,1,T,15,alive,Vor4
11,1,T,17,alive,Vor4
11,1,T,15,alive,Vor4
11,1,T,12,alive,Vor4
11,1,T,13,alive,Vor4
11,1,T,14,alive,Vor4
11,1,T,18,alive,Vor4
11,1,T,12,alive,Vor4
11,1,T,14,alive,Vor4
11,1,T,14,alive,Vor4
11,1,T,14,alive,Vor4
11,1,T,12,alive,Vor4
11,1,T,12,alive,Vor4
11,1,T,12,alive,Vor4
11,1,T,12,alive,Vor4
11,1,T,15,alive,Vor4
11,1,T,13,alive,Vor4
11,1,T,10,alive,Vor4
11,1,T,12,alive,Vor4
11,1,T,11,alive,Vor4
11,1,T,13,alive,Vor4
11,1,T,12,alive,Vor4
11,1,T,11,alive,Vor4
11,1,T,11,alive,Vor4
11,1,T,11,alive,Vor4
11,1,T,11,alive,Vor4
11,1,T,11,alive,Vor4
11,1,T,11,alive,Vor4
11,1,T,11,alive,Vor4
11,1,T,12,alive,Vor4
11,1,T,11,alive,Vor4
11,1,T,10,alive,Vor4
11,1,T,11,alive,Vor4
11,1,T,10,alive,Vor4
11,1,T,10,alive,Vor4
11,1,T,10,alive,Vor4
11,1,E,36,alive,Vor4
11,1,E,24,alive,Vor4
11,1,E,27,alive,Vor4
11,1,E,23,alive,Vor4
11,1,E,24,alive,Vor4
11,1,E,24,alive,Vor4
11,1,E,24,alive,Vor4
11,1,E,20,alive,Vor4
11,1,E,20,alive,Vor4
11,1,E,21,alive,Vor4
11,1,E,21,alive,Vor4
11,1,E,18,alive,Vor4
11,1,E,17,alive,Vor4
11,1,E,16,alive,Vor4
11,1,E,10,alive,Vor4
11,1,E,14,alive,Vor4
11,1,E,17,alive,Vor4
11,1,E,13,alive,Vor4
11,1,E,12,alive,Vor4
11,1,E,13,alive,Vor4
11,1,E,11,alive,Vor4
