Square,Sample,Morph,Length,Status,Site
11,1,E,10,alive,Vor4
11,1,E,10,alive,Vor4
11,1,E,12,alive,Vor4
4,3,T,17,alive,VorKorg
4,3,T,17,alive,VorKorg
4,3,T,21,alive,VorKorg
4,3,T,13,alive,VorKorg
4,3,T,16,alive,VorKorg
4,3,T,12,alive,VorKorg
4,3,T,12,alive,VorKorg
4,3,T,13,alive,VorKorg
4,3,T,15,alive,VorKorg
4,3,T,13,alive,VorKorg
4,3,T,13,alive,VorKorg
4,3,T,11,alive,VorKorg
4,3,T,16,alive,VorKorg
4,3,T,14,alive,VorKorg
4,3,T,13,alive,VorKorg
4,3,T,13,alive,VorKorg
4,3,T,13,alive,VorKorg
4,3,T,15,alive,VorKorg
4,3,T,10,alive,VorKorg
4,3,T,10,alive,VorKorg
4,3,T,11,alive,VorKorg
4,3,T,12,alive,VorKorg
4,3,E,25,alive,VorKorg
4,3,E,19,alive,VorKorg
4,3,E,19,alive,VorKorg
4,3,E,17,alive,VorKorg
4,3,E,16,alive,VorKorg
4,3,E,20,alive,VorKorg
4,3,E,16,alive,VorKorg
4,3,E,17,alive,VorKorg
4,3,E,17,alive,VorKorg
4,3,E,15,alive,VorKorg
4,3,E,15,alive,VorKorg
4,3,E,15,alive,VorKorg
4,3,E,15,alive,VorKorg
4,3,E,14,alive,VorKorg
4,3,E,11,alive,VorKorg
4,3,E,13,alive,VorKorg
4,3,E,15,alive,VorKorg
4,3,E,13,alive,VorKorg
4,3,E,11,alive,VorKorg
4,3,E,11,alive,VorKorg
4,3,E,13,alive,VorKorg
4,3,E,13,alive,VorKorg
4,3,E,14,alive,VorKorg
4,3,E,13,alive,VorKorg
5,1,T,20,alive,VorKorg
5,1,T,18,alive,VorKorg
5,1,T,20,alive,VorKorg
5,1,T,20,alive,VorKorg
5,1,T,16,alive,VorKorg
5,1,T,18,alive,VorKorg
5,1,T,20,alive,VorKorg
5,1,T,20,alive,VorKorg
5,1,T,15,alive,VorKorg
5,1,T,17,alive,VorKorg
5,1,T,17,alive,VorKorg
5,1,T,18,alive,VorKorg
5,1,T,15,alive,VorKorg
5,1,T,15,alive,VorKorg
5,1,T,20,alive,VorKorg
5,1,T,20,alive,VorKorg
5,1,T,13,alive,VorKorg
5,1,T,13,alive,VorKorg
5,1,T,12,alive,VorKorg
5,1,T,14,alive,VorKorg
5,1,T,12,alive,VorKorg
5,1,T,12,alive,VorKorg
5,1,T,13,alive,VorKorg
5,1,T,10,alive,VorKorg
5,1,T,12,alive,VorKorg
5,1,T,11,alive,VorKorg
5,1,E,32,alive,VorKorg
5,1,E,28,alive,VorKorg
5,1,E,29,alive,VorKorg
5,1,E,30,alive,VorKorg
5,1,E,30,alive,VorKorg
5,1,E,26,alive,VorKorg
5,1,E,25,alive,VorKorg
5,1,E,20,alive,VorKorg
5,1,E,20,alive,VorKorg
5,1,E,16,alive,VorKorg
5,1,E,14,alive,VorKorg
5,1,E,17,alive,VorKorg
5,1,E,20,alive,VorKorg
5,1,E,22,alive,VorKorg
5,1,E,22,alive,VorKorg
5,1,E,18,alive,VorKorg
5,1,E,22,alive,VorKorg
5,1,E,20,alive,VorKorg
5,1,E,18,alive,VorKorg
5,1,E,21,alive,VorKorg
5,1,E,20,alive,VorKorg
5,1,E,18,alive,VorKorg
5,1,E,17,alive,VorKorg
5,1,E,16,alive,VorKorg
5,1,E,18,alive,VorKorg
5,1,E,17,alive,VorKorg
5,1,E,16,alive,VorKorg
5,1,E,17,alive,VorKorg
5,1,E,17,alive,VorKorg
5,1,E,11,alive,VorKorg
5,1,E,13,alive,VorKorg
5,1,E,15,alive,VorKorg
5,1,E,11,alive,VorKorg
5,1,E,10,alive,VorKorg
5,1,E,15,alive,VorKorg
5,1,E,15,alive,VorKorg
5,1,E,10,alive,VorKorg
5,1,E,11,alive,VorKorg
5,1,E,12,alive,VorKorg
5,1,E,12,alive,VorKorg
5,1,E,13,alive,VorKorg
5,1,E,11,alive,VorKorg
5,1,E,13,alive,VorKorg
5,1,E,12,alive,VorKorg
5,1,E,10,alive,VorKorg
6,1,E,23,alive,VorKorg
6,1,E,21,alive,VorKorg
6,1,E,20,alive,VorKorg
6,1,E,23,alive,VorKorg
6,1,E,24,alive,VorKorg
6,1,E,20,alive,VorKorg
6,1,E,23,alive,VorKorg
6,1,E,17,alive,VorKorg
6,1,E,18,alive,VorKorg
6,1,E,14,alive,VorKorg
6,1,E,18,alive,VorKorg
6,1,E,12,alive,VorKorg
6,1,E,13,alive,VorKorg
6,1,E,18,alive,VorKorg
6,1,E,15,alive,VorKorg
6,1,E,12,alive,VorKorg
6,1,E,15,alive,VorKorg
6,1,E,21,alive,VorKorg
6,1,E,26,alive,VorKorg
6,1,E,18,alive,VorKorg
6,1,E,16,alive,VorKorg
6,1,E,16,alive,VorKorg
6,1,E,15,alive,VorKorg
6,1,E,14,alive,VorKorg
6,1,E,18,alive,VorKorg
6,1,E,17,alive,VorKorg
6,1,E,14,alive,VorKorg
6,1,E,15,alive,VorKorg
6,1,E,20,alive,VorKorg
6,1,E,17,alive,VorKorg
6,1,E,15,alive,VorKorg
6,1,E,17,alive,VorKorg
6,1,E,15,alive,VorKorg
6,1,E,16,alive,VorKorg
6,1,E,18,alive,VorKorg
6,1,E,15,alive,VorKorg
6,1,E,13,alive,VorKorg
6,1,E,12,alive,VorKorg
6,1,E,14,alive,VorKorg
6,1,E,13,alive,VorKorg
6,1,E,12,alive,VorKorg
6,1,E,11,alive,VorKorg
6,1,E,12,alive,VorKorg
6,1,E,15,alive,VorKorg
6,1,E,14,alive,VorKorg
6,1,E,12,alive,VorKorg
6,1,E,11,alive,VorKorg
6,1,E,10,alive,VorKorg
6,1,T,26,alive,VorKorg
6,1,T,23,alive,VorKorg
6,1,T,20,alive,VorKorg
6,1,T,20,alive,VorKorg
6,1,T,17,alive,VorKorg
6,1,T,18,alive,VorKorg
6,1,T,13,alive,VorKorg
6,1,T,18,alive,VorKorg
6,1,T,15,alive,VorKorg
6,1,T,16,alive,VorKorg
6,1,T,17,alive,VorKorg
6,1,T,17,alive,VorKorg
6,1,T,13,alive,VorKorg
6,1,T,12,alive,VorKorg
6,1,T,15,alive,VorKorg
6,1,T,17,alive,VorKorg
6,1,T,17,alive,VorKorg
6,1,T,14,alive,VorKorg
6,1,T,16,alive,VorKorg
7,A,T,22,dead,Tel
11,C,T,33,dead,Vor4
11,C,T,31,dead,Vor4
11,C,T,36,dead,Vor4
11,C,T,22,dead,Vor4
11,C,T,32,dead,Vor4
11,C,T,33,dead,Vor4
11,C,T,26,dead,Vor4
11,C,T,27,dead,Vor4
11,C,T,28,dead,Vor4
11,C,T,26,dead,Vor4
11,C,T,21,dead,Vor4
11,C,T,22,dead,Vor4
11,C,T,27,dead,Vor4
11,C,T,23,dead,Vor4
11,C,T,25,dead,Vor4
11,C,T,24,dead,Vor4
11,C,T,27,dead,Vor4
11,C,T,28,dead,Vor4
11,C,T,20,dead,Vor4
11,C,T,26,dead,Vor4
11,C,T,30,dead,Vor4
11,C,T,27,dead,Vor4
11,C,T,26,dead,Vor4
11,C,T,30,dead,Vor4
11,C,T,27,dead,Vor4
11,C,T,21,dead,Vor4
11,C,T,30,dead,Vor4
11,C,T,24,dead,Vor4
11,C,T,23,dead,Vor4
11,C,T,25,dead,Vor4
11,C,E,31,dead,Vor4
11,C,E,33,dead,Vor4
11,C,E,28,dead,Vor4
11,C,E,27,dead,Vor4
11,C,E,33,dead,Vor4
11,C,E,25,dead,Vor4
11,C,E,27,dead,Vor4
11,C,E,26,dead,Vor4
11,C,E,17,dead,Vor4
7,B,T,36,dead,Tel
4,B,T,21,dead,VorKorg
4,B,T,18,dead,VorKorg
4,B,T,15,dead,VorKorg
4,B,T,9,dead,VorKorg
4,B,T,21,dead,VorKorg
4,B,T,15,dead,VorKorg
4,B,T,18,dead,VorKorg
4,B,T,20,dead,VorKorg
4,B,T,14,dead,VorKorg
4,B,T,21,dead,VorKorg
4,B,T,14,dead,VorKorg
4,B,T,21,dead,VorKorg
4,B,T,15,dead,VorKorg
4,B,T,16,dead,VorKorg
4,B,T,19,dead,VorKorg
4,B,T,18,dead,VorKorg
4,B,T,17,dead,VorKorg
4,B,T,15,dead,VorKorg
4,B,T,17,dead,VorKorg
4,B,T,19,dead,VorKorg
4,B,T,19,dead,VorKorg
4,B,T,14,dead,VorKorg
4,B,T,23,dead,VorKorg
4,B,T,16,dead,VorKorg
4,B,T,21,dead,VorKorg
4,B,T,14,dead,VorKorg
4,B,T,14,dead,VorKorg
4,B,T,16,dead,VorKorg
4,B,T,19,dead,VorKorg
4,B,T,14,dead,VorKorg
4,B,T,15,dead,VorKorg
4,B,T,21,dead,VorKorg
4,B,T,16,dead,VorKorg
4,B,E,24,dead,VorKorg
4,B,E,22,dead,VorKorg
4,B,E,25,dead,VorKorg
4,B,E,24,dead,VorKorg
4,B,E,17,dead,VorKorg
4,B,E,21,dead,VorKorg
4,B,E,16,dead,VorKorg
4,B,E,20,dead,VorKorg
4,B,E,25,dead,VorKorg
4,B,E,14,dead,VorKorg
4,B,E,17,dead,VorKorg
4,B,E,13,dead,VorKorg
4,B,E,19,dead,VorKorg
4,B,E,20,dead,VorKorg
4,B,E,14,dead,VorKorg
4,B,E,19,dead,VorKorg
4,B,E,17,dead,VorKorg
4,B,E,14,dead,VorKorg
4,B,E,18,dead,VorKorg
4,B,E,14,dead,VorKorg
4,B,E,28,dead,VorKorg
4,B,E,20,dead,VorKorg
4,B,E,13,dead,VorKorg
4,B,E,13,dead,VorKorg
4,B,E,16,dead,VorKorg
4,B,E,14,dead,VorKorg
4,B,E,17,dead,VorKorg
4,B,E,22,dead,VorKorg
4,B,E,21,dead,VorKorg
4,B,E,20,dead,VorKorg
4,B,E,15,dead,VorKorg
4,B,E,14,dead,VorKorg
9,B,T,20,dead,Tel
3,C,T,29,dead,Ryazhkov
3,C,T,24,dead,Ryazhkov
3,C,T,24,dead,Ryazhkov
3,C,T,32,dead,Ryazhkov
3,C,T,22,dead,Ryazhkov
3,C,T,19,dead,Ryazhkov
3,C,T,26,dead,Ryazhkov
3,C,T,28,dead,Ryazhkov
3,C,T,27,dead,Ryazhkov
3,C,T,25,dead,Ryazhkov
3,C,T,16,dead,Ryazhkov
3,C,T,27,dead,Ryazhkov
3,C,T,32,dead,Ryazhkov
3,C,T,26,dead,Ryazhkov
3,C,T,9,dead,Ryazhkov
3,C,T,26,dead,Ryazhkov
3,C,T,9,dead,Ryazhkov
3,C,T,17,dead,Ryazhkov
3,C,T,31,dead,Ryazhkov
3,C,T,16,dead,Ryazhkov
3,C,T,29,dead,Ryazhkov
3,C,T,18,dead,Ryazhkov
3,C,T,21,dead,Ryazhkov
3,C,T,20,dead,Ryazhkov
3,C,T,33,dead,Ryazhkov
3,C,T,10,dead,Ryazhkov
3,C,T,21,dead,Ryazhkov
3,C,T,26,dead,Ryazhkov
3,C,T,22,dead,Ryazhkov
3,C,T,21,dead,Ryazhkov
3,C,T,16,dead,Ryazhkov
3,C,T,27,dead,Ryazhkov
3,C,T,23,dead,Ryazhkov
3,C,T,35,dead,Ryazhkov
3,C,T,10,dead,Ryazhkov
3,C,T,20,dead,Ryazhkov
3,C,T,18,dead,Ryazhkov
3,C,T,30,dead,Ryazhkov
3,C,E,37,dead,Ryazhkov
3,C,E,32,dead,Ryazhkov
3,C,E,28,dead,Ryazhkov
3,C,E,22,dead,Ryazhkov
3,C,E,23,dead,Ryazhkov
3,C,E,28,dead,Ryazhkov
3,C,E,21,dead,Ryazhkov
3,C,E,26,dead,Ryazhkov
3,C,E,29,dead,Ryazhkov
3,C,E,29,dead,Ryazhkov
3,C,E,26,dead,Ryazhkov
3,C,E,25,dead,Ryazhkov
3,C,E,15,dead,Ryazhkov
3,C,E,19,dead,Ryazhkov
3,C,E,12,dead,Ryazhkov
3,C,E,21,dead,Ryazhkov
3,C,E,27,dead,Ryazhkov
3,C,E,23,dead,Ryazhkov
3,C,E,14,dead,Ryazhkov
5,C,T,22,dead,VorKorg
5,C,T,13,dead,VorKorg
5,C,T,20,dead,VorKorg
5,C,T,16,dead,VorKorg
5,C,T,1,dead,VorKorg
5,C,T,15,dead,VorKorg
5,C,T,19,dead,VorKorg
5,C,T,21,dead,VorKorg
5,C,T,15,dead,VorKorg
5,C,T,14,dead,VorKorg
5,C,T,19,dead,VorKorg
5,C,T,21,dead,VorKorg
5,C,T,17,dead,VorKorg
5,C,T,13,dead,VorKorg
5,C,T,22,dead,VorKorg
5,C,T,16,dead,VorKorg
5,C,T,20,dead,VorKorg
5,C,T,17,dead,VorKorg
5,C,T,18,dead,VorKorg
5,C,T,19,dead,VorKorg
5,C,T,16,dead,VorKorg
5,C,T,16,dead,VorKorg
5,C,T,20,dead,VorKorg
5,C,T,18,dead,VorKorg
5,C,T,16,dead,VorKorg
5,C,T,23,dead,VorKorg
5,C,T,18,dead,VorKorg
5,C,T,23,dead,VorKorg
5,C,T,18,dead,VorKorg
5,C,T,16,dead,VorKorg
5,C,T,18,dead,VorKorg
5,C,T,18,dead,VorKorg
5,C,T,19,dead,VorKorg
5,C,T,19,dead,VorKorg
5,C,T,17,dead,VorKorg
5,C,T,20,dead,VorKorg
5,C,T,16,dead,VorKorg
5,C,T,17,dead,VorKorg
5,C,T,20,dead,VorKorg
5,C,T,18,dead,VorKorg
5,C,T,19,dead,VorKorg
5,C,T,18,dead,VorKorg
5,C,T,25,dead,VorKorg
5,C,T,13,dead,VorKorg
5,C,T,20,dead,VorKorg
5,C,T,16,dead,VorKorg
5,C,T,19,dead,VorKorg
5,C,T,21,dead,VorKorg
5,C,T,23,dead,VorKorg
5,C,T,20,dead,VorKorg
5,C,T,20,dead,VorKorg
5,C,T,18,dead,VorKorg
5,C,T,14,dead,VorKorg
5,C,T,14,dead,VorKorg
5,C,T,18,dead,VorKorg
5,C,T,18,dead,VorKorg
5,C,T,19,dead,VorKorg
5,C,T,15,dead,VorKorg
5,C,T,16,dead,VorKorg
5,C,T,22,dead,VorKorg
5,C,T,24,dead,VorKorg
5,C,T,13,dead,VorKorg
5,C,T,16,dead,VorKorg
5,C,T,21,dead,VorKorg
5,C,T,22,dead,VorKorg
5,C,T,19,dead,VorKorg
5,C,T,17,dead,VorKorg
5,C,T,16,dead,VorKorg
5,C,T,18,dead,VorKorg
5,C,T,21,dead,VorKorg
5,C,T,20,dead,VorKorg
5,C,T,15,dead,VorKorg
5,C,T,17,dead,VorKorg
5,C,E,33,dead,VorKorg
5,C,E,21,dead,VorKorg
5,C,E,23,dead,VorKorg
5,C,E,23,dead,VorKorg
5,C,E,20,dead,VorKorg
5,C,E,25,dead,VorKorg
5,C,E,26,dead,VorKorg
5,C,E,22,dead,VorKorg
5,C,E,18,dead,VorKorg
5,C,E,26,dead,VorKorg
5,C,E,18,dead,VorKorg
5,C,E,12,dead,VorKorg
5,C,E,15,dead,VorKorg
5,C,E,18,dead,VorKorg
5,C,E,23,dead,VorKorg
5,C,E,26,dead,VorKorg
5,C,E,15,dead,VorKorg
5,C,E,19,dead,VorKorg
5,C,E,22,dead,VorKorg
5,C,E,17,dead,VorKorg
5,C,E,20,dead,VorKorg
5,C,E,14,dead,VorKorg
5,C,E,11,dead,VorKorg
10,A,T,37,dead,Vor4
10,A,T,30,dead,Vor4
10,A,T,30,dead,Vor4
10,A,T,27,dead,Vor4
10,A,T,25,dead,Vor4
10,A,T,32,dead,Vor4
10,A,T,27,dead,Vor4
10,A,T,24,dead,Vor4
10,A,T,20,dead,Vor4
10,A,T,25,dead,Vor4
10,A,T,22,dead,Vor4
10,A,T,22,dead,Vor4
10,A,T,22,dead,Vor4
10,A,T,22,dead,Vor4
10,A,T,21,dead,Vor4
10,A,T,19,dead,Vor4
10,A,T,20,dead,Vor4
10,A,T,14,dead,Vor4
10,A,T,15,dead,Vor4
10,A,T,15,dead,Vor4
10,A,T,15,dead,Vor4
10,A,T,13,dead,Vor4
10,A,T,8,dead,Vor4
10,A,T,9,dead,Vor4
10,A,T,12,dead,Vor4
10,A,T,10,dead,Vor4
10,A,E,37,dead,Vor4
10,A,E,30,dead,Vor4
10,A,E,29,dead,Vor4
10,A,E,30,dead,Vor4
10,A,E,26,dead,Vor4
10,A,E,30,dead,Vor4
10,A,E,15,dead,Vor4
10,C,T,38,dead,Vor4
10,C,T,35,dead,Vor4
10,C,T,36,dead,Vor4
10,C,T,35,dead,Vor4
10,C,T,31,dead,Vor4
10,C,T,31,dead,Vor4
10,C,T,32,dead,Vor4
10,C,T,32,dead,Vor4
10,C,T,28,dead,Vor4
10,C,T,31,dead,Vor4
10,C,T,30,dead,Vor4
10,C,T,33,dead,Vor4
10,C,T,33,dead,Vor4
10,C,T,29,dead,Vor4
10,C,T,30,dead,Vor4
10,C,T,34,dead,Vor4
10,C,T,21,dead,Vor4
10,C,T,26,dead,Vor4
10,C,T,25,dead,Vor4
10,C,T,29,dead,Vor4
10,C,T,24,dead,Vor4
10,C,T,23,dead,Vor4
10,C,T,26,dead,Vor4
10,C,T,27,dead,Vor4
10,C,T,23,dead,Vor4
10,C,T,26,dead,Vor4
10,C,T,22,dead,Vor4
10,C,T,27,dead,Vor4
10,C,T,25,dead,Vor4
10,C,T,22,dead,Vor4
10,C,T,21,dead,Vor4
10,C,T,24,dead,Vor4
10,C,T,21,dead,Vor4
10,C,T,23,dead,Vor4
10,C,T,20,dead,Vor4
10,C,T,33,dead,Vor4
10,C,T,19,dead,Vor4
10,C,T,20,dead,Vor4
10,C,T,18,dead,Vor4
10,C,E,42,dead,Vor4
10,C,E,39,dead,Vor4
10,C,E,25,dead,Vor4
10,C,E,23,dead,Vor4
10,C,E,26,dead,Vor4
10,C,E,27,dead,Vor4
10,C,E,26,dead,Vor4
10,C,E,11,dead,Vor4
8,C,T,31,dead,Tel
8,C,T,29,dead,Tel
8,C,T,26,dead,Tel
8,C,T,30,dead,Tel
8,C,T,26,dead,Tel
8,C,T,27,dead,Tel
8,C,T,21,dead,Tel
8,C,T,25,dead,Tel
8,C,T,21,dead,Tel
8,C,T,23,dead,Tel
8,C,T,20,dead,Tel
8,C,T,22,dead,Tel
8,C,T,20,dead,Tel
8,C,T,23,dead,Tel
8,C,T,23,dead,Tel
8,C,T,23,dead,Tel
8,C,T,20,dead,Tel
8,C,T,23,dead,Tel
8,C,T,21,dead,Tel
8,C,T,26,dead,Tel
8,C,T,20,dead,Tel
8,C,T,18,dead,Tel
8,C,T,15,dead,Tel
8,C,T,15,dead,Tel
8,C,E,36,dead,Tel
9,C,T,31,dead,Tel
9,C,T,28,dead,Tel
9,C,T,27,dead,Tel
9,C,T,28,dead,Tel
9,C,T,22,dead,Tel
9,C,T,26,dead,Tel
9,C,T,23,dead,Tel
9,C,T,21,dead,Tel
9,C,T,23,dead,Tel
9,C,T,23,dead,Tel
9,C,T,24,dead,Tel
9,C,T,24,dead,Tel
9,C,T,23,dead,Tel
9,C,T,22,dead,Tel
9,C,T,22,dead,Tel
9,C,T,22,dead,Tel
9,C,T,21,dead,Tel
9,C,T,19,dead,Tel
9,C,T,18,dead,Tel
9,C,T,21,dead,Tel
9,C,T,20,dead,Tel
9,C,T,20,dead,Tel
9,C,T,20,dead,Tel
9,C,T,20,dead,Tel
9,C,T,19,dead,Tel
9,C,T,20,dead,Tel
9,C,T,21,dead,Tel
9,C,T,21,dead,Tel
9,C,T,18,dead,Tel
9,C,T,16,dead,Tel
9,C,T,11,dead,Tel
9,C,E,31,dead,Tel
9,C,E,11,dead,Tel
2,C,T,25,dead,Ryazhkov
2,C,T,22,dead,Ryazhkov
2,C,T,20,dead,Ryazhkov
2,C,T,20,dead,Ryazhkov
2,C,T,19,dead,Ryazhkov
2,C,T,19,dead,Ryazhkov
2,C,T,16,dead,Ryazhkov
2,C,T,14,dead,Ryazhkov
2,C,E,26,dead,Ryazhkov
2,C,E,20,dead,Ryazhkov
2,C,E,20,dead,Ryazhkov
2,C,E,19,dead,Ryazhkov
2,C,E,18,dead,Ryazhkov
2,C,E,15,dead,Ryazhkov
2,C,E,17,dead,Ryazhkov
2,C,E,12,dead,Ryazhkov
2,C,E,11,dead,Ryazhkov
2,C,E,11,dead,Ryazhkov
12,C,T,45,dead,Vor4
12,C,T,38,dead,Vor4
12,C,T,33,dead,Vor4
12,C,T,39,dead,Vor4
12,C,T,35,dead,Vor4
12,C,T,33,dead,Vor4
12,C,T,31,dead,Vor4
12,C,T,28,dead,Vor4
12,C,T,29,dead,Vor4
12,C,T,27,dead,Vor4
12,C,T,27,dead,Vor4
12,C,T,25,dead,Vor4
12,C,T,24,dead,Vor4
12,C,T,26,dead,Vor4
12,C,T,27,dead,Vor4
12,C,T,25,dead,Vor4
12,C,T,23,dead,Vor4
12,C,T,22,dead,Vor4
12,C,T,15,dead,Vor4
12,C,T,13,dead,Vor4
12,C,T,11,dead,Vor4
12,C,E,43,dead,Vor4
12,C,E,33,dead,Vor4
12,C,E,27,dead,Vor4
12,C,E,23,dead,Vor4
6,A,T,24,dead,VorKorg
6,A,T,28,dead,VorKorg
6,A,T,26,dead,VorKorg
6,A,T,24,dead,VorKorg
6,A,T,21,dead,VorKorg
6,A,T,23,dead,VorKorg
6,A,T,27,dead,VorKorg
6,A,T,24,dead,VorKorg
6,A,T,17,dead,VorKorg
6,A,T,17,dead,VorKorg
6,A,T,15,dead,VorKorg
6,A,T,21,dead,VorKorg
6,A,T,24,dead,VorKorg
6,A,T,20,dead,VorKorg
6,A,T,22,dead,VorKorg
6,A,T,20,dead,VorKorg
6,A,T,19,dead,VorKorg
6,A,T,18,dead,VorKorg
6,A,T,22,dead,VorKorg
6,A,T,22,dead,VorKorg
6,A,T,20,dead,VorKorg
6,A,T,16,dead,VorKorg
6,A,T,17,dead,VorKorg
6,A,T,18,dead,VorKorg
6,A,T,21,dead,VorKorg
6,A,T,18,dead,VorKorg
6,A,T,25,dead,VorKorg
6,A,T,21,dead,VorKorg
6,A,T,21,dead,VorKorg
6,A,T,18,dead,VorKorg
6,A,T,20,dead,VorKorg
6,A,T,19,dead,VorKorg
6,A,T,21,dead,VorKorg
6,A,T,21,dead,VorKorg
6,A,T,21,dead,VorKorg
6,A,T,20,dead,VorKorg
6,A,T,16,dead,VorKorg
6,A,T,17,dead,VorKorg
6,A,T,16,dead,VorKorg
6,A,T,22,dead,VorKorg
6,A,T,19,dead,VorKorg
6,A,T,19,dead,VorKorg
6,A,T,24,dead,VorKorg
6,A,T,18,dead,VorKorg
6,A,T,17,dead,VorKorg
6,A,T,21,dead,VorKorg
6,A,T,18,dead,VorKorg
6,A,T,15,dead,VorKorg
6,A,T,14,dead,VorKorg
6,A,T,14,dead,VorKorg
6,A,T,18,dead,VorKorg
6,A,T,18,dead,VorKorg
6,A,T,16,dead,VorKorg
6,A,T,16,dead,VorKorg
6,A,T,18,dead,VorKorg
6,A,T,23,dead,VorKorg
6,A,T,21,dead,VorKorg
6,A,T,18,dead,VorKorg
6,A,T,17,dead,VorKorg
6,A,T,16,dead,VorKorg
6,A,T,14,dead,VorKorg
6,A,T,14,dead,VorKorg
6,A,T,15,dead,VorKorg
6,A,T,14,dead,VorKorg
6,A,T,19,dead,VorKorg
6,A,T,19,dead,VorKorg
6,A,T,20,dead,VorKorg
6,A,T,18,dead,VorKorg
6,A,T,22,dead,VorKorg
6,A,T,20,dead,VorKorg
6,A,T,20,dead,VorKorg
6,A,T,16,dead,VorKorg
6,A,T,17,dead,VorKorg
6,A,T,18,dead,VorKorg
6,A,T,16,dead,VorKorg
6,A,T,17,dead,VorKorg
6,A,T,18,dead,VorKorg
6,A,T,16,dead,VorKorg
6,A,T,15,dead,VorKorg
6,A,T,15,dead,VorKorg
6,A,T,15,dead,VorKorg
6,A,T,14,dead,VorKorg
6,A,T,13,dead,VorKorg
6,A,T,15,dead,VorKorg
6,A,T,13,dead,VorKorg
6,A,E,29,dead,VorKorg
6,A,E,36,dead,VorKorg
6,A,E,29,dead,VorKorg
6,A,E,26,dead,VorKorg
6,A,E,27,dead,VorKorg
6,A,E,20,dead,VorKorg
6,A,E,12,dead,VorKorg
6,A,E,17,dead,VorKorg
6,A,E,18,dead,VorKorg
6,A,E,19,dead,VorKorg
6,A,E,28,dead,VorKorg
6,A,E,26,dead,VorKorg
6,A,E,22,dead,VorKorg
6,A,E,19,dead,VorKorg
6,A,E,22,dead,VorKorg
6,A,E,20,dead,VorKorg
6,A,E,17,dead,VorKorg
6,A,E,18,dead,VorKorg
6,A,E,18,dead,VorKorg
6,A,E,21,dead,VorKorg
6,A,E,26,dead,VorKorg
6,A,E,21,dead,VorKorg
6,A,E,20,dead,VorKorg
6,A,E,17,dead,VorKorg
6,A,E,18,dead,VorKorg
6,A,E,19,dead,VorKorg
6,A,E,16,dead,VorKorg
6,A,E,21,dead,VorKorg
6,A,E,18,dead,VorKorg
6,A,E,15,dead,VorKorg
6,A,E,17,dead,VorKorg
6,A,E,19,dead,VorKorg
6,A,E,16,dead,VorKorg
6,A,E,14,dead,VorKorg
6,A,E,12,dead,VorKorg
6,A,E,19,dead,VorKorg
6,A,E,17,dead,VorKorg
6,A,E,19,dead,VorKorg
6,A,E,20,dead,VorKorg
6,A,E,17,dead,VorKorg
6,A,E,22,dead,VorKorg
6,A,E,19,dead,VorKorg
6,A,E,16,dead,VorKorg
6,A,E,13,dead,VorKorg
6,A,E,15,dead,VorKorg
6,A,E,17,dead,VorKorg
6,A,E,19,dead,VorKorg
6,A,E,18,dead,VorKorg
6,A,E,16,dead,VorKorg
6,A,E,13,dead,VorKorg
6,A,E,17,dead,VorKorg
6,A,E,17,dead,VorKorg
6,A,E,17,dead,VorKorg
6,A,E,14,dead,VorKorg
6,A,E,13,dead,VorKorg
6,A,E,13,dead,VorKorg
6,A,E,14,dead,VorKorg
6,A,E,13,dead,VorKorg
4,C,T,21,dead,VorKorg
4,C,T,23,dead,VorKorg
4,C,T,23,dead,VorKorg
4,C,T,24,dead,VorKorg
4,C,T,23,dead,VorKorg
4,C,T,23,dead,VorKorg
4,C,T,21,dead,VorKorg
4,C,T,21,dead,VorKorg
4,C,T,22,dead,VorKorg
4,C,T,20,dead,VorKorg
4,C,T,21,dead,VorKorg
4,C,T,21,dead,VorKorg
4,C,T,22,dead,VorKorg
4,C,T,20,dead,VorKorg
4,C,T,23,dead,VorKorg
4,C,T,23,dead,VorKorg
4,C,T,22,dead,VorKorg
4,C,T,22,dead,VorKorg
4,C,T,20,dead,VorKorg
4,C,T,20,dead,VorKorg
4,C,T,22,dead,VorKorg
4,C,T,20,dead,VorKorg
4,C,T,27,dead,VorKorg
4,C,T,20,dead,VorKorg
4,C,T,18,dead,VorKorg
4,C,T,14,dead,VorKorg
4,C,T,19,dead,VorKorg
4,C,T,19,dead,VorKorg
4,C,T,17,dead,VorKorg
4,C,T,17,dead,VorKorg
4,C,T,16,dead,VorKorg
4,C,T,19,dead,VorKorg
4,C,T,19,dead,VorKorg
4,C,T,20,dead,VorKorg
4,C,T,18,dead,VorKorg
4,C,T,17,dead,VorKorg
4,C,T,20,dead,VorKorg
4,C,T,19,dead,VorKorg
4,C,T,21,dead,VorKorg
4,C,T,17,dead,VorKorg
4,C,T,15,dead,VorKorg
4,C,T,22,dead,VorKorg
4,C,T,17,dead,VorKorg
4,C,T,20,dead,VorKorg
4,C,T,19,dead,VorKorg
4,C,T,16,dead,VorKorg
4,C,T,17,dead,VorKorg
4,C,T,17,dead,VorKorg
4,C,T,17,dead,VorKorg
4,C,T,15,dead,VorKorg
4,C,T,18,dead,VorKorg
4,C,T,18,dead,VorKorg
4,C,T,17,dead,VorKorg
4,C,T,17,dead,VorKorg
4,C,T,19,dead,VorKorg
4,C,T,18,dead,VorKorg
4,C,T,17,dead,VorKorg
4,C,T,18,dead,VorKorg
