species,Lat,Lon,Temp,Sal
Alitta succinea,27.710712,-82.691055,24.5965671539307,35.9385757446289
Alitta succinea,31.180719,-81.373912,22.3684387207031,35.3777084350586
Alitta succinea,29.0962,-83.0616,23.7461357116699,35.2897987365723
Alitta succinea,33.290495,-79.188711,22.2680072784424,35.7592735290527
Alitta succinea,37.805072,-122.25695,12.583420753479,31.963005065918
Alitta succinea,50.13767,-5.076586,12.8838539123535,34.8407363891602
Alitta succinea,46.216398,-63.091875,8.41699504852295,26.8949546813965
Alitta succinea,46.661614,-60.397673,8.05328941345215,28.6957664489746
Alitta succinea,37.80193,-122.261222,12.583420753479,31.963005065918
Alitta succinea,39.005147,-75.330612,14.7840976715088,32.4680938720703
Alitta succinea,39.003728,-75.329688,14.7840976715088,32.4680938720703
Alitta succinea,39.003731,-75.329688,14.7840976715088,32.4680938720703
Alitta succinea,39.002919,-75.329095,14.7840976715088,32.4680938720703
Alitta succinea,39.002861,-75.329072,14.7840976715088,32.4680938720703
Alitta succinea,44.203757,-68.721074,9.03112316131592,31.1371726989746
Alitta succinea,40.965328,-72.132964,13.0146617889404,30.9067859649658
Alitta succinea,41.775867,-70.089653,11.669774055481,31.6023559570312
Alitta succinea,42.614973,-70.678248,11.1837005615234,31.4898128509521
Alitta succinea,42.061114,-70.161994,11.5876998901367,31.6101264953613
Alitta succinea,41.26269,-72.81072,12.9584617614746,26.912654876709
Alitta succinea,41.03181,-73.53451,13.1809110641479,29.6375675201416
Alitta succinea,41.78524,-71.38329,12.5895376205444,31.1728134155273
Alitta succinea,41.62018,-71.41284,12.7303342819214,31.1679134368896
Alitta succinea,41.686128,-71.370621,12.6610918045044,31.1713981628418
Alitta succinea,31.152697,-81.36338,22.3699111938477,35.4989967346191
Alitta succinea,42.300259,-70.926854,11.2802877426147,31.4887561798096
Alitta succinea,44.394172,-68.209725,8.70097541809082,31.3290271759033
Alitta succinea,44.232845,-64.437003,8.98369312286377,30.5205135345459
Alitta succinea,44.221656,-68.327463,8.84377193450928,31.35280418396
Alitta succinea,51.4,3.7,12.1633558273315,31.1962261199951
Alitta succinea,42.527746,-70.867593,11.1932611465454,31.4585723876953
Alitta succinea,54.132228,8.921531,11.4511575698853,29.3907661437988
Alitta succinea,43.863147,-70.002686,10.1547822952271,30.2358989715576
Alitta succinea,39.28223,-76.601403,14.7870292663574,24.1050148010254
Alitta succinea,41.618779,-71.413549,12.7303342819214,31.1679134368896
Alitta succinea,57.68733,11.66655,10.2605495452881,26.4390316009521
Alitta succinea,44.391362,-68.20627,8.70097541809082,31.3290271759033
Alitta succinea,42.540272,-70.88675,11.1932611465454,31.4585723876953
Alitta succinea,44.511216,-67.652999,8.63642978668213,31.3608474731445
Alitta succinea,57.69183,11.63484,10.2605495452881,26.4390316009521
Alitta succinea,43.829688,-69.905053,10.1358156204224,30.200834274292
Alitta succinea,41.883812,-70.003975,11.6313076019287,31.6142673492432
Alitta succinea,45.310291,-63.812748,8.47550201416016,26.665885925293
