species,Lat,Lon,Temp,Sal
Calanus hyperboreus,79.562007,9.597713,2.3789439201355,34.7593193054199
Calanus hyperboreus,79.9278,9.6099,2.27147388458252,34.2728385925293
Calanus hyperboreus,79.072909,9.382658,2.54864811897278,34.8559303283691
Calanus hyperboreus,78.08367,13.510651,1.90160095691681,34.6397895812988
Calanus hyperboreus,58.383329,8.816667,10.3845510482788,29.3922863006592
Calanus hyperboreus,70.97183,-8.681622,2.43264389038086,34.7626304626465
Calanus hyperboreus,81.535209,-65.897896,-1.31947505474091,31.7058200836182
Calanus hyperboreus,60.0953,5.3185,9.68866062164307,32.6035652160645
Calanus hyperboreus,58.275,10.51333,10.4222059249878,29.653018951416
Calanus hyperboreus,58.25984,11.43567,10.1538953781128,27.587833404541
Calanus hyperboreus,81.5464,30.8487,-1.30500197410583,33.7958374023438
Calanus hyperboreus,82.002,29.9964,-1.49187195301056,33.677734375
Calanus hyperboreus,81.9974,29.98,-1.42429399490356,33.6777305603027
Calanus hyperboreus,81.5542,31.4369,-1.31692099571228,33.8080444335938
Calanus hyperboreus,76,31.2198,3.14974498748779,34.6604080200195
Calanus hyperboreus,76,31.2199,3.14974498748779,34.6604080200195
Calanus hyperboreus,82.0531,29.5975,-1.49429404735565,33.6847877502441
Calanus hyperboreus,81.57,30.6513,-1.30199599266052,33.7897415161133
Calanus hyperboreus,81.5686,30.6076,-1.30199599266052,33.7897415161133
Calanus hyperboreus,82.0253,29.7511,-1.49307799339294,33.6797561645508
Calanus hyperboreus,80.5276,34.0081,-1.21311700344086,33.8858642578125
Calanus hyperboreus,80.5269,34.0162,-1.21311700344086,33.8858642578125
Calanus hyperboreus,79.7452,33.9712,-1.00437200069427,33.741397857666
Calanus hyperboreus,79.742,33.9546,-1.00437200069427,33.741397857666
Calanus hyperboreus,78.7343,33.946,-0.551647007465363,33.676586151123
Calanus hyperboreus,77.4997,33.9687,-0.0205019991844893,33.9009399414062
Calanus hyperboreus,78.7345,33.9406,-0.551647007465363,33.676586151123
Calanus hyperboreus,77.4992,33.966,-0.0205019991844893,33.9009399414062
Calanus hyperboreus,80.502,33.9606,-1.21186900138855,33.8853225708008
Calanus hyperboreus,77.4999,33.9995,-0.0205019991844893,33.9009399414062
Calanus hyperboreus,78.7501,34.0009,-0.637763023376465,33.6823425292969
Calanus hyperboreus,81.9861,30.0666,-1.42420899868011,33.6740264892578
Calanus hyperboreus,79.7502,33.9975,-1.07630097866058,33.741397857666
Calanus hyperboreus,82.0294,30.1979,-1.4904580116272,33.672191619873
Calanus hyperboreus,79.75,34,-1.00396001338959,33.7429809570312
Calanus hyperboreus,81.5487,30.7683,-1.30987405776978,33.7949180603027
Calanus hyperboreus,81.5488,30.7324,-1.30956101417542,33.7907676696777
Calanus hyperboreus,80.5015,33.9527,-1.21186900138855,33.8853225708008
Calanus hyperboreus,76,31.2195,3.14974498748779,34.6604080200195
Calanus hyperboreus,78.7501,34.0008,-0.637763023376465,33.6823425292969
Calanus hyperboreus,76,31.2196,3.14974498748779,34.6604080200195
Calanus hyperboreus,87.4595,-17.3967,-1.64340496063232,33.2415390014648
Calanus hyperboreus,85.5082,4.6302,-1.65158998966217,34.0069465637207
Calanus hyperboreus,86.6281,-11.1897,-1.64939904212952,33.758861541748
Calanus hyperboreus,84.9675,9.5135,-1.64679098129272,33.9313659667969
Calanus hyperboreus,45.222,-60.578,8.22817325592041,29.7288818359375
Calanus hyperboreus,46.318,-56.065,7.33435106277466,31.7676639556885
Calanus hyperboreus,44.86,-61.898,8.58317565917969,29.9329853057861
Calanus hyperboreus,48.553031,-68.850962,5.04674100875854,20.6479415893555
Calanus hyperboreus,45.948,-57.865,7.86554098129272,31.4028244018555
Calanus hyperboreus,45.83,-58.312,7.81623983383179,31.1137523651123
Calanus hyperboreus,45.708,-58.757,7.80081605911255,30.6682205200195
Calanus hyperboreus,45.46,-59.642,8.04288291931152,29.9550914764404
Calanus hyperboreus,44.538,-62.673,8.90827655792236,30.2169570922852
Calanus hyperboreus,46.41,-56.058,7.25934505462646,31.762134552002
Calanus hyperboreus,43.478,-64.75,9.21726894378662,30.6675586700439
Calanus hyperboreus,48.333,-50.483,4.9607400894165,32.2418556213379
Calanus hyperboreus,48.58,-50.143,4.76284980773926,32.5363845825195
Calanus hyperboreus,51.208,-46.172,8.81392478942871,34.4119873046875
Calanus hyperboreus,44.223,-62.67,9.43646430969238,30.3610706329346
Calanus hyperboreus,44.37,-62.252,9.25618553161621,30.2599449157715
Calanus hyperboreus,44.513,-61.832,9.05591487884521,30.2128372192383
Calanus hyperboreus,44.657,-61.408,8.98100280761719,30.1850967407227
Calanus hyperboreus,44.798,-60.983,8.62237453460693,30.089822769165
Calanus hyperboreus,44.938,-60.557,8.44586372375488,29.9671897888184
Calanus hyperboreus,45.613,-58.39,7.83726596832275,31.0079689025879
Calanus hyperboreus,46.487,-55.272,7.03166484832764,31.7798595428467
Calanus hyperboreus,50.948,-46.748,8.34223175048828,34.3364524841309
Calanus hyperboreus,50.712,-47.118,7.9629020690918,34.2960090637207
Calanus hyperboreus,50.472,-47.487,7.6125020980835,34.2604522705078
Calanus hyperboreus,64.7108,8.2172,9.62842845916748,34.6009521484375
Calanus hyperboreus,45.045,-60.045,8.34358596801758,30.0410118103027
Calanus hyperboreus,45.187,-59.615,8.22710990905762,30.1258354187012
Calanus hyperboreus,45.462,-58.752,7.93676519393921,30.665491104126
Calanus hyperboreus,45.597,-58.317,7.85731506347656,31.0933532714844
Calanus hyperboreus,46.122,-56.557,7.59436416625977,31.8157272338867
Calanus hyperboreus,43.558,-64.215,9.30240058898926,30.6195583343506
Calanus hyperboreus,43.715,-63.807,9.39689159393311,30.6133613586426
Calanus hyperboreus,43.243,-65.082,9.1928768157959,30.7450504302979
Calanus hyperboreus,60.773,-30.287,8.54169654846191,35.0029792785645
Calanus hyperboreus,60.525,-30.74,8.47618579864502,34.9953689575195
Calanus hyperboreus,60.277,-31.188,8.40577793121338,34.9841613769531
Calanus hyperboreus,60.025,-31.628,8.33794116973877,34.9710845947266
Calanus hyperboreus,59.52,-32.492,8.18915367126465,34.942756652832
Calanus hyperboreus,58.75,-33.737,8.0025634765625,34.9015235900879
Calanus hyperboreus,58.492,-34.14,7.93149614334106,34.892276763916
Calanus hyperboreus,58.125,-34.775,7.86066579818726,34.8783569335938
Calanus hyperboreus,56.98,-37.033,7.48741102218628,34.7997817993164
Calanus hyperboreus,56.747,-37.468,7.40221881866455,34.7808990478516
Calanus hyperboreus,57.9,-35.238,7.82671022415161,34.865062713623
Calanus hyperboreus,54.083,-41.913,7.1627459526062,34.599983215332
Calanus hyperboreus,53.835,-42.288,7.2515811920166,34.5893135070801
Calanus hyperboreus,53.583,-42.66,7.59784412384033,34.5769996643066
Calanus hyperboreus,53.332,-43.027,7.99057006835938,34.5799903869629
Calanus hyperboreus,53.078,-43.388,8.33525943756104,34.5847358703613
Calanus hyperboreus,52.825,-43.747,8.81319999694824,34.5825080871582
Calanus hyperboreus,52.57,-44.1,8.93918895721436,34.5747184753418
Calanus hyperboreus,57.672,-35.695,7.70056819915771,34.8502159118652
Calanus hyperboreus,57.443,-36.147,7.6398720741272,34.831241607666
Calanus hyperboreus,57.213,-36.593,7.56039905548096,34.8145370483398
Calanus hyperboreus,52.233,-44.603,9.22427463531494,34.5570755004883
Calanus hyperboreus,51.077,-46.537,8.5292911529541,34.3703269958496
Calanus hyperboreus,50.842,-46.912,8.18283462524414,34.3257179260254
Calanus hyperboreus,49.89,-48.373,6.74215316772461,34.1976699829102
Calanus hyperboreus,49.648,-48.73,6.37328577041626,34.1395263671875
Calanus hyperboreus,49.407,-49.083,5.98480081558228,34.071907043457
Calanus hyperboreus,49.163,-49.433,5.29047679901123,33.8214073181152
Calanus hyperboreus,52.005,-44.997,9.30466461181641,34.5467567443848
Calanus hyperboreus,48.673,-50.123,4.72296094894409,32.6549835205078
Calanus hyperboreus,48.428,-50.463,4.82733821868896,32.259204864502
Calanus hyperboreus,48.18,-50.798,5.03932523727417,32.1920433044434
Calanus hyperboreus,51.775,-45.388,9.30003547668457,34.5266876220703
Calanus hyperboreus,51.543,-45.775,9.15729236602783,34.495662689209
Calanus hyperboreus,51.31,-46.158,8.9061803817749,34.4384269714355
Calanus hyperboreus,55.404,-39.826,7.03521299362183,34.6576461791992
Calanus hyperboreus,48.898,-49.798,4.84246301651001,33.3261108398438
Calanus hyperboreus,47.914,-51.148,5.36374378204346,32.1278076171875
Calanus hyperboreus,73.5667,8.1604,5.28170394897461,35.0391159057617
Calanus hyperboreus,52.338,-46.658,8.56828880310059,34.5185012817383
Calanus hyperboreus,69.525,19.035,6.27394199371338,34.2290458679199
Calanus hyperboreus,48.973678,-67.868533,5.57872581481934,20.5187969207764
Calanus hyperboreus,63.573,-14.5,9.32180786132812,35.2402801513672
Calanus hyperboreus,58.953,4.405,10.13440990448,32.605598449707
Calanus hyperboreus,58.743,4.907,10.1238098144531,32.1450119018555
Calanus hyperboreus,58.533,5.403,10.1083488464355,31.934591293335
Calanus hyperboreus,58.32,5.893,10.19056224823,31.7267761230469
Calanus hyperboreus,57.638,9.867,10.5871515274048,32.3430595397949
Calanus hyperboreus,57.45,9.352,10.6053161621094,33.0781211853027
Calanus hyperboreus,58.682,4.61,10.1507196426392,32.2988548278809
Calanus hyperboreus,58.798,5.212,10.0411558151245,32.0748481750488
Calanus hyperboreus,47.255,-45.212,8.11331558227539,33.6037712097168
Calanus hyperboreus,57.785,10.393,10.4779272079468,31.2589874267578
Calanus hyperboreus,57.66,9.838,10.5871515274048,32.3430595397949
Calanus hyperboreus,57.27,8.832,10.6084022521973,33.2222633361816
Calanus hyperboreus,53.162,-41.798,8.06605815887451,34.5962066650391
Calanus hyperboreus,52.887,-42.113,8.51442527770996,34.600772857666
Calanus hyperboreus,52.613,-42.425,8.93959903717041,34.6030464172363
