id	WOarea	collecting_area
01010000111104300009714	                             0,130000	                             0,000000
01010000111104300009721	                             0,300000	                             0,000000
01010000111104300009738	                             0,150000	                             0,000000
01010000111104300009745	                             0,280000	                             0,000000
01010000111104300009769	                             0,160000	                             0,000000
01010000111104300009813	                             0,240000	                             0,000000
01010000111104300009820	                             0,160000	                             0,000000
01010000211104300010016	                             0,160000	                             0,000000
01010000211104300010023	                             0,800000	                             0,000000
01010000211104300010030	                             0,920000	                             0,000000
01010000211104300010047	                             0,300000	                             0,000000
01010000211104300010054	                             2,260000	                             0,000000
01010000211104300010061	                             0,160000	                             0,000000
01010000211104300010078	                             0,240000	                             0,000000
01010000211104300010085	                             0,240000	                             0,000000
01010000211104300010092	                             0,380000	                             0,000000
01010000211104300010108	                             0,100000	                             0,000000
01010000211104300010115	                             0,150000	                             0,000000
01010000211104300010122	                            17,870000	                           146,400000
01010000211104300010139	                             0,230000	                            24,800000
01010000211104300010146	                             0,260000	                             0,000000
01010000211104300010153	                             0,180000	                             0,000000
01010000211104300010160	                             0,140000	                             0,000000
01010000211104300010177	                             0,110000	                             0,000000
01010000211104300010184	                             0,420000	                             0,000000
01010000211104300010191	                             0,100000	                             0,000000
01010000211104300010207	                             0,720000	                             0,000000
01010000211104300010238	                             0,120000	                             0,000000
01010000211104300010245	                             0,120000	                             0,000000
01010000211104300010252	                             0,320000	                             0,000000
01010000211104300010269	                             0,750000	                             0,000000
01010000211104300010290	                             0,360000	                             0,000000
01010000211104300010320	                             0,350000	                             0,000000
01010000211104300010337	                             0,100000	                             0,000000
01010000211104300010344	                             0,250000	                             0,000000
01010000211104300010351	                             0,100000	                             0,000000
01010000221204300010270	                             0,760000	                             0,000000
01010000221204300010287	                             0,320000	                             0,000000
01010000221204300010300	                             0,480000	                             0,000000
01010000221204300010317	                             0,750000	                             0,000000
01010000221404300010212	                             2,800000	                             0,000000
01010000221404300010229	                             1,200000	                             0,000000
01010000311104300009996	                             0,500000	                             0,000000
01010000311104300010008	                             0,600000	                             0,000000
01030000111102000025359	                             2,800000	                            37,200000
01030000111102000025366	                             0,800000	                             0,000000
01030000111102000025373	                             1,000000	                            26,600000
01030000111102000025380	                             0,600000	                             0,000000
01030000111102000025397	                             1,100000	                            55,400000
01030000111102000025403	                             0,500000	                             0,000000
01030000111102000025410	                             2,400000	                           140,000000
01030000111102000025427	                             0,500000	                             0,000000
01030000111102000025434	                             2,100000	                           217,000000
01030000111102000025441	                             1,400000	                           234,000000
01030000111102000025458	                             0,800000	                             0,000000
01030000111102000025465	                             6,300000	                            67,900000
01030000111102000025472	                             4,300000	                           456,000000
01030000111102000025489	                             0,500000	                             0,000000
01030000111102000025496	                             0,700000	                           473,000000
01030000111102000025502	                             1,000000	                            51,000000
01030000111102000025519	                             4,000000	                            79,200000
01030000111102000025526	                             1,300000	                            84,700000
01030000111102000025533	                             1,500000	                           571,000000
01030000111102000025540	                             1,600000	                           591,000000
01030000111102000025557	                             5,400000	                           730,000000
01030000111102000025564	                             1,200000	                           744,000000
01030000111102000025571	                             3,300000	                         1.010,000000
01030000111102000025588	                             1,500000	                            54,700000
01030000111102000025595	                             1,000000	                             7,200000
01030000111102000025601	                             1,200000	                             7,200000
01030000111102000025618	                             2,100000	                            46,300000
01030000111102000025625	                             0,800000	                           159,000000
01030000111102000025632	                             0,800000	                           237,000000
01030000111102000025649	                             0,500000	                             0,000000
01030000111102000025656	                             1,500000	                            71,600000
01030000111102000025663	                             0,500000	                             0,000000
01030000111102000025670	                             0,700000	                             0,000000
01030000111102000025687	                             0,800000	                             0,000000
01030000111102000025694	                             2,700000	                            14,900000
01030000111102000025700	                             0,800000	                             0,000000
01030000111102000025717	                             1,300000	                           342,000000
01030000111102000025724	                             0,500000	                             0,000000
01030000111102000025731	                             0,700000	                             0,000000
01030000111102000025748	                             0,800000	                             0,000000
01030000111102000025755	                             2,600000	                            19,000000
01030000111102000025762	                             0,600000	                             0,000000
01030000111102000025779	                             3,100000	                            42,700000
01030000111102000025786	                             3,100000	                            20,000000
01030000111102000025793	                             6,900000	                            66,400000
01030000111102000025809	                             2,600000	                            22,100000
01030000111102000025816	                             0,500000	                             0,000000
01030000111102000025823	                             0,800000	                             0,000000
01030000111102000025830	                             2,600000	                            75,200000
01030000111102000025847	                             0,600000	                             0,000000
01030000111102000025854	                             0,600000	                             3,200000
01030000111102000025861	                             1,600000	                            11,900000
01030000111102000025878	                             1,000000	                            16,000000
01030000111102000025885	                             8,000000	                            99,100000
01030000111102000025892	                             5,000000	                            42,300000
01030000111102000025908	                             1,700000	                            49,900000
01030000111102000025915	                             0,700000	                             0,000000
01030000111102000025922	                             0,600000	                             0,000000
01030000111102000025939	                             2,600000	                           318,000000
01030000111102000025946	                             3,100000	                           474,000000
01030000111102000025953	                             1,400000	                             3,100000
01030000111102000025960	                             1,600000	                             0,000000
01030000111102000025977	                             0,500000	                             0,000000
01030000111102000025984	                            13,400000	                           109,000000
01030000111102000025991	                             0,600000	                             0,000000
01030000111102000026004	                             1,600000	                            39,500000
01030000111102000026011	                             1,000000	                             7,900000
01030000111102000026028	                             2,500000	                            16,600000
01030000111102000026035	                             3,500000	                            27,700000
01030000111102000026042	                             0,500000	                             0,000000
01030000111102000026059	                             2,900000	                             0,000000
01030000111102000026066	                             0,600000	                             0,000000
01030000111102000026073	                             0,900000	                             0,000000
01030000111102000026080	                             4,900000	                            20,600000
01030000111102000026097	                             0,500000	                             0,000000
01030000111102000026103	                             1,000000	                            32,200000
01030000111102000026110	                             1,100000	                             3,700000
01030000111102000026127	                             0,500000	                             0,000000
01030000111102000026134	                             0,600000	                             0,000000
01030000111102000026141	                             0,800000	                             0,000000
01030000111102000026158	                             1,200000	                            17,900000
01030000111102000026165	                             4,800000	                            41,600000
01030000111102000026172	                             0,800000	                             0,000000
01030000111102000026189	                             0,600000	                             0,000000
01030000111102000026196	                             1,100000	                             0,000000
01030000111102000026202	                             1,000000	                            20,700000
01030000111102000026219	                             1,500000	                            14,200000
01030000111102000026226	                             0,900000	                             0,000000
01030000111102000026233	                             0,600000	                             0,000000
01030000111102000026240	                             1,800000	                             0,000000
01030000111102000026257	                             0,800000	                             0,000000
01030000111102000026264	                             1,600000	                             7,400000
01030000111102000026271	                             1,000000	                            32,000000
01030000111102000026295	                             1,300000	                            20,700000
01030000111102000026301	                             1,400000	                             6,500000
01030000111102000026318	                             0,500000	                             0,000000
01030000111102000026325	                             0,800000	                             0,000000
01030000111102000026332	                             1,200000	                            27,600000
01030000111102000026349	                             0,700000	                             0,000000
01030000111102000026356	                             1,200000	                             8,800000
01030000111102000026363	                             0,800000	                             0,000000
01030000111102000026370	                             1,300000	                            70,200000
01030000111102000026387	                             1,000000	                            26,900000
01030000111102000026394	                             0,500000	                             0,000000
01030000111102000026400	                             1,600000	                            16,300000
01030000111102000026417	                             0,800000	                             0,000000
01030000111102000026424	                             0,900000	                             0,000000
01030000111102000026431	                             3,400000	                            28,900000
01030000111102000026448	                            11,300000	                            77,500000
01030000111102000026455	                             0,500000	                             0,000000
01030000111102000026462	                             0,500000	                             0,000000
01030000111102000026479	                             2,400000	                            25,200000
01030000111102000026486	                             0,500000	                             0,000000
01030000111102000026493	                             1,100000	                            29,900000
01030000111102000026509	                            12,200000	                            97,000000
01030000111102000026516	                             1,000000	                            11,500000
01030000111102000026523	                             2,600000	                           128,000000
01030000111102000026530	                             0,800000	                             0,000000
01030000111102000026547	                             3,500000	                            13,800000
01030000111102000026554	                             2,200000	                             9,800000
01030000111102000026561	                             0,500000	                             0,000000
01030000111102000026578	                             0,800000	                             0,000000
01030000111102000026585	                             0,700000	                             0,000000
01030000111102000026592	                             2,100000	                            20,500000
01030000111102000026608	                             1,000000	                             5,700000
01030000111102000026615	                             0,500000	                             0,000000
01030000111102000026622	                             3,000000	                            23,400000
01030000111102000026639	                             1,700000	                         3.920,000000
01030000111102000026646	                             4,600000	                            61,600000
01030000111102000026653	                             2,500000	                            14,400000
01030000111102000026660	                             0,800000	                             0,000000
01030000111102000026677	                             0,500000	                             0,000000
01030000111102000026684	                             1,400000	                            77,600000
01030000111102000026691	                             0,600000	                             0,000000
01030000111102000026707	                             1,400000	                            85,800000
01030000111102000026714	                             0,600000	                             0,000000
01030000111102000026721	                             0,900000	                             0,000000
01030000111102000026738	                             2,200000	                           829,000000
01030000111102000026745	                             1,200000	                            46,200000
01030000111102000026752	                             3,800000	                            32,800000
01030000111102000026769	                             0,800000	                             0,000000
01030000111102000026776	                             1,000000	                             0,000000
01030000111102000026783	                             0,700000	                             0,000000
01030000111102000026790	                             5,800000	                            86,000000
01030000111102000026806	                             1,200000	                            38,600000
01030000111102000026813	                             0,600000	                             0,000000
01030000111102000026820	                             2,800000	                             7,600000
01030000121202000026282	                             3,000000	                           157,000000
01030000211102000026836	                             1,100000	                             5,800000
01030000211102000026843	                             1,100000	                            27,000000
01030000211102000026850	                             1,400000	                            22,700000
01030000211102000026867	                             8,600000	                           609,000000
01030000211102000026874	                             0,500000	                             0,000000
01030000211102000026881	                             2,900000	                           227,000000
01030000211102000026898	                             5,400000	                            26,800000
01030000211102000026904	                             1,000000	                            36,900000
01030000211102000026911	                             0,800000	                             0,000000
01030000211102000026928	                             0,600000	                             0,000000
01030000211102000026935	                             0,700000	                             0,000000
01030000211102000026942	                             0,600000	                             0,000000
01030000211102000026959	                             1,000000	                             4,100000
01030000211102000026966	                             0,600000	                             0,000000
01030000211102000026973	                            12,600000	                            55,700000
01030000211102000026980	                             1,300000	                            75,800000
01030000211102000026997	                             1,300000	                            30,300000
01030000211102000027000	                             0,700000	                             0,000000
01030000211102000027017	                             0,900000	                             0,000000
01030000211102000027024	                             0,600000	                             0,000000
01030000211102000027031	                             0,700000	                             0,000000
01030000211102000027048	                             4,200000	                            15,600000
01030000211102000027055	                             1,000000	                            11,900000
01030000211102000027062	                             1,200000	                            12,200000
01030000211102000027079	                             0,700000	                             0,000000
01030000211102000027086	                             0,700000	                             0,000000
01030000211102000027093	                             0,600000	                             0,000000
01030000211102000027109	                             0,800000	                             0,000000
01030000211102000027116	                             1,300000	                            21,600000
01030000211102000027123	                             5,800000	                            74,600000
01030000211102000027130	                             0,700000	                             0,000000
01030000211102000027147	                             0,800000	                             0,000000
01030000211102000027154	                             0,800000	                             0,000000
01030000211102000027161	                             2,000000	                            48,800000
01030000211102000027178	                             0,500000	                             0,000000
01030000211102000027185	                             0,600000	                             0,000000
01030000211102000027192	                             1,300000	                            25,900000
01030000211102000027208	                             1,100000	                             7,400000
01030000211102000027215	                             0,600000	                             0,000000
01030000211102000027222	                             2,600000	                            32,800000
01030000211102000027239	                             0,600000	                             0,000000
01030000211102000027246	                             1,400000	                            15,200000
01030000211102000027253	                             1,900000	                             0,000000
01030000311102000025227	                             1,000000	                           192,000000
01030000311102000025234	                             0,700000	                             4,600000
01030000311102000025241	                             0,500000	                             3,800000
01030000311102000025258	                             0,700000	                            31,500000
01030000311102000025265	                             1,200000	                           918,000000
01030000311102000025272	                             0,800000	                           941,000000
01030000311102000025289	                             1,700000	                           986,000000
01030000311102000025296	                             0,600000	                             0,000000
01030000311102000025302	                             0,500000	                             0,000000
01030000311102000025319	                             1,200000	                             0,000000
01030000311102000025326	                             0,600000	                             0,000000
01030000311102000025333	                             0,600000	                             0,000000
01030000311102000025340	                             0,500000	                             0,000000
01030000411102000025035	                             2,600000	                            70,000000
01030000411102000025042	                             0,700000	                            20,100000
01030000411102000025059	                             5,000000	                            36,300000
01030000411102000025066	                             0,700000	                             7,100000
01030000411102000025073	                             9,200000	                            98,200000
01030000411102000025080	                             9,000000	                            37,200000
01030000411102000025097	                             1,000000	                            10,200000
01030000411102000025103	                             1,700000	                            18,000000
01030000411102000025110	                             2,800000	                            39,300000
01030000411102000025127	                             1,000000	                             5,500000
01030000411102000025134	                             0,500000	                             4,000000
01030000411102000025141	                             1,200000	                             0,000000
01030000411102000025158	                             0,500000	                             0,000000
01030000411102000025165	                             0,600000	                            34,700000
01030000411102000025172	                             0,800000	                            56,100000
01030000411102000025189	                             0,900000	                             4,300000
01030000411102000025196	                             0,500000	                           116,000000
01030000411102000025202	                             0,600000	                             0,000000
01030000411102000025219	                             0,500000	                             0,000000
01030000511102000024631	                             8,100000	                             0,000000
01030000511102000024648	                             3,200000	                             0,000000
01030000511102000024655	                             0,600000	                             0,000000
01030000511102000024662	                             1,000000	                            15,000000
01030000511102000024679	                             0,800000	                            32,500000
01030000511102000024686	                            12,000000	                           279,000000
01030000511102000024693	                             1,700000	                            63,600000
01030000511102000024709	                             1,500000	                            17,700000
01030000511102000024716	                            15,000000	                           511,000000
01030000511102000024723	                             0,600000	                           530,000000
01030000511102000024730	                             1,200000	                           216,000000
01030000511102000024747	                             2,200000	                           266,000000
01030000511102000024761	                             2,200000	                           140,000000
01030000511102000024778	                             4,000000	                             0,000000
01030000511102000024785	                             1,500000	                            31,300000
01030000511102000024792	                             0,600000	                           103,000000
01030000511102000024808	                             1,300000	                           388,000000
01030000511102000024815	                             2,600000	                            38,800000
01030000511102000024822	                             2,400000	                         2.820,000000
01030000511102000024839	                             0,600000	                             0,000000
01030000511102000024846	                             2,400000	                         2.940,000000
01030000511102000024853	                            35,800000	                           105,000000
01030000511102000024860	                             0,600000	                             0,000000
01030000511102000024877	                             0,500000	                           178,000000
01030000521202000024758	                             0,700000	                            33,000000
01030000611102000024883	                             0,800000	                             0,000000
01030000611102000024890	                             2,200000	                            39,800000
01030000611102000024906	                             0,800000	                            25,400000
01030000611102000024913	                             0,600000	                            11,000000
01030000611102000024920	                            14,200000	                            47,900000
01030000611102000024937	                             0,800000	                             4,800000
01030000611102000024944	                             2,600000	                            82,000000
01030000611102000024951	                             3,800000	                            70,200000
01030000611102000024968	                             4,500000	                           192,000000
01030000611102000024975	                             1,000000	                            12,200000
01030000611102000024982	                            40,400000	                           127,000000
01030000611102000024999	                             1,000000	                            17,300000
01030000611102000025002	                             1,800000	                            11,000000
01030000611102000025019	                             5,300000	                            44,600000
01030000611102000025026	                             3,200000	                             9,200000
01030000711102000024530	                             0,500000	                             0,000000
01030000711102000024547	                             2,800000	                             0,000000
01030000711102000024554	                             3,900000	                            51,300000
01030000711102000024561	                             1,400000	                            28,900000
01030000711102000024578	                             1,300000	                             6,200000
01030000711102000024585	                             9,400000	                            45,100000
01030000711102000024592	                             4,200000	                            35,000000
01030000711102000024608	                             6,600000	                           107,000000
01030000711102000024615	                             5,000000	                           209,000000
01030000711102000024622	                             4,400000	                            45,400000
01040100111102000016399	                            46,100000	                         1.690,000000
01040100111102000016405	                             1,700000	                           130,000000
01040100111102000016412	                             1,200000	                             0,000000
01040100111102000016429	                             1,400000	                            11,800000
01040100111102000016436	                             1,200000	                            16,000000
01040100111102000016443	                             3,300000	                            80,300000
01040100111102000016450	                             2,200000	                            36,200000
01040100111102000016467	                             1,400000	                            60,800000
01040100111102000016474	                             1,400000	                            65,800000
01040100111102000016481	                             2,900000	                            81,600000
01040100111102000016498	                             1,000000	                             0,000000
01040100111102000016504	                             2,200000	                            53,500000
01040100111102000016511	                             5,100000	                           324,000000
01040100111102000016528	                             1,500000	                           342,000000
01040100111102000016535	                             1,700000	                           394,000000
01040100111102000016542	                             1,800000	                           537,000000
01040100111102000016559	                             1,000000	                            68,100000
01040100111102000016566	                             3,200000	                            38,200000
01040100111102000016573	                             1,200000	                           204,000000
01040100111102000016580	                             2,900000	                            26,900000
01040100111102000016597	                             6,200000	                           109,000000
01040100111102000016603	                             2,000000	                           138,000000
01040100111102000016610	                            10,100000	                            88,600000
01040100111102000016627	                             1,000000	                             0,000000
01040100111102000016634	                             1,300000	                           117,000000
01040100111102000016641	                            12,700000	                           171,000000
01040100111102000016658	                             1,000000	                            21,200000
01040100111102000016665	                             1,000000	                             0,000000
01040100111102000016672	                             3,900000	                           156,000000
01040100111102000016689	                             2,600000	                             0,000000
01040100111102000016696	                             1,000000	                             0,000000
01040100111102000016702	                             1,000000	                             0,000000
01040100111102000016719	                             2,300000	                           246,000000
01040100111102000016726	                             2,200000	                           269,000000
01040100111102000016733	                             1,500000	                           289,000000
01040100111102000016740	                             3,000000	                           336,000000
01040100111102000016757	                             1,200000	                           534,000000
01040100111102000016764	                             1,100000	                            26,900000
01040100111102000016771	                             1,300000	                            19,100000
01040100111102000016788	                             1,400000	                           988,000000
01040100111102000016795	                             1,700000	                           999,000000
01040100111102000016801	                             1,200000	                         1.030,000000
01040100111102000016818	                             3,200000	                            25,600000
01040100111102000016825	                             5,400000	                            37,200000
01040100111102000016832	                             1,500000	                            83,200000
01040100111102000016849	                             6,500000	                           479,000000
01040100111102000016856	                             2,500000	                            34,900000
01040100111102000016863	                             2,100000	                             0,000000
01040100111102000016870	                             1,700000	                             8,210000
01040100111102000016887	                             4,000000	                         1.710,000000
01040100111102000016894	                             1,100000	                             0,000000
01040100111102000016900	                             1,000000	                            25,600000
01040100111102000016917	                             2,400000	                            24,800000
01040100111102000016924	                             8,600000	                            67,000000
01040100111102000016931	                             1,400000	                             0,000000
01040100111102000016948	                            74,000000	                         5.610,000000
01040100111102000016955	                             8,900000	                           182,000000
01040100111102000016962	                             3,300000	                             7,470000
01040100111102000016979	                             1,000000	                             0,000000
01040100111102000016986	                             6,600000	                           231,000000
01040100111102000016993	                             2,600000	                            16,600000
01040100111102000017006	                             3,000000	                            79,600000
01040100111102000017013	                             1,400000	                             0,000000
01040100111102000017020	                             1,700000	                             0,000000
01040100111102000017037	                             1,200000	                             0,000000
01040100111102000017044	                             1,600000	                           114,000000
01040100111102000017051	                             1,100000	                             0,000000
01040100111102000017068	                             1,300000	                             0,000000
01040100111102000017075	                             1,200000	                            14,800000
01040100111102000017082	                             2,100000	                           107,000000
01040100111102000017099	                             1,200000	                             0,000000
01040100111102000017105	                             1,300000	                             0,000000
01040100111102000017112	                             1,100000	                             6,460000
01040100111102000017129	                             1,200000	                            11,000000
01040100111102000017136	                             1,000000	                             0,000000
01040100111102000017143	                             1,000000	                            35,600000
01040100111102000017150	                             1,000000	                             0,000000
01040100111102000017167	                             3,200000	                            33,000000
01040100111102000017174	                             3,500000	                             0,000000
01040100111102000017181	                             2,700000	                            86,900000
01040100111102000017198	                             1,700000	                           213,000000
01040100111102000017204	                             2,900000	                           223,000000
01040100111102000017211	                             1,300000	                            12,000000
01040100111102000017228	                             2,000000	                            22,300000
01040100111102000017235	                             2,100000	                            24,400000
01040100111102000017242	                             1,800000	                            12,300000
01040100111102000017259	                           266,000000	                         1.580,000000
01040100111102000017266	                             1,000000	                             0,000000
01040100111102000017273	                            24,500000	                         7.500,000000
01040100111102000017280	                             9,900000	                            50,500000
01040100111102000017297	                             5,700000	                           168,000000
01040100111102000017303	                             3,800000	                            20,600000
01040100111102000017310	                             3,600000	                            59,800000
01040100111102000017327	                             2,000000	                             0,000000
