"long","lat","order","hole","piece","id","group"
30.006444,69.720417,1,FALSE,"1","0","0.1"
30.008139,69.72125,2,FALSE,"1","0","0.1"
30.009778,69.721278,3,FALSE,"1","0","0.1"
30.013167,69.722944,4,FALSE,"1","0","0.1"
30.014806,69.722889,5,FALSE,"1","0","0.1"
30.0165,69.723722,6,FALSE,"1","0","0.1"
30.019778,69.723722,7,FALSE,"1","0","0.1"
30.033139,69.730389,8,FALSE,"1","0","0.1"
30.038083,69.730417,9,FALSE,"1","0","0.1"
30.039778,69.73125,10,FALSE,"1","0","0.1"
30.061472,69.731278,11,FALSE,"1","0","0.1"
30.062333,69.730889,12,FALSE,"1","0","0.1"
30.062306,69.730028,13,FALSE,"1","0","0.1"
30.064056,69.729194,14,FALSE,"1","0","0.1"
30.063833,69.728361,15,FALSE,"1","0","0.1"
30.067361,69.726694,16,FALSE,"1","0","0.1"
30.067278,69.724972,17,FALSE,"1","0","0.1"
30.068861,69.724139,18,FALSE,"1","0","0.1"
30.068972,69.723361,19,FALSE,"1","0","0.1"
30.069861,69.722917,20,FALSE,"1","0","0.1"
30.0715,69.722889,21,FALSE,"1","0","0.1"
30.073972,69.721667,22,FALSE,"1","0","0.1"
30.073917,69.720806,23,FALSE,"1","0","0.1"
30.078167,69.718722,24,FALSE,"1","0","0.1"
30.079806,69.71875,25,FALSE,"1","0","0.1"
30.084028,69.716639,26,FALSE,"1","0","0.1"
30.083972,69.715806,27,FALSE,"1","0","0.1"
30.08575,69.714972,28,FALSE,"1","0","0.1"
30.085528,69.714167,29,FALSE,"1","0","0.1"
30.087278,69.713278,30,FALSE,"1","0","0.1"
30.087222,69.7125,31,FALSE,"1","0","0.1"
30.088972,69.711667,32,FALSE,"1","0","0.1"
30.088944,69.710806,33,FALSE,"1","0","0.1"
30.095639,69.7075,34,FALSE,"1","0","0.1"
30.095611,69.701639,35,FALSE,"1","0","0.1"
30.097194,69.700806,36,FALSE,"1","0","0.1"
30.097278,69.699139,37,FALSE,"1","0","0.1"
30.099028,69.698306,38,FALSE,"1","0","0.1"
30.098917,69.696667,39,FALSE,"1","0","0.1"
30.100667,69.695833,40,FALSE,"1","0","0.1"
30.100583,69.694194,41,FALSE,"1","0","0.1"
30.102333,69.693306,42,FALSE,"1","0","0.1"
30.102278,69.6925,43,FALSE,"1","0","0.1"
30.103861,69.691667,44,FALSE,"1","0","0.1"
30.104056,69.689167,45,FALSE,"1","0","0.1"
30.105639,69.688333,46,FALSE,"1","0","0.1"
30.105528,69.686694,47,FALSE,"1","0","0.1"
30.107306,69.685861,48,FALSE,"1","0","0.1"
30.10725,69.685,49,FALSE,"1","0","0.1"
30.109,69.684194,50,FALSE,"1","0","0.1"
30.108944,69.683306,51,FALSE,"1","0","0.1"
30.109833,69.682889,52,FALSE,"1","0","0.1"
30.113111,69.682944,53,FALSE,"1","0","0.1"
30.113889,69.683278,54,FALSE,"1","0","0.1"
30.113917,69.684139,55,FALSE,"1","0","0.1"
30.115611,69.684972,56,FALSE,"1","0","0.1"
30.115639,69.688333,57,FALSE,"1","0","0.1"
30.113889,69.689167,58,FALSE,"1","0","0.1"
30.114056,69.691667,59,FALSE,"1","0","0.1"
30.112306,69.6925,60,FALSE,"1","0","0.1"
30.112333,69.693361,61,FALSE,"1","0","0.1"
30.113861,69.694167,62,FALSE,"1","0","0.1"
30.113944,69.700833,63,FALSE,"1","0","0.1"
30.112361,69.701667,64,FALSE,"1","0","0.1"
30.11225,69.702528,65,FALSE,"1","0","0.1"
30.110639,69.703361,66,FALSE,"1","0","0.1"
30.110583,69.705,67,FALSE,"1","0","0.1"
30.109,69.705833,68,FALSE,"1","0","0.1"
30.109028,69.711667,69,FALSE,"1","0","0.1"
30.110722,69.712472,70,FALSE,"1","0","0.1"
30.110611,69.713333,71,FALSE,"1","0","0.1"
30.11475,69.715389,72,FALSE,"1","0","0.1"
30.116389,69.715417,73,FALSE,"1","0","0.1"
30.121472,69.717889,74,FALSE,"1","0","0.1"
30.128222,69.717889,75,FALSE,"1","0","0.1"
30.128972,69.718306,76,FALSE,"1","0","0.1"
30.129028,69.719167,77,FALSE,"1","0","0.1"
30.130556,69.719972,78,FALSE,"1","0","0.1"
30.128972,69.720806,79,FALSE,"1","0","0.1"
30.128972,69.723333,80,FALSE,"1","0","0.1"
30.130667,69.724139,81,FALSE,"1","0","0.1"
30.130639,69.726667,82,FALSE,"1","0","0.1"
30.126417,69.72875,83,FALSE,"1","0","0.1"
30.124778,69.728722,84,FALSE,"1","0","0.1"
30.119833,69.73125,85,FALSE,"1","0","0.1"
30.116556,69.731222,86,FALSE,"1","0","0.1"
30.113917,69.732472,87,FALSE,"1","0","0.1"
30.113833,69.734194,88,FALSE,"1","0","0.1"
30.11225,69.735028,89,FALSE,"1","0","0.1"
30.11225,69.737472,90,FALSE,"1","0","0.1"
30.113917,69.738361,91,FALSE,"1","0","0.1"
30.110583,69.74,92,FALSE,"1","0","0.1"
30.110667,69.741667,93,FALSE,"1","0","0.1"
30.107333,69.743306,94,FALSE,"1","0","0.1"
30.107389,69.744167,95,FALSE,"1","0","0.1"
30.105611,69.745,96,FALSE,"1","0","0.1"
30.105556,69.746639,97,FALSE,"1","0","0.1"
30.103972,69.747472,98,FALSE,"1","0","0.1"
30.103972,69.758306,99,FALSE,"1","0","0.1"
30.106417,69.759611,100,FALSE,"1","0","0.1"
30.113167,69.759611,101,FALSE,"1","0","0.1"
30.114694,69.760417,102,FALSE,"1","0","0.1"
30.118167,69.760417,103,FALSE,"1","0","0.1"
30.121389,69.762083,104,FALSE,"1","0","0.1"
30.1265,69.762111,105,FALSE,"1","0","0.1"
30.128194,69.762917,106,FALSE,"1","0","0.1"
30.144806,69.762917,107,FALSE,"1","0","0.1"
30.146361,69.763722,108,FALSE,"1","0","0.1"
30.149806,69.763722,109,FALSE,"1","0","0.1"
30.1515,69.764556,110,FALSE,"1","0","0.1"
30.156444,69.764583,111,FALSE,"1","0","0.1"
30.158139,69.765417,112,FALSE,"1","0","0.1"
30.159806,69.765417,113,FALSE,"1","0","0.1"
30.160722,69.765778,114,FALSE,"1","0","0.1"
30.160667,69.7675,115,FALSE,"1","0","0.1"
30.161444,69.767917,116,FALSE,"1","0","0.1"
30.174778,69.767889,117,FALSE,"1","0","0.1"
30.176472,69.768778,118,FALSE,"1","0","0.1"
30.17975,69.768778,119,FALSE,"1","0","0.1"
30.181472,69.769528,120,FALSE,"1","0","0.1"
30.183111,69.769556,121,FALSE,"1","0","0.1"
30.184806,69.770389,122,FALSE,"1","0","0.1"
30.18975,69.770417,123,FALSE,"1","0","0.1"
30.191444,69.77125,124,FALSE,"1","0","0.1"
30.193222,69.770417,125,FALSE,"1","0","0.1"
30.196333,69.770389,126,FALSE,"1","0","0.1"
30.199861,69.76875,127,FALSE,"1","0","0.1"
30.2015,69.768778,128,FALSE,"1","0","0.1"
30.203972,69.77,129,FALSE,"1","0","0.1"
30.203861,69.773306,130,FALSE,"1","0","0.1"
30.203139,69.77375,131,FALSE,"1","0","0.1"
30.201333,69.773722,132,FALSE,"1","0","0.1"
30.200611,69.774167,133,FALSE,"1","0","0.1"
30.200667,69.774972,134,FALSE,"1","0","0.1"
30.198917,69.775806,135,FALSE,"1","0","0.1"
30.198917,69.778306,136,FALSE,"1","0","0.1"
30.200611,69.779194,137,FALSE,"1","0","0.1"
30.2005,69.779972,138,FALSE,"1","0","0.1"
30.202222,69.780806,139,FALSE,"1","0","0.1"
30.19975,69.782083,140,FALSE,"1","0","0.1"
30.198083,69.782056,141,FALSE,"1","0","0.1"
30.1965,69.782889,142,FALSE,"1","0","0.1"
30.193194,69.782889,143,FALSE,"1","0","0.1"
30.191444,69.783722,144,FALSE,"1","0","0.1"
30.188139,69.783778,145,FALSE,"1","0","0.1"
30.185667,69.785,146,FALSE,"1","0","0.1"
30.185722,69.785861,147,FALSE,"1","0","0.1"
30.1865,69.786194,148,FALSE,"1","0","0.1"
30.188139,69.786222,149,FALSE,"1","0","0.1"
30.190611,69.787472,150,FALSE,"1","0","0.1"
