decimalLatitude	decimalLongitude
55.84584	15.60741
55.83507	15.61008
55.92684	15.70061
55.83853	15.60773
55.84266	15.60947
55.92458	15.71209
55.94075	15.6938
55.94746	15.71016
55.95459	15.78017
55.91634	15.73885
55.95482	15.75932
58.01966	16.77433
55.93743	15.68316
58.01417	16.80183
55.94173	15.77085
58.01467	16.802
55.93817	15.77561
55.96022	15.73847
55.96547	15.73347
58.02417	16.787
58.01633	16.7995
58.01783	16.79633
58.01783	16.79633
58.01717	16.79433
58.0175	16.79183
58.015	16.805
58.02417	16.787
58.02417	16.787
58.025	16.7885
58.02583	16.78817
58.02317	16.7875
58.02717	16.78517
58.01633	16.7995
58.02717	16.78517
58.025	16.7885
55.99892	15.72282
58.01783	16.79633
58.02234	16.79083
58.02317	16.7875
55.84477	15.58623
58.01717	16.79433
58.0205	16.79
55.83362	15.59688
55.83907	15.57917
55.84098	15.58097
55.83922	15.58302
55.83772	15.60198
55.98727	15.72663
55.96808	15.74997
55.83992	15.59648
55.84558	15.60163
55.83647	15.57543
55.97622	15.75793
58.01966	16.77433
55.96557	15.71448
58.0165	16.7715
58.0205	16.77033
55.9841	15.74487
55.99138	15.69542
56.13078	17.18825
56.14228	17.22323
58.01966	16.77433
56.16443	17.19868
58.0205	16.77033
57.0975	16.608
57.10017	16.59233
57.10233	16.591
57.0975	16.608
57.10167	16.59717
58.031	16.76983
58.02483	16.79117
58.02883	16.78783
58.027	16.7835
58.03	16.7805
58.031	16.76983
58.02917	16.7755
58.03	16.7805
58.02917	16.7755
58.02483	16.79117
58.03	16.7805
58.02883	16.78783
58.02917	16.7755
58.02883	16.78783
58.027	16.7835
58.027	16.7835
58.03	16.7805
58.02883	16.78783
58.02483	16.79117
58.02483	16.79117
57.1	16.60033
58.031	16.76983
58.027	16.7835
58.03	16.7805
58.02483	16.79117
58.027	16.7835
58.02917	16.7755
58.027	16.7835
58.02883	16.78783
58.031	16.76983
58.031	16.76983
58.0025	16.7575
58.02917	16.7755
58.00167	16.76683
58.0035	16.75983
58.02917	16.7755
58.00383	16.77283
58.03	16.7805
58.00217	16.77133
57.0975	16.608
58.00383	16.767
58.0035	16.75983
58.02883	16.78783
58.00383	16.77283
58.0025	16.7575
58.00383	16.767
58.00167	16.76683
58.00217	16.77133
58.00383	16.77283
58.0035	16.75983
58.00383	16.767
57.10217	16.5915
58.00383	16.77283
58.00167	16.76683
58.00217	16.77133
58.0025	16.7575
58.00383	16.767
58.00383	16.767
58.00217	16.77133
58.0035	16.75983
58.00217	16.77133
58.00383	16.77283
58.0035	16.75983
58.0025	16.7575
58.0025	16.7575
57.10017	16.59233
58.00167	16.76683
57.10233	16.591
58.64702	11.24167
58.64218	11.24133
57.10017	16.59233
58.63965	11.23793
58.64305	11.24338
58.6425	11.2535
58.63762	11.25312
58.63923	11.25515
58.63978	11.25527
58.6418	11.24403
58.64078	11.23642
58.64258	11.25363
58.63602	11.23447
58.6385	11.23437
58.63535	11.23445
58.63755	11.2337
58.63665	11.25253
58.63978	11.25527
58.63965	11.23793
58.64087	11.25468
58.0025	16.7575
58.00167	16.76683
58.0035	16.75983
58.00217	16.77133
58.64258	11.25363
58.00383	16.767
58.64608	11.24077
58.63678	11.2352
57.0975	16.608
58.6425	11.2535
58.63978	11.25527
58.64702	11.24167
58.63535	11.23445
58.00383	16.77283
58.63665	11.25253
58.63923	11.25515
58.64368	11.24042
58.64502	11.2466
58.63762	11.25312
58.63762	11.25312
58.63755	11.2337
58.63678	11.2352
58.63602	11.23447
58.63535	11.23445
58.64258	11.25363
58.64368	11.24042
58.63505	11.23683
58.64087	11.25468
58.63762	11.25312
58.0075	16.69583
58.63535	11.23445
58.6385	11.23437
58.63678	11.2352
58.64305	11.24338
58.64258	11.25363
58.64608	11.24077
58.63495	11.2358
58.64368	11.24042
58.63923	11.25515
58.64685	11.24018
58.6385	11.23437
58.63965	11.23793
58.6425	11.2535
58.63602	11.23447
58.63755	11.2337
58.64608	11.24077
58.63923	11.25515
56.24747	12.67202
58.63978	11.25527
56.24547	12.67323
56.24412	12.67513
56.25422	12.66035
56.24263	12.67632
56.25713	12.64997
56.0665	15.8015
56.0735	15.81883
56.2495	12.66832
57.0975	16.608
56.2495	12.66832
56.24923	12.66902
56.24263	12.67632
56.24547	12.67323
56.24412	12.67513
56.07516	15.77267
56.25303	12.66202
56.25588	12.65682
56.25737	12.64952
56.24463	12.67405
56.2446	12.67473
56.25348	12.66182
56.24547	12.67323
56.24412	12.67513
56.25134	12.66417
56.24807	12.6715
55.53692	14.35823
55.5325	14.36927
55.59135	14.32928
55.6395	14.28238
55.63965	14.27955
60.4455	18.136
55.70433	14.20572
56.24978	12.66763
56.24575	12.67315
56.25737	12.64952
56.24703	12.67275
57.9075	11.66978
57.90517	11.6516
57.90355	11.65145
57.90585	11.66412
57.92268	11.67778
57.91938	11.72402
57.90647	11.65165
57.92203	11.68173
57.92263	11.66798
57.91468	11.7037
57.92358	11.73445
58.93783	18.066
58.9245	18.05317
58.92588	18.05333
58.94467	18.037
58.92283	18.05283
58.92933	18.0545
58.9435	18.03617
58.94617	18.037
57.19255	12.08338
57.19257	12.0834
57.19253	12.08337
57.30707	12.05373
57.30705	12.05372
57.30703	12.0537
57.19255	12.08338
57.1925	12.08333
58.93783	18.066
57.19252	12.08335
57.30707	12.05373
58.9245	18.05317
58.92588	18.05333
58.92283	18.05283
58.94467	18.037
58.92588	18.05333
58.94617	18.037
58.93783	18.066
57.92182	11.68265
58.9245	18.05317
58.94617	18.037
58.9435	18.03617
58.94467	18.037
58.92933	18.0545
58.92283	18.05283
58.93783	18.066
58.92933	18.0545
58.92588	18.05333
58.9435	18.03617
57.92203	11.68173
58.92933	18.0545
58.9245	18.05317
58.9435	18.03617
58.94467	18.037
58.94617	18.037
57.90585	11.66195
58.01966	16.77433
58.92283	18.05283
58.0205	16.77033
58.0205	16.77033
58.01966	16.77433
58.0165	16.7715
58.01383	16.77733
58.0125	16.774
58.93783	18.066
58.92588	18.05333
58.94467	18.037
58.9245	18.05317
58.92283	18.05283
58.92933	18.0545
58.9435	18.03617
58.94617	18.037
58.94467	18.037
58.92283	18.05283
62.8495	18.26333
58.92588	18.05333
58.92933	18.0545
58.93783	18.066
58.9245	18.05317
58.9435	18.03617
58.94617	18.037
57.9155	11.70972
57.30705	12.05372
57.30703	12.0537
57.92203	11.68173
57.19257	12.0834
57.1925	12.08333
57.90257	11.7203
58.02033	16.7065
57.91938	11.72402
57.30703	12.0537
57.19257	12.0834
57.19252	12.08335
57.19255	12.08338
57.1925	12.08333
57.19253	12.08337
57.30703	12.0537
57.307	12.05367
57.19255	12.08338
57.19253	12.08337
57.19257	12.0834
57.19252	12.08335
57.2235	12.09698
57.22142	12.10087
57.30702	12.05368
57.90423	11.66305
57.2221	12.09988
57.307	12.05367
57.9046	11.65017
57.90408	11.65432
57.90408	11.65432
57.90552	11.65993
57.9155	11.70972
57.92253	11.67998
57.92743	11.71293
57.90423	11.66305
57.9046	11.65017
57.92263	11.66798
57.90628	11.64873
57.91443	11.70305
57.92358	11.73445
59.55416	18.81383
58.84217	17.63633
58.82717	17.64317
58.841	17.62483
58.83533	17.61983
58.8315	17.63917
58.82817	17.63417
58.84733	17.627
58.84183	17.61967
58.8445	17.6335
58.83967	17.6545
58.84517	17.65383
58.82733	17.642
58.8425	17.64833
58.83317	17.649
58.82683	17.6455
58.83417	17.65233
57.89703	11.6924
58.83033	17.63867
57.90312	11.68723
58.82933	17.633
57.92392	11.72293
57.92337	11.7337
57.9256	11.7193
57.92458	11.73455
57.92585	11.71802
57.90288	11.68788
58.64685	11.24018
57.92458	11.73455
57.90407	11.6871
58.64087	11.25468
57.92282	11.67008
58.64218	11.24133
57.90227	11.71807
58.6385	11.23437
57.92182	11.68265
57.92248	11.67477
58.64702	11.24167
57.92358	11.73445
58.64685	11.24018
58.63762	11.25312
58.64368	11.24042
58.82683	17.6455
57.91938	11.72402
58.63602	11.23447
57.92282	11.6728
57.9256	11.7193
58.63505	11.23683
58.00566	16.75833
58.003	16.765
58.00267	16.7625
58.00267	16.74017
58.00283	16.76383
58.01266	16.743
58.02133	16.77417
58.6418	11.24403
58.01683	16.77683
57.30718	12.11193
57.25297	12.0878
57.3096	12.11457
57.25287	12.0898
58.013	16.77733
57.25365	12.0891
57.25308	12.08793
58.00517	16.77467
58.63495	11.2358
57.3064	12.10747
57.25213	12.08737
57.22472	12.09455
58.64702	11.24167
57.25365	12.0891
57.25202	12.08853
57.22302	12.0978
57.25287	12.0898
57.30942	12.11483
57.3064	12.10747
57.25287	12.0898
57.30727	12.10927
57.25202	12.08853
57.25297	12.0878
57.25297	12.0878
57.25308	12.08793
57.3064	12.10747
57.25213	12.08737
57.3096	12.11457
57.30718	12.11193
57.3091	12.11412
57.25287	12.0898
57.30727	12.10927
57.2235	12.09698
58.63665	11.25253
57.22142	12.10087
58.63762	11.25312
58.64368	11.24042
58.63978	11.25527
58.63495	11.2358
57.2221	12.09988
58.6418	11.24403
58.63965	11.23793
58.64685	11.24018
58.63602	11.23447
58.64258	11.25363
58.64702	11.24167
58.63505	11.23683
58.63978	11.25527
58.64368	11.24042
57.92358	11.73445
57.92203	11.68173
57.91577	11.6836
58.64258	11.25363
57.92263	11.66798
57.9146	11.70977
58.63505	11.23683
58.63602	11.23447
57.90647	11.65165
58.64685	11.24018
57.89775	11.69478
58.64702	11.24167
58.63665	11.25253
57.90288	11.68788
57.90227	11.71807
58.63978	11.25527
57.89703	11.6924
57.92263	11.66798
58.63762	11.25312
57.90703	11.66078
58.6418	11.24403
57.91938	11.72402
57.92743	11.71293
57.9075	11.66978
58.64258	11.25363
58.64218	11.24133
58.63665	11.25253
58.63762	11.25312
57.92358	11.73445
56.25755	12.64822
58.64258	11.25363
58.63762	11.25312
58.64368	11.24042
58.64685	11.24018
58.63602	11.23447
58.63505	11.23683
58.63665	11.25253
58.64702	11.24167
58.63602	11.23447
58.6385	11.23437
56.25058	12.66558
58.63602	11.23447
56.2446	12.67473
58.63505	11.23683
56.24648	12.67287
56.24703	12.67275
55.7468	12.90563
56.2509	12.66485
55.79312	12.91735
55.79312	12.91735
55.79312	12.91735
55.77695	12.92257
55.77695	12.92257
55.7603	12.90467
55.74162	12.91392
56.24747	12.67202
55.74162	12.91392
55.7468	12.90563
55.79312	12.91735
55.7603	12.90467
56.24867	12.67015
55.77695	12.92257
55.7468	12.90563
55.7468	12.90563
55.79312	12.91735
55.77695	12.92257
55.77695	12.92257
55.7468	12.90563
55.74162	12.91392
55.79312	12.91735
55.7603	12.90467
55.74162	12.91392
55.7468	12.90563
55.79312	12.91735
55.79312	12.91735
55.7603	12.90467
55.77695	12.92257
55.7603	12.90467
55.79312	12.91735
55.7468	12.90563
55.79312	12.91735
55.77695	12.92257
55.7468	12.90563
55.77695	12.92257
55.7603	12.90467
55.7468	12.90563
55.79312	12.91735
55.74162	12.91392
55.74162	12.91392
55.77695	12.92257
55.79312	12.91735
55.74162	12.91392
55.77695	12.92257
55.7603	12.90467
55.77695	12.92257
55.7603	12.90467
55.79312	12.91735
55.7468	12.90563
55.77695	12.92257
55.7468	12.90563
56.25588	12.65682
56.25458	12.65988
55.74162	12.91392
55.77695	12.92257
55.79312	12.91735
55.79312	12.91735
55.7603	12.90467
55.79312	12.91735
55.7603	12.90467
55.7468	12.90563
55.7603	12.90467
55.7468	12.90563
55.77695	12.92257
55.7468	12.90563
57.25365	12.0891
55.74162	12.91392
55.74162	12.91392
57.25213	12.08737
57.25287	12.0898
55.74162	12.91392
55.79312	12.91735
56.25887	12.638
55.77695	12.92257
57.30718	12.11193
55.7603	12.90467
56.2502	12.66737
55.77695	12.92257
55.7603	12.90467
55.74162	12.91392
56.25348	12.66182
55.7468	12.90563
55.74162	12.91392
55.7468	12.90563
55.7468	12.90563
56.25375	12.66102
58.63978	11.25527
58.64368	11.24042
58.64258	11.25363
58.63495	11.2358
56.24648	12.67287
56.24515	12.6734
57.30718	12.11193
56.24747	12.67202
57.3096	12.11457
57.30727	12.10927
57.3091	12.11412
57.25202	12.08853
56.24885	12.66932
56.2578	12.64768
57.3064	12.10747
57.22472	12.09455
57.25213	12.08737
57.25308	12.08793
56.24923	12.66902
56.25375	12.66102
56.2561	12.65552
56.25422	12.66035
56.2504	12.66632
56.2446	12.67473
56.24923	12.66902
56.2502	12.66737
58.02317	16.7875
58.0255	16.78533
58.025	16.7885
56.24885	12.66932
58.01717	16.79433
58.01583	16.801
58.025	16.7885
56.25588	12.65682
56.2461	12.6729
56.25163	12.66322
58.02417	16.787
56.2509	12.66485
56.24547	12.67323
56.24515	12.6734
57.22408	12.0957
57.22472	12.09455
57.3096	12.11457
57.2221	12.09988
57.25365	12.0891
57.30718	12.11193
57.30942	12.11483
57.25213	12.08737
57.25287	12.0898
57.30727	12.10927
57.25308	12.08793
57.25202	12.08853
57.22408	12.0957
57.3064	12.10747
57.2235	12.09698
57.2221	12.09988
57.25365	12.0891
57.30727	12.10927
57.30942	12.11483
57.3096	12.11457
57.30718	12.11193
57.22472	12.09455
57.22302	12.0978
57.25213	12.08737
57.2221	12.09988
57.25287	12.0898
57.25308	12.08793
57.25202	12.08853
57.22408	12.0957
57.25297	12.0878
57.30942	12.11483
57.3064	12.10747
57.25365	12.0891
57.25287	12.0898
57.30727	12.10927
57.3091	12.11412
57.25213	12.08737
57.25308	12.08793
57.22472	12.09455
57.25202	12.08853
57.30718	12.11193
57.30942	12.11483
57.3096	12.11457
57.30727	12.10927
57.2235	12.09698
57.25365	12.0891
57.22302	12.0978
57.22408	12.0957
57.25202	12.08853
57.30942	12.11483
57.25287	12.0898
57.2221	12.09988
57.3064	12.10747
57.2235	12.09698
57.25308	12.08793
57.25213	12.08737
57.3096	12.11457
57.30727	12.10927
57.25308	12.08793
57.25213	12.08737
57.3091	12.11412
57.22408	12.0957
57.22472	12.09455
57.25287	12.0898
57.3091	12.11412
57.25297	12.0878
57.22302	12.0978
57.30727	12.10927
57.25365	12.0891
57.22302	12.0978
57.30942	12.11483
57.25213	12.08737
57.30718	12.11193
57.3096	12.11457
57.3064	12.10747
57.3096	12.11457
57.30942	12.11483
57.25365	12.0891
57.22472	12.09455
57.22142	12.10087
57.2221	12.09988
57.25202	12.08853
57.25297	12.0878
57.30718	12.11193
57.3091	12.11412
57.3064	12.10747
57.25287	12.0898
57.2221	12.09988
57.22302	12.0978
57.2235	12.09698
56.24703	12.67275
57.22408	12.0957
57.25365	12.0891
57.25213	12.08737
57.25297	12.0878
57.25308	12.08793
57.25202	12.08853
57.3064	12.10747
57.25287	12.0898
57.3096	12.11457
57.30942	12.11483
57.30718	12.11193
57.25365	12.0891
57.22142	12.10087
57.30727	12.10927
57.30727	12.10927
57.25287	12.0898
57.25213	12.08737
57.2221	12.09988
57.22302	12.0978
57.3096	12.11457
57.25202	12.08853
57.25297	12.0878
57.30718	12.11193
57.25365	12.0891
57.25308	12.08793
57.3064	12.10747
57.25213	12.08737
57.2221	12.09988
57.25297	12.0878
57.30942	12.11483
57.22142	12.10087
57.2235	12.09698
57.25308	12.08793
56.2561	12.65552
57.25287	12.0898
57.25202	12.08853
56.25588	12.65682
62.83717	18.22633
56.25348	12.66182
56.25375	12.66102
56.2589	12.64185
58.02883	16.78783
58.02483	16.79117
56.0795	15.708
58.027	16.7835
58.02883	16.78783
58.031	16.76983
58.03	16.7805
58.02483	16.79117
58.031	16.76983
58.02483	16.79117
58.02917	16.7755
58.02883	16.78783
58.02917	16.7755
58.02883	16.78783
58.03	16.7805
58.027	16.7835
58.031	16.76983
58.03	16.7805
58.027	16.7835
58.031	16.76983
58.027	16.7835
58.027	16.7835
58.02883	16.78783
58.027	16.7835
58.00383	16.77283
58.031	16.76983
56.24807	12.6715
58.03	16.7805
58.00167	16.76683
58.02917	16.7755
58.00217	16.77133
58.0035	16.75983
58.0025	16.7575
58.02483	16.79117
58.0025	16.7575
58.0035	16.75983
58.0035	16.75983
58.00167	16.76683
58.02483	16.79117
58.00383	16.767
58.00167	16.76683
56.25058	12.66558
58.00383	16.77283
58.00217	16.77133
58.0035	16.75983
58.00383	16.767
58.0025	16.7575
58.00383	16.77283
58.0025	16.7575
58.00217	16.77133
58.00217	16.77133
58.00383	16.77283
58.00383	16.767
58.00383	16.77283
58.0035	16.75983
56.25163	12.66322
58.00167	16.76683
58.00217	16.77133
58.0025	16.7575
58.00383	16.767
58.0025	16.7575
58.00167	16.76683
58.00217	16.77133
58.0035	16.75983
58.00383	16.77283
56.25422	12.66035
56.25458	12.65988
56.255	12.65912
56.25588	12.65682
59.1745	18.38175
56.24412	12.67513
59.17837	18.3773
59.11318	18.2402
56.24463	12.67405
59.11318	18.2402
56.24263	12.67632
59.09853	18.28182
59.17395	18.38377
59.16973	18.36877
59.18685	18.3854
59.18642	18.38345
58.01966	16.77433
58.0165	16.7715
58.01966	16.77433
58.01966	16.77433
58.01966	16.70333
58.0095	16.69583
58.0205	16.77033
58.01966	16.77433
58.0205	16.77033
58.01966	16.77433
58.00566	16.69583
58.02033	16.7065
58.00283	16.76383
58.0095	16.69583
58.00267	16.7625
58.00917	16.72167
58.01266	16.743
58.003	16.765
58.013	16.77733
58.02133	16.77417
58.0055	16.733
58.00517	16.77467
58.009	16.73683
58.0095	16.75617
58.0035	16.761
58.00267	16.74017
58.00633	16.73333
58.012	16.75533
58.64608	11.24077
58.64087	11.25468
58.6418	11.24403
58.64305	11.24338
58.64368	11.24042
58.01433	16.70717
58.64218	11.24133
58.63678	11.2352
58.63965	11.23793
58.63535	11.23445
58.63602	11.23447
58.63505	11.23683
58.64087	11.25468
58.63755	11.2337
58.63665	11.25253
58.63505	11.23683
58.64087	11.25468
58.63923	11.25515
58.64258	11.25363
58.63535	11.23445
58.64078	11.23642
58.63505	11.23683
58.0095	16.75617
58.0035	16.761
58.63923	11.25515
58.63665	11.25253
58.00283	16.76383
58.64087	11.25468
58.64258	11.25363
58.00267	16.74017
58.63978	11.25527
58.6425	11.2535
58.64078	11.23642
58.00517	16.77467
58.64305	11.24338
58.64608	11.24077
58.63978	11.25527
58.63923	11.25515
58.64078	11.23642
58.64702	11.24167
58.63602	11.23447
58.64608	11.24077
58.63762	11.25312
58.63923	11.25515
58.64087	11.25468
58.63978	11.25527
58.63665	11.25253
58.6425	11.2535
58.64078	11.23642
55.85182	14.29863
58.63678	11.2352
55.85553	14.25905
55.82208	14.21855
55.82203	14.2233
55.85342	14.23957
55.87892	14.37077
55.85997	14.24562
55.84827	14.33637
55.91777	14.33798
55.90635	14.35118
55.8274	14.27402
55.83142	14.31088
55.82373	14.23492
55.85423	14.23828
57.19257	12.0834
57.19253	12.08337
57.19252	12.08335
56.0705	15.80667
57.1925	12.08333
57.30705	12.05372
57.19255	12.08338
57.19253	12.08337
57.1925	12.08333
57.30703	12.0537
57.307	12.05367
57.30702	12.05368
57.19253	12.08337
57.1925	12.08333
57.19252	12.08335
57.30705	12.05372
57.19257	12.0834
57.19255	12.08338
57.19252	12.08335
57.19257	12.0834
58.36667	19.16667
58.37	19.16333
58.365	19.16333
58.38	19.16
57.19252	12.08335
57.19253	12.08337
57.1925	12.08333
58.36	19.17917
57.307	12.05367
57.30707	12.05373
57.30703	12.0537
58.92588	18.05333
58.35833	19.17667
58.93783	18.066
58.92283	18.05283
58.94467	18.037
58.9245	18.05317
58.94617	18.037
58.38167	19.16667
58.9435	18.03617
58.92933	18.0545
58.92933	18.0545
58.9245	18.05317
58.9245	18.05317
58.93783	18.066
58.36667	19.17333
58.94617	18.037
58.37017	19.16333
58.92588	18.05333
58.92283	18.05283
58.9435	18.03617
58.38167	19.16333
58.92283	18.05283
58.36833	19.17333
58.92588	18.05333
58.94467	18.037
58.9435	18.03617
58.94617	18.037
58.92933	18.0545
58.94467	18.037
58.93783	18.066
58.40667	19.191
58.63598	16.36363
58.37167	19.16667
58.41167	19.20667
58.40833	19.20333
58.92588	18.05333
58.94467	18.037
58.92933	18.0545
58.92283	18.05283
58.94617	18.037
58.9245	18.05317
58.9435	18.03617
58.93783	18.066
58.40833	19.23
58.40667	19.21
58.63992	16.4105
58.41	19.2275
58.40667	19.26333
58.64333	16.42858
58.63177	16.40548
58.405	19.21667
58.92933	18.0545
58.64338	16.42192
58.92588	18.05333
58.64328	16.4265
58.93783	18.066
58.92933	18.0545
58.94617	18.037
58.93783	18.066
58.92283	18.05283
58.9435	18.03617
58.92588	18.05333
58.4025	19.19333
58.94467	18.037
58.94617	18.037
58.40833	19.24333
58.9245	18.05317
58.405	19.22333
58.9245	18.05317
58.9435	18.03617
58.405	19.19
58.405	19.19667
58.405	19.22
58.405	19.21
58.92283	18.05283
58.022	16.774
58.40833	19.22
58.94467	18.037
58.39667	19.26
58.40333	19.26333
58.00517	16.77467
58.64685	11.24018
58.64258	11.25363
58.64702	11.24167
58.63762	11.25312
58.63505	11.23683
58.64702	11.24167
58.6418	11.24403
58.63762	11.25312
58.63495	11.2358
58.63678	11.2352
58.64258	11.25363
58.64702	11.24167
58.63665	11.25253
58.63762	11.25312
58.63505	11.23683
58.64218	11.24133
58.6418	11.24403
58.64087	11.25468
58.63965	11.23793
58.63602	11.23447
58.64258	11.25363
58.63762	11.25312
58.63495	11.2358
58.64087	11.25468
58.63678	11.2352
58.63965	11.23793
58.64218	11.24133
58.64685	11.24018
58.64702	11.24167
58.63665	11.25253
58.6418	11.24403
58.64218	11.24133
58.63965	11.23793
58.64368	11.24042
58.63505	11.23683
58.63602	11.23447
58.63678	11.2352
58.63762	11.25312
58.64087	11.25468
58.63665	11.25253
58.63505	11.23683
58.63678	11.2352
58.63602	11.23447
58.01433	16.70717
57.90173	11.71502
57.90355	11.65145
57.90703	11.66078
57.92282	11.67008
57.92282	11.6728
57.92392	11.72293
57.9146	11.70977
58.003	16.765
58.00267	16.7625
57.92337	11.7337
57.90458	11.65552
58.00283	16.76383
57.92268	11.67778
58.0035	16.761
58.00767	16.725
57.92182	11.68265
57.90747	11.6471
57.905	11.66118
57.91405	11.70188
57.91842	11.72488
57.90288	11.68788
57.90257	11.7203
57.90227	11.71807
57.90552	11.65993
57.92392	11.72293
57.92585	11.71802
57.92282	11.67008
57.92458	11.73455
57.9146	11.70977
57.90585	11.66195
56.07516	15.77267
57.90173	11.71502
58.012	16.75533
57.90557	11.67603
57.92337	11.7337
57.89775	11.69478
57.91468	11.7037
58.00267	16.74017
57.92458	11.73455
57.91468	11.7037
57.92337	11.7337
57.92358	11.73445
57.92743	11.71293
57.9155	11.70972
57.90288	11.68788
57.90647	11.65165
57.9046	11.65017
57.90312	11.68723
57.92743	11.71293
57.89775	11.69478
57.90227	11.71807
57.90458	11.65552
55.79312	12.91735
55.77695	12.92257
55.79312	12.91735
57.91468	11.7037
55.79312	12.91735
55.74162	12.91392
55.7468	12.90563
57.91613	11.68782
55.7603	12.90467
55.7468	12.90563
55.79312	12.91735
55.79312	12.91735
55.74162	12.91392
55.77695	12.92257
55.7468	12.90563
55.79312	12.91735
55.79312	12.91735
55.7603	12.90467
55.79312	12.91735
55.7603	12.90467
55.7468	12.90563
55.74162	12.91392
55.7468	12.90563
55.7603	12.90467
55.7603	12.90467
55.77695	12.92257
55.77695	12.92257
55.79312	12.91735
55.79312	12.91735
55.74162	12.91392
55.79312	12.91735
55.79312	12.91735
55.7468	12.90563
55.7468	12.90563
55.77695	12.92257
55.79312	12.91735
55.7468	12.90563
55.7603	12.90467
55.77695	12.92257
55.79312	12.91735
55.79312	12.91735
55.77695	12.92257
55.74162	12.91392
55.79312	12.91735
55.74162	12.91392
55.79312	12.91735
55.79312	12.91735
55.77695	12.92257
57.42028	16.67033
57.41818	16.68257
57.41818	16.68257
57.41818	16.68257
57.41818	16.68257
57.41818	16.68257
57.41818	16.68257
57.42028	16.67033
57.92182	11.68265
57.42223	16.66602
57.92268	11.67778
57.42223	16.66602
57.42028	16.67033
57.41818	16.68257
57.42028	16.67033
57.42028	16.67033
57.42223	16.66602
57.42028	16.67033
57.9256	11.7193
57.91788	11.6804
57.91577	11.6836
57.92263	11.66798
57.905	11.66118
58.01266	16.743
57.90552	11.65993
57.90408	11.65432
57.90628	11.64873
57.90585	11.66412
57.30727	12.10927
57.25365	12.0891
57.25308	12.08793
57.25202	12.08853
57.25308	12.08793
57.3091	12.11412
57.30718	12.11193
57.25202	12.08853
57.30727	12.10927
57.30727	12.10927
57.56667	18.845
57.2221	12.09988
57.22142	12.10087
57.25308	12.08793
57.25213	12.08737
57.25308	12.08793
57.30942	12.11483
57.3091	12.11412
57.25287	12.0898
57.22302	12.0978
57.30718	12.11193
57.59833	18.83667
57.585	18.84333
57.54167	18.84167
55.74162	12.91392
55.7468	12.90563
55.7468	12.90563
55.7468	12.90563
55.79312	12.91735
55.74162	12.91392
59.5615	18.8075
59.55	18.79367
57.53333	18.84333
55.77695	12.92257
55.77695	12.92257
55.7468	12.90563
55.74162	12.91392
55.79312	12.91735
55.79312	12.91735
55.79312	12.91735
55.7603	12.90467
55.79312	12.91735
57.54667	18.83167
55.74162	12.91392
57.30718	12.11193
55.79312	12.91735
55.7468	12.90563
55.74162	12.91392
57.30727	12.10927
55.74162	12.91392
57.25287	12.0898
57.25202	12.08853
57.30942	12.11483
57.62	18.80167
57.25365	12.0891
57.61	18.82
57.25308	12.08793
57.60333	18.815
57.60667	18.80833
57.25308	12.08793
57.25287	12.0898
57.2235	12.09698
57.25297	12.0878
57.30942	12.11483
57.61333	18.8
57.61667	18.81167
57.64833	18.82333
57.64	18.83333
57.22142	12.10087
57.30718	12.11193
57.25365	12.0891
57.3064	12.10747
57.25202	12.08853
57.625	18.81333
57.30727	12.10927
57.25287	12.0898
57.3096	12.11457
57.3091	12.11412
57.25202	12.08853
57.3064	12.10747
57.635	18.81
57.25213	12.08737
57.25202	12.08853
57.25287	12.0898
57.22142	12.10087
57.25365	12.0891
57.65	18.83833
57.65	18.81
55.77695	12.92257
55.77695	12.92257
57.2221	12.09988
55.77695	12.92257
57.62833	18.83833
55.7603	12.90467
55.7468	12.90563
57.62	18.82667
55.74162	12.91392
57.62333	18.87
55.7468	12.90563
55.74162	12.91392
55.74162	12.91392
57.60833	18.855
57.61667	18.87667
57.63833	18.865
57.58	18.835
57.58833	18.83333
56.08333	15.73933
56.092	15.75233
56.07784	15.776
57.58667	18.855
56.07933	15.73467
56.10333	15.77533
57.57	18.83333
56.07516	15.77267
57.56167	18.84333
57.57267	18.85333
57.52	18.86667
57.51167	18.88833
57.50667	18.855
58.94617	18.037
58.94617	18.037
59.0	16.66667
58.94467	18.037
58.94467	18.037
58.9435	18.03617
58.9245	18.05317
58.92283	18.05283
59.0	16.66667
57.52333	18.84667
58.92588	18.05333
58.94467	18.037
58.9435	18.03617
58.92283	18.05283
58.94617	18.037
58.92588	18.05333
58.9245	18.05317
58.9245	18.05317
58.94467	18.037
58.9435	18.03617
59.0	16.5
58.92933	18.0545
59.0	16.33333
58.92933	18.0545
59.0	16.66667
58.92283	18.05283
59.0	16.16667
58.92588	18.05333
59.0	16.66667
58.9435	18.03617
58.93783	18.066
58.94617	18.037
58.9245	18.05317
58.93783	18.066
57.525	18.81833
59.0	16.5
58.92933	18.0545
59.0	16.66667
58.92283	18.05283
59.0	16.16667
58.92588	18.05333
58.94467	18.037
59.0	16.33333
59.0	16.66667
58.94617	18.037
58.9435	18.03617
58.92933	18.0545
57.53667	18.82833
59.0	16.16667
58.92283	18.05283
59.0	16.5
58.93783	18.066
58.92588	18.05333
58.9245	18.05317
58.94617	18.037
59.0	16.33333
58.92933	18.0545
58.9435	18.03617
58.94467	18.037
58.92283	18.05283
58.9435	18.03617
58.92588	18.05333
58.9245	18.05317
58.92933	18.0545
58.94617	18.037
59.0	16.5
58.93783	18.066
58.93783	18.066
59.0	16.16667
