decimalLatitude	decimalLongitude
53.229072	5.469566
51.196457	5.966608
53.416671	5.906077
51.862223	5.829985
52.599631	5.704542
52.590683	5.68972
52.842384	5.661778
51.898766	5.626934
52.617809	5.616077
52.339301	5.555946
52.599459	5.76358
52.608536	5.734132
52.599591	5.719301
53.40841	5.695461
52.788586	5.602146
52.824625	5.54298
52.662863	5.542406
52.653895	5.527597
52.608578	5.719369
52.797573	5.60219
53.20202	5.559304
52.590644	5.704477
53.309772	5.604741
52.330314	5.555912
52.761698	5.557571
52.653785	5.601486
52.770639	5.587241
53.399344	5.725464
52.842232	5.721143
52.617886	5.57178
52.608921	5.556979
51.890005	5.452571
51.881024	5.438035
53.18417	5.409646
52.689924	5.409391
52.806754	5.379791
53.040388	5.335025
53.031394	5.320129
52.869641	5.320377
51.818098	5.321938
53.04036	5.290297
52.716848	5.291011
52.869608	5.275824
52.950454	5.245861
52.788698	5.246383
52.779693	5.231591
52.330292	5.203827
51.889568	5.714043
52.851335	5.676679
52.67185	5.542438
52.83363	5.528174
52.618019	5.438886
51.890012	5.438045
52.689926	5.394601
52.528158	5.394573
53.381839	5.334612
52.887622	5.335207
53.04038	5.320115
51.827087	5.321925
52.932537	5.305409
53.049346	5.290277
52.887594	5.290636
52.725835	5.290991
53.372812	5.274526
51.827054	5.278407
53.399752	5.259422
53.004388	5.260583
52.797684	5.246354
51.737122	5.235192
52.752712	5.216876
52.770788	5.453884
51.881016	5.452558
53.175185	5.409641
52.8427	5.394627
52.752828	5.350177
52.860655	5.320391
52.465228	5.320988
51.80911	5.321951
53.076315	5.305138
52.914564	5.305442
53.031374	5.290317
51.818079	5.292932
52.725834	5.48342
53.211118	5.439596
52.519165	5.424037
53.130256	5.409617
52.644989	5.409368
52.752832	5.364989
52.995457	5.335078
52.833703	5.335271
52.986464	5.320198
53.031385	5.305223
51.818089	5.307435
51.889958	5.510676
52.734821	5.48344
53.220103	5.439607
53.184167	5.424604
52.528152	5.424045
52.76182	5.379799
53.085327	5.36482
52.878641	5.350071
52.842689	5.33526
52.99545	5.320184
52.833695	5.320432
53.040371	5.305206
51.827078	5.307419
53.004416	5.290377
52.600004	5.497905
52.555092	5.468302
52.842698	5.409469
51.818114	5.408957
52.78878	5.379794
53.067351	5.349911
52.698902	5.33543
53.067329	5.305155
52.860635	5.290695
52.698874	5.29105
52.815674	5.261129
52.707894	5.424196
51.818111	5.42346
53.112286	5.37974
52.779794	5.379796
53.417779	5.334568
52.851676	5.335249
53.058343	5.305172
52.896591	5.305476
51.961891	5.29263
52.806687	5.261155
52.761738	5.246469
52.923477	5.231079
52.635965	5.483223
52.806735	5.453939
52.644972	5.453693
51.863052	5.423497
52.716884	5.409405
52.707899	5.394604
51.818116	5.394454
52.26752	5.379879
52.824725	5.364953
53.067346	5.334992
53.058352	5.320088
52.896601	5.320336
53.067318	5.290237
52.905567	5.290596
52.743808	5.290952
52.456194	5.262153
52.815658	5.246296
52.653895	5.246814
52.635985	5.453679
52.752828	5.424234
52.707898	5.4094
51.854068	5.408975
53.426775	5.39473
52.698912	5.394602
51.970917	5.394479
51.809128	5.394452
51.764184	5.365473
52.896608	5.335196
52.887614	5.32035
52.770779	5.30571
53.058332	5.290257
52.887581	5.275779
53.408737	5.259395
52.797666	5.231527
52.923456	5.21621
52.914448	5.201379
51.961765	5.190784
52.860452	5.157065
52.851436	5.142268
52.968193	5.111843
52.078466	5.117334
52.357015	5.086284
52.033455	5.088459
52.949982	5.022687
52.752782	5.498291
51.809122	5.423453
52.824725	5.40946
52.662963	5.409377
52.977496	5.394651
52.81574	5.394622
53.004436	5.320171
52.842682	5.320418
52.671933	5.320677
53.049357	5.305189
53.004403	5.27548
52.905461	5.201417
51.808965	5.191449
53.309772	5.169674
52.824533	5.172089
52.456068	5.173882
52.869438	5.157018
52.860422	5.142217
51.970672	5.147087
52.986199	5.12662
52.815425	5.112804
51.997466	5.074138
52.96786	4.992769
52.958824	4.977969
52.770706	5.231623
53.336754	5.18455
53.013272	5.186057
51.997665	5.161504
52.968226	5.126727
52.806472	5.127689
51.754924	5.133752
52.959207	5.111899
52.797452	5.112916
52.923227	5.097257
52.348027	5.086345
51.817702	5.075386
52.940996	5.022762
52.914509	5.245977
52.752751	5.246498
53.354771	5.214501
53.022282	5.200919
52.851543	5.201646
52.770614	5.172354
51.997539	5.10326
52.950026	5.037565
53.29139	5.004811
52.958922	5.007731
52.905522	5.246007
52.330334	5.233167
53.022304	5.215822
53.013296	5.200957
51.755035	5.191683
52.402087	5.144754
52.923262	5.112126
52.033526	5.117605
51.988551	5.103316
52.5098	5.085244
52.105321	5.073383
52.392886	5.056658
52.94104	5.037637
52.338876	5.027714
52.949936	5.007809
52.770724	5.246441
52.761719	5.231655
52.878502	5.201532
52.797574	5.172222
51.745936	5.133802
52.950221	5.111956
52.788465	5.112973
52.33904	5.086406
53.309495	5.049658
53.300467	5.034729
52.869516	5.20157
53.156962	5.140543
52.950254	5.126834
52.941235	5.112013
52.384048	5.115477
52.015515	5.103146
52.006491	5.088639
51.70958	4.989321
51.835365	4.973702
52.761699	5.216841
52.923434	5.201341
53.00426	5.171202
51.988649	5.146991
52.339002	5.071733
52.536683	5.055582
51.970332	5.016117
51.808546	5.017449
52.869409	5.142167
51.97966	5.147039
52.995185	5.126566
51.772901	5.133651
52.051468	5.102918
52.330014	5.071797
52.967954	5.022537
52.96781	4.977884
52.985563	4.918155
51.961036	4.928897
52.365301	4.880681
52.410174	4.865471
52.374159	4.85121
51.718054	4.859005
51.709	4.844643
53.011994	4.798672
51.780695	4.800307
52.391702	4.762853
51.73714	5.249669
51.817998	5.220416
51.808988	5.205949
52.7796	5.17231
52.411131	5.174099
51.763998	5.177158
52.779512	5.127849
52.384081	5.130164
52.770492	5.113085
52.006527	5.103203
51.997503	5.088699
52.967908	5.007653
52.356658	4.968854
53.03055	4.932576
52.383338	4.895163
52.419161	4.865365
51.798743	4.814569
52.400766	4.777419
51.915441	4.784013
53.092635	4.752796
53.08357	4.738004
51.961092	4.943446
51.952048	4.928989
52.365363	4.895362
52.401187	4.865577
51.825777	4.828732
53.003008	4.798793
51.780767	4.814797
52.993948	4.784022
52.427802	4.791749
52.391779	4.777542
52.98562	4.933045
53.102319	4.901963
51.789824	4.829177
52.338734	4.983696
52.886596	4.889504
53.048148	4.842919
53.16482	4.811549
52.436933	4.821038
52.949019	4.784644
51.718568	4.989242
51.816789	4.828843
52.994022	4.798915
51.771779	4.814911
52.418815	4.79187
52.347198	4.851535
51.807801	4.828954
52.418887	4.806569
52.409827	4.791991
52.365593	4.954088
51.709478	4.960385
53.003475	4.903065
51.745018	4.85869
52.913221	4.81487
51.816719	4.814341
52.41874	4.777171
52.356605	4.954175
52.392325	4.895063
52.383276	4.880475
52.428148	4.865259
51.798671	4.800073
52.409753	4.777295
51.762646	4.786056
53.101621	4.752665
51.915365	4.769479
52.383398	4.90985
51.798813	4.829065
52.966991	4.784395
52.40084	4.792112
51.98719	4.753932
51.816095	4.698325
51.887734	4.65365
51.716874	4.641953
52.462333	4.555853
51.806269	4.567976
52.453242	4.541312
52.318008	4.485221
51.832703	4.494953
51.903907	4.40635
51.894797	4.39202
51.687966	4.382111
51.816009	4.683824
51.734941	4.656132
51.887642	4.639126
51.851598	4.62521
52.462634	4.599992
52.471319	4.555684
51.815256	4.567813
52.462229	4.54114
51.84169	4.494775
51.832592	4.480447
52.110967	4.445606
52.382715	4.762979
51.807354	4.741959
52.867663	4.696662
52.418165	4.674281
51.878746	4.653797
51.869667	4.639425
51.707887	4.642101
52.453346	4.556022
51.90482	4.522586
51.697999	4.512077
52.309021	4.485404
52.427492	4.732942
51.771403	4.742473
53.038477	4.70886
52.831632	4.682392
51.887823	4.668175
52.462435	4.570566
51.806369	4.582475
52.417399	4.556697
52.210492	4.531293
52.156354	4.503104
51.832812	4.50946
51.904378	4.464468
52.227559	4.413868
52.418253	4.68898
51.878836	4.668319
52.732514	4.63957
51.905332	4.595236
51.698106	4.52654
52.858677	4.696804
52.004922	4.70999
52.4542	4.688412
52.409178	4.674426
51.753006	4.670323
51.860679	4.639574
52.498482	4.584626
52.444359	4.556191
51.904926	4.537116
51.689011	4.512251
52.299922	4.470927
52.849691	4.696946
52.445214	4.688554
52.471718	4.614548
51.977424	4.623074
52.489495	4.58479
52.480408	4.570234
52.39023	4.527824
52.174329	4.502748
51.91325	4.449751
52.209464	4.399632
51.715173	4.410448
51.726382	4.728642
52.454113	4.673702
51.995763	4.681006
52.5525	4.598388
52.471522	4.585116
51.707504	4.584235
51.688902	4.49779
51.805516	4.466491
51.717394	4.728772
51.986776	4.681148
51.743929	4.655987
51.73485	4.641657
52.543514	4.598549
52.471621	4.599832
52.462535	4.585279
51.806468	4.596973
52.471215	4.540969
51.679914	4.497967
51.841235	4.436738
51.780391	4.742345
52.723969	4.713726
52.750486	4.639263
52.462731	4.614705
51.797577	4.611626
51.923307	4.594919
52.471422	4.5704
52.381243	4.527999
51.904263	4.449938
52.236546	4.413671
51.678854	4.367853
51.389918	4.230634
51.776218	4.206256
51.380788	4.2165
52.01841	4.15617
51.497028	4.155902
51.335261	4.160262
51.685443	4.121853
51.972855	4.099201
51.811099	4.103825
51.64934	4.108412
51.927601	4.071418
51.523207	4.08314
51.361444	4.087762
51.873355	4.04396
51.998994	4.025633
51.837243	4.030526
51.43285	4.042581
51.557983	3.98119
51.620713	3.964802
51.387067	3.972091
51.646771	3.891733
51.574883	3.894102
51.655385	3.862542
51.610266	3.849621
51.601089	3.835496
51.367453	3.843442
51.322332	3.830618
51.555181	3.764957
51.348309	3.757953
51.509439	3.708961
51.70691	3.687165
51.418957	3.669157
51.409759	3.655127
51.373603	3.642135
51.444831	3.596246
51.444161	3.553111
51.469249	3.436938
51.378677	3.397709
51.904027	4.42088
51.697198	4.410836
51.68809	4.39657
51.885304	4.334127
51.714417	4.323639
51.632855	4.253329
52.063792	4.198674
51.497621	4.213495
51.659093	4.180404
51.811719	4.161818
51.46108	4.156874
51.820399	4.132571
51.658638	4.137056
51.973013	4.113751
51.811257	4.118323
51.93691	4.100232
51.604406	4.109679
51.523367	4.097546
51.361604	4.102117
51.846561	4.059273
51.558663	4.038857
51.396903	4.04364
51.585455	4.02363
51.38775	4.029542
51.558156	3.995606
51.584942	3.980354
51.342134	3.973483
51.611011	3.907351
51.539121	3.909694
51.377369	3.914932
51.3682	3.900866
51.610455	3.864053
51.538567	3.866464
51.736068	3.84534
51.367643	3.857798
51.286388	3.831841
51.555381	3.779372
51.393636	3.785075
51.347904	3.729255
51.373817	3.656491
51.445051	3.610624
51.399905	3.59801
51.444386	3.567489
51.399236	3.554917
51.479414	3.508495
51.550587	3.462288
51.541364	3.448261
51.388148	3.426036
51.459289	3.379795
51.404886	3.353439
51.931224	4.449376
52.218451	4.399432
51.89492	4.406546
51.678979	4.38231
51.840625	4.364195
51.750366	4.322792
51.866657	4.261964
51.659675	4.238204
51.380931	4.230862
51.93798	4.202005
51.371801	4.216731
52.054657	4.184335
51.676917	4.16547
51.802112	4.104081
51.927763	4.085954
51.918615	4.071682
51.828256	4.030796
51.423863	4.042846
51.621401	4.022549
51.41471	4.028739
51.620888	3.979239
51.548997	3.981468
51.38724	3.986453
51.611727	3.965084
51.44944	3.926991
51.575066	3.908523
51.404328	3.914062
51.637785	3.892029
51.646399	3.862844
51.60128	3.849925
51.358467	3.843746
51.313346	3.830924
51.546196	3.765278
51.384452	3.77103
51.330136	3.74425
51.400773	3.655468
51.435846	3.596599
51.318818	3.586837
51.497151	3.493358
51.451757	3.466467
51.912894	4.406154
51.696954	4.381911
51.687841	4.367651
51.651765	4.354012
52.091465	4.270903
51.794337	4.220278
51.398906	4.230406
51.946966	4.201767
51.785205	4.20602
51.506462	4.198862
52.027397	4.155923
51.461231	4.171261
51.506015	4.155659
51.344249	4.160021
51.703572	4.135814
51.981841	4.098943
51.820086	4.103569
51.658326	4.108158
51.613234	4.094991
51.370431	4.087506
51.432683	4.028203
51.845718	3.986729
51.396053	3.971812
51.467412	3.926415
51.4223	3.913481
51.655757	3.891436
51.66437	3.862239
51.610075	3.835188
51.331318	3.830312
51.32214	3.816277
51.681378	3.789358
51.645238	3.776183
51.357295	3.757632
51.348107	3.743604
51.518425	3.708629
51.356685	3.714577
51.715895	3.686827
51.706699	3.672703
51.418744	3.654786
51.382588	3.641791
51.373387	3.627779
51.453146	3.552749
51.407994	3.54019
51.478947	3.479718
51.469726	3.465709
51.424566	3.453232
51.423843	3.410119
51.387661	3.397317
51.494977	3.363816
53.289138	7.074268
51.89504	4.421073
51.679102	4.396767
51.867199	4.320031
51.623868	4.253554
51.776506	4.23523
51.381073	4.245224
52.063938	4.213254
52.054805	4.198912
51.811869	4.176317
51.650107	4.180644
51.964491	4.157649
51.802732	4.162062
52.018257	4.141604
51.97317	4.128302
51.811413	4.132822
51.80227	4.118576
51.927923	4.100489
51.523525	4.111953
51.361761	4.116472
51.352617	4.10237
51.837574	4.059538
51.828423	4.045299
51.424028	4.05722
51.549676	4.039123
51.387916	4.043905
51.540522	4.024979
51.378763	4.029809
51.423528	4.014097
51.621061	3.993675
51.342307	3.987831
51.449619	3.941373
51.359214	3.901158
51.601469	3.864355
51.277402	3.832146
51.429971	3.812562
51.393833	3.799439
51.546395	3.77969
51.339523	3.772619
51.436066	3.610974
51.435401	3.567848
51.587691	3.532878
51.578477	3.518825
51.470429	3.508866
51.461212	3.494853
51.416054	3.48235
51.415342	3.439244
51.441072	3.366211
52.200354	4.385205
51.660879	4.368258
51.732392	4.323216
51.902879	4.29012
51.641701	4.23866
51.929139	4.216778
51.920006	4.202479
51.515595	4.213031
51.353826	4.217191
51.66793	4.165712
51.990986	4.113241
51.82923	4.117817
51.622379	4.109172
51.379577	4.101611
51.855547	4.059008
51.40589	4.043375
51.405385	4.00027
51.602915	3.979797
51.531024	3.982024
51.593754	3.965648
51.674276	3.934201
51.476578	3.940517
51.628983	3.906764
51.745431	3.873985
51.790173	3.857988
51.547364	3.85175
51.385615	3.857196
51.744863	3.830558
51.340495	3.844353
51.30436	3.83123
51.402622	3.784759
51.60011	3.76335
51.36648	3.771666
51.365875	3.728602
51.679954	3.688178
51.553524	3.649646
51.580264	3.634193
51.417876	3.597305
51.488399	3.508124
51.397133	3.425649
51.468025	3.365014
51.930989	4.4203
51.715052	4.395979
51.669867	4.368056
51.902743	4.275592
51.650688	4.238432
51.938125	4.216544
51.928993	4.202242
51.524582	4.212799
51.362813	4.216961
52.009116	4.127292
51.631366	4.108919
51.864533	4.058743
51.693627	4.0493
51.414876	4.043111
51.405723	4.029007
51.989668	3.996796
51.611901	3.979518
51.53085	3.967616
51.683262	3.933913
51.440454	3.927279
51.790547	3.886968
51.628799	3.892326
51.55691	3.894693
51.583684	3.879382
51.350044	3.8871
51.799158	3.857683
51.394601	3.856894
51.753848	3.830249
51.699546	3.803184
51.411608	3.784444
51.375466	3.771348
51.330337	3.758593
51.32115	3.744573
51.536602	3.722373
51.679743	3.673725
51.400986	3.669834
51.562509	3.649303
51.589249	3.633845
51.442773	3.466846
51.397612	3.454375
51.306309	3.372169
51.714928	4.381511
51.66974	4.353602
51.741247	4.308528
52.118562	4.284828
52.109438	4.270455
51.902604	4.261064
51.641414	4.209771
51.596333	4.196508
51.515302	4.184223
51.353534	4.188485
51.523989	4.155172
51.362223	4.159538
51.631207	4.094478
51.62206	4.080297
51.388405	4.086994
51.495921	4.055119
51.69346	4.03484
51.40504	3.971533
51.530674	3.953208
51.368918	3.958291
51.556725	3.880277
51.673356	3.861936
51.753655	3.81577
51.744474	3.801608
51.340112	3.815659
51.69935	3.788723
51.41141	3.770075
51.608894	3.748597
51.366079	3.742957
51.536396	3.707965
51.374656	3.713918
51.589032	3.619421
51.425964	3.539462
51.441812	3.409339
51.360462	3.384141
51.512945	3.363017
51.706186	4.410642
52.191368	4.385407
51.697077	4.396373
51.822776	4.379105
51.661004	4.382709
51.894291	4.333917
51.885173	4.319604
51.893892	4.29034
51.641842	4.253104
51.632714	4.238887
51.758389	4.221207
51.35397	4.231544
51.506608	4.213263
51.66808	4.180165
51.658944	4.165955
51.470067	4.156631
51.991143	4.127797
51.667625	4.136808
51.982	4.113496
51.820243	4.11807
51.658483	4.122607
51.613393	4.109426
51.37059	4.101864
51.442001	4.056695
51.558495	4.02444
51.396737	4.029274
51.441501	4.013555
51.522037	3.982302
51.584768	3.965929
51.351121	3.973205
51.548107	3.909401
51.386355	3.914642
51.538938	3.895283
51.377186	3.900573
51.781187	3.858292
51.385803	3.871557
51.745054	3.845034
51.538378	3.852054
51.735877	3.830868
51.295374	3.831536
51.681575	3.803813
51.590515	3.720395
51.35689	3.728928
51.670968	3.688516
51.408891	3.597657
51.453371	3.56713
51.408221	3.554556
51.559572	3.461907
51.550349	3.447877
51.387906	3.411676
51.504457	3.392208
51.660753	4.353807
51.768341	4.322369
51.894027	4.304865
51.73226	4.308742
52.100451	4.270679
51.731852	4.265322
51.641558	4.224215
51.632427	4.210005
51.398762	4.216039
51.587346	4.196744
52.036535	4.170247
51.506315	4.18446
51.515002	4.155415
51.353236	4.15978
51.990828	4.098685
51.829072	4.103313
51.667313	4.107904
51.613074	4.080556
51.379418	4.08725
51.450318	3.998902
51.575956	3.980633
51.405213	3.985902
51.566795	3.966492
51.359932	3.958573
51.547174	3.837338
51.385426	3.842834
51.744669	3.816083
51.331126	3.815968
51.690364	3.789041
51.402424	3.770393
51.599908	3.748922
51.366281	3.757311
51.59072	3.734821
51.357093	3.74328
51.401818	3.727295
51.599294	3.705637
51.36567	3.714248
51.72488	3.686489
51.311341	3.687546
51.382372	3.627432
51.407766	3.525823
51.478711	3.465329
51.433551	3.45285
51.513194	3.377415
53.29812	7.074619
53.342591	6.280541
52.20201	6.169809
52.193119	6.155027
53.370376	6.160924
52.013908	6.064552
51.28588	6.053747
52.005003	6.049853
51.276973	6.039286
53.444973	6.839556
52.201913	6.184436
53.406216	6.176606
53.334341	6.175289
52.42697	6.129675
52.265204	6.126973
52.346268	6.098972
52.013823	6.079118
52.138903	6.197918
53.325357	6.175124
53.388345	6.161248
52.382126	6.114236
51.851958	6.091143
53.342701	6.265528
53.486768	6.223283
52.201813	6.199062
52.085078	6.182351
52.202107	6.155182
53.379361	6.161086
52.013991	6.049986
52.193023	6.169651
53.370279	6.175947
52.532065	6.485156
52.165864	6.198408
53.469005	6.19282
52.364242	6.099261
51.869934	6.091424
51.861032	6.076767
53.460851	6.057166
52.102749	6.226454
52.093865	6.211694
52.013466	6.137379
52.00457	6.122666
51.842793	6.120022
51.870104	6.062386
52.219887	6.184757
52.184036	6.169493
53.361294	6.175782
52.534717	6.146226
52.2109	6.184597
53.406314	6.161571
52.435956	6.129826
52.355255	6.099116
53.538755	6.465633
52.004479	6.137229
52.706158	6.03082
51.960662	5.932802
52.590215	5.837285
51.862223	5.829985
51.870783	5.931711
52.572003	5.896102
52.59027	5.822529
52.617605	5.704671
52.004835	6.078979
51.970185	5.801945
52.608446	5.763657
51.88045	5.757547
51.96155	5.685468
53.451949	6.041975
53.209362	6.038298
51.996176	6.0206
51.268142	6.010502
52.634498	5.985456
52.544845	5.940014
52.617119	5.852326
52.608189	5.837469
52.572296	5.822351
52.878258	5.691711
52.833397	5.661721
52.788586	5.602146
52.330314	5.555912
53.443046	6.02679
51.987266	6.005916
51.978354	5.991238
52.599257	5.822618
51.871265	5.815553
52.824444	5.646829
51.879335	6.018954
52.51767	5.983872
52.643558	5.970804
51.961431	5.729116
51.898795	5.612405
51.898871	5.568818
52.652471	5.9857
52.553899	5.925383
52.563016	5.895998
52.581283	5.82244
52.419806	5.732651
52.41086	5.717885
52.608618	5.704607
51.987028	6.049588
51.879256	6.033476
51.978894	5.874802
52.617176	5.837561
52.599631	5.704542
52.535858	5.939901
51.96965	5.932911
52.599202	5.837377
53.209442	6.023331
51.942548	5.961669
51.853062	5.873438
52.608244	5.822707
52.77965	5.572461
52.617886	5.57178
52.797516	5.631843
52.82466	5.513309
52.662898	5.512844
52.779742	5.498359
52.734832	5.468635
52.689924	5.409391
52.923573	5.350033
52.878635	5.335217
52.716875	5.335408
52.842682	5.320418
53.049357	5.305189
52.887605	5.305493
52.878607	5.290655
52.842649	5.275893
52.752732	5.231687
51.808988	5.205949
52.851519	5.186802
52.860452	5.157065
51.89893	5.52523
52.689898	5.468551
51.809117	5.437953
52.68992	5.424181
52.528152	5.424045
52.653976	5.409373
52.932565	5.37977
52.725871	5.365002
52.842689	5.33526
51.782152	5.336482
52.959505	5.32024
53.013413	5.305257
51.827078	5.307419
51.737156	5.264146
52.914509	5.245977
52.752751	5.246498
52.869558	5.231272
53.354771	5.214501
51.80901	5.220449
52.824583	5.201761
52.977327	5.186223
52.770614	5.172354
52.752828	5.424234
52.707898	5.4094
51.818114	5.408957
52.833714	5.394625
51.809128	5.394452
52.824727	5.379788
52.779792	5.364975
52.770802	5.350162
52.734849	5.335387
52.851668	5.320404
53.067329	5.305155
52.905578	5.305459
52.743819	5.30576
53.058332	5.290257
52.734821	5.290971
52.851635	5.27587
52.806671	5.246325
52.761719	5.231655
52.923456	5.21621
52.878502	5.201532
52.869492	5.186719
52.995274	5.171247
52.878425	5.15697
52.770613	5.602058
52.761652	5.587199
52.67185	5.542438
52.707888	5.438992
52.698907	5.424189
51.809122	5.423453
52.662963	5.409377
53.058369	5.364834
52.896617	5.364916
52.734858	5.364998
53.381844	5.34964
52.968491	5.320226
52.806735	5.320473
53.022399	5.30524
52.851659	5.30556
52.806702	5.275984
52.878545	5.23124
53.363756	5.214465
52.986314	5.186182
52.941357	5.171514
52.815657	5.528116
52.725834	5.48342
53.211118	5.439596
52.725862	5.439014
52.716881	5.424204
51.827099	5.423468
52.842698	5.409469
52.797767	5.394619
52.91459	5.364907
53.067351	5.349911
52.986464	5.320198
53.031385	5.305223
52.869632	5.305526
52.707872	5.305827
52.824675	5.275939
52.977429	5.260661
52.815674	5.261129
52.770724	5.246441
53.013296	5.200957
52.797574	5.172222
52.95924	5.126781
52.914241	5.097317
52.797573	5.60219
51.898847	5.583347
52.339301	5.555946
52.662882	5.527625
52.734821	5.48344
52.725845	5.468618
53.076337	5.349903
52.752828	5.350177
53.031402	5.335035
52.869649	5.335228
52.99545	5.320184
52.833695	5.320432
53.040371	5.305206
53.031374	5.290317
52.779711	5.246412
52.905504	5.231143
52.896497	5.216315
52.851543	5.201646
52.80656	5.172178
52.833647	5.513335
52.752822	5.439046
52.743841	5.424227
52.698911	5.409395
51.800139	5.394451
51.827087	5.321925
53.058343	5.305172
52.896591	5.305476
52.734832	5.305777
53.049346	5.290277
52.680887	5.276302
53.004388	5.260583
52.91447	5.216245
52.752712	5.216876
52.869516	5.20157
52.860505	5.18676
52.869438	5.157018
52.833463	5.142368
52.824445	5.127583
52.941235	5.112013
52.779479	5.113029
52.384048	5.115477
52.752712	5.557536
52.815689	5.498451
52.761793	5.468685
52.815722	5.453953
51.881024	5.438035
52.761815	5.424242
53.175187	5.394685
53.004454	5.379758
52.276508	5.379878
53.076332	5.334982
52.914581	5.335175
52.752823	5.335366
52.869641	5.320377
52.860607	5.260999
52.824644	5.246267
52.779693	5.231591
52.770686	5.216806
52.56394	5.188109
52.851436	5.142268
51.997637	5.146943
52.968193	5.111843
52.761781	5.483499
52.761809	5.439056
52.716884	5.409405
52.8427	5.394627
52.671952	5.394598
51.818116	5.394454
52.26752	5.379879
53.067346	5.334992
52.860655	5.320391
52.698894	5.320636
52.752806	5.305743
53.067318	5.290237
52.905567	5.290596
52.743808	5.290952
52.860622	5.275847
52.85162	5.261025
52.815658	5.246296
52.770706	5.231623
52.932443	5.216175
52.761699	5.216841
52.887489	5.201494
51.997741	5.205187
52.878478	5.186678
52.842507	5.172001
51.988649	5.146991
52.959207	5.111899
52.7796	5.602102
52.770639	5.587241
52.707894	5.424196
51.818111	5.42346
52.78878	5.394618
52.779794	5.379796
52.905604	5.364912
52.743845	5.364993
52.851676	5.335249
52.977477	5.320212
53.022388	5.290337
52.851648	5.290715
52.815689	5.275961
52.806687	5.261155
52.761738	5.246469
52.842556	5.201684
52.788587	5.172266
52.626824	5.173056
52.842479	5.157159
52.788499	5.127796
52.455466	4.953208
51.961146	4.957995
51.816789	4.828843
52.949019	4.784644
51.726693	4.786534
52.4542	4.688412
52.98623	5.14151
52.824476	5.142418
52.375061	5.115532
52.932213	5.097197
51.997503	5.088699
52.275918	5.013571
52.329156	4.837083
52.40084	4.792112
51.915514	4.798547
51.753731	4.800657
51.825167	4.712693
51.816095	4.698325
51.887734	4.65365
51.725953	4.656278
51.817663	5.060884
51.97932	5.016043
51.817534	5.017375
51.951991	4.914443
52.410174	4.865471
51.763059	4.872965
51.709	4.844643
52.311041	4.807979
51.825707	4.814227
52.427727	4.777048
51.726541	4.757588
51.897152	4.726142
51.73537	4.728511
52.4631	4.673557
51.807021	4.683964
51.716874	4.641953
51.707794	4.627635
52.78853	5.142619
52.779512	5.127849
52.384081	5.130164
52.905289	5.112239
52.006527	5.103203
51.826377	4.973785
52.383398	4.90985
51.807869	4.843454
52.418959	4.821268
51.798813	4.829065
51.825409	4.756207
52.436478	4.73281
51.780391	4.742345
52.445299	4.703262
51.744106	4.684944
51.735031	4.670608
51.97966	5.147039
52.833431	5.12753
52.950221	5.111956
52.788465	5.112973
52.401788	5.027204
51.799558	5.017523
51.826271	4.944774
51.943003	4.914537
52.392325	4.895063
52.418815	4.79187
52.409753	4.777295
51.71763	4.772183
51.717394	4.728772
52.896231	5.082576
52.006491	5.088639
51.997466	5.074138
52.123257	5.058655
52.356658	4.968854
51.817283	4.944862
52.383338	4.895163
51.798743	4.814569
51.753658	4.786175
51.82533	4.741702
52.723884	4.698925
52.481161	4.687986
51.825083	4.698188
51.734941	4.656132
52.779543	5.142669
52.770525	5.127902
52.896303	5.112296
52.006562	5.117767
51.997539	5.10326
52.914037	5.022987
51.817389	4.973867
52.383456	4.924537
51.7183	4.916888
52.859443	4.84527
51.798881	4.843562
51.753802	4.815139
52.436559	4.747514
51.816421	4.756333
52.427492	4.732942
51.771403	4.742473
51.82525	4.727197
52.436312	4.703401
51.735118	4.685083
51.726043	4.67075
51.736947	5.133852
52.914276	5.112183
52.015515	5.103146
51.81705	4.886852
51.816857	4.843345
52.418887	4.806569
51.933562	4.812852
52.445214	4.688554
52.400191	4.67457
51.753094	4.684804
52.471718	4.614548
52.977244	5.141561
52.806472	5.127689
52.923227	5.097257
51.817702	5.075386
52.347722	4.983614
51.961092	4.943446
53.003008	4.798793
53.119746	4.782274
52.391779	4.777542
51.816179	4.712827
52.463187	4.68827
52.060456	5.102861
51.970332	5.016117
52.886773	4.934073
51.952048	4.928989
51.745018	4.85869
51.816719	4.814341
52.427802	4.791749
51.726618	4.772061
51.726382	4.728642
52.454113	4.673702
51.707887	4.642101
51.904926	4.537116
51.698106	4.52654
51.689011	4.512251
51.885932	4.406742
51.724161	4.410254
51.679102	4.396767
51.84075	4.378703
51.867199	4.320031
51.7501	4.293834
51.776506	4.23523
51.767376	4.220975
51.533713	4.226976
51.677067	4.179925
51.802732	4.162062
51.685752	4.150769
51.488041	4.156145
51.80227	4.118576
51.397709	4.115471
51.51438	4.097801
51.352617	4.10237
51.711927	4.0777
51.828423	4.045299
51.424028	4.05722
51.81927	4.031067
51.414876	4.043111
51.423528	4.014097
51.414371	3.999996
51.611901	3.979518
51.737534	3.961125
51.358657	3.858099
51.349481	3.84405
51.663407	3.789992
51.38465	3.785391
51.400986	3.669834
51.589249	3.633845
53.175185	5.409641
53.040371	5.305206
52.743746	5.231719
52.80656	5.172178
52.527939	5.158799
52.887282	5.097496
52.554735	5.084936
51.68809	4.39657
51.497621	4.213495
51.811719	4.161818
51.820399	4.132571
51.811257	4.118323
