Bay,Sex,Orient,L
Mezen_Bay,Female,Right,25.8
Mezen_Bay,Female,Right,17.7
Mezen_Bay,Female,Right,19.0
Mezen_Bay,Female,Right,15.0
Mezen_Bay,Female,Right,18.3
Mezen_Bay,Female,Right,13.4
Mezen_Bay,Female,Right,19.0
Mezen_Bay,Female,Right,15.7
Mezen_Bay,Female,Right,15.5
Mezen_Bay,Female,Right,18.8
Mezen_Bay,Female,Right,14.6
Mezen_Bay,Female,Right,12.0
Mezen_Bay,Female,Right,12.6
Mezen_Bay,Female,Right,11.5
Mezen_Bay,Female,Right,14.4
Mezen_Bay,Female,Right,12.2
Mezen_Bay,Female,Right,10.9
Mezen_Bay,Female,Right,14.4
Mezen_Bay,Female,Right,16.7
Mezen_Bay,Female,Right,11.8
Mezen_Bay,Female,Right,12.8
Mezen_Bay,Female,Right,16.6
Mezen_Bay,Female,Right,10.0
Mezen_Bay,Female,Right,17.0
Mezen_Bay,Female,Right,12.6
Mezen_Bay,Female,Right,13.8
Mezen_Bay,Female,Right,14.5
Mezen_Bay,Female,Right,11.7
Mezen_Bay,Female,Right,14.5
Mezen_Bay,Female,Right,13.1
Mezen_Bay,Female,Right,16.8
Mezen_Bay,Female,Right,13.0
Mezen_Bay,Female,Right,16.4
Mezen_Bay,Female,Right,10.8
Mezen_Bay,Female,Right,11.1
Mezen_Bay,Female,Right,13.5
Mezen_Bay,Female,Right,15.7
Mezen_Bay,Female,Right,11.7
Mezen_Bay,Female,Right,34.3
Mezen_Bay,Female,Right,28.7
Mezen_Bay,Female,Right,29.0
Mezen_Bay,Female,Right,19.3
Mezen_Bay,Female,Right,20.8
Mezen_Bay,Female,Right,24.4
Mezen_Bay,Female,Right,20.0
Mezen_Bay,Female,Right,18.8
Mezen_Bay,Female,Right,25.0
Mezen_Bay,Female,Right,21.7
Mezen_Bay,Female,Right,26.0
Mezen_Bay,Female,Right,19.9
Mezen_Bay,Female,Right,22.1
Mezen_Bay,Female,Right,28.5
Mezen_Bay,Female,Right,30.4
Mezen_Bay,Female,Right,30.6
Mezen_Bay,Female,Right,12.1
Mezen_Bay,Female,Right,16.2
Mezen_Bay,Female,Right,11.8
Mezen_Bay,Female,Right,16.4
Mezen_Bay,Female,Right,11.2
Mezen_Bay,Female,Right,11.3
Mezen_Bay,Female,Right,19.5
Mezen_Bay,Female,Right,12.1
Mezen_Bay,Female,Right,13.4
Mezen_Bay,Female,Right,13.0
Mezen_Bay,Female,Right,14.3
Mezen_Bay,Female,Right,15.8
Mezen_Bay,Female,Right,7.2
Mezen_Bay,Female,Right,17.0
Mezen_Bay,Female,Right,15.0
Mezen_Bay,Female,Right,14.8
Mezen_Bay,Female,Right,13.4
Mezen_Bay,Female,Right,14.6
Mezen_Bay,Female,Right,14.0
Mezen_Bay,Female,Right,13.0
Mezen_Bay,Female,Right,15.9
Mezen_Bay,Female,Right,12.6
Mezen_Bay,Female,Right,15.7
Mezen_Bay,Female,Right,12.8
Mezen_Bay,Female,Right,16.3
Mezen_Bay,Female,Right,15.4
Mezen_Bay,Female,Right,12.4
Mezen_Bay,Female,Right,12.7
Mezen_Bay,Female,Right,12.0
Mezen_Bay,Female,Right,11.5
Mezen_Bay,Female,Right,15.8
Mezen_Bay,Female,Right,13.0
Mezen_Bay,Female,Right,14.0
Mezen_Bay,Female,Right,12.9
Mezen_Bay,Female,Right,15.5
Mezen_Bay,Female,Right,12.3
Mezen_Bay,Female,Right,14.0
Mezen_Bay,Female,Right,12.0
Mezen_Bay,Female,Right,17.9
Mezen_Bay,Female,Right,15.1
Mezen_Bay,Female,Right,12.0
Mezen_Bay,Female,Right,15.8
Mezen_Bay,Female,Right,12.0
Mezen_Bay,Female,Right,10.7
Mezen_Bay,Female,Right,16.8
Mezen_Bay,Female,Right,14.0
Mezen_Bay,Female,Right,12.2
Mezen_Bay,Female,Right,11.0
Mezen_Bay,Female,Right,12.4
Mezen_Bay,Female,Right,12.3
Mezen_Bay,Female,Right,10.0
Mezen_Bay,Female,Right,13.0
Mezen_Bay,Female,Right,13.8
Mezen_Bay,Female,Right,11.0
Mezen_Bay,Female,Right,13.0
Mezen_Bay,Female,Right,12.1
Mezen_Bay,Female,Right,17.0
Mezen_Bay,Female,Right,12.2
Mezen_Bay,Female,Right,15.2
Mezen_Bay,Female,Right,14.1
Mezen_Bay,Female,Right,14.6
Mezen_Bay,Female,Right,15.0
Mezen_Bay,Female,Right,17.2
Mezen_Bay,Female,Right,17.5
Mezen_Bay,Female,Right,16.5
Mezen_Bay,Female,Right,14.4
Mezen_Bay,Female,Right,13.5
Mezen_Bay,Female,Right,12.9
Mezen_Bay,Female,Right,15.0
Mezen_Bay,Female,Right,17.9
Mezen_Bay,Female,Right,12.2
Mezen_Bay,Female,Right,12.7
Mezen_Bay,Female,Right,13.8
Mezen_Bay,Female,Right,11.4
Mezen_Bay,Female,Right,15.9
Mezen_Bay,Female,Right,12.5
Mezen_Bay,Female,Right,13.3
Mezen_Bay,Female,Right,14.3
Mezen_Bay,Female,Right,16.5
Mezen_Bay,Female,Right,15.7
Mezen_Bay,Female,Right,15.0
Mezen_Bay,Female,Right,15.7
Mezen_Bay,Female,Right,14.0
Mezen_Bay,Female,Right,15.5
Mezen_Bay,Female,Right,12.0
Mezen_Bay,Female,Right,16.3
Mezen_Bay,Female,Right,12.3
Mezen_Bay,Female,Right,11.1
Mezen_Bay,Female,Right,13.9
Mezen_Bay,Female,Right,17.0
Mezen_Bay,Female,Right,15.3
Mezen_Bay,Female,Right,9.9
Mezen_Bay,Female,Right,16.3
Mezen_Bay,Female,Right,15.2
Mezen_Bay,Female,Right,17.4
Mezen_Bay,Female,Right,15.5
Mezen_Bay,Female,Right,11.7
Mezen_Bay,Female,Right,13.4
Mezen_Bay,Female,Right,15.1
Mezen_Bay,Female,Right,11.4
Mezen_Bay,Female,Right,15.1
Mezen_Bay,Female,Right,13.2
Mezen_Bay,Female,Right,13.6
Mezen_Bay,Female,Right,12.3
Mezen_Bay,Female,Right,17.2
Mezen_Bay,Female,Right,15.5
Mezen_Bay,Female,Right,15.8
Mezen_Bay,Female,Right,16.0
Mezen_Bay,Female,Right,11.4
Mezen_Bay,Female,Right,15.3
Mezen_Bay,Female,Right,13.7
Mezen_Bay,Female,Right,13.5
Mezen_Bay,Female,Right,11.7
Mezen_Bay,Female,Right,14.6
Mezen_Bay,Female,Right,13.7
Mezen_Bay,Female,Right,8.5
Mezen_Bay,Female,Right,23.3
Mezen_Bay,Female,Right,18.8
Mezen_Bay,Female,Right,27.0
Mezen_Bay,Female,Right,26.2
Mezen_Bay,Female,Right,25.2
Mezen_Bay,Female,Right,21.2
Mezen_Bay,Female,Right,19.2
Mezen_Bay,Female,Right,18.4
Mezen_Bay,Female,Right,22.8
Mezen_Bay,Female,Right,25.8
Mezen_Bay,Female,Right,19.4
Mezen_Bay,Female,Right,27.9
Mezen_Bay,Female,Right,19.9
Mezen_Bay,Female,Right,24.5
Mezen_Bay,Female,Right,24.9
Mezen_Bay,Female,Right,12.5
Mezen_Bay,Female,Right,22.5
Mezen_Bay,Female,Right,23.0
Mezen_Bay,Female,Right,23.2
Mezen_Bay,Female,Right,18.3
Mezen_Bay,Female,Right,27.0
Mezen_Bay,Female,Right,22.5
Mezen_Bay,Female,Right,28.5
Mezen_Bay,Female,Right,25.0
Mezen_Bay,Female,Right,21.3
Mezen_Bay,Female,Right,21.5
Mezen_Bay,Female,Right,23.2
Mezen_Bay,Female,Right,18.6
Mezen_Bay,Female,Right,22.3
Mezen_Bay,Female,Right,30.4
Mezen_Bay,Female,Right,21.0
Mezen_Bay,Female,Right,22.6
Mezen_Bay,Female,Right,22.2
Mezen_Bay,Female,Right,27.6
Mezen_Bay,Female,Right,17.9
Mezen_Bay,Female,Right,16.3
Mezen_Bay,Female,Right,17.2
Mezen_Bay,Female,Right,13.4
Mezen_Bay,Female,Right,15.4
Mezen_Bay,Female,Right,17.0
Mezen_Bay,Female,Right,16.0
Mezen_Bay,Female,Right,15.2
Mezen_Bay,Female,Right,16.2
Mezen_Bay,Female,Right,14.0
Mezen_Bay,Female,Right,16.4
Mezen_Bay,Female,Right,15.6
Mezen_Bay,Female,Right,14.9
Mezen_Bay,Female,Right,15.5
Mezen_Bay,Female,Right,18.5
Mezen_Bay,Female,Right,21.8
Mezen_Bay,Female,Right,17.0
Mezen_Bay,Female,Right,27.0
Mezen_Bay,Female,Right,32.8
Mezen_Bay,Female,Right,37.2
Mezen_Bay,Female,Right,30.5
Mezen_Bay,Female,Right,24.0
Mezen_Bay,Female,Right,41.2
Mezen_Bay,Female,Right,26.3
Mezen_Bay,Female,Right,27.7
Mezen_Bay,Female,Right,13.6
Mezen_Bay,Female,Right,16.5
Mezen_Bay,Female,Right,23.2
Mezen_Bay,Female,Right,25.4
Mezen_Bay,Female,Right,19.0
Mezen_Bay,Female,Right,15.4
Mezen_Bay,Female,Right,16.7
Mezen_Bay,Female,Right,28.3
Mezen_Bay,Female,Right,27.3
Mezen_Bay,Female,Right,19.0
Mezen_Bay,Female,Right,20.4
Mezen_Bay,Female,Right,12.9
Mezen_Bay,Female,Right,13.8
Mezen_Bay,Female,Right,29.0
Mezen_Bay,Female,Right,32.3
Mezen_Bay,Female,Right,28.1
Mezen_Bay,Female,Right,23.7
Mezen_Bay,Female,Right,18.2
Mezen_Bay,Female,Right,16.1
Mezen_Bay,Female,Right,15.5
Mezen_Bay,Female,Right,14.7
Mezen_Bay,Female,Right,28.3
Mezen_Bay,Female,Right,32.1
Mezen_Bay,Female,Right,18.6
Mezen_Bay,Female,Right,15.6
Mezen_Bay,Female,Right,21.2
Mezen_Bay,Female,Right,16.7
Mezen_Bay,Female,Right,19.5
Mezen_Bay,Female,Right,16.8
Mezen_Bay,Female,Right,17.4
Mezen_Bay,Female,Right,23.4
Mezen_Bay,Female,Right,22.2
Mezen_Bay,Female,Right,13.4
Mezen_Bay,Female,Right,19.5
Mezen_Bay,Female,Right,30.0
Mezen_Bay,Female,Right,30.0
Mezen_Bay,Female,Right,33.7
Mezen_Bay,Female,Right,27.0
Mezen_Bay,Female,Right,26.9
Mezen_Bay,Female,Right,31.3
Mezen_Bay,Female,Right,26.9
Mezen_Bay,Female,Right,30.7
Mezen_Bay,Female,Right,28.9
Mezen_Bay,Female,Right,31.3
Mezen_Bay,Female,Right,31.0
Mezen_Bay,Female,Right,27.8
Mezen_Bay,Female,Right,27.0
Mezen_Bay,Female,Right,20.3
Mezen_Bay,Female,Right,22.4
Mezen_Bay,Female,Right,25.0
Mezen_Bay,Female,Right,21.3
Mezen_Bay,Female,Right,22.7
Mezen_Bay,Female,Right,28.9
Mezen_Bay,Female,Right,27.0
Mezen_Bay,Female,Right,26.9
Mezen_Bay,Female,Right,22.4
Mezen_Bay,Female,Right,22.8
Mezen_Bay,Female,Right,25.8
Mezen_Bay,Female,Right,24.6
Mezen_Bay,Female,Right,28.1
Mezen_Bay,Female,Right,32.2
Mezen_Bay,Female,Right,13.5
Mezen_Bay,Female,Right,13.4
Mezen_Bay,Female,Right,25.6
Mezen_Bay,Female,Right,25.9
Mezen_Bay,Female,Right,25.0
Mezen_Bay,Female,Right,27.5
Mezen_Bay,Female,Right,20.4
Mezen_Bay,Female,Right,27.6
Mezen_Bay,Female,Right,23.3
Mezen_Bay,Female,Right,27.2
Mezen_Bay,Female,Right,26.7
Mezen_Bay,Female,Right,21.1
Mezen_Bay,Female,Right,21.3
Mezen_Bay,Female,Right,20.8
Mezen_Bay,Female,Right,21.7
Mezen_Bay,Female,Right,21.0
Mezen_Bay,Female,Right,22.4
Mezen_Bay,Female,Right,26.7
Mezen_Bay,Female,Right,20.2
Mezen_Bay,Female,Right,24.3
Mezen_Bay,Female,Right,29.1
Mezen_Bay,Female,Right,21.0
Mezen_Bay,Female,Right,18.6
Mezen_Bay,Female,Right,26.5
Mezen_Bay,Female,Right,24.3
Mezen_Bay,Female,Right,22.3
Mezen_Bay,Female,Right,19.8
Mezen_Bay,Female,Right,18.2
Mezen_Bay,Female,Right,25.4
Mezen_Bay,Female,Right,15.0
Mezen_Bay,Female,Right,23.7
Mezen_Bay,Female,Right,31.6
Mezen_Bay,Female,Right,26.4
Mezen_Bay,Female,Right,13.6
Mezen_Bay,Female,Right,13.6
Mezen_Bay,Female,Right,22.8
Mezen_Bay,Female,Right,18.7
Mezen_Bay,Female,Right,20.1
Mezen_Bay,Female,Right,31.9
Mezen_Bay,Female,Right,29.5
Mezen_Bay,Female,Right,21.7
Mezen_Bay,Female,Right,26.9
Mezen_Bay,Female,Right,18.1
Mezen_Bay,Female,Right,22.0
Mezen_Bay,Female,Right,21.0
Mezen_Bay,Female,Right,19.9
Mezen_Bay,Female,Right,25.4
Mezen_Bay,Female,Right,20.5
Mezen_Bay,Female,Right,35.5
Mezen_Bay,Female,Right,28.0
Mezen_Bay,Female,Right,21.2
Mezen_Bay,Female,Right,18.7
Mezen_Bay,Female,Right,21.7
Mezen_Bay,Female,Right,23.5
Mezen_Bay,Female,Right,22.5
Mezen_Bay,Female,Right,18.6
Mezen_Bay,Female,Right,29.8
Mezen_Bay,Female,Right,21.0
Mezen_Bay,Female,Right,23.0
Mezen_Bay,Female,Right,24.5
Mezen_Bay,Female,Right,26.3
Mezen_Bay,Female,Right,20.2
Mezen_Bay,Female,Right,33.0
Mezen_Bay,Female,Right,20.6
Mezen_Bay,Female,Right,19.1
Mezen_Bay,Female,Right,19.3
Mezen_Bay,Female,Right,22.0
Mezen_Bay,Female,Right,20.0
Mezen_Bay,Female,Right,20.8
Mezen_Bay,Female,Right,32.0
Mezen_Bay,Female,Right,19.8
Mezen_Bay,Female,Right,23.7
Mezen_Bay,Female,Right,29.0
Mezen_Bay,Female,Right,24.1
Mezen_Bay,Female,Right,31.2
Mezen_Bay,Female,Right,36.6
Mezen_Bay,Female,Right,17.8
Mezen_Bay,Female,Right,28.1
Mezen_Bay,Female,Right,17.1
Mezen_Bay,Female,Right,21.5
Mezen_Bay,Female,Right,18.7
Mezen_Bay,Female,Right,34.6
Mezen_Bay,Female,Right,21.2
Mezen_Bay,Female,Right,18.5
Mezen_Bay,Female,Right,25.5
Mezen_Bay,Female,Right,20.0
Mezen_Bay,Female,Right,13.0
Mezen_Bay,Female,Right,15.8
Mezen_Bay,Female,Right,15.5
Mezen_Bay,Female,Right,17.4
Mezen_Bay,Female,Right,16.2
Mezen_Bay,Female,Right,15.5
Mezen_Bay,Female,Right,13.6
Mezen_Bay,Female,Right,15.9
Mezen_Bay,Female,Right,15.7
Mezen_Bay,Female,Right,12.3
Mezen_Bay,Female,Right,17.0
Mezen_Bay,Female,Right,10.0
Mezen_Bay,Female,Right,14.2
Mezen_Bay,Female,Right,18.6
Mezen_Bay,Female,Right,15.2
Mezen_Bay,Female,Right,17.7
Mezen_Bay,Female,Right,12.7
Mezen_Bay,Female,Right,17.2
Mezen_Bay,Female,Right,12.7
Mezen_Bay,Female,Right,13.5
Mezen_Bay,Female,Right,15.9
Mezen_Bay,Female,Right,13.6
Mezen_Bay,Female,Right,16.0
Mezen_Bay,Female,Right,11.4
Mezen_Bay,Female,Right,14.8
Mezen_Bay,Female,Right,13.7
Mezen_Bay,Female,Right,15.4
Mezen_Bay,Female,Right,13.8
Mezen_Bay,Female,Right,20.0
Mezen_Bay,Female,Right,12.0
Mezen_Bay,Female,Right,14.6
Mezen_Bay,Female,Right,11.2
Mezen_Bay,Female,Right,16.4
Mezen_Bay,Female,Right,11.1
Mezen_Bay,Female,Right,14.7
Mezen_Bay,Female,Right,15.3
Mezen_Bay,Female,Right,23.5
Mezen_Bay,Female,Right,19.4
Mezen_Bay,Female,Right,24.5
Mezen_Bay,Female,Right,16.6
Mezen_Bay,Female,Right,14.3
Mezen_Bay,Female,Right,15.6
Mezen_Bay,Female,Right,17.6
Mezen_Bay,Female,Right,12.7
Mezen_Bay,Female,Right,13.1
Mezen_Bay,Female,Right,15.7
Mezen_Bay,Female,Right,14.8
Mezen_Bay,Female,Right,15.1
Mezen_Bay,Female,Right,16.6
Mezen_Bay,Female,Right,13.0
Mezen_Bay,Female,Right,13.6
Mezen_Bay,Female,Right,14.8
Mezen_Bay,Female,Right,15.9
Mezen_Bay,Female,Right,17.5
Mezen_Bay,Female,Right,13.6
Mezen_Bay,Female,Right,13.6
Mezen_Bay,Female,Right,15.9
Mezen_Bay,Female,Right,16.4
Mezen_Bay,Female,Right,19.1
Mezen_Bay,Female,Right,18.1
Mezen_Bay,Female,Right,16.8
Mezen_Bay,Female,Right,17.9
Mezen_Bay,Female,Right,10.8
Mezen_Bay,Female,Right,16.3
Mezen_Bay,Female,Right,18.2
Mezen_Bay,Female,Right,14.7
Mezen_Bay,Female,Right,13.9
Mezen_Bay,Female,Right,19.7
Mezen_Bay,Female,Right,16.7
Mezen_Bay,Female,Right,12.7
Mezen_Bay,Female,Right,19.0
Mezen_Bay,Female,Right,19.2
Mezen_Bay,Female,Right,20.7
Mezen_Bay,Female,Right,18.7
Mezen_Bay,Female,Right,18.5
Mezen_Bay,Female,Right,14.6
Mezen_Bay,Female,Right,16.0
Mezen_Bay,Female,Right,15.2
Mezen_Bay,Female,Right,14.3
Mezen_Bay,Female,Right,12.3
Mezen_Bay,Female,Right,12.4
Mezen_Bay,Female,Right,8.3
Mezen_Bay,Female,Right,13.9
Mezen_Bay,Female,Right,14.2
Mezen_Bay,Female,Right,14.7
Mezen_Bay,Female,Right,13.2
Mezen_Bay,Female,Right,10.9
Mezen_Bay,Female,Right,18.0
Mezen_Bay,Female,Right,16.9
Mezen_Bay,Female,Right,14.2
Mezen_Bay,Female,Right,12.7
Mezen_Bay,Female,Right,18.1
Mezen_Bay,Female,Right,13.8
Mezen_Bay,Female,Right,12.1
Mezen_Bay,Female,Right,13.2
Mezen_Bay,Female,Right,12.2
Mezen_Bay,Female,Right,14.5
Mezen_Bay,Female,Right,13.4
Mezen_Bay,Female,Right,12.7
Mezen_Bay,Female,Right,13.6
Mezen_Bay,Female,Right,14.2
Mezen_Bay,Female,Right,14.4
Mezen_Bay,Female,Right,13.9
Mezen_Bay,Female,Right,15.7
Mezen_Bay,Female,Right,14.0
Mezen_Bay,Female,Right,14.6
Mezen_Bay,Female,Right,14.5
Mezen_Bay,Female,Right,16.6
Mezen_Bay,Female,Right,14.9
Mezen_Bay,Female,Right,25.5
Mezen_Bay,Female,Right,24.5
Mezen_Bay,Female,Right,35.0
Mezen_Bay,Female,Right,23.5
Mezen_Bay,Female,Right,23.8
Mezen_Bay,Female,Right,27.7
Mezen_Bay,Female,Right,27.0
Mezen_Bay,Female,Right,24.7
Mezen_Bay,Female,Right,27.8
Mezen_Bay,Female,Right,13.4
Mezen_Bay,Female,Right,16.5
Mezen_Bay,Female,Right,18.3
Mezen_Bay,Female,Right,19.5
Mezen_Bay,Female,Right,17.0
Mezen_Bay,Female,Right,15.9
Mezen_Bay,Female,Right,24.3
Mezen_Bay,Female,Right,24.8
Mezen_Bay,Female,Right,20.8
Mezen_Bay,Female,Right,17.2
Mezen_Bay,Female,Right,18.5
Mezen_Bay,Female,Right,25.0
Mezen_Bay,Female,Right,36.7
Mezen_Bay,Female,Right,20.3
Mezen_Bay,Female,Right,23.0
Mezen_Bay,Female,Right,26.5
Mezen_Bay,Female,Right,14.9
Mezen_Bay,Female,Right,23.8
Mezen_Bay,Female,Right,22.3
Mezen_Bay,Female,Right,16.3
Mezen_Bay,Female,Right,19.1
Mezen_Bay,Female,Right,16.5
Mezen_Bay,Female,Right,23.4
Mezen_Bay,Female,Right,13.5
Mezen_Bay,Female,Right,14.5
Mezen_Bay,Female,Right,16.8
Mezen_Bay,Female,Right,24.2
Mezen_Bay,Female,Right,19.0
Mezen_Bay,Female,Right,15.0
Mezen_Bay,Female,Right,26.6
Mezen_Bay,Female,Right,13.0
Mezen_Bay,Female,Right,21.2
Mezen_Bay,Female,Right,24.6
Mezen_Bay,Female,Right,16.4
Mezen_Bay,Female,Right,28.5
Mezen_Bay,Female,Right,14.3
Mezen_Bay,Female,Right,25.3
Mezen_Bay,Female,Right,15.6
Mezen_Bay,Female,Right,14.2
Mezen_Bay,Female,Right,13.8
Mezen_Bay,Female,Right,13.9
Mezen_Bay,Female,Right,17.0
Mezen_Bay,Female,Right,13.9
Mezen_Bay,Female,Right,15.8
Mezen_Bay,Female,Right,16.8
Mezen_Bay,Female,Right,30.4
Mezen_Bay,Female,Right,18.5
Mezen_Bay,Female,Right,18.0
Mezen_Bay,Female,Right,22.5
Mezen_Bay,Female,Right,21.9
Mezen_Bay,Female,Right,15.1
Mezen_Bay,Female,Right,18.5
Mezen_Bay,Female,Right,22.4
Mezen_Bay,Female,Right,16.5
Mezen_Bay,Female,Right,13.7
Mezen_Bay,Female,Right,14.0
Mezen_Bay,Female,Right,12.4
Mezen_Bay,Female,Right,15.7
Mezen_Bay,Female,Right,11.1
Mezen_Bay,Female,Right,14.7
Mezen_Bay,Female,Right,14.8
Mezen_Bay,Female,Right,14.6
Mezen_Bay,Female,Right,13.2
Mezen_Bay,Female,Right,18.5
Mezen_Bay,Female,Right,18.4
Mezen_Bay,Female,Right,13.5
Mezen_Bay,Female,Right,14.3
Mezen_Bay,Female,Right,15.0
Mezen_Bay,Female,Right,9.6
Mezen_Bay,Female,Right,14.0
Mezen_Bay,Female,Right,18.4
Mezen_Bay,Female,Right,15.4
Mezen_Bay,Female,Right,16.6
Mezen_Bay,Female,Right,15.9
Mezen_Bay,Female,Right,13.1
Mezen_Bay,Female,Right,17.8
Mezen_Bay,Female,Right,17.3
Mezen_Bay,Female,Right,18.3
Mezen_Bay,Female,Right,19.1
Mezen_Bay,Female,Right,17.3
Mezen_Bay,Female,Right,17.3
Mezen_Bay,Female,Right,20.2
Mezen_Bay,Female,Right,16.8
Mezen_Bay,Female,Right,16.9
Mezen_Bay,Female,Right,16.3
Mezen_Bay,Female,Right,17.1
Mezen_Bay,Female,Right,16.1
Mezen_Bay,Female,Right,20.5
Mezen_Bay,Female,Right,18.7
Mezen_Bay,Female,Right,27.7
Mezen_Bay,Female,Right,32.4
Mezen_Bay,Female,Right,14.2
Mezen_Bay,Female,Right,14.8
Mezen_Bay,Female,Right,14.9
Mezen_Bay,Female,Right,16.2
Mezen_Bay,Female,Right,14.4
Mezen_Bay,Female,Right,17.5
Mezen_Bay,Female,Right,19.5
Mezen_Bay,Female,Right,14.6
Mezen_Bay,Female,Right,14.8
Mezen_Bay,Female,Right,18.5
Mezen_Bay,Female,Right,17.0
Mezen_Bay,Female,Right,14.0
Mezen_Bay,Female,Right,17.1
Mezen_Bay,Female,Right,18.3
Mezen_Bay,Female,Right,15.0
Mezen_Bay,Female,Right,17.0
Mezen_Bay,Female,Right,17.8
Mezen_Bay,Female,Right,16.7
Mezen_Bay,Female,Right,22.4
Mezen_Bay,Female,Right,14.4
Mezen_Bay,Female,Right,17.2
Mezen_Bay,Female,Right,17.6
Mezen_Bay,Female,Right,21.3
Mezen_Bay,Female,Right,13.3
Mezen_Bay,Female,Right,11.3
Mezen_Bay,Female,Right,16.1
Mezen_Bay,Female,Right,17.4
Mezen_Bay,Female,Right,17.1
Mezen_Bay,Female,Right,14.4
Mezen_Bay,Female,Right,16.9
Mezen_Bay,Female,Right,25.4
Mezen_Bay,Female,Right,23.9
Mezen_Bay,Female,Right,26.9
Mezen_Bay,Female,Right,19.6
Mezen_Bay,Female,Right,18.2
Mezen_Bay,Female,Right,18.5
Mezen_Bay,Female,Right,18.5
Mezen_Bay,Female,Right,16.7
Mezen_Bay,Female,Right,17.5
Mezen_Bay,Female,Right,14.5
Mezen_Bay,Female,Right,15.0
Mezen_Bay,Female,Right,15.1
Mezen_Bay,Female,Right,17.5
Mezen_Bay,Female,Right,14.7
Mezen_Bay,Female,Right,17.3
Mezen_Bay,Female,Right,15.1
Mezen_Bay,Female,Right,16.3
Mezen_Bay,Female,Right,13.6
Mezen_Bay,Female,Right,15.3
Mezen_Bay,Female,Right,11.7
Mezen_Bay,Female,Right,19.3
Mezen_Bay,Female,Right,18.4
Mezen_Bay,Female,Right,12.2
Mezen_Bay,Female,Right,15.5
Mezen_Bay,Female,Right,21.1
Mezen_Bay,Female,Right,15.2
Mezen_Bay,Female,Right,14.7
Mezen_Bay,Female,Right,13.6
Mezen_Bay,Female,Right,28.3
Mezen_Bay,Female,Right,19.7
Mezen_Bay,Female,Right,24.2
Mezen_Bay,Female,Right,14.4
Mezen_Bay,Female,Right,20.2
Mezen_Bay,Female,Right,24.1
Mezen_Bay,Female,Right,23.9
Mezen_Bay,Female,Right,14.1
Mezen_Bay,Female,Right,13.8
Mezen_Bay,Female,Right,23.8
Mezen_Bay,Female,Right,18.9
Mezen_Bay,Female,Right,24.4
Mezen_Bay,Female,Right,15.6
Mezen_Bay,Female,Right,14.7
Mezen_Bay,Female,Right,13.7
Mezen_Bay,Female,Right,17.3
Mezen_Bay,Female,Right,8.4
Mezen_Bay,Female,Right,16.9
Mezen_Bay,Female,Right,20.7
Mezen_Bay,Female,Right,14.8
Mezen_Bay,Female,Right,13.2
Mezen_Bay,Female,Right,14.2
Mezen_Bay,Female,Right,20.6
Mezen_Bay,Female,Right,20.4
Mezen_Bay,Female,Right,21.0
Mezen_Bay,Female,Right,18.5
Mezen_Bay,Female,Right,20.5
Mezen_Bay,Female,Right,18.2
Mezen_Bay,Female,Right,15.0
Mezen_Bay,Female,Right,15.0
Mezen_Bay,Female,Right,17.0
Mezen_Bay,Female,Right,14.8
Mezen_Bay,Female,Right,17.0
Mezen_Bay,Female,Right,15.5
Mezen_Bay,Female,Right,13.1
Mezen_Bay,Female,Right,14.7
Mezen_Bay,Female,Right,14.8
Mezen_Bay,Female,Right,14.9
Mezen_Bay,Female,Right,16.6
Mezen_Bay,Female,Right,13.9
Mezen_Bay,Male,Left,22.0
Mezen_Bay,Male,Left,16.6
Mezen_Bay,Male,Left,16.9
Mezen_Bay,Male,Left,13.6
Mezen_Bay,Male,Left,15.8
Mezen_Bay,Male,Left,16.5
Mezen_Bay,Male,Left,12.8
Mezen_Bay,Male,Left,16.1
Mezen_Bay,Male,Left,22.7
Mezen_Bay,Male,Left,21.8
Mezen_Bay,Male,Left,17.0
Mezen_Bay,Male,Left,25.0
Mezen_Bay,Male,Left,21.8
Mezen_Bay,Male,Left,15.0
Mezen_Bay,Male,Left,16.0
Mezen_Bay,Male,Left,16.4
Mezen_Bay,Male,Left,14.9
Mezen_Bay,Male,Left,10.6
Mezen_Bay,Male,Left,23.0
Mezen_Bay,Male,Left,11.7
Mezen_Bay,Male,Left,12.7
Mezen_Bay,Male,Left,17.5
Mezen_Bay,Male,Left,17.0
Mezen_Bay,Male,Left,17.0
Mezen_Bay,Male,Left,20.9
Mezen_Bay,Male,Left,15.3
Mezen_Bay,Male,Left,18.3
Mezen_Bay,Male,Left,15.4
Mezen_Bay,Male,Left,20.0
Mezen_Bay,Male,Left,16.2
Mezen_Bay,Male,Left,12.4
Mezen_Bay,Male,Left,17.0
Mezen_Bay,Male,Left,15.3
Mezen_Bay,Male,Left,15.8
Mezen_Bay,Male,Left,13.8
Mezen_Bay,Male,Left,15.1
Mezen_Bay,Male,Left,12.9
Mezen_Bay,Male,Left,17.5
Mezen_Bay,Male,Left,15.7
Mezen_Bay,Male,Left,15.8
Mezen_Bay,Female,Left,31.0
Mezen_Bay,Female,Left,17.6
Mezen_Bay,Female,Left,20.5
Mezen_Bay,Female,Left,32.7
Mezen_Bay,Female,Left,14.0
Mezen_Bay,Female,Left,15.1
Mezen_Bay,Female,Left,19.9
Mezen_Bay,Female,Left,27.0
Mezen_Bay,Female,Left,19.3
Mezen_Bay,Female,Left,27.0
Mezen_Bay,Female,Left,14.0
Mezen_Bay,Female,Left,10.8
Mezen_Bay,Female,Left,20.0
