Site;Shore;Sample;Position;Lat;Lon;N_T;N_E
Mat;Kand;Mat7;Bottom;"67,11316667";"32,64278333";68;39
Mat;Kand;Mat8;Bottom;"67,11316667";"32,64278333";58;57
Mat;Kand;Mat9;Bottom;"67,11316667";"32,64278333";88;73
Mal;Kand;F6;Algae;"67,11708333";"32,40661667";328;31
Mal;Kand;F7;Algae;"67,11708333";"32,40661667";92;0
Mal;Kand;F8;Algae;"67,11708333";"32,40661667";29;1
Mal;Kand;F9;Algae;"67,11708333";"32,40661667";197;50
Mal;Kand;F10;Algae;"67,11708333";"32,40661667";294;24
Bar;Kand;Bar1;Algae;"67,118095";"32,44337";50;7
Bar;Kand;Bar2;Bottom;"67,118095";"32,44337";47;13
Bar;Kand;Bar3;Algae;"67,118095";"32,44337";24;1
Bar;Kand;Bar4;Bottom;"67,118095";"32,44337";66;5
Bar;Kand;Bar5;Algae;"67,118095";"32,44337";27;10
Bar;Kand;Bar6;Bottom;"67,118095";"32,44337";133;26
salnij;Karel;NA;NA;"67,12602";"32,36038";32;7
Kand;Kand;Kand1;Algae;"67,127606";"32,429";44;31
Kand;Kand;Kand2;Bottom;"67,127606";"32,429";35;26
Kand;Kand;Kand3;Algae;"67,127606";"32,429";54;1
Kand;Kand;Kand4;Bottom;"67,127606";"32,429";66;26
Kand;Kand;Kand5;Algae;"67,127606";"32,429";23;7
Kand;Kand;Kand6;Bottom;"67,127606";"32,429";80;42
Lubch;Kand;F1;Algae;"67,14683333";"32,3568";17;2
Lubch;Kand;F2;Algae;"67,14683333";"32,3568";15;2
Lubch;Kand;F3;Algae;"67,14683333";"32,3568";32;3
Lubch;Kand;F4;Algae;"67,14683333";"32,3568";18;0
Lubch;Kand;F5;Algae;"67,14683333";"32,3568";5;0
kanal;Kand;NA;NA;"67,156537";"32,369881";39;7
