"Site";"Lat";"Lon";"Average_Fetch";"Sample";"Position";"Shore";"N_T";"N_E";"Salinity";"Shore_river";"River";"Drainage_Area";"River_Size";"Lat_river";"Lon_river";"Min_dist_river";"Shore_river_Large";"River_Large";"Drainage_Area_Large";"Lat_river_Large";"Lon_river_Large";"Min_dist_river_Large";"Shore_port";"Port";"Port_Status";"Lat_port";"Lon_port";"Min_dist_port";"North_Fetch";"East_Fetch";"South_Fetch";"West_Fetch";"Site_Exposition";"Dist_cut";"Prop_T";"Lat2";"Lon2";"Fetch"
"Kolv6_2017";67,06421667;32,81351667;3,607;"Kolv6_5";"Algae";"Kand";55;41;17;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;6,58295181180433;"Kand";"Kolvitsa";"1260";67,0832;32,991099;7,97645493540376;"Kand";"Kandalaksha";"Active";67,137283;32,407995;19,3355372335163;1,373;1,612;1,217;10,224;"Sheltered";23,4952057500665;0,572916666666667;67,06421671;32,81351671;3,00735675443956
"Kolv6_2017";67,06421667;32,81351667;3,607;"Kolv6_6";"Bottom";"Kand";1;202;17;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;6,58295181180433;"Kand";"Kolvitsa";"1260";67,0832;32,991099;7,97645493540376;"Kand";"Kandalaksha";"Active";67,137283;32,407995;19,3355372335163;1,373;1,612;1,217;10,224;"Sheltered";23,4952057500665;0,00492610837438424;67,06421672;32,81351672;3,00735675443956
"Kovd";66,72556667;32,86436667;3,45;"kovd1";"Algae";"Karel";73;85;27;"Karel";"Kovda";"26100";"Large";66,695493;32,871028;3,3568387079831;"Karel";"Kovda";"26100";66,695493;32,871028;3,3568387079831;"Karel";"Kovda";"Abandoned";66,696754;32,875396;3,24030683424279;0,538;12,771;0,173;0,318;"Sheltered";53,8110565832279;0,462025316455696;66,72556667;32,86436667;0,168792646759513
"Kovd";66,72556667;32,86436667;3,45;"kovd2";"Bottom";"Karel";40;150;27;"Karel";"Kovda";"26100";"Large";66,695493;32,871028;3,3568387079831;"Karel";"Kovda";"26100";66,695493;32,871028;3,3568387079831;"Karel";"Kovda";"Abandoned";66,696754;32,875396;3,24030683424279;0,538;12,771;0,173;0,318;"Sheltered";53,8110565832279;0,210526315789474;66,72556668;32,86436668;0,168792646759513
"Kovd";66,72556667;32,86436667;3,45;"kovd3";"Algae";"Karel";67;59;27;"Karel";"Kovda";"26100";"Large";66,695493;32,871028;3,3568387079831;"Karel";"Kovda";"26100";66,695493;32,871028;3,3568387079831;"Karel";"Kovda";"Abandoned";66,696754;32,875396;3,24030683424279;0,538;12,771;0,173;0,318;"Sheltered";53,8110565832279;0,531746031746032;66,72556669;32,86436669;0,168792646759513
"Kovd";66,72556667;32,86436667;3,45;"kovd4";"Bottom";"Karel";10;47;27;"Karel";"Kovda";"26100";"Large";66,695493;32,871028;3,3568387079831;"Karel";"Kovda";"26100";66,695493;32,871028;3,3568387079831;"Karel";"Kovda";"Abandoned";66,696754;32,875396;3,24030683424279;0,538;12,771;0,173;0,318;"Sheltered";53,8110565832279;0,175438596491228;66,7255667;32,8643667;0,168792646759513
"Kovd";66,72556667;32,86436667;3,45;"kovd5";"Algae";"Karel";76;62;27;"Karel";"Kovda";"26100";"Large";66,695493;32,871028;3,3568387079831;"Karel";"Kovda";"26100";66,695493;32,871028;3,3568387079831;"Karel";"Kovda";"Abandoned";66,696754;32,875396;3,24030683424279;0,538;12,771;0,173;0,318;"Sheltered";53,8110565832279;0,550724637681159;66,72556671;32,86436671;0,168792646759513
"Kovd";66,72556667;32,86436667;3,45;"kovd6";"Bottom";"Karel";4;112;27;"Karel";"Kovda";"26100";"Large";66,695493;32,871028;3,3568387079831;"Karel";"Kovda";"26100";66,695493;32,871028;3,3568387079831;"Karel";"Kovda";"Abandoned";66,696754;32,875396;3,24030683424279;0,538;12,771;0,173;0,318;"Sheltered";53,8110565832279;0,0344827586206897;66,72556672;32,86436672;0,168792646759513
"KurtExp";67,10778333;32,6209;6,846;"KurtExp1";"Algae";"Kand";97;17;16;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;3,23170659080033;"Kand";"Niva";"12800";67,130271;32,418253;9,11119748565148;"Kand";"Kandalaksha";"Active";67,137283;32,407995;9,77059740650337;1,16;2,123;17,171;6,931;"Exposed";13,8648130933879;0,850877192982456;67,10778333;32,6209;3,28495303587254
"KurtExp";67,10778333;32,6209;6,846;"KurtExp2";"Bottom";"Kand";12;34;16;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;3,23170659080033;"Kand";"Niva";"12800";67,130271;32,418253;9,11119748565148;"Kand";"Kandalaksha";"Active";67,137283;32,407995;9,77059740650337;1,16;2,123;17,171;6,931;"Exposed";13,8648130933879;0,260869565217391;67,10778334;32,62090001;3,28495303587254
"KurtExp";67,10778333;32,6209;6,846;"KurtExp3";"Algae";"Kand";59;21;16;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;3,23170659080033;"Kand";"Niva";"12800";67,130271;32,418253;9,11119748565148;"Kand";"Kandalaksha";"Active";67,137283;32,407995;9,77059740650337;1,16;2,123;17,171;6,931;"Exposed";13,8648130933879;0,7375;67,10778335;32,62090002;3,28495303587254
"KurtExp";67,10778333;32,6209;6,846;"KurtExp4";"Bottom";"Kand";26;61;16;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;3,23170659080033;"Kand";"Niva";"12800";67,130271;32,418253;9,11119748565148;"Kand";"Kandalaksha";"Active";67,137283;32,407995;9,77059740650337;1,16;2,123;17,171;6,931;"Exposed";13,8648130933879;0,298850574712644;67,10778336;32,62090003;3,28495303587254
"KurtExp";67,10778333;32,6209;6,846;"KurtExp5";"Algae";"Kand";77;9;16;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;3,23170659080033;"Kand";"Niva";"12800";67,130271;32,418253;9,11119748565148;"Kand";"Kandalaksha";"Active";67,137283;32,407995;9,77059740650337;1,16;2,123;17,171;6,931;"Exposed";13,8648130933879;0,895348837209302;67,10778337;32,62090004;3,28495303587254
"KurtExp";67,10778333;32,6209;6,846;"KurtExp6";"Bottom";"Kand";7;15;16;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;3,23170659080033;"Kand";"Niva";"12800";67,130271;32,418253;9,11119748565148;"Kand";"Kandalaksha";"Active";67,137283;32,407995;9,77059740650337;1,16;2,123;17,171;6,931;"Exposed";13,8648130933879;0,318181818181818;67,10778338;32,62090005;3,28495303587254
"Kuz1";66,60283889;34,80873333;20,829;"Kuz1";"Algae";"Kand";0;26;15;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;0,368919642869466;"Kand";"Kuzreka";"255";66,599994;34,813032;0,368919642869466;"Kand";"Umba";"Abandoned";66,67797;34,357655;21,5708987939751;0,343;12,153;70,615;0,205;"Exposed";124,721796708953;0;66,60283889;34,80873333;22,543796223031
"Kuz1";66,60283889;34,80873333;20,829;"Kuz2";"Bottom";"Kand";0;66;15;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;0,368919642869466;"Kand";"Kuzreka";"255";66,599994;34,813032;0,368919642869466;"Kand";"Umba";"Abandoned";66,67797;34,357655;21,5708987939751;0,343;12,153;70,615;0,205;"Exposed";124,721796708953;0;66,6028389;34,80873334;22,543796223031
"Kuz1";66,60283889;34,80873333;20,829;"Kuz3";"Algae";"Kand";0;24;15;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;0,368919642869466;"Kand";"Kuzreka";"255";66,599994;34,813032;0,368919642869466;"Kand";"Umba";"Abandoned";66,67797;34,357655;21,5708987939751;0,343;12,153;70,615;0,205;"Exposed";124,721796708953;0;66,60283891;34,80873335;22,543796223031
"Kuz1";66,60283889;34,80873333;20,829;"Kuz4";"Bottom";"Kand";0;73;15;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;0,368919642869466;"Kand";"Kuzreka";"255";66,599994;34,813032;0,368919642869466;"Kand";"Umba";"Abandoned";66,67797;34,357655;21,5708987939751;0,343;12,153;70,615;0,205;"Exposed";124,721796708953;0;66,60283892;34,80873336;22,543796223031
"Kuz1";66,60283889;34,80873333;20,829;"Kuz5";"Algae";"Kand";0;36;15;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;0,368919642869466;"Kand";"Kuzreka";"255";66,599994;34,813032;0,368919642869466;"Kand";"Umba";"Abandoned";66,67797;34,357655;21,5708987939751;0,343;12,153;70,615;0,205;"Exposed";124,721796708953;0;66,60283893;34,80873337;22,543796223031
"Kuz1";66,60283889;34,80873333;20,829;"Kuz6";"Bottom";"Kand";0;84;15;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;0,368919642869466;"Kand";"Kuzreka";"255";66,599994;34,813032;0,368919642869466;"Kand";"Umba";"Abandoned";66,67797;34,357655;21,5708987939751;0,343;12,153;70,615;0,205;"Exposed";124,721796708953;0;66,60283894;34,80873338;22,543796223031
"Kuz2";66,595602;34,788039;24,547;"Kuz10";"Bottom";"Kand";0;67;15;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;1,20702077584884;"Kand";"Kuzreka";"255";66,599994;34,813032;1,20702077584884;"Kand";"Umba";"Abandoned";66,67797;34,357655;21,0723560458484;0,582;16,303;75,906;5,396;"Exposed";124,359209523786;0;66,595602;34,788039;36,1858622438044
"Kuz2";66,595602;34,788039;24,547;"Kuz11";"Algae";"Kand";5;56;15;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;1,20702077584884;"Kand";"Kuzreka";"255";66,599994;34,813032;1,20702077584884;"Kand";"Umba";"Abandoned";66,67797;34,357655;21,0723560458484;0,582;16,303;75,906;5,396;"Exposed";124,359209523786;0,0819672131147541;66,59560201;34,78803901;36,1858622438044
"Kuz2";66,595602;34,788039;24,547;"Kuz12";"Bottom";"Kand";0;59;15;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;1,20702077584884;"Kand";"Kuzreka";"255";66,599994;34,813032;1,20702077584884;"Kand";"Umba";"Abandoned";66,67797;34,357655;21,0723560458484;0,582;16,303;75,906;5,396;"Exposed";124,359209523786;0;66,59560202;34,78803902;36,1858622438044
"Kuz2";66,595602;34,788039;24,547;"Kuz7";"Algae";"Kand";0;14;15;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;1,20702077584884;"Kand";"Kuzreka";"255";66,599994;34,813032;1,20702077584884;"Kand";"Umba";"Abandoned";66,67797;34,357655;21,0723560458484;0,582;16,303;75,906;5,396;"Exposed";124,359209523786;0;66,59560203;34,78803903;36,1858622438044
"Kuz2";66,595602;34,788039;24,547;"Kuz8";"Bottom";"Kand";0;76;15;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;1,20702077584884;"Kand";"Kuzreka";"255";66,599994;34,813032;1,20702077584884;"Kand";"Umba";"Abandoned";66,67797;34,357655;21,0723560458484;0,582;16,303;75,906;5,396;"Exposed";124,359209523786;0;66,59560204;34,78803904;36,1858622438044
"Kuz2";66,595602;34,788039;24,547;"Kuz9";"Algae";"Kand";0;30;15;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;1,20702077584884;"Kand";"Kuzreka";"255";66,599994;34,813032;1,20702077584884;"Kand";"Umba";"Abandoned";66,67797;34,357655;21,0723560458484;0,582;16,303;75,906;5,396;"Exposed";124,359209523786;0;66,59560205;34,78803905;36,1858622438044
"Kuzok1";66,47748333;33,5382;15,524;"Kuzok1_1";"Algae";"Karel";13;44;27;"Karel";"Nilma";"167";"Small";66,505766;33,135072;18,1444890099771;"Karel";"Keret";"3360";66,281723;33,580341;21,8492701025825;"Karel";"Keret";"Abandoned";66,294178;33,640656;20,889527373658;20,46;30,778;1,867;8,99;"Exposed";92,6460993065929;0,228070175438596;66,47748333;33,53796667;13,8471714423153
"Kuzok1";66,47748333;33,5382;15,524;"Kuzok1_2";"Bottom";"Karel";19;71;27;"Karel";"Nilma";"167";"Small";66,505766;33,135072;18,1444890099771;"Karel";"Keret";"3360";66,281723;33,580341;21,8492701025825;"Karel";"Keret";"Abandoned";66,294178;33,640656;20,889527373658;20,46;30,778;1,867;8,99;"Exposed";92,6460993065929;0,211111111111111;66,47748334;33,53796668;13,8471714423153
"Kuzok1";66,47748333;33,5382;15,524;"Kuzok1_3";"Algae";"Karel";9;38;27;"Karel";"Nilma";"167";"Small";66,505766;33,135072;18,1444890099771;"Karel";"Keret";"3360";66,281723;33,580341;21,8492701025825;"Karel";"Keret";"Abandoned";66,294178;33,640656;20,889527373658;20,46;30,778;1,867;8,99;"Exposed";92,6460993065929;0,191489361702128;66,47748335;33,53796669;13,8471714423153
"Kuzok1";66,47748333;33,5382;15,524;"Kuzok1_4";"Bottom";"Karel";13;63;27;"Karel";"Nilma";"167";"Small";66,505766;33,135072;18,1444890099771;"Karel";"Keret";"3360";66,281723;33,580341;21,8492701025825;"Karel";"Keret";"Abandoned";66,294178;33,640656;20,889527373658;20,46;30,778;1,867;8,99;"Exposed";92,6460993065929;0,171052631578947;66,47748336;33,5379667;13,8471714423153
"Kuzok1";66,47748333;33,5382;15,524;"Kuzok1_5";"Algae";"Karel";17;35;27;"Karel";"Nilma";"167";"Small";66,505766;33,135072;18,1444890099771;"Karel";"Keret";"3360";66,281723;33,580341;21,8492701025825;"Karel";"Keret";"Abandoned";66,294178;33,640656;20,889527373658;20,46;30,778;1,867;8,99;"Exposed";92,6460993065929;0,326923076923077;66,47748337;33,53796671;13,8471714423153
"Kuzok1";66,47748333;33,5382;15,524;"Kuzok1_6";"Bottom";"Karel";31;65;27;"Karel";"Nilma";"167";"Small";66,505766;33,135072;18,1444890099771;"Karel";"Keret";"3360";66,281723;33,580341;21,8492701025825;"Karel";"Keret";"Abandoned";66,294178;33,640656;20,889527373658;20,46;30,778;1,867;8,99;"Exposed";92,6460993065929;0,322916666666667;66,47748338;33,53796672;13,8471714423153
"Kuzok2";66,4729;33,53228333;9,9;"Kuzok2_1";"Algae";"Karel";2;31;26;"Karel";"Nilma";"167";"Small";66,505766;33,135072;17,9944215852189;"Karel";"Keret";"3360";66,281723;33,580341;21,3654859089618;"Karel";"Keret";"Abandoned";66,294178;33,640656;20,4509285448617;20,585;9,05;1,833;8,13;"Sheltered";92,9274309572055;0,0606060606060606;66,4729;33,53228333;0,554685047447147
"Kuzok2";66,4729;33,53228333;9,9;"Kuzok2_2";"Bottom";"Karel";1;49;26;"Karel";"Nilma";"167";"Small";66,505766;33,135072;17,9944215852189;"Karel";"Keret";"3360";66,281723;33,580341;21,3654859089618;"Karel";"Keret";"Abandoned";66,294178;33,640656;20,4509285448617;20,585;9,05;1,833;8,13;"Sheltered";92,9274309572055;0,02;66,47290001;33,53228334;0,554685047447147
"Kuzok2";66,4729;33,53228333;9,9;"Kuzok2_3";"Algae";"Karel";12;56;26;"Karel";"Nilma";"167";"Small";66,505766;33,135072;17,9944215852189;"Karel";"Keret";"3360";66,281723;33,580341;21,3654859089618;"Karel";"Keret";"Abandoned";66,294178;33,640656;20,4509285448617;20,585;9,05;1,833;8,13;"Sheltered";92,9274309572055;0,176470588235294;66,47290002;33,53228335;0,554685047447147
"Kuzok2";66,4729;33,53228333;9,9;"Kuzok2_4";"Bottom";"Karel";3;66;26;"Karel";"Nilma";"167";"Small";66,505766;33,135072;17,9944215852189;"Karel";"Keret";"3360";66,281723;33,580341;21,3654859089618;"Karel";"Keret";"Abandoned";66,294178;33,640656;20,4509285448617;20,585;9,05;1,833;8,13;"Sheltered";92,9274309572055;0,0434782608695652;66,47290003;33,53228336;0,554685047447147
"Kuzok2";66,4729;33,53228333;9,9;"Kuzok2_5";"Algae";"Karel";16;10;26;"Karel";"Nilma";"167";"Small";66,505766;33,135072;17,9944215852189;"Karel";"Keret";"3360";66,281723;33,580341;21,3654859089618;"Karel";"Keret";"Abandoned";66,294178;33,640656;20,4509285448617;20,585;9,05;1,833;8,13;"Sheltered";92,9274309572055;0,615384615384615;66,47290004;33,53228337;0,554685047447147
"Kuzok2";66,4729;33,53228333;9,9;"Kuzok2_6";"Bottom";"Karel";1;37;26;"Karel";"Nilma";"167";"Small";66,505766;33,135072;17,9944215852189;"Karel";"Keret";"3360";66,281723;33,580341;21,3654859089618;"Karel";"Keret";"Abandoned";66,294178;33,640656;20,4509285448617;20,585;9,05;1,833;8,13;"Sheltered";92,9274309572055;0,0263157894736842;66,47290005;33,53228338;0,554685047447147
"LomExp";66,969;32,5975;8,255;"LomExp1";"Algae";"Karel";78;132;16;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;13,619914420601;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;13,619914420601;"Karel";"Vitino";"Active";67,07657;32,33363;16,5607260265559;0,028;16,726;15,063;1,204;"Exposed";24,3772509347679;0,371428571428571;66,969;32,5975;15,0327054102205
"LomExp";66,969;32,5975;8,255;"LomExp2";"Bottom";"Karel";21;197;16;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;13,619914420601;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;13,619914420601;"Karel";"Vitino";"Active";67,07657;32,33363;16,5607260265559;0,028;16,726;15,063;1,204;"Exposed";24,3772509347679;0,0963302752293578;66,96900001;32,59750001;15,0327054102205
"LomExp";66,969;32,5975;8,255;"LomExp3";"Algae";"Karel";171;183;16;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;13,619914420601;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;13,619914420601;"Karel";"Vitino";"Active";67,07657;32,33363;16,5607260265559;0,028;16,726;15,063;1,204;"Exposed";24,3772509347679;0,483050847457627;66,96900002;32,59750002;15,0327054102205
"LomExp";66,969;32,5975;8,255;"LomExp4";"Bottom";"Karel";17;58;16;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;13,619914420601;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;13,619914420601;"Karel";"Vitino";"Active";67,07657;32,33363;16,5607260265559;0,028;16,726;15,063;1,204;"Exposed";24,3772509347679;0,226666666666667;66,96900003;32,59750003;15,0327054102205
"LomExp";66,969;32,5975;8,255;"LomExp5";"Algae";"Karel";143;77;16;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;13,619914420601;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;13,619914420601;"Karel";"Vitino";"Active";67,07657;32,33363;16,5607260265559;0,028;16,726;15,063;1,204;"Exposed";24,3772509347679;0,65;66,96900004;32,59750004;15,0327054102205
"LomExp";66,969;32,5975;8,255;"LomExp6";"Bottom";"Karel";8;125;16;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;13,619914420601;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;13,619914420601;"Karel";"Vitino";"Active";67,07657;32,33363;16,5607260265559;0,028;16,726;15,063;1,204;"Exposed";24,3772509347679;0,0601503759398496;66,96900005;32,59750005;15,0327054102205
"LomShel";66,971801;32,610641;2,133;"LomShel1";"Algae";"Karel";390;231;14;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;14,2177240063154;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;14,2177240063154;"Karel";"Vitino";"Active";67,07657;32,33363;16,7415345295397;3,852;0,464;4,189;0,028;"Sheltered";24,3791729918333;0,628019323671498;66,971801;32,610641;12,9318216627224
"LomShel";66,971801;32,610641;2,133;"LomShel2";"Bottom";"Karel";329;276;14;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;14,2177240063154;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;14,2177240063154;"Karel";"Vitino";"Active";67,07657;32,33363;16,7415345295397;3,852;0,464;4,189;0,028;"Sheltered";24,3791729918333;0,543801652892562;66,97180101;32,61064101;12,9318216627224
"LomShel";66,971801;32,610641;2,133;"LomShel3";"Algae";"Karel";326;105;14;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;14,2177240063154;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;14,2177240063154;"Karel";"Vitino";"Active";67,07657;32,33363;16,7415345295397;3,852;0,464;4,189;0,028;"Sheltered";24,3791729918333;0,756380510440835;66,97180102;32,61064102;12,9318216627224
"LomShel";66,971801;32,610641;2,133;"LomShel4";"Bottom";"Karel";169;111;14;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;14,2177240063154;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;14,2177240063154;"Karel";"Vitino";"Active";67,07657;32,33363;16,7415345295397;3,852;0,464;4,189;0,028;"Sheltered";24,3791729918333;0,603571428571429;66,97180103;32,61064103;12,9318216627224
"LomShel";66,971801;32,610641;2,133;"LomShel5";"Algae";"Karel";93;114;14;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;14,2177240063154;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;14,2177240063154;"Karel";"Vitino";"Active";67,07657;32,33363;16,7415345295397;3,852;0,464;4,189;0,028;"Sheltered";24,3791729918333;0,449275362318841;66,97180104;32,61064104;12,9318216627224
"LomShel";66,971801;32,610641;2,133;"LomShel6";"Bottom";"Karel";162;33;14;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;14,2177240063154;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;14,2177240063154;"Karel";"Vitino";"Active";67,07657;32,33363;16,7415345295397;3,852;0,464;4,189;0,028;"Sheltered";24,3791729918333;0,830769230769231;66,97180105;32,61064105;12,9318216627224
"Lud";67,033929;32,477844;5,169;"Lud1";"Algae";"Karel";79;36;19;"Kand";"Niva";"12800";"Large";67,130271;32,418253;11,0191147394248;"Kand";"Niva";"12800";67,130271;32,418253;11,0191147394248;"Karel";"Vitino";"Active";67,07657;32,33363;7,846168404891;8,323;6,092;1,642;4,619;"Exposed";15,6066915892721;0,68695652173913;67,033929;32,477844;1,57743555987879
"Lud";67,033929;32,477844;5,169;"Lud2";"Bottom";"Karel";196;278;19;"Kand";"Niva";"12800";"Large";67,130271;32,418253;11,0191147394248;"Kand";"Niva";"12800";67,130271;32,418253;11,0191147394248;"Karel";"Vitino";"Active";67,07657;32,33363;7,846168404891;8,323;6,092;1,642;4,619;"Exposed";15,6066915892721;0,413502109704641;67,03392901;32,47784401;1,57743555987879
"Lud";67,033929;32,477844;5,169;"Lud3";"Algae";"Karel";113;201;19;"Kand";"Niva";"12800";"Large";67,130271;32,418253;11,0191147394248;"Kand";"Niva";"12800";67,130271;32,418253;11,0191147394248;"Karel";"Vitino";"Active";67,07657;32,33363;7,846168404891;8,323;6,092;1,642;4,619;"Exposed";15,6066915892721;0,359872611464968;67,03392902;32,47784402;1,57743555987879
"Lud";67,033929;32,477844;5,169;"Lud4";"Bottom";"Karel";43;391;19;"Kand";"Niva";"12800";"Large";67,130271;32,418253;11,0191147394248;"Kand";"Niva";"12800";67,130271;32,418253;11,0191147394248;"Karel";"Vitino";"Active";67,07657;32,33363;7,846168404891;8,323;6,092;1,642;4,619;"Exposed";15,6066915892721;0,0990783410138249;67,03392903;32,47784403;1,57743555987879
"Lud";67,033929;32,477844;5,169;"Lud5";"Algae";"Karel";373;260;19;"Kand";"Niva";"12800";"Large";67,130271;32,418253;11,0191147394248;"Kand";"Niva";"12800";67,130271;32,418253;11,0191147394248;"Karel";"Vitino";"Active";67,07657;32,33363;7,846168404891;8,323;6,092;1,642;4,619;"Exposed";15,6066915892721;0,589257503949447;67,03392904;32,47784404;1,57743555987879
"Lud";67,033929;32,477844;5,169;"Lud6";"Bottom";"Karel";91;694;19;"Kand";"Niva";"12800";"Large";67,130271;32,418253;11,0191147394248;"Kand";"Niva";"12800";67,130271;32,418253;11,0191147394248;"Karel";"Vitino";"Active";67,07657;32,33363;7,846168404891;8,323;6,092;1,642;4,619;"Exposed";15,6066915892721;0,115923566878981;67,03392905;32,47784405;1,57743555987879
"MOS";66,5615;34,9765;28,842;"MOS1";"Algae";"Kand";2;45;20;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;8,39728826630433;"Kand";"Kuzreka";"255";66,599994;34,813032;8,39728826630433;"Kand";"Umba";"Abandoned";66,67797;34,357655;30,2222505322804;0,509;6,15;78,748;29,962;"Exposed";133,44462530028;0,0425531914893617;66,5615;34,9765;27,1331939543905
"MOS";66,5615;34,9765;28,842;"MOS2";"Bottom";"Kand";0;97;20;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;8,39728826630433;"Kand";"Kuzreka";"255";66,599994;34,813032;8,39728826630433;"Kand";"Umba";"Abandoned";66,67797;34,357655;30,2222505322804;0,509;6,15;78,748;29,962;"Exposed";133,44462530028;0;66,56150001;34,97650001;27,1331939543905
"MOS";66,5615;34,9765;28,842;"MOS3";"Algae";"Kand";1;15;20;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;8,39728826630433;"Kand";"Kuzreka";"255";66,599994;34,813032;8,39728826630433;"Kand";"Umba";"Abandoned";66,67797;34,357655;30,2222505322804;0,509;6,15;78,748;29,962;"Exposed";133,44462530028;0,0625;66,56150002;34,97650002;27,1331939543905
"MOS";66,5615;34,9765;28,842;"MOS4";"Bottom";"Kand";0;215;20;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;8,39728826630433;"Kand";"Kuzreka";"255";66,599994;34,813032;8,39728826630433;"Kand";"Umba";"Abandoned";66,67797;34,357655;30,2222505322804;0,509;6,15;78,748;29,962;"Exposed";133,44462530028;0;66,56150003;34,97650003;27,1331939543905
"MOS";66,5615;34,9765;28,842;"MOS5";"Algae";"Kand";1;58;20;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;8,39728826630433;"Kand";"Kuzreka";"255";66,599994;34,813032;8,39728826630433;"Kand";"Umba";"Abandoned";66,67797;34,357655;30,2222505322804;0,509;6,15;78,748;29,962;"Exposed";133,44462530028;0,0169491525423729;66,56150004;34,97650004;27,1331939543905
"MOS";66,5615;34,9765;28,842;"MOS6";"Bottom";"Kand";1;27;20;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;8,39728826630433;"Kand";"Kuzreka";"255";66,599994;34,813032;8,39728826630433;"Kand";"Umba";"Abandoned";66,67797;34,357655;30,2222505322804;0,509;6,15;78,748;29,962;"Exposed";133,44462530028;0,0357142857142857;66,56150005;34,97650005;27,1331939543905
"Nilmexp";66,50665;33,13013333;1,622;"Nilmexp1";"Algae";"Karel";18;18;23;"Karel";"Nilma";"167";"Small";66,505766;33,135072;0,239975740390766;"Karel";"Pulonga";"630";66,302514;33,277289;23,6249287036982;"Karel";"Kovda";"Abandoned";66,696754;32,875396;23,9451492138436;2,006;2,18;0,562;1,741;"Exposed";80,8307636223673;0,5;66,50665;33,13013333;0,413543779946208
"Nilmexp";66,50665;33,13013333;1,622;"Nilmexp2";"Bottom";"Karel";3;34;23;"Karel";"Nilma";"167";"Small";66,505766;33,135072;0,239975740390766;"Karel";"Pulonga";"630";66,302514;33,277289;23,6249287036982;"Karel";"Kovda";"Abandoned";66,696754;32,875396;23,9451492138436;2,006;2,18;0,562;1,741;"Exposed";80,8307636223673;0,0810810810810811;66,50665001;33,13013334;0,413543779946208
