Date_Time;Object;Temperature
06.03.2023 11:19;Air;"7,6"
06.03.2023 11:24;Air;"7,6"
06.03.2023 11:29;Air;"7,6"
06.03.2023 11:34;Air;"7,6"
06.03.2023 11:39;Air;"7,6"
06.03.2023 11:44;Air;"7,5"
06.03.2023 11:49;Air;"7,5"
06.03.2023 11:54;Air;"7,4"
06.03.2023 11:59;Air;"7,4"
06.03.2023 12:04;Air;"7,3"
06.03.2023 12:09;Air;"7,3"
06.03.2023 12:14;Air;"7,3"
06.03.2023 12:19;Air;"7,3"
06.03.2023 12:24;Air;"7,3"
06.03.2023 12:29;Air;"7,4"
06.03.2023 12:34;Air;"7,5"
06.03.2023 12:39;Air;"7,5"
06.03.2023 12:44;Air;"7,6"
06.03.2023 12:49;Air;"7,7"
06.03.2023 12:54;Air;"7,8"
06.03.2023 12:59;Air;"7,9"
06.03.2023 13:04;Air;"8,1"
06.03.2023 13:09;Air;"8,3"
06.03.2023 13:14;Air;"8,5"
06.03.2023 13:19;Air;"8,8"
06.03.2023 13:24;Air;"8,9"
06.03.2023 13:29;Air;9
06.03.2023 13:34;Air;"9,2"
06.03.2023 13:39;Air;"9,3"
06.03.2023 13:44;Air;"9,4"
06.03.2023 13:49;Air;"9,5"
06.03.2023 13:54;Air;"9,6"
06.03.2023 13:59;Air;"9,7"
06.03.2023 14:04;Air;"9,7"
06.03.2023 14:09;Air;"9,8"
06.03.2023 14:14;Air;"9,8"
06.03.2023 14:19;Air;"9,8"
06.03.2023 14:24;Air;"9,7"
06.03.2023 14:29;Air;"9,6"
06.03.2023 14:34;Air;"9,5"
06.03.2023 14:39;Air;"9,5"
06.03.2023 14:44;Air;"9,5"
06.03.2023 14:49;Air;"9,5"
06.03.2023 14:54;Air;"9,5"
06.03.2023 14:59;Air;"9,4"
06.03.2023 15:04;Air;"9,3"
06.03.2023 15:09;Air;"9,3"
06.03.2023 15:14;Air;"9,2"
06.03.2023 15:19;Air;"9,2"
06.03.2023 15:24;Air;"9,1"
06.03.2023 15:29;Air;"9,1"
06.03.2023 15:34;Air;"9,1"
06.03.2023 15:39;Air;9
06.03.2023 15:44;Air;9
06.03.2023 15:49;Air;9
06.03.2023 15:54;Air;"8,9"
06.03.2023 15:59;Air;"8,9"
06.03.2023 16:04;Air;"8,9"
06.03.2023 16:09;Air;"8,8"
06.03.2023 16:14;Air;"8,8"
06.03.2023 16:19;Air;"8,8"
06.03.2023 16:24;Air;"8,8"
06.03.2023 16:29;Air;"8,8"
06.03.2023 16:34;Air;"8,7"
06.03.2023 16:39;Air;"8,7"
06.03.2023 16:44;Air;"8,7"
06.03.2023 16:49;Air;"8,7"
06.03.2023 16:54;Air;"8,6"
06.03.2023 16:59;Air;"8,6"
06.03.2023 17:04;Air;"8,6"
06.03.2023 17:09;Air;"8,6"
06.03.2023 17:14;Air;"8,6"
06.03.2023 17:19;Air;"8,6"
06.03.2023 17:24;Air;"8,6"
06.03.2023 17:29;Air;"8,6"
06.03.2023 17:34;Air;"8,7"
06.03.2023 17:39;Air;"8,7"
06.03.2023 17:44;Air;"8,8"
06.03.2023 17:49;Air;"8,8"
06.03.2023 17:54;Air;"8,8"
06.03.2023 17:59;Air;"8,8"
06.03.2023 18:04;Air;"8,9"
06.03.2023 18:09;Air;"8,9"
06.03.2023 18:14;Air;9
06.03.2023 18:19;Air;9
06.03.2023 18:24;Air;"9,1"
06.03.2023 18:29;Air;"9,1"
06.03.2023 18:34;Air;"9,2"
06.03.2023 18:39;Air;"9,2"
06.03.2023 18:44;Air;"9,2"
06.03.2023 18:49;Air;"9,2"
06.03.2023 18:54;Air;"9,2"
06.03.2023 18:59;Air;"9,2"
06.03.2023 19:04;Air;"9,4"
06.03.2023 19:09;Air;"9,4"
06.03.2023 19:14;Air;"9,4"
06.03.2023 19:19;Air;"9,5"
06.03.2023 19:24;Air;"9,5"
06.03.2023 19:29;Air;"9,5"
06.03.2023 19:34;Air;"9,4"
06.03.2023 19:39;Air;"9,4"
06.03.2023 19:44;Air;"9,4"
06.03.2023 19:49;Air;"9,3"
06.03.2023 19:54;Air;"9,2"
06.03.2023 19:59;Air;"9,2"
06.03.2023 20:04;Air;"9,2"
06.03.2023 20:09;Air;"9,4"
06.03.2023 20:14;Air;"9,5"
06.03.2023 20:19;Air;"10,1"
06.03.2023 20:24;Air;"10,7"
06.03.2023 20:29;Air;"11,4"
06.03.2023 20:34;Air;"11,7"
06.03.2023 20:39;Air;"11,6"
06.03.2023 20:44;Air;"11,5"
06.03.2023 20:49;Air;"11,3"
06.03.2023 20:54;Air;"11,2"
06.03.2023 20:59;Air;11
06.03.2023 21:04;Air;"11,2"
06.03.2023 21:09;Air;"11,5"
06.03.2023 21:14;Air;12
06.03.2023 21:19;Air;"11,9"
06.03.2023 21:24;Air;"11,6"
06.03.2023 21:29;Air;"11,4"
06.03.2023 21:34;Air;"11,3"
06.03.2023 21:39;Air;11
06.03.2023 21:44;Air;"10,8"
06.03.2023 21:49;Air;"10,6"
06.03.2023 21:54;Air;"10,3"
06.03.2023 21:59;Air;"10,1"
06.03.2023 22:04;Air;"9,9"
06.03.2023 22:09;Air;"9,6"
06.03.2023 22:14;Air;"9,4"
06.03.2023 22:19;Air;"9,2"
06.03.2023 22:24;Air;9
06.03.2023 22:29;Air;"8,7"
06.03.2023 22:34;Air;"8,5"
06.03.2023 22:39;Air;"8,3"
06.03.2023 22:44;Air;"8,1"
06.03.2023 22:49;Air;"7,9"
06.03.2023 22:54;Air;"7,7"
06.03.2023 22:59;Air;"7,5"
06.03.2023 23:04;Air;"7,4"
06.03.2023 23:09;Air;"7,2"
06.03.2023 23:14;Air;7
06.03.2023 23:19;Air;"6,9"
06.03.2023 23:24;Air;"6,7"
06.03.2023 23:29;Air;"6,6"
06.03.2023 23:34;Air;"6,5"
06.03.2023 23:39;Air;"6,3"
06.03.2023 23:44;Air;"6,3"
06.03.2023 23:49;Air;"6,2"
06.03.2023 23:54;Air;"6,1"
06.03.2023 23:59;Air;6
06.04.2023 0:04;Air;"5,9"
06.04.2023 0:09;Air;"5,8"
06.04.2023 0:14;Air;"5,7"
06.04.2023 0:19;Air;"5,5"
06.04.2023 0:24;Air;"5,5"
06.04.2023 0:29;Air;"5,3"
06.04.2023 0:34;Air;"5,2"
06.04.2023 0:39;Air;"5,1"
06.04.2023 0:44;Air;"4,9"
06.04.2023 0:49;Air;"4,8"
06.04.2023 0:54;Air;"4,7"
06.04.2023 0:59;Air;"4,6"
06.04.2023 1:04;Air;"4,5"
06.04.2023 1:09;Air;"4,3"
06.04.2023 1:14;Air;"4,3"
06.04.2023 1:19;Air;"4,2"
06.04.2023 1:24;Air;"4,1"
06.04.2023 1:29;Air;4
06.04.2023 1:34;Air;4
06.04.2023 1:39;Air;4
06.04.2023 1:44;Air;"3,9"
06.04.2023 1:49;Air;"3,8"
06.04.2023 1:54;Air;"3,8"
06.04.2023 1:59;Air;"3,7"
06.04.2023 2:04;Air;"3,6"
06.04.2023 2:09;Air;"3,6"
06.04.2023 2:14;Air;"3,6"
06.04.2023 2:19;Air;"3,5"
06.04.2023 2:24;Air;"3,5"
06.04.2023 2:29;Air;"3,4"
06.04.2023 2:34;Air;"3,3"
06.04.2023 2:39;Air;"3,3"
06.04.2023 2:44;Air;"3,3"
